branch_class,module_id,gene_symbol,module_size,module_internal_edges,module_density,module_genes,algorithm,edge_weight,accessed_at_utc,source_database
thyroid-branch,THY_M001,CXCL8,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,CXCR6,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,EDN1,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,EGFR,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,ELN,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,FGF7,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,HMGB1,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,IFNG,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,IGF1,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,IGFBP3,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,IL1B,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,IL4,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,ITGA4,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,MMP14,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,MMP9,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,NFKB1,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,NGF,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,NLRP3,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,NOD2,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,NRG1,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,NTSR1,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,PAPPA,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,PF4,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,PGF,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,PLAT,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,PPARG,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,PRTN3,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,PTS,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,RORC,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,SERPINE1,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,STAT5B,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
thyroid-branch,THY_M001,TIMP1,47,194,0.17946345975948197,ACTA1;ADAM17;ALB;ALPL;CASP1;CCL2;CGAS;CHI3L1;COL1A1;CXCL10;CXCL8;CXCR6;EDN1;EGFR;ELN;FGF7;HMGB1;IFNG;IGF1;IGFBP3;IL1B;IL4;ITGA4;MMP14;MMP9;NFKB1;NGF;NLRP3;NOD2;NRG1;NTSR1;PAPPA;PF4;PGF;PLAT;PPARG;PRTN3;PTS;RORC;SERPINE1;STAT5B;TIMP1;TIMP3;TLR9;TNF;TNNI3;TSG101,greedy_modularity_communities,STRING combined score,2026-08-30T07:50:54.272243+00:00,STRING + NetworkX
