branch_class,status,source,native_id,term_name,description,intersection_size,term_size,effective_domain_size,query_size_mappable,p_value_corrected,significant_g_scs,precision,recall,source_order,group_id,branch_n_genes,branch_exact_2NAP_human_n,branch_exact_2NAP_experimental_n,branch_parent_naphthalene_n,branch_multi_source_ge2_n,branch_CTD_n,branch_toxicogenomic_n,branch_bioassay_target_n,background_n_genes,background_definition,multiple_testing,accessed_at_utc,source_database,error
hypertension-specific,OK,REAC,REAC:R-HSA-446652,Interleukin-1 family signaling,Interleukin-1 family signaling,6,16,682,248,1.0,False,0.024193548387096774,0.375,1282,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-448706,Interleukin-1 processing,Interleukin-1 processing,1,4,682,248,1.0,False,0.004032258064516129,0.25,1283,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9020702,Interleukin-1 signaling,Interleukin-1 signaling,4,12,682,248,1.0,False,0.016129032258064516,0.3333333333333333,1284,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-6783783,Interleukin-10 signaling,Interleukin-10 signaling,3,9,682,248,1.0,False,0.012096774193548387,0.3333333333333333,1285,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-447115,Interleukin-12 family signaling,Interleukin-12 family signaling,2,6,682,248,1.0,False,0.008064516129032258,0.3333333333333333,1286,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9020591,Interleukin-12 signaling,Interleukin-12 signaling,2,6,682,248,1.0,False,0.008064516129032258,0.3333333333333333,1287,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-448424,Interleukin-17 signaling,Interleukin-17 signaling,2,9,682,248,1.0,False,0.008064516129032258,0.2222222222222222,1289,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-451927,Interleukin-2 family signaling,Interleukin-2 family signaling,2,4,682,248,1.0,False,0.008064516129032258,0.5,1291,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9020558,Interleukin-2 signaling,Interleukin-2 signaling,1,3,682,248,1.0,False,0.004032258064516129,0.3333333333333333,1292,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9020933,Interleukin-23 signaling,Interleukin-23 signaling,1,1,682,248,1.0,False,0.004032258064516129,1.0,1295,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling","Interleukin-3, Interleukin-5 and GM-CSF signaling",1,3,682,248,1.0,False,0.004032258064516129,0.3333333333333333,1297,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9008059,Interleukin-37 signaling,Interleukin-37 signaling,2,3,682,248,1.0,False,0.008064516129032258,0.6666666666666666,1301,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,Interleukin-4 and Interleukin-13 signaling,3,26,682,248,1.0,False,0.012096774193548387,0.11538461538461539,1303,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-6783589,Interleukin-6 family signaling,Interleukin-6 family signaling,1,1,682,248,1.0,False,0.004032258064516129,1.0,1304,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,Intra-Golgi and retrograde Golgi-to-ER traffic,5,12,682,248,1.0,False,0.020161290322580645,0.4166666666666667,1313,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9006925,Intracellular signaling by second messengers,Intracellular signaling by second messengers,9,30,682,248,1.0,False,0.036290322580645164,0.3,1317,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5620924,Intraflagellar transport,Intraflagellar transport,3,3,682,248,1.0,False,0.012096774193548387,1.0,1318,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-109606,Intrinsic Pathway for Apoptosis,Intrinsic Pathway for Apoptosis,2,13,682,248,1.0,False,0.008064516129032258,0.15384615384615385,1319,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,Intrinsic Pathway of Fibrin Clot Formation,1,2,682,248,1.0,False,0.004032258064516129,0.5,1320,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-983712,Ion channel transport,Ion channel transport,7,9,682,248,1.0,False,0.028225806451612902,0.7777777777777778,1323,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-917937,Iron uptake and transport,Iron uptake and transport,2,4,682,248,1.0,False,0.008064516129032258,0.5,1329,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,2,5,682,248,1.0,False,0.008064516129032258,0.4,1331,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5689877,Josephin domain DUBs,Josephin domain DUBs,2,3,682,248,1.0,False,0.008064516129032258,0.6666666666666666,1332,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9755511,KEAP1-NFE2L2 pathway,KEAP1-NFE2L2 pathway,6,25,682,248,1.0,False,0.024193548387096774,0.24,1333,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-6805567,Keratinization,Keratinization,1,7,682,248,1.0,False,0.004032258064516129,0.14285714285714285,1340,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-983189,Kinesins,Kinesins,4,6,682,248,1.0,False,0.016129032258064516,0.6666666666666666,1344,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,L13a-mediated translational silencing of Ceruloplasmin expression,3,6,682,248,1.0,False,0.012096774193548387,0.5,1345,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-373760,L1CAM interactions,L1CAM interactions,6,12,682,248,1.0,False,0.024193548387096774,0.5,1346,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-8964038,LDL clearance,LDL clearance,1,1,682,248,1.0,False,0.004032258064516129,1.0,1347,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-8964041,LDL remodeling,LDL remodeling,1,1,682,248,1.0,False,0.004032258064516129,1.0,1348,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-69186,Lagging Strand Synthesis,Lagging Strand Synthesis,1,1,682,248,1.0,False,0.004032258064516129,1.0,1354,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-3000157,Laminin interactions,Laminin interactions,1,1,682,248,1.0,False,0.004032258064516129,1.0,1355,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-162599,Late Phase of HIV Life Cycle,Late Phase of HIV Life Cycle,2,4,682,248,1.0,False,0.008064516129032258,0.5,1357,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9772573,Late SARS-CoV-2 Infection Events,Late SARS-CoV-2 Infection Events,4,5,682,248,1.0,False,0.016129032258064516,0.8,1358,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9615710,Late endosomal microautophagy,Late endosomal microautophagy,2,5,682,248,1.0,False,0.008064516129032258,0.4,1359,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9658195,Leishmania infection,Leishmania infection,4,19,682,248,1.0,False,0.016129032258064516,0.21052631578947367,1363,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9664433,Leishmania parasite growth and survival,Leishmania parasite growth and survival,2,8,682,248,1.0,False,0.008064516129032258,0.25,1364,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9664417,Leishmania phagocytosis,Leishmania phagocytosis,1,4,682,248,1.0,False,0.004032258064516129,0.25,1365,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-8876384,Listeria monocytogenes entry into host cells,Listeria monocytogenes entry into host cells,1,1,682,248,1.0,False,0.004032258064516129,1.0,1372,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9620244,Long-term potentiation,Long-term potentiation,1,2,682,248,1.0,False,0.004032258064516129,0.5,1374,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-3304349,Loss of Function of SMAD2/3 in Cancer,Loss of Function of SMAD2/3 in Cancer,1,2,682,248,1.0,False,0.004032258064516129,0.5,1378,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-3304347,Loss of Function of SMAD4 in Cancer,Loss of Function of SMAD4 in Cancer,1,2,682,248,1.0,False,0.004032258064516129,0.5,1379,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-3656534,Loss of Function of TGFBR1 in Cancer,Loss of Function of TGFBR1 in Cancer,1,2,682,248,1.0,False,0.004032258064516129,0.5,1380,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-380259,Loss of Nlp from mitotic centrosomes,Loss of Nlp from mitotic centrosomes,6,6,682,248,1.0,False,0.024193548387096774,1.0,1386,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,Loss of proteins required for interphase microtubule organization from the centrosome,6,6,682,248,1.0,False,0.024193548387096774,1.0,1390,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-432720,Lysosome Vesicle Biogenesis,Lysosome Vesicle Biogenesis,1,2,682,248,1.0,False,0.004032258064516129,0.5,1396,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-68886,M Phase,M Phase,12,22,682,248,1.0,False,0.04838709677419355,0.5454545454545454,1398,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9820841,M-decay: degradation of maternal mRNAs by maternally stored factors,M-decay: degradation of maternal mRNAs by maternally stored factors,1,2,682,248,1.0,False,0.004032258064516129,0.5,1399,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-450294,MAP kinase activation,MAP kinase activation,2,9,682,248,1.0,False,0.008064516129032258,0.2222222222222222,1400,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5674135,MAP2K and MAPK activation,MAP2K and MAPK activation,4,8,682,248,1.0,False,0.016129032258064516,0.5,1401,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5684264,MAP3K8 (TPL2)-dependent MAPK1/3 activation,MAP3K8 (TPL2)-dependent MAPK1/3 activation,1,2,682,248,1.0,False,0.004032258064516129,0.5,1402,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5683057,MAPK family signaling cascades,MAPK family signaling cascades,13,28,682,248,1.0,False,0.05241935483870968,0.4642857142857143,1403,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5684996,MAPK1/MAPK3 signaling,MAPK1/MAPK3 signaling,11,22,682,248,1.0,False,0.04435483870967742,0.5,1406,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-110056,MAPK3 (ERK1) activation,MAPK3 (ERK1) activation,1,1,682,248,1.0,False,0.004032258064516129,1.0,1407,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-5687128,MAPK6/MAPK4 signaling,MAPK6/MAPK4 signaling,4,9,682,248,1.0,False,0.016129032258064516,0.4444444444444444,1408,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-2465910,MASTL Facilitates Mitotic Progression,MASTL Facilitates Mitotic Progression,1,1,682,248,1.0,False,0.004032258064516129,1.0,1409,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-8874081,MET activates PTK2 signaling,MET activates PTK2 signaling,3,5,682,248,1.0,False,0.012096774193548387,0.6,1417,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-8875878,MET promotes cell motility,MET promotes cell motility,3,5,682,248,1.0,False,0.012096774193548387,0.6,1423,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-2132295,MHC class II antigen presentation,MHC class II antigen presentation,4,7,682,248,1.0,False,0.016129032258064516,0.5714285714285714,1426,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9856651,MITF-M-dependent gene expression,MITF-M-dependent gene expression,5,11,682,248,1.0,False,0.020161290322580645,0.45454545454545453,1427,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9730414,MITF-M-regulated melanocyte development,MITF-M-regulated melanocyte development,8,19,682,248,1.0,False,0.03225806451612903,0.42105263157894735,1428,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-1632852,Macroautophagy,Macroautophagy,6,12,682,248,1.0,False,0.024193548387096774,0.5,1448,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,Major pathway of rRNA processing in the nucleolus and cytosol,2,3,682,248,1.0,False,0.008064516129032258,0.6666666666666666,1449,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9816359,Maternal to zygotic transition (MZT),Maternal to zygotic transition (MZT),2,5,682,248,1.0,False,0.008064516129032258,0.4,1454,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9828806,Maturation of hRSV A proteins,Maturation of hRSV A proteins,1,1,682,248,1.0,False,0.004032258064516129,1.0,1458,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9683610,Maturation of nucleoprotein,Maturation of nucleoprotein,2,2,682,248,1.0,False,0.008064516129032258,1.0,1459,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
hypertension-specific,OK,REAC,REAC:R-HSA-9694631,Maturation of nucleoprotein,Maturation of nucleoprotein,3,3,682,248,1.0,False,0.012096774193548387,1.0,1460,3,251,26,4,244,11,166,95,95,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:38.568871+00:00,g:Profiler g:GOSt,
