branch_class,gene_a,gene_b,string_id_a,string_id_b,preferred_name_a,preferred_name_b,score,required_score,network_type,species,accessed_at_utc,source_database
shared-core,EGFR,NGF,9606.ENSP00000275493,9606.ENSP00000358525,EGFR,NGF,0.892,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,EGFR,HDAC6,9606.ENSP00000275493,9606.ENSP00000365804,EGFR,HDAC6,0.919,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,EGFR,ENO1,9606.ENSP00000275493,9606.ENSP00000495530,EGFR,ENO1,0.928,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,EGFR,HIF1A,9606.ENSP00000275493,9606.ENSP00000437955,EGFR,HIF1A,0.934,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,EGFR,FOS,9606.ENSP00000275493,9606.ENSP00000306245,EGFR,FOS,0.94,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,EGFR,IGFBP3,9606.ENSP00000275493,9606.ENSP00000370473,EGFR,IGFBP3,0.981,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,EGFR,ESR1,9606.ENSP00000275493,9606.ENSP00000405330,EGFR,ESR1,0.988,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,EGFR,IGF1,9606.ENSP00000275493,9606.ENSP00000376637,EGFR,IGF1,0.991,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,EGFR,NRG1,9606.ENSP00000275493,9606.ENSP00000287842,EGFR,NRG1,0.999,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,EGFR,MUC1,9606.ENSP00000275493,9606.ENSP00000484824,EGFR,MUC1,0.999,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,TNFRSF10B,CYCS,9606.ENSP00000276431,9606.ENSP00000307786,TNFRSF10B,CYCS,0.7,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,TNFRSF10B,MCL1,9606.ENSP00000276431,9606.ENSP00000358022,TNFRSF10B,MCL1,0.705,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,TNFRSF10B,CASP7,9606.ENSP00000276431,9606.ENSP00000358327,TNFRSF10B,CASP7,0.717,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,TNFRSF10B,BCL2L1,9606.ENSP00000276431,9606.ENSP00000365230,TNFRSF10B,BCL2L1,0.727,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,TNFRSF10B,CASP9,9606.ENSP00000276431,9606.ENSP00000330237,TNFRSF10B,CASP9,0.73,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,TNFRSF10B,BCL2,9606.ENSP00000276431,9606.ENSP00000381185,TNFRSF10B,BCL2,0.739,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,TNFRSF10B,CASP3,9606.ENSP00000276431,9606.ENSP00000311032,TNFRSF10B,CASP3,0.782,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,TNFRSF10B,TNF,9606.ENSP00000276431,9606.ENSP00000398698,TNFRSF10B,TNF,0.997,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ATM,CASP3,9606.ENSP00000278616,9606.ENSP00000311032,ATM,CASP3,0.702,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ATM,BCL2,9606.ENSP00000278616,9606.ENSP00000381185,ATM,BCL2,0.712,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ATM,CREB1,9606.ENSP00000278616,9606.ENSP00000387699,ATM,CREB1,0.735,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ATM,AKT1,9606.ENSP00000278616,9606.ENSP00000451828,ATM,AKT1,0.742,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ATM,CDKN1A,9606.ENSP00000278616,9606.ENSP00000384849,ATM,CDKN1A,0.807,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ATM,CCNA2,9606.ENSP00000278616,9606.ENSP00000481380,ATM,CCNA2,0.815,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ATM,MYC,9606.ENSP00000278616,9606.ENSP00000478887,ATM,MYC,0.871,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ATM,MDM4,9606.ENSP00000278616,9606.ENSP00000356150,ATM,MDM4,0.954,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ATM,WRN,9606.ENSP00000278616,9606.ENSP00000298139,ATM,WRN,0.955,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ATM,ABL1,9606.ENSP00000278616,9606.ENSP00000361423,ATM,ABL1,0.988,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ATM,BRCA1,9606.ENSP00000278616,9606.ENSP00000418960,ATM,BRCA1,0.999,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,SLC7A11,GPX4,9606.ENSP00000280612,9606.ENSP00000346103,SLC7A11,GPX4,0.824,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,SLC7A11,NFE2L2,9606.ENSP00000280612,9606.ENSP00000380252,SLC7A11,NFE2L2,0.826,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,APP,CYCS,9606.ENSP00000284981,9606.ENSP00000307786,APP,CYCS,0.709,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,APP,CREB1,9606.ENSP00000284981,9606.ENSP00000387699,APP,CREB1,0.713,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,APP,ADAM17,9606.ENSP00000284981,9606.ENSP00000309968,APP,ADAM17,0.733,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,APP,PDIA3,9606.ENSP00000284981,9606.ENSP00000300289,APP,PDIA3,0.737,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,APP,SERPINA1,9606.ENSP00000284981,9606.ENSP00000416066,APP,SERPINA1,0.764,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,APP,JUN,9606.ENSP00000284981,9606.ENSP00000360266,APP,JUN,0.79,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,APP,TNF,9606.ENSP00000284981,9606.ENSP00000398698,APP,TNF,0.799,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,APP,NGF,9606.ENSP00000284981,9606.ENSP00000358525,APP,NGF,0.85,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,APP,MMEL1,9606.ENSP00000284981,9606.ENSP00000367668,APP,MMEL1,0.891,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,APP,ALB,9606.ENSP00000284981,9606.ENSP00000295897,APP,ALB,0.901,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,APP,CASP3,9606.ENSP00000284981,9606.ENSP00000311032,APP,CASP3,0.908,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,APP,HSPD1,9606.ENSP00000284981,9606.ENSP00000340019,APP,HSPD1,0.916,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,APP,ACHE,9606.ENSP00000284981,9606.ENSP00000303211,APP,ACHE,0.937,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,APP,SNCA,9606.ENSP00000284981,9606.ENSP00000500990,APP,SNCA,0.993,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,APP,MAPT,9606.ENSP00000284981,9606.ENSP00000340820,APP,MAPT,0.995,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,APP,CLU,9606.ENSP00000284981,9606.ENSP00000315130,APP,CLU,0.998,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PPARG,EDN1,9606.ENSP00000287820,9606.ENSP00000368683,PPARG,EDN1,0.724,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PPARG,MMP9,9606.ENSP00000287820,9606.ENSP00000361405,PPARG,MMP9,0.765,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PPARG,AKT1,9606.ENSP00000287820,9606.ENSP00000451828,PPARG,AKT1,0.79,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PPARG,ESR1,9606.ENSP00000287820,9606.ENSP00000405330,PPARG,ESR1,0.794,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PPARG,TNF,9606.ENSP00000287820,9606.ENSP00000398698,PPARG,TNF,0.807,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PPARG,IGF1,9606.ENSP00000287820,9606.ENSP00000376637,PPARG,IGF1,0.828,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PPARG,NFE2L2,9606.ENSP00000287820,9606.ENSP00000380252,PPARG,NFE2L2,0.831,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PPARG,JUN,9606.ENSP00000287820,9606.ENSP00000360266,PPARG,JUN,0.849,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PPARG,IGFBP3,9606.ENSP00000287820,9606.ENSP00000370473,PPARG,IGFBP3,0.85,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PPARG,HIF1A,9606.ENSP00000287820,9606.ENSP00000437955,PPARG,HIF1A,0.854,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PPARG,ESRRA,9606.ENSP00000287820,9606.ENSP00000384851,PPARG,ESRRA,0.898,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PPARG,NCOA3,9606.ENSP00000287820,9606.ENSP00000361066,PPARG,NCOA3,0.909,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PPARG,HDAC3,9606.ENSP00000287820,9606.ENSP00000302967,PPARG,HDAC3,0.965,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,NRG1,NGF,9606.ENSP00000287842,9606.ENSP00000358525,NRG1,NGF,0.719,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CCNB2,CDKN1A,9606.ENSP00000288207,9606.ENSP00000384849,CCNB2,CDKN1A,0.927,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CCNB2,CKS1B,9606.ENSP00000288207,9606.ENSP00000311083,CCNB2,CKS1B,0.952,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CCNB2,CCNA2,9606.ENSP00000288207,9606.ENSP00000481380,CCNB2,CCNA2,0.965,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CCNB2,BIRC5,9606.ENSP00000288207,9606.ENSP00000301633,CCNB2,BIRC5,0.993,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,BAX,AKT1,9606.ENSP00000293288,9606.ENSP00000451828,BAX,AKT1,0.761,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,BAX,CASP9,9606.ENSP00000293288,9606.ENSP00000330237,BAX,CASP9,0.856,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,BAX,CASP3,9606.ENSP00000293288,9606.ENSP00000311032,BAX,CASP3,0.884,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,BAX,CLU,9606.ENSP00000293288,9606.ENSP00000315130,BAX,CLU,0.886,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,BAX,CYCS,9606.ENSP00000293288,9606.ENSP00000307786,BAX,CYCS,0.993,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,BAX,BCL2L11,9606.ENSP00000293288,9606.ENSP00000376943,BAX,BCL2L11,0.998,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,BAX,BCL2,9606.ENSP00000293288,9606.ENSP00000381185,BAX,BCL2,0.999,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,BAX,BCL2L1,9606.ENSP00000293288,9606.ENSP00000365230,BAX,BCL2L1,0.999,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,BAX,MCL1,9606.ENSP00000293288,9606.ENSP00000358022,BAX,MCL1,0.999,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CLDN1,CLDN4,9606.ENSP00000295522,9606.ENSP00000409544,CLDN1,CLDN4,0.944,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,GPX3,9606.ENSP00000295897,9606.ENSP00000373477,ALB,GPX3,0.716,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,FOXA2,9606.ENSP00000295897,9606.ENSP00000400341,ALB,FOXA2,0.737,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,MMP9,9606.ENSP00000295897,9606.ENSP00000361405,ALB,MMP9,0.745,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,BCL2,9606.ENSP00000295897,9606.ENSP00000381185,ALB,BCL2,0.748,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,TNNI3,9606.ENSP00000295897,9606.ENSP00000341838,ALB,TNNI3,0.748,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,PPARA,9606.ENSP00000295897,9606.ENSP00000385523,ALB,PPARA,0.751,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,MYC,9606.ENSP00000295897,9606.ENSP00000478887,ALB,MYC,0.759,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,NGF,9606.ENSP00000295897,9606.ENSP00000358525,ALB,NGF,0.763,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,GLP1R,9606.ENSP00000295897,9606.ENSP00000362353,ALB,GLP1R,0.765,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,PF4,9606.ENSP00000295897,9606.ENSP00000296029,ALB,PF4,0.766,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,CXCL8,9606.ENSP00000295897,9606.ENSP00000306512,ALB,CXCL8,0.782,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,ELN,9606.ENSP00000295897,9606.ENSP00000351807,ALB,ELN,0.783,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,AKT1,9606.ENSP00000295897,9606.ENSP00000451828,ALB,AKT1,0.795,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,ESR1,9606.ENSP00000295897,9606.ENSP00000405330,ALB,ESR1,0.796,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,CASP3,9606.ENSP00000295897,9606.ENSP00000311032,ALB,CASP3,0.815,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,IGF1,9606.ENSP00000295897,9606.ENSP00000376637,ALB,IGF1,0.83,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,CLU,9606.ENSP00000295897,9606.ENSP00000315130,ALB,CLU,0.831,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,TNF,9606.ENSP00000295897,9606.ENSP00000398698,ALB,TNF,0.87,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,CYCS,9606.ENSP00000295897,9606.ENSP00000307786,ALB,CYCS,0.986,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALB,SERPINA1,9606.ENSP00000295897,9606.ENSP00000416066,ALB,SERPINA1,0.998,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PF4,TNF,9606.ENSP00000296029,9606.ENSP00000398698,PF4,TNF,0.714,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PF4,CXCR6,9606.ENSP00000296029,9606.ENSP00000395704,PF4,CXCR6,0.755,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PF4,HMGB1,9606.ENSP00000296029,9606.ENSP00000345347,PF4,HMGB1,0.779,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PF4,CXCL8,9606.ENSP00000296029,9606.ENSP00000306512,PF4,CXCL8,0.999,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PF4,CXCL10,9606.ENSP00000296029,9606.ENSP00000305651,PF4,CXCL10,0.999,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,SOX17,FOXA2,9606.ENSP00000297316,9606.ENSP00000400341,SOX17,FOXA2,0.942,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,NOS3,MMP9,9606.ENSP00000297494,9606.ENSP00000361405,NOS3,MMP9,0.73,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,NOS3,ESR1,9606.ENSP00000297494,9606.ENSP00000405330,NOS3,ESR1,0.773,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,NOS3,LYPLA1,9606.ENSP00000297494,9606.ENSP00000320043,NOS3,LYPLA1,0.794,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,NOS3,EDN1,9606.ENSP00000297494,9606.ENSP00000368683,NOS3,EDN1,0.884,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,NOS3,AKT1,9606.ENSP00000297494,9606.ENSP00000451828,NOS3,AKT1,0.997,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALDH1A1,IDH1,9606.ENSP00000297785,9606.ENSP00000390265,ALDH1A1,IDH1,0.739,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALDH1A1,SOX2,9606.ENSP00000297785,9606.ENSP00000323588,ALDH1A1,SOX2,0.771,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALDH1A1,CYP2B6,9606.ENSP00000297785,9606.ENSP00000324648,ALDH1A1,CYP2B6,0.933,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ALDH1A1,CYP1A1,9606.ENSP00000297785,9606.ENSP00000378488,ALDH1A1,CYP1A1,0.939,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,WRN,LMNA,9606.ENSP00000298139,9606.ENSP00000357283,WRN,LMNA,0.727,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,WRN,VCP,9606.ENSP00000298139,9606.ENSP00000351777,WRN,VCP,0.751,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,WRN,BRCA1,9606.ENSP00000298139,9606.ENSP00000418960,WRN,BRCA1,0.983,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CKB,ENO1,9606.ENSP00000299198,9606.ENSP00000495530,CKB,ENO1,0.736,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PDIA3,MYC,9606.ENSP00000300289,9606.ENSP00000478887,PDIA3,MYC,0.773,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,PDIA3,HSPA5,9606.ENSP00000300289,9606.ENSP00000324173,PDIA3,HSPA5,0.999,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,NOD2,TNF,9606.ENSP00000300589,9606.ENSP00000398698,NOD2,TNF,0.852,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,NOD2,TLR9,9606.ENSP00000300589,9606.ENSP00000353874,NOD2,TLR9,0.92,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,NOD2,CASP1,9606.ENSP00000300589,9606.ENSP00000433138,NOD2,CASP1,0.923,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,BIRC5,CASP7,9606.ENSP00000301633,9606.ENSP00000358327,BIRC5,CASP7,0.755,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,BIRC5,MYC,9606.ENSP00000301633,9606.ENSP00000478887,BIRC5,MYC,0.825,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,BIRC5,CASP9,9606.ENSP00000301633,9606.ENSP00000330237,BIRC5,CASP9,0.911,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,BIRC5,CASP3,9606.ENSP00000301633,9606.ENSP00000311032,BIRC5,CASP3,0.916,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,BIRC5,CCNA2,9606.ENSP00000301633,9606.ENSP00000481380,BIRC5,CCNA2,0.956,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,LRG1,CYCS,9606.ENSP00000302621,9606.ENSP00000307786,LRG1,CYCS,0.807,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,HDAC3,AR,9606.ENSP00000302967,9606.ENSP00000363822,HDAC3,AR,0.73,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,HDAC3,JUN,9606.ENSP00000302967,9606.ENSP00000360266,HDAC3,JUN,0.754,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,HDAC3,HDAC9,9606.ENSP00000302967,9606.ENSP00000408617,HDAC3,HDAC9,0.759,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,HDAC3,THRB,9606.ENSP00000302967,9606.ENSP00000379904,HDAC3,THRB,0.776,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,HDAC3,HIF1A,9606.ENSP00000302967,9606.ENSP00000437955,HDAC3,HIF1A,0.804,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,HDAC3,AKT1,9606.ENSP00000302967,9606.ENSP00000451828,HDAC3,AKT1,0.811,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,HDAC3,MYC,9606.ENSP00000302967,9606.ENSP00000478887,HDAC3,MYC,0.949,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,ACHE,MAPT,9606.ENSP00000303211,9606.ENSP00000340820,ACHE,MAPT,0.817,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CXCL10,TLR9,9606.ENSP00000305651,9606.ENSP00000353874,CXCL10,TLR9,0.761,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CXCL10,MMP9,9606.ENSP00000305651,9606.ENSP00000361405,CXCL10,MMP9,0.868,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CXCL10,TNF,9606.ENSP00000305651,9606.ENSP00000398698,CXCL10,TNF,0.966,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CXCL10,CXCR6,9606.ENSP00000305651,9606.ENSP00000395704,CXCL10,CXCR6,0.969,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CXCL10,CXCL8,9606.ENSP00000305651,9606.ENSP00000306512,CXCL10,CXCL8,0.975,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,FOS,NFE2L2,9606.ENSP00000306245,9606.ENSP00000380252,FOS,NFE2L2,0.728,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,FOS,TNF,9606.ENSP00000306245,9606.ENSP00000398698,FOS,TNF,0.728,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,FOS,CASP1,9606.ENSP00000306245,9606.ENSP00000433138,FOS,CASP1,0.74,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,FOS,AKT1,9606.ENSP00000306245,9606.ENSP00000451828,FOS,AKT1,0.746,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,FOS,CASP3,9606.ENSP00000306245,9606.ENSP00000311032,FOS,CASP3,0.749,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,FOS,CDKN1A,9606.ENSP00000306245,9606.ENSP00000384849,FOS,CDKN1A,0.753,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,FOS,CXCL8,9606.ENSP00000306245,9606.ENSP00000306512,FOS,CXCL8,0.765,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,FOS,BCL2,9606.ENSP00000306245,9606.ENSP00000381185,FOS,BCL2,0.784,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,FOS,HIF1A,9606.ENSP00000306245,9606.ENSP00000437955,FOS,HIF1A,0.805,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,FOS,MITF,9606.ENSP00000306245,9606.ENSP00000391803,FOS,MITF,0.92,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,FOS,ESR2,9606.ENSP00000306245,9606.ENSP00000343925,FOS,ESR2,0.961,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,FOS,MYC,9606.ENSP00000306245,9606.ENSP00000478887,FOS,MYC,0.965,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,FOS,NCOA3,9606.ENSP00000306245,9606.ENSP00000361066,FOS,NCOA3,0.97,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,FOS,CREB1,9606.ENSP00000306245,9606.ENSP00000387699,FOS,CREB1,0.998,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,FOS,JUN,9606.ENSP00000306245,9606.ENSP00000360266,FOS,JUN,0.999,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,FOS,ESR1,9606.ENSP00000306245,9606.ENSP00000405330,FOS,ESR1,0.999,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CXCL8,OPRM1,9606.ENSP00000306512,9606.ENSP00000394624,CXCL8,OPRM1,0.701,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CXCL8,HIF1A,9606.ENSP00000306512,9606.ENSP00000437955,CXCL8,HIF1A,0.716,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CXCL8,AKT1,9606.ENSP00000306512,9606.ENSP00000451828,CXCL8,AKT1,0.72,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CXCL8,PGF,9606.ENSP00000306512,9606.ENSP00000451040,CXCL8,PGF,0.731,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CXCL8,CASP3,9606.ENSP00000306512,9606.ENSP00000311032,CXCL8,CASP3,0.752,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CXCL8,S100A8,9606.ENSP00000306512,9606.ENSP00000357721,CXCL8,S100A8,0.763,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CXCL8,TLR9,9606.ENSP00000306512,9606.ENSP00000353874,CXCL8,TLR9,0.776,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CXCL8,EDN1,9606.ENSP00000306512,9606.ENSP00000368683,CXCL8,EDN1,0.803,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
shared-core,CXCL8,MMP9,9606.ENSP00000306512,9606.ENSP00000361405,CXCL8,MMP9,0.88,700,functional,9606,2026-08-30T07:51:09.311524+00:00,STRING
