Table_section,stage,n,definition,ChemicalID,ChemicalName,phase1_scope,gene_cards_k,phase1_unfiltered_rank,phase1_bh_fdr,phase1_degree_matched_bh_fdr,phase1_n_ctd_human_genes,phase1_crc_overlap,molecular_level,molecular_M2_definition_met,entity_E_tag,entity_E_reason,entity_manual_review_required,canonical_name,synonyms,entity_type,parent_compound,metabolite_of,exposure_family,exposure_axis,candidate_to_axis_relationship,all_candidate_biomarkers,mapping_confidence,mapping_source,searched_domain_count,searched_domains,mapping_status,selection_reason,all_biomarker_summary,above_lod_pct,min_cycle_above_lod_pct,median_cycle_above_lod_pct,max_cycle_above_lod_pct,n_measured,n_above_lod,D_tag,n_cycles_available,cycle_list,first_cycle,last_cycle,biological_matrix,nhanes_lab_component,analyte_available_n,crc_outcome_available_n,exposure_plus_outcome_n,complete_covariate_n,available_crc_cases,available_controls,survey_weight_available,strata_psu_available,creatinine_available_if_urine,core_covariates_available,T_tag,T_reason,selected_primary_biomarker,chemical_class,CasRN,PubChemCID,DTXSID,X_tag,B_tag,human_biomarker,nhanes_variable,biomarker_type,nhanes_cycles,n_cycles,C_tag,E_tag,N_tag,M_tag,eligible_permissive,eligible_moderate,eligible_strict,audit_status,audit_evidence,what_was_checked,databases_checked,possible_proxy,reason_unresolved,manual_review_required,manual_review_reason,priority_tier,final_disposition,PRIORITIZATION_OUTCOME_BLINDED
267-chemical actionability matrix,,,,C582932,BRD73954,GeneCards_Disorders,1000.0,252.0,1.0,1.0,1.0,0.0,M0,False,1.0,specific_entity_identifier:PubChemCID,False,brd73954,BRD73954,CTD entity,,,phthalates,,none,,unresolved,,0.0,,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,phthalates,,CID:71680913,,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: none matched; ; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 0 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,D000083462,Persistent Organic Pollutants,GeneCards_Disorders,1000.0,253.0,1.0,1.0,4.0,0.0,M0,False,1.0,specific_entity_identifier:PubChemCID,False,persistent organic pollutants,Persistent Organic Pollutants,umbrella exposure class,,,environmental_pollutants,,none,,unresolved,,0.0,,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,environmental_pollutants;persistent_organic_pollutants,,CID:5283499,,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: none matched; ; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 0 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,D002586,Cesium,GeneCards_Disorders,1000.0,254.0,1.0,1.0,2.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,cesium,Cesium;7440-46-2,elemental species or metal compound,,,heavy_metals,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUCS,moderate,CDC NHANES metals blood/urine panels and codebooks,119.0,Metals - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUCS"", ""n_cycles_available"": 10, ""total_measured"": 26799, ""total_above_lod"": 26798, ""pooled_above_lod_pct"": 99.996268517482, ""min_cycle_above_lod_pct"": 99.96733093760209, ""median_cycle_above_lod_pct"": 100.0, ""max_cycle_above_lod_pct"": 100.0}]",99.996268517482,99.96733093760209,100.0,100.0,26799.0,26798.0,2.0,10.0,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,1999-2000,2017-2018,urine,Metals - Urine,26799.0,17382.0,1714.0,1530.0,10.0,1409.0,True,True,True,True,0.0,insufficient complete-case events/sample or survey infrastructure,URXUCS,heavy_metals,7440-46-2,CID:5354618,DTXSID5036767,1.0,1.0,URXUCS,URXUCS,urinary biomarker,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10.0,2.0,1.0,pending_manual_review,M0,False,False,False,resolved_mapped,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES metals blood/urine panels and codebooks; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,elemental urinary biomarker for parent metal/species,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,D005659,"Fungicides, Industrial",GeneCards_Disorders,1000.0,255.0,1.0,1.0,2.0,0.0,M0,False,1.0,specific_ctd_entity_id:D005659,False,fungicides industrial,"Fungicides, Industrial",CTD entity,,,pesticides,pesticide exposure axis,candidate-specific pesticide biomarker not established from NHANES domains,,unresolved,"CDC NHANES pesticide, organophosphate, carbamate, and organochlorine panels searched",168.0,"Pesticides - Carbamates & Organophosphorus Metabolites - Urine;Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites);Pesticides - Environmental - Urine;Pesticides - Organochlorine Metabolites - Serum (Surplus)",resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,pesticides,,,,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,"CDC NHANES catalog domains checked: Pesticides - Carbamates & Organophosphorus Metabolites - Urine;Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites);Pesticides - Environmental - Urine;Pesticides - Organochlorine Metabolites - Serum (Surplus); CDC NHANES pesticide, organophosphate, carbamate, and organochlorine panels searched; local XPT registry variables checked for candidate aliases.",CTD identifiers/name; CDC NHANES laboratory catalog; 168 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,candidate-specific pesticide biomarker not established from NHANES domains,"CDC NHANES pesticide, organophosphate, carbamate, and organochlorine panels searched",False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,D007306,Insecticides,GeneCards_Disorders,1000.0,256.0,1.0,1.0,16.0,0.0,M0,False,1.0,specific_entity_identifier:PubChemCID,False,insecticides,Insecticides,CTD entity,,,pesticides,pesticide exposure axis,candidate-specific pesticide biomarker not established from NHANES domains,,unresolved,"CDC NHANES pesticide, organophosphate, carbamate, and organochlorine panels searched",168.0,"Pesticides - Carbamates & Organophosphorus Metabolites - Urine;Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites);Pesticides - Environmental - Urine;Pesticides - Organochlorine Metabolites - Serum (Surplus)",resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,pesticides,,CID:107720,,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,"CDC NHANES catalog domains checked: Pesticides - Carbamates & Organophosphorus Metabolites - Urine;Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites);Pesticides - Environmental - Urine;Pesticides - Organochlorine Metabolites - Serum (Surplus); CDC NHANES pesticide, organophosphate, carbamate, and organochlorine panels searched; local XPT registry variables checked for candidate aliases.",CTD identifiers/name; CDC NHANES laboratory catalog; 168 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,candidate-specific pesticide biomarker not established from NHANES domains,"CDC NHANES pesticide, organophosphate, carbamate, and organochlorine panels searched",False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,D010165,Palladium,GeneCards_Disorders,1000.0,257.0,1.0,1.0,7.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,palladium,Palladium;7440-05-3,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119.0,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,heavy_metals,7440-05-3,CID:23938,DTXSID4064680,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,D010569,Perylene,GeneCards_Disorders,1000.0,258.0,1.0,1.0,1.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,perylene,Perylene;198-55-0,CTD entity,,,pahs,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68.0,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",88.63977955911824,60.21621621621622,99.3638170974155,100.0,23952.0,21231.0,1.0,9.0,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,2001-2002,2017-2018,urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",23952.0,17382.0,9896.0,8980.0,70.0,8195.0,True,True,True,True,2.0,predefined primary survey model feasible,URXP10,pahs,198-55-0,CID:9142,DTXSID4047753,1.0,1.0,URXP10,URXP10,urinary biomarker,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9.0,2.0,1.0,pending_manual_review,M0,True,True,False,resolved_mapped,CDC NHANES catalog domains checked: Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine; CDC NHANES urinary OH-PAH panel; parent-specificity is limited; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 68 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,parent PAH to validated urinary OH-PAH proxy,,False,,Tier_A_moderate,enter_systematic_human_screen,True
267-chemical actionability matrix,,,,D012238,Rhodium,GeneCards_Disorders,1000.0,259.0,1.0,1.0,1.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,rhodium,Rhodium;7440-16-6,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119.0,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,heavy_metals,7440-16-6,CID:23948,DTXSID3052480,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,D012413,Rubidium,GeneCards_Disorders,1000.0,260.0,1.0,1.0,5.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,rubidium,Rubidium;7440-17-7,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119.0,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,heavy_metals,7440-17-7,CID:5357696,DTXSID4064686,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,D012989,Soil Pollutants,GeneCards_Disorders,1000.0,261.0,1.0,1.0,10.0,0.0,M0,False,1.0,specific_ctd_entity_id:D012989,False,soil pollutants,Soil Pollutants,umbrella exposure class,,,environmental_pollutants,,none,,unresolved,,0.0,,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,environmental_pollutants,,,,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: none matched; ; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 0 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,D013324,Strontium,GeneCards_Disorders,1000.0,262.0,1.0,1.0,5.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,strontium,Strontium;7440-24-6,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119.0,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,heavy_metals,7440-24-6,CID:5359327,DTXSID3024312,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,D013667,Technetium,GeneCards_Disorders,1000.0,263.0,1.0,1.0,1.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,technetium,Technetium;7440-26-8,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119.0,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,no analyte mapping,,heavy_metals,7440-26-8,CID:23957,DTXSID5075028,0.0,0.0,,,,,0.0,0.0,1.0,pending_manual_review,M0,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
267-chemical actionability matrix,,,,D014001,Tin,GeneCards_Disorders,1000.0,264.0,1.0,1.0,3.0,0.0,M0,False,1.0,"specific_entity_identifier:CasRN,DTXSID,InChIKey",False,tin,Tin;7440-31-5,elemental species or metal compound,,,heavy_metals,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUSN,moderate,CDC NHANES metals blood/urine panels and codebooks,119.0,Metals - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUSN"", ""n_cycles_available"": 4, ""total_measured"": 11036, ""total_above_lod"": 10130, ""pooled_above_lod_pct"": 91.79050380572671, ""min_cycle_above_lod_pct"": 86.10223642172524, ""median_cycle_above_lod_pct"": 92.29662354662355, ""max_cycle_above_lod_pct"": 95.45751633986929}]",91.79050380572671,86.10223642172524,92.29662354662356,95.45751633986929,11036.0,10130.0,2.0,4.0,2011-2012;2013-2014;2015-2016;2017-2018,2011-2012,2017-2018,urine,Metals - Urine,11036.0,17382.0,1715.0,1531.0,10.0,1409.0,True,True,True,True,0.0,insufficient complete-case events/sample or survey infrastructure,URXUSN,heavy_metals,7440-31-5,,DTXSID1049801,1.0,1.0,URXUSN,URXUSN,urinary biomarker,2011-2012;2013-2014;2015-2016;2017-2018,4.0,1.0,1.0,pending_manual_review,M0,False,False,False,resolved_mapped,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES metals blood/urine panels and codebooks; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,elemental urinary biomarker for parent metal/species,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
