gene_symbol,ensembl_id,approved_name,disease_id,disease_name,disease_relevance_score,rank,source,association_scope
SYNDIG1,ENSG00000101463,synapse differentiation inducing 1,MONDO_0003240,thyroid gland disorder,0.292883538817884,121,Open Targets Platform GraphQL,direct (enableIndirect=false)
TICAM1,ENSG00000127666,TIR domain containing adaptor molecule 1,MONDO_0003240,thyroid gland disorder,0.2926325110410431,122,Open Targets Platform GraphQL,direct (enableIndirect=false)
GARIN3,ENSG00000170613,golgi associated RAB2 interactor family member 3,MONDO_0003240,thyroid gland disorder,0.29198382298266157,123,Open Targets Platform GraphQL,direct (enableIndirect=false)
B4GALNT2,ENSG00000167080,"beta-1,4-N-acetyl-galactosaminyltransferase 2 (SID blood group)",MONDO_0003240,thyroid gland disorder,0.2917073837513148,124,Open Targets Platform GraphQL,direct (enableIndirect=false)
LEF1,ENSG00000138795,lymphoid enhancer binding factor 1,MONDO_0003240,thyroid gland disorder,0.2916271539366958,125,Open Targets Platform GraphQL,direct (enableIndirect=false)
ITK,ENSG00000113263,IL2 inducible T cell kinase,MONDO_0003240,thyroid gland disorder,0.29155974377888827,126,Open Targets Platform GraphQL,direct (enableIndirect=false)
NYAP2,ENSG00000144460,neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2,MONDO_0003240,thyroid gland disorder,0.2911808102812955,127,Open Targets Platform GraphQL,direct (enableIndirect=false)
ARAP1,ENSG00000186635,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1",MONDO_0003240,thyroid gland disorder,0.28966468665871864,128,Open Targets Platform GraphQL,direct (enableIndirect=false)
FKBP5,ENSG00000096060,FKBP prolyl isomerase 5,MONDO_0003240,thyroid gland disorder,0.2895471581653317,129,Open Targets Platform GraphQL,direct (enableIndirect=false)
IFITM2,ENSG00000185201,interferon induced transmembrane protein 2,MONDO_0003240,thyroid gland disorder,0.2888885062614575,130,Open Targets Platform GraphQL,direct (enableIndirect=false)
ELK3,ENSG00000111145,ETS transcription factor ELK3,MONDO_0003240,thyroid gland disorder,0.2883917155613289,131,Open Targets Platform GraphQL,direct (enableIndirect=false)
GPR174,ENSG00000147138,G protein-coupled receptor 174,MONDO_0003240,thyroid gland disorder,0.28813640871418383,132,Open Targets Platform GraphQL,direct (enableIndirect=false)
MYC,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",MONDO_0003240,thyroid gland disorder,0.2875360709128665,133,Open Targets Platform GraphQL,direct (enableIndirect=false)
RESF1,ENSG00000174718,retroelement silencing factor 1,MONDO_0003240,thyroid gland disorder,0.28748541177520387,134,Open Targets Platform GraphQL,direct (enableIndirect=false)
PHF20L1,ENSG00000129292,PHD finger protein 20 like 1,MONDO_0003240,thyroid gland disorder,0.2871610242240804,135,Open Targets Platform GraphQL,direct (enableIndirect=false)
PACSIN1,ENSG00000124507,protein kinase C and casein kinase substrate in neurons 1,MONDO_0003240,thyroid gland disorder,0.287135906332277,136,Open Targets Platform GraphQL,direct (enableIndirect=false)
CUX1,ENSG00000257923,cut like homeobox 1,MONDO_0003240,thyroid gland disorder,0.2868782133511906,137,Open Targets Platform GraphQL,direct (enableIndirect=false)
CADM1,ENSG00000182985,cell adhesion molecule 1,MONDO_0003240,thyroid gland disorder,0.28659325039904165,138,Open Targets Platform GraphQL,direct (enableIndirect=false)
CARF,ENSG00000138380,calcium responsive transcription factor,MONDO_0003240,thyroid gland disorder,0.28458683453574274,139,Open Targets Platform GraphQL,direct (enableIndirect=false)
ZAP70,ENSG00000115085,zeta chain of T cell receptor associated protein kinase 70,MONDO_0003240,thyroid gland disorder,0.28453703664855895,140,Open Targets Platform GraphQL,direct (enableIndirect=false)
SH2D2A,ENSG00000027869,SH2 domain containing 2A,MONDO_0003240,thyroid gland disorder,0.2844394792151133,141,Open Targets Platform GraphQL,direct (enableIndirect=false)
PIK3R5,ENSG00000141506,phosphoinositide-3-kinase regulatory subunit 5,MONDO_0003240,thyroid gland disorder,0.2840640720266636,142,Open Targets Platform GraphQL,direct (enableIndirect=false)
IL21R,ENSG00000103522,interleukin 21 receptor,MONDO_0003240,thyroid gland disorder,0.2824877660613787,143,Open Targets Platform GraphQL,direct (enableIndirect=false)
CCDC195,ENSG00000283428,coiled-coil domain containing 195,MONDO_0003240,thyroid gland disorder,0.28157969998117727,144,Open Targets Platform GraphQL,direct (enableIndirect=false)
CD247,ENSG00000198821,CD247 molecule,MONDO_0003240,thyroid gland disorder,0.2809305157819416,145,Open Targets Platform GraphQL,direct (enableIndirect=false)
TNRC18,ENSG00000182095,trinucleotide repeat containing 18,MONDO_0003240,thyroid gland disorder,0.2805430132202708,146,Open Targets Platform GraphQL,direct (enableIndirect=false)
PSMD5,ENSG00000095261,"proteasome 26S subunit, non-ATPase 5",MONDO_0003240,thyroid gland disorder,0.279126366340111,147,Open Targets Platform GraphQL,direct (enableIndirect=false)
ATG4B,ENSG00000168397,autophagy related 4B cysteine peptidase,MONDO_0003240,thyroid gland disorder,0.2781014574090618,148,Open Targets Platform GraphQL,direct (enableIndirect=false)
MAPT,ENSG00000186868,microtubule associated protein tau,MONDO_0003240,thyroid gland disorder,0.27802018903109815,149,Open Targets Platform GraphQL,direct (enableIndirect=false)
ACTN1,ENSG00000072110,actinin alpha 1,MONDO_0003240,thyroid gland disorder,0.2761492568708717,150,Open Targets Platform GraphQL,direct (enableIndirect=false)
CCDC88B,ENSG00000168071,coiled-coil and HOOK domain protein 88B,MONDO_0003240,thyroid gland disorder,0.27522116672422753,151,Open Targets Platform GraphQL,direct (enableIndirect=false)
HORMAD2,ENSG00000176635,HORMA domain containing 2,MONDO_0003240,thyroid gland disorder,0.27291881251107636,152,Open Targets Platform GraphQL,direct (enableIndirect=false)
TNFRSF11B,ENSG00000164761,TNF receptor superfamily member 11b,MONDO_0003240,thyroid gland disorder,0.272365502495325,153,Open Targets Platform GraphQL,direct (enableIndirect=false)
MLXIP,ENSG00000175727,MLX interacting protein,MONDO_0003240,thyroid gland disorder,0.2705229347739776,154,Open Targets Platform GraphQL,direct (enableIndirect=false)
ST3GAL6,ENSG00000064225,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",MONDO_0003240,thyroid gland disorder,0.2695386494749732,155,Open Targets Platform GraphQL,direct (enableIndirect=false)
SOX21,ENSG00000125285,SRY-box transcription factor 21,MONDO_0003240,thyroid gland disorder,0.26623047103481184,156,Open Targets Platform GraphQL,direct (enableIndirect=false)
MFSD6,ENSG00000151690,major facilitator superfamily domain containing 6,MONDO_0003240,thyroid gland disorder,0.2657677146390331,157,Open Targets Platform GraphQL,direct (enableIndirect=false)
AFF1,ENSG00000172493,ALF transcription elongation factor 1,MONDO_0003240,thyroid gland disorder,0.26367122351975575,158,Open Targets Platform GraphQL,direct (enableIndirect=false)
HIPK2,ENSG00000064393,homeodomain interacting protein kinase 2,MONDO_0003240,thyroid gland disorder,0.26315068855038914,159,Open Targets Platform GraphQL,direct (enableIndirect=false)
CCBE1,ENSG00000183287,collagen and calcium binding EGF domains 1,MONDO_0003240,thyroid gland disorder,0.2623075383347849,160,Open Targets Platform GraphQL,direct (enableIndirect=false)
