gene_symbol,ensembl_id,approved_name,disease_id,disease_name,disease_relevance_score,rank,source,association_scope
AVPR2,ENSG00000126895,arginine vasopressin receptor 2,HP_0000822,Hypertension,0.3905708011945103,38,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE4D,ENSG00000113448,phosphodiesterase 4D,HP_0000822,Hypertension,0.38994724859725405,39,Open Targets Platform GraphQL,direct (enableIndirect=false)
AVPR1B,ENSG00000198049,arginine vasopressin receptor 1B,HP_0000822,Hypertension,0.3894948191459931,40,Open Targets Platform GraphQL,direct (enableIndirect=false)
DRD1,ENSG00000184845,dopamine receptor D1,HP_0000822,Hypertension,0.3795553938083938,41,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE4A,ENSG00000065989,phosphodiesterase 4A,HP_0000822,Hypertension,0.3774700432980788,42,Open Targets Platform GraphQL,direct (enableIndirect=false)
NR3C1,ENSG00000113580,nuclear receptor subfamily 3 group C member 1,HP_0000822,Hypertension,0.3761461599214754,43,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE3A,ENSG00000172572,phosphodiesterase 3A,HP_0000822,Hypertension,0.3758963041358762,44,Open Targets Platform GraphQL,direct (enableIndirect=false)
TTC21B,ENSG00000123607,tetratricopeptide repeat domain 21B,HP_0000822,Hypertension,0.3758160223783913,45,Open Targets Platform GraphQL,direct (enableIndirect=false)
KCNJ8,ENSG00000121361,potassium inwardly rectifying channel subfamily J member 8,HP_0000822,Hypertension,0.3745344722671255,46,Open Targets Platform GraphQL,direct (enableIndirect=false)
GIPR,ENSG00000010310,gastric inhibitory polypeptide receptor,HP_0000822,Hypertension,0.3743304957334614,47,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE4B,ENSG00000184588,phosphodiesterase 4B,HP_0000822,Hypertension,0.37289555061711266,48,Open Targets Platform GraphQL,direct (enableIndirect=false)
SLC29A1,ENSG00000112759,solute carrier family 29 member 1 (Augustine blood group),HP_0000822,Hypertension,0.37273924913690226,49,Open Targets Platform GraphQL,direct (enableIndirect=false)
MAOB,ENSG00000069535,monoamine oxidase B,HP_0000822,Hypertension,0.3721385946719246,50,Open Targets Platform GraphQL,direct (enableIndirect=false)
NISCH,ENSG00000010322,nischarin,HP_0000822,Hypertension,0.3719335619110037,51,Open Targets Platform GraphQL,direct (enableIndirect=false)
MAOA,ENSG00000189221,monoamine oxidase A,HP_0000822,Hypertension,0.37160762254133206,52,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE3B,ENSG00000152270,phosphodiesterase 3B,HP_0000822,Hypertension,0.37068859424875583,53,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE9A,ENSG00000160191,phosphodiesterase 9A,HP_0000822,Hypertension,0.3705961992850847,54,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE1C,ENSG00000154678,phosphodiesterase 1C,HP_0000822,Hypertension,0.37050380432141355,55,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE2A,ENSG00000186642,phosphodiesterase 2A,HP_0000822,Hypertension,0.37022661943040003,56,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE6D,ENSG00000156973,phosphodiesterase 6D,HP_0000822,Hypertension,0.37013422446672883,57,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE1A,ENSG00000115252,phosphodiesterase 1A,HP_0000822,Hypertension,0.37008289393135596,58,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE6G,ENSG00000185527,phosphodiesterase 6G,HP_0000822,Hypertension,0.36994943453938645,59,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE7B,ENSG00000171408,phosphodiesterase 7B,HP_0000822,Hypertension,0.3695798546847018,60,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE7A,ENSG00000205268,phosphodiesterase 7A,HP_0000822,Hypertension,0.3695798546847018,61,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE6H,ENSG00000139053,phosphodiesterase 6H,HP_0000822,Hypertension,0.3695798546847018,62,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE4C,ENSG00000105650,phosphodiesterase 4C,HP_0000822,Hypertension,0.3695798546847018,63,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE6C,ENSG00000095464,phosphodiesterase 6C,HP_0000822,Hypertension,0.3695798546847018,64,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE6B,ENSG00000133256,phosphodiesterase 6B,HP_0000822,Hypertension,0.3695798546847018,65,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE1B,ENSG00000123360,phosphodiesterase 1B,HP_0000822,Hypertension,0.3695798546847018,66,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE8A,ENSG00000073417,phosphodiesterase 8A,HP_0000822,Hypertension,0.3695798546847018,67,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE10A,ENSG00000112541,phosphodiesterase 10A,HP_0000822,Hypertension,0.3695798546847018,68,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE6A,ENSG00000132915,phosphodiesterase 6A,HP_0000822,Hypertension,0.3695798546847018,69,Open Targets Platform GraphQL,direct (enableIndirect=false)
PDE8B,ENSG00000113231,phosphodiesterase 8B,HP_0000822,Hypertension,0.3695798546847018,70,Open Targets Platform GraphQL,direct (enableIndirect=false)
MME,ENSG00000196549,membrane metalloendopeptidase,HP_0000822,Hypertension,0.36482183868971085,71,Open Targets Platform GraphQL,direct (enableIndirect=false)
VDR,ENSG00000111424,vitamin D receptor,HP_0000822,Hypertension,0.358345627495405,72,Open Targets Platform GraphQL,direct (enableIndirect=false)
XDH,ENSG00000158125,xanthine dehydrogenase,HP_0000822,Hypertension,0.33911756154817446,73,Open Targets Platform GraphQL,direct (enableIndirect=false)
PPARG,ENSG00000132170,peroxisome proliferator activated receptor gamma,HP_0000822,Hypertension,0.3374429978611282,74,Open Targets Platform GraphQL,direct (enableIndirect=false)
SLC22A6,ENSG00000197901,solute carrier family 22 member 6,HP_0000822,Hypertension,0.33741614122005814,75,Open Targets Platform GraphQL,direct (enableIndirect=false)
SLC22A8,ENSG00000149452,solute carrier family 22 member 8,HP_0000822,Hypertension,0.3359769869998088,76,Open Targets Platform GraphQL,direct (enableIndirect=false)
NPC1L1,ENSG00000015520,NPC1 like intracellular cholesterol transporter 1,HP_0000822,Hypertension,0.3244449149313326,77,Open Targets Platform GraphQL,direct (enableIndirect=false)
PTGS2,ENSG00000073756,prostaglandin-endoperoxide synthase 2,HP_0000822,Hypertension,0.30581194536378026,78,Open Targets Platform GraphQL,direct (enableIndirect=false)
DPP4,ENSG00000197635,dipeptidyl peptidase 4,HP_0000822,Hypertension,0.2807492875353422,79,Open Targets Platform GraphQL,direct (enableIndirect=false)
SLC22A11,ENSG00000168065,solute carrier family 22 member 11,HP_0000822,Hypertension,0.2779240507228957,80,Open Targets Platform GraphQL,direct (enableIndirect=false)
MYH7,ENSG00000092054,myosin heavy chain 7,HP_0000822,Hypertension,0.2768088711248841,81,Open Targets Platform GraphQL,direct (enableIndirect=false)
MYH6,ENSG00000197616,myosin heavy chain 6,HP_0000822,Hypertension,0.27494298812220896,82,Open Targets Platform GraphQL,direct (enableIndirect=false)
SLC22A12,ENSG00000197891,solute carrier family 22 member 12,HP_0000822,Hypertension,0.27228011916389666,83,Open Targets Platform GraphQL,direct (enableIndirect=false)
F8,ENSG00000185010,coagulation factor VIII,HP_0000822,Hypertension,0.2646184420521817,84,Open Targets Platform GraphQL,direct (enableIndirect=false)
MYL2,ENSG00000111245,myosin light chain 2,HP_0000822,Hypertension,0.26366778543234914,85,Open Targets Platform GraphQL,direct (enableIndirect=false)
ADORA2A,ENSG00000128271,adenosine A2a receptor,HP_0000822,Hypertension,0.26305873893293646,86,Open Targets Platform GraphQL,direct (enableIndirect=false)
PGR,ENSG00000082175,progesterone receptor,HP_0000822,Hypertension,0.26300556233181893,87,Open Targets Platform GraphQL,direct (enableIndirect=false)
VKORC1,ENSG00000167397,vitamin K epoxide reductase complex subunit 1,HP_0000822,Hypertension,0.2624703843825262,88,Open Targets Platform GraphQL,direct (enableIndirect=false)
FKBP1A,ENSG00000088832,FKBP prolyl isomerase 1A,HP_0000822,Hypertension,0.26212261270531595,89,Open Targets Platform GraphQL,direct (enableIndirect=false)
MYL3,ENSG00000160808,myosin light chain 3,HP_0000822,Hypertension,0.26093687733820253,90,Open Targets Platform GraphQL,direct (enableIndirect=false)
MYL4,ENSG00000198336,myosin light chain 4,HP_0000822,Hypertension,0.26078478496189267,91,Open Targets Platform GraphQL,direct (enableIndirect=false)
MYL7,ENSG00000106631,myosin light chain 7,HP_0000822,Hypertension,0.25870589827929125,92,Open Targets Platform GraphQL,direct (enableIndirect=false)
MYH7B,ENSG00000078814,myosin heavy chain 7B,HP_0000822,Hypertension,0.25870589827929125,93,Open Targets Platform GraphQL,direct (enableIndirect=false)
NOS3,ENSG00000164867,nitric oxide synthase 3,HP_0000822,Hypertension,0.20679364253731547,94,Open Targets Platform GraphQL,direct (enableIndirect=false)
MTNR1B,ENSG00000134640,melatonin receptor 1B,HP_0000822,Hypertension,0.20568982211637693,95,Open Targets Platform GraphQL,direct (enableIndirect=false)
MTNR1A,ENSG00000168412,melatonin receptor 1A,HP_0000822,Hypertension,0.20511681935000953,96,Open Targets Platform GraphQL,direct (enableIndirect=false)
UBR3,ENSG00000144357,ubiquitin protein ligase E3 component n-recognin 3,HP_0000822,Hypertension,0.1868523474572862,97,Open Targets Platform GraphQL,direct (enableIndirect=false)
ENPEP,ENSG00000138792,glutamyl aminopeptidase,HP_0000822,Hypertension,0.15995548184398384,98,Open Targets Platform GraphQL,direct (enableIndirect=false)
AGT,ENSG00000135744,angiotensinogen,HP_0000822,Hypertension,0.12932308098111442,99,Open Targets Platform GraphQL,direct (enableIndirect=false)
PKD2,ENSG00000118762,"polycystin 2, transient receptor potential cation channel",HP_0000822,Hypertension,0.12188586894068514,100,Open Targets Platform GraphQL,direct (enableIndirect=false)
PTGS1,ENSG00000095303,prostaglandin-endoperoxide synthase 1,HP_0000822,Hypertension,0.11841553368647176,101,Open Targets Platform GraphQL,direct (enableIndirect=false)
CRP,ENSG00000132693,C-reactive protein,HP_0000822,Hypertension,0.11656268163517138,102,Open Targets Platform GraphQL,direct (enableIndirect=false)
MON2,ENSG00000061987,MON2 regulator of endosome-to-Golgi trafficking,HP_0000822,Hypertension,0.1154937045889693,103,Open Targets Platform GraphQL,direct (enableIndirect=false)
GPT,ENSG00000167701,glutamic--pyruvic transaminase,HP_0000822,Hypertension,0.11426962290413108,104,Open Targets Platform GraphQL,direct (enableIndirect=false)
NPPB,ENSG00000120937,natriuretic peptide B,HP_0000822,Hypertension,0.11412387471152596,105,Open Targets Platform GraphQL,direct (enableIndirect=false)
APOE,ENSG00000130203,apolipoprotein E,HP_0000822,Hypertension,0.11356356682066587,106,Open Targets Platform GraphQL,direct (enableIndirect=false)
CD34,ENSG00000174059,CD34 molecule,HP_0000822,Hypertension,0.11227877872189233,107,Open Targets Platform GraphQL,direct (enableIndirect=false)
NPR1,ENSG00000169418,natriuretic peptide receptor 1,HP_0000822,Hypertension,0.11179955563057038,108,Open Targets Platform GraphQL,direct (enableIndirect=false)
TNF,ENSG00000232810,tumor necrosis factor,HP_0000822,Hypertension,0.10862489614014692,109,Open Targets Platform GraphQL,direct (enableIndirect=false)
KL,ENSG00000133116,klotho,HP_0000822,Hypertension,0.10816464816569962,110,Open Targets Platform GraphQL,direct (enableIndirect=false)
MTHFR,ENSG00000177000,methylenetetrahydrofolate reductase,HP_0000822,Hypertension,0.1078883136852466,111,Open Targets Platform GraphQL,direct (enableIndirect=false)
EPHX2,ENSG00000120915,epoxide hydrolase 2,HP_0000822,Hypertension,0.10602849882060195,112,Open Targets Platform GraphQL,direct (enableIndirect=false)
FOXO3,ENSG00000118689,forkhead box O3,HP_0000822,Hypertension,0.10492996177841452,113,Open Targets Platform GraphQL,direct (enableIndirect=false)
ALDH2,ENSG00000111275,aldehyde dehydrogenase 2 family member,HP_0000822,Hypertension,0.10490162547762026,114,Open Targets Platform GraphQL,direct (enableIndirect=false)
CD4,ENSG00000010610,CD4 molecule,HP_0000822,Hypertension,0.10483882384075117,115,Open Targets Platform GraphQL,direct (enableIndirect=false)
LEP,ENSG00000174697,leptin,HP_0000822,Hypertension,0.10446868667391858,116,Open Targets Platform GraphQL,direct (enableIndirect=false)
IGF1,ENSG00000017427,insulin like growth factor 1,HP_0000822,Hypertension,0.10432512655501851,117,Open Targets Platform GraphQL,direct (enableIndirect=false)
ACE2,ENSG00000130234,angiotensin converting enzyme 2,HP_0000822,Hypertension,0.10356717925799958,118,Open Targets Platform GraphQL,direct (enableIndirect=false)
PTH,ENSG00000152266,parathyroid hormone,HP_0000822,Hypertension,0.10321979845892212,119,Open Targets Platform GraphQL,direct (enableIndirect=false)
ADIPOQ,ENSG00000181092,"adiponectin, C1Q and collagen domain containing",HP_0000822,Hypertension,0.10317809503702961,120,Open Targets Platform GraphQL,direct (enableIndirect=false)
CYP1B1,ENSG00000138061,cytochrome P450 family 1 subfamily B member 1,HP_0000822,Hypertension,0.10301807714419564,121,Open Targets Platform GraphQL,direct (enableIndirect=false)
NPPA,ENSG00000175206,natriuretic peptide A,HP_0000822,Hypertension,0.10140507722959868,122,Open Targets Platform GraphQL,direct (enableIndirect=false)
CST3,ENSG00000101439,cystatin C,HP_0000822,Hypertension,0.10103222879734429,123,Open Targets Platform GraphQL,direct (enableIndirect=false)
CYBB,ENSG00000165168,cytochrome b-245 beta chain,HP_0000822,Hypertension,0.10101851684538413,124,Open Targets Platform GraphQL,direct (enableIndirect=false)
TRPV1,ENSG00000196689,transient receptor potential cation channel subfamily V member 1,HP_0000822,Hypertension,0.100413543390309,125,Open Targets Platform GraphQL,direct (enableIndirect=false)
NLRP3,ENSG00000162711,NLR family pyrin domain containing 3,HP_0000822,Hypertension,0.10004092912673121,126,Open Targets Platform GraphQL,direct (enableIndirect=false)
ALB,ENSG00000163631,albumin,HP_0000822,Hypertension,0.0996854128072856,127,Open Targets Platform GraphQL,direct (enableIndirect=false)
TERT,ENSG00000164362,telomerase reverse transcriptase,HP_0000822,Hypertension,0.09860945849932705,128,Open Targets Platform GraphQL,direct (enableIndirect=false)
INS,ENSG00000254647,insulin,HP_0000822,Hypertension,0.09840300787512231,129,Open Targets Platform GraphQL,direct (enableIndirect=false)
MAPT,ENSG00000186868,microtubule associated protein tau,HP_0000822,Hypertension,0.09798968834596045,130,Open Targets Platform GraphQL,direct (enableIndirect=false)
UMOD,ENSG00000169344,uromodulin,HP_0000822,Hypertension,0.09727014912345402,131,Open Targets Platform GraphQL,direct (enableIndirect=false)
DRD2,ENSG00000149295,dopamine receptor D2,HP_0000822,Hypertension,0.09693891619685954,132,Open Targets Platform GraphQL,direct (enableIndirect=false)
FGF21,ENSG00000105550,fibroblast growth factor 21,HP_0000822,Hypertension,0.09644335174257128,133,Open Targets Platform GraphQL,direct (enableIndirect=false)
TACR1,ENSG00000115353,tachykinin receptor 1,HP_0000822,Hypertension,0.09592845506517342,134,Open Targets Platform GraphQL,direct (enableIndirect=false)
FNDC5,ENSG00000160097,fibronectin type III domain containing 5,HP_0000822,Hypertension,0.09589096203955721,135,Open Targets Platform GraphQL,direct (enableIndirect=false)
ESR1,ENSG00000091831,estrogen receptor 1,HP_0000822,Hypertension,0.095583008339471,136,Open Targets Platform GraphQL,direct (enableIndirect=false)
VEGFA,ENSG00000112715,vascular endothelial growth factor A,HP_0000822,Hypertension,0.09503271521746702,137,Open Targets Platform GraphQL,direct (enableIndirect=false)
PPARA,ENSG00000186951,peroxisome proliferator activated receptor alpha,HP_0000822,Hypertension,0.094913785789096,138,Open Targets Platform GraphQL,direct (enableIndirect=false)
RARRES2,ENSG00000106538,retinoic acid receptor responder 2,HP_0000822,Hypertension,0.09423790880011738,139,Open Targets Platform GraphQL,direct (enableIndirect=false)
AIP,ENSG00000110711,AHR interacting HSP90 co-chaperone,HP_0000822,Hypertension,0.09354976506144423,140,Open Targets Platform GraphQL,direct (enableIndirect=false)
SHBG,ENSG00000129214,sex hormone binding globulin,HP_0000822,Hypertension,0.09330437451398635,141,Open Targets Platform GraphQL,direct (enableIndirect=false)
NAMPT,ENSG00000105835,nicotinamide phosphoribosyltransferase,HP_0000822,Hypertension,0.09264020197228363,142,Open Targets Platform GraphQL,direct (enableIndirect=false)
RETN,ENSG00000104918,resistin,HP_0000822,Hypertension,0.09246086123659995,143,Open Targets Platform GraphQL,direct (enableIndirect=false)
ATP2B1,ENSG00000070961,ATPase plasma membrane Ca2+ transporting 1,HP_0000822,Hypertension,0.09173027287145266,144,Open Targets Platform GraphQL,direct (enableIndirect=false)
AVP,ENSG00000101200,arginine vasopressin,HP_0000822,Hypertension,0.09142842957495982,145,Open Targets Platform GraphQL,direct (enableIndirect=false)
RNLS,ENSG00000184719,"renalase, FAD dependent amine oxidase",HP_0000822,Hypertension,0.09134947292607623,146,Open Targets Platform GraphQL,direct (enableIndirect=false)
GHRL,ENSG00000157017,ghrelin and obestatin prepropeptide,HP_0000822,Hypertension,0.09038253117878971,147,Open Targets Platform GraphQL,direct (enableIndirect=false)
GDF15,ENSG00000130513,growth differentiation factor 15,HP_0000822,Hypertension,0.09024700268963343,148,Open Targets Platform GraphQL,direct (enableIndirect=false)
APOB,ENSG00000084674,apolipoprotein B,HP_0000822,Hypertension,0.08993380709958156,149,Open Targets Platform GraphQL,direct (enableIndirect=false)
CHI3L1,ENSG00000133048,chitinase 3 like 1,HP_0000822,Hypertension,0.08920203434758266,150,Open Targets Platform GraphQL,direct (enableIndirect=false)
LGALS3,ENSG00000131981,galectin 3,HP_0000822,Hypertension,0.08890176462758835,151,Open Targets Platform GraphQL,direct (enableIndirect=false)
SRC,ENSG00000197122,"SRC proto-oncogene, non-receptor tyrosine kinase",HP_0000822,Hypertension,0.08886238654569623,152,Open Targets Platform GraphQL,direct (enableIndirect=false)
GHR,ENSG00000112964,growth hormone receptor,HP_0000822,Hypertension,0.08885023855259172,153,Open Targets Platform GraphQL,direct (enableIndirect=false)
GRK4,ENSG00000125388,G protein-coupled receptor kinase 4,HP_0000822,Hypertension,0.08841576460815442,154,Open Targets Platform GraphQL,direct (enableIndirect=false)
CD38,ENSG00000004468,CD38 molecule,HP_0000822,Hypertension,0.08789017940445822,155,Open Targets Platform GraphQL,direct (enableIndirect=false)
DHFR,ENSG00000228716,dihydrofolate reductase,HP_0000822,Hypertension,0.08742513447982934,156,Open Targets Platform GraphQL,direct (enableIndirect=false)
FGF5,ENSG00000138675,fibroblast growth factor 5,HP_0000822,Hypertension,0.08684958061038237,157,Open Targets Platform GraphQL,direct (enableIndirect=false)
TRPV4,ENSG00000111199,transient receptor potential cation channel subfamily V member 4,HP_0000822,Hypertension,0.08683019488794302,158,Open Targets Platform GraphQL,direct (enableIndirect=false)
CYP2C19,ENSG00000165841,cytochrome P450 family 2 subfamily C member 19,HP_0000822,Hypertension,0.08682710744780149,159,Open Targets Platform GraphQL,direct (enableIndirect=false)
VCAM1,ENSG00000162692,vascular cell adhesion molecule 1,HP_0000822,Hypertension,0.08648264087235076,160,Open Targets Platform GraphQL,direct (enableIndirect=false)
TNNI3,ENSG00000129991,"troponin I3, cardiac type",HP_0000822,Hypertension,0.0862451088601292,161,Open Targets Platform GraphQL,direct (enableIndirect=false)
WNK4,ENSG00000126562,WNK lysine deficient protein kinase 4,HP_0000822,Hypertension,0.08609591049498304,162,Open Targets Platform GraphQL,direct (enableIndirect=false)
EPO,ENSG00000130427,erythropoietin,HP_0000822,Hypertension,0.08593683212497873,163,Open Targets Platform GraphQL,direct (enableIndirect=false)
HTR2A,ENSG00000102468,5-hydroxytryptamine receptor 2A,HP_0000822,Hypertension,0.08593617405510212,164,Open Targets Platform GraphQL,direct (enableIndirect=false)
F11R,ENSG00000158769,F11 receptor,HP_0000822,Hypertension,0.0858083803179841,165,Open Targets Platform GraphQL,direct (enableIndirect=false)
FGF23,ENSG00000118972,fibroblast growth factor 23,HP_0000822,Hypertension,0.08566939176842599,166,Open Targets Platform GraphQL,direct (enableIndirect=false)
SPARC,ENSG00000113140,secreted protein acidic and cysteine rich,HP_0000822,Hypertension,0.08546774674813015,167,Open Targets Platform GraphQL,direct (enableIndirect=false)
BDKRB1,ENSG00000100739,bradykinin receptor B1,HP_0000822,Hypertension,0.08527387079847744,168,Open Targets Platform GraphQL,direct (enableIndirect=false)
GSTM1,ENSG00000134184,glutathione S-transferase mu 1,HP_0000822,Hypertension,0.08493196609153462,169,Open Targets Platform GraphQL,direct (enableIndirect=false)
TLR2,ENSG00000137462,toll like receptor 2,HP_0000822,Hypertension,0.08490037939294622,170,Open Targets Platform GraphQL,direct (enableIndirect=false)
ANGPTL8,ENSG00000130173,angiopoietin like 8,HP_0000822,Hypertension,0.08460427949920554,171,Open Targets Platform GraphQL,direct (enableIndirect=false)
ENG,ENSG00000106991,endoglin,HP_0000822,Hypertension,0.08358921192552105,172,Open Targets Platform GraphQL,direct (enableIndirect=false)
IL22,ENSG00000127318,interleukin 22,HP_0000822,Hypertension,0.08198462702311568,173,Open Targets Platform GraphQL,direct (enableIndirect=false)
EDIL3,ENSG00000164176,EGF like and discoidin domains 3,HP_0000822,Hypertension,0.08189872295040876,174,Open Targets Platform GraphQL,direct (enableIndirect=false)
STAT1,ENSG00000115415,signal transducer and activator of transcription 1,HP_0000822,Hypertension,0.08140554191029656,175,Open Targets Platform GraphQL,direct (enableIndirect=false)
TLR4,ENSG00000136869,toll like receptor 4,HP_0000822,Hypertension,0.081130054605852,176,Open Targets Platform GraphQL,direct (enableIndirect=false)
