gene_symbol,gene_id,branch_membership,tissue,tissue_role,gtex_release,gtex_annotation,expression_unit,preprocessing,model_formula,model_columns_used,n_male,n_female,male_mean_log2_tpm1,male_median_log2_tpm1,female_mean_log2_tpm1,female_median_log2_tpm1,male_median_tpm,female_median_tpm,female_minus_male_beta,female_minus_male_se,t_statistic,residual_df,direction,raw_p,FDR,fdr_family,fdr_denominator,meaningful_abs_effect_ge_0_25,is_expressed_median_tpm_ge_0_1,model_status,exact_2NAP_human_support,exact_2NAP_experimental_support,parent_naphthalene_support,number_of_sources,multi_source_ge2,network_central_top10pct_any,m3_priority_hub_candidate
ACTB,ENSG00000075624.17,hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,10.67090357979345,10.650890186425782,10.524876327251844,10.53403046657407,1606.82,1481.72,-0.12550605846296448,0.0387804097087733,-3.236326263839632,675,male-biased,0.0012699552661684704,0.040164303231333125,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
ADA,ENSG00000196839.14,shared-core;thyroid-branch;hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,3.168710012924498,3.1739269319998087,3.1007565130220436,3.1140921203768337,8.025,7.65835,-0.04142630054183762,0.04025871127537881,-1.029002152067716,675,male-biased,0.3038472396055142,0.6455123759859637,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
ADAM10,ENSG00000137845.15,hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,4.312129457713669,4.337375708603364,4.26000499903677,4.282751144440223,19.2153,18.4642,-0.052954922458004795,0.02576616033180104,-2.0552120213521654,675,male-biased,0.04024278012161458,0.28836925582435186,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
ADAM17,ENSG00000151694.15,shared-core;thyroid-branch;hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,3.203933654246314,3.214154342987729,3.169483920093149,3.1768046544349855,8.28019,8.04302,-0.039341016142465865,0.022167702771481942,-1.774699730865972,675,male-biased,0.076398109849794,0.3704014175139909,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
ADRA2C,ENSG00000184160.8,shared-core;thyroid-branch;hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,1.8534540394634866,1.6943854696849343,1.8689687619629927,1.8349740883434402,2.23639,2.56765,-0.030423389589576806,0.0637764641970645,-0.47703161303472097,675,male-biased,0.6334940131188034,0.8514616077560266,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
ADRB2,ENSG00000169252.6,hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,2.407897754027893,2.378497751119336,2.382521693191844,2.3934958293287547,4.19995,4.25429,0.0069888257023735835,0.053223025801561324,0.131312070238753,675,female-biased,0.8955675710940272,0.9597963684796611,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,True,False,True,1,False,False,False
AGER,ENSG00000204305.16,hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,6.909048143904201,6.874022305097924,6.781221894783327,6.778313725265952,116.297,108.768,-0.13521201335152383,0.05833264282625132,-2.3179476670423482,675,male-biased,0.020750213468008562,0.2159743703118459,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
AHR,ENSG00000106546.14,shared-core;thyroid-branch;hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,4.78289332267552,4.798434214396446,4.7368584973315535,4.740673960368384,26.8274,25.7353,-0.036784763378008865,0.03811881357401387,-0.9650028405680903,675,male-biased,0.3348889843637131,0.6711643368714244,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,True,True,True,2,True,False,False
AHRR,ENSG00000063438.20,hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,1.562441025554599,1.5465068088871903,1.5488292883815764,1.5049305067272396,1.92109,1.83811,0.008839848082572932,0.06371711229706442,0.138735855469398,675,female-biased,0.8897002628406867,0.9576550804156345,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
AHSG,ENSG00000145192.13,shared-core;thyroid-branch;hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,0.16936383313407455,0.06353469505332096,0.1931048799079535,0.0691081956303499,0.045023,0.049068,0.03837784618408849,0.027636334780047525,1.3886735158453776,675,female-biased,0.16539008956781204,0.5084830272540931,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,False,OK,False,False,True,1,False,False,False
AKT1,ENSG00000142208.19,shared-core;thyroid-branch;hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,6.100170450265843,6.104762275941753,5.988103119753883,5.97830318700931,67.8203,62.0447,-0.10297103371820227,0.025202377581484716,-4.08576664583628,675,male-biased,4.92121468687437e-05,0.004330668924449445,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,True,False
ALB,ENSG00000163631.19,shared-core;thyroid-branch;hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,2.1772134802392933,2.0561222083667205,2.0591501158250214,1.886768632259748,3.15867,2.69806,-0.024642462774552856,0.08451115510005582,-0.2915882849474457,675,male-biased,0.7706910189783573,0.9213266401140332,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,3,True,True,False
ALDH1A1,ENSG00000165092.13,shared-core;thyroid-branch;hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,7.848117507356461,7.889716891615078,7.791445288146633,7.822717403232389,236.16,225.398,-0.0452879984601746,0.0455698017949487,-0.9938160070117897,675,male-biased,0.3206685718324271,0.6624139512031357,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
ALDH2,ENSG00000111275.13,hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,5.421875037135404,5.433907534063966,5.352308465546738,5.350426525005593,42.2284,39.798,-0.035529877272628144,0.03435567630341987,-1.0341777864839004,675,male-biased,0.3014234247647959,0.6436474568169634,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
ALOX12,ENSG00000108839.12,hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,1.483411812397735,1.4694432040822025,1.573975755397499,1.5604948655627282,1.76915,1.94955,0.09961029551143763,0.02756603122961687,3.6135160220096028,675,female-biased,0.0003245263459158485,0.015483425660563373,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
ALOX15,ENSG00000161905.13,hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,0.08767533708368391,0.04795012974851359,0.09310327260129413,0.045469531762570355,0.033795,0.032019,0.01193991851074113,0.014870740472406939,0.8029135154968223,675,female-biased,0.422307341526432,0.7390889546676139,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,False,OK,False,False,True,1,False,False,False
ALPL,ENSG00000162551.14,shared-core;thyroid-branch;hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,4.238267738039195,4.302501844112321,4.22042806781521,4.1632491373325395,18.7325,16.9169,-0.036860425314969594,0.06589216842913599,-0.5594052554911938,675,male-biased,0.5760707368215897,0.8222547483195486,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
ANGPTL4,ENSG00000167772.12,hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,5.723282138098421,5.63334401825426,5.642444105590657,5.5547822212448095,48.637,46.0063,-0.08248685063064966,0.08447574451850927,-0.9764560359994954,675,male-biased,0.32918833570930195,0.6675398987488123,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
ANXA5,ENSG00000164111.15,hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,8.87429628050995,8.868714541477273,8.862576423538968,8.870993449631555,466.465,467.204,-0.010496311076407572,0.0291424207785634,-0.3601729299073348,675,male-biased,0.7188304851066543,0.8976880230281775,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
ANXA6,ENSG00000197043.15,hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,6.739775722608452,6.744066886661632,6.796523544427908,6.7943508786233044,106.193,109.995,0.03557783573172687,0.033175214761944335,1.0724221677846864,675,female-biased,0.28391371435096413,0.632081521395159,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
APAF1,ENSG00000120868.15,hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,2.987323531417609,3.0116781110455233,3.0242561782618265,3.0244721683996856,7.06502,7.13686,0.05130584145239685,0.02891161582069235,1.774575373807946,675,female-biased,0.07641867629013398,0.3704014175139909,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
APLNR,ENSG00000134817.12,hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,4.454901819900744,4.4501752972376085,4.178895780494132,4.166731510523306,20.8593,16.9602,-0.2552022980698355,0.08444894399972477,-3.02197145378949,675,male-biased,0.002606373720471832,0.06605167440057708,hypertension_branch: 440 genes x 9 prespecified tissues,3960,True,True,OK,False,False,True,1,False,False,False
APOBEC3A,ENSG00000128383.14,hypertension-branch,Thyroid,thyroid disease-relevant tissue,GTEx V11,GENCODE v47 / GRCh38,GTEx RNASeQCv2.4.3 gene TPM,log2(TPM + 1),log2(TPM+1) ~ female + age_midpoint + RIN + ischemic_time + sequencing_center + RNA_extraction_protocol,intercept;female;age_z;rin_z;ischemic_z;center[C1];center[OTHER_OR_MISSING];extraction[RNA isolation from PAXgene tissue via QIAGEN spin column];extraction[RNA isolation from PAXgene-preserved tissue],459,225,0.9411314174774688,0.848454488908001,0.9954539688241583,0.9198632863283118,0.800571,0.891936,0.08510504547498966,0.04060558442869903,2.095895100941818,675,female-biased,0.03646332800930746,0.27856684019371103,hypertension_branch: 440 genes x 9 prespecified tissues,3960,False,True,OK,False,False,True,1,False,False,False
