cross_rank,gene_symbol,protein_name,source_databases,DINP_evidence_grade,DINP_evidence_partition,DINP_database_source,DINP_evidence_type,DINP_independent_source_count,candidate_tier,cross_support_flag,ppi_pathway_candidate,cross_rank_score,ppi_hub_score,pathway_component_score,transcriptomic_component_score,ppi_component_rank,pathway_component_rank,transcriptomic_component_rank,hub_rank,hub_tier,mapping_status,in_network,degree,weighted_degree,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank,representative_term_count,representative_description_count,GO_BP_term_count,GO_CC_term_count,GO_MF_term_count,KEGG_term_count,pathway_min_fdr,independent_datasets_measured,independent_datasets_significant_fdr_lt_0_05,independent_datasets_tumor_high,independent_datasets_normal_high,direction_concordance_fraction,consensus_direction,significant_datasets,significant_directions,sensitivity_contrasts_significant_fdr_lt_0_05,primary_dataset_replication_fraction
11,CEBPB,CCAAT enhancer binding protein beta,GeneCards,A,experimental_or_curated,CTD | PubMed/primary literature,CTD curated DINP chemical–gene interaction (DINP-only row filter) | Primary experimental DINP exposure study,2,Tier 1: cross-supported,True,True,0.7055074353008313,0.8333333333333334,0.5618556701030928,0.75,17,40,1,17.0,top20,mapped,yes,15,13.076,0.0166330989238167,0.4055515501081471,0.1292209736177437,0.0177434002659141,12,12.0,6,2,2,2,6.120000000000001e-36,4,3,4,0,1.0,tumor_high,GSE10950; GSE74602; TCGA-COAD,GSE10950:tumor_high; GSE74602:tumor_high; TCGA-COAD:tumor_high,2,0.75
12,MMP9,matrix metallopeptidase 9,GeneCards;TTD,B,experimental_or_curated,CTD,CTD curated DINP chemical–gene interaction (DINP-only row filter),1,Tier 1: cross-supported,True,True,0.7023469218823111,0.9270833333333334,0.7474226804123711,0.5,8,23,43,8.0,top20,mapped,yes,21,17.551,0.025548075574647,0.4199328107502799,0.1799314326578036,0.0226401153871184,15,15.0,6,2,1,6,6.120000000000001e-36,4,2,4,0,1.0,tumor_high,GSE10950; TCGA-COAD,GSE10950:tumor_high; TCGA-COAD:tumor_high,2,0.5
13,IL18,interleukin 18,GeneCards,B,experimental_or_curated,CTD,CTD curated DINP chemical–gene interaction (DINP-only row filter),1,Tier 1: cross-supported,True,True,0.6965760012083918,0.8020833333333334,0.5618556701030928,0.75,20,40,1,20.0,top20,mapped,yes,13,11.845,0.0173701922731436,0.3545540497951465,0.1451221608927316,0.0156412776832091,12,12.0,5,2,1,4,6.120000000000001e-36,4,3,0,4,1.0,normal_high,GSE10950; GSE74602; TCGA-COAD,GSE10950:normal_high; GSE74602:normal_high; TCGA-COAD:normal_high,2,0.75
14,RELA,"RELA proto-oncogene, NF-kB subunit",GeneCards,A,experimental_or_curated,CTD | PubMed/primary literature,CTD curated DINP chemical–gene interaction (DINP-only row filter) | Primary experimental DINP exposure study,2,Tier 1: cross-supported,True,True,0.6815791861683784,0.8854166666666666,0.9536082474226804,0.375,12,5,52,12.0,top20,mapped,yes,17,15.652,0.0149821157557655,0.4111842105263158,0.1754340338645288,0.0196479840445941,28,28.0,4,2,2,20,6.120000000000001e-36,4,2,3,1,0.75,tumor_high,GSE10950; TCGA-COAD,GSE10950:tumor_high; TCGA-COAD:tumor_high,1,0.5
15,PPARG,peroxisome proliferator activated receptor gamma,GeneCards,A,experimental_or_curated_plus_prediction,CTD | T3DB | PubMed/primary literature,CTD chemical–gene interaction sourced to an explicitly in-silico DINP/phthalate binding paper | CTD curated DINP chemical–gene interaction (DINP-only row filter) | T3DB target annotation sourced to an explicitly in-silico phthalate binding paper | Primary experimental DINP exposure study,3,Tier 1: cross-supported,True,True,0.6713862280515996,0.9375,0.8608247422680413,0.375,7,14,52,7.0,top20,mapped,yes,23,20.024,0.0430549148674644,0.445191927186387,0.184295175498627,0.02615286147674,20,20.0,11,2,2,5,6.120000000000001e-36,4,2,1,3,0.75,normal_high,GSE74602; TCGA-COAD,GSE74602:normal_high; TCGA-COAD:normal_high,2,0.5
16,IFNG,interferon gamma,GeneCards,B,experimental_or_curated,CTD,CTD curated DINP chemical–gene interaction (DINP-only row filter),1,Tier 1: cross-supported,True,True,0.6663756963332974,0.9166666666666666,0.8608247422680413,0.375,9,14,52,9.0,top20,mapped,yes,20,17.766,0.0063935379856778,0.3947368421052631,0.2096441403987381,0.0206560918131505,20,20.0,9,1,1,9,6.120000000000001e-36,4,2,3,1,0.75,tumor_high,GSE10950; TCGA-COAD,GSE10950:tumor_high; TCGA-COAD:tumor_high,2,0.5
17,LEPR,leptin receptor,GeneCards,B,experimental_or_curated,CTD,CTD curated DINP chemical–gene interaction (DINP-only row filter),1,Tier 2: replicated + pathway,False,False,0.657987715200491,0.5625,0.6752577319587629,0.75,43,29,1,43.0,ranked_all,mapped,yes,7,5.657,0.0004825070844402,0.3442472460220318,0.0776943749498547,0.007774335397077,14,14.0,8,1,1,4,6.120000000000001e-36,4,3,0,4,1.0,normal_high,GSE10950; GSE74602; TCGA-COAD,GSE10950:normal_high; GSE74602:normal_high; TCGA-COAD:normal_high,2,0.75
18,FAS,Fas cell surface death receptor,GeneCards,B,experimental_or_curated,CTD,CTD curated DINP chemical–gene interaction (DINP-only row filter),1,Tier 2: replicated + pathway,False,False,0.6559661870522192,0.44791666666666663,0.8402061855670103,0.75,54,16,1,54.0,ranked_all,mapped,yes,4,3.315,0.0002544874928752,0.3383458646616541,0.0489934212854624,0.0054370313127764,18,18.0,2,4,1,11,6.120000000000001e-36,4,3,0,4,1.0,normal_high,GSE10950; GSE74602; TCGA-COAD,GSE10950:normal_high; GSE74602:normal_high; TCGA-COAD:normal_high,2,0.75
19,SLC2A1,solute carrier family 2 member 1,GeneCards,B,experimental_or_curated,CTD,CTD curated DINP chemical–gene interaction (DINP-only row filter),1,Tier 2: replicated + pathway,False,False,0.6541831514259003,0.45833333333333337,0.8144329896907216,0.75,53,18,1,53.0,ranked_all,mapped,yes,4,3.379,0.0006552531309814,0.3442472460220318,0.0410824743703445,0.0060522217084639,17,17.0,4,4,2,7,6.120000000000001e-36,4,3,4,0,1.0,tumor_high,GSE10950; GSE74602; TCGA-COAD,GSE10950:tumor_high; GSE74602:tumor_high; TCGA-COAD:tumor_high,2,0.75
20,ADIPOQ,"adiponectin, C1Q and collagen domain containing",GeneCards,B,experimental_or_curated,CTD,CTD curated DINP chemical–gene interaction (DINP-only row filter),1,Tier 1: cross-supported,True,True,0.6525269844633746,0.8229166666666666,0.6752577319587629,0.5,18,29,43,18.0,top20,mapped,yes,15,12.543,0.0108497638742197,0.4000711237553343,0.1191418875636416,0.0167628009093115,14,14.0,6,2,1,5,6.120000000000001e-36,4,2,0,4,1.0,normal_high,GSE74602; TCGA-COAD,GSE74602:normal_high; TCGA-COAD:normal_high,2,0.5
