gene_symbol,pdb_id,seed,output_pdbqt,log_file,mode,affinity_kcal_mol,rmsd_lb_A,rmsd_ub_A
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,1,-8.059,0.0,0.0
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,2,-7.987,1.836,3.475
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,3,-7.964,0.705,7.216
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,4,-7.934,1.974,7.954
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,5,-7.915,1.904,8.075
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,6,-7.906,3.545,7.159
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,7,-7.838,3.458,10.08
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,8,-7.81,1.9,3.686
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,9,-7.792,1.8,7.905
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,10,-7.787,3.589,9.875
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,11,-7.713,1.706,4.986
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,12,-7.653,3.54,6.79
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,13,-7.493,1.361,5.129
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,14,-7.453,1.908,7.05
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,15,-7.434,1.454,7.654
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,16,-7.419,1.564,7.658
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,17,-7.415,2.247,8.345
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,18,-7.39,2.296,4.977
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,19,-7.255,1.406,5.298
ESR1,1XPC,20260909,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.pdbqt,C:\Users\21634\Documents\Codex\2026-09-08\codex-dinp-target-mining-crc-mr\analysis\dinp_crc_docking_target_selection\docking_runs\ESR1_1XPC_DINP_seed20260909.log,20,-7.212,2.136,7.748
