Class,Cell_type,Cell_subtype,n_cells,total_library_umi,total_umi,detected_cells,mean_umi_per_cell,median_umi_per_cell,mean_log1p_umi,mean_cpm_per_cell,median_cpm_per_cell,mean_log1p_cpm,gene_symbol,detection_rate,pseudobulk_cpm,log1p_pseudobulk_cpm,target_umi_fraction_within_class
Normal,Myeloids,Pro-inflammatory,74,372649,197,46,2.6621621621621623,1.0,0.9081863872527816,486.5522194315083,203.29888048516295,3.9468460499310885,CEBPB,0.6216216216216216,528.6476013621397,6.272211882309772,0.011134346916859775
Normal,Myeloids,Proliferating,6,67043,7,2,1.1666666666666667,0.0,0.4817286263160274,161.54603663900477,0.0,2.0424530157935035,CD36,0.3333333333333333,104.41060215085841,4.657863220715049,0.0013949780789159027
Normal,Myeloids,Proliferating,6,67043,25,4,4.166666666666667,2.5,1.207846764097626,494.39692664231916,256.30890232906563,4.170599161409296,CEBPB,0.6666666666666666,372.89500768163714,5.923975029879051,0.0014129881874187533
Normal,Myeloids,SPP1+,156,815853,134,61,0.8589743589743589,0.0,0.40528436025580467,152.2313580138078,0.0,2.2256028158778807,CD36,0.391025641025641,164.24527457765063,5.107430882726266,0.026703866082104424
Normal,Myeloids,SPP1+,156,815853,483,125,3.0961538461538463,2.0,1.1284835192893672,679.2799285792236,575.3348240145164,5.211687080748994,CEBPB,0.8012820512820513,592.0184150821287,6.385225452616955,0.027298931780930312
Normal,Myeloids,Unknown,4,32857,0,0,0.0,0.0,0.0,0.0,0.0,0.0,CD36,0.0,0.0,0.0,0.0
Normal,Myeloids,Unknown,4,32857,13,3,3.25,2.5,1.1249524175825663,415.51411224413425,468.1176819370073,4.679185667519473,CEBPB,0.75,395.65389414736586,5.983064097290557,0.0007347538574577516
Normal,Myeloids,cDC,129,1262038,72,40,0.5581395348837209,0.0,0.2974590080270397,56.95757804139131,0.0,1.56356294088693,CD36,0.31007751937984496,57.050580093467865,4.061314701090834,0.01434834595456357
Normal,Myeloids,cDC,129,1262038,397,92,3.0775193798449614,1.0,1.0209050781372868,340.07311541999917,180.92998009770218,4.098849795465621,CEBPB,0.7131782945736435,314.5705596820381,5.754382300976797,0.0224382524162098
Normal,Stromal cells,Enteric glial cells,282,986672,0,0,0.0,0.0,0.0,0.0,0.0,0.0,CD36,0.0,0.0,0.0,0.0
Normal,Stromal cells,Enteric glial cells,282,986672,332,122,1.177304964539007,0.0,0.49539834227066176,260.7516851115898,0.0,2.678373208761326,CEBPB,0.4326241134751773,336.48466765044515,5.821520080096781,0.018764483128921042
Normal,Stromal cells,Lymphatic ECs,80,604642,86,46,1.075,1.0,0.5686336043223238,150.47932483879364,137.55479097395744,3.1064288359600196,CD36,0.575,142.23292460662674,4.96447214853623,0.017138302112395375
Normal,Stromal cells,Lymphatic ECs,80,604642,76,41,0.95,1.0,0.5058038086840189,121.5987657439108,36.77831101526993,2.7205595133076677,CEBPB,0.5125,125.69421244306548,4.841776407065656,0.004295484089753009
Normal,Stromal cells,Myofibroblasts,9,13158,2,1,0.2222222222222222,0.0,0.12206803207423442,131.3370107696349,0.0,0.7862040934113061,CD36,0.1111111111111111,151.99878400972793,5.030429973712016,0.00039856516540454366
Normal,Stromal cells,Myofibroblasts,9,13158,3,2,0.3333333333333333,0.0,0.1990843854697839,173.60065135963532,0.0,1.4466237915734037,CEBPB,0.2222222222222222,227.99817601459188,5.433714038520737,0.0001695585824902504
Normal,Stromal cells,Pericytes,92,322019,307,72,3.3369565217391304,2.0,1.1676138116005084,946.8090156856468,802.820100952654,5.377453552479522,CD36,0.782608695652174,953.359894913033,6.861040848644537,0.06117975288959745
Normal,Stromal cells,Pericytes,92,322019,216,56,2.347826086956522,1.0,0.8386719357187941,631.2401170983416,366.9214198436513,4.041899629283265,CEBPB,0.6086956521739131,670.7678739453262,6.5099128551733605,0.012208217939298027
Normal,Stromal cells,Smooth muscle cells,123,610907,7,4,0.056910569105691054,0.0,0.03147317895047066,9.093097830050493,0.0,0.18196096043872353,CD36,0.032520325203252036,11.458372550977481,2.522392890942333,0.0013949780789159027
Normal,Stromal cells,Smooth muscle cells,123,610907,214,82,1.7398373983739837,1.0,0.7896730136791652,351.5972489147623,289.8550724637681,4.038462977645764,CEBPB,0.6666666666666666,350.29881798702587,5.861637194583587,0.012095178884304527
Normal,Stromal cells,Stalk-like ECs,96,994717,48,12,0.5,0.0,0.15846485580953903,41.40479782137846,0.0,0.6903220422231487,CD36,0.125,48.2549307994133,3.897009480361235,0.009565563969709047
Normal,Stromal cells,Stalk-like ECs,96,994717,128,42,1.3333333333333333,0.0,0.5014345192192744,88.05910742958785,0.0,2.191674524819281,CEBPB,0.4375,128.67981546510214,4.86506845442442,0.007234499519584017
Normal,Stromal cells,Stromal 1,972,5906056,27,16,0.027777777777777776,0.0,0.014491859220692505,3.1733020406131165,0.0,0.08058732750264844,CD36,0.01646090534979424,4.571578732067559,1.7176784486206989,0.005380629732961339
Normal,Stromal cells,Stromal 1,972,5906056,5350,845,5.504115226337449,4.0,1.522029629452429,883.8200051113914,740.6007349184324,5.805691289094249,CEBPB,0.8693415637860082,905.849859872646,6.809976901542437,0.3023794721076132
Normal,Stromal cells,Stromal 2,236,1123283,34,4,0.1440677966101695,0.0,0.02849081542720851,8.08282740438905,0.0,0.10089243743077679,CD36,0.01694915254237288,30.268418555252772,3.442608596326211,0.006775607811877242
Normal,Stromal cells,Stromal 2,236,1123283,1038,183,4.398305084745763,2.0,1.254877171620095,864.235160959649,630.9238675911724,5.218797544145828,CEBPB,0.7754237288135594,924.0770135397759,6.829876991927519,0.058667269541626633
Normal,Stromal cells,Stromal 3,744,6660163,12,9,0.016129032258064516,0.0,0.009616418490475353,1.3388271218242598,0.0,0.05564326483434293,CD36,0.012096774193548387,1.8017577047288482,1.030246971916362,0.0023913909924272616
Normal,Stromal cells,Stromal 3,744,6660163,2934,578,3.943548387096774,2.0,1.1912592938683477,398.32747891845526,294.80175757772616,4.630419772572355,CEBPB,0.7768817204301075,440.5297588062034,6.090245421637037,0.16582829367546487
Normal,Stromal cells,Tip-like ECs,563,4879452,4129,440,7.333925399644761,5.0,1.6090818336327444,833.7524982040778,738.7508394895904,5.265499324731778,CD36,0.7815275310834814,846.2015816530217,6.741938661203562,0.8228377839776804
Normal,Stromal cells,Tip-like ECs,563,4879452,1142,277,2.02841918294849,0.0,0.6658368828829948,170.2875680833524,0.0,2.730343707600229,CEBPB,0.4920071047957371,234.0426752840278,5.459767094610738,0.06454530040128864
Normal,T cells,CD4+ T cells,3325,11149330,12,12,0.0036090225563909775,0.0,0.002501583809539652,1.325730504627206,0.0,0.020928911252808397,CD36,0.0036090225563909775,1.0762978582569536,0.7305864320141876,0.0023913909924272616
Normal,T cells,CD4+ T cells,3325,11149330,931,729,0.28,0.0,0.1747902721275568,83.98496313788193,0.0,1.2789311031115722,CEBPB,0.2192481203007519,83.50277550310199,4.43678438001426,0.05261968009947437
Normal,T cells,CD8+ T cells,1757,5067592,8,8,0.004553215708594195,0.0,0.0031560486308933196,1.9975346039666806,0.0,0.027582524936107345,CD36,0.004553215708594195,1.5786590554251407,0.9472695178595283,0.0015942606616181746
Normal,T cells,CD8+ T cells,1757,5067592,402,322,0.22879908935685828,0.0,0.1444136472463487,80.00013833100088,0.0,1.0950437206752819,CEBPB,0.18326693227091634,79.32761753511332,4.386113491276005,0.02272085005369355
Normal,T cells,NK cells,163,445483,1,1,0.006134969325153374,0.0,0.004252436690551812,2.12135868781237,0.0,0.03588156319569782,CD36,0.006134969325153374,2.2447545697591154,1.177039713939502,0.00019928258270227183
Normal,T cells,NK cells,163,445483,52,39,0.31901840490797545,0.0,0.19673754831859658,112.6855525434805,0.0,1.4452116812274678,CEBPB,0.2392638036809816,116.727237627474,4.7683704031902145,0.0029390154298310064
Normal,T cells,Regulatory T cells,154,496676,1,1,0.006493506493506494,0.0,0.004500955717921723,4.043279261212013,0.0,0.041789697241679594,CD36,0.006493506493506494,2.01338498336944,1.1030640260877866,0.00019928258270227183
Normal,T cells,Regulatory T cells,154,496676,15,15,0.09740259740259741,0.0,0.06751433576882584,29.959680637884762,0.0,0.5562859368294178,CEBPB,0.09740259740259741,30.2007747505416,3.4404429262552623,0.0008477929124512519
Normal,T cells,T follicular helper cells,72,258112,0,0,0.0,0.0,0.0,0.0,0.0,0.0,CD36,0.0,0.0,0.0,0.0
Normal,T cells,T follicular helper cells,72,258112,18,14,0.25,0.0,0.15566858228632652,68.80128937970505,0.0,1.122712004819919,CEBPB,0.19444444444444445,69.73716836102157,4.2589711541526025,0.0010173514949415024
Normal,T cells,T helper 17 cells,17,62270,0,0,0.0,0.0,0.0,0.0,0.0,0.0,CD36,0.0,0.0,0.0,0.0
Normal,T cells,T helper 17 cells,17,62270,2,1,0.11764705882352941,0.0,0.06462425227459469,45.52904753232562,0.0,0.39134441410046633,CEBPB,0.058823529411764705,32.11819495744339,3.5000828279546834,0.00011303905499350026
Normal,T cells,Unknown,111,250031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,CD36,0.0,0.0,0.0,0.0
Normal,T cells,Unknown,111,250031,13,9,0.11711711711711711,0.0,0.06810883301821466,42.41581529451785,0.0,0.49604515005866284,CEBPB,0.08108108108108109,51.99355279945287,3.970170260859391,0.0007347538574577516
Normal,T cells,gamma delta T cells,777,2468848,0,0,0.0,0.0,0.0,0.0,0.0,0.0,CD36,0.0,0.0,0.0,0.0
Normal,T cells,gamma delta T cells,777,2468848,272,205,0.35006435006435005,0.0,0.21516498085472452,104.7482357660602,0.0,1.5522804958247722,CEBPB,0.26383526383526384,110.17284174643396,4.711086123088773,0.015373311479116034
Tumor,B cells,CD19+CD20+ B,2049,6121726,3,3,0.0014641288433382138,0.0,0.0010148567797363766,0.5464534380546202,0.0,0.008654198946017377,CD36,0.0014641288433382138,0.49005786930025946,0.3988149576597244,0.0010604453870625664
Tumor,B cells,CD19+CD20+ B,2049,6121726,262,231,0.127867252318204,0.0,0.08359520335100157,44.82569468030739,0.0,0.6605036041715625,CEBPB,0.11273792093704246,42.79838725222266,3.779596995978991,0.002775276733223876
Tumor,B cells,IgA+ Plasma,180,2470284,0,0,0.0,0.0,0.0,0.0,0.0,0.0,CD36,0.0,0.0,0.0,0.0
Tumor,B cells,IgA+ Plasma,180,2470284,109,66,0.6055555555555555,0.0,0.32987415824223404,51.870176635535984,0.0,1.712166089384738,CEBPB,0.36666666666666664,44.12448123373669,3.809424920381682,0.0011545998622954294
Tumor,B cells,IgG+ Plasma,1661,27892440,7,7,0.004214328717639976,0.0,0.002921150068584959,0.23781604194758185,0.0,0.016629013885627788,CD36,0.004214328717639976,0.2509640605124543,0.2239145024649489,0.002474372569812655
Tumor,B cells,IgG+ Plasma,1661,27892440,852,535,0.5129440096327513,0.0,0.28563689744188686,33.27894247230135,0.0,1.4119749932087862,CEBPB,0.3220951234196267,30.545911365230147,3.45144398836217,0.009024945712621154
Tumor,B cells,Unknown,48,220930,0,0,0.0,0.0,0.0,0.0,0.0,0.0,CD36,0.0,0.0,0.0,0.0
Tumor,B cells,Unknown,48,220930,4,4,0.08333333333333333,0.0,0.057762265046662105,35.283030437301456,0.0,0.5031035026899572,CEBPB,0.08333333333333333,18.105282216086543,2.949964852634123,4.237063714845612e-05
Tumor,Epithelial cells,CMS1,1201,24841352,5,5,0.004163197335553705,0.0,0.002885708495253727,0.25603045356462334,0.0,0.0160377142609179,CD36,0.004163197335553705,0.20127728957747548,0.18338539869466708,0.0017674089784376105
Tumor,Epithelial cells,CMS1,1201,24841352,2724,800,2.2681099084096585,1.0,0.8763211491229043,110.80155890171636,65.8154534684744,3.176329714677806,CEBPB,0.6661115736885929,109.65586736180865,4.7064250914067,0.028854403898098617
Tumor,Epithelial cells,CMS2,10771,239241258,21,17,0.0019496796954786,0.0,0.0011959998475709942,0.06104367219476803,0.0,0.005629630109412429,CD36,0.0015783121344350572,0.08777750198922629,0.08413662567225907,0.007423117709437964
Tumor,Epithelial cells,CMS2,10771,239241258,46340,8556,4.302293194689444,3.0,1.2696432958134092,187.3896412095761,130.22528975126968,4.078629413120256,CEBPB,0.7943552130721382,193.69568772289267,5.2714377638169685,0.49086383136486417
Tumor,Epithelial cells,CMS3,5486,93271189,25,22,0.004557054320087495,0.0,0.002946687696717636,1.0650097873825657,0.0,0.017229491395359845,CD36,0.004010207801676996,0.26803560958143247,0.23746893888682058,0.008837044892188053
Tumor,Epithelial cells,CMS3,5486,93271189,9196,3434,1.6762668611009843,1.0,0.7230747458694875,106.31935977753335,58.12376626636065,2.992168520208718,CEBPB,0.6259569814072183,98.59421862843412,4.601104117006568,0.09741009480430061
Tumor,Epithelial cells,CMS4,11,20069,0,0,0.0,0.0,0.0,0.0,0.0,0.0,CD36,0.0,0.0,0.0,0.0
Tumor,Epithelial cells,CMS4,11,20069,3,2,0.2727272727272727,0.0,0.16288722447527773,127.91380846585139,0.0,1.1906912786360981,CEBPB,0.18181818181818182,149.48427923663363,5.013858621833484,3.177797786134209e-05
Tumor,Mast cells,Mast cells,3,11009,0,0,0.0,0.0,0.0,0.0,0.0,0.0,CD36,0.0,0.0,0.0,0.0
Tumor,Mast cells,Mast cells,3,11009,0,0,0.0,0.0,0.0,0.0,0.0,0.0,CEBPB,0.0,0.0,0.0,0.0
Tumor,Myeloids,Pro-inflammatory,2325,7704963,403,288,0.17333333333333334,0.0,0.10316934940267576,49.40213412691457,0.0,0.7178261256310112,CD36,0.12387096774193548,52.30395006439356,3.976010438451932,0.1424531636620714
Tumor,Myeloids,Pro-inflammatory,2325,7704963,4360,1537,1.875268817204301,1.0,0.7935322346194712,586.825342856294,416.31973355537053,4.318263111265611,CEBPB,0.6610752688172044,565.8690379175085,6.34012830335876,0.04618399449181717
Tumor,Myeloids,Proliferating,165,1634341,58,33,0.3515151515151515,0.0,0.18396151845693523,30.379693553385092,0.0,0.96224011917177,CD36,0.2,35.4883099671366,3.5969919344165255,0.020501944149876283
Tumor,Myeloids,Proliferating,165,1634341,713,146,4.321212121212121,3.0,1.4219686067001216,469.6953616990143,360.49026676279743,5.337203705378238,CEBPB,0.8848484848484849,436.2614656304896,6.080531335694402,0.007552566071712304
Tumor,Myeloids,SPP1+,3096,21541646,1194,655,0.3856589147286822,0.0,0.20119805500782764,54.631932082923896,0.0,1.1238391114189747,CD36,0.21156330749354005,55.427519326981795,4.032956970833694,0.4220572640509014
Tumor,Myeloids,SPP1+,3096,21541646,11051,2628,3.5694444444444446,3.0,1.2316998589825603,551.5049081554603,407.70564076607604,5.259365144607525,CEBPB,0.8488372093023255,513.0062948764454,6.242235512221507,0.11705947778189714
Tumor,Myeloids,Unknown,461,3045559,135,93,0.2928416485900217,0.0,0.1705326908947618,57.658819683521216,0.0,1.094405469391878,CD36,0.2017353579175705,44.32683786457593,3.8138993044029785,0.04772004241781548
Tumor,Myeloids,Unknown,461,3045559,730,176,1.5835140997830803,0.0,0.5432874417303067,181.01519279911233,0.0,2.2455991358718213,CEBPB,0.38177874186550975,239.693271415855,5.483523390164211,0.007732641279593242
Tumor,Myeloids,cDC,353,3476292,151,89,0.42776203966005666,0.0,0.22897398974934854,42.24436020121433,0.0,1.232104563906434,CD36,0.2521246458923513,43.43708756341527,3.794074426247033,0.053375751148815834
Tumor,Myeloids,cDC,353,3476292,1132,261,3.2067988668555243,2.0,1.0823567505838247,321.8221618662444,204.12329046744233,4.260148075233319,CEBPB,0.7393767705382436,325.63432530984164,5.788841273941728,0.011990890313013081
Tumor,Stromal cells,Enteric glial cells,23,155051,0,0,0.0,0.0,0.0,0.0,0.0,0.0,CD36,0.0,0.0,0.0,0.0
Tumor,Stromal cells,Enteric glial cells,23,155051,64,15,2.782608695652174,3.0,1.013774705397262,401.98102604174017,310.2699348433137,4.078655166250515,CEBPB,0.6521739130434783,412.7674120128216,6.0253040092204655,0.000677930194375298
Tumor,Stromal cells,Lymphatic ECs,28,300121,15,9,0.5357142857142857,0.0,0.294758130199349,38.21145638500259,0.0,1.5262570499426091,CD36,0.32142857142857145,49.979841463942876,3.931430289173477,0.005302226935312832
Tumor,Stromal cells,Lymphatic ECs,28,300121,36,17,1.2857142857142858,1.0,0.6347014564163382,115.0818093333025,69.62822093800573,2.998975725787084,CEBPB,0.6071428571428571,119.9516195134629,4.79539062690821,0.00038133573433610506
Tumor,Stromal cells,Myofibroblasts,1146,14227002,22,14,0.019197207678883072,0.0,0.010519577473824355,5.689824260541099,0.0,0.06281501993337894,CD36,0.012216404886561954,1.5463553038089122,0.9346630441333419,0.007776599505125486
Tumor,Stromal cells,Myofibroblasts,1146,14227002,7471,985,6.519197207678883,5.0,1.6096909501616907,515.8188622979411,407.7480271812067,5.255755444384102,CEBPB,0.8595113438045375,525.1282033980174,6.265544915735572,0.07913775753402892
Tumor,Stromal cells,Pericytes,353,4155796,560,102,1.5864022662889519,0.0,0.44351348611701713,123.92449896463756,0.0,1.627976984267836,CD36,0.28895184135977336,134.7515614337181,4.910826461022061,0.19794980558501238
Tumor,Stromal cells,Pericytes,353,4155796,1676,300,4.747875354107649,3.0,1.4016168209488848,439.7751219801393,317.7124702144559,5.005574371419068,CEBPB,0.8498583569405099,403.29217314805635,6.002137817438947,0.017753296965203114
Tumor,Stromal cells,Proliferative ECs,44,642432,3,1,0.06818181818181818,0.0,0.03150669002545206,2.5979964251569188,0.0,0.10790091213899715,CD36,0.022727272727272728,4.669754931261207,1.735145894805776,0.0010604453870625664
Tumor,Stromal cells,Proliferative ECs,44,642432,25,14,0.5681818181818182,0.0,0.30052365784449486,33.92292646969527,0.0,1.4495047396406064,CEBPB,0.3181818181818182,38.914624427176726,3.6867427837381173,0.00026481648217785073
Tumor,Stromal cells,Smooth muscle cells,91,656927,1,1,0.01098901098901099,0.0,0.007617001984175223,0.6683906689989045,0.0,0.0453218063082761,CD36,0.01098901098901099,1.5222391529043562,0.9251470597338596,0.0003534817956875221
Tumor,Stromal cells,Smooth muscle cells,91,656927,387,78,4.252747252747253,2.0,1.2881654066799517,649.3478119351204,459.8758335249483,5.367982132426344,CEBPB,0.8571428571428571,589.1065521739858,6.380303117499168,0.00409935914411313
Tumor,Stromal cells,Stalk-like ECs,342,2524568,15,9,0.043859649122807015,0.0,0.022294207561869582,5.91005066483422,0.0,0.13519753935368212,CD36,0.02631578947368421,5.94161060426972,1.9375338231365373,0.005302226935312832
Tumor,Stromal cells,Stalk-like ECs,342,2524568,137,96,0.40058479532163743,0.0,0.2371722212639525,51.92307281992582,0.0,1.4125156052593175,CEBPB,0.2807017543859649,54.26671018566345,4.0121707414693875,0.0014511943223346222
Tumor,Stromal cells,Stromal 1,73,759499,2,1,0.0273972602739726,0.0,0.015049483406412463,3.1600069520152942,0.0,0.07459396300964267,CD36,0.0136986301369863,2.6333148562407587,1.290145415115734,0.0007069635913750442
Tumor,Stromal cells,Stromal 1,73,759499,315,61,4.315068493150685,3.0,1.359874282967662,445.034551277465,297.1768202080238,5.010989133492871,CEBPB,0.8356164383561644,414.7470898579195,6.0300771183081165,0.0033366876754409194
Tumor,Stromal cells,Stromal 2,158,1594074,0,0,0.0,0.0,0.0,0.0,0.0,0.0,CD36,0.0,0.0,0.0,0.0
Tumor,Stromal cells,Stromal 2,158,1594074,1258,145,7.962025316455696,6.5,1.8643087545478498,878.6833415520555,694.2080811645508,6.032516630829711,CEBPB,0.9177215189873418,789.1728991251347,6.672251781166857,0.01332556538318945
Tumor,Stromal cells,Stromal 3,124,2118816,3,3,0.024193548387096774,0.0,0.016769689852256738,1.678215457931136,0.0,0.10121239929475825,CD36,0.024193548387096774,1.4158850980925195,0.882065720205076,0.0010604453870625664
Tumor,Stromal cells,Stromal 3,124,2118816,1411,120,11.379032258064516,9.0,2.2369366920747784,674.4149679901121,619.2947078871582,6.17159925079182,CEBPB,0.967741935483871,665.9379578028484,6.50269702480196,0.014946242254117897
Tumor,Stromal cells,Tip-like ECs,354,3869108,188,37,0.5310734463276836,0.0,0.1596422967252251,49.63487385474099,0.0,0.5922493538854563,CD36,0.10451977401129943,48.59001092758331,3.903789420859625,0.06645457758925416
Tumor,Stromal cells,Tip-like ECs,354,3869108,241,124,0.6807909604519774,0.0,0.3395223446493598,53.297298754248544,0.0,1.675962858640107,CEBPB,0.3502824858757062,62.28825868908286,4.1476998252009905,0.0025528308881944814
Tumor,T cells,CD4+ T cells,3980,10890692,3,3,0.0007537688442211055,0.0,0.0005224727491657878,0.2540857055238447,0.0,0.004315536550800226,CD36,0.0007537688442211055,0.2754645893943195,0.24331049607740318,0.0010604453870625664
Tumor,T cells,CD4+ T cells,3980,10890692,822,676,0.2065326633165829,0.0,0.13153048455749472,78.95549250830548,0.0,1.0219646366346486,CEBPB,0.16984924623115577,75.47729749404354,4.336993932005363,0.008707165934007733
Tumor,T cells,CD8+ T cells,4647,10569553,4,4,0.0008607703894986013,0.0,0.0005966405685904414,0.35284794004723313,0.0,0.005146488309879391,CD36,0.0008607703894986013,0.3784455217737212,0.3209564307687691,0.0014139271827500884
Tumor,T cells,CD8+ T cells,4647,10569553,911,760,0.19604045620830643,0.0,0.12545851565189486,86.41766101487863,0.0,1.0071682610735861,CEBPB,0.16354637400473424,86.190967583965,4.4681007427971755,0.009649912610560881
Tumor,T cells,NK cells,948,2362514,1,1,0.0010548523206751054,0.0,0.0007311679119830646,0.237365508702769,0.0,0.005717968947040765,CD36,0.0010548523206751054,0.42327791496685313,0.35296260219393466,0.0003534817956875221
Tumor,T cells,NK cells,948,2362514,459,276,0.48417721518987344,0.0,0.26665931521610065,181.73613195529956,0.0,1.8284896208183563,CEBPB,0.2911392405063291,194.28456296978558,5.274457792105171,0.00486203061278534
Tumor,T cells,Regulatory T cells,2943,8268972,6,6,0.0020387359836901123,0.0,0.0014131440990009078,0.6893406469563159,0.0,0.011778310704527764,CD36,0.0020387359836901123,0.7256041016948661,0.5455771930573386,0.0021208907741251328
Tumor,T cells,Regulatory T cells,2943,8268972,561,437,0.1906218144750255,0.0,0.11690383317771119,63.72331425278024,0.0,0.881320359730721,CEBPB,0.14848793747876315,67.84398350846998,4.231842835858434,0.0059424818600709705
Tumor,T cells,T follicular helper cells,548,1612629,1,1,0.0018248175182481751,0.0,0.0012648671178101191,0.3808844746917502,0.0,0.009755101607238074,CD36,0.0018248175182481751,0.6201054303252639,0.48249122757434604,0.0003534817956875221
Tumor,T cells,T follicular helper cells,548,1612629,184,146,0.3357664233576642,0.0,0.2090192871703025,117.90008224044155,0.0,1.5946414925235726,CEBPB,0.2664233576642336,114.09939917984856,4.745796095730273,0.0019490493088289815
Tumor,T cells,T helper 17 cells,1961,5879819,1,1,0.0005099439061703213,0.0,0.00035346618080568345,0.18429487031815006,0.0,0.0030049743789290545,CD36,0.0005099439061703213,0.17007326245926957,0.15706636433582696,0.0003534817956875221
