background,source,term_id,term_name,term_size_api,term_size_local,intersection_size_api,intersection_size_local,query_size_api,query_size_local,effective_domain_api,effective_domain_local,local_raw_p_custom_domain,local_raw_p_annotated_domain,gprofiler_p_value_adjusted,historical_runner_raw_p,gprofiler_p_value_reconstructed_bh,local_annotated_domain_bh_fdr,api_adjusted_p_abs_diff,audit_focus
sensitivity_dinp93,GO:BP,GO:0099177,regulation of trans-synaptic signaling,5,5,1,1,18,18,100,100,0.6375848746245694,0.6417719556623469,0.6436846292157107,0.6375848746245694,0.6436846292156402,0.6479117679269917,7.049916206369744e-14,False
sensitivity_dinp93,GO:BP,GO:0008150,biological_process,98,98,18,18,18,18,100,100,0.6709090909091012,0.8181818181818419,0.6769867776913575,0.6709090909091012,0.676986777691368,0.8189987745654483,1.0436096431476471e-14,False
sensitivity_dinp93,GO:BP,GO:1901654,response to ketone,12,12,2,2,18,18,100,100,0.681180610880261,0.6873987675729172,0.6870055959833736,0.681180610880261,0.6870055959833619,0.6936258324024656,1.176836406102666e-14,False
sensitivity_dinp93,GO:BP,GO:0016567,protein ubiquitination,6,6,1,1,18,18,100,100,0.7062530036431132,0.7103688152163427,0.7080186361522364,0.7062530036431132,0.7080186361522209,0.7125009877482577,1.5432100042289676e-14,False
sensitivity_dinp93,GO:BP,GO:0097306,cellular response to alcohol,6,6,1,1,18,18,100,100,0.7062530036431132,0.7103688152163427,0.7080186361522364,0.7062530036431132,0.7080186361522209,0.7125009877482577,1.5432100042289676e-14,False
sensitivity_dinp93,GO:BP,GO:0098609,cell-cell adhesion,6,6,1,1,18,18,100,100,0.7062530036431132,0.7103688152163427,0.7080186361522364,0.7062530036431132,0.7080186361522209,0.7125009877482577,1.5432100042289676e-14,False
sensitivity_dinp93,GO:BP,GO:0099537,trans-synaptic signaling,6,6,1,1,18,18,100,100,0.7062530036431132,0.7103688152163427,0.7080186361522364,0.7062530036431132,0.7080186361522209,0.7125009877482577,1.5432100042289676e-14,False
sensitivity_dinp93,GO:BP,GO:1901873,regulation of post-translational protein modification,6,6,1,1,18,18,100,100,0.7062530036431132,0.7103688152163427,0.7080186361522364,0.7062530036431132,0.7080186361522209,0.7125009877482577,1.5432100042289676e-14,False
sensitivity_dinp93,GO:BP,GO:0071379,cellular response to prostaglandin stimulus,6,6,1,1,18,18,100,100,0.7062530036431132,0.7103688152163427,0.7080186361522364,0.7062530036431132,0.7080186361522209,0.7125009877482577,1.5432100042289676e-14,False
sensitivity_dinp93,GO:BP,GO:1903320,regulation of protein modification by small protein conjugation or removal,6,6,1,1,18,18,100,100,0.7062530036431132,0.7103688152163427,0.7080186361522364,0.7062530036431132,0.7080186361522209,0.7125009877482577,1.5432100042289676e-14,False
sensitivity_dinp93,GO:BP,GO:1903047,mitotic cell cycle process,6,6,1,1,18,18,100,100,0.7062530036431132,0.7103688152163427,0.7080186361522364,0.7062530036431132,0.7080186361522209,0.7125009877482577,1.5432100042289676e-14,False
sensitivity_dinp93,GO:BP,GO:0098916,anterograde trans-synaptic signaling,6,6,1,1,18,18,100,100,0.7062530036431132,0.7103688152163427,0.7080186361522364,0.7062530036431132,0.7080186361522209,0.7125009877482577,1.5432100042289676e-14,False
sensitivity_dinp93,GO:BP,GO:0070925,organelle assembly,6,6,1,1,18,18,100,100,0.7062530036431132,0.7103688152163427,0.7080186361522364,0.7062530036431132,0.7080186361522209,0.7125009877482577,1.5432100042289676e-14,False
sensitivity_dinp93,GO:BP,GO:0046889,positive regulation of lipid biosynthetic process,6,6,1,1,18,18,100,100,0.7062530036431132,0.7103688152163427,0.7080186361522364,0.7062530036431132,0.7080186361522209,0.7125009877482577,1.5432100042289676e-14,False
sensitivity_dinp93,GO:BP,GO:0007268,chemical synaptic transmission,6,6,1,1,18,18,100,100,0.7062530036431132,0.7103688152163427,0.7080186361522364,0.7062530036431132,0.7080186361522209,0.7125009877482577,1.5432100042289676e-14,False
sensitivity_dinp93,GO:BP,GO:0034694,response to prostaglandin,7,7,1,1,18,18,100,100,0.7625024284773843,0.7664264638841471,0.7636450395091073,0.7625024284773843,0.7636450395090687,0.7679585507684733,3.863576125695545e-14,False
sensitivity_dinp93,GO:BP,GO:0002683,negative regulation of immune system process,7,7,1,1,18,18,100,100,0.7625024284773843,0.7664264638841471,0.7636450395091073,0.7625024284773843,0.7636450395090687,0.7679585507684733,3.863576125695545e-14,False
sensitivity_dinp93,GO:BP,GO:2000377,regulation of reactive oxygen species metabolic process,8,8,1,1,18,18,100,100,0.8084697003849812,0.8121256339938381,0.8092769591971853,0.8084697003849812,0.8092769591971479,0.8133426054733494,3.7414515929867775e-14,False
sensitivity_dinp93,GO:BP,GO:0097305,response to alcohol,11,11,1,1,18,18,100,100,0.9011326633042758,0.9038150054070714,0.9015823303019923,0.9011326633042758,0.9015823303019326,0.9042660108987914,5.972999872483342e-14,False
sensitivity_dinp93,GO:BP,GO:0006396,RNA processing,14,14,1,1,18,18,100,100,0.9502416027188062,0.9520196963255241,0.9502416027188132,0.9502416027188062,0.9502416027188062,0.9520196963255241,6.994405055138486e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,6,6,5,5,18,18,100,100,0.0006049566277455581,0.0013385016049906665,0.14688481219595168,0.0006049566277455581,0.1468848121959456,0.32613636363636583,6.078471059822732e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-1280215,Cytokine Signaling in Immune system,13,13,7,7,18,18,100,100,0.001747619532845152,0.004783813552939221,0.14688481219595168,0.001747619532845152,0.1468848121959456,0.32613636363636583,6.078471059822732e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-1266738,Developmental Biology,13,13,7,7,18,18,100,100,0.001747619532845152,0.004783813552939221,0.14688481219595168,0.001747619532845152,0.1468848121959456,0.32613636363636583,6.078471059822732e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-449147,Signaling by Interleukins,10,10,6,6,18,18,100,100,0.0020471750828703218,0.004976202391521043,0.14688481219595168,0.0020471750828703218,0.1468848121959456,0.32613636363636583,6.078471059822732e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-6783783,Interleukin-10 signaling,5,5,3,3,18,18,100,100,0.03944111852800824,0.061737396514210285,0.2690625000000001,0.03944111852800824,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-446652,Interleukin-1 family signaling,4,4,2,2,18,18,100,100,0.14742459307996708,0.19653005222625555,0.2690625000000001,0.14742459307996708,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-913531,Interferon Signaling,4,4,2,2,18,18,100,100,0.14742459307996708,0.19653005222625555,0.2690625000000001,0.14742459307996708,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-166663,Initial triggering of complement,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-622312,Inflammasomes,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-168256,Immune System,21,21,8,8,18,18,100,100,0.011869392278294493,0.03297434871599293,0.2690625000000001,0.011869392278294493,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-5603029,IkBA variant leads to EDA-ID,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-5260271,Diseases of Immune System,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-5602358,Diseases associated with the TLR signaling cascade,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-1643685,Disease,19,19,6,6,18,18,100,100,0.08802126381296559,0.17258047323825873,0.2690625000000001,0.08802126381296559,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-162587,HIV Life Cycle,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-162906,HIV Infection,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-982772,Growth hormone receptor signaling,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-212436,Generic Transcription Pathway,14,14,5,5,18,18,100,100,0.07491430406806898,0.13724167107796748,0.2690625000000001,0.07491430406806898,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-74160,Gene expression (Transcription),14,14,5,5,18,18,100,100,0.07491430406806898,0.13724167107796748,0.2690625000000001,0.07491430406806898,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-9758941,Gastrulation,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-9823730,Formation of definitive endoderm,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-8978868,Fatty acid metabolism,12,12,4,4,18,18,100,100,0.14192982177515656,0.2263064484193002,0.2690625000000001,0.14192982177515656,0.26906250000000437,0.3436505327848633,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-1839124,FGFR1 mutant receptor activation,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-2871837,FCERI mediated NF-kB activation,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-1474244,Extracellular matrix organization,7,7,3,3,18,18,100,100,0.1079636667692616,0.16131395298617907,0.2690625000000001,0.1079636667692616,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-1474290,Collagen formation,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-1442490,Collagen degradation,2,2,2,2,18,18,100,100,0.030909090909092683,0.043037974683545636,0.2690625000000001,0.030909090909092683,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-9009391,Extra-nuclear estrogen signaling,3,3,3,3,18,18,100,100,0.005046382189239558,0.008276533592989499,0.2690625000000001,0.005046382189239558,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-212165,Epigenetic regulation of gene expression,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-162594,Early Phase of HIV Life Cycle,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-8939211,ESR-mediated signaling,5,5,3,3,18,18,100,100,0.03944111852800824,0.061737396514210285,0.2690625000000001,0.03944111852800824,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-3928665,EPH-ephrin mediated repulsion of cells,2,2,2,2,18,18,100,100,0.030909090909092683,0.043037974683545636,0.2690625000000001,0.030909090909092683,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-2682334,EPH-Ephrin signaling,2,2,2,2,18,18,100,100,0.030909090909092683,0.043037974683545636,0.2690625000000001,0.030909090909092683,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-1168372,Downstream signaling events of B Cell Receptor (BCR),1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-186763,Downstream signal transduction,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-202424,Downstream TCR signaling,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,4,4,3,3,18,18,100,100,0.017844423617619544,0.02859166150305452,0.2690625000000001,0.017844423617619544,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-4791275,Signaling by WNT in cancer,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-9856649,Transcriptional and post-translational regulation of MITF-M expression and activity,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-8853884,Transcriptional Regulation by VENTX,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-8986944,Transcriptional Regulation by MECP2,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-168898,Toll-like Receptor Cascades,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-2559583,Cellular Senescence,3,3,2,2,18,18,100,100,0.08263450834879447,0.11256085686465586,0.2690625000000001,0.08263450834879447,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-140180,COX reactions,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-5660668,CLEC7A/inflammasome pathway,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-5688426,Deubiquitination,2,2,2,2,18,18,100,100,0.030909090909092683,0.043037974683545636,0.2690625000000001,0.030909090909092683,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-1474228,Degradation of the extracellular matrix,5,5,3,3,18,18,100,100,0.03944111852800824,0.061737396514210285,0.2690625000000001,0.03944111852800824,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-3134963,DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA ,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-166786,Creation of C4 and C2 activators,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
sensitivity_dinp93,REAC,REAC:R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,1,1,1,1,18,18,100,100,0.18000000000000294,0.21250000000000144,0.2690625000000001,0.18000000000000294,0.26906250000000437,0.32613636363636583,4.274358644806853e-15,False
