background,source,term_id,term_name,term_size_api,term_size_local,intersection_size_api,intersection_size_local,query_size_api,query_size_local,effective_domain_api,effective_domain_local,local_raw_p_custom_domain,local_raw_p_annotated_domain,gprofiler_p_value_adjusted,historical_runner_raw_p,gprofiler_p_value_reconstructed_bh,local_annotated_domain_bh_fdr,api_adjusted_p_abs_diff,audit_focus
primary_genecards881,GO:BP,GO:1905050,positive regulation of metallopeptidase activity,1,1,1,1,18,18,868,868,0.0207373271889683,0.03163444639718428,0.07035252286603184,0.0207373271889683,0.07035252286612766,0.1368550468682495,9.581224702515101e-14,False
primary_genecards881,GO:BP,GO:0045813,"positive regulation of Wnt signaling pathway, calcium modulating pathway",1,1,1,1,18,18,868,868,0.0207373271889683,0.03163444639718428,0.07035252286603184,0.0207373271889683,0.07035252286612766,0.1368550468682495,9.581224702515101e-14,False
primary_genecards881,GO:BP,GO:0072343,pancreatic stellate cell proliferation,1,1,1,1,18,18,868,868,0.0207373271889683,0.03163444639718428,0.07035252286603184,0.0207373271889683,0.07035252286612766,0.1368550468682495,9.581224702515101e-14,False
primary_genecards881,GO:BP,GO:0008406,gonad development,29,29,3,3,18,18,868,868,0.019531154705462704,0.057942190535954625,0.07035252286603184,0.019531154705462704,0.07035252286612766,0.178763640624657,9.581224702515101e-14,False
primary_genecards881,GO:BP,GO:0045137,development of primary sexual characteristics,29,29,3,3,18,18,868,868,0.019531154705462704,0.057942190535954625,0.07035252286603184,0.019531154705462704,0.07035252286612766,0.178763640624657,9.581224702515101e-14,False
primary_genecards881,GO:BP,GO:0090362,positive regulation of platelet-derived growth factor production,1,1,1,1,18,18,868,868,0.0207373271889683,0.03163444639718428,0.07035252286603184,0.0207373271889683,0.07035252286612766,0.1368550468682495,9.581224702515101e-14,False
primary_genecards881,GO:BP,GO:0031393,negative regulation of prostaglandin biosynthetic process,1,1,1,1,18,18,868,868,0.0207373271889683,0.03163444639718428,0.07035252286603184,0.0207373271889683,0.07035252286612766,0.1368550468682495,9.581224702515101e-14,False
primary_genecards881,GO:BP,GO:1903845,negative regulation of cellular response to transforming growth factor beta stimulus,1,1,1,1,18,18,868,868,0.0207373271889683,0.03163444639718428,0.07035252286603184,0.0207373271889683,0.07035252286612766,0.1368550468682495,9.581224702515101e-14,False
primary_genecards881,GO:BP,GO:1904701,Wnt-Frizzled-LRP5/6 complex assembly,1,1,1,1,18,18,868,868,0.0207373271889683,0.03163444639718428,0.07035252286603184,0.0207373271889683,0.07035252286612766,0.1368550468682495,9.581224702515101e-14,False
primary_genecards881,GO:BP,GO:1904685,positive regulation of metalloendopeptidase activity,1,1,1,1,18,18,868,868,0.0207373271889683,0.03163444639718428,0.07035252286603184,0.0207373271889683,0.07035252286612766,0.1368550468682495,9.581224702515101e-14,False
primary_genecards881,GO:BP,GO:1904597,negative regulation of connective tissue replacement involved in inflammatory response wound healing,1,1,1,1,18,18,868,868,0.0207373271889683,0.03163444639718428,0.07035252286603184,0.0207373271889683,0.07035252286612766,0.1368550468682495,9.581224702515101e-14,False
primary_genecards881,GO:BP,GO:0044872,lipoprotein localization,1,1,1,1,18,18,868,868,0.0207373271889683,0.03163444639718428,0.07035252286603184,0.0207373271889683,0.07035252286612766,0.1368550468682495,9.581224702515101e-14,False
primary_genecards881,GO:BP,GO:1904340,positive regulation of dopaminergic neuron differentiation,1,1,1,1,18,18,868,868,0.0207373271889683,0.03163444639718428,0.07035252286603184,0.0207373271889683,0.07035252286612766,0.1368550468682495,9.581224702515101e-14,False
primary_genecards881,GO:BP,GO:0071306,cellular response to vitamin E,1,1,1,1,18,18,868,868,0.0207373271889683,0.03163444639718428,0.07035252286603184,0.0207373271889683,0.07035252286612766,0.1368550468682495,9.581224702515101e-14,False
primary_genecards881,GO:BP,GO:0090361,regulation of platelet-derived growth factor production,1,1,1,1,18,18,868,868,0.0207373271889683,0.03163444639718428,0.07035252286603184,0.0207373271889683,0.07035252286612766,0.1368550468682495,9.581224702515101e-14,False
primary_genecards881,GO:BP,GO:0090360,platelet-derived growth factor production,1,1,1,1,18,18,868,868,0.0207373271889683,0.03163444639718428,0.07035252286603184,0.0207373271889683,0.07035252286612766,0.1368550468682495,9.581224702515101e-14,False
primary_genecards881,GO:BP,GO:0009403,toxin biosynthetic process,1,1,1,1,18,18,868,868,0.0207373271889683,0.03163444639718428,0.07035252286603184,0.0207373271889683,0.07035252286612766,0.1368550468682495,9.581224702515101e-14,False
primary_genecards881,GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II,113,113,6,6,18,18,868,868,0.021111638116529875,0.12598275532488293,0.07150140949918374,0.021111638116529875,0.07150140949939594,0.2551468933599902,2.1220525336929086e-13,False
primary_genecards881,GO:BP,GO:0090066,regulation of anatomical structure size,30,30,3,3,18,18,868,868,0.0214191952342077,0.06310398721910536,0.07229879872810953,0.0214191952342077,0.07229879872825999,0.1802328979690972,1.5046297541232434e-13,False
primary_genecards881,GO:BP,GO:0010594,regulation of endothelial cell migration,30,30,3,3,18,18,868,868,0.0214191952342077,0.06310398721910536,0.07229879872810953,0.0214191952342077,0.07229879872825999,0.1802328979690972,1.5046297541232434e-13,False
primary_genecards881,GO:BP,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,83,83,5,5,18,18,868,868,0.022361962108935932,0.10658389909485921,0.07535417483754947,0.022361962108935932,0.07535417483767487,0.24119719829028524,1.2539969063141143e-13,False
primary_genecards881,GO:BP,GO:0051050,positive regulation of transport,55,55,4,4,18,18,868,868,0.02269798565815796,0.08583062691162269,0.07635815645052574,0.02269798565815796,0.07635815645068239,0.2137033890467817,1.566524687746096e-13,False
primary_genecards881,GO:BP,GO:0006357,regulation of transcription by RNA polymerase II,149,149,7,7,18,18,868,868,0.022760711334998792,0.16418614685660643,0.07644091495238615,0.022760711334998792,0.07644091495255038,0.29055006570829295,1.6422974091767628e-13,False
primary_genecards881,GO:BP,GO:0015850,organic hydroxy compound transport,12,12,2,2,18,18,868,868,0.023717954692428024,0.051731139033449704,0.07757667073116603,0.023717954692428024,0.07757667073135104,0.178763640624657,1.8500478926597452e-13,False
primary_genecards881,GO:BP,GO:1901343,negative regulation of vasculature development,12,12,2,2,18,18,868,868,0.023717954692428024,0.051731139033449704,0.07757667073116603,0.023717954692428024,0.07757667073135104,0.178763640624657,1.8500478926597452e-13,False
primary_genecards881,GO:BP,GO:0050714,positive regulation of protein secretion,12,12,2,2,18,18,868,868,0.023717954692428024,0.051731139033449704,0.07757667073116603,0.023717954692428024,0.07757667073135104,0.178763640624657,1.8500478926597452e-13,False
primary_genecards881,GO:BP,GO:0016525,negative regulation of angiogenesis,12,12,2,2,18,18,868,868,0.023717954692428024,0.051731139033449704,0.07757667073116603,0.023717954692428024,0.07757667073135104,0.178763640624657,1.8500478926597452e-13,False
primary_genecards881,GO:BP,GO:0006366,transcription by RNA polymerase II,150,150,7,7,18,18,868,868,0.02357420818854508,0.16871032465085223,0.07757667073116603,0.02357420818854508,0.07757667073135104,0.29403622236108506,1.8500478926597452e-13,False
primary_genecards881,GO:BP,GO:0030510,regulation of BMP signaling pathway,12,12,2,2,18,18,868,868,0.023717954692428024,0.051731139033449704,0.07757667073116603,0.023717954692428024,0.07757667073135104,0.178763640624657,1.8500478926597452e-13,False
primary_genecards881,GO:BP,GO:1904645,response to amyloid-beta,12,12,2,2,18,18,868,868,0.023717954692428024,0.051731139033449704,0.07757667073116603,0.023717954692428024,0.07757667073135104,0.178763640624657,1.8500478926597452e-13,False
primary_genecards881,GO:BP,GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,12,12,2,2,18,18,868,868,0.023717954692428024,0.051731139033449704,0.07757667073116603,0.023717954692428024,0.07757667073135104,0.178763640624657,1.8500478926597452e-13,False
primary_genecards881,GO:BP,GO:0007179,transforming growth factor beta receptor signaling pathway,31,31,3,3,18,18,868,868,0.023405886363368596,0.06848057374565159,0.07757667073116603,0.023405886363368596,0.07757667073135104,0.192380867596472,1.8500478926597452e-13,False
primary_genecards881,GO:BP,GO:2000181,negative regulation of blood vessel morphogenesis,12,12,2,2,18,18,868,868,0.023717954692428024,0.051731139033449704,0.07757667073116603,0.023717954692428024,0.07757667073135104,0.178763640624657,1.8500478926597452e-13,False
primary_genecards881,GO:BP,GO:0045685,regulation of glial cell differentiation,12,12,2,2,18,18,868,868,0.023717954692428024,0.051731139033449704,0.07757667073116603,0.023717954692428024,0.07757667073135104,0.178763640624657,1.8500478926597452e-13,False
primary_genecards881,GO:BP,GO:0060627,regulation of vesicle-mediated transport,31,31,3,3,18,18,868,868,0.023405886363368596,0.06848057374565159,0.07757667073116603,0.023405886363368596,0.07757667073135104,0.192380867596472,1.8500478926597452e-13,False
primary_genecards881,GO:BP,GO:0030850,prostate gland development,12,12,2,2,18,18,868,868,0.023717954692428024,0.051731139033449704,0.07757667073116603,0.023717954692428024,0.07757667073135104,0.178763640624657,1.8500478926597452e-13,False
primary_genecards881,GO:BP,GO:1990748,cellular detoxification,12,12,2,2,18,18,868,868,0.023717954692428024,0.051731139033449704,0.07757667073116603,0.023717954692428024,0.07757667073135104,0.178763640624657,1.8500478926597452e-13,False
primary_genecards881,GO:BP,GO:0046887,positive regulation of hormone secretion,12,12,2,2,18,18,868,868,0.023717954692428024,0.051731139033449704,0.07757667073116603,0.023717954692428024,0.07757667073135104,0.178763640624657,1.8500478926597452e-13,False
primary_genecards881,GO:BP,GO:0009892,negative regulation of metabolic process,266,266,10,10,18,18,868,868,0.023153121969624997,0.3005503024291192,0.07757667073116603,0.023153121969624997,0.07757667073135104,0.4066149503173981,1.8500478926597452e-13,False
primary_genecards881,GO:BP,GO:0042592,homeostatic process,116,116,6,6,18,18,868,868,0.02384636481399007,0.13906884286884774,0.07786964405851421,0.02384636481399007,0.07786964405871351,0.27005469951323163,1.9929891070802341e-13,False
primary_genecards881,GO:BP,GO:0015031,protein transport,56,56,4,4,18,18,868,868,0.02412153257307376,0.09055895129838022,0.07864011838841498,0.02412153257307376,0.07864011838863884,0.2137033890467817,2.23862595127855e-13,False
primary_genecards881,GO:BP,GO:0048878,chemical homeostasis,58,58,4,4,18,18,868,868,0.027133102915833197,0.10040791431324787,0.08831472621118885,0.027133102915833197,0.08831472621143759,0.2292914216378838,2.487315908794585e-13,False
primary_genecards881,GO:BP,GO:0006694,steroid biosynthetic process,13,13,2,2,18,18,868,868,0.027687600427449287,0.060000218610997934,0.08839751410333221,0.027687600427449287,0.08839751410356023,0.178763640624657,2.280120536823915e-13,False
primary_genecards881,GO:BP,GO:0001655,urogenital system development,13,13,2,2,18,18,868,868,0.027687600427449287,0.060000218610997934,0.08839751410333221,0.027687600427449287,0.08839751410356023,0.178763640624657,2.280120536823915e-13,False
primary_genecards881,GO:BP,GO:0060324,face development,13,13,2,2,18,18,868,868,0.027687600427449287,0.060000218610997934,0.08839751410333221,0.027687600427449287,0.08839751410356023,0.178763640624657,2.280120536823915e-13,False
primary_genecards881,GO:BP,GO:0007548,sex differentiation,33,33,3,3,18,18,868,868,0.027676302904048093,0.079860865126398,0.08839751410333221,0.027676302904048093,0.08839751410356023,0.2137033890467817,2.280120536823915e-13,False
primary_genecards881,GO:BP,GO:0097237,cellular response to toxic substance,13,13,2,2,18,18,868,868,0.027687600427449287,0.060000218610997934,0.08839751410333221,0.027687600427449287,0.08839751410356023,0.178763640624657,2.280120536823915e-13,False
primary_genecards881,GO:BP,GO:0043500,muscle adaptation,13,13,2,2,18,18,868,868,0.027687600427449287,0.060000218610997934,0.08839751410333221,0.027687600427449287,0.08839751410356023,0.178763640624657,2.280120536823915e-13,False
primary_genecards881,GO:BP,GO:0031099,regeneration,33,33,3,3,18,18,868,868,0.027676302904048093,0.079860865126398,0.08839751410333221,0.027676302904048093,0.08839751410356023,0.2137033890467817,2.280120536823915e-13,False
primary_genecards881,GO:BP,GO:0006644,phospholipid metabolic process,13,13,2,2,18,18,868,868,0.027687600427449287,0.060000218610997934,0.08839751410333221,0.027687600427449287,0.08839751410356023,0.178763640624657,2.280120536823915e-13,False
primary_genecards881,GO:BP,GO:0032731,positive regulation of interleukin-1 beta production,13,13,2,2,18,18,868,868,0.027687600427449287,0.060000218610997934,0.08839751410333221,0.027687600427449287,0.08839751410356023,0.178763640624657,2.280120536823915e-13,False
primary_genecards881,GO:BP,GO:0034440,lipid oxidation,13,13,2,2,18,18,868,868,0.027687600427449287,0.060000218610997934,0.08839751410333221,0.027687600427449287,0.08839751410356023,0.178763640624657,2.280120536823915e-13,False
primary_genecards881,GO:BP,GO:0046486,glycerolipid metabolic process,13,13,2,2,18,18,868,868,0.027687600427449287,0.060000218610997934,0.08839751410333221,0.027687600427449287,0.08839751410356023,0.178763640624657,2.280120536823915e-13,False
primary_genecards881,GO:BP,GO:0019395,fatty acid oxidation,13,13,2,2,18,18,868,868,0.027687600427449287,0.060000218610997934,0.08839751410333221,0.027687600427449287,0.08839751410356023,0.178763640624657,2.280120536823915e-13,False
primary_genecards881,GO:BP,GO:0051252,regulation of RNA metabolic process,192,192,8,8,18,18,868,868,0.027763147619996577,0.23155414564209637,0.08849779169785157,0.027763147619996577,0.08849779169808131,0.3433920577014817,2.297328993705605e-13,False
primary_genecards881,GO:BP,GO:1903131,mononuclear cell differentiation,59,59,4,4,18,18,868,868,0.028722171786117637,0.10552524958939853,0.0914094514778317,0.028722171786117637,0.09140945147804105,0.2390713281658125,2.093603068686889e-13,False
primary_genecards881,GO:BP,GO:0060429,epithelium development,121,121,6,6,18,18,868,868,0.028940827544798695,0.16241009270860013,0.09195936486086347,0.028940827544798695,0.09195936486104815,0.2881701202484454,1.846856001463948e-13,False
primary_genecards881,GO:BP,GO:0008285,negative regulation of cell population proliferation,89,89,5,5,18,18,868,868,0.02953013534303244,0.13460261066718532,0.09368341987767037,0.02953013534303244,0.09368341987781652,0.26667809722105396,1.4614698340409404e-13,False
primary_genecards881,GO:BP,GO:0006091,generation of precursor metabolites and energy,34,34,3,3,18,18,868,868,0.02996024786682118,0.08585518437459365,0.09474810248073134,0.02996024786682118,0.09474810248103543,0.2137033890467817,3.040900864448304e-13,False
primary_genecards881,GO:BP,GO:0032102,negative regulation of response to external stimulus,34,34,3,3,18,18,868,868,0.02996024786682118,0.08585518437459365,0.09474810248073134,0.02996024786682118,0.09474810248103543,0.2137033890467817,3.040900864448304e-13,False
primary_genecards881,GO:BP,GO:0002682,regulation of immune system process,122,122,6,6,18,18,868,868,0.03004329287884428,0.16730097538785163,0.09486110586138341,0.03004329287884428,0.0948611058615477,0.29403622236108506,1.6428525206890754e-13,False
primary_genecards881,GO:BP,GO:0014015,positive regulation of gliogenesis,14,14,2,2,18,18,868,868,0.03190757372489313,0.06870059910178251,0.0996490425518009,0.03190757372489313,0.09964904255204164,0.192380867596472,2.407379851021574e-13,False
primary_genecards881,GO:BP,GO:0043536,positive regulation of blood vessel endothelial cell migration,14,14,2,2,18,18,868,868,0.03190757372489313,0.06870059910178251,0.0996490425518009,0.03190757372489313,0.09964904255204164,0.192380867596472,2.407379851021574e-13,False
primary_genecards881,GO:BP,GO:0060759,regulation of response to cytokine stimulus,14,14,2,2,18,18,868,868,0.03190757372489313,0.06870059910178251,0.0996490425518009,0.03190757372489313,0.09964904255204164,0.192380867596472,2.407379851021574e-13,False
primary_genecards881,GO:BP,GO:0071347,cellular response to interleukin-1,14,14,2,2,18,18,868,868,0.03190757372489313,0.06870059910178251,0.0996490425518009,0.03190757372489313,0.09964904255204164,0.192380867596472,2.407379851021574e-13,False
primary_genecards881,GO:BP,GO:0032368,regulation of lipid transport,14,14,2,2,18,18,868,868,0.03190757372489313,0.06870059910178251,0.0996490425518009,0.03190757372489313,0.09964904255204164,0.192380867596472,2.407379851021574e-13,False
primary_genecards881,GO:BP,GO:0048662,negative regulation of smooth muscle cell proliferation,14,14,2,2,18,18,868,868,0.03190757372489313,0.06870059910178251,0.0996490425518009,0.03190757372489313,0.09964904255204164,0.192380867596472,2.407379851021574e-13,False
primary_genecards881,GO:BP,GO:0001541,ovarian follicle development,14,14,2,2,18,18,868,868,0.03190757372489313,0.06870059910178251,0.0996490425518009,0.03190757372489313,0.09964904255204164,0.192380867596472,2.407379851021574e-13,False
primary_genecards881,GO:BP,GO:0010506,regulation of autophagy,35,35,3,3,18,18,868,868,0.03234329385873714,0.09204557948606289,0.10054000649086903,0.03234329385873714,0.10054000649111312,0.2137033890467817,2.440964097516485e-13,False
primary_genecards881,GO:BP,GO:0071222,cellular response to lipopolysaccharide,35,35,3,3,18,18,868,868,0.03234329385873714,0.09204557948606289,0.10054000649086903,0.03234329385873714,0.10054000649111312,0.2137033890467817,2.440964097516485e-13,False
primary_genecards881,GO:BP,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,35,35,3,3,18,18,868,868,0.03234329385873714,0.09204557948606289,0.10054000649086903,0.03234329385873714,0.10054000649111312,0.2137033890467817,2.440964097516485e-13,False
primary_genecards881,GO:BP,GO:0000512,lncRNA-mediated post-transcriptional gene silencing,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0001957,intramembranous ossification,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0090258,negative regulation of mitochondrial fission,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0060390,regulation of SMAD protein signal transduction,15,15,2,2,18,18,868,868,0.03636701587278696,0.077800123867327,0.10153072803840134,0.03636701587278696,0.10153072803859944,0.21251941192641777,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0000720,pyrimidine dimer repair by nucleotide-excision repair,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:1905153,regulation of membrane invagination,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0031394,positive regulation of prostaglandin biosynthetic process,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:2001280,positive regulation of unsaturated fatty acid biosynthetic process,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0090650,cellular response to oxygen-glucose deprivation,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0032611,interleukin-1 beta production,15,15,2,2,18,18,868,868,0.03636701587278696,0.077800123867327,0.10153072803840134,0.03636701587278696,0.10153072803859944,0.21251941192641777,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0002757,immune response-activating signaling pathway,38,38,3,3,18,18,868,868,0.04008463103830819,0.11173894384562287,0.10153072803840134,0.04008463103830819,0.10153072803859944,0.24672537558787278,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0002357,defense response to tumor cell,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0007000,nucleolus organization,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0006995,cellular response to nitrogen starvation,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0009111,vitamin catabolic process,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:1903224,regulation of endodermal cell differentiation,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0071455,cellular response to hyperoxia,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0009624,response to nematode,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0009996,negative regulation of cell fate specification,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0010001,glial cell differentiation,38,38,3,3,18,18,868,868,0.04008463103830819,0.11173894384562287,0.10153072803840134,0.04008463103830819,0.10153072803859944,0.24672537558787278,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0030162,regulation of proteolysis,16,16,2,2,18,18,868,868,0.041055367586561226,0.0872680409454377,0.10153072803840134,0.041055367586561226,0.10153072803859944,0.2137033890467817,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0071394,cellular response to testosterone stimulus,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0032732,positive regulation of interleukin-1 production,16,16,2,2,18,18,868,868,0.041055367586561226,0.0872680409454377,0.10153072803840134,0.041055367586561226,0.10153072803859944,0.2137033890467817,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,38,38,3,3,18,18,868,868,0.04008463103830819,0.11173894384562287,0.10153072803840134,0.04008463103830819,0.10153072803859944,0.24672537558787278,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0071350,cellular response to interleukin-15,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0071352,cellular response to interleukin-2,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0030812,negative regulation of nucleotide catabolic process,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0032071,regulation of endodeoxyribonuclease activity,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0061462,protein localization to lysosome,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0061458,reproductive system development,36,36,3,3,18,18,868,868,0.03482525416100318,0.0984267239192177,0.10153072803840134,0.03482525416100318,0.10153072803859944,0.22502346802512144,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:1905203,regulation of connective tissue replacement,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:1904018,positive regulation of vasculature development,37,37,3,3,18,18,868,868,0.03740583307827155,0.10499308422087264,0.10153072803840134,0.03740583307827155,0.10153072803859944,0.23813476681317833,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0010040,response to iron(II) ion,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0032757,positive regulation of interleukin-8 production,16,16,2,2,18,18,868,868,0.041055367586561226,0.0872680409454377,0.10153072803840134,0.041055367586561226,0.10153072803859944,0.2137033890467817,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0002753,cytoplasmic pattern recognition receptor signaling pathway,16,16,2,2,18,18,868,868,0.041055367586561226,0.0872680409454377,0.10153072803840134,0.041055367586561226,0.10153072803859944,0.2137033890467817,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0090336,positive regulation of brown fat cell differentiation,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0043652,engulfment of apoptotic cell,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0060745,mammary gland branching involved in pregnancy,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0048545,response to steroid hormone,36,36,3,3,18,18,868,868,0.03482525416100318,0.0984267239192177,0.10153072803840134,0.03482525416100318,0.10153072803859944,0.22502346802512144,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0007223,"Wnt signaling pathway, calcium modulating pathway",2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0019432,triglyceride biosynthetic process,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0010454,negative regulation of cell fate commitment,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0098926,postsynaptic signal transduction,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0099174,regulation of presynapse organization,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0010507,negative regulation of autophagy,15,15,2,2,18,18,868,868,0.03636701587278696,0.077800123867327,0.10153072803840134,0.03636701587278696,0.10153072803859944,0.21251941192641777,1.9810542095655137e-13,False
primary_genecards881,GO:BP,GO:0071276,cellular response to cadmium ion,2,2,1,1,18,18,868,868,0.04106804011935369,0.062322087180366706,0.10153072803840134,0.04106804011935369,0.10153072803859944,0.178763640624657,1.9810542095655137e-13,False
