"gene_symbol","module","kME_own","kME_pink","kME_turquoise","kME_red","kME_blue","kME_black","kME_yellow","kME_grey","kME_brown","kME_green"
"FAM208B","black",0.74799799983993,-0.138459834734661,-0.0785944158292827,-0.163542179109694,0.0571914290330917,0.74799799983993,0.401563858923174,0.250087403201404,0.0930606899101851,-0.040018125627754
"ZCCHC7","black",0.746832988862681,-0.141893062725471,-0.0903959170334268,-0.242081122016497,-0.173766708443161,0.746832988862681,0.388589854268357,0.384154174709676,-0.0780905696657892,0.00097903300751896
"CBFA2T2","black",0.74417502517391,-0.201495951662976,-0.0746465469059567,-0.347364270376256,-0.149967052909495,0.74417502517391,0.554413310770835,0.488941365416478,-0.161599419253457,-0.0982021090491548
"PDCD6","black",0.743390912625363,-0.198873821233924,-0.126452872962973,-0.283116399531286,-0.127289450532065,0.743390912625363,0.344457333075784,0.287510348993119,-0.0996026436859402,0.0241358510411538
"PRKRA","black",0.741121379047351,-0.138531673208087,0.00465880373346177,-0.0977135641924514,-0.0163224180802914,0.741121379047351,0.290787624942204,0.115066333271327,0.0707223910142428,-0.0411231042218973
"PDS5B","black",0.739293891442902,-0.151372117543518,0.0195905523301799,-0.191331377988203,-0.0889432889227462,0.739293891442902,0.510214470417225,0.406803576479997,-0.0766837313827985,-0.159408443006974
"STK4","black",0.7378610644808,-0.0569474173892338,0.00767147714450725,-0.0984713295889668,-0.0162502228651754,0.7378610644808,0.477805700290513,0.347604351729618,-0.0887191068708004,-0.0983021470066462
"PRPF38B","black",0.737080592588687,-0.12651933104847,-0.139420241679979,-0.233802995604421,-0.0355642793188246,0.737080592588687,0.43480400173328,0.399484820737743,0.0157648032383028,0.0182220122637798
"TJP2","black",0.735259182474083,-0.256897952391158,-0.195875220927101,-0.293255680969028,-0.0600430943820691,0.735259182474083,0.349435640567367,0.190373154337647,0.00907241009054407,0.0579502651028478
"SEPT2","black",0.733240585786701,-0.117108067150126,0.0894314240967775,0.00872274933845958,-0.0482130616993161,0.733240585786701,0.196882418925639,0.00400052128782457,-0.0243764160039429,-0.0836818565430525
"NKTR","black",0.731715815863564,-0.214018874585159,-0.00965662229745244,-0.12707023070806,-0.0510965554880717,0.731715815863564,0.206849723073115,0.0497713481233451,-0.0761813917957198,-0.101073733336092
"CRIPT","black",0.729239331979006,-0.158288406760588,0.0569741028649351,-0.172833074143141,-0.207520544008589,0.729239331979006,0.403380278403113,0.383853981128223,-0.0260118663411769,-0.0621381214196441
"PPP1R2","black",0.726566137869885,-0.0979546580258462,0.104536362180701,-0.0334176656908321,-0.170807433928359,0.726566137869885,0.270235140610583,0.219137418837531,-0.14513429181783,-0.162373910050361
"SNRPA1","black",0.725834993261593,-0.161798953934051,0.0171735053955916,-0.0828125874675144,0.0640945706212316,0.725834993261593,0.29717624228279,0.0797007162446314,0.106128161574532,-0.0660731675434243
"PELI1","black",0.723382833820502,0.00106538155998851,0.14947273228067,0.0659884145453247,-0.263276582978694,0.723382833820502,0.112588295098115,0.118566400863357,0.0773736743244138,0.138282349538314
"SFPQ","black",0.719683757329834,-0.155091044516348,-0.010803116338549,-0.0960166770469458,-0.0325914746450178,0.719683757329834,0.252938913456927,0.0829054142060153,0.18253044983425,0.0660211850196764
"PPA2","black",0.717367040067569,-0.111671861768126,0.00171889852556126,-0.0955330428489597,-0.101076410117107,0.717367040067569,0.230089122111007,0.197268506963732,0.192637708087921,0.0573170495196243
"JMJD1C","black",0.716998821740326,-0.120731045204545,0.138676473988158,0.0393037070473566,-0.101316999764094,0.716998821740326,0.197866265821354,0.0500242283019033,0.137566252048217,-0.00575919868551062
"BPTF","black",0.716016560731306,-0.19887182092698,0.0319444137492876,-0.114406778171237,0.0122103854294036,0.716016560731306,0.310840848122321,0.0817512004541689,-0.0154989506995689,-0.123439723266098
"SOS1","black",0.715455407671955,0.00773507971680132,0.042055080599587,-0.0638338995883606,-0.238673837064782,0.715455407671955,0.310314733633238,0.398571615123641,-0.0362907030177963,0.00997550431250116
"GPBP1L1","black",0.715251240690026,-0.125465498852136,-0.0306383613781888,-0.0260534010865784,0.0206906300447945,0.715251240690026,0.246500547581051,0.088198474552405,0.305316920003919,0.079968154795248
"KANSL1","black",0.715107891206473,-0.130391506138309,-0.00291746666402839,-0.183332864612216,-0.148371134207697,0.715107891206473,0.344710336284292,0.346566607247362,-0.0418263485236037,-0.02936460696986
"TRA2A","black",0.714969306373396,-0.152637746652816,0.0401153509078952,-0.162688948356264,-0.298841039758681,0.714969306373396,0.255230783817201,0.300796283845862,-0.200464453062334,-0.0853974440390782
"ATP5C1","black",0.714383828520249,-0.141370603562032,-0.0381812202250885,-0.116040297081053,-0.0401588616967404,0.714383828520249,0.318359575991924,0.136664141661263,0.154635347791992,0.0643062361641328
"DMTF1","black",0.714178626481437,-0.0923754639933226,0.0752452340565917,-0.0211374298177849,-0.127358357060116,0.714178626481437,0.371523368458827,0.234775405493985,0.184003388932046,-0.020987343759923
"WDR11","black",0.713903087740915,-0.157632838214563,0.0375261289324366,-0.00398435456384869,-0.0760040499024264,0.713903087740915,0.196359822516755,0.0824992844781119,0.0509793186808417,-0.0232117673113862
"ZNF451","black",0.70983988006632,-0.131602258472865,0.0363251746939065,-0.0228776300178025,-0.00306521415049064,0.70983988006632,0.293692059622645,0.0836895766322771,0.0362073876907189,-0.0984981336396858
"SUPT20H","black",0.709504748551481,-0.126706839727242,-0.0316485292669967,-0.24585790141747,-0.236814050920796,0.709504748551481,0.461206011930347,0.472480265980648,-0.0629586488926642,-0.0142423565698245
"TTC14","black",0.708245975941099,-0.0813653728646174,0.0877172918823415,-0.0495597281558223,-0.126087536345266,0.708245975941099,0.389535439733104,0.34877302823044,0.161781188867359,-0.00768393105398687
"PPP6R3","black",0.706880977684799,-0.10376746388971,0.00967999127112421,-0.134780215928479,-0.126934119900469,0.706880977684799,0.314362234549107,0.36027208762735,0.181107234354408,-0.00118180006173586
"RUFY2","black",0.706220629870453,-0.0353184418619724,0.0522885249415134,-0.0538908780038605,-0.22778056072973,0.706220629870453,0.1309212090334,0.120002914982687,-0.0421147657619438,0.145416726881119
"CFLAR","black",0.704616043564967,0.117117563510279,0.199689681302817,0.262584815544569,-0.218137603236117,0.704616043564967,0.0644830130823705,0.0969475695608421,0.089872355891909,0.0877687964402151
"ANKRD36B","black",0.702983806239914,-0.146268290567579,-0.0309175568263075,-0.133043498609716,-0.0368194873227105,0.702983806239914,0.262988283123661,0.10954603054737,0.0167933170372759,-0.0702239767883973
"ZMYM2","black",0.702560427123771,-0.197978151519577,0.000426147083228996,-0.202389582709381,-0.0444523496878235,0.702560427123771,0.464640472168651,0.317342777455699,-0.0653081709326254,-0.172998196854538
"PRPF4B","black",0.701805668448569,-0.173056317490146,-0.00146714994549925,-0.0391910174840846,0.0991918751717842,0.701805668448569,0.411889763863591,0.0886128631823297,0.239381697970188,-0.00353267269043904
"PNISR","black",0.698272339227487,-0.0642707006663209,0.0727687060978305,-0.0645897186884112,-0.0949753355005685,0.698272339227487,0.548009106628653,0.412640137395822,0.212704802889095,-0.00909457609993363
"SYK","black",0.697224602121327,-0.145147361967773,-0.0935805723829044,-0.292292350514126,-0.239870898021551,0.697224602121327,0.409187085362548,0.441170002567705,-0.160518818044524,-0.0198821325638958
"PATJ","black",0.697039525613634,-0.192075800877665,-0.187943019166565,-0.224570202211701,0.0793437707688402,0.697039525613634,0.430663677222356,0.188345606208221,0.186098855040339,0.0765514397549417
"TMEM267","black",0.695953120351184,-0.22424813565326,-0.105949632796808,-0.210790957638012,0.189845418581025,0.695953120351184,0.546741075488985,0.23860685560696,0.17499284635325,-0.119487456159078
"SRSF7","black",0.694794500286251,-0.12118775795752,0.0322215252928735,-0.0652569873009659,0.0418311841874264,0.694794500286251,0.415546505915126,0.220326238764468,0.104064491616255,-0.195666748205722
"AKAP11","black",0.694347262506204,-0.151615266392035,-0.103935155806592,-0.254212814490182,-0.102981309695839,0.694347262506204,0.494971468082455,0.409511977047118,-0.0656428468689187,-0.0943032864723856
"NHLRC3","black",0.692857387835113,-0.220193206315987,-0.0882264655378839,-0.250665892387326,0.0346263900315152,0.692857387835113,0.604671960941243,0.397276522035875,0.0329508918998922,-0.130699427054488
"LOC727820","black",0.692382587703758,-0.0650143621426613,0.249087235173434,0.0620378508543139,-0.265968707828386,0.692382587703758,0.270404867566943,0.249782047033463,-0.160212263518096,-0.166048800052037
"ANKRD10-IT1","black",0.691849923445328,-0.127682052026139,0.03449845699523,-0.0910724713971739,-0.0777326595034894,0.691849923445328,0.378200473790994,0.222325973935269,0.0332099808138981,-0.114225402434142
"RBM41","black",0.690984524183987,-0.25808233977962,-0.123793942124388,-0.342757508467711,-0.1017025365307,0.690984524183987,0.445073923318703,0.34608436867886,-0.0369964628198724,-0.0413775396351091
"CCDC18-AS1","black",0.69064136502779,-0.0677665526182027,0.00225910748996388,-0.104300058542956,-0.296248684363299,0.69064136502779,0.17279139596473,0.192588290443447,-0.0614128820359958,0.0228986719407337
"COX20","black",0.690371784510624,-0.214578754848319,-0.0941674824305472,-0.282542514816178,0.0106400350844764,0.690371784510624,0.451966516840071,0.356918571884787,-0.0115764367778408,-0.125933175953018
"ZBTB20","black",0.690281415130058,-0.0235279090157852,0.128368332462594,-0.136220615310187,-0.46756205187906,0.690281415130058,0.239012254313753,0.451984955498505,-0.13344011182044,0.0317699839701229
"MED13L","black",0.689644217648297,-0.104081314941849,-0.0523542356312245,-0.137718033743257,-0.0239977563651474,0.689644217648297,0.347084888776691,0.271376730847356,0.209443329857454,0.00881337314732237
"DLEU2","black",0.689562247886673,-0.120022968598364,-0.102680658571915,-0.140969490635381,0.0460408221406934,0.689562247886673,0.430218876524448,0.262141327840446,0.0645035044160266,-0.0519349502085276
"LOC100129406","black",0.687697713488048,-0.0515554313834807,-0.0426805064278916,-0.0732736648264036,-0.142573524579203,0.687697713488048,0.163408747749523,0.163562848789452,0.216478225367121,0.278062760987083
"XPO1","black",0.687663512238804,-0.263573186911045,0.00103221090060115,-0.128004579952264,0.235606475621746,0.687663512238804,0.504216030561215,0.116546512776996,0.0519155573263081,-0.280456082325291
"DSERG1","black",0.68756097596347,-0.0304592136251778,-0.0619188987007187,-0.0658486898181294,-0.109503579476586,0.68756097596347,0.189835491299385,0.144310745620752,0.0498235262044125,0.0471002154401941
"DMXL1","black",0.687115964029561,0.00101741750229262,-0.0663255716936941,-0.0807967068297684,-0.219222166813015,0.687115964029561,0.217106091091448,0.305314229577113,0.159902123777631,0.21606880220835
"TRMT13","black",0.686898708889214,-0.197388378955143,-0.152177524180372,-0.290098625839438,-0.037730391802314,0.686898708889214,0.392861092298086,0.341970656571675,-0.00506441530282683,-0.0507704724207984
"ZNF207","black",0.685841706742995,-0.145565583425452,-0.0702436556336546,-0.106674088134546,0.0717952621562829,0.685841706742995,0.462385146574174,0.231559659550647,0.289359270909266,0.0524215980294257
"TRIP12","black",0.684179838016657,-0.0561429621391931,0.00204834836612072,-0.135900085148274,-0.0970853903076132,0.684179838016657,0.428934594201293,0.407223119149554,0.221458295443348,0.0621553521418035
"U2AF1","black",0.683488402912608,-0.204864899376137,0.0956075504363095,-0.0244845405698943,0.0981435896820442,0.683488402912608,0.261912623393562,-0.0408811428060138,0.0314258787469283,-0.13562536598621
"DKFZP586I1420","black",0.682821967318918,-0.090139311973856,-0.146385348783127,-0.285408896916132,-0.2533163296929,0.682821967318918,0.486694405043723,0.580037779676089,-0.0234343304989226,0.125726803356568
"KANSL1L","black",0.68206715591411,-0.14894405369787,-0.0725607932311557,-0.261137057562622,-0.0334613920029709,0.68206715591411,0.5495399795812,0.444003422978359,0.179492679035197,-0.0397026698319453
"THUMPD3-AS1","black",0.681900734487229,-0.238165439700572,-0.142947526164146,-0.29541181556309,0.0779460796484366,0.681900734487229,0.558856163372187,0.387808048659656,0.249431645939424,-0.0362882308716123
"PSMA3-AS1","black",0.681739555619567,-0.0528186296052081,0.00394469683982586,-0.0460859695711007,-0.053663497271211,0.681739555619567,0.308311040044681,0.214130948225025,0.369122657487976,0.0547376122837834
"ZNF493","black",0.680841790247314,-0.0711326099151949,0.0335807992269104,-0.048131549263198,-0.0924554245363728,0.680841790247314,0.388991430525445,0.337762376236036,0.0902110391883279,-0.0291823931506827
"U2SURP","black",0.680252054274653,-0.221270549490016,-0.0241225786317555,-0.0801218897542422,0.192921757568417,0.680252054274653,0.328457178880817,0.015939249939985,0.133241251171727,-0.177816010500274
"HNRNPA2B1","black",0.679939386363428,-0.171927621824284,0.0483292655871592,-0.0605593156790361,0.0665119740894455,0.679939386363428,0.353046549956111,0.0879645220680663,0.182514734589248,-0.0856749990787319
"RALGAPA2","black",0.679621649631021,-0.158825775078161,-0.121989165144536,-0.250097520451724,-0.0553501313704629,0.679621649631021,0.390965137835008,0.278675903175952,-0.0220162900027977,0.00694112699413225
"RSRP1","black",0.67930435747787,-0.00591534229783183,-0.0743765925393501,-0.0633173069846945,-0.190639024330405,0.67930435747787,0.22702385847095,0.245877281819801,0.304739890001519,0.219759318888857
"LOC100506639","black",0.678349791132016,-0.174696626230127,-0.158699238691688,-0.256265477088921,0.000556037700463338,0.678349791132016,0.313861254954284,0.222000555860032,0.0337019884247672,0.0261894076941025
"CUL4A","black",0.677899044062151,-0.207352950197928,-0.0527718570705586,-0.22169020165109,-0.0355178129429557,0.677899044062151,0.492571688104857,0.310411503255586,-0.069521703905526,-0.183831490218133
"ARL17B","black",0.675828622381617,-0.144196376908973,0.00711951575328812,-0.111699789386675,-0.0432791373078096,0.675828622381617,0.301602661732724,0.192441640685516,0.0195463085987721,-0.0933735863560403
"RASA2","black",0.675464451564158,-0.113443439643646,-0.0245410337992096,-0.0875416033742808,-0.150181141784589,0.675464451564158,0.192341357942559,0.151440208804761,-0.0355977690296105,0.0278703626153709
"SAMD4B","black",0.675239130563465,-0.0713528576975003,0.0706974533058637,-0.227574285284943,-0.330105729502284,0.675239130563465,0.368458153781359,0.470409798195648,-0.311384136088079,-0.0804697094100894
"FBXO9","black",0.674546845903648,-0.112343399647341,-0.0616392305720132,-0.0791699719212282,0.0482531772652101,0.674546845903648,0.371369975136524,0.219521621079227,0.317111545981436,0.0442997710897535
"LRRFIP1","black",0.674537915452557,-0.102125026203042,0.204952873514724,0.084160198676299,-0.138818013307711,0.674537915452557,0.0350087450482266,-0.109860642183474,-0.00253368063886184,0.0147508228922049
"STRN","black",0.674198887766342,-0.212481123238537,-0.0887678806910827,-0.263729377285607,-0.00891418223177566,0.674198887766342,0.562623896222538,0.384896333226852,0.121621494722942,0.0352318752277798
"CCDC14","black",0.673197772905678,-0.156568467949221,-0.208795055155274,-0.306490865956299,0.0931935633555568,0.673197772905678,0.504896425650525,0.355824746896367,0.270300431667394,0.152733786626167
"KIAA1217","black",0.673175972260455,-0.140876734080764,0.0236157616474105,-0.20874075829397,-0.286050521789928,0.673175972260455,0.249002099155488,0.265616482774688,-0.173512475253828,0.0142668179899567
"GART","black",0.669998460514215,-0.28868880918866,-0.121009047205182,-0.33491574055774,0.0862156115755276,0.669998460514215,0.502851440237439,0.262765430160339,-0.042806547708854,-0.152114479395832
"RUFY3","black",0.669771184928564,-0.0549527219997101,0.358499602477582,0.169477115595033,-0.13357851774648,0.669771184928564,0.217255278494301,0.0954895032465211,0.071211430902182,-0.118691155743026
"LOC101060604","black",0.669537290455918,-0.183318080068193,-0.0134021299970926,-0.0857806646383686,0.123353251657555,0.669537290455918,0.390739286685725,0.154994658087598,0.308021137595472,-0.0845326215126953
"TIA1","black",0.669259255829177,-0.0844198777885368,0.078874138999836,-0.0347845745222271,0.109951389360992,0.669259255829177,0.602459470446971,0.33421904249864,0.358905326771081,-0.0998719244017645
"PRKAA1","black",0.666757659232081,-0.170805898114179,-0.0703099841688217,-0.172132176933328,0.040226272156602,0.666757659232081,0.343496777455903,0.127883029880212,0.144447970629604,0.0804182844055977
"PPP2R5C","black",0.666448492686618,0.00740764146679886,0.0119951455344612,0.0697792813689594,-0.0449305865520635,0.666448492686618,0.0242062407261219,-0.0955211612623548,0.110317003483719,0.0764827693915376
"LOC102724250","black",0.665424920521953,0.0253453315696778,0.032616954650594,-0.0253442982303059,-0.397579469061694,0.665424920521953,0.0926322580232478,0.353722852706049,-0.00550516282649405,0.217354837534881
"ALG13","black",0.664842235269327,-0.168718120733161,0.0601113913739911,-0.0631870110468402,0.0931214392787814,0.664842235269327,0.438376764028385,0.114424040447832,0.17992011065684,-0.089437200852563
"OFD1","black",0.664514710538491,-0.175327621447162,-0.0681628474162199,-0.115970015326732,0.0614775676611695,0.664514710538491,0.397743853866466,0.155327563512264,0.0994264376944834,-0.0688619396390632
"NACA","black",0.664365705956019,-0.2160134964761,0.00817771316573387,-0.107931123593072,0.207503264950111,0.664365705956019,0.422831553524352,-0.00943093886544695,0.0758082483813279,-0.164197108604723
"LOC114224","black",0.663186872328325,-0.129457094936141,0.158376249296158,0.0541180781199609,-0.0540756369985551,0.663186872328325,0.167820541516963,-0.029118957790703,0.0496769014678081,-0.080097593016067
"RAB11FIP3","black",0.661959433765384,-0.214924208191974,0.0838233269971991,-0.200899171902811,-0.0338160449719241,0.661959433765384,0.38604079039805,0.173275734139369,-0.213542328296168,-0.216526717213617
"RBM6","black",0.660657228555478,-0.0506084333118159,0.00259447537453703,-0.242884344155689,-0.313731874435319,0.660657228555478,0.387254795663721,0.539115536414608,-0.0613334153402724,0.00719505310250113
"CCDC91","black",0.658619010121599,-0.0175384592951651,-0.00503949857680758,0.0171717953331889,-0.068115185726865,0.658619010121599,0.158771112993745,0.0810933387320382,0.199931675035489,0.0678760883563284
"KIAA0754","black",0.658003386902543,-0.137425004563169,0.300971640343139,0.132676201707154,-0.0680537569076526,0.658003386902543,0.14923049046942,-0.050816966382311,-0.0683905649825325,-0.216511644918407
"LOC107985971","black",0.65726636698669,-0.185787497514731,-0.136833289304769,-0.267243194148693,0.117099339963755,0.65726636698669,0.632024840751431,0.382399195759358,0.119549937135812,-0.093108458896039
"ZNF292","black",0.657064302368458,-0.215083999926087,0.00218935935798633,-0.143257408441316,-0.0938716565536112,0.657064302368458,0.397449596627977,0.256587206714529,0.00636943092899114,-0.0860132985710401
"TAF15","black",0.656809237277469,-0.248197480290161,-0.138400915451139,-0.29779352473845,0.108413521631452,0.656809237277469,0.481530029123764,0.316141237259564,0.104033452910008,-0.0936334275846193
"KIAA0907","black",0.655415510638258,-0.253129142890263,-0.169894605475949,-0.332054920508012,-0.0528434491355057,0.655415510638258,0.305150339757705,0.206383674065964,-0.0618852504797523,-0.0448061929934084
"RBM25","black",0.655138297855586,-0.10499531919847,0.0412213252208692,0.045181220006578,-0.00836468126884422,0.655138297855586,0.0562582034075625,-0.121748504155792,0.141731616010848,-0.0166957943193924
"ZNF431","black",0.654868258873998,-0.154654971714922,-0.0219028537534874,-0.162011176986571,0.136235873016793,0.654868258873998,0.518325541350719,0.276240604809234,0.116632615500276,-0.136936974714939
"ZNF302","black",0.653052475974561,-0.125756265520228,-0.00730022153225563,-0.0776267424157186,-0.111819070854076,0.653052475974561,0.288783722042058,0.260272464756859,0.0946106494945017,0.0700777286908008
"EFHC1","black",0.651301550434885,-0.0716118720292958,0.171840022681649,0.00340519349097263,-0.188813578770552,0.651301550434885,0.215686452689639,0.145012881382108,0.0343786527607055,-0.0268843727393025
"MAGI1","black",0.651262270872666,-0.159474865096617,-0.0530085968849878,-0.17531152247255,-0.22910513188728,0.651262270872666,0.0800402285349215,0.0923325618108265,0.0317751582249074,0.13065472001251
"SPATA13","black",0.650702112719437,-0.164077816762105,-0.0552118506626212,-0.198837264486926,-0.0517313707647673,0.650702112719437,0.439971254848135,0.253751516492439,-0.185241658112428,-0.123120155823361
"FTX","black",0.650004958212431,-0.172677180855634,-0.0586925355616198,-0.36235716280284,-0.247949537955959,0.650004958212431,0.507680643803512,0.535105311313989,-0.27783686050012,-0.149906375395074
"LOC100272216","black",0.64951914540554,-0.119589217020608,0.0461663368453738,-0.0144535150197426,-0.157515116561474,0.64951914540554,0.0762136528286806,-0.00947579088532464,-0.129152043682636,-0.0027714270879535
"DNAJC7","black",0.64886823429069,-0.160267899837521,0.0262314092439413,-0.108790040068269,-0.101341570362591,0.64886823429069,0.262118835491355,0.100025017677367,-0.222996046378759,-0.11695508393577
"IDI1","black",0.648304950766254,-0.15824739614274,-0.111317299022158,-0.234616197784372,-0.0512921041356078,0.648304950766254,0.419365887984167,0.357556913861535,-0.0955141978944103,-0.0778663493302403
"LUC7L3","black",0.647578210287986,-0.183256071041368,-0.151418451510117,-0.252427012902607,-0.0240150593477977,0.647578210287986,0.430497852652585,0.321271746541381,0.0649537978322273,-0.0258851371636255
"CHD9","black",0.645980587276747,-0.0077449416375842,0.0231653353166208,-0.00713677029344598,-0.0656018447953728,0.645980587276747,0.190736927902986,0.0984087706278212,0.226449244267536,0.171283059997357
"ANK3","black",0.645223933626507,-0.0129644236328634,-0.123631913531332,-0.122467470009911,-0.325288952970781,0.645223933626507,0.132759541638956,0.363030201096006,0.10335177689791,0.306017753059762
"TBRG1","black",0.642804323386144,0.0320433298360053,0.108713810843624,0.124847495363627,-0.0823691030008267,0.642804323386144,0.0883577262110837,-0.0284995552231872,0.150997730254424,0.129486412623759
"PSMD6-AS2","black",0.642554536136053,0.112254647744283,0.051860912431184,0.0240013646322784,-0.37213350028041,0.642554536136053,0.10568440540458,0.354046017303327,-0.0204073134871176,0.18758279011883
"NEMF","black",0.641669236314592,-0.147189931104888,-0.0367458444724318,-0.0282085516940766,0.0608517655394115,0.641669236314592,0.214747213229153,0.0374785914891704,0.230192955568377,0.0341834386332259
"SRSF4","black",0.640986998972814,-0.076704057465692,-0.0983406251781768,-0.0972547719012717,0.009540952572857,0.640986998972814,0.255731740796315,0.225301829754848,0.39217855398595,0.110692210519796
"DENND1B","black",0.64070066915077,0.0835936174798434,-0.0749084907919237,0.02094889868315,-0.240371713877844,0.64070066915077,0.0411485902642538,0.169814519566462,0.250043535361128,0.349564477399694
"LRPPRC","black",0.639866285769395,-0.257413592608233,-0.152692288488932,-0.177565600186576,0.340925546265307,0.639866285769395,0.452994442711818,0.0292605702324433,0.206888081664501,-0.108080972260005
"AKAP10","black",0.639291716001531,-0.101731428974974,0.0852371362166721,0.0440276180534008,0.00667532018787781,0.639291716001531,0.193939111009903,-0.000502850019186635,0.0592987795101991,-0.0575650284103525
"MCTP2","black",0.639287339116625,-0.0164676027598655,-0.123449608583591,-0.0947511750788493,-0.178509069395775,0.639287339116625,0.060619465287247,0.169085728825336,0.161172545112251,0.329016642654541
"UFM1","black",0.638779460451236,-0.108489006149861,0.00287417466383038,-0.0900943728993216,0.0264716630065918,0.638779460451236,0.447955487911306,0.169886677095407,0.0722087115225113,-0.0484642613496472
"PCBP2","black",0.638578168877708,-0.132330253441019,-0.0355384996040155,-0.196956768919322,-0.161882097839777,0.638578168877708,0.215543702804445,0.224966144346733,-0.186066386707963,-0.0487305480887093
"NUP58","black",0.638064749406088,-0.20045363012603,0.0416492311678757,-0.0908439919842473,0.134617640787588,0.638064749406088,0.355291948465135,0.109870603886784,-0.0384991120723633,-0.238202246883382
"MPHOSPH8","black",0.637931764548419,-0.202366181012502,0.0476510153076422,-0.124239081398034,-0.0447392314022517,0.637931764548419,0.405795961841957,0.241724755683925,-0.0991565972133849,-0.19828972353062
"C11orf80","black",0.637845681167654,-0.109777778222058,0.0436043133741163,-0.0437004096190687,0.103362153271306,0.637845681167654,0.38498003068439,0.102511072154302,0.15846778953882,-0.100013021174692
"HNRNPA1","black",0.637646136714219,-0.130918462337061,-0.0141730618905346,-0.0479231250331722,0.144318532096644,0.637646136714219,0.280097496246487,-0.0326836862917987,0.141621997910696,-0.00156386216842843
