"gene_symbol","module","kME_own","kME_brown","kME_black","kME_pink","kME_yellow","kME_red","kME_magenta","kME_purple","kME_turquoise","kME_blue","kME_green","kME_grey"
"TMED2","black",0.75772126643702,0.391817823198476,0.75772126643702,-0.120500186677329,-0.339732970990629,0.250962879100314,0.0307205583839314,0.0610049812522426,-0.0705773039772953,0.137414526907649,0.0837690856605938,0.209656335948933
"PAFAH1B1","black",0.757272275652735,0.151787934495,0.757272275652735,-0.164616100829131,-0.0503862370552589,0.446607838679004,0.141771508610545,0.165871388017106,0.184562443592163,0.274192563533141,0.0954008326917402,0.0249171335214232
"SCARB2","black",0.754481364132709,0.0501371228932454,0.754481364132709,-0.0505025115331799,-0.0417712882604767,0.336119265139384,0.118350897842394,0.13554028717336,0.168664544154576,0.240374076681682,0.0943544807757913,-0.0720596838887501
"ARHGAP5","black",0.752406759740564,0.274255880801846,0.752406759740564,-0.14524372174868,0.0653237162710913,0.586958189677654,0.252277827117663,0.00546172762604706,-0.074497074751644,0.0701652999919922,0.133303001817495,0.057338061870918
"AMMECR1","black",0.751877322563662,0.446818989377799,0.751877322563662,0.150434282614406,-0.070864586497692,0.282515753156936,0.264550169927884,-0.0181393150075852,-0.180629120917908,-0.0617130185986733,0.0269728110979487,-0.0476857090546303
"SEPT11","black",0.751335632803377,0.292911903343699,0.751335632803377,-0.063545067464155,-0.0333670205798142,0.384307370596303,0.145453785136308,0.0649304946026522,0.153220564120277,0.183985480553549,0.0739706068121485,0.0342544764224334
"NEDD1","black",0.745026275246325,0.571116332165193,0.745026275246325,-0.0163726431668867,-0.00815616234218982,0.572038112688136,0.3782070277788,-0.0574288233435357,-0.0829753618230476,0.0826344891217352,-0.0701115795612176,0.0390024063796619
"FAR1","black",0.743674984850822,0.497834009067041,0.743674984850822,-0.0573963760178312,0.15730503937402,0.716486455955839,0.38963286181996,0.0398031880052788,-0.120958427801776,0.0760188543675795,0.185173204617105,0.0300406262645267
"HACD2","black",0.743588938375992,0.292694677771534,0.743588938375992,0.0161022444669845,-0.0848066910780465,0.245698266328463,0.0998872686060562,0.0395887330987718,-0.158718662799581,-0.0124766923650159,0.178698272053948,0.03218598019192
"PSPC1","black",0.740291802473807,0.503069933449018,0.740291802473807,0.0510895101786923,-0.177415922311189,0.276575352194173,0.240591151041643,0.0281617971444564,-0.0356931745652861,0.141265563793068,-0.119564282193441,0.0418241364529255
"GFM2","black",0.739906059198528,0.489031942636463,0.739906059198528,-0.101651191905817,-0.207218176388642,0.479581537822883,0.170177774834718,0.0143687409814119,-0.187587187850629,0.0847798764736838,0.155054527624285,0.181727764794713
"ZDHHC20","black",0.73861245018839,0.358856913161113,0.73861245018839,0.0619437931173341,0.000205123177089591,0.324618617751514,0.30160177889169,-0.0213897553561546,-0.0200775660162473,0.0570573149573004,-0.0463042719614034,-0.0105800620320712
"PICALM","black",0.737973599605333,0.101951071797583,0.737973599605333,-0.134071476962059,-0.103449377103583,0.234719825900429,0.0892783281965143,0.135617096256669,0.277386620005494,0.330580639956008,-0.0708355213495577,-0.0611494561181049
"STK26","black",0.737270645467697,0.471325736954873,0.737270645467697,0.146795591521026,-0.028087060230656,0.403790413258447,0.383194970000091,-0.0117028679623662,-0.144176937484562,-0.0316664405516818,-0.0221881130909609,-0.0960944500649284
"UEVLD","black",0.735791897013851,0.183252323541386,0.735791897013851,0.0802593344546778,0.0179287732261315,0.307096169989096,0.211502628346939,0.144699573856353,-0.0250742518184224,0.0995383538432146,0.21939858729843,-0.128257399711895
"NCOA2","black",0.734280106877608,0.169498613456681,0.734280106877608,0.086424447273797,0.0291798519859701,0.368341103107191,0.325770136884493,0.0600810022857349,0.0234723460442959,0.106649881752653,0.0682902573843692,-0.159244494942087
"PRIM2B","black",0.731403747832161,0.602565953360317,0.731403747832161,0.107887551490518,-0.1059583094907,0.274626132526678,0.287681707339711,-0.0378737358349197,-0.123476700470409,0.0507659828230201,-0.124359235914044,0.0148725970540572
"B3GNT5","black",0.730502573107228,0.157890622569506,0.730502573107228,0.0202914961329517,0.0419263488172903,0.36934599921523,0.168013891476049,0.0829525930261994,-0.125873747522823,0.00157502204471269,0.320612678736849,0.00241884003070841
"CD164","black",0.729060064171291,0.192209387165016,0.729060064171291,-0.0782612136439696,-0.0601044180849426,0.393916095757332,0.0901521153144568,0.109878845408514,-0.163069130646371,0.0518934790935453,0.396347357892125,0.0959128189825713
"CANX","black",0.728450105523395,0.26088574394257,0.728450105523395,-0.0517234644611173,-0.253583182690306,0.156439945744892,0.0575136400095198,0.0244157590975787,0.0252976018491721,0.112802296706334,-0.0878829631007459,0.0277141493683317
