"gene_symbol","module","kME_own","kME_red","kME_midnightblue","kME_pink","kME_purple","kME_cyan","kME_blue","kME_greenyellow","kME_lightgreen","kME_magenta","kME_lightyellow","kME_lightcyan","kME_turquoise","kME_green","kME_grey60","kME_tan","kME_grey","kME_black","kME_salmon","kME_brown","kME_yellow"
"NAA50","black",0.835529325589356,0.0268908947340648,-0.400540209970357,-0.129343087734157,0.104696230321269,0.492343600663207,0.524935936621712,0.303725243410623,0.139875222750888,-0.0175117653017544,0.128223313818421,-0.0223453782849725,-0.177661030805556,-0.0343075260625762,0.0555387626322348,0.158952656101916,-0.22198588544506,0.835529325589356,0.48236327472695,0.644644280645777,0.161132219259944
"DDX3X","black",0.832945207097945,-0.0272986221352847,-0.406946526911618,-0.224450288930844,-0.0267955402724157,0.2329269419444,0.300111369382031,0.122320786376492,0.0906401648501322,-0.0863027430531811,0.066629412153583,0.0424921429216428,0.026023152945196,0.123223172449424,0.118164898601211,0.144465308184156,-0.169075663433281,0.832945207097945,0.623831994117206,0.321628605961351,-0.00331682941937436
"ACTR2","black",0.829170333023436,0.0823308443251234,-0.331278202061515,-0.167279371163059,-0.11673877646453,0.215339490911053,0.215055656888565,0.101260235952727,0.0132382277999645,-0.0222036975213086,-0.00560231262659425,0.114730219622122,-0.00727331974478119,0.109397876792424,0.0723943092274902,0.0699403040610497,-0.256505685838418,0.829170333023436,0.559899471458476,0.232768875703446,-0.0751667996213713
"CTDSPL2","black",0.821985339526367,-0.00714134258671358,-0.522342706356387,-0.201901533104069,0.0213164495103483,0.31612103285666,0.434160246060823,0.125565326401074,0.0370709432598069,-0.157475259521003,-0.03494163364441,0.00461268054395643,-0.00893959760729309,0.116431998960384,0.110076223265858,0.210208336702282,-0.179314061103396,0.821985339526367,0.549022524260143,0.438431103045851,0.00193379753038881
"C5orf22","black",0.821700645678988,0.130580231051893,-0.465345658939111,-0.295515265893184,-0.0606481885206155,0.313623226869371,0.345914104789534,0.0963861683329675,0.0534510353911966,-0.085566966771984,0.0494183426651712,0.033793195586554,-0.0728270268322711,0.112076142698639,0.113777665388215,0.30566523768562,-0.103634532067699,0.821700645678988,0.685085174252529,0.462036988043155,0.139068906115127
"NUDT21","black",0.819858030697451,0.0331609455955207,-0.430426977927052,-0.13253886896348,0.0465796614104834,0.482542471595994,0.492496865162249,0.369457772665448,0.104767397870449,0.131674282821059,0.177893722183171,0.00196784325876624,-0.152264934145638,-0.03343541112469,0.0702319596515097,0.110982789842529,-0.306881891106647,0.819858030697451,0.498075706848133,0.601038375896948,0.150647033900957
"PCNP","black",0.813786389728612,-0.0705942819361653,-0.470526122509572,-0.0612697665442714,0.23704898711714,0.422043890713162,0.601585918762893,0.36020064183756,0.0259477641194225,-0.102494029624467,-0.0427071592654165,0.0187895733023329,0.0819163918986223,0.119290716060997,0.113328415752526,-0.00156048535404629,-0.355995812512088,0.813786389728612,0.356896135627498,0.411848956827309,-0.173612594914626
"MOB1A","black",0.813265366749649,0.0175356001706603,-0.523285582137358,-0.0151351600121762,0.127851171412234,0.313938677968636,0.464920410108252,0.292642827653359,0.0151623242008519,-0.0418710139120974,-0.0218908846849516,0.0630477526566521,0.0320857563789861,0.142376570411653,0.167417187471057,0.0461387970249524,-0.251335242898239,0.813265366749649,0.516135908286744,0.375888017687862,-0.0788337093676911
"ADAM10","black",0.81178867258649,0.135589898118299,-0.527565791544111,-0.184662320137182,0.2048676078784,0.277620267540345,0.581590072779833,0.163256486773337,-0.00712477927204893,-0.291154224043097,-0.155762496538802,0.0620462385129908,0.074729793758057,0.229783613963502,0.220945511891874,0.239326022390451,-0.0696839401636735,0.81178867258649,0.490353286733166,0.406473063788022,-0.11087412236172
"TMX1","black",0.811287617855905,0.0950285689014865,-0.531440764522915,-0.312409646227398,0.017035999201188,0.390098655235453,0.473041240624337,0.0146297638842858,0.0204162716459782,-0.333833351007614,-0.0584992950226371,0.129931920902239,0.0247307297317769,0.300766397327182,0.281422128057975,0.414796339380687,0.00319154454859272,0.811287617855905,0.633272623245386,0.52921940715441,0.11436420797357
"RAB5A","black",0.809864994053292,0.190017004820987,-0.250885481408237,-0.174576573296342,-0.0658038261660399,0.24361201252024,0.286289979799262,0.122600326108965,-0.0270214670375453,-0.0802779540603074,-0.077732194089756,0.113645278532354,-0.0331523768789731,0.0808724966459752,0.0129720767598522,0.0665243424199167,-0.259849408381609,0.809864994053292,0.464907790009015,0.203934014993531,-0.15982075866008
"DHX9","black",0.808206378257496,-0.0613808669678239,-0.331526369863138,-0.218493856734717,-0.137098748931859,0.279709738510211,0.221639130505279,0.105673405065308,0.134301871557497,0.0175651261534046,0.113631286529438,-0.00691649385551724,-0.0832573244200559,0.0188995993985147,0.0526904998018635,0.168115570451124,-0.180572930934663,0.808206378257496,0.610734637686771,0.41917960705884,0.149289056721226
"YTHDF3","black",0.807889417514806,0.0735251743554529,-0.402211100999219,-0.107401091405233,0.0767671206959793,0.588660640898037,0.401466416229875,0.254235647367497,0.00145239951770495,0.0615557956556113,-0.0129856121893776,0.0930133568246419,0.00143170373789089,0.0701533755256475,0.0801265469696628,0.0199933290198967,-0.344556461794538,0.807889417514806,0.453533963497123,0.337422909733588,-0.0611420386593592
"TMEM30A","black",0.807717243849222,0.181597075360731,-0.423187310037357,-0.192567417463195,0.061821542941104,0.160452802071316,0.397240440854259,-0.0110108657058489,-0.084732006096385,-0.405045587545595,-0.274244494661408,0.185211528160242,0.170306047996989,0.336109401232465,0.224981968726617,0.23555156530823,-0.0443639414594263,0.807717243849222,0.481420711242096,0.221346250192435,-0.222661170079696
"MFAP3","black",0.80638778884708,0.0750324777812852,-0.649788096131569,-0.266313943876299,0.0255703921550205,0.291315494556414,0.444155874363731,0.0657757053737669,0.0541529440237769,-0.20054040498837,-0.0459878496504759,0.0847362296047857,0.111537976123564,0.256634527707396,0.247019822622836,0.373452331274382,-0.0256450684528374,0.80638778884708,0.662889251246854,0.496796152574777,0.118821539224506
"CDC40","black",0.804657092868677,0.0400345583135982,-0.52559129167859,-0.148591601136581,0.132760318702115,0.404523332978309,0.541897434964773,0.214959304108919,0.109626445918834,-0.103846165676622,-0.00404286645953083,0.0150234009491014,-0.0834926305007985,0.132776152623654,0.167532291893548,0.255813648567051,-0.133685890969243,0.804657092868677,0.530308634563614,0.60139575279534,0.123114698457754
"DCUN1D1","black",0.804269367781476,0.0348448931171129,-0.5040739202329,-0.222514906455077,0.0232666062427512,0.352769835993745,0.46089011481233,0.0926422331731345,0.036337730254947,-0.222993502603249,-0.103504923241857,0.0185914530715493,-0.000328528789992143,0.150550601619096,0.163527337681264,0.225398159654898,-0.148838438184068,0.804269367781476,0.523507417269916,0.442075670633706,-0.0152198436180852
"HIPK3","black",0.803783458382628,0.0209979897121007,-0.597104048555484,-0.151785312567796,0.132776428890913,0.321003953674342,0.447006676428801,0.168850732096628,0.0206827751093065,-0.138695199883489,-0.0911522786627626,0.0338981333378183,0.152409076271569,0.19720737263433,0.167658747213296,0.143734120002616,-0.17852859841365,0.803783458382628,0.572583378824486,0.347165343162694,-0.070912889730093
"ATP13A3","black",0.803580165316652,-0.0507446825292206,-0.313687355761239,-0.000926050759972274,0.0941217013769879,0.400491602279007,0.393687719873273,0.343947375220072,0.124916275459682,0.137169940091248,0.0978349769563049,-0.0799189533002261,-0.135662102126167,-0.10302258772116,-0.0456771849117454,-0.0818405519850283,-0.371652871842831,0.803580165316652,0.375300634261586,0.386802471313069,-0.0279894379315529
"ICE2","black",0.802571955266941,-0.0731577299693499,-0.449706401209346,0.0246429974433706,0.194735117522549,0.35545922756576,0.504990462382546,0.271404441976675,0.101860832030631,-0.0930092130545841,0.0232662048196645,-0.0554786862826913,-0.0833750073070357,0.0326458433369606,0.116789698953806,0.0878665807167928,-0.250096649042872,0.802571955266941,0.414692717681058,0.462594211287037,-0.0232284375246164
"CDV3","black",0.801160847092752,0.0390287224156371,-0.360894575587255,-0.316891629728767,-0.106782413168414,0.222830932540116,0.252003857206418,0.0217976130753076,0.0566773626250186,-0.144747466431432,0.0249018864316367,0.14207059473667,0.0262302687447113,0.219480873329399,0.179204487248769,0.274991195942809,-0.0569977457898106,0.801160847092752,0.692096370044586,0.377188943550058,0.134209335629272
"UBXN4","black",0.799563945176192,0.071551009197922,-0.296916985039636,-0.0028085311217237,0.210890404024732,0.351431505097928,0.479532811221982,0.368530113803377,0.0339903921633927,0.0468612615803773,0.0032084561029628,0.0225089422194438,-0.103091689621047,-0.000814939663747719,0.0651794703725282,-0.0421023620574046,-0.327142516206866,0.799563945176192,0.354600015251771,0.327530799660049,-0.145979894855445
"ABCD3","black",0.799012762681088,0.268751225064827,-0.349295508060792,-0.127117807185418,0.0620145189020927,0.398024428010975,0.457400568489138,0.239214024611864,0.0756475446075406,0.00371022499766065,0.0379114012979027,0.0847917409685383,-0.207304585199102,-0.0350596678946264,0.0391576955935271,0.170700325688444,-0.247250495711543,0.799012762681088,0.442956044898825,0.471701870528643,0.0412704840406068
"PSME4","black",0.796084562391437,0.0208560189779948,-0.402310824294261,-0.119469330635255,0.0200581477081229,0.271814754025824,0.351546756531012,0.142638633722649,0.125247652116573,-0.0750918524143797,0.0727215831630016,-0.0800164141590707,-0.097797060369369,-0.00101198090826361,0.079688596087812,0.201815214138888,-0.0918852290477305,0.796084562391437,0.555065631661404,0.47828834146869,0.124274247075933
"SUPT16H","black",0.796083801691826,-0.017572388065478,-0.367798371445411,-0.202443558226875,-0.0352694210673673,0.274113415130919,0.274892621990587,0.0334426713656118,0.0977833676883118,-0.121112222405874,0.0430704656116064,0.00933000468413007,-0.0725526005467484,0.085091818637671,0.126914524785923,0.264719903373646,-0.0566286448197007,0.796083801691826,0.628972046229445,0.456960475633706,0.174258733895018
"CDC5L","black",0.792623612632284,-0.0378531666996849,-0.425768393131413,-0.120365274279025,0.0244337521604888,0.415419284863644,0.434620131019174,0.272029318085559,0.0840399407691639,0.000226017819426256,0.0490253855112469,-0.054405258097291,-0.0854575960531551,0.000506334825631048,0.051668504458906,0.0893159547848441,-0.29448988743531,0.792623612632284,0.444563654705333,0.471767722037059,0.027447294087117
"MFN1","black",0.792085469745934,0.125250270426812,-0.417896424249253,-0.0926892836947824,0.186953141134017,0.421645890883507,0.544467067686856,0.240250051615661,0.062638769969428,-0.111592937511951,-0.0435491940537037,0.0124401340503567,-0.14016148823797,0.0197013475208249,0.119399695707785,0.116908923959802,-0.203713290550591,0.792085469745934,0.39215617935082,0.498881464635807,-0.0225951868482319
"BZW1","black",0.790754282367636,0.0851863223984259,-0.435060631493724,-0.172592532915869,0.0515661119876173,0.307308067485282,0.483852217083233,0.118972895874873,0.0232161153750879,-0.244791812635549,-0.116820636938246,0.0282109204193285,0.0378417424203335,0.130649119877156,0.089220892830352,0.196366596077707,-0.124968729694183,0.790754282367636,0.411314007417603,0.421188470346805,-0.0721156395801445
"NMD3","black",0.786187241056793,-0.0168751172718617,-0.484261858776263,-0.0933351263387008,0.182193630883314,0.442398438078322,0.613587633251746,0.253676796735612,0.00756665081667521,-0.199294141368833,-0.0926183301484905,-0.0769441785460115,-0.0569026131905625,0.0165242675060977,0.0555381317673215,0.10036538129455,-0.220422487402148,0.786187241056793,0.353276732096585,0.498325344159247,-0.0947129801799639
"G3BP1","black",0.784045249832676,0.0906972244861098,-0.363345349388744,-0.0473051706243199,0.120240932960131,0.312197447196768,0.396164997766858,0.275558174562295,0.0379917592331815,0.0155862566889551,0.0230072586860368,-0.0407244400736959,-0.129765977839759,-0.0601997122875334,0.014253722397318,0.0648242414923522,-0.212778581642184,0.784045249832676,0.49094235482276,0.34622732889072,-0.0167448769784541
"AFF4","black",0.783635434322618,0.0904313290318907,-0.410101948085265,-0.070594129266137,0.0855569332097487,0.218819631415328,0.368601306838388,0.138847899733011,-0.016500752101711,-0.0993004638233386,-0.0779468185380325,0.0112780076061434,0.0271841886797066,0.086616175827667,0.115948638066481,0.108941064600535,-0.147858764706726,0.783635434322618,0.485198626910748,0.29302499578777,-0.0813726673816097
"TMOD3","black",0.781996460351403,0.178436632142656,-0.55072328417444,-0.181474893832588,0.106761809063265,0.228517044501972,0.478782171207395,0.00894421822643527,-0.0227506506630745,-0.348205733349582,-0.154075618909325,0.0862557941785358,0.0525195373164557,0.261507957591169,0.25562675766589,0.390090612147258,0.098565935588883,0.781996460351403,0.612213431362219,0.446646575581917,0.0411355975592536
"SEC23IP","black",0.780538110320269,0.0956245294680941,-0.403830810011714,-0.263049860836992,-0.00706910753602571,0.274737307668598,0.379561119198518,0.060767927061891,0.0475822901356916,-0.211840485528453,0.00071437303274529,0.0121050255078093,-0.033022965595595,0.125216473063334,0.117941716694103,0.327937014589755,-0.012772274017695,0.780538110320269,0.597045069829666,0.46225953297131,0.119767140184699
"TMED5","black",0.779944616340057,0.195494353952829,-0.415584281896916,-0.222227571643763,0.0636395317214793,0.4338217947047,0.515930611264239,0.169613759000514,0.0507524235919807,-0.136239974128489,-0.00511916830547995,0.146269045173593,-0.0843914876881835,0.147138415575506,0.155338070377006,0.281380445066219,-0.126902977050226,0.779944616340057,0.474502752133866,0.552273873349534,0.0933826478129179
"WTH3DI","black",0.779737663763114,0.0113037247494532,-0.410566243841285,-0.216537624721538,-0.0683884815094526,0.284348662271897,0.250956552550491,0.152468504701158,0.0711731748375217,0.0400053671905034,0.120633445435813,0.00592422792873429,-0.103394778027894,0.0116899805115565,0.0401165540493177,0.129595578838663,-0.195583371565208,0.779737663763114,0.591246661045947,0.381205297599587,0.106797199068223
"SPTLC1","black",0.779395926136008,0.16782828083813,-0.351847337881541,-0.142333625684931,0.0307762411411628,0.296671791102283,0.36588705788043,0.231178957882874,0.0812695181542919,-0.0209677745830926,0.0178474542665828,0.0426919570249999,-0.136228644444426,0.0175041499818979,0.05643589434395,0.0980392001309817,-0.23854455095062,0.779395926136008,0.458739177644122,0.336172216619671,-0.0439702972544546
"ZNF644","black",0.77832914417894,0.0796406171065429,-0.501598330348373,0.0140796276235105,0.254524694166,0.472299662603759,0.634215496523075,0.359041618546508,-0.0211799718760198,-0.0328718809206392,-0.0467795171405289,-0.0165611510810602,-0.098443613096567,-0.0243105657780878,0.0597742826524694,-0.00344325189648448,-0.349632294052312,0.77832914417894,0.335710404631239,0.442796117398829,-0.126231915959952
"FYTTD1","black",0.778267100665852,-0.0493090711315381,-0.478381289945303,-0.14578764538088,0.118614074511077,0.349218100911973,0.495696760861411,0.169183745757472,0.0127932738892913,-0.26285166436317,-0.108343724458218,0.107060884617662,0.21976607438884,0.301586873405386,0.23432661362746,0.113765674667266,-0.203244978150455,0.778267100665852,0.38673882972335,0.344449697617693,-0.159909971081779
"ATF2","black",0.77807042292507,-0.0534542388646632,-0.430652235646332,-0.201426079024013,0.0269993382927661,0.267665783048491,0.370294025127351,0.136067270369613,-0.0660355853479947,-0.126271810811852,-0.0911689861682649,0.0429337080497101,0.0956305134894717,0.150736969556593,0.118205229516635,0.100295629951242,-0.198246117508973,0.77807042292507,0.527493723415417,0.282757933693465,-0.0923361547928917
"TWF1","black",0.77681805182485,0.221449991600443,-0.24419344343019,-0.0237940785961583,0.0997762380531576,0.301223810038082,0.482880656083795,0.294356467259221,0.0113155027998987,-0.091938753142021,-0.00716516100499894,0.0484654136304973,-0.174767358658353,-0.0320828581122107,0.0544365238019303,0.0300182536566514,-0.258735538838668,0.77681805182485,0.269086942165796,0.347097800816949,-0.167540198997145
"SPAST","black",0.776445767020808,-0.0298843031348593,-0.560280958018601,-0.0753469581643171,0.175345724499607,0.419929392367322,0.55005097635744,0.396291902626085,0.138565925894705,0.112642918359678,0.121142552638924,-0.000704499383006706,-0.0449045732935292,0.0461976679742803,0.111823447965882,0.101696292882191,-0.26303341427236,0.776445767020808,0.52133736953852,0.523779309246547,0.0803163350427865
"MARCH7","black",0.776430216563048,0.0292400968631641,-0.471861081285776,0.0231652436712883,0.301144276328209,0.466228298491965,0.675571415228725,0.403526455811823,-0.00544813890866373,-0.0674391706969727,-0.123895888150401,-0.00514059793373668,-0.00329895725268882,0.0497637013577342,0.0903424224608191,-0.0378557132330882,-0.38068521818001,0.776430216563048,0.236073281671209,0.416750423871983,-0.226285112710324
"CPD","black",0.776025956170734,0.110727485365282,-0.318779999731147,-0.143519753526522,0.0233946780287463,0.263561267743523,0.367666179539001,0.138468899711666,0.0310063358532257,-0.101916463855695,-0.00717492401585776,-0.022347490847185,-0.0649350424381779,0.00622646875979614,0.0038720367285119,0.124309489498713,-0.14355034318668,0.776025956170734,0.437396130856481,0.358137958560569,-0.0285729161027825
"SLC30A5","black",0.772947967295892,0.181504921135076,-0.294252324760336,-0.247651600526954,0.0253932863081473,0.337990790292809,0.452969157768617,0.200265031423805,0.0681004141968474,-0.135275626688614,0.0305640168525372,0.0248705691876028,-0.0894237514381365,0.0499314213381368,0.0783683887711624,0.256411998629145,-0.10325237561627,0.772947967295892,0.486421243822899,0.442667134912878,0.0458799333212891
"TSN","black",0.772773246270072,-0.0577913698870289,-0.424657094201584,-0.246504917700518,-0.0222991234298132,0.435984108025908,0.370947810247692,0.238543757376127,0.215357697704799,0.102759068250954,0.240114036395396,-0.0423326457231571,-0.0925353873677328,0.0316262746357773,0.0827489559490472,0.277890141209737,-0.17267432618105,0.772773246270072,0.636009271150168,0.605022461500626,0.296162471899527
"SNAP23","black",0.771976113004136,0.198186974340345,-0.421586461611767,-0.270909195852083,-0.0786954595216694,0.169926705459075,0.303076502787514,-0.00687092012283765,-0.0611983195993977,-0.259301416680094,-0.142084483178783,0.155728331787601,0.0888517470348462,0.257934830396917,0.169764593190442,0.262159725860574,-0.0953699720138921,0.771976113004136,0.588272904423887,0.208178214994635,-0.133027730008332
"EML4","black",0.769024928446641,0.0650003691060071,-0.336326406987576,-0.00990093962419222,0.176277275628164,0.385564080114559,0.44652610166646,0.363320104867753,0.105157789652509,0.0936890782230084,0.0735220212247751,-0.0617508592806143,-0.179090818566489,-0.0739302867536504,0.0209444629892909,-0.00208256306288284,-0.308291944682009,0.769024928446641,0.411038350435468,0.391335926768174,-0.0269932672376957
"ARHGAP5","black",0.768341772220146,0.143009497709285,-0.452229019021632,-0.0453746507988089,0.201202328046858,0.350918846940001,0.573708090126313,0.205979060684361,-0.0232244955554203,-0.20832513817541,-0.131971407891155,-0.0107809472430422,-0.0963009668429626,0.0205839542234223,0.0928800478723788,0.101458992629195,-0.175735677458718,0.768341772220146,0.317009342349742,0.390589444107438,-0.15436730216859
"ZMYND11","black",0.766414762292191,-0.00926592313124117,-0.476648159024486,-0.0384093371547465,0.192682906455791,0.400093291499759,0.555636901515472,0.313088490622994,0.0580561986382349,-0.0645786123751477,-0.0539348603297515,-0.0132281046888876,0.0808992869057049,0.0605864160285407,0.0137818806056154,0.0382817889459864,-0.369452972867638,0.766414762292191,0.350956935421537,0.384791436459999,-0.14450766684413
"FOPNL","black",0.765792204194191,-0.0302698019597338,-0.364556533591357,-0.0956486086799491,-0.000747699463504967,0.479929359613369,0.399458352857304,0.322096984162163,0.085354248339767,0.174434334054276,0.190612504228432,-0.0808129612701368,-0.24029757341242,-0.131919776479085,-0.0436768178237102,0.0663387245932696,-0.305543925351128,0.765792204194191,0.502879026660657,0.54116817259777,0.172453771159284
"SLC39A9","black",0.764953212415786,0.167761165757279,-0.377703648047108,-0.342229193274838,-0.193527037013943,0.233539413432461,0.208630179251765,-0.0446079942139415,0.0779193959687017,-0.118161839459908,0.0304109896215869,0.0851687345458667,-0.104094701513587,0.0964664059554387,0.0556490598261734,0.36739877839679,-0.0287191898718487,0.764953212415786,0.701508421516582,0.402901163350753,0.173346183541017
"FAR1","black",0.763392902721649,0.189161016821018,-0.545867848757105,0.0195077479582192,0.343987544678891,0.405067901682228,0.692671827756174,0.329196719405934,0.0417800148951086,-0.132957772286079,-0.0337580930292965,0.0191096141542157,-0.149907707004218,0.0166600675909373,0.14619787107753,0.112370991589806,-0.208052706764871,0.763392902721649,0.318286441854854,0.595257425685513,-0.0379227479844903
"KLF3","black",0.763387259646346,0.387323820183624,-0.363449981691446,-0.113524913615005,0.169181894313988,0.310712103470217,0.438590515721339,0.243839086938104,-0.00985893331570069,-0.0238231743238881,-0.0508561555567652,0.0566406102757397,-0.135614480432294,0.00563817033883335,0.0832282579503822,0.160802844239301,-0.109173049016686,0.763387259646346,0.468053400339969,0.335504784362504,-0.0488035990056608
"CAPN7","black",0.763092046401829,0.0513757315740199,-0.389533552716682,0.00847828541116777,0.245946882480843,0.433780283514664,0.605789467699832,0.462796876411786,0.10893030788011,0.108220477702493,0.0686428648592967,-0.0814647671825421,-0.10406098342333,-0.0855430987313738,-0.0434624831488373,-0.0175657198723438,-0.419882486664228,0.763092046401829,0.287507707333544,0.453341913467266,-0.0825624793141869
"RNGTT","black",0.762192034123221,-0.00199125770152016,-0.535932445553223,-0.25146909541367,0.0306535904561425,0.352218886611901,0.447325122647034,0.109268415926748,0.12710744755414,-0.156968990894735,0.0273615821691921,0.0662587373507727,-0.0346578253757312,0.196376188422086,0.171694489932362,0.356817210686473,-0.0243481683239491,0.762192034123221,0.566263264991988,0.614779462423871,0.213095089130346
"RC3H2","black",0.762136533200697,-0.0205815781783068,-0.469819418727947,-0.0732056177651771,0.189653110436083,0.396294443220646,0.475604466446249,0.261355096586869,-0.00434112260357157,-0.0583620253764581,0.0276500353715439,-0.0225146862387235,-0.00484872742364792,0.0662070470986159,0.110152060723638,0.0502624250451857,-0.24362520047944,0.762136533200697,0.45004402714855,0.392988140146026,-0.0519005607163197
"ARFIP1","black",0.760322128115619,0.293143604793192,-0.242014504438232,-0.0858024056464466,0.0446710833916034,0.327966783472235,0.397877955916307,0.258002092110423,-0.02217655120843,0.0382380003819158,-0.0589038851738711,0.0798947763167797,-0.198928388138662,-0.0730359430282535,-0.0208722309525143,-0.00379034648218622,-0.356097936165206,0.760322128115619,0.345902721443571,0.255569294220301,-0.175859904523163
"CERS6","black",0.759247527445024,0.178838426357376,-0.32401919580502,-0.0375249591863349,0.0992097916092252,0.355494540270009,0.40104328066617,0.360826572766794,0.0768832486557152,0.135790450248523,0.0908663687301683,-0.0555114103029127,-0.221257652014129,-0.136256256639639,-0.0219458462947991,0.03002902161434,-0.275383474987404,0.759247527445024,0.436387952158776,0.371707034409825,-0.00507870205700714
"PAFAH1B1","black",0.758731673658531,0.105936830962997,-0.439167894960266,-0.154117254158188,0.0985166052587122,0.167181112218678,0.43703647482502,0.144771016819236,0.0084717411024253,-0.226699770726874,-0.117922645950581,0.154745686686826,0.168225501734911,0.245544110822902,0.172902698104218,0.220552700667337,-0.150229742057202,0.758731673658531,0.448475004761908,0.243980692717297,-0.17229961048961
"C2orf49","black",0.758614063088558,-0.0388384741204681,-0.455937152405892,0.0262899445693081,0.244465253554883,0.404647404838509,0.489142537536203,0.390166639428978,0.070593576327097,0.119346016454275,0.0439921814737259,-0.0685393317729072,-0.0532801266159888,-0.048966346777914,0.00846524065118645,-0.0256338980012818,-0.341099020106281,0.758614063088558,0.40181602398813,0.397356816486534,-0.0453815718986465
"GPD2","black",0.756701433144922,0.330385429445004,-0.424959214949256,-0.159998911804574,0.0450948995694537,0.298957278924545,0.418320446621876,0.100255491691503,-0.0175583497012331,-0.17122021409937,-0.0271439146815135,0.0759148794147024,-0.167393373888797,0.12450363098958,0.250657666593359,0.298912118781887,0.0268078980486609,0.756701433144922,0.507635288067288,0.436182707082402,0.0537683022540369
