"","tumor_status","age_at_diagnosis","os_event","rfs_event","dataset_validation","dataset_Non.Tumoral","sex_Female","tumor_location_proximal","molecular_subtype_C1","molecular_subtype_C2","molecular_subtype_C3","molecular_subtype_C6","molecular_subtype_C4","mmr_status_dMMR","cimp_status_X.","cin_status_X.","macrophage_core_marker_score"
"MEmagenta",-0.452954695071595,0.0250391336967816,-0.118305771709732,-0.0911615208512635,-0.0365312616924163,0.452954695071595,-0.000404785688836012,0.160999494889919,-0.100264568906169,0.240040965333846,0.451774040530131,0.313450234307787,-0.313016627888538,0.221107348144709,0.13983732479788,0.259565921422371,-0.0580550530646563
"MEgreenyellow",-0.590197154937099,-0.0446525771295486,-0.0866931722381812,-0.0528702581493773,-0.0438360819216673,0.590197154937099,-0.0499559007700941,-0.146614124168593,0.146482111841687,-0.19780190841998,0.143275868080806,0.525669420342405,-0.386931650485346,-0.126042967165727,-0.197567400647722,-0.0229782604220221,-0.119251593092429
"MEsalmon",-0.163487271731112,-0.0394773506575703,-0.0977207141763382,-0.112066635539053,0.0328048028778578,0.163487271731112,0.0666861603929697,0.257207293783081,-0.093859986012632,0.519168062632545,0.148897853229346,-0.103137627464236,-0.153618670585446,0.535893564667467,0.312611249050608,0.421635994820717,0.127137189354955
"MEdarkgreen",-0.491573591420579,0.0182590225403086,-0.0208576948084633,-0.054485765366555,0.00391090761076744,0.491573591420579,0.0344051415654535,0.244243300077523,-0.331171780820194,0.505347343027829,0.07915513544152,0.291264809247384,0.0989608838952001,0.437530360864641,0.348263185395611,0.379234106345347,0.419512573960081
"MElightgreen",-0.218541608086253,-0.039281894262793,-0.035206990060576,-0.0828360659020597,-0.00295550672248206,0.218541608086253,0.0090268384548727,0.0811175244785183,-0.0498285164622187,0.109807911740541,0.0157618107878884,0.26096758643929,0.0958204822163459,0.0949312359990499,0.0858772169887264,0.148154740137593,0.511750702322491
"MEturquoise",0.136079122984114,-0.0552358600935459,0.0976814786822162,0.12078635203527,0.131681766418443,-0.136079122984114,0.00641627189037691,0.0723453046094742,-0.350179080911566,0.0650795282102967,-0.384513147782125,0.051570397505209,0.61644792539698,0.117613643395002,0.0789451998577425,0.0366192293965876,0.616603934161097
"MEblack",-0.0504364685035423,-0.0491593490999304,0.0150264963884572,-0.017276702362119,0.0764268808997848,0.0504364685035423,0.0269475660109408,0.218793480185575,-0.336535561705393,0.377977462238521,-0.209742006996524,0.0355556484855139,0.420280967197767,0.370137620514487,0.310732785666705,0.216208516896238,0.921812394211544
"MElightyellow",0.018405577128374,0.0386021847873561,-0.0614711933131661,-0.108886348434897,0.0117405562583691,-0.018405577128374,0.0344463637506634,0.244587207267844,-0.25864630806846,0.442762477847634,-0.129464699955086,-0.0639978099489429,0.160119202570232,0.388525693230506,0.337075582582855,0.234422503210365,0.539479215741052
"MEroyalblue",0.0953003272096472,-0.0208852530498303,-0.0488797856807551,-0.00125626146626831,-0.0488273826022857,-0.0953003272096472,-0.0249139989750721,-0.0808406665282031,0.0696541870445785,-0.14047762482836,0.0704450980012969,0.168908849518518,-0.108877249339666,-0.211051105252189,-0.108680747999238,-0.20714384749086,-0.0566149440385557
"MEdarkred",0.262674082201501,0.00282637525606483,-0.0711860761158016,-0.038991453759581,0.00416736914350855,-0.262674082201501,-0.0112497599785454,-0.0306507761277058,0.206684129240956,-0.0468968988286159,-0.062247999462273,-0.159711887814827,-0.112657572429688,-0.0215973696334039,-0.0526337889359117,-0.0761410145359334,-0.12746411358322
"MEmidnightblue",0.346123379094316,0.0123007057128023,-0.0356935510756468,0.0385643819116909,0.0415899018840841,-0.346123379094316,0.0271471201293832,-0.0207679116805153,0.0516457163754634,-0.0371315434811023,-0.0213460345276657,-0.0321779870527708,-0.0303535575587734,0.0566659280431182,-0.0628105304057825,0.00049742814523871,-0.080179214796329
"MEbrown",0.402303058125029,-0.0310271577185155,-0.0878638957232744,-0.0727895141390459,0.049862684161623,-0.402303058125029,0.0692268436946655,0.0325021983330349,0.159888003539538,0.249827438130264,-0.0112481666233335,-0.228079107756862,-0.259480552041959,0.24420303294431,0.109861222328151,0.106396608418696,-0.145622985551343
