"","tumor_status","age_at_diagnosis","os_event","rfs_event","dataset_validation","dataset_Non.Tumoral","sex_Female","tumor_location_proximal","molecular_subtype_C1","molecular_subtype_C2","molecular_subtype_C3","molecular_subtype_C6","molecular_subtype_C4","mmr_status_dMMR","cimp_status_X.","cin_status_X.","macrophage_core_marker_score"
"MEmagenta",4.52486686159883e-30,0.763852136767977,0.0960046400658554,0.127478295493502,0.715385051822472,4.52486686159883e-30,0.992205175071535,0.000259599286827476,0.0288158944787896,1.61541613858542e-08,1.78977540684443e-28,1.66960808050948e-13,1.36503614209664e-13,5.11729431732623e-07,0.00299534793260532,2.78457538038628e-08,0.18620398724521
"MEgreenyellow",7.54273812310446e-55,0.595258601531456,0.162918489050414,0.454315125270047,0.715385051822472,7.54273812310446e-55,0.718359812505698,0.000935726647077936,0.000944254643145608,4.2242692876257e-06,0.00197708804064872,3.43995412687925e-40,8.64085086811001e-21,0.00544850391972529,1.5966664786913e-05,0.67668673097069,0.00501002916191274
"MEsalmon",0.000104299319446817,0.595258601531456,0.137303046625661,0.0662403060300443,0.715385051822472,0.000104299319446817,0.718359812505698,3.20315044433989e-09,0.0401488845028446,2.42712173658876e-39,0.00138912316621088,0.0238521513029875,0.000596573943522879,7.84580772924214e-40,2.36798656590261e-12,4.11098190978243e-21,0.00283697929873628
"MEdarkgreen",7.06872869145264e-36,0.763852136767977,0.834055776995059,0.454315125270047,0.943133979531325,7.06872869145264e-36,0.718359812505698,1.00976490646574e-08,3.25932428067523e-15,3.73132347053437e-37,0.109711574965964,8.65110977947637e-12,0.0291124137739481,1.31553780912404e-25,4.94266792096377e-15,4.92309783863781e-17,8.93783790800559e-26
"MElightgreen",2.05407281409222e-07,0.595258601531456,0.673162328726119,0.173396071760151,0.943133979531325,2.05407281409222e-07,0.910285536204574,0.0748951089530096,0.247848121248432,0.0109200116265264,0.780240498409289,1.2724829907034e-09,0.0331710013821682,0.0341904165474864,0.0671706947036678,0.00223741730207671,1.27544726665049e-39
"MEturquoise",0.00133114151739123,0.595258601531456,0.137303046625661,0.0662403060300443,0.0310781619906776,0.00133114151739123,0.918691512655661,0.111271801260873,9.90994382478324e-17,0.141242235079782,2.41962310337644e-20,0.255402208407787,3.3904597577192e-59,0.00889369837343322,0.090467484373935,0.489739782603605,1.62312936868345e-61
"MEblack",0.258442772443845,0.595258601531456,0.862562100089413,0.778227956130838,0.71179071861991,0.258442772443845,0.718359812505698,3.4782103786497e-07,1.37292996312622e-15,5.095763377206e-20,2.62817087104598e-06,0.438356489865134,1.37198638471772e-24,3.33215955020772e-18,2.65398393820049e-12,4.67386481303776e-06,8.87205427838715e-241
"MElightyellow",0.656856788554984,0.595258601531456,0.383852671570103,0.0662403060300443,0.943133979531325,0.656856788554984,0.718359812505698,1.00976490646574e-08,1.84826409220334e-09,7.82585800594602e-28,0.00557417231203958,0.166064697622821,0.00035868231032943,5.12088156482369e-20,3.1305684460151e-14,6.24483435470791e-07,1.27961642856655e-44
"MEroyalblue",0.0273683926310661,0.763852136767977,0.528581702460771,0.976041303200658,0.715385051822472,0.0273683926310661,0.718359812505698,0.0748951089530096,0.134514219600531,0.00126389148423149,0.159192364682186,0.000131418928656705,0.0190697742945422,1.64104365424171e-06,0.023325760335183,1.13130526892075e-05,0.188615160823779
"MEdarkred",3.43935721868416e-10,0.945661260589736,0.273463610859836,0.522705148812725,0.943133979531325,3.43935721868416e-10,0.910093187949372,0.532762806277874,2.21601851860842e-06,0.277974909898831,0.21861228642429,0.000298649511614929,0.0160605142903525,0.617845523569433,0.245172469295748,0.123354905793337,0.00283697929873628
"MEmidnightblue",2.90479198718432e-17,0.843420274880153,0.673162328726119,0.522705148812725,0.715385051822472,2.90479198718432e-17,0.718359812505698,0.647620654150847,0.241890414929371,0.377918183188134,0.74838362997534,0.466023891376722,0.471091856181277,0.209252268308026,0.179988646046343,0.991318336217062,0.0642799917895338
"MEbrown",1.99340404567119e-23,0.713792622605861,0.162918489050414,0.255936765674903,0.715385051822472,1.99340404567119e-23,0.718359812505698,0.529772667586276,0.000326150065590542,4.10172111521171e-09,0.827047425961206,1.50190922610442e-07,1.34742426726724e-09,2.49218758049181e-08,0.023325760335183,0.0287390905595196,0.000644511347928618
