analysis_category,category,term,description,number_of_genes,number_of_genes_in_background,inputGenes,preferredNames,p_value,fdr,p_value_numeric,fdr_numeric,significant_fdr_lt_0_05
GO_MF,Function,GO:0005515,Protein binding,78,7242,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000231509', '9606.ENSP00000239223', '9606.ENSP00000241052', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000262768', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000263734', '9606.ENSP00000264657', '9606.ENSP00000265131', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000297185', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000301455', '9606.ENSP00000304592', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000314897', '9606.ENSP00000323036', '9606.ENSP00000325120', '9606.ENSP00000330393', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000348838', '9606.ENSP00000350512', '9606.ENSP00000351022', '9606.ENSP00000352608', '9606.ENSP00000352798', '9606.ENSP00000355231', '9606.ENSP00000356954', '9606.ENSP00000357643', '9606.ENSP00000358513', '9606.ENSP00000360293', '9606.ENSP00000361405', '9606.ENSP00000363641', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000372295', '9606.ENSP00000374455', '9606.ENSP00000377192', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000389814', '9606.ENSP00000391269', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000416293', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000451828', '9606.ENSP00000454071', '9606.ENSP00000483300', '9606.ENSP00000498466', '9606.ENSP00000498939']","['GRN', 'SIRT1', 'TIMP1', 'MMP2', 'IFNG', 'IL4', 'IL5', 'NR3C1', 'DUSP1', 'CAT', 'INHBA', 'CCR7', 'TIMP2', 'IL1A', 'IL1B', 'EPAS1', 'STAT3', 'TNC', 'TP53', 'IL18', 'PPARG', 'WNT4', 'ACE', 'HSPA9', 'NOS3', 'STAT6', 'ANGPTL4', 'FASN', 'IL13', 'CEBPB', 'PPARD', 'ANGPT2', 'ACPP', 'PGR', 'LEPR', 'NR1I2', 'ATF4', 'NLRP3', 'GATA2', 'SREBF1', 'UBE2C', 'COPS5', 'TPM1', 'RYR1', 'COL18A1', 'BECN1', 'CCN2', 'MKI67', 'CNR1', 'SORBS1', 'MMP9', 'TXN', 'AR', 'BMP2', 'IL33', 'GJB2', 'SQSTM1', 'G6PD', 'NFE2L2', 'RELA', 'PPARA', 'IL6', 'CXCR4', 'ADIPOQ', 'RBFOX1', 'TNF', 'AGTR1', 'ESR1', 'CD36', 'SLC2A1', 'RXRA', 'CEBPA', 'NR4A1', 'AKT1', 'LDLR', 'ACACA', 'FAS', 'CYP3A4']",6.37e-19,3.14e-15,6.37e-19,3.14e-15,True
GO_MF,Function,GO:0004879,Nuclear receptor activity,12,53,"['9606.ENSP00000231509', '9606.ENSP00000264657', '9606.ENSP00000287820', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000336528', '9606.ENSP00000348069', '9606.ENSP00000363822', '9606.ENSP00000385523', '9606.ENSP00000405330', '9606.ENSP00000419692', '9606.ENSP00000440864']","['NR3C1', 'STAT3', 'PPARG', 'PPARD', 'PGR', 'NR1I2', 'SREBF1', 'AR', 'PPARA', 'ESR1', 'RXRA', 'NR4A1']",2.71e-16,6.69e-13,2.71e-16,6.69e-13,True
GO_MF,Function,GO:0005488,Binding,94,12838,"['9606.ENSP00000053867', '9606.ENSP00000075120', '9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000221130', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000231509', '9606.ENSP00000239223', '9606.ENSP00000241052', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000257940', '9606.ENSP00000261170', '9606.ENSP00000262768', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000263734', '9606.ENSP00000264246', '9606.ENSP00000264657', '9606.ENSP00000265131', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000287936', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000292427', '9606.ENSP00000295834', '9606.ENSP00000297185', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000301455', '9606.ENSP00000304592', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000314897', '9606.ENSP00000323036', '9606.ENSP00000325120', '9606.ENSP00000330393', '9606.ENSP00000332049', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000339787', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000348838', '9606.ENSP00000349078', '9606.ENSP00000350512', '9606.ENSP00000351022', '9606.ENSP00000352608', '9606.ENSP00000352798', '9606.ENSP00000354032', '9606.ENSP00000355231', '9606.ENSP00000356954', '9606.ENSP00000357643', '9606.ENSP00000358513', '9606.ENSP00000358903', '9606.ENSP00000360293', '9606.ENSP00000361405', '9606.ENSP00000363512', '9606.ENSP00000363641', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000372191', '9606.ENSP00000372295', '9606.ENSP00000374455', '9606.ENSP00000377192', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000389814', '9606.ENSP00000391269', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000416293', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000451828', '9606.ENSP00000454071', '9606.ENSP00000466259', '9606.ENSP00000483300', '9606.ENSP00000498466', '9606.ENSP00000498939']","['GRN', 'SLC2A3', 'SIRT1', 'TIMP1', 'MMP2', 'GSR', 'IFNG', 'IL4', 'IL5', 'NR3C1', 'DUSP1', 'CAT', 'INHBA', 'CCR7', 'ZC3H10', 'GUCY2C', 'TIMP2', 'IL1A', 'IL1B', 'EPAS1', 'CD80', 'STAT3', 'TNC', 'TP53', 'IL18', 'PPARG', 'HMGCR', 'WNT4', 'ACE', 'CYP11B1', 'FABP1', 'HSPA9', 'NOS3', 'STAT6', 'ANGPTL4', 'FASN', 'IL13', 'CEBPB', 'PPARD', 'ANGPT2', 'ACPP', 'PGR', 'LEPR', 'CD86', 'NR1I2', 'ATF4', 'NLRP3', 'ACSL4', 'GATA2', 'SREBF1', 'UBE2C', 'FDPS', 'COPS5', 'TPM1', 'RYR1', 'COL18A1', 'BSCL2', 'BECN1', 'CCN2', 'MKI67', 'CNR1', 'CYP17A1', 'SORBS1', 'MMP9', 'ALOX5', 'TXN', 'AR', 'BMP2', 'IL33', 'SIRT3', 'GJB2', 'SQSTM1', 'G6PD', 'NFE2L2', 'RELA', 'PPARA', 'IL6', 'CXCR4', 'ADIPOQ', 'RBFOX1', 'TNF', 'AGTR1', 'ESR1', 'CD36', 'SLC2A1', 'RXRA', 'CEBPA', 'NR4A1', 'AKT1', 'LDLR', 'ACLY', 'ACACA', 'FAS', 'CYP3A4']",2.13e-15,2.63e-12,2.13e-15,2.63e-12,True
GO_MF,Function,GO:0005125,Cytokine activity,16,234,"['9606.ENSP00000053867', '9606.ENSP00000218388', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000242208', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000280357', '9606.ENSP00000290167', '9606.ENSP00000304915', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698']","['GRN', 'TIMP1', 'IFNG', 'IL4', 'IL5', 'INHBA', 'IL1A', 'IL1B', 'IL18', 'WNT4', 'IL13', 'BMP2', 'IL33', 'IL6', 'ADIPOQ', 'TNF']",6.98e-14,6.88e-11,6.98e-14,6.88e-11,True
GO_MF,Function,GO:0061629,RNA polymerase II-specific DNA-binding transcription factor binding,18,353,"['9606.ENSP00000212015', '9606.ENSP00000263734', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000345681', '9606.ENSP00000363822', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000405330', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864']","['SIRT1', 'EPAS1', 'STAT3', 'TP53', 'PPARG', 'CEBPB', 'PPARD', 'NR1I2', 'ATF4', 'GATA2', 'AR', 'NFE2L2', 'RELA', 'PPARA', 'ESR1', 'RXRA', 'CEBPA', 'NR4A1']",1.95e-13,1.6e-10,1.95e-13,1.6e-10,True
GO_MF,Function,GO:0001221,Transcription coregulator binding,12,114,"['9606.ENSP00000263734', '9606.ENSP00000287820', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000363822', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000405330', '9606.ENSP00000419692']","['EPAS1', 'PPARG', 'PPARD', 'PGR', 'GATA2', 'SREBF1', 'AR', 'NFE2L2', 'RELA', 'PPARA', 'ESR1', 'RXRA']",1.03e-12,7.27e-10,1.03e-12,7.27e-10,True
GO_MF,Function,GO:0008134,Transcription factor binding,21,587,"['9606.ENSP00000212015', '9606.ENSP00000263734', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000363822', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000405330', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864']","['SIRT1', 'EPAS1', 'STAT3', 'TP53', 'PPARG', 'CEBPB', 'PPARD', 'PGR', 'NR1I2', 'ATF4', 'NLRP3', 'GATA2', 'SREBF1', 'AR', 'NFE2L2', 'RELA', 'PPARA', 'ESR1', 'RXRA', 'CEBPA', 'NR4A1']",1.11e-12,7.27e-10,1.11e-12,7.27e-10,True
GO_MF,Function,GO:0140297,DNA-binding transcription factor binding,19,484,"['9606.ENSP00000212015', '9606.ENSP00000263734', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000363822', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000405330', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864']","['SIRT1', 'EPAS1', 'STAT3', 'TP53', 'PPARG', 'CEBPB', 'PPARD', 'NR1I2', 'ATF4', 'NLRP3', 'GATA2', 'AR', 'NFE2L2', 'RELA', 'PPARA', 'ESR1', 'RXRA', 'CEBPA', 'NR4A1']",3.26e-12,1.78e-09,3.26e-12,1.78e-09,True
GO_MF,Function,GO:0042802,Identical protein binding,36,2144,"['9606.ENSP00000212015', '9606.ENSP00000231509', '9606.ENSP00000241052', '9606.ENSP00000242208', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000300134', '9606.ENSP00000301455', '9606.ENSP00000305422', '9606.ENSP00000323036', '9606.ENSP00000325120', '9606.ENSP00000330393', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000351022', '9606.ENSP00000352798', '9606.ENSP00000355231', '9606.ENSP00000358513', '9606.ENSP00000361405', '9606.ENSP00000363641', '9606.ENSP00000372295', '9606.ENSP00000374455', '9606.ENSP00000377192', '9606.ENSP00000384273', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000405330', '9606.ENSP00000416293', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000451828', '9606.ENSP00000454071', '9606.ENSP00000483300', '9606.ENSP00000498466']","['SIRT1', 'NR3C1', 'CAT', 'INHBA', 'STAT3', 'TP53', 'PPARG', 'STAT6', 'ANGPTL4', 'CEBPB', 'ACPP', 'PGR', 'LEPR', 'ATF4', 'NLRP3', 'TPM1', 'COL18A1', 'BECN1', 'CNR1', 'MMP9', 'TXN', 'GJB2', 'SQSTM1', 'G6PD', 'RELA', 'ADIPOQ', 'TNF', 'ESR1', 'SLC2A1', 'RXRA', 'CEBPA', 'NR4A1', 'AKT1', 'LDLR', 'ACACA', 'FAS']",9.97e-12,4.92e-09,9.97e-12,4.92e-09,True
GO_MF,Function,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",18,458,"['9606.ENSP00000231509', '9606.ENSP00000263734', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000300134', '9606.ENSP00000305422', '9606.ENSP00000325120', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000363822', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000405330', '9606.ENSP00000427514', '9606.ENSP00000440864']","['NR3C1', 'EPAS1', 'STAT3', 'TP53', 'STAT6', 'CEBPB', 'PGR', 'NR1I2', 'ATF4', 'GATA2', 'SREBF1', 'AR', 'NFE2L2', 'RELA', 'PPARA', 'ESR1', 'CEBPA', 'NR4A1']",1.28e-11,5.72e-09,1.28e-11,5.72e-09,True
GO_MF,Function,GO:0046914,Transition metal ion binding,25,1104,"['9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000231509', '9606.ENSP00000262768', '9606.ENSP00000263339', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000292427', '9606.ENSP00000297494', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000336528', '9606.ENSP00000345681', '9606.ENSP00000358903', '9606.ENSP00000361405', '9606.ENSP00000363512', '9606.ENSP00000363822', '9606.ENSP00000372191', '9606.ENSP00000374455', '9606.ENSP00000385523', '9606.ENSP00000405330', '9606.ENSP00000419692', '9606.ENSP00000440864', '9606.ENSP00000498939']","['TIMP1', 'MMP2', 'NR3C1', 'TIMP2', 'IL1A', 'TP53', 'PPARG', 'ACE', 'CYP11B1', 'NOS3', 'PPARD', 'PGR', 'NR1I2', 'GATA2', 'CYP17A1', 'MMP9', 'ALOX5', 'AR', 'SIRT3', 'SQSTM1', 'PPARA', 'ESR1', 'RXRA', 'NR4A1', 'CYP3A4']",9.35e-11,3.55e-08,9.35e-11,3.55e-08,True
GO_MF,Function,GO:0019899,Enzyme binding,34,2084,"['9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000231509', '9606.ENSP00000239223', '9606.ENSP00000241052', '9606.ENSP00000262768', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000297185', '9606.ENSP00000300134', '9606.ENSP00000305422', '9606.ENSP00000314897', '9606.ENSP00000325120', '9606.ENSP00000336790', '9606.ENSP00000348069', '9606.ENSP00000348838', '9606.ENSP00000350512', '9606.ENSP00000355231', '9606.ENSP00000363822', '9606.ENSP00000374455', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000386884', '9606.ENSP00000398698', '9606.ENSP00000405330', '9606.ENSP00000416293', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000451828', '9606.ENSP00000454071', '9606.ENSP00000498466', '9606.ENSP00000498939']","['SIRT1', 'TIMP1', 'NR3C1', 'DUSP1', 'CAT', 'TIMP2', 'STAT3', 'TP53', 'PPARG', 'ACE', 'HSPA9', 'STAT6', 'CEBPB', 'ANGPT2', 'PGR', 'ATF4', 'SREBF1', 'UBE2C', 'COPS5', 'BECN1', 'AR', 'SQSTM1', 'RELA', 'PPARA', 'CXCR4', 'TNF', 'ESR1', 'SLC2A1', 'RXRA', 'CEBPA', 'AKT1', 'LDLR', 'FAS', 'CYP3A4']",1.04e-10,3.68e-08,1.04e-10,3.68e-08,True
GO_MF,Function,GO:0001223,Transcription coactivator binding,8,43,"['9606.ENSP00000263734', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000345681', '9606.ENSP00000363822', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000405330']","['EPAS1', 'PPARD', 'PGR', 'GATA2', 'AR', 'RELA', 'PPARA', 'ESR1']",1.22e-10,4.01e-08,1.22e-10,4.01e-08,True
GO_MF,Function,GO:0005102,Signaling receptor binding,28,1499,"['9606.ENSP00000053867', '9606.ENSP00000218388', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000242208', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000301455', '9606.ENSP00000304915', '9606.ENSP00000314897', '9606.ENSP00000325120', '9606.ENSP00000356954', '9606.ENSP00000360293', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000374455', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000415743']","['GRN', 'TIMP1', 'IFNG', 'IL4', 'IL5', 'INHBA', 'IL1A', 'IL1B', 'STAT3', 'TP53', 'IL18', 'WNT4', 'ACE', 'ANGPTL4', 'IL13', 'ANGPT2', 'PGR', 'CCN2', 'SORBS1', 'AR', 'BMP2', 'IL33', 'SQSTM1', 'IL6', 'ADIPOQ', 'TNF', 'AGTR1', 'CD36']",4.18e-10,1.29e-07,4.18e-10,1.29e-07,True
GO_MF,Function,GO:0048018,Receptor ligand activity,17,499,"['9606.ENSP00000053867', '9606.ENSP00000218388', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000242208', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000280357', '9606.ENSP00000290167', '9606.ENSP00000304915', '9606.ENSP00000356954', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698']","['GRN', 'TIMP1', 'IFNG', 'IL4', 'IL5', 'INHBA', 'IL1A', 'IL1B', 'IL18', 'WNT4', 'IL13', 'CCN2', 'BMP2', 'IL33', 'IL6', 'ADIPOQ', 'TNF']",4.25e-10,1.29e-07,4.25e-10,1.29e-07,True
GO_MF,Function,GO:0003707,Nuclear steroid receptor activity,6,25,"['9606.ENSP00000231509', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000385523', '9606.ENSP00000405330', '9606.ENSP00000419692']","['NR3C1', 'PPARD', 'PGR', 'PPARA', 'ESR1', 'RXRA']",7.41e-09,1.83e-06,7.41e-09,1.83e-06,True
GO_MF,Function,GO:0008270,Zinc ion binding,19,827,"['9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000231509', '9606.ENSP00000262768', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000336528', '9606.ENSP00000345681', '9606.ENSP00000361405', '9606.ENSP00000363822', '9606.ENSP00000372191', '9606.ENSP00000374455', '9606.ENSP00000385523', '9606.ENSP00000405330', '9606.ENSP00000419692', '9606.ENSP00000440864']","['TIMP1', 'MMP2', 'NR3C1', 'TIMP2', 'TP53', 'PPARG', 'ACE', 'PPARD', 'PGR', 'NR1I2', 'GATA2', 'MMP9', 'AR', 'SIRT3', 'SQSTM1', 'PPARA', 'ESR1', 'RXRA', 'NR4A1']",1.99e-08,4.66e-06,1.99e-08,4.66e-06,True
GO_MF,Function,GO:0019900,Kinase binding,18,785,"['9606.ENSP00000212015', '9606.ENSP00000231509', '9606.ENSP00000239223', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000290866', '9606.ENSP00000305422', '9606.ENSP00000314897', '9606.ENSP00000336790', '9606.ENSP00000348069', '9606.ENSP00000355231', '9606.ENSP00000374455', '9606.ENSP00000384273', '9606.ENSP00000405330', '9606.ENSP00000416293', '9606.ENSP00000427514', '9606.ENSP00000451828', '9606.ENSP00000498466']","['SIRT1', 'NR3C1', 'DUSP1', 'STAT3', 'TP53', 'ACE', 'CEBPB', 'ANGPT2', 'ATF4', 'SREBF1', 'BECN1', 'SQSTM1', 'RELA', 'ESR1', 'SLC2A1', 'CEBPA', 'AKT1', 'FAS']",5.11e-08,1.14e-05,5.11e-08,1.14e-05,True
GO_MF,Function,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,22,1196,"['9606.ENSP00000212015', '9606.ENSP00000231509', '9606.ENSP00000263734', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000300134', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000363822', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000405330', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864']","['SIRT1', 'NR3C1', 'EPAS1', 'STAT3', 'TP53', 'PPARG', 'STAT6', 'CEBPB', 'PPARD', 'PGR', 'NR1I2', 'ATF4', 'GATA2', 'SREBF1', 'AR', 'NFE2L2', 'RELA', 'PPARA', 'ESR1', 'RXRA', 'CEBPA', 'NR4A1']",6.29e-08,1.35e-05,6.29e-08,1.35e-05,True
GO_MF,Function,GO:0043565,Sequence-specific DNA binding,25,1666,"['9606.ENSP00000212015', '9606.ENSP00000231509', '9606.ENSP00000263734', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000300134', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000363822', '9606.ENSP00000372191', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000398698', '9606.ENSP00000405330', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864']","['SIRT1', 'NR3C1', 'EPAS1', 'STAT3', 'TP53', 'PPARG', 'STAT6', 'CEBPB', 'PPARD', 'PGR', 'NR1I2', 'ATF4', 'NLRP3', 'GATA2', 'SREBF1', 'AR', 'SIRT3', 'NFE2L2', 'RELA', 'PPARA', 'TNF', 'ESR1', 'RXRA', 'CEBPA', 'NR4A1']",3.16e-07,6.23e-05,3.16e-07,6.23e-05,True
GO_MF,Function,GO:0000976,Transcription cis-regulatory region binding,23,1506,"['9606.ENSP00000212015', '9606.ENSP00000231509', '9606.ENSP00000263734', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000300134', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000363822', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000398698', '9606.ENSP00000405330', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864']","['SIRT1', 'NR3C1', 'EPAS1', 'STAT3', 'TP53', 'PPARG', 'STAT6', 'CEBPB', 'PPARD', 'PGR', 'NR1I2', 'ATF4', 'GATA2', 'SREBF1', 'AR', 'NFE2L2', 'RELA', 'PPARA', 'TNF', 'ESR1', 'RXRA', 'CEBPA', 'NR4A1']",7.84e-07,0.00015,7.84e-07,0.00015,True
GO_MF,Function,GO:0005126,Cytokine receptor binding,10,270,"['9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000280357', '9606.ENSP00000304915', '9606.ENSP00000370842', '9606.ENSP00000385675', '9606.ENSP00000398698']","['IFNG', 'IL4', 'IL5', 'IL1A', 'IL1B', 'IL18', 'IL13', 'IL33', 'IL6', 'TNF']",1.06e-06,0.00018,1.06e-06,0.00018,True
GO_MF,Function,GO:0008083,Growth factor activity,8,162,"['9606.ENSP00000053867', '9606.ENSP00000218388', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000242208', '9606.ENSP00000356954', '9606.ENSP00000368104', '9606.ENSP00000385675']","['GRN', 'TIMP1', 'IL4', 'IL5', 'INHBA', 'CCN2', 'BMP2', 'IL6']",1.75e-06,0.00028,1.75e-06,0.00028,True
GO_MF,Function,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",21,1368,"['9606.ENSP00000231509', '9606.ENSP00000263734', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000300134', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000363822', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000405330', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864']","['NR3C1', 'EPAS1', 'STAT3', 'TP53', 'PPARG', 'STAT6', 'CEBPB', 'PPARD', 'PGR', 'NR1I2', 'ATF4', 'GATA2', 'SREBF1', 'AR', 'NFE2L2', 'RELA', 'PPARA', 'ESR1', 'RXRA', 'CEBPA', 'NR4A1']",2.43e-06,0.00038,2.43e-06,0.00038,True
GO_MF,Function,GO:0038023,Signaling receptor activity,22,1489,"['9606.ENSP00000231509', '9606.ENSP00000246657', '9606.ENSP00000261170', '9606.ENSP00000264246', '9606.ENSP00000264657', '9606.ENSP00000287820', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000330393', '9606.ENSP00000332049', '9606.ENSP00000336528', '9606.ENSP00000348069', '9606.ENSP00000358513', '9606.ENSP00000363822', '9606.ENSP00000385523', '9606.ENSP00000386884', '9606.ENSP00000398832', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000419692', '9606.ENSP00000440864', '9606.ENSP00000498466']","['NR3C1', 'CCR7', 'GUCY2C', 'CD80', 'STAT3', 'PPARG', 'PPARD', 'PGR', 'LEPR', 'CD86', 'NR1I2', 'SREBF1', 'CNR1', 'AR', 'PPARA', 'CXCR4', 'AGTR1', 'ESR1', 'CD36', 'RXRA', 'NR4A1', 'FAS']",2.47e-06,0.00038,2.47e-06,0.00038,True
