analysis_category,category,term,description,number_of_genes,number_of_genes_in_background,inputGenes,preferredNames,p_value,fdr,p_value_numeric,fdr_numeric,significant_fdr_lt_0_05
GO_BP,Process,GO:0051247,Positive regulation of protein metabolic process,37,1512,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263341', '9606.ENSP00000264246', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290866', '9606.ENSP00000304915', '9606.ENSP00000330393', '9606.ENSP00000332049', '9606.ENSP00000337383', '9606.ENSP00000348069', '9606.ENSP00000348838', '9606.ENSP00000356954', '9606.ENSP00000361405', '9606.ENSP00000363641', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000374455', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000415743', '9606.ENSP00000427514', '9606.ENSP00000451828', '9606.ENSP00000454071', '9606.ENSP00000498466']","['GRN', 'SIRT1', 'IFNG', 'IL4', 'IL5', 'INHBA', 'CCR7', 'IL1B', 'CD80', 'STAT3', 'TP53', 'IL18', 'PPARG', 'ACE', 'IL13', 'LEPR', 'CD86', 'NLRP3', 'SREBF1', 'UBE2C', 'CCN2', 'MMP9', 'TXN', 'BMP2', 'IL33', 'SQSTM1', 'NFE2L2', 'RELA', 'IL6', 'ADIPOQ', 'TNF', 'AGTR1', 'CD36', 'CEBPA', 'AKT1', 'LDLR', 'FAS']",4.15e-17,8.79e-15,4.15e-17,8.79e-15,True
GO_BP,Process,GO:0045893,"Positive regulation of transcription, DNA-templated",39,1710,"['9606.ENSP00000212015', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000231509', '9606.ENSP00000242208', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000263734', '9606.ENSP00000264246', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000300134', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000332049', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000350512', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000374455', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000398698', '9606.ENSP00000405330', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000451828']","['SIRT1', 'IL4', 'IL5', 'NR3C1', 'INHBA', 'IL1A', 'IL1B', 'EPAS1', 'CD80', 'STAT3', 'TP53', 'IL18', 'PPARG', 'WNT4', 'STAT6', 'CEBPB', 'PPARD', 'PGR', 'CD86', 'NR1I2', 'ATF4', 'NLRP3', 'GATA2', 'SREBF1', 'COPS5', 'AR', 'BMP2', 'IL33', 'SQSTM1', 'NFE2L2', 'RELA', 'PPARA', 'IL6', 'TNF', 'ESR1', 'RXRA', 'CEBPA', 'NR4A1', 'AKT1']",4.28e-17,8.83e-15,4.28e-17,8.83e-15,True
GO_BP,Process,GO:0019216,Regulation of lipid metabolic process,21,346,"['9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231509', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000295834', '9606.ENSP00000310928', '9606.ENSP00000348069', '9606.ENSP00000354032', '9606.ENSP00000358513', '9606.ENSP00000360293', '9606.ENSP00000368104', '9606.ENSP00000372191', '9606.ENSP00000385523', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000451828', '9606.ENSP00000454071']","['SIRT1', 'IFNG', 'NR3C1', 'CCR7', 'IL1A', 'IL1B', 'PPARG', 'WNT4', 'FABP1', 'PPARD', 'SREBF1', 'BSCL2', 'CNR1', 'SORBS1', 'BMP2', 'SIRT3', 'PPARA', 'ADIPOQ', 'TNF', 'AKT1', 'LDLR']",5.32e-17,1.06e-14,5.32e-17,1.06e-14,True
GO_BP,Process,GO:0031399,Regulation of protein modification process,37,1560,"['9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000239223', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263341', '9606.ENSP00000263734', '9606.ENSP00000264246', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000287936', '9606.ENSP00000290866', '9606.ENSP00000304915', '9606.ENSP00000330393', '9606.ENSP00000332049', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000348838', '9606.ENSP00000350512', '9606.ENSP00000356954', '9606.ENSP00000358072', '9606.ENSP00000361405', '9606.ENSP00000363641', '9606.ENSP00000368104', '9606.ENSP00000374455', '9606.ENSP00000377192', '9606.ENSP00000384273', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000415743', '9606.ENSP00000427514', '9606.ENSP00000451828', '9606.ENSP00000498466']","['SIRT1', 'IFNG', 'IL4', 'IL5', 'DUSP1', 'INHBA', 'CCR7', 'IL1B', 'EPAS1', 'CD80', 'TP53', 'IL18', 'PPARG', 'HMGCR', 'ACE', 'IL13', 'LEPR', 'CD86', 'GATA2', 'SREBF1', 'UBE2C', 'COPS5', 'CCN2', 'ATG5', 'MMP9', 'TXN', 'BMP2', 'SQSTM1', 'G6PD', 'RELA', 'IL6', 'ADIPOQ', 'TNF', 'CD36', 'CEBPA', 'AKT1', 'FAS']",1.12e-16,2.17e-14,1.12e-16,2.17e-14,True
GO_BP,Process,GO:0019222,Regulation of metabolic process,73,6784,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000231509', '9606.ENSP00000239223', '9606.ENSP00000241052', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000257940', '9606.ENSP00000262768', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000263734', '9606.ENSP00000264246', '9606.ENSP00000264657', '9606.ENSP00000265131', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000287936', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000295834', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000325120', '9606.ENSP00000330393', '9606.ENSP00000332049', '9606.ENSP00000336528', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000348838', '9606.ENSP00000350512', '9606.ENSP00000354032', '9606.ENSP00000355231', '9606.ENSP00000356954', '9606.ENSP00000358072', '9606.ENSP00000358513', '9606.ENSP00000360293', '9606.ENSP00000361405', '9606.ENSP00000363512', '9606.ENSP00000363641', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000372191', '9606.ENSP00000374455', '9606.ENSP00000377192', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000389814', '9606.ENSP00000391269', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000451828', '9606.ENSP00000454071', '9606.ENSP00000498466']","['GRN', 'SIRT1', 'TIMP1', 'IFNG', 'IL4', 'IL5', 'NR3C1', 'DUSP1', 'CAT', 'INHBA', 'CCR7', 'ZC3H10', 'TIMP2', 'IL1A', 'IL1B', 'EPAS1', 'CD80', 'STAT3', 'TNC', 'TP53', 'IL18', 'PPARG', 'HMGCR', 'WNT4', 'ACE', 'FABP1', 'NOS3', 'STAT6', 'IL13', 'CEBPB', 'PPARD', 'PGR', 'LEPR', 'CD86', 'NR1I2', 'ATF4', 'NLRP3', 'GATA2', 'SREBF1', 'UBE2C', 'COPS5', 'BSCL2', 'BECN1', 'CCN2', 'ATG5', 'CNR1', 'SORBS1', 'MMP9', 'ALOX5', 'TXN', 'AR', 'BMP2', 'IL33', 'SIRT3', 'SQSTM1', 'G6PD', 'NFE2L2', 'RELA', 'PPARA', 'IL6', 'CXCR4', 'ADIPOQ', 'RBFOX1', 'TNF', 'AGTR1', 'ESR1', 'CD36', 'RXRA', 'CEBPA', 'NR4A1', 'AKT1', 'LDLR', 'FAS']",1.19e-16,2.28e-14,1.19e-16,2.28e-14,True
GO_BP,Process,GO:0032496,Response to lipopolysaccharide,20,314,"['9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000264246', '9606.ENSP00000280357', '9606.ENSP00000290866', '9606.ENSP00000297494', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000332049', '9606.ENSP00000337383', '9606.ENSP00000358513', '9606.ENSP00000372295', '9606.ENSP00000384273', '9606.ENSP00000385675', '9606.ENSP00000398698', '9606.ENSP00000415743', '9606.ENSP00000440864', '9606.ENSP00000451828']","['CCR7', 'IL1A', 'IL1B', 'CD80', 'IL18', 'ACE', 'NOS3', 'IL13', 'CEBPB', 'PPARD', 'CD86', 'NLRP3', 'CNR1', 'GJB2', 'RELA', 'IL6', 'TNF', 'CD36', 'NR4A1', 'AKT1']",1.34e-16,2.53e-14,1.34e-16,2.53e-14,True
GO_BP,Process,GO:0033554,Cellular response to stress,37,1572,"['9606.ENSP00000212015', '9606.ENSP00000219070', '9606.ENSP00000221130', '9606.ENSP00000241052', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000263734', '9606.ENSP00000265131', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000295834', '9606.ENSP00000297185', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000348069', '9606.ENSP00000351022', '9606.ENSP00000355231', '9606.ENSP00000358072', '9606.ENSP00000361405', '9606.ENSP00000372295', '9606.ENSP00000374455', '9606.ENSP00000377192', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000398698', '9606.ENSP00000415743', '9606.ENSP00000416293', '9606.ENSP00000427514', '9606.ENSP00000451828', '9606.ENSP00000498466']","['SIRT1', 'MMP2', 'GSR', 'CAT', 'IL1A', 'IL1B', 'EPAS1', 'TNC', 'TP53', 'PPARG', 'WNT4', 'FABP1', 'HSPA9', 'NOS3', 'STAT6', 'CEBPB', 'PPARD', 'ATF4', 'NLRP3', 'SREBF1', 'TPM1', 'BECN1', 'ATG5', 'MMP9', 'GJB2', 'SQSTM1', 'G6PD', 'NFE2L2', 'RELA', 'PPARA', 'IL6', 'TNF', 'CD36', 'SLC2A1', 'CEBPA', 'AKT1', 'FAS']",1.43e-16,2.66e-14,1.43e-16,2.66e-14,True
GO_BP,Process,GO:0051241,Negative regulation of multicellular organismal process,31,1035,"['9606.ENSP00000053867', '9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263341', '9606.ENSP00000269305', '9606.ENSP00000287820', '9606.ENSP00000287936', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000297185', '9606.ENSP00000297494', '9606.ENSP00000304915', '9606.ENSP00000314897', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000358072', '9606.ENSP00000363512', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000377192', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000427514', '9606.ENSP00000454071']","['GRN', 'TIMP1', 'MMP2', 'IFNG', 'IL4', 'INHBA', 'CCR7', 'IL1B', 'TP53', 'PPARG', 'HMGCR', 'WNT4', 'ACE', 'HSPA9', 'NOS3', 'IL13', 'ANGPT2', 'ATF4', 'NLRP3', 'GATA2', 'ATG5', 'ALOX5', 'BMP2', 'IL33', 'G6PD', 'PPARA', 'IL6', 'ADIPOQ', 'TNF', 'CEBPA', 'LDLR']",1.52e-16,2.8e-14,1.52e-16,2.8e-14,True
GO_BP,Process,GO:0034097,Response to cytokine,28,804,"['9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000229135', '9606.ENSP00000231454', '9606.ENSP00000239223', '9606.ENSP00000246657', '9606.ENSP00000262768', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000300134', '9606.ENSP00000304592', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000330393', '9606.ENSP00000370842', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000427514', '9606.ENSP00000451828', '9606.ENSP00000498466']","['SIRT1', 'TIMP1', 'MMP2', 'IFNG', 'IL5', 'DUSP1', 'CCR7', 'TIMP2', 'IL1A', 'IL1B', 'STAT3', 'TP53', 'IL18', 'STAT6', 'FASN', 'IL13', 'CEBPB', 'LEPR', 'IL33', 'NFE2L2', 'RELA', 'IL6', 'CXCR4', 'ADIPOQ', 'TNF', 'CEBPA', 'AKT1', 'FAS']",1.6e-16,2.91e-14,1.6e-16,2.91e-14,True
GO_BP,Process,GO:0045834,Positive regulation of lipid metabolic process,16,155,"['9606.ENSP00000229135', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000295834', '9606.ENSP00000310928', '9606.ENSP00000348069', '9606.ENSP00000360293', '9606.ENSP00000372191', '9606.ENSP00000385523', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000451828', '9606.ENSP00000454071']","['IFNG', 'CCR7', 'IL1A', 'IL1B', 'PPARG', 'WNT4', 'FABP1', 'PPARD', 'SREBF1', 'SORBS1', 'SIRT3', 'PPARA', 'ADIPOQ', 'TNF', 'AKT1', 'LDLR']",1.72e-16,3.1e-14,1.72e-16,3.1e-14,True
GO_BP,Process,GO:0065009,Regulation of molecular function,50,3085,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000239223', '9606.ENSP00000241052', '9606.ENSP00000246657', '9606.ENSP00000262768', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000287936', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000295834', '9606.ENSP00000297494', '9606.ENSP00000301455', '9606.ENSP00000304915', '9606.ENSP00000330393', '9606.ENSP00000332049', '9606.ENSP00000337383', '9606.ENSP00000348838', '9606.ENSP00000350512', '9606.ENSP00000351022', '9606.ENSP00000355231', '9606.ENSP00000356954', '9606.ENSP00000358513', '9606.ENSP00000361405', '9606.ENSP00000363641', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000372191', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000419692', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000451828', '9606.ENSP00000498466']","['GRN', 'SIRT1', 'TIMP1', 'IFNG', 'IL4', 'IL5', 'DUSP1', 'CAT', 'CCR7', 'TIMP2', 'IL1A', 'IL1B', 'STAT3', 'TP53', 'IL18', 'PPARG', 'HMGCR', 'WNT4', 'ACE', 'FABP1', 'NOS3', 'ANGPTL4', 'IL13', 'LEPR', 'CD86', 'NLRP3', 'UBE2C', 'COPS5', 'TPM1', 'BECN1', 'CCN2', 'CNR1', 'MMP9', 'TXN', 'AR', 'BMP2', 'SIRT3', 'RELA', 'PPARA', 'IL6', 'ADIPOQ', 'TNF', 'AGTR1', 'ESR1', 'CD36', 'RXRA', 'CEBPA', 'NR4A1', 'AKT1', 'FAS']",1.97e-16,3.51e-14,1.97e-16,3.51e-14,True
GO_BP,Process,GO:0010646,Regulation of cell communication,52,3355,"['9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000239223', '9606.ENSP00000241052', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000264246', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000287936', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000297494', '9606.ENSP00000310928', '9606.ENSP00000323036', '9606.ENSP00000332049', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000339787', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000350512', '9606.ENSP00000355231', '9606.ENSP00000356954', '9606.ENSP00000358513', '9606.ENSP00000360293', '9606.ENSP00000361405', '9606.ENSP00000363512', '9606.ENSP00000363641', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000374455', '9606.ENSP00000380252', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000389814', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000419692', '9606.ENSP00000451828', '9606.ENSP00000498466']","['SIRT1', 'TIMP1', 'IFNG', 'IL4', 'IL5', 'DUSP1', 'CAT', 'INHBA', 'CCR7', 'IL1A', 'IL1B', 'CD80', 'STAT3', 'TP53', 'IL18', 'PPARG', 'HMGCR', 'WNT4', 'ACE', 'NOS3', 'PPARD', 'ACPP', 'CD86', 'ATF4', 'NLRP3', 'ACSL4', 'GATA2', 'SREBF1', 'COPS5', 'BECN1', 'CCN2', 'CNR1', 'SORBS1', 'MMP9', 'ALOX5', 'TXN', 'AR', 'BMP2', 'SQSTM1', 'NFE2L2', 'RELA', 'PPARA', 'IL6', 'CXCR4', 'ADIPOQ', 'TNF', 'AGTR1', 'ESR1', 'CD36', 'RXRA', 'AKT1', 'FAS']",2.01e-16,3.55e-14,2.01e-16,3.55e-14,True
GO_BP,Process,GO:0002376,Immune system process,42,2121,"['9606.ENSP00000053867', '9606.ENSP00000212015', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231454', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000263734', '9606.ENSP00000264246', '9606.ENSP00000264657', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000292427', '9606.ENSP00000297185', '9606.ENSP00000300134', '9606.ENSP00000304592', '9606.ENSP00000304915', '9606.ENSP00000305422', '9606.ENSP00000330393', '9606.ENSP00000332049', '9606.ENSP00000336790', '9606.ENSP00000337383', '9606.ENSP00000345681', '9606.ENSP00000358072', '9606.ENSP00000361405', '9606.ENSP00000363512', '9606.ENSP00000370842', '9606.ENSP00000374455', '9606.ENSP00000377192', '9606.ENSP00000384273', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000398698', '9606.ENSP00000415743', '9606.ENSP00000427514', '9606.ENSP00000451828', '9606.ENSP00000498466']","['GRN', 'SIRT1', 'IFNG', 'IL4', 'IL5', 'INHBA', 'CCR7', 'IL1A', 'IL1B', 'EPAS1', 'CD80', 'STAT3', 'TP53', 'IL18', 'PPARG', 'WNT4', 'ACE', 'CYP11B1', 'HSPA9', 'STAT6', 'FASN', 'IL13', 'CEBPB', 'LEPR', 'CD86', 'ATF4', 'NLRP3', 'GATA2', 'ATG5', 'MMP9', 'ALOX5', 'IL33', 'SQSTM1', 'G6PD', 'RELA', 'IL6', 'CXCR4', 'TNF', 'CD36', 'CEBPA', 'AKT1', 'FAS']",2.24e-16,3.91e-14,2.24e-16,3.91e-14,True
GO_BP,Process,GO:0048513,Animal organ development,51,3246,"['9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231509', '9606.ENSP00000241052', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263734', '9606.ENSP00000264657', '9606.ENSP00000265131', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000297185', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000304592', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000314897', '9606.ENSP00000325120', '9606.ENSP00000330393', '9606.ENSP00000336790', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000351022', '9606.ENSP00000352608', '9606.ENSP00000352798', '9606.ENSP00000356954', '9606.ENSP00000358072', '9606.ENSP00000361405', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000372295', '9606.ENSP00000377192', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000405330', '9606.ENSP00000416293', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000451828']","['SIRT1', 'TIMP1', 'MMP2', 'IFNG', 'IL4', 'NR3C1', 'CAT', 'INHBA', 'CCR7', 'IL1A', 'EPAS1', 'STAT3', 'TNC', 'TP53', 'IL18', 'PPARG', 'WNT4', 'ACE', 'HSPA9', 'NOS3', 'STAT6', 'FASN', 'CEBPB', 'PPARD', 'ANGPT2', 'PGR', 'LEPR', 'ATF4', 'GATA2', 'SREBF1', 'TPM1', 'RYR1', 'COL18A1', 'CCN2', 'ATG5', 'MMP9', 'AR', 'BMP2', 'GJB2', 'G6PD', 'RELA', 'PPARA', 'IL6', 'CXCR4', 'TNF', 'AGTR1', 'ESR1', 'SLC2A1', 'CEBPA', 'NR4A1', 'AKT1']",2.84e-16,4.89e-14,2.84e-16,4.89e-14,True
GO_BP,Process,GO:0032501,Multicellular organismal process,71,6490,"['9606.ENSP00000053867', '9606.ENSP00000075120', '9606.ENSP00000212015', '9606.ENSP00000218388', '9606.ENSP00000219070', '9606.ENSP00000229135', '9606.ENSP00000231449', '9606.ENSP00000231509', '9606.ENSP00000239223', '9606.ENSP00000241052', '9606.ENSP00000242208', '9606.ENSP00000246657', '9606.ENSP00000263339', '9606.ENSP00000263341', '9606.ENSP00000263734', '9606.ENSP00000264657', '9606.ENSP00000265131', '9606.ENSP00000269305', '9606.ENSP00000280357', '9606.ENSP00000287820', '9606.ENSP00000287936', '9606.ENSP00000290167', '9606.ENSP00000290866', '9606.ENSP00000292427', '9606.ENSP00000295834', '9606.ENSP00000297185', '9606.ENSP00000297494', '9606.ENSP00000300134', '9606.ENSP00000301455', '9606.ENSP00000304592', '9606.ENSP00000305422', '9606.ENSP00000310928', '9606.ENSP00000314897', '9606.ENSP00000325120', '9606.ENSP00000330393', '9606.ENSP00000336790', '9606.ENSP00000339787', '9606.ENSP00000345681', '9606.ENSP00000348069', '9606.ENSP00000351022', '9606.ENSP00000352608', '9606.ENSP00000352798', '9606.ENSP00000355231', '9606.ENSP00000356954', '9606.ENSP00000358072', '9606.ENSP00000358513', '9606.ENSP00000361405', '9606.ENSP00000363512', '9606.ENSP00000363822', '9606.ENSP00000368104', '9606.ENSP00000370842', '9606.ENSP00000372295', '9606.ENSP00000374455', '9606.ENSP00000377192', '9606.ENSP00000384273', '9606.ENSP00000385523', '9606.ENSP00000385675', '9606.ENSP00000386884', '9606.ENSP00000389814', '9606.ENSP00000391269', '9606.ENSP00000398698', '9606.ENSP00000398832', '9606.ENSP00000405330', '9606.ENSP00000415743', '9606.ENSP00000416293', '9606.ENSP00000427514', '9606.ENSP00000440864', '9606.ENSP00000451828', '9606.ENSP00000454071', '9606.ENSP00000483300', '9606.ENSP00000494061']","['GRN', 'SLC2A3', 'SIRT1', 'TIMP1', 'MMP2', 'IFNG', 'IL4', 'NR3C1', 'DUSP1', 'CAT', 'INHBA', 'CCR7', 'IL1A', 'IL1B', 'EPAS1', 'STAT3', 'TNC', 'TP53', 'IL18', 'PPARG', 'HMGCR', 'WNT4', 'ACE', 'CYP11B1', 'FABP1', 'HSPA9', 'NOS3', 'STAT6', 'ANGPTL4', 'FASN', 'CEBPB', 'PPARD', 'ANGPT2', 'PGR', 'LEPR', 'ATF4', 'ACSL4', 'GATA2', 'SREBF1', 'TPM1', 'RYR1', 'COL18A1', 'BECN1', 'CCN2', 'ATG5', 'CNR1', 'MMP9', 'ALOX5', 'AR', 'BMP2', 'IL33', 'GJB2', 'SQSTM1', 'G6PD', 'RELA', 'PPARA', 'IL6', 'CXCR4', 'ADIPOQ', 'RBFOX1', 'TNF', 'AGTR1', 'ESR1', 'CD36', 'SLC2A1', 'CEBPA', 'NR4A1', 'AKT1', 'LDLR', 'ACACA', 'MUC2']",2.88e-16,4.91e-14,2.88e-16,4.91e-14,True
