hub_rank,hub_tier,gene_symbol,string_id,preferred_name,mapping_status,in_network,degree,weighted_degree,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank
23,ranked_all,CD36,9606.ENSP00000415743,CD36,mapped,yes,13,10.708,0.0173912307887796,0.37006578947368424,0.09551637904171915,0.015264175300116685
24,ranked_all,NFE2L2,9606.ENSP00000380252,NFE2L2,mapped,yes,13,10.596,0.01893366014690386,0.39212269083304285,0.10572319039241451,0.015403863467627664
25,ranked_all,IL5,9606.ENSP00000231454,IL5,mapped,yes,12,10.862,0.00036119473409507,0.33264340626848016,0.1387059415726956,0.013036331022152367
26,ranked_all,CEBPA,9606.ENSP00000427514,CEBPA,mapped,yes,12,10.38,0.011186988369855478,0.4000711237553343,0.10782685576298819,0.014543832619233478
27,ranked_all,STAT6,9606.ENSP00000300134,STAT6,mapped,yes,12,10.179,0.0019316675181580006,0.39212269083304285,0.14014783029107764,0.012649653733896708
28,ranked_all,CXCR4,9606.ENSP00000386884,CXCR4,mapped,yes,12,9.576,0.0008672629951632471,0.36776724419745016,0.12909645284379898,0.011882523269604286
29,ranked_all,NR3C1,9606.ENSP00000231509,NR3C1,mapped,yes,11,9.089,0.003631405591278089,0.37955465587044535,0.09440466545100197,0.012690211273776685
30,ranked_all,RXRA,9606.ENSP00000419692,RXRA,mapped,yes,10,8.823,0.025257994235477914,0.3345227475468332,0.052889253044422525,0.014644222712248873
31,ranked_all,MMP2,9606.ENSP00000219070,MMP2,mapped,yes,10,8.796,0.005579980639213267,0.35668991756499685,0.09694100666359988,0.012633132681804254
32,ranked_all,FASN,9606.ENSP00000304592,FASN,mapped,yes,10,8.644,0.019143803803672733,0.33264340626848016,0.042217573031056096,0.014586661796527605
33,ranked_all,TIMP1,9606.ENSP00000218388,TIMP1,mapped,yes,10,8.222,0.0004243518804136473,0.34029038112522686,0.10886254985232137,0.010752505924457458
34,ranked_all,CCR7,9606.ENSP00000246657,CCR7,mapped,yes,10,8.161999999999999,0.0008216194618605527,0.32894736842105265,0.10211509221271917,0.010519202876093878
35,ranked_all,IL33,9606.ENSP00000370842,IL33,mapped,yes,9,7.708,0.0,0.3271299796452457,0.10532771342680847,0.009752162205166772
36,ranked_all,NLRP3,9606.ENSP00000337383,NLRP3,mapped,yes,8,7.025,0.0024186751393240466,0.3442472460220318,0.08585724651189601,0.00972621248207421
37,ranked_all,AR,9606.ENSP00000363822,AR,mapped,yes,8,6.774,0.040689122624422,0.35668991756499685,0.0659846842687783,0.011351813442593804
38,ranked_all,SQSTM1,9606.ENSP00000374455,SQSTM1,mapped,yes,7,6.13,0.0009275821851409755,0.330785063216701,0.044543250138727716,0.009581389859169996
39,ranked_all,BECN1,9606.ENSP00000355231,BECN1,mapped,yes,7,6.022,0.001188486928861768,0.34029038112522686,0.05705257400296424,0.00906216758755124
40,ranked_all,ACACA,9606.ENSP00000483300,ACACA,mapped,yes,7,5.913,0.0006268903504410838,0.30838815789473684,0.0286985256249505,0.009783795344735289
41,ranked_all,HMGCR,9606.ENSP00000287936,HMGCR,mapped,yes,7,5.901,0.004404843439041132,0.3036437246963563,0.01737326433608475,0.010806418264324793
42,ranked_all,TXN,9606.ENSP00000363641,TXN,mapped,yes,7,5.885,0.0062003401465349686,0.348297213622291,0.040848261029701426,0.010075232796744181
43,ranked_all,LEPR,9606.ENSP00000330393,LEPR,mapped,yes,7,5.657,0.0004825070844402488,0.3442472460220318,0.07769437494985477,0.007774335397077023
44,ranked_all,CCN2,9606.ENSP00000356954,CCN2,mapped,yes,7,5.626,0.0019187607990873152,0.348297213622291,0.06295060469001887,0.008860967602034085
45,ranked_all,NOS3,9606.ENSP00000297494,NOS3,mapped,yes,7,5.574,0.010040623562871767,0.3588516746411483,0.05552442759277359,0.009148255766475126
46,ranked_all,ACLY,9606.ENSP00000466259,ACLY,mapped,yes,6,4.982,0.0036837475965428496,0.330785063216701,0.020819797423323898,0.008899178389782417
47,ranked_all,PGR,9606.ENSP00000325120,PGR,mapped,yes,6,4.882,0.00012610396129722693,0.34029038112522686,0.05209661130358899,0.007543161968373737
48,ranked_all,ACE,9606.ENSP00000290866,ACE,mapped,yes,6,4.74,0.01043791773957521,0.3383458646616541,0.04180907484299656,0.008602610161146305
49,ranked_all,ATG5,9606.ENSP00000358072,ATG5,mapped,yes,5,4.506,9.936699690339108e-05,0.32533256217466744,0.03865977000532718,0.00730644408994463
50,ranked_all,NR4A1,9606.ENSP00000440864,NR4A1,mapped,yes,5,4.268,0.003912246650922289,0.3345227475468332,0.03193342522185925,0.007946480121883592
51,ranked_all,G6PD,9606.ENSP00000377192,G6PD,mapped,yes,4,3.45,0.0022211297267288317,0.3132832080200501,0.020833515994681896,0.006832865967206676
52,ranked_all,PPARD,9606.ENSP00000310928,PPARD,mapped,yes,4,3.384,0.00021072000694208508,0.3036437246963563,0.022673088046565704,0.006125484424752884
53,ranked_all,SLC2A1,9606.ENSP00000416293,SLC2A1,mapped,yes,4,3.379,0.0006552531309814923,0.3442472460220318,0.041082474370344575,0.006052221708463918
54,ranked_all,FAS,9606.ENSP00000498466,FAS,mapped,yes,4,3.315,0.00025448749287523316,0.3383458646616541,0.04899342128546245,0.0054370313127764455
55,ranked_all,EPAS1,9606.ENSP00000263734,EPAS1,mapped,yes,4,3.066,0.00016264064416360053,0.31000275558004964,0.024112818399296142,0.005752526863246092
56,ranked_all,TIMP2,9606.ENSP00000262768,TIMP2,mapped,yes,3,2.7960000000000003,0.0,0.31000275558004964,0.034027799371639626,0.0050221439692353
57,ranked_all,GSR,9606.ENSP00000221130,GSR,mapped,yes,3,2.778,0.00011694492517560825,0.27285956827552754,0.010194850579392878,0.005909894780239372
58,ranked_all,ATF4,9606.ENSP00000336790,ATF4,mapped,yes,3,2.776,0.00013560793236045194,0.3166338305657191,0.02717955487027028,0.005101624097388114
59,ranked_all,CYP17A1,9606.ENSP00000358903,CYP17A1,mapped,yes,3,2.709,0.02621300471557114,0.254122430539869,0.0034969178517692476,0.010577432738580228
60,ranked_all,NR1I2,9606.ENSP00000336528,NR1I2,mapped,yes,2,1.9609999999999999,0.007213647020151148,0.2426660914581536,0.003499548475755444,0.006594071704042756
61,ranked_all,CYP3A4,9606.ENSP00000498939,CYP3A4,mapped,yes,2,1.91,0.0011758118701007839,0.20848776871756855,0.0004390505771732354,0.0077524381108779634
62,ranked_all,FABP1,9606.ENSP00000295834,FABP1,mapped,yes,2,1.902,0.0,0.2766847024102312,0.011992269552612735,0.004206987512891308
63,ranked_all,VEGFA,9606.ENSP00000352798,COL18A1,mapped,yes,2,1.88,0.0,0.2766847024102312,0.016991485897179255,0.004039266265445568
64,ranked_all,COPS5,9606.ENSP00000350512,COPS5,mapped,yes,2,1.8159999999999998,0.0,0.30520889853499733,0.016070659987213708,0.004242726951503239
65,ranked_all,AGTR1,9606.ENSP00000398832,AGTR1,mapped,yes,2,1.758,0.0,0.25521778584392013,0.005535956953669085,0.0044549535414659565
66,ranked_all,FDPS,9606.ENSP00000349078,FDPS,mapped,yes,2,1.7429999999999999,0.0,0.26083932297704615,0.004917005317794895,0.004351328527900366
67,ranked_all,ANGPTL4,9606.ENSP00000301455,ANGPTL4,mapped,yes,2,1.718,1.5997440409534473e-05,0.29167746953590873,0.01593481347662998,0.0038897348092000856
68,ranked_all,HSPA9,9606.ENSP00000297185,HSPA9,mapped,yes,2,1.709,0.0,0.31833616298811546,0.024526076052317863,0.0038347190021882933
69,ranked_all,GATA2,9606.ENSP00000345681,GATA2,mapped,yes,2,1.658,0.0,0.2753977968176255,0.012757639757051296,0.0038063724605134903
70,ranked_all,BMP2,9606.ENSP00000368104,BMP2,mapped,yes,2,1.58,0.0,0.3036437246963563,0.017515166120116214,0.003749103575340932
71,ranked_all,DUSP1,9606.ENSP00000239223,DUSP1,mapped,yes,2,1.5390000000000001,0.00037401537121581915,0.31494960806270994,0.01645949860994777,0.0039076054996044305
72,ranked_all,ACSL4,9606.ENSP00000339787,ACSL4,mapped,yes,1,0.969,0.0,0.2349624060150376,0.00268807199003361,0.0032487517195282523
73,ranked_all,CYP11B1,9606.ENSP00000292427,CYP11B1,mapped,yes,1,0.964,0.0,0.19286816389507971,0.00022150663283910607,0.005056767999482751
74,ranked_all,MKI67,9606.ENSP00000357643,MKI67,mapped,yes,1,0.916,0.0,0.010526315789473684,2.2250744692395297e-16,0.012391573729863624
75,ranked_all,UBE2C,9606.ENSP00000348838,UBE2C,mapped,yes,1,0.916,0.0,0.010526315789473684,2.2250744692395297e-16,0.012391573729863624
76,ranked_all,ALOX5,9606.ENSP00000363512,ALOX5,mapped,yes,1,0.819,0.0,0.24568683118584844,0.00780935173104819,0.0027778987427678646
77,ranked_all,ANGPT2,9606.ENSP00000314897,ANGPT2,mapped,yes,1,0.75,0.0,0.30520889853499733,0.014892752034915257,0.002656376940939246
78,ranked_all,SIRT3,9606.ENSP00000372191,SIRT3,mapped,yes,1,0.75,0.0,0.29754033324517326,0.010608060120919131,0.002751578122995651
79,ranked_all,ACP3,9606.ENSP00000323036,ACPP,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
80,ranked_all,BSCL2,9606.ENSP00000354032,BSCL2,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
81,ranked_all,CAT,9606.ENSP00000241052,CAT,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
82,ranked_all,CNR1,9606.ENSP00000358513,CNR1,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
83,ranked_all,GJB2,9606.ENSP00000372295,GJB2,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
84,ranked_all,GRN,9606.ENSP00000053867,GRN,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
85,ranked_all,GUCY2C,9606.ENSP00000261170,GUCY2C,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
86,ranked_all,INHBA,9606.ENSP00000242208,INHBA,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
87,ranked_all,LDLR,9606.ENSP00000454071,LDLR,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
88,ranked_all,MIR143,9606.ENSP00000257940,ZC3H10,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
89,ranked_all,MUC2,9606.ENSP00000494061,MUC2,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
90,ranked_all,RBFOX1,9606.ENSP00000391269,RBFOX1,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
91,ranked_all,RYR1,9606.ENSP00000352608,RYR1,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
92,ranked_all,SLC2A3,9606.ENSP00000075120,SLC2A3,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
93,ranked_all,SORBS1,9606.ENSP00000360293,SORBS1,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
94,ranked_all,TNC,9606.ENSP00000265131,TNC,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
95,ranked_all,TPM1,9606.ENSP00000351022,TPM1,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
96,ranked_all,WNT4,9606.ENSP00000290167,WNT4,mapped,yes,0,0.0,0.0,0.0,6.745536160523718e-21,0.0018587360594797904
,unmapped,GPX1,,,unmapped,no,0,0.0,0.0,0.0,0.0,0.0
