threshold,score,source_group,n_donors_with_group,top1_donors,top2_donors,top1_fraction,top2_fraction,median_rank,mean_rank,median_rank_percentile,mean_score,analysis_type,n_cells_total,median_score,donor_id,n_cells,eligible,Score_A_pseudobulk,Score_B_pseudobulk,Score_C_pseudobulk,Score_D_pseudobulk
30,Score_D,tumor_epithelial,6.0,,,,,,,,0.04163607262839877,group_score,2212.0,0.030081711691328263,,,,,,,
30,Score_D,SPP1_like_TAM,1.0,,,,,,,,0.18529462052163326,group_score,156.0,0.18529462052163326,,,,,,,
30,Score_D,C1QC_like_TAM,2.0,,,,,,,,0.28972114640220314,group_score,159.0,0.28972114640220314,,,,,,,
30,Score_D,FCN1_inflammatory_monocyte_like,4.0,,,,,,,,0.12073828850058285,group_score,366.0,0.1139592471200897,,,,,,,
30,Score_D,resident_like,1.0,,,,,,,,0.15816096928426582,group_score,84.0,0.15816096928426582,,,,,,,
30,Score_D,fibroblast_like,5.0,,,,,,,,0.21976027901654788,group_score,1282.0,0.2360336421130232,,,,,,,
30,Score_D,endothelial_like,5.0,,,,,,,,0.0373170207783142,group_score,614.0,0.0,,,,,,,
10,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL01,8.0,False,-0.095009265420775,0.5656752582110798,0.4367846513362463,0.4370359697866383
20,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL01,8.0,False,-0.095009265420775,0.5656752582110798,0.4367846513362463,0.4370359697866383
30,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL01,8.0,False,-0.095009265420775,0.5656752582110798,0.4367846513362463,0.4370359697866383
10,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL19,31.0,True,0.40778347439563206,0.7006781470403749,0.6004730494198526,0.4285771697066947
20,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL19,31.0,True,0.40778347439563206,0.7006781470403749,0.6004730494198526,0.4285771697066947
30,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL19,31.0,True,0.40778347439563206,0.7006781470403749,0.6004730494198526,0.4285771697066947
10,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL21,27.0,True,0.18603877103995767,0.5014200410836315,0.5038442107499775,0.0
20,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL21,27.0,True,0.18603877103995767,0.5014200410836315,0.5038442107499775,0.0
30,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL21,27.0,False,0.18603877103995767,0.5014200410836315,0.5038442107499775,0.0
10,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL28,10.0,True,1.1892444631051757,1.4360871092607672,1.0306765587637285,0.0
20,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL28,10.0,False,1.1892444631051757,1.4360871092607672,1.0306765587637285,0.0
30,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL28,10.0,False,1.1892444631051757,1.4360871092607672,1.0306765587637285,0.0
10,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL30,1.0,False,-0.35359793091436115,-0.5490359187105369,0.03891219641836149,0.0
20,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL30,1.0,False,-0.35359793091436115,-0.5490359187105369,0.03891219641836149,0.0
30,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL30,1.0,False,-0.35359793091436115,-0.5490359187105369,0.03891219641836149,0.0
10,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL31,1.0,False,-0.35359793091436115,-0.5490359187105369,-0.09230810275202568,0.0
20,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL31,1.0,False,-0.35359793091436115,-0.5490359187105369,-0.09230810275202568,0.0
30,all,mast_cells,,,,,,,,,,mast_cell_count,,,KUL31,1.0,False,-0.35359793091436115,-0.5490359187105369,-0.09230810275202568,0.0
