"gene_symbol","module","kME_own","kME_tan","kME_green","kME_grey","kME_salmon","kME_blue","kME_yellow","kME_cyan","kME_black","kME_greenyellow","kME_turquoise","kME_red","kME_pink","kME_midnightblue","kME_brown","kME_magenta","kME_purple"
"FFAR4","black",0.760425077021704,0.213533128472442,-0.09933965612435,0.0973409216298285,0.236986694738609,-0.188294490397059,0.0791825142721519,0.0472135890232269,0.760425077021704,0.431290570158226,-0.134579294024287,0.157939253858242,0.237622785534197,-0.171441923235418,-0.169128311360756,-0.452534785009935,-0.366047455786882
"LOC100652777","black",0.760001094931373,0.0416543711493567,-0.275437875513995,-0.157678166064,0.334104473038132,-0.198674040126175,0.0341726168865068,0.0188631501465713,0.760001094931373,0.710479001548062,-0.312769830425378,0.0899765748315086,0.203629547766652,-0.259173741676078,-0.0707309081245353,-0.227801655355674,-0.227938295891993
"ETHE1","black",0.756918548740385,0.215377407264589,-0.0371760037030617,0.0063629318378349,0.286420038624162,-0.290523202923417,0.00390970344531111,-0.00957986514512237,0.756918548740385,0.676755839879644,-0.234521055211085,0.161086768609415,0.122490206443895,-0.202900547209646,-0.23050282274917,-0.300507266069044,-0.359839581430408
"ZBTB7C","black",0.756146079868216,0.0565984473283969,-0.269523010853251,0.0961002906773157,0.226297990922286,-0.177015539942308,0.0108658191705944,-0.0883525864233844,0.756146079868216,0.490840232077097,-0.369534290738523,0.0145496422627117,0.181287393736649,-0.278801467535332,-0.0739682399541313,-0.494430939835087,-0.415330699640466
"NR3C2","black",0.753185404287233,0.0908692388626621,-0.31054509528638,-0.308283281718899,0.311857756819707,-0.289464275784466,-0.0141948919501361,-0.00702797002164092,0.753185404287233,0.735577889180384,-0.130149298516185,0.247088455913806,0.428552591868464,-0.2780407041776,0.0445463309037884,-0.253457029785645,-0.110683342302897
"CASP7","black",0.746441620807246,0.20764255349462,-0.268085143616072,-0.144191115103927,0.340134743498447,-0.248570205939133,0.140046402970627,0.159046441041814,0.746441620807246,0.610545139086516,-0.0169210893775231,0.39133226869119,0.497874032004164,-0.225111615074676,-0.04481182345343,-0.4306535786879,-0.186045626346757
"RHBDL2","black",0.742756231682164,0.159326451501895,-0.232872401284,-0.0893051060272959,0.226306365239288,-0.204227754024566,0.00465922440646706,-0.00980032767572544,0.742756231682164,0.59923732374248,-0.166124941955761,0.27512384972499,0.281841401682517,-0.21706709281045,-0.0587722900291711,-0.310714716693708,-0.219438479070374
"VILL","black",0.742366620380057,0.206898699448385,-0.110202841141605,0.10251947606346,0.233475963115687,-0.174040877104168,0.0398196598748083,0.00764628927547282,0.742366620380057,0.602292608781875,-0.278173452876952,0.074106566190478,0.168499318146313,-0.183700332386689,-0.112388110538722,-0.331258939385657,-0.336488838446096
"VSIG2","black",0.737641082700634,0.0145685042006201,-0.346109256454241,-0.204814287964192,0.388539291030207,-0.228621707006143,0.00938316505265108,-0.0754656939681311,0.737641082700634,0.728426512367539,-0.386320353394421,0.100379446949157,0.173045129707456,-0.286972865760508,-0.114013127400785,-0.294888995743656,-0.330074059299171
"CAPN5","black",0.73708236122364,0.0060889620535857,-0.204934716021177,-0.0689778848766272,0.151916075391885,-0.297491390969268,-0.158645729012263,-0.116529351443018,0.73708236122364,0.684144498843367,-0.35886923792302,-0.0124144951164075,0.124772107047903,-0.244869311046464,0.010359029229368,-0.153042465495388,-0.217286576941198
"C4orf19","black",0.736840478905622,0.19502762530844,-0.0825155870570932,-0.185750031551654,0.208481794108173,-0.42168150843235,-0.101758357136754,-0.0457664224655007,0.736840478905622,0.659999803953173,0.0660212913667625,0.266188390557302,0.422044629716042,-0.0868489153281407,0.0211908595552939,-0.167301693389738,-0.0356126895979019
"LPCAT4","black",0.735981699659895,0.288493953770227,-0.0349069261059072,0.222964988246048,0.232476330690602,-0.197467042255387,0.135997484812156,0.152373908352245,0.735981699659895,0.465776416118029,-0.229538577190844,0.0918733121596047,0.1954672725002,-0.282124840869557,-0.148127595102241,-0.447450614503424,-0.399028754200058
"MCU","black",0.735840318859131,0.391998391036581,0.0196221913686769,0.175017419660964,0.131296370433867,-0.211488823473708,0.105264093773494,0.137172395204842,0.735840318859131,0.364748652478818,0.111838590104842,0.310986005753907,0.42550568761756,-0.136001873221967,-0.0968859373161429,-0.514449063537773,-0.269445305419426
"SIDT1","black",0.733695444028398,0.222338554088873,-0.118030455784274,0.0740409355278818,0.182215596490038,-0.111087355201189,0.140442231245849,0.144999150260914,0.733695444028398,0.391441717404473,-0.0648884424826755,0.174976193905109,0.39179017263515,-0.247790778720665,0.0468660589544019,-0.424867344876675,-0.210432231090292
"AGR3","black",0.733422587822262,0.147009796480324,-0.102079826208146,0.138818436009002,0.17052427973671,-0.197767465013746,0.0420697666360505,0.0618896316519026,0.733422587822262,0.382831491617166,0.000611946649743426,0.179348984816543,0.37524359224696,-0.0883085261924317,-0.0320076872883744,-0.478480895433641,-0.238262845707798
"ATP2A3","black",0.729803517431905,0.0997285906838666,-0.11389216998219,0.102186104450326,0.332311584608839,-0.123634540928088,0.0685638453826471,-0.0480865821385719,0.729803517431905,0.494387611459024,-0.346151030574074,-0.053768051128548,0.103379266201425,-0.199615327810252,-0.150178327629221,-0.323448390628696,-0.370145117214218
"HEPACAM2","black",0.728896288802695,0.0498630408639517,-0.258977045626448,-0.180740538675063,0.339722753217733,-0.238957601995464,0.00603891157650202,-0.0507623378963377,0.728896288802695,0.552821503504137,-0.151238071005814,0.181598418640046,0.314435681375233,-0.212419052649962,-0.069636865192125,-0.315773083669526,-0.213569118589995
"GSKIP","black",0.726331285527463,0.210941634856002,-0.17087276983838,0.0433477447005405,0.214558470609254,-0.273618471374525,0.101509326382699,0.191360349895274,0.726331285527463,0.45296036712882,0.174658560305453,0.385981547873495,0.613642245532116,-0.153366352954451,0.0680527369798882,-0.460337082351761,-0.0661667423893902
"CHST5","black",0.72441834859152,0.101679695967143,-0.193566556027438,-0.0407243396040359,0.240107582723918,-0.241923199424415,0.0249478839708352,-0.0135680175713788,0.72441834859152,0.568887199271664,-0.31502423998085,0.0788356234662831,0.131027367185757,-0.272544984468997,-0.134805214397995,-0.34445974832899,-0.34951682420387
"SCIN","black",0.721934063290176,0.147055288059117,-0.28449597828168,-0.0565645984425199,0.257125919162477,-0.0824411552445013,0.158262280555793,0.0913591364784555,0.721934063290176,0.550832564400748,-0.182357877982898,0.213274934957161,0.37359220890967,-0.243568166967,-0.0259996683356584,-0.394639312291079,-0.208810766223973
"MUC4","black",0.720059155819058,0.061270380206125,-0.167748508098959,0.0799719598177351,0.317245245284095,-0.196065855165369,0.0790625484939408,0.0354013084218537,0.720059155819058,0.517583597374429,-0.227191061754924,0.0531367005521773,0.18535029068788,-0.210786945329597,-0.000683955490627536,-0.370093838126492,-0.300367888686378
"SPDEF","black",0.714926713857746,0.13837124825631,-0.0168497768337111,0.330888174897742,0.0957246184417487,-0.213580010643387,-0.0149685702193688,-0.0791672077750074,0.714926713857746,0.260732589100885,-0.22093416912536,-0.000432150370204834,0.0712444250855916,-0.198220079480642,-0.227601114531806,-0.47878300228019,-0.456167973340045
"CAPN9","black",0.713611072349169,0.0667894092688951,-0.15108856126507,0.0347993645657793,0.143371362482284,-0.21909115349942,-0.0591975907854697,-0.135478639212542,0.713611072349169,0.408564179186544,-0.170729694317405,0.0905544722302432,0.212613987981065,-0.1660296069355,-0.150278247470355,-0.363737937165837,-0.3069217425262
"CYSTM1","black",0.711576591166586,0.212809991694245,-0.101317545580856,0.243529009420349,0.214986069710148,-0.21396826315909,0.0943055377292244,0.153544967419049,0.711576591166586,0.460870617545351,-0.235520388309637,0.118301976229701,0.177074821192717,-0.266374262366253,-0.219253535349908,-0.453543349715894,-0.390552613570911
"CLDN7","black",0.711463155185903,0.364532490244714,0.125713314583212,0.054848805375288,0.222823624336736,-0.356533322477779,-0.0131603532292157,0.0512309801039352,0.711463155185903,0.620789204773851,-0.121361844133022,0.217320941139846,0.0952316069741953,-0.0269625796360881,-0.224355335821713,-0.205503151040073,-0.311972863100473
"ATP8B1","black",0.708884183549784,0.171791096443727,-0.20226013578027,-0.21496179518552,0.157476562505208,-0.361707172057053,-0.140838649468364,-0.0410872709458309,0.708884183549784,0.640217947763413,0.141715280676161,0.352634421937091,0.59919822056872,-0.112992761874249,0.16245087289012,-0.185383517114798,0.0821920521785892
"LIPH","black",0.70832624944261,0.3115850154586,-0.128598169251394,0.113590045723375,0.20099427228881,-0.161512651747703,0.171647987632507,0.243066908932422,0.70832624944261,0.470946507806044,-0.109232184400213,0.295359107135546,0.333512186635713,-0.275078175839776,-0.0662064387048936,-0.460170533987829,-0.322374252784336
"MRAP2","black",0.707658490906569,0.198609793730289,-0.0641815092691623,0.10947402431279,0.148851114457876,-0.286222681668273,-0.0463679514416528,-0.0461451197963489,0.707658490906569,0.37535139080077,-0.014873679495431,0.208180466841145,0.278996894774404,-0.176714192698206,-0.13141424176855,-0.333319216780724,-0.23056818989736
"TMEM61","black",0.70693881734907,0.113567333651862,-0.0706175628961385,0.191620175513397,0.194641812256701,-0.179818107473894,0.0239631798103451,-0.0356739522540106,0.70693881734907,0.347506650540386,-0.226373568895164,0.0339555206501074,0.135777547572053,-0.21400244380661,-0.260067945786639,-0.439752520393889,-0.423436226180361
"PTPRH","black",0.706362359522304,0.125384910887126,-0.164184263873369,0.0484915877915241,0.274530756672084,-0.238740708618298,0.0972653910414321,0.138297538612557,0.706362359522304,0.661519129923688,-0.325850265395232,0.0304028984401611,0.180383589179618,-0.258797341553181,-0.0101031972927855,-0.311266857378974,-0.320469056689847
"NANS","black",0.700445259795595,0.351700192252558,0.217908909856197,0.117162304306197,0.186722114221271,-0.366778059160583,0.0130571442706171,0.0584414840740253,0.700445259795595,0.441248752552229,-0.00689732075157944,0.134228287778923,0.0955892609204972,-0.103189445278161,-0.278939521749566,-0.293164683069263,-0.340994474614698
"SLC37A1","black",0.699794582271529,0.317773690958458,0.145495708957251,0.247369497666935,0.195668282632191,-0.28270671435348,0.0647210174072273,0.137422739001252,0.699794582271529,0.424991045663295,-0.0436821045077129,0.136423434315662,0.160231196930555,-0.0693039407018443,-0.140365174927013,-0.293050234824746,-0.284042723408845
"CDC42EP5","black",0.698918954041155,0.134539092040081,0.00565016450812977,0.1574373401503,0.21032397940582,-0.260409130805634,0.0011017379666705,4.70712838225779e-06,0.698918954041155,0.475414429564779,-0.207038831708794,-0.0237477388181393,0.102670639974197,-0.160615164927811,-0.0966980262367436,-0.258029587875038,-0.264223576169052
"TNFRSF11A","black",0.698137406791701,0.244915950715211,0.00319705184301763,0.0281122945315115,0.217074958346741,-0.317607122266936,0.0203271268693914,0.0970418641672696,0.698137406791701,0.448736388536234,0.141095553438624,0.277885008549967,0.407616711414704,-0.0628581078519802,-0.00614478244647205,-0.284781881594969,-0.108564674693491
"REG4","black",0.697565378269043,0.214869070550355,0.0181034276315711,0.310451880976615,0.25490085940439,-0.11744811549751,0.128516330784024,0.111640508618024,0.697565378269043,0.223860728413835,-0.0262222309153,0.159464379350805,0.22689969068194,-0.131950193025609,-0.20889106176949,-0.510232618327847,-0.366964625460464
"GCNT3","black",0.696409420445495,0.247444401240579,-0.0780796896498439,0.172933856804204,0.298285716199599,-0.146879243502549,0.221005448930128,0.219519756569725,0.696409420445495,0.46512252025322,-0.109768596249107,0.211835222725686,0.246852414159077,-0.221920847497084,-0.137909928483083,-0.484351719534063,-0.35882975792049
"ANG","black",0.691906690288626,0.210243126468365,-0.0433858279150426,0.219602424608042,0.187627363680655,-0.161748594643151,0.0934010297847979,0.0364947053303292,0.691906690288626,0.285954007069886,-0.134446466850736,0.10605811131965,0.200804982341812,-0.121976745074789,-0.219170999517874,-0.461154749719857,-0.379286730177685
"LINC01207","black",0.691619365527085,0.0521480183131869,-0.209758176994325,-0.0255763649946273,0.15594720815921,-0.286338645653685,-0.0370793332141501,0.0352979157053614,0.691619365527085,0.469804875795039,0.0207368710307533,0.19220617434523,0.447069403585852,-0.171959479188197,0.0945609383079332,-0.282049261493357,-0.0715778024267535
"FKBP1A-SDCBP2","black",0.69121332258488,0.124798063697038,-0.273243020485342,0.00748885072385139,0.33874167029831,-0.109504084887329,0.161851574339922,0.153320406038355,0.69121332258488,0.642452812148928,-0.368840713698414,0.128855472715481,0.186610302161751,-0.0532286651104549,-0.0632318626675041,-0.35706812512825,-0.339222715263906
"B3GNT6","black",0.690051569367348,-0.0380140484032407,-0.257118146730611,-0.0671604766883414,0.24817479094778,-0.267880161047595,-0.0746484501212543,-0.130665561564942,0.690051569367348,0.485404237963047,-0.293096773680724,0.0484400226387799,0.136069771082293,-0.241561940302787,-0.102099660007544,-0.325318540075619,-0.339181806538837
"TMEM30B","black",0.688350402353051,0.099878021842456,-0.149702505725911,-0.0935555505609364,0.180131871078327,-0.350793943635335,-0.0479908720954059,0.0117454328691401,0.688350402353051,0.5657615901443,0.0508875725098252,0.28886324017559,0.440280406562205,-0.131250324679246,0.0959522800949462,-0.249813496739344,-0.0731509793014262
"PLAC8","black",0.686227753134977,0.167833150142671,-0.153650019211814,-0.0105931349083378,0.385557937667561,-0.159920888283085,0.20112518124565,0.185093794766829,0.686227753134977,0.56106761833812,-0.121183682919746,0.206551717842104,0.27296605329776,-0.245151739399764,-0.0898077754469754,-0.38606037215114,-0.330018108915464
"HSD17B2","black",0.685984119064062,0.210932436667117,-0.184171773677404,-0.0303782080794778,0.336844763626587,-0.139706493924499,0.141925087704366,0.0915344925691922,0.685984119064062,0.605186076502079,-0.214841708431229,0.181848752550472,0.26187342206017,-0.223971881006851,-0.130654749915731,-0.35538836760353,-0.287715834821796
"PAPSS2","black",0.683812913999736,0.021215262643719,-0.240815168074487,-0.0790820870046042,0.27174744129683,-0.204879417860128,0.0310439696619534,-0.0363801672181758,0.683812913999736,0.600553333424537,-0.185492985806278,0.173405612502993,0.256584685955893,-0.306739486938516,-0.0449870691875671,-0.344078571114738,-0.28402091400866
"SLC35A1","black",0.682974845323822,0.13674601985153,-0.234919181967821,0.0126351097337365,0.1684047165071,-0.135220719209361,0.0945005043679073,0.0874866677827968,0.682974845323822,0.342263695258416,0.161839755485473,0.315180606720105,0.644987153421728,-0.167221049392082,0.130548976447368,-0.454052421000078,-0.0266162144912007
"LGALS4","black",0.680614435720545,-0.00756661171143952,-0.150303007808802,-0.189410108176622,0.158752112519827,-0.364086859062894,-0.241646733036569,-0.20233554144441,0.680614435720545,0.710327256579455,-0.242572732288111,0.0471144335940889,0.106294033849227,-0.207275693521174,-0.0730492134958185,-0.0382337322756485,-0.17620150031571
"B3GALT5","black",0.679146333996143,0.0377922906207432,-0.314977587886354,-0.0749269468699366,0.345588676237182,-0.0689402678536147,0.138099098251839,0.0551446615783225,0.679146333996143,0.56775945292206,-0.271110814341118,0.0986456151160536,0.267784835663136,-0.269254224010252,-0.0385602199363266,-0.388458026694516,-0.257808757144311
"SPINK4","black",0.677918644193058,0.0862883471287078,-0.0203750385941876,0.114832749420063,0.29039440958716,-0.215513673124487,-0.00197984708949112,-0.0602619008528799,0.677918644193058,0.373941596213738,-0.0948910191500349,0.0712491727522968,0.14013011765729,-0.127576283343986,-0.197794968720021,-0.322725344346741,-0.30337961321268
"LAMA1","black",0.675444052446697,0.131872105742521,-0.254617604379046,-0.110388339188758,0.270697605623864,-0.10564334250615,0.106551646647217,0.00549112067081716,0.675444052446697,0.537826003549819,-0.274654051889882,0.123982514768132,0.224651279935929,-0.260123082290723,-0.161013780897937,-0.375018845002623,-0.308187796884658
"CKMT1A","black",0.673593264606666,0.245425129824123,0.113031231724437,0.104534512357889,0.127859796272866,-0.358380658711959,-0.0809334937656577,-0.0180595190406531,0.673593264606666,0.527607647125346,-0.0710693688670385,0.122055626275116,0.109957414039975,-0.0660493427106967,-0.180485494791814,-0.21073319174382,-0.230883331884551
"CA12","black",0.673552783233111,0.0494200696816261,-0.201543892856506,-0.0152812660974115,0.241632698083292,-0.185778012758083,-0.0083941785957308,-0.066739460333157,0.673552783233111,0.614184720873433,-0.267039785886038,0.10377263017251,0.172145706333317,-0.205890075861521,-0.0266177114244576,-0.30089388947816,-0.311311600729492
"MLPH","black",0.6727874614015,0.116674609593815,-0.170831274088027,0.36325443710974,0.0900142421363421,-0.056329547084196,0.118002866347333,0.0752027829818438,0.6727874614015,0.179615940844608,-0.176737139389002,0.0389323705233007,0.286451901415866,-0.165936792922588,-0.00797101883079181,-0.543886791651727,-0.305813113605084
"CREB3L1","black",0.67262192251583,0.145543304418682,-0.0838940251927767,0.396172558965302,0.157705084245184,0.0227209899725966,0.172320529272425,0.0838121610987699,0.67262192251583,0.209830473443549,-0.304935975007415,-0.0735226800142989,0.114273049015611,-0.207687252297453,-0.0940322977834641,-0.527231880196241,-0.425268172659879
"SLC9A2","black",0.670933707750852,0.182901184764524,-0.18149673160533,-0.115435560223715,0.25516211510077,-0.303087190877329,-0.0174902627114666,-0.0594237851914355,0.670933707750852,0.589822371545266,-0.20243312603221,0.293694387706345,0.205082088568088,-0.180267246031853,-0.132290016592505,-0.352091565319517,-0.34612894229704
"EIF4E3","black",0.665260888344978,0.235514513504819,-0.37705589706353,-0.0993240107293712,0.411500153528027,0.0666231036539239,0.379898916764397,0.287161379933973,0.665260888344978,0.443846028865236,-0.077539278642948,0.360780305051732,0.566196634933803,-0.260764147788585,0.022600403324903,-0.53098578833925,-0.129278473623542
"SQRDL","black",0.66512580800833,0.317972282832516,-0.0422749944389233,-0.0224234888111939,0.380759563201444,-0.139124978666537,0.26962489463715,0.242961453063655,0.66512580800833,0.556487380563465,-0.0769716339967033,0.299360635879181,0.280680438461641,-0.11326139450348,-0.156697758731352,-0.380763006145633,-0.308932436559663
"CES3","black",0.664171456179212,0.0926707931914566,-0.217883108732225,-0.173658047898916,0.318544276954799,-0.318044122507606,-0.0294752770709348,-0.0167646246776065,0.664171456179212,0.698785621779288,-0.214735558693599,0.146534644337491,0.259849929142852,-0.144418263587326,0.0781467511321476,-0.239042659311785,-0.19653602595
"ITLN1","black",0.662123208339182,0.0134282238086239,-0.202049604934451,-0.165888717595589,0.372094743544778,-0.212651512425445,0.0306650498720932,-0.0188121085620454,0.662123208339182,0.556825835783092,-0.159510064902248,0.150006658401854,0.20277489566037,-0.147971651351234,-0.0934139703678273,-0.248037487657139,-0.22555139214377
"RAB27B","black",0.662084958263318,0.264444644397058,-0.0948003524472286,0.282513623492069,0.210127766564278,-0.0337846318088517,0.292016277964224,0.338517074599799,0.662084958263318,0.158127576897019,0.137330758919576,0.25499153319081,0.562038963337794,-0.147914902023963,0.043994962456721,-0.646005367979795,-0.192879351273431
"UAP1","black",0.661787980940043,0.11500598799571,-0.292663195127418,0.024034152226799,0.206640139093136,-0.0990902247891132,0.127721173357175,0.0684734655645543,0.661787980940043,0.351520753691875,-0.00814430654798083,0.254608434630448,0.497539936038563,-0.171675683739794,0.00244358896140989,-0.493807701796522,-0.150714745758897
"ABHD17C","black",0.661471028915546,0.354790767182252,-0.00757814469673217,-0.0211989014255711,0.0453648315091125,-0.326000457795756,-0.0904279738343564,-0.0210818700920764,0.661471028915546,0.505684177942278,0.134236961720721,0.398265235640803,0.42998411210594,-0.0626873728859986,-0.0224679879417796,-0.193713537403827,-0.0580204848278866
"GALNT12","black",0.660152856916578,0.141587416175772,-0.185652184099976,-0.0917283385587963,0.134155445547403,-0.178989749571559,0.00627388452339988,0.00951671019525848,0.660152856916578,0.497280640106518,-0.0554587662139902,0.299674604710844,0.329874814985959,-0.0996116656397953,0.0220439952718087,-0.244093669965554,-0.0846187000650943
"PAFAH2","black",0.65941047746596,0.396079814376352,-0.0382206625910432,-0.10502234395276,0.228793719541946,-0.299374141814574,0.0225874090211077,0.00896532715809709,0.65941047746596,0.590695792522028,-0.170078910593909,0.345199928265359,0.18620690301178,-0.151264784368647,-0.232031960697228,-0.257005925256831,-0.338990972829799
"NOSTRIN","black",0.659020613307956,0.0066711446857583,-0.268137184289263,-0.157671134276636,0.104068864629107,-0.328743939713177,-0.146851284643049,-0.0412801399206488,0.659020613307956,0.560600569185799,0.0996298835789365,0.314512545462171,0.559547512496011,-0.154554526015665,0.195725394726151,-0.196633530041741,0.0788613272649397
"C15orf65","black",0.658916919578523,0.191829369308683,-0.171734867150045,0.0886634894484357,0.209758485954212,-0.0419882515045573,0.15921496714382,0.103592028894599,0.658916919578523,0.297550546917158,0.00328016065424735,0.229953901296031,0.449586960748707,-0.173334994603707,-0.112504810289629,-0.511783377908491,-0.203384307559185
"GPAT3","black",0.657638209078281,0.206783355144982,-0.188093981005052,-0.0197029024848518,0.279477040972201,-0.0355029910996057,0.249843759476991,0.149960276108616,0.657638209078281,0.474283532349018,-0.127398793613658,0.219009355361647,0.363569379143378,-0.274931855415139,-0.0921848547717278,-0.475610879552093,-0.319233442343366
"SLC17A5","black",0.653935008872959,0.360773881994333,-0.129530159093374,0.0515486777460198,0.244539093118843,-0.0122948827356196,0.284143384870425,0.176637200324062,0.653935008872959,0.353390034966789,0.00399777715860411,0.347847114804335,0.426895935399477,-0.161531209325611,-0.147365705029941,-0.489355204200886,-0.218905506782108
"TSPAN3","black",0.651080997085015,0.394588354307605,-0.112594501522878,-0.00464868001857301,0.242782677298906,-0.135161254888073,0.173835276430004,0.14823558675886,0.651080997085015,0.484756814519773,-0.074521646279554,0.428572804266862,0.305888750998111,-0.114012102876336,-0.180456678120744,-0.327076677073479,-0.210757782478841
"GALNT7","black",0.650906469849749,0.148633621451587,-0.250002868480565,-0.189506659905518,0.105124079597356,-0.336926929190478,-0.13682478652723,-0.072693643425879,0.650906469849749,0.481561153624826,0.140881565639248,0.453515692818669,0.548137048537814,-0.161137779515689,0.130700688386663,-0.231002224585355,0.0608918440761249
"CPT2","black",0.650059090908571,0.445798691048753,0.0986441536888525,-0.110101809057153,0.226320787545284,-0.253444986528766,0.093982630650166,0.0984710063518886,0.650059090908571,0.556485521401745,0.116229015049247,0.333036835440947,0.391835417281356,-0.0867565630581435,-0.187448682521203,-0.252927784899719,-0.172576235345331
"ATOH1","black",0.649393479603678,0.229058274151628,-0.039111891772914,-0.0334487049310401,0.212349977619436,-0.290162942358335,-0.054627852038831,-0.0913785467188423,0.649393479603678,0.392992748932774,-0.132852011013357,0.208949885132963,0.119165059047129,-0.138370508111516,-0.227950544978118,-0.273977297344454,-0.313223820884253
"BEST2","black",0.648089827297456,-0.00616162416881987,-0.326986410421095,-0.293677602900612,0.364727268593749,-0.165731238310075,0.0180033862799273,-0.108787998764727,0.648089827297456,0.718560427667697,-0.407184985437728,0.056565772589855,0.124464252236558,-0.282504560587245,-0.0814969198017952,-0.20859863096428,-0.293995364415405
"IQGAP2","black",0.647864303759647,0.164019982905704,-0.274061718950389,-0.0115177156432614,0.301218214402288,-0.110768473494178,0.198295855899387,0.141201471042003,0.647864303759647,0.433972583787379,-0.0542042016635018,0.268354645417328,0.456857029047511,-0.289487271011661,-0.0154883538691778,-0.465144254816788,-0.187811292755924
"IL1R2","black",0.647694342614114,0.24458621639872,-0.100552823954911,0.213316318664475,0.262969427709325,0.0378178125946664,0.304942893617561,0.184725234358496,0.647694342614114,0.248751588330623,-0.0777620511293333,0.211980777730838,0.293103753740847,-0.175177525318282,-0.175396246138568,-0.618096815143253,-0.399312032990716
"RNF125","black",0.646490218989018,0.374720306605595,-0.119206553055565,0.0726250015440391,0.295932061517565,-0.00618807945790915,0.355238287668835,0.243093912710605,0.646490218989018,0.283818231735266,0.0685078225368972,0.327334560429583,0.517256758494027,-0.272850569855811,-0.0695802903048718,-0.572182203140829,-0.228602499977379
"SHROOM3","black",0.644909305889294,0.172506020953202,-0.0923750269245821,-0.0129978952314826,0.0989922962096954,-0.340117354169039,-0.0577241622435355,0.0874471011081344,0.644909305889294,0.460833259114807,0.10501607878952,0.261585588051008,0.436523100072596,-0.0873985611286662,0.035855094271922,-0.23673397119269,0.015643061333124
"SLC2A13","black",0.644397731044453,-0.015567485899981,-0.46122221435577,-0.243543528702902,0.233885108283771,-0.103534893322541,0.0722431561231826,0.0593629582520724,0.644397731044453,0.5433262035412,0.0150849329456322,0.302786616186384,0.667539940729874,-0.237973398083275,0.231319168840826,-0.338286469929123,0.0678165348148523
