drug,signature_id,cell_line,pert_time,pert_dose,persistent_id,tissue,disease
doxycycline,REP.B005_A549_24H_D10_doxycycline_0.08uM,A549,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B005_A549_24H_D10_doxycycline_0.08uM.tsv,lung,lung cancer
doxycycline,CPC020_HCC515_6H_F03_doxycycline_10uM,HCC515,6 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC020_HCC515_6H_F03_doxycycline_10uM.tsv,lung,lung cancer
doxycycline,REP.B005_HT29_24H_D12_doxycycline_0.01uM,HT29,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B005_HT29_24H_D12_doxycycline_0.01uM.tsv,intestine,colon adenocarcinoma
doxycycline,REP.B005_HT29_24H_D11_doxycycline_0.03uM,HT29,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B005_HT29_24H_D11_doxycycline_0.03uM.tsv,intestine,colon adenocarcinoma
doxycycline,REP.A005_HT29_24H_D12_doxycycline_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A005_HT29_24H_D12_doxycycline_0.04uM.tsv,intestine,colon adenocarcinoma
doxycycline,REP.B005_HT29_24H_D10_doxycycline_0.08uM,HT29,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B005_HT29_24H_D10_doxycycline_0.08uM.tsv,intestine,colon adenocarcinoma
doxycycline,REP.B005_MCF7_24H_D12_doxycycline_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B005_MCF7_24H_D12_doxycycline_0.01uM.tsv,breast,breast adenocarcinoma
doxycycline,REP.B005_MCF7_24H_D11_doxycycline_0.03uM,MCF7,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B005_MCF7_24H_D11_doxycycline_0.03uM.tsv,breast,breast adenocarcinoma
doxycycline,REP.A005_MCF7_24H_D12_doxycycline_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A005_MCF7_24H_D12_doxycycline_0.04uM.tsv,breast,breast adenocarcinoma
doxycycline,REP.B005_MCF7_24H_D10_doxycycline_0.08uM,MCF7,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B005_MCF7_24H_D10_doxycycline_0.08uM.tsv,breast,breast adenocarcinoma
doxycycline,REP.B005_PC3_24H_D12_doxycycline_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B005_PC3_24H_D12_doxycycline_0.01uM.tsv,prostate gland,prostate adenocarcinoma
doxycycline,REP.B005_PC3_24H_D11_doxycycline_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B005_PC3_24H_D11_doxycycline_0.03uM.tsv,prostate gland,prostate adenocarcinoma
doxycycline,REP.A005_PC3_24H_D12_doxycycline_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A005_PC3_24H_D12_doxycycline_0.04uM.tsv,prostate gland,prostate adenocarcinoma
doxycycline,REP.B005_PC3_24H_D10_doxycycline_0.08uM,PC3,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B005_PC3_24H_D10_doxycycline_0.08uM.tsv,prostate gland,prostate adenocarcinoma
fluoxetine,REP.B003_A549_24H_A18_fluoxetine_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_A549_24H_A18_fluoxetine_0.01uM.tsv,lung,lung cancer
fluoxetine,REP.B003_A549_24H_A17_fluoxetine_0.03uM,A549,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_A549_24H_A17_fluoxetine_0.03uM.tsv,lung,lung cancer
fluoxetine,REP.A003_A549_24H_A18_fluoxetine_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A003_A549_24H_A18_fluoxetine_0.04uM.tsv,lung,lung cancer
fluoxetine,REP.B003_A549_24H_A16_fluoxetine_0.08uM,A549,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_A549_24H_A16_fluoxetine_0.08uM.tsv,lung,lung cancer
fluoxetine,CPC005_HCC515_6H_P19_fluoxetine_10uM,HCC515,6 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC005_HCC515_6H_P19_fluoxetine_10uM.tsv,lung,lung cancer
fluoxetine,CPC009_HCC515_6H_J24_fluoxetine_10uM,HCC515,6 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC009_HCC515_6H_J24_fluoxetine_10uM.tsv,lung,lung cancer
fluoxetine,REP.B003_HT29_24H_A18_fluoxetine_0.01uM,HT29,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_HT29_24H_A18_fluoxetine_0.01uM.tsv,intestine,colon adenocarcinoma
fluoxetine,REP.B003_HT29_24H_A17_fluoxetine_0.03uM,HT29,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_HT29_24H_A17_fluoxetine_0.03uM.tsv,intestine,colon adenocarcinoma
fluoxetine,REP.A003_HT29_24H_A18_fluoxetine_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A003_HT29_24H_A18_fluoxetine_0.04uM.tsv,intestine,colon adenocarcinoma
fluoxetine,REP.B003_HT29_24H_A16_fluoxetine_0.08uM,HT29,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_HT29_24H_A16_fluoxetine_0.08uM.tsv,intestine,colon adenocarcinoma
fluoxetine,REP.B003_MCF7_24H_A18_fluoxetine_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_MCF7_24H_A18_fluoxetine_0.01uM.tsv,breast,breast adenocarcinoma
fluoxetine,REP.B003_MCF7_24H_A17_fluoxetine_0.03uM,MCF7,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_MCF7_24H_A17_fluoxetine_0.03uM.tsv,breast,breast adenocarcinoma
fluoxetine,REP.A003_MCF7_24H_A18_fluoxetine_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A003_MCF7_24H_A18_fluoxetine_0.04uM.tsv,breast,breast adenocarcinoma
fluoxetine,REP.B003_MCF7_24H_A16_fluoxetine_0.08uM,MCF7,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_MCF7_24H_A16_fluoxetine_0.08uM.tsv,breast,breast adenocarcinoma
fluoxetine,REP.B003_PC3_24H_A18_fluoxetine_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_PC3_24H_A18_fluoxetine_0.01uM.tsv,prostate gland,prostate adenocarcinoma
fluoxetine,REP.B003_PC3_24H_A17_fluoxetine_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_PC3_24H_A17_fluoxetine_0.03uM.tsv,prostate gland,prostate adenocarcinoma
fluoxetine,REP.A003_PC3_24H_A18_fluoxetine_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A003_PC3_24H_A18_fluoxetine_0.04uM.tsv,prostate gland,prostate adenocarcinoma
fluoxetine,REP.B003_PC3_24H_A16_fluoxetine_0.08uM,PC3,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B003_PC3_24H_A16_fluoxetine_0.08uM.tsv,prostate gland,prostate adenocarcinoma
hydroxychloroquine,CPD002_MCF7_24H_J21_hydroxychloroquine_10uM,MCF7,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPD002_MCF7_24H_J21_hydroxychloroquine_10uM.tsv,breast,breast adenocarcinoma
hydroxychloroquine,CPD002_MCF7_6H_J21_hydroxychloroquine_10uM,MCF7,6 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPD002_MCF7_6H_J21_hydroxychloroquine_10uM.tsv,breast,breast adenocarcinoma
hydroxychloroquine,CPD002_PC3_24H_J21_hydroxychloroquine_10uM,PC3,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPD002_PC3_24H_J21_hydroxychloroquine_10uM.tsv,prostate gland,prostate adenocarcinoma
hydroxychloroquine,CPD002_PC3_6H_J21_hydroxychloroquine_10uM,PC3,6 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPD002_PC3_6H_J21_hydroxychloroquine_10uM.tsv,prostate gland,prostate adenocarcinoma
hydroxyurea,REP.B016_A549_24H_C18_hydroxyurea_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_A549_24H_C18_hydroxyurea_0.01uM.tsv,lung,lung cancer
hydroxyurea,REP.B016_A549_24H_C17_hydroxyurea_0.03uM,A549,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_A549_24H_C17_hydroxyurea_0.03uM.tsv,lung,lung cancer
hydroxyurea,PBIOA014_A549_24H_H18_hydroxyurea_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA014_A549_24H_H18_hydroxyurea_0.04uM.tsv,lung,lung cancer
hydroxyurea,REP.A016_A549_24H_C18_hydroxyurea_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A016_A549_24H_C18_hydroxyurea_0.04uM.tsv,lung,lung cancer
hydroxyurea,PBIOA014_HCC515_24H_H18_hydroxyurea_0.04uM,HCC515,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA014_HCC515_24H_H18_hydroxyurea_0.04uM.tsv,lung,lung cancer
hydroxyurea,PBIOA014_HCC515_24H_H17_hydroxyurea_0.125uM,HCC515,24 h,0.125 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA014_HCC515_24H_H17_hydroxyurea_0.125uM.tsv,lung,lung cancer
hydroxyurea,PBIOA014_HCC515_24H_H16_hydroxyurea_0.37uM,HCC515,24 h,0.37 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA014_HCC515_24H_H16_hydroxyurea_0.37uM.tsv,lung,lung cancer
hydroxyurea,PBIOA014_HCC515_24H_H15_hydroxyurea_1.11uM,HCC515,24 h,1.11 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA014_HCC515_24H_H15_hydroxyurea_1.11uM.tsv,lung,lung cancer
hydroxyurea,REP.B016_HT29_24H_C18_hydroxyurea_0.01uM,HT29,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_HT29_24H_C18_hydroxyurea_0.01uM.tsv,intestine,colon adenocarcinoma
hydroxyurea,REP.B016_HT29_24H_C17_hydroxyurea_0.03uM,HT29,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_HT29_24H_C17_hydroxyurea_0.03uM.tsv,intestine,colon adenocarcinoma
hydroxyurea,PBIOA014_HT29_24H_H18_hydroxyurea_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA014_HT29_24H_H18_hydroxyurea_0.04uM.tsv,intestine,colon adenocarcinoma
hydroxyurea,REP.A016_HT29_24H_C18_hydroxyurea_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A016_HT29_24H_C18_hydroxyurea_0.04uM.tsv,intestine,colon adenocarcinoma
hydroxyurea,REP.B016_MCF7_24H_C18_hydroxyurea_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_MCF7_24H_C18_hydroxyurea_0.01uM.tsv,breast,breast adenocarcinoma
hydroxyurea,REP.B016_MCF7_24H_C17_hydroxyurea_0.03uM,MCF7,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_MCF7_24H_C17_hydroxyurea_0.03uM.tsv,breast,breast adenocarcinoma
hydroxyurea,PBIOA014_MCF7_24H_H18_hydroxyurea_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA014_MCF7_24H_H18_hydroxyurea_0.04uM.tsv,breast,breast adenocarcinoma
hydroxyurea,REP.A016_MCF7_24H_C18_hydroxyurea_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A016_MCF7_24H_C18_hydroxyurea_0.04uM.tsv,breast,breast adenocarcinoma
hydroxyurea,REP.B016_PC3_24H_C18_hydroxyurea_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_PC3_24H_C18_hydroxyurea_0.01uM.tsv,prostate gland,prostate adenocarcinoma
hydroxyurea,REP.B016_PC3_24H_C17_hydroxyurea_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B016_PC3_24H_C17_hydroxyurea_0.03uM.tsv,prostate gland,prostate adenocarcinoma
hydroxyurea,PBIOA014_PC3_24H_H18_hydroxyurea_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA014_PC3_24H_H18_hydroxyurea_0.04uM.tsv,prostate gland,prostate adenocarcinoma
hydroxyurea,REP.A016_PC3_24H_C18_hydroxyurea_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A016_PC3_24H_C18_hydroxyurea_0.04uM.tsv,prostate gland,prostate adenocarcinoma
itraconazole,PBIOA015_A549_24H_A18_itraconazole_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA015_A549_24H_A18_itraconazole_0.04uM.tsv,lung,lung cancer
itraconazole,PBIOA015_A549_24H_A17_itraconazole_0.125uM,A549,24 h,0.125 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA015_A549_24H_A17_itraconazole_0.125uM.tsv,lung,lung cancer
itraconazole,PBIOA015_A549_24H_A16_itraconazole_0.37uM,A549,24 h,0.37 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA015_A549_24H_A16_itraconazole_0.37uM.tsv,lung,lung cancer
itraconazole,PBIOA015_A549_24H_A15_itraconazole_1.11uM,A549,24 h,1.11 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA015_A549_24H_A15_itraconazole_1.11uM.tsv,lung,lung cancer
itraconazole,PBIOA015_HCC515_24H_A18_itraconazole_0.04uM,HCC515,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA015_HCC515_24H_A18_itraconazole_0.04uM.tsv,lung,lung cancer
itraconazole,PBIOA015_HCC515_24H_A17_itraconazole_0.125uM,HCC515,24 h,0.125 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA015_HCC515_24H_A17_itraconazole_0.125uM.tsv,lung,lung cancer
itraconazole,PBIOA015_HCC515_24H_A16_itraconazole_0.37uM,HCC515,24 h,0.37 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA015_HCC515_24H_A16_itraconazole_0.37uM.tsv,lung,lung cancer
itraconazole,PBIOA015_HCC515_24H_A15_itraconazole_1.11uM,HCC515,24 h,1.11 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA015_HCC515_24H_A15_itraconazole_1.11uM.tsv,lung,lung cancer
itraconazole,REP.B006_HT29_24H_N12_itraconazole_0.01uM,HT29,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B006_HT29_24H_N12_itraconazole_0.01uM.tsv,intestine,colon adenocarcinoma
itraconazole,REP.B006_HT29_24H_N11_itraconazole_0.03uM,HT29,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B006_HT29_24H_N11_itraconazole_0.03uM.tsv,intestine,colon adenocarcinoma
itraconazole,PBIOA015_HT29_24H_A18_itraconazole_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA015_HT29_24H_A18_itraconazole_0.04uM.tsv,intestine,colon adenocarcinoma
itraconazole,REP.A006_HT29_24H_N12_itraconazole_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A006_HT29_24H_N12_itraconazole_0.04uM.tsv,intestine,colon adenocarcinoma
itraconazole,REP.B006_MCF7_24H_N12_itraconazole_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B006_MCF7_24H_N12_itraconazole_0.01uM.tsv,breast,breast adenocarcinoma
itraconazole,REP.B006_MCF7_24H_N11_itraconazole_0.03uM,MCF7,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B006_MCF7_24H_N11_itraconazole_0.03uM.tsv,breast,breast adenocarcinoma
itraconazole,PBIOA015_MCF7_24H_A18_itraconazole_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA015_MCF7_24H_A18_itraconazole_0.04uM.tsv,breast,breast adenocarcinoma
itraconazole,REP.A006_MCF7_24H_N12_itraconazole_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A006_MCF7_24H_N12_itraconazole_0.04uM.tsv,breast,breast adenocarcinoma
itraconazole,REP.B006_PC3_24H_N12_itraconazole_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B006_PC3_24H_N12_itraconazole_0.01uM.tsv,prostate gland,prostate adenocarcinoma
itraconazole,REP.B006_PC3_24H_N11_itraconazole_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B006_PC3_24H_N11_itraconazole_0.03uM.tsv,prostate gland,prostate adenocarcinoma
itraconazole,PBIOA015_PC3_24H_A18_itraconazole_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_PBIOA015_PC3_24H_A18_itraconazole_0.04uM.tsv,prostate gland,prostate adenocarcinoma
itraconazole,REP.A006_PC3_24H_N12_itraconazole_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A006_PC3_24H_N12_itraconazole_0.04uM.tsv,prostate gland,prostate adenocarcinoma
ivermectin,REP.B019_A549_24H_J24_ivermectin_0.01uM,A549,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B019_A549_24H_J24_ivermectin_0.01uM.tsv,lung,lung cancer
ivermectin,REP.B019_A549_24H_J23_ivermectin_0.03uM,A549,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B019_A549_24H_J23_ivermectin_0.03uM.tsv,lung,lung cancer
ivermectin,REP.A019_A549_24H_J24_ivermectin_0.04uM,A549,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A019_A549_24H_J24_ivermectin_0.04uM.tsv,lung,lung cancer
ivermectin,REP.B019_A549_24H_J22_ivermectin_0.08uM,A549,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B019_A549_24H_J22_ivermectin_0.08uM.tsv,lung,lung cancer
ivermectin,CPC003_HCC515_24H_G20_ivermectin_10uM,HCC515,24 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC003_HCC515_24H_G20_ivermectin_10uM.tsv,lung,lung cancer
ivermectin,CPC003_HCC515_6H_G20_ivermectin_10uM,HCC515,6 h,10 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_CPC003_HCC515_6H_G20_ivermectin_10uM.tsv,lung,lung cancer
ivermectin,REP.B019_HT29_24H_J24_ivermectin_0.01uM,HT29,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B019_HT29_24H_J24_ivermectin_0.01uM.tsv,intestine,colon adenocarcinoma
ivermectin,REP.B019_HT29_24H_J23_ivermectin_0.03uM,HT29,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B019_HT29_24H_J23_ivermectin_0.03uM.tsv,intestine,colon adenocarcinoma
ivermectin,REP.A019_HT29_24H_J24_ivermectin_0.04uM,HT29,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A019_HT29_24H_J24_ivermectin_0.04uM.tsv,intestine,colon adenocarcinoma
ivermectin,REP.B019_HT29_24H_J22_ivermectin_0.08uM,HT29,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B019_HT29_24H_J22_ivermectin_0.08uM.tsv,intestine,colon adenocarcinoma
ivermectin,REP.B019_MCF7_24H_J24_ivermectin_0.01uM,MCF7,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B019_MCF7_24H_J24_ivermectin_0.01uM.tsv,breast,breast adenocarcinoma
ivermectin,REP.B019_MCF7_24H_J23_ivermectin_0.03uM,MCF7,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B019_MCF7_24H_J23_ivermectin_0.03uM.tsv,breast,breast adenocarcinoma
ivermectin,REP.A019_MCF7_24H_J24_ivermectin_0.04uM,MCF7,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A019_MCF7_24H_J24_ivermectin_0.04uM.tsv,breast,breast adenocarcinoma
ivermectin,REP.B019_MCF7_24H_J22_ivermectin_0.08uM,MCF7,24 h,0.08 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B019_MCF7_24H_J22_ivermectin_0.08uM.tsv,breast,breast adenocarcinoma
ivermectin,REP.B019_PC3_24H_J24_ivermectin_0.01uM,PC3,24 h,0.01 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B019_PC3_24H_J24_ivermectin_0.01uM.tsv,prostate gland,prostate adenocarcinoma
ivermectin,REP.B019_PC3_24H_J23_ivermectin_0.03uM,PC3,24 h,0.03 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.B019_PC3_24H_J23_ivermectin_0.03uM.tsv,prostate gland,prostate adenocarcinoma
ivermectin,REP.A019_PC3_24H_J24_ivermectin_0.04uM,PC3,24 h,0.04 uM,https://lincs-dcic.s3.amazonaws.com/LINCS-sigs-2021/cd/cp/L1000_LINCS_DCIC_REP.A019_PC3_24H_J24_ivermectin_0.04uM.tsv,prostate gland,prostate adenocarcinoma
