source_article,source_table,article_rank,gene_symbol_raw,gene_symbol,description,gifts,genecard_id,relevance_score,in_dinp_93,dinp_support_count,CTD,ToxCast,Tox21,T3DB
10.1186/s12906-021-03273-7,Table S2,427,HGF,HGF,Hepatocyte Growth Factor,52,GC07M081699,28.1,False,,,,,
10.1186/s12906-021-03273-7,Table S2,428,SP1,SP1,Sp1 Transcription Factor,44,GC12P053380,28.08,False,,,,,
10.1186/s12906-021-03273-7,Table S2,429,RHOA,RHOA,Ras Homolog Family Member A,46,GC03M049359,28.06,False,,,,,
10.1186/s12906-021-03273-7,Table S2,430,P2RX7,P2RX7,Purinergic Receptor P2X 7,45,GC12P122829,28.06,False,,,,,
10.1186/s12906-021-03273-7,Table S2,431,GSK3B,GSK3B,Glycogen Synthase Kinase 3 Beta,50,GC03M119821,28.05,False,,,,,
10.1186/s12906-021-03273-7,Table S2,432,MKI67,MKI67,Marker Of Proliferation Ki-67,44,GC10M128096,28.01,False,,,,,
10.1186/s12906-021-03273-7,Table S2,433,CRP,CRP,C-Reactive Protein,46,GC01M159716,28.01,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,434,MMP14,MMP14,Matrix Metallopeptidase 14,51,GC14P025277,27.99,False,,,,,
10.1186/s12906-021-03273-7,Table S2,435,SDHA,SDHA,Succinate Dehydrogenase Complex Flavoprotein Subunit A,46,GC05P000208,27.98,False,,,,,
10.1186/s12906-021-03273-7,Table S2,436,CCNA2,CCNA2,Cyclin A2,44,GC04M121816,27.97,False,,,,,
10.1186/s12906-021-03273-7,Table S2,437,PLAUR,PLAUR,"Plasminogen Activator, Urokinase Receptor",44,GC19M043646,27.95,False,,,,,
10.1186/s12906-021-03273-7,Table S2,438,AKAP9,AKAP9,A-Kinase Anchoring Protein 9,43,GC07P091940,27.95,False,,,,,
10.1186/s12906-021-03273-7,Table S2,439,MT-CO2,MT-CO2,Mitochondrially Encoded Cytochrome C Oxidase II,32,GCMTP007587,27.92,False,,,,,
10.1186/s12906-021-03273-7,Table S2,440,MUC4,MUC4,"Mucin 4, Cell Surface Associated",38,GC03M195746,27.88,False,,,,,
10.1186/s12906-021-03273-7,Table S2,441,KLF5,KLF5,Kruppel Like Factor 5,44,GC13P073054,27.87,False,,,,,
10.1186/s12906-021-03273-7,Table S2,442,E2F1,E2F1,E2F Transcription Factor 1,43,GC20M033675,27.85,False,,,,,
10.1186/s12906-021-03273-7,Table S2,443,MCL1,MCL1,"MCL1 Apoptosis Regulator, BCL2 Family Member",47,GC01M150707,27.84,False,,,,,
10.1186/s12906-021-03273-7,Table S2,444,ABCC1,ABCC1,ATP Binding Cassette Subfamily C Member 1,47,GC16P015949,27.84,False,,,,,
10.1186/s12906-021-03273-7,Table S2,445,MAPK14,MAPK14,Mitogen-Activated Protein Kinase 14,51,GC06P047451,27.82,False,,,,,
10.1186/s12906-021-03273-7,Table S2,446,IRF1,IRF1,Interferon Regulatory Factor 1,47,GC05M132481,27.81,False,,,,,
10.1186/s12906-021-03273-7,Table S2,447,KRT19,KRT19,Keratin 19,45,GC17M041523,27.79,False,,,,,
10.1186/s12906-021-03273-7,Table S2,448,FBXW7,FBXW7,F-Box And WD Repeat Domain Containing 7,44,GC04M152321,27.79,False,,,,,
10.1186/s12906-021-03273-7,Table S2,449,SDHD,SDHD,Succinate Dehydrogenase Complex Subunit D,44,GC11P112087,27.76,False,,,,,
10.1186/s12906-021-03273-7,Table S2,450,RARB,RARB,Retinoic Acid Receptor Beta,50,GC03P024830,27.74,False,,,,,
10.1186/s12906-021-03273-7,Table S2,451,HNF1B,HNF1B,HNF1 Homeobox B,44,GC17M037686,27.72,False,,,,,
10.1186/s12906-021-03273-7,Table S2,452,SNAI1,SNAI1,Snail Family Transcriptional Repressor 1,44,GC20P049982,27.69,False,,,,,
10.1186/s12906-021-03273-7,Table S2,453,BMP6,BMP6,Bone Morphogenetic Protein 6,43,GC06P007726,27.69,False,,,,,
10.1186/s12906-021-03273-7,Table S2,454,EDNRB,EDNRB,Endothelin Receptor Type B,49,GC13M077895,27.65,False,,,,,
10.1186/s12906-021-03273-7,Table S2,455,IL4,IL4,Interleukin 4,46,GC05P132673,27.64,False,,,,,
10.1186/s12906-021-03273-7,Table S2,456,VDR,VDR,Vitamin D Receptor,51,GC12M047841,27.54,False,,,,,
10.1186/s12906-021-03273-7,Table S2,457,LIG4,LIG4,DNA Ligase 4,48,GC13M108207,27.54,False,,,,,
10.1186/s12906-021-03273-7,Table S2,458,ARAF,ARAF,"A-Raf Proto-Oncogene, Serine/Threonine Kinase",45,GC0XP047562,27.54,False,,,,,
10.1186/s12906-021-03273-7,Table S2,459,HOTAIR,HOTAIR,HOX Transcript Antisense RNA,25,GC12M053962,27.52,False,,,,,
10.1186/s12906-021-03273-7,Table S2,460,MIR372,MIR372,MicroRNA 372,16,GC19P054631,27.46,False,,,,,
10.1186/s12906-021-03273-7,Table S2,461,SI,SI,Sucrase-Isomaltase,43,GC03M164978,27.42,False,,,,,
10.1186/s12906-021-03273-7,Table S2,462,KITLG,KITLG,KIT Ligand,44,GC12M088492,27.33,False,,,,,
10.1186/s12906-021-03273-7,Table S2,463,ACSL4,ACSL4,Acyl-CoA Synthetase Long Chain Family Member 4,44,GC0XM109624,27.27,False,,,,,
10.1186/s12906-021-03273-7,Table S2,464,MIR185,MIR185,MicroRNA 185,21,GC22P020034,27.25,False,,,,,
10.1186/s12906-021-03273-7,Table S2,465,HSP90AA1,HSP90AA1,Heat Shock Protein 90 Alpha Family Class A Member 1,48,GC14M102080,27.24,False,,,,,
10.1186/s12906-021-03273-7,Table S2,466,BDNF,BDNF,Brain Derived Neurotrophic Factor,47,GC11M027654,27.24,False,,,,,
10.1186/s12906-021-03273-7,Table S2,467,BAK1,BAK1,BCL2 Antagonist/Killer 1,44,GC06M033572,27.21,False,,,,,
10.1186/s12906-021-03273-7,Table S2,468,PCNA,PCNA,Proliferating Cell Nuclear Antigen,51,GC20M005114,27.18,False,,,,,
10.1186/s12906-021-03273-7,Table S2,469,CCNB1,CCNB1,Cyclin B1,47,GC05P069167,27.18,False,,,,,
10.1186/s12906-021-03273-7,Table S2,470,RAC1,RAC1,Rac Family Small GTPase 1,49,GC07P006380,27.15,False,,,,,
10.1186/s12906-021-03273-7,Table S2,471,ITGB1,ITGB1,Integrin Subunit Beta 1,50,GC10M032900,27.13,False,,,,,
10.1186/s12906-021-03273-7,Table S2,472,H2AC18,H2AC18,H2A Clustered Histone 18,26,GC01M149961,27.08,False,,,,,
10.1186/s12906-021-03273-7,Table S2,473,TBX1,TBX1,T-Box Transcription Factor 1,42,GC22P019747,27.07,False,,,,,
10.1186/s12906-021-03273-7,Table S2,474,HDC,HDC,Histidine Decarboxylase,44,GC15M050241,27.07,False,,,,,
10.1186/s12906-021-03273-7,Table S2,475,COLCA2,COLCA2,Colorectal Cancer Associated 2,24,GC11P111298,27.07,False,,,,,
10.1186/s12906-021-03273-7,Table S2,476,FOS,FOS,"Fos Proto-Oncogene, AP-1 Transcription Factor Subunit",50,GC14P075278,27.06,False,,,,,
10.1186/s12906-021-03273-7,Table S2,477,PPM1D,PPM1D,"Protein Phosphatase, Mg2+/Mn2+ Dependent 1D",47,GC17P060600,27.05,False,,,,,
10.1186/s12906-021-03273-7,Table S2,478,FZD6,FZD6,Frizzled Class Receptor 6,47,GC08P103298,27.02,False,,,,,
10.1186/s12906-021-03273-7,Table S2,479,MALAT1,MALAT1,Metastasis Associated Lung Adenocarcinoma Transcript 1,24,GC11P065806,27.01,False,,,,,
10.1186/s12906-021-03273-7,Table S2,480,C11orf65,C11ORF65,Chromosome 11 Open Reading Frame 65,30,GC11M108308,26.98,False,,,,,
10.1186/s12906-021-03273-7,Table S2,481,GRP,GRP,Gastrin Releasing Peptide,41,GC18P059220,26.94,False,,,,,
10.1186/s12906-021-03273-7,Table S2,482,CSF2,CSF2,Colony Stimulating Factor 2,44,GC05P132073,26.93,False,,,,,
10.1186/s12906-021-03273-7,Table S2,483,PRKCA,PRKCA,Protein Kinase C Alpha,50,GC17P066302,26.91,False,,,,,
10.1186/s12906-021-03273-7,Table S2,484,FOXH1,FOXH1,Forkhead Box H1,41,GC08M144473,26.89,False,,,,,
10.1186/s12906-021-03273-7,Table S2,485,SERPINA3,SERPINA3,Serpin Family A Member 3,43,GC14P094612,26.83,False,,,,,
10.1186/s12906-021-03273-7,Table S2,486,ANXA5,ANXA5,Annexin A5,46,GC04M121667,26.79,False,,,,,
10.1186/s12906-021-03273-7,Table S2,487,AREG,AREG,Amphiregulin,43,GC04P074445,26.78,False,,,,,
10.1186/s12906-021-03273-7,Table S2,488,PIK3CB,PIK3CB,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Beta",47,GC03M138652,26.76,False,,,,,
10.1186/s12906-021-03273-7,Table S2,489,BMP4,BMP4,Bone Morphogenetic Protein 4,49,GC14M053949,26.74,False,,,,,
10.1186/s12906-021-03273-7,Table S2,490,KRT18,KRT18,Keratin 18,48,GC12P052948,26.7,False,,,,,
10.1186/s12906-021-03273-7,Table S2,491,RAD54L,RAD54L,RAD54 Like,45,GC01P046258,26.67,False,,,,,
10.1186/s12906-021-03273-7,Table S2,492,TIMP1,TIMP1,TIMP Metallopeptidase Inhibitor 1,45,GC0XP047583,26.65,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,493,MIR199A1,MIR199A1,MicroRNA 199a-1,18,GC19M010792,26.63,False,,,,,
10.1186/s12906-021-03273-7,Table S2,494,CRCS2,CRCS2,"Colorectal Cancer, Susceptibility To, 2",2,GC08U901124,26.63,False,,,,,
10.1186/s12906-021-03273-7,Table S2,495,MIR193B,MIR193B,MicroRNA 193b,20,GC16P014307,26.61,False,,,,,
10.1186/s12906-021-03273-7,Table S2,496,COX5A,COX5A,Cytochrome C Oxidase Subunit 5A,43,GC15M074919,26.58,False,,,,,
10.1186/s12906-021-03273-7,Table S2,497,TCOF1,TCOF1,Treacle Ribosome Biogenesis Factor 1,42,GC05P150358,26.51,False,,,,,
10.1186/s12906-021-03273-7,Table S2,498,NME1,NME1,NME/NM23 Nucleoside Diphosphate Kinase 1,47,GC17P051154,26.48,False,,,,,
10.1186/s12906-021-03273-7,Table S2,499,MITF,MITF,Melanocyte Inducing Transcription Factor,47,GC03P069788,26.47,False,,,,,
10.1186/s12906-021-03273-7,Table S2,500,CRCS6,CRCS6,"Colorectal Cancer, Susceptibility To, 6",2,GC08U901098,26.37,False,,,,,
10.1186/s12906-021-03273-7,Table S2,501,CRCS5,CRCS5,"Colorectal Cancer, Susceptibility To, 5",2,GC10U901096,26.37,False,,,,,
10.1186/s12906-021-03273-7,Table S2,502,RARA,RARA,Retinoic Acid Receptor Alpha,50,GC17P040309,26.36,False,,,,,
10.1186/s12906-021-03273-7,Table S2,503,MT-ND4L,MT-ND4L,Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 4L,28,GCMTP010472,26.34,False,,,,,
10.1186/s12906-021-03273-7,Table S2,504,CRCS9,CRCS9,"Colorectal Cancer, Susceptibility To, 9",2,GC16U901133,26.34,False,,,,,
10.1186/s12906-021-03273-7,Table S2,505,CRCS11,CRCS11,"Colorectal Cancer, Susceptibility To, 11",2,GC20U900444,26.34,False,,,,,
10.1186/s12906-021-03273-7,Table S2,506,WWOX,WWOX,WW Domain Containing Oxidoreductase,47,GC16P078099,26.31,False,,,,,
10.1186/s12906-021-03273-7,Table S2,507,GADD45A,GADD45A,Growth Arrest And DNA Damage Inducible Alpha,44,GC01P067685,26.31,False,,,,,
10.1186/s12906-021-03273-7,Table S2,508,DNMT3B,DNMT3B,DNA Methyltransferase 3 Beta,50,GC20P032762,26.28,False,,,,,
10.1186/s12906-021-03273-7,Table S2,509,EDNRA,EDNRA,Endothelin Receptor Type A,49,GC04P147480,26.25,False,,,,,
10.1186/s12906-021-03273-7,Table S2,510,NTRK3,NTRK3,Neurotrophic Receptor Tyrosine Kinase 3,51,GC15M087859,26.24,False,,,,,
10.1186/s12906-021-03273-7,Table S2,511,MYLK,MYLK,Myosin Light Chain Kinase,52,GC03M123610,26.24,False,,,,,
10.1186/s12906-021-03273-7,Table S2,512,XPA,XPA,"XPA, DNA Damage Recognition And Repair Factor",45,GC09M097635,26.21,False,,,,,
10.1186/s12906-021-03273-7,Table S2,513,PIK3R3,PIK3R3,Phosphoinositide-3-Kinase Regulatory Subunit 3,43,GC01M046041,26.19,False,,,,,
10.1186/s12906-021-03273-7,Table S2,514,LGALS3,LGALS3,Galectin 3,44,GC14P055124,26.15,False,,,,,
10.1186/s12906-021-03273-7,Table S2,515,PAX3,PAX3,Paired Box 3,47,GC02M222199,26.14,False,,,,,
10.1186/s12906-021-03273-7,Table S2,516,BAD,BAD,BCL2 Associated Agonist Of Cell Death,46,GC11M064273,26.11,False,,,,,
10.1186/s12906-021-03273-7,Table S2,517,PTGS1,PTGS1,Prostaglandin-Endoperoxide Synthase 1,46,GC09P122370,26.08,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,518,POMC,POMC,Proopiomelanocortin,48,GC02M025160,26.08,False,,,,,
10.1186/s12906-021-03273-7,Table S2,519,GRB2,GRB2,Growth Factor Receptor Bound Protein 2,49,GC17M075318,26,False,,,,,
10.1186/s12906-021-03273-7,Table S2,520,MIR30A,MIR30A,MicroRNA 30a,20,GC06M071403,25.96,False,,,,,
10.1186/s12906-021-03273-7,Table S2,521,MIR204,MIR204,MicroRNA 204,21,GC09M070809,25.93,False,,,,,
10.1186/s12906-021-03273-7,Table S2,522,TIMP2,TIMP2,TIMP Metallopeptidase Inhibitor 2,44,GC17M078852,25.92,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,523,PDGFB,PDGFB,Platelet Derived Growth Factor Subunit B,50,GC22M045657,25.91,False,,,,,
10.1186/s12906-021-03273-7,Table S2,524,THBS1,THBS1,Thrombospondin 1,44,GC15P039581,25.86,False,,,,,
10.1186/s12906-021-03273-7,Table S2,525,CDKN2C,CDKN2C,Cyclin Dependent Kinase Inhibitor 2C,45,GC01P050960,25.86,False,,,,,
10.1186/s12906-021-03273-7,Table S2,526,SUFU,SUFU,SUFU Negative Regulator Of Hedgehog Signaling,43,GC10P102503,25.85,False,,,,,
10.1186/s12906-021-03273-7,Table S2,527,EPHA3,EPHA3,EPH Receptor A3,45,GC03P089077,25.84,False,,,,,
10.1186/s12906-021-03273-7,Table S2,528,NAT2,NAT2,N-Acetyltransferase 2,43,GC08P018391,25.8,False,,,,,
10.1186/s12906-021-03273-7,Table S2,529,MIR324,MIR324,MicroRNA 324,18,GC17M007223,25.8,False,,,,,
10.1186/s12906-021-03273-7,Table S2,530,PLK1,PLK1,Polo Like Kinase 1,49,GC16P023888,25.76,False,,,,,
10.1186/s12906-021-03273-7,Table S2,531,IL17A,IL17A,Interleukin 17A,42,GC06P052186,25.75,False,,,,,
10.1186/s12906-021-03273-7,Table S2,532,COLCA1,COLCA1,Colorectal Cancer Associated 1,22,GC11M111290,25.75,False,,,,,
10.1186/s12906-021-03273-7,Table S2,533,PRKD1,PRKD1,Protein Kinase D1,50,GC14M029576,25.74,False,,,,,
10.1186/s12906-021-03273-7,Table S2,534,UCA1,UCA1,Urothelial Cancer Associated 1,24,GC19P015828,25.71,False,,,,,
10.1186/s12906-021-03273-7,Table S2,535,PVT1,PVT1,Pvt1 Oncogene,25,GC08P127804,25.71,False,,,,,
10.1186/s12906-021-03273-7,Table S2,536,CRCS8,CRCS8,"Colorectal Cancer, Susceptibility To, 8",2,GC14U900916,25.69,False,,,,,
10.1186/s12906-021-03273-7,Table S2,537,CRCS7,CRCS7,"Colorectal Cancer, Susceptibility To, 7",2,GC11U901214,25.69,False,,,,,
10.1186/s12906-021-03273-7,Table S2,538,NPM1,NPM1,Nucleophosmin 1,50,GC05P171387,25.58,False,,,,,
10.1186/s12906-021-03273-7,Table S2,539,GJA1,GJA1,Gap Junction Protein Alpha 1,50,GC06P121436,25.55,False,,,,,
10.1186/s12906-021-03273-7,Table S2,540,CTSB,CTSB,Cathepsin B,51,GC08M011842,25.53,False,,,,,
10.1186/s12906-021-03273-7,Table S2,541,TEK,TEK,TEK Receptor Tyrosine Kinase,50,GC09P027109,25.52,False,,,,,
10.1186/s12906-021-03273-7,Table S2,542,MAD1L1,MAD1L1,Mitotic Arrest Deficient 1 Like 1,45,GC07M001815,25.46,False,,,,,
10.1186/s12906-021-03273-7,Table S2,543,CDKN2B-AS1,CDKN2B-AS1,CDKN2B Antisense RNA 1,21,GC09P021994,25.38,False,,,,,
10.1186/s12906-021-03273-7,Table S2,544,JAK1,JAK1,Janus Kinase 1,50,GC01M064833,25.3,False,,,,,
10.1186/s12906-021-03273-7,Table S2,545,TNFRSF10A,TNFRSF10A,TNF Receptor Superfamily Member 10a,45,GC08M023190,25.27,False,,,,,
10.1186/s12906-021-03273-7,Table S2,546,SDHC,SDHC,Succinate Dehydrogenase Complex Subunit C,44,GC01P161314,25.27,False,,,,,
10.1186/s12906-021-03273-7,Table S2,547,KLF4,KLF4,Kruppel Like Factor 4,45,GC09M107484,25.2,False,,,,,
10.1186/s12906-021-03273-7,Table S2,548,CTSD,CTSD,Cathepsin D,52,GC11M001752,25.19,False,,,,,
10.1186/s12906-021-03273-7,Table S2,549,VWF,VWF,Von Willebrand Factor,48,GC12M005917,25.14,False,,,,,
10.1186/s12906-021-03273-7,Table S2,550,PTPN12,PTPN12,Protein Tyrosine Phosphatase Non-Receptor Type 12,45,GC07P077537,25.13,False,,,,,
10.1186/s12906-021-03273-7,Table S2,551,ACE,ACE,Angiotensin I Converting Enzyme,49,GC17P063477,25.13,False,,,,,
10.1186/s12906-021-03273-7,Table S2,552,MIR199B,MIR199B,MicroRNA 199b,19,GC09M128244,25.12,False,,,,,
10.1186/s12906-021-03273-7,Table S2,553,DES,DES,Desmin,48,GC02P219418,25.09,False,,,,,
10.1186/s12906-021-03273-7,Table S2,554,MIR181B1,MIR181B1,MicroRNA 181b-1,19,GC01M198858,25,False,,,,,
10.1186/s12906-021-03273-7,Table S2,555,SOX9,SOX9,SRY-Box Transcription Factor 9,47,GC17P072121,24.96,False,,,,,
10.1186/s12906-021-03273-7,Table S2,556,F2,F2,"Coagulation Factor II, Thrombin",48,GC11P046720,24.95,False,,,,,
10.1186/s12906-021-03273-7,Table S2,557,MUC6,MUC6,"Mucin 6, Oligomeric Mucus/Gel-Forming",37,GC11M001002,24.93,False,,,,,
10.1186/s12906-021-03273-7,Table S2,558,MIR331,MIR331,MicroRNA 331,18,GC12P095308,24.92,False,,,,,
10.1186/s12906-021-03273-7,Table S2,559,CTBP1,CTBP1,C-Terminal Binding Protein 1,47,GC04M001211,24.91,False,,,,,
10.1186/s12906-021-03273-7,Table S2,560,CDH3,CDH3,Cadherin 3,47,GC16P068637,24.89,False,,,,,
10.1186/s12906-021-03273-7,Table S2,561,IFNA1,IFNA1,Interferon Alpha 1,39,GC09P021494,24.79,False,,,,,
10.1186/s12906-021-03273-7,Table S2,562,SPINK1,SPINK1,Serine Peptidase Inhibitor Kazal Type 1,43,GC05M147825,24.75,False,,,,,
10.1186/s12906-021-03273-7,Table S2,563,PGR,PGR,Progesterone Receptor,50,GC11M100943,24.73,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,564,NOTCH2,NOTCH2,Notch Receptor 2,50,GC01M119911,24.72,False,,,,,
10.1186/s12906-021-03273-7,Table S2,565,MIRLET7E,MIRLET7E,MicroRNA Let-7e,20,GC19P051718,24.68,False,,,,,
10.1186/s12906-021-03273-7,Table S2,566,CFLAR,CFLAR,CASP8 And FADD Like Apoptosis Regulator,46,GC02P201117,24.63,False,,,,,
10.1186/s12906-021-03273-7,Table S2,567,PHOX2B,PHOX2B,Paired Like Homeobox 2B,43,GC04M041746,24.61,False,,,,,
10.1186/s12906-021-03273-7,Table S2,568,GAS5,GAS5,Growth Arrest Specific 5,23,GC01M173947,24.55,False,,,,,
10.1186/s12906-021-03273-7,Table S2,569,NOTCH3,NOTCH3,Notch Receptor 3,49,GC19M015159,24.47,False,,,,,
10.1186/s12906-021-03273-7,Table S2,570,NDRG1,NDRG1,N-Myc Downstream Regulated 1,45,GC08M133237,24.46,False,,,,,
10.1186/s12906-021-03273-7,Table S2,571,MIAT,MIAT,Myocardial Infarction Associated Transcript,23,GC22P026646,24.44,False,,,,,
10.1186/s12906-021-03273-7,Table S2,572,BMI1,BMI1,"BMI1 Proto-Oncogene, Polycomb Ring Finger",43,GC10P022326,24.37,False,,,,,
10.1186/s12906-021-03273-7,Table S2,573,HLA-B,HLA-B,"Major Histocompatibility Complex, Class I, B",45,GC06M031315,24.36,False,,,,,
10.1186/s12906-021-03273-7,Table S2,574,MAP2K4,MAP2K4,Mitogen-Activated Protein Kinase Kinase 4,46,GC17P012020,24.35,False,,,,,
10.1186/s12906-021-03273-7,Table S2,575,MIR9-1,MIR9-1,MicroRNA 9-1,20,GC01M156420,24.28,False,,,,,
10.1186/s12906-021-03273-7,Table S2,576,CD40,CD40,CD40 Molecule,48,GC20P046118,24.25,False,,,,,
10.1186/s12906-021-03273-7,Table S2,577,CHGA,CHGA,Chromogranin A,42,GC14P092923,24.24,False,,,,,
10.1186/s12906-021-03273-7,Table S2,578,PHB,PHB,Prohibitin,47,GC17M049404,24.2,False,,,,,
10.1186/s12906-021-03273-7,Table S2,579,HDAC1,HDAC1,Histone Deacetylase 1,49,GC01P032292,24.17,False,,,,,
10.1186/s12906-021-03273-7,Table S2,580,TLR9,TLR9,Toll Like Receptor 9,45,GC03M052222,24.09,False,,,,,
10.1186/s12906-021-03273-7,Table S2,581,IFNA2,IFNA2,Interferon Alpha 2,41,GC09M021384,24.07,False,,,,,
10.1186/s12906-021-03273-7,Table S2,582,CFTR,CFTR,CF Transmembrane Conductance Regulator,51,GC07P117287,24.07,False,,,,,
10.1186/s12906-021-03273-7,Table S2,583,HMOX1,HMOX1,Heme Oxygenase 1,52,GC22P035380,24.06,False,,,,,
10.1186/s12906-021-03273-7,Table S2,584,MSR1,MSR1,Macrophage Scavenger Receptor 1,46,GC08M016107,24.02,False,,,,,
10.1186/s12906-021-03273-7,Table S2,585,DHFR,DHFR,Dihydrofolate Reductase,49,GC05M080626,23.99,False,,,,,
10.1186/s12906-021-03273-7,Table S2,586,PTPRT,PTPRT,Protein Tyrosine Phosphatase Receptor Type T,41,GC20M042072,23.97,False,,,,,
10.1186/s12906-021-03273-7,Table S2,587,MMP11,MMP11,Matrix Metallopeptidase 11,45,GC22P023768,23.96,False,,,,,
10.1186/s12906-021-03273-7,Table S2,588,CASC2,CASC2,Cancer Susceptibility 2,25,GC10P118046,23.95,False,,,,,
10.1186/s12906-021-03273-7,Table S2,589,RHO,RHO,Rhodopsin,47,GC03P130619,23.94,False,,,,,
10.1186/s12906-021-03273-7,Table S2,590,CDH2,CDH2,Cadherin 2,50,GC18M027950,23.93,False,,,,,
10.1186/s12906-021-03273-7,Table S2,591,GAPDH,GAPDH,Glyceraldehyde-3-Phosphate Dehydrogenase,48,GC12P008161,23.9,False,,,,,
10.1186/s12906-021-03273-7,Table S2,592,MIR16-1,MIR16-1,MicroRNA 16-1,21,GC13M050048,23.89,False,,,,,
10.1186/s12906-021-03273-7,Table S2,593,ACTG2,ACTG2,"Actin Gamma 2, Smooth Muscle",45,GC02P073892,23.89,False,,,,,
10.1186/s12906-021-03273-7,Table S2,594,MIR373,MIR373,MicroRNA 373,20,GC19P054634,23.87,False,,,,,
10.1186/s12906-021-03273-7,Table S2,595,TFAP2A,TFAP2A,Transcription Factor AP-2 Alpha,47,GC06M010393,23.85,False,,,,,
10.1186/s12906-021-03273-7,Table S2,596,ETV4,ETV4,ETS Variant Transcription Factor 4,43,GC17M043527,23.83,False,,,,,
10.1186/s12906-021-03273-7,Table S2,597,MMP3,MMP3,Matrix Metallopeptidase 3,51,GC11M102835,23.81,False,,,,,
10.1186/s12906-021-03273-7,Table S2,598,VEGFD,VEGFD,Vascular Endothelial Growth Factor D,34,GC0XM015345,23.77,False,,,,,
10.1186/s12906-021-03273-7,Table S2,599,KRT8,KRT8,Keratin 8,47,GC12M052897,23.71,False,,,,,
10.1186/s12906-021-03273-7,Table S2,600,MIR149,MIR149,MicroRNA 149,21,GC02P240456,23.68,False,,,,,
10.1186/s12906-021-03273-7,Table S2,601,FOXO3,FOXO3,Forkhead Box O3,44,GC06P108559,23.68,False,,,,,
10.1186/s12906-021-03273-7,Table S2,602,COMT,COMT,Catechol-O-Methyltransferase,51,GC22P019941,23.63,False,,,,,
10.1186/s12906-021-03273-7,Table S2,603,CEACAM7,CEACAM7,CEA Cell Adhesion Molecule 7,37,GC19M041673,23.61,False,,,,,
10.1186/s12906-021-03273-7,Table S2,604,BCL2L11,BCL2L11,BCL2 Like 11,45,GC02P111119,23.61,False,,,,,
10.1186/s12906-021-03273-7,Table S2,605,SERPINE1,SERPINE1,Serpin Family E Member 1,50,GC07P101127,23.6,False,,,,,
10.1186/s12906-021-03273-7,Table S2,606,NEAT1,NEAT1,Nuclear Paraspeckle Assembly Transcript 1,23,GC11P065794,23.57,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,607,MIR486-1,MIR486-1,MicroRNA 486-1,16,GC08M041660,23.53,False,,,,,
10.1186/s12906-021-03273-7,Table S2,608,CCKBR,CCKBR,Cholecystokinin B Receptor,44,GC11P006259,23.5,False,,,,,
10.1186/s12906-021-03273-7,Table S2,609,MIR30B,MIR30B,MicroRNA 30b,20,GC08M134800,23.48,False,,,,,
10.1186/s12906-021-03273-7,Table S2,610,EPHA2,EPHA2,EPH Receptor A2,52,GC01M016124,23.46,False,,,,,
10.1186/s12906-021-03273-7,Table S2,611,SCN9A,SCN9A,Sodium Voltage-Gated Channel Alpha Subunit 9,47,GC02M166195,23.45,False,,,,,
10.1186/s12906-021-03273-7,Table S2,612,KRT14,KRT14,Keratin 14,47,GC17M041582,23.45,False,,,,,
10.1186/s12906-021-03273-7,Table S2,613,JAG1,JAG1,Jagged Canonical Notch Ligand 1,50,GC20M010637,23.45,False,,,,,
10.1186/s12906-021-03273-7,Table S2,614,SOX5,SOX5,SRY-Box Transcription Factor 5,46,GC12M023529,23.44,False,,,,,
10.1186/s12906-021-03273-7,Table S2,615,PCAT1,PCAT1,Prostate Cancer Associated Transcript 1,17,GC08P126553,23.37,False,,,,,
10.1186/s12906-021-03273-7,Table S2,616,HDAC9,HDAC9,Histone Deacetylase 9,46,GC07P018086,23.35,False,,,,,
10.1186/s12906-021-03273-7,Table S2,617,SIRT1,SIRT1,Sirtuin 1,49,GC10P067884,23.32,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,618,CSF3,CSF3,Colony Stimulating Factor 3,40,GC17P040015,23.3,False,,,,,
10.1186/s12906-021-03273-7,Table S2,619,SOX10,SOX10,SRY-Box Transcription Factor 10,45,GC22M046233,23.27,False,,,,,
10.1186/s12906-021-03273-7,Table S2,620,MUC12,MUC12,"Mucin 12, Cell Surface Associated",31,GC07P100969,23.2,False,,,,,
10.1186/s12906-021-03273-7,Table S2,621,IFI27,IFI27,Interferon Alpha Inducible Protein 27,37,GC14P094104,23.18,False,,,,,
10.1186/s12906-021-03273-7,Table S2,622,CD34,CD34,CD34 Molecule,43,GC01M207880,23.16,False,,,,,
10.1186/s12906-021-03273-7,Table S2,623,RUNX3,RUNX3,RUNX Family Transcription Factor 3,43,GC01M024899,23.11,False,,,,,
10.1186/s12906-021-03273-7,Table S2,624,NRP1,NRP1,Neuropilin 1,47,GC10M033177,23.09,False,,,,,
10.1186/s12906-021-03273-7,Table S2,625,RMRP,RMRP,RNA Component Of Mitochondrial RNA Processing Endoribonuclease,25,GC09M035655,23.05,False,,,,,
