compartment,donor_id,tumor_score,normal_score,tumor_minus_normal
fibroblast,C125,0.0369318184867942,-0.03385392559624939,0.07078574408304358
fibroblast,C126,-0.11240225448273122,-0.0078376120190892,-0.10456464246364203
fibroblast,C129,-0.037724209687439725,0.01311064779292792,-0.050834857480367646
fibroblast,C130,-0.05890606343746185,-0.019909112855954016,-0.03899695058150784
fibroblast,C133,-0.02411525136170288,0.0780731556346597,-0.10218840699636259
fibroblast,C135,-0.015712788722549494,-0.0445626492301623,0.028849860507612807
fibroblast,C136,0.09821482002735138,-0.010223774123005569,0.10843859415035695
fibroblast,C138,-0.1562119647860527,-0.05532798181391425,-0.10088398297213846
fibroblast,C139,-0.08270979307126254,0.01753372559323907,-0.10024351866450161
fibroblast,C140,-0.0021823793063554652,-0.029715869945231014,0.02753349063887555
fibroblast,C142,-0.1859246648848057,-0.013482249714434147,-0.17244241517037154
fibroblast,C143,-0.04124904205937954,-0.018293453846126795,-0.022955588213252748
fibroblast,C152,-0.16853815105197759,0.002545356788390944,-0.17108350784036852
fibroblast,C155,0.04335636589206567,0.022793186362832785,0.020563179529232888
fibroblast,C157,0.07070913590179932,-0.021177332361342033,0.09188646826314135
fibroblast,C162,0.016187475148641776,-0.05339407916148452,0.06958155431012629
fibroblast,C165,0.06879823176811138,0.006419562274027321,0.06237866949408406
fibroblast,C170,0.006833750002003987,-0.12155807855176842,0.1283918285537724
endothelial,C106,-0.13750138878822327,-0.03273878654223294,-0.10476260224599032
endothelial,C107,-0.03184235229208651,0.027059025100280285,-0.0589013773923668
endothelial,C109,-0.006626062824026398,0.00916721018427235,-0.015793273008298747
endothelial,C110,-0.08259108709171414,-0.08840874098241329,0.005817653890699145
endothelial,C111,0.010365954159121765,-0.014294886013182502,0.024660840172304264
endothelial,C112,-0.017420726050523683,-0.026539938826549876,0.009119212776026193
endothelial,C113,-0.1004806791565248,0.024902104089657467,-0.12538278324618227
endothelial,C114,-0.0186378684427057,0.013407057320759834,-0.032044925763465536
endothelial,C115,-0.116506720893085,-0.028692861398061115,-0.08781385949502389
endothelial,C116,-0.07702139138968454,0.006626853206263924,-0.08364824459594847
endothelial,C122,0.017018965627180367,0.005284201807808131,0.011734763819372235
endothelial,C123,-0.03577955521046697,-0.042687062616198417,0.006907507405731449
endothelial,C124,-0.01284190741510732,-0.0027587843044465966,-0.010083123110660723
endothelial,C125,-0.013084510451836093,-0.026208235264547748,0.013123724812711655
endothelial,C126,0.01800478193099084,0.0021705301625843275,0.015834251768406513
endothelial,C129,-0.03839352283616523,-0.09200089646037668,0.05360737362421145
endothelial,C130,-0.06356371313371267,0.022361549220578227,-0.0859252623542909
endothelial,C132,-0.02460850329281619,-0.1286446899175644,0.1040361866247482
endothelial,C133,0.05614414996173429,-0.034753702167007655,0.09089785212874193
endothelial,C134,-0.01194339833177981,0.0073626807228583,-0.01930607905463811
endothelial,C135,-0.010148134333842502,-0.028195205920686323,0.01804707158684382
endothelial,C136,0.04239163428012814,0.0038606335408985617,0.038531000739229576
endothelial,C137,0.0065268756545804165,-0.04756124734381415,0.05408812299839457
endothelial,C138,-0.1982647255063057,-0.05195166915655136,-0.14631305634975433
endothelial,C139,-0.06358722233076927,-0.05325419079655638,-0.010333031534212889
endothelial,C140,-0.0467634730808579,-0.19120033936841146,0.14443686628755356
endothelial,C142,-0.050999520605546425,-0.05006948374061575,-0.0009300368649306778
endothelial,C143,-0.053825459176080365,-0.07080046410879327,0.01697500493271291
endothelial,C152,-0.021524829044938087,-0.0009630665881559253,-0.02056176245678216
endothelial,C155,0.09147646980626242,-0.026808461330610475,0.1182849311368729
endothelial,C157,0.09449308001471272,-0.02465083832639527,0.11914391834110799
endothelial,C162,0.040922876513719134,-0.03472100580436608,0.07564388231808522
endothelial,C165,0.057975875835109034,-0.03828234761022031,0.09625822344532935
endothelial,C170,0.049347417052243596,-0.10548622145627935,0.15483363850852294
