"gene_symbol","module","network_input","kME_blue","kME_grey","kME_yellow","kME_turquoise","kME_brown","max_abs_kME","best_kME_module"
"RP11-115D19.1","blue",TRUE,-0.40532841942628,-0.141017929314554,0.343537348211675,-0.0512754682453329,0.0204587769169577,0.40532841942628,"blue"
"RP11-433J22.2","grey",TRUE,0.0199995160367209,0.0836300945617762,-0.048830809194095,-0.06896271500693,-0.113223809919753,0.113223809919753,"brown"
"HOTAIRM1_2","grey",TRUE,0.00762428141086128,0.243390845449693,-0.00705530861755993,0.170211322769449,0.0266190607050508,0.243390845449693,"grey"
"IGHV1-3","brown",TRUE,-0.0151116674711331,0.0330756638927612,0.336479645969208,0.214304509834907,0.483492302778217,0.483492302778217,"brown"
"LINC01021","grey",TRUE,0.0191236044919802,0.0294170089847583,0.0520251110309869,-0.0432682700118686,-0.0296190798025751,0.0520251110309869,"yellow"
"CTD-2207O23.12","grey",TRUE,0.114648334292402,0.195216147987015,-0.0362715963302101,0.150085840056979,-0.00715404875248342,0.195216147987015,"grey"
"IGKV2-40","brown",TRUE,-0.0550263423576859,-0.020199526809716,0.171379925377548,0.376778190759556,0.50452124862801,0.50452124862801,"brown"
"HAND1","turquoise",TRUE,0.107534614847048,0.00874926980979966,-0.195146849322022,0.517692088325404,0.11845650115852,0.517692088325404,"turquoise"
"AC073130.3","turquoise",TRUE,0.00718451914023526,0.402689360957144,-0.0801785218545191,0.357774161493831,0.13723300801935,0.402689360957144,"grey"
"C12orf56","grey",TRUE,0.147886490357526,0.188749881777769,0.0679182063227129,0.141515220757556,0.0982471517739307,0.188749881777769,"grey"
"MRLN","grey",TRUE,0.0340466538956818,0.120608199450969,0.00422016337482349,0.106556979644217,0.149706561587043,0.149706561587043,"brown"
"RP11-1038A11.3","grey",TRUE,0.133675632973362,0.142311258756184,-0.0165063059659431,0.0319949418515483,0.0225593520768622,0.142311258756184,"grey"
"RP11-481A20.10","grey",TRUE,0.164120061309245,0.237747540536702,-0.127634393190473,0.242560209738418,0.00624111214911934,0.242560209738418,"turquoise"
"RP11-563E2.2","grey",TRUE,0.158102074313286,0.396352166736266,-0.0454823717717762,0.134509120319304,0.105441889452415,0.396352166736266,"grey"
"RP11-855A2.3","grey",TRUE,-0.0237139744820162,0.409646199571984,-0.125508489839481,-0.0899981412957186,-0.172289665857542,0.409646199571984,"grey"
"ZIC5","blue",TRUE,-0.502178835195205,-0.0728373481196774,0.101953402989315,0.0435075408090076,0.0722653353128894,0.502178835195205,"blue"
"RP11-689K5.3","grey",TRUE,0.186194310809785,0.118149100231352,0.0356966544259272,0.199785407809765,0.0436384623296693,0.199785407809765,"turquoise"
"RP11-362F19.3","grey",TRUE,0.0219139451583592,0.111690839516803,0.066215585762692,-0.0443145483735278,-0.0299737015556398,0.111690839516803,"grey"
"RPSAP53","grey",TRUE,0.0291600594050633,-0.0185914842615489,-0.0127207420861586,-0.00767209962025955,0.0169222279480454,0.0291600594050633,"blue"
"PAGE5","grey",TRUE,0.243173637618843,0.0878698297352216,0.0627269900776579,0.0311535441396514,0.0149965779694158,0.243173637618843,"blue"
"SDHAP2","grey",TRUE,0.00661509511850275,0.128472918818358,0.041072402996862,0.106437569626767,0.113071049323838,0.128472918818358,"grey"
"CTD-3137H5.5","grey",TRUE,-0.0681204687662112,0.361366590821386,0.0558440949606822,0.1839694425731,0.142439752773001,0.361366590821386,"grey"
"BANF1P2","grey",TRUE,0.10188262201858,0.277073048236016,-0.125878956659953,0.00729872183131393,-0.0240362460076922,0.277073048236016,"grey"
"RP4-575N6.2","grey",TRUE,0.0917569512756539,0.0933941271461227,-0.0903857886481144,-0.0313789314374954,-0.0675343889215911,0.0933941271461227,"grey"
"RP11-290L1.3","grey",TRUE,-0.0560030823469482,-0.0243405349508831,0.0689699703022019,0.121750081469224,0.153035338113042,0.153035338113042,"brown"
"RP11-404P21.3","grey",TRUE,0.0497663553538079,0.16692595342019,0.127415274959829,0.169024979699165,0.146759930571978,0.169024979699165,"turquoise"
"SPINK6","turquoise",TRUE,0.0683841846471162,0.0754222701253102,-0.0673775890399643,0.361108924240189,0.00367567592118417,0.361108924240189,"turquoise"
"RP4-616B8.4","grey",TRUE,0.213459185864877,0.13505210096797,-0.129823845276682,-0.0480432975449473,-0.0498208051215908,0.213459185864877,"blue"
"SMURF2P1","grey",TRUE,-0.142354754477814,0.114333166138932,0.0284185979507948,0.0882672829056487,0.0315960344783447,0.142354754477814,"blue"
"RP11-568G11.4","grey",TRUE,0.0789994997872452,0.470987938175064,-0.0906444139195292,0.131304451154777,-0.0284475869655399,0.470987938175064,"grey"
"TXLNGY","grey",TRUE,0.0154325234102112,0.00349030286343874,0.0162250200780472,0.0248240879001084,0.0165452784126267,0.0248240879001084,"turquoise"
"RP11-362F19.1","grey",TRUE,-0.0149792665878275,0.0269024651670357,0.0552038532762311,0.070460809188664,0.0495897444824664,0.070460809188664,"turquoise"
"CCK","blue",TRUE,-0.496929763195652,-0.0348138292657196,0.231283629156515,0.0506676783794792,-0.00999946397855877,0.496929763195652,"blue"
"RP11-661P17.1","blue",TRUE,0.55010904229218,0.176779439867765,-0.319678426578899,0.0329615477237888,-0.0753346501709349,0.55010904229218,"blue"
"RP11-797D24.4","grey",TRUE,0.040894686598198,0.113779989234303,-0.0951588845668875,0.0803354884284786,-0.0136140381982511,0.113779989234303,"grey"
"IFITM5","grey",TRUE,0.178440784820172,0.239721553547974,-0.134345604913877,0.0314797300576259,-0.0121084535783818,0.239721553547974,"grey"
"IGLV1-50","brown",TRUE,0.0340361343825376,0.0498283811848961,0.193528038717148,0.377693376352319,0.613759792558572,0.613759792558572,"brown"
"EIF1AY","grey",TRUE,0.0171115598774213,-0.0230303633631783,0.0240336316062542,-0.00194255158515122,0.02700111332417,0.02700111332417,"brown"
"TTTY15","grey",TRUE,0.0197493982329814,0.00628793125394499,0.0161972618909294,0.04605707408672,0.0441887443367476,0.04605707408672,"turquoise"
"RP11-506F3.1","grey",TRUE,-0.089471435457425,0.0901374634968971,0.36150336681077,0.191768526133398,0.178307265718827,0.36150336681077,"yellow"
"RP11-449P15.1","grey",TRUE,-0.051761503174852,-0.00406084850348884,-0.147542000486263,-0.0409222181412952,-0.109972133544737,0.147542000486263,"yellow"
"FAR2P3","grey",TRUE,0.148007936352264,0.200680278353413,0.125548966962002,0.0863009310212491,0.105611765454111,0.200680278353413,"grey"
"AC012501.3","blue",TRUE,0.563345066549899,0.136418848901767,-0.158716925326208,-0.0299325135061682,-0.07218235559251,0.563345066549899,"blue"
"HOTAIR","grey",TRUE,-0.159146023184308,0.170106797122699,-0.0523436718790609,0.177533843265069,-0.0208721268598496,0.177533843265069,"turquoise"
"RP1-69D17.4","grey",TRUE,0.12200312615106,0.367949673591632,-0.111661777391406,0.132819860489222,0.0685238239881409,0.367949673591632,"grey"
"RP11-396M11.1","blue",TRUE,0.316809384360618,0.174699316281035,-0.185402824382642,0.0867425458145557,0.0047005501930203,0.316809384360618,"blue"
"UGT1A3","grey",TRUE,0.127054384825813,0.105024627815517,-0.0306925559179421,0.099794528817452,-0.00747109521598528,0.127054384825813,"blue"
"RP11-161M6.3","grey",TRUE,-0.300865134805509,-0.0432137730742496,0.160547995030729,0.10284871104896,0.0807744133372983,0.300865134805509,"blue"
"RP11-474N24.6","grey",TRUE,-0.131782700273125,0.0604905726046487,0.160783538201902,-0.0308269735490105,0.0227153983292447,0.160783538201902,"yellow"
"STON1-GTF2A1L","turquoise",TRUE,0.00705340795046429,0.137760336042468,-0.0388871051645224,0.533268005521494,0.228735449809982,0.533268005521494,"turquoise"
"AP000662.9","grey",TRUE,0.00453610571837809,0.334129327590674,-0.0859624706512134,-0.0417186887185806,-0.0180955865434652,0.334129327590674,"grey"
"FKSG66","grey",TRUE,0.0621336390050473,0.298295950097144,0.00477349666223127,0.0703805626800095,0.00450233127788941,0.298295950097144,"grey"
"RPL21P7","grey",TRUE,-0.133152840776566,0.0865568563780228,0.0911406735071683,-0.111323815638588,-0.06758232123662,0.133152840776566,"blue"
"RP11-445N18.5","grey",TRUE,-0.131383657726131,0.0584422002859376,0.299635019185828,0.113916346161232,0.16161798967959,0.299635019185828,"yellow"
"RP11-69I8.2","grey",TRUE,-0.251627986790049,0.0457520990053429,0.127808670086262,-0.0333170716640603,0.0933606305147663,0.251627986790049,"blue"
"RP5-875H18.9","grey",TRUE,-0.140714112114908,0.0286190692077398,0.0675538768445911,-0.0119294910198688,0.00849269833547662,0.140714112114908,"blue"
"NTF4","grey",TRUE,-0.0551589277438717,0.206668608596452,-0.099880801672434,0.145318962390295,-0.0349393559684887,0.206668608596452,"grey"
"AC092192.1","grey",TRUE,0.0397616663447323,0.496552144724846,-0.0619918221336461,0.084448658316351,-0.0194219243758786,0.496552144724846,"grey"
"C17orf78","grey",TRUE,-0.0197467717096674,0.027934041691936,0.0678332359178065,-0.0450661265642771,0.0134354601495089,0.0678332359178065,"yellow"
"CEACAM18","grey",TRUE,-0.135294475056625,0.0162308088076927,0.0858210033398928,0.166766463635315,0.0796984532834111,0.166766463635315,"turquoise"
"CELA3B","grey",TRUE,-0.0374874047608926,0.0375150819103739,0.0431877303365064,0.003357682962691,-0.0605388919424949,0.0605388919424949,"brown"
"CTD-2545M3.8","turquoise",TRUE,-0.164978169555949,0.106645581170154,-0.0423024028193194,0.400441364481636,0.192104358989463,0.400441364481636,"turquoise"
"DYDC2","grey",TRUE,0.22338490848131,0.179545212934981,0.0101530447343308,0.145715336313947,0.0659625044883909,0.22338490848131,"blue"
"ENPP7P10","grey",TRUE,0.10793750092103,0.406433599803661,0.0346177522925542,0.110764177995725,0.0737452828915253,0.406433599803661,"grey"
"GAPDHP61","grey",TRUE,-0.139471924398516,0.377868968523931,-0.0172051936904237,-0.0103984402845349,-0.016614519074875,0.377868968523931,"grey"
"GATA4","grey",TRUE,-0.102093296345481,0.0214313705638493,0.0554936642457708,0.0455030190660834,-0.035717115196828,0.102093296345481,"blue"
"GHRHR","grey",TRUE,0.108574889422096,0.119266923227398,-0.054258748979571,0.0659299748138563,-0.00303941797827236,0.119266923227398,"grey"
"LL22NC03-75H12.2","grey",TRUE,-0.019087469609335,0.0580872044397466,0.3297361802251,0.202013841926582,0.284082764690723,0.3297361802251,"yellow"
"MTND4P15","grey",TRUE,0.064017036724551,0.537736509392756,-0.00641833236128699,0.130261767570703,0.0552374294455467,0.537736509392756,"grey"
"Metazoa_SRP","grey",TRUE,-0.0407250196367978,0.0192439736670591,-0.0197351505779548,0.00249488229448086,-0.0379143170915074,0.0407250196367978,"blue"
"OOEP","grey",TRUE,0.021571542044127,-0.0226175804311955,0.0675233423896643,0.128509296294907,0.106147636122088,0.128509296294907,"turquoise"
"PGM5P4-AS1","turquoise",TRUE,0.120920937094479,0.15778861142671,-0.0117206300491515,0.467144714389071,0.269445609748365,0.467144714389071,"turquoise"
"PNLIPRP1","blue",TRUE,0.317097028018622,0.176189117721505,-0.0199221925640596,0.001500939321073,-0.018132760585444,0.317097028018622,"blue"
"POU6F2","grey",TRUE,0.22236177121524,0.191955960017404,-0.024799146543527,0.138636163206282,0.0420086635656097,0.22236177121524,"blue"
"PRR9","blue",TRUE,0.312927045862443,0.0911759315949452,-0.17625825059574,0.0806559217687094,-0.0488203757752965,0.312927045862443,"blue"
"PRSS56","blue",TRUE,0.44167382033819,0.218446285230896,-0.205794377870849,-0.0367588813911706,-0.124592006667311,0.44167382033819,"blue"
"RP11-1167A19.2","grey",TRUE,-0.0332528422798449,0.12200883441648,0.0346542215465023,0.0923100400948249,0.0797017766679375,0.12200883441648,"grey"
"RP11-117L6.1","blue",TRUE,0.352847750230832,0.108635516006319,-0.0962417223446751,-0.0262416159376757,-0.103610982267449,0.352847750230832,"blue"
"RP11-234G16.4","grey",TRUE,-0.0167704653320236,0.112116855953863,0.0450146047676399,0.213134410789542,0.110785648589384,0.213134410789542,"turquoise"
"RP11-429E11.2","turquoise",TRUE,-0.126189601981123,-0.0620879672877687,-0.0385313251683971,0.489362281604467,0.256238699338566,0.489362281604467,"turquoise"
"RP11-887P2.5","turquoise",TRUE,0.0845627529026366,0.287087737824153,0.0368497139422397,0.47916998301403,0.225529636030775,0.47916998301403,"turquoise"
"RP4-678D15.1","turquoise",TRUE,-0.172025460644477,-0.0537634752449115,0.114003334469281,0.303073743575726,0.251426028176003,0.303073743575726,"turquoise"
"RPL3P1","grey",TRUE,-0.0353743783424671,0.309565847436951,-0.0561145051334603,0.0425626086960071,0.0164307793686384,0.309565847436951,"grey"
"SERPINA11","grey",TRUE,0.100738540171471,0.0339910892580921,0.147651370677462,-0.0274526662856684,-0.0491833858654377,0.147651370677462,"yellow"
"SLC25A24P1","grey",TRUE,0.148001401803914,0.128201056958895,-0.0331617463034262,0.0175522403598267,-0.0711551274000693,0.148001401803914,"blue"
"TAS2R18","grey",TRUE,-0.0914115128261458,0.392903086664475,-0.0408174335653107,0.0763884795277044,0.00651373722313929,0.392903086664475,"grey"
"UTS2R","brown",TRUE,0.185017592746789,0.117662962249988,0.205613973599501,0.212036555100694,0.352829516836411,0.352829516836411,"brown"
"ZDHHC4P1","turquoise",TRUE,0.0291862365356892,0.442829331990232,-0.12378166164736,0.233524087654517,0.16033837926497,0.442829331990232,"grey"
"RP5-837J1.4","grey",TRUE,-0.0506974811996573,0.350093508360779,-0.133454473952969,2.55908290773474e-05,-0.113423110261457,0.350093508360779,"grey"
"RP11-20J15.3","turquoise",TRUE,0.0252661656867792,0.0753728464276492,0.0472763950583886,0.560916853574912,0.297050236454338,0.560916853574912,"turquoise"
"RP11-390F4.6","blue",TRUE,0.399815728938812,0.115627932802254,-0.0760281511377082,0.0528015852410304,-0.00618192776153748,0.399815728938812,"blue"
"RN7SKP175","grey",TRUE,-0.06988134957027,0.0588439366231841,-0.0451448210577119,0.0315754951420312,0.00761080263180585,0.06988134957027,"blue"
"AC005606.14","grey",TRUE,-0.0394483400032661,0.054787458766571,0.101453903988283,0.0591894267113235,0.0722952951130152,0.101453903988283,"yellow"
"FOXI1","grey",TRUE,-0.0729812311101914,0.0211987157102276,0.238873889478314,-0.0347803805089368,0.0889136891643104,0.238873889478314,"yellow"
"VGLL1","grey",TRUE,0.16182373874392,0.114021074553832,0.0665989648332775,0.119703346430138,0.0128435642894292,0.16182373874392,"blue"
"RP11-162P23.2","grey",TRUE,0.110600971222893,0.278963400250888,0.0488826833042937,0.200187460492077,0.163392603762254,0.278963400250888,"grey"
"LL22NC03-N95F10.1","grey",TRUE,0.26671417094986,0.0168842671804119,-0.0935878899653065,0.0218170918286325,-0.0217623119452169,0.26671417094986,"blue"
"UTY","grey",TRUE,0.0574290670315618,0.0289314666495761,0.0184583332448994,0.0391008680614305,0.0467933497325576,0.0574290670315618,"blue"
"RP4-575N6.5","turquoise",TRUE,0.00196533141791922,0.189684924346943,-0.0032672718876032,0.309342908901036,0.244086598468137,0.309342908901036,"turquoise"
"CTD-2521M24.5","turquoise",TRUE,-0.18127600493644,0.288730468028708,0.0228341630768349,0.281360449061617,0.20105279640059,0.288730468028708,"grey"
"RPL36P4","grey",TRUE,0.0849532552210124,0.0952053192559039,-0.0747960655448779,-0.0442950444612673,-0.0850212790336926,0.0952053192559039,"grey"
"RP1-273G13.2","grey",TRUE,0.101500819509735,0.0274893032633613,-0.0377213196983175,-0.109199819342991,-0.0338590061981772,0.109199819342991,"turquoise"
"RNU4-1","grey",TRUE,-0.0218544848197644,0.165715378138488,-0.118999169763685,-0.125884848367016,-0.0815487224686047,0.165715378138488,"grey"
"RP11-426C22.6","grey",TRUE,-0.0959598694586241,0.225644483912582,0.097881599747678,0.242559105600847,0.142884205342339,0.242559105600847,"turquoise"
"GTF2IP18","grey",TRUE,0.161732583711064,0.223658878174381,0.0583536567766572,0.0897311817123711,0.0696511469763633,0.223658878174381,"grey"
"CTC-273B12.5","grey",TRUE,-0.106944767907737,-0.0346124702053081,-0.0940095525846041,-0.116427739014886,-0.128342108958827,0.128342108958827,"brown"
"ZRANB2-AS1","grey",TRUE,0.0024879779581277,0.336316172273593,0.0439285283869749,0.0740866261268404,0.0554394838818697,0.336316172273593,"grey"
"CPB1","grey",TRUE,-0.011086862459499,0.0955220239707926,0.322639659414166,0.210525488568387,0.205925664258452,0.322639659414166,"yellow"
"CTC-236F12.4","grey",TRUE,-0.101230356183206,0.0921987513079739,0.0561600545655054,0.257722589277643,0.106709851932672,0.257722589277643,"turquoise"
"CH17-472G23.1","turquoise",TRUE,-0.0154391672265773,0.195983484731125,-0.148468656918297,0.541149965808232,0.249412741964573,0.541149965808232,"turquoise"
"IL22","grey",TRUE,0.248076250543553,0.0298422193022909,0.162492064566874,-0.120865886696425,0.150749476561365,0.248076250543553,"blue"
"CTD-3116E22.7","grey",TRUE,-0.0255270949628479,0.24912992948902,0.192904781671122,-0.0360683816922026,0.0263535891742573,0.24912992948902,"grey"
"PRB2","grey",TRUE,-0.0588419844548042,0.13576332783083,0.0768703240387743,0.13224870511138,0.0734686875004695,0.13576332783083,"grey"
"RP1-40E16.9","blue",TRUE,0.416310266576813,0.134510390344453,-0.19595091167494,0.0555142015161379,-0.0300242271313798,0.416310266576813,"blue"
"RP11-434E6.4","grey",TRUE,-0.275747883920869,0.0686940547978248,0.250069304657659,0.17310994146852,0.109381140551535,0.275747883920869,"blue"
"RP5-828H9.1","blue",TRUE,0.324906353061136,0.219418931050037,-0.108053195200958,0.0933944380159273,0.100719057520978,0.324906353061136,"blue"
"GCG","yellow",TRUE,0.053196548879323,0.100508256253433,0.599328719142549,0.17564587249925,0.312867882916095,0.599328719142549,"yellow"
"RP11-64C12.3","grey",TRUE,0.0209425217324265,0.0948947633471847,0.0290371018187888,0.0354086142534252,0.0300258086824225,0.0948947633471847,"grey"
"NANOGP4","grey",TRUE,0.169465626666725,0.335065612629865,-0.111504093552277,0.0261725050810147,-0.0577530283310599,0.335065612629865,"grey"
"RP11-244F12.2","turquoise",TRUE,-0.0748449597287227,0.0908604161542528,0.0123646837591384,-0.45960443309715,-0.342569913700532,0.45960443309715,"turquoise"
"SPRR1B","grey",TRUE,-0.274561676213669,-0.0353022469708,0.23743341340518,0.11919176238925,0.165222522088061,0.274561676213669,"blue"
"RP11-663N22.1","grey",TRUE,0.212546104925383,0.175090381443999,-0.0650270554256097,0.0397183266192347,-0.0561101740937343,0.212546104925383,"blue"
"CYP2C19","grey",TRUE,0.0404230153248457,0.119895213172966,0.209637378140937,-0.0415549952623164,0.0586807283565539,0.209637378140937,"yellow"
"ANKRD30B","yellow",TRUE,-0.113173631818854,0.0566273076659958,0.375184737159898,0.105692134539878,0.223869431564585,0.375184737159898,"yellow"
"RP11-142A22.4","grey",TRUE,0.205139334937533,0.101534493998869,-0.0245498141148587,0.000137702919220152,0.0402829184271331,0.205139334937533,"blue"
"KRTAP3-1","grey",TRUE,-0.0133586051634841,0.063848928063501,-0.0391321648347814,0.100693104128033,-0.0780881371894366,0.100693104128033,"turquoise"
"TRMT112P6","grey",TRUE,0.11313475962014,0.0808038594091898,-0.105225257969186,-0.0243084712959431,-0.0311681112197676,0.11313475962014,"blue"
"RP11-356O9.2","yellow",TRUE,-0.020775999084436,0.0869798514274072,0.477221215299862,0.0278422996177385,0.215945210561935,0.477221215299862,"yellow"
"RP11-1182P23.5","grey",TRUE,-0.0162477991870887,0.147368919944571,-0.00822264272107153,-0.0881453706922523,-0.0781316315227296,0.147368919944571,"grey"
"GGTLC5P","grey",TRUE,0.130407197515029,0.0761751185948147,0.126762949456328,0.0726182055660862,0.0932765888682179,0.130407197515029,"blue"
"RP11-77K12.10","yellow",TRUE,-0.26435703247217,-0.0604022482555913,0.52506838458829,-0.0711844052239745,0.099919750272185,0.52506838458829,"yellow"
"RP11-211G3.2","turquoise",TRUE,-0.0904593011819494,0.323556525117303,-0.0220063817304217,0.311044572494149,0.164512743434826,0.323556525117303,"grey"
"IFNE","blue",TRUE,-0.406484843116207,0.145962580433905,0.175738132511221,0.178818640684192,0.0367235847890614,0.406484843116207,"blue"
"RP11-20I23.7","grey",TRUE,0.0770036652702865,0.27689976659627,0.0113604128176692,-0.0600804992264104,-0.0251628756920639,0.27689976659627,"grey"
"RP11-242D8.3","grey",TRUE,0.087156784983589,0.377909840781484,-0.0337057915452471,0.0771056806036478,0.0262753449373985,0.377909840781484,"grey"
"RP11-424G14.1","grey",TRUE,0.00534719589414275,0.0480290815133611,0.0122824038622877,0.0369436313868333,0.021082039811327,0.0480290815133611,"grey"
"RGR","grey",TRUE,0.218770700982359,0.12549748591265,-0.207623627803827,-0.0818014474207545,-0.158855269939446,0.218770700982359,"blue"
"EMX2","turquoise",TRUE,0.0374534043933746,0.117375642225314,-0.0584302185712475,0.461013916949624,0.190773119036411,0.461013916949624,"turquoise"
