gene_a,gene_b,pearson_r,abs_r,p_value,BH_FDR
MMP9,SIRT1,0.21766007661493653,0.21766007661493653,1.8653662422125825e-05,5.707463875426558e-05
CYP3A4,NR1I2,0.21729059702121403,0.21729059702121403,1.9287749835223643e-05,5.8795371244919655e-05
BECN1,TIMP2,0.2166039680337999,0.2166039680337999,2.0520797149807792e-05,6.232242097349034e-05
F3,RELA,0.21495138908832248,0.21495138908832248,2.3802127580586422e-05,7.202119784531685e-05
HPGD,PTGER4,0.2147707359479171,0.2147707359479171,2.4189560401998256e-05,7.292441003543591e-05
HPGD,MMP2,0.2140401990585291,0.2140401990585291,2.5818079603530947e-05,7.75488105307523e-05
ESR1,TIMP1,0.21375035672154633,0.21375035672154633,2.6492540203880665e-05,7.928424440577425e-05
MMP9,RXRA,0.2119999404519864,0.2119999404519864,3.093407966462088e-05,9.223980118177863e-05
HPGD,RXRA,0.21045861873834001,0.21045861873834001,3.5420223579488524e-05,0.00010523399759123403
ESR1,HPGD,0.2098439938207453,0.2098439938207453,3.7375307325279605e-05,0.00011064170399541256
IL1A,PTGER4,0.20936580445702288,0.20936580445702288,3.8966515584899935e-05,0.00011493720424323002
ESR1,PPARD,0.20925352455266444,0.20925352455266444,3.934931000159994e-05,0.00011565030179681702
NR3C1,RELA,0.20911574675625993,0.20911574675625993,3.982389198368611e-05,0.00011662711223793789
HPGD,PGR,0.20905253237073754,0.20905253237073754,4.004344286290146e-05,0.00011685275141487257
PTGS2,SIRT1,0.2088239121813587,0.2088239121813587,4.084705609778523e-05,0.00011877512766022655
MMP9,PTGER4,0.20815793027986645,0.20815793027986645,4.3275782909724004e-05,0.0001253927278656314
CYP3A4,PTGER4,0.2079044391369728,0.2079044391369728,4.423557991824568e-05,0.00012772244905972344
HPGD,PPARA,0.20754419062369314,0.20754419062369314,4.5634244061177915e-05,0.0001312985267725119
STAT3,TIMP1,0.20686523556822678,0.20686523556822678,4.838456939504593e-05,0.00013835719422440596
NR3C1,PPARA,0.20685552488717301,0.20685552488717301,4.842501797854208e-05,0.00013835719422440596
NR1I2,TIMP1,-0.20664735733339043,0.20664735733339043,4.9299830059234634e-05,0.00014036757169643194
NR3C1,RXRA,0.20639198977839776,0.20639198977839776,5.039338121006551e-05,0.00014298468025001287
PTGER4,TIMP2,0.2045559399227231,0.2045559399227231,5.895697276802521e-05,0.0001667059229992437
RXRA,TIMP1,0.2033926223548404,0.2033926223548404,6.507446674254374e-05,0.0001833713495838002
BECN1,MIR675,-0.20303268630480256,0.20303268630480256,6.708533643771699e-05,0.0001883903283524929
CRP,ESR1,0.2027780548833996,0.2027780548833996,6.854311266466812e-05,0.00019182714124582885
DKK1,HSPA1A,0.20215890513646062,0.20215890513646062,7.221329783432374e-05,0.00020141123885763763
HSPA1A,PGR,0.2013744513241297,0.2013744513241297,7.712953834706675e-05,0.00021439397099862624
ATG5,MMP2,0.2009549741420926,0.2009549741420926,7.988610850268198e-05,0.00022130611139256493
IL1A,PTGS1,0.20075577900099348,0.20075577900099348,8.122734790322608e-05,0.00022426405818399121
CCL20,TIMP2,-0.20060226843776738,0.20060226843776738,8.227541373141707e-05,0.00022639543375759056
DUSP1,SQSTM1,0.2001411588066021,0.2001411588066021,8.55006272682445e-05,0.00023448332561859696
HPGD,MMP9,0.20001600219994875,0.20001600219994875,8.639634688324909e-05,0.00023615001481421417
CCL20,PGR,-0.19945825100811804,0.19945825100811804,9.049649570559733e-05,0.0002465353039155808
HPGD,PTGER2,0.1990654262091076,0.1990654262091076,9.349336027837658e-05,0.0002538561438022146
CCL20,PTGES2,0.1979144604900658,0.1979144604900658,0.00010282051586605785,0.0002782601419477473
DKK1,PPARD,0.1974763361863828,0.1974763361863828,0.00010659554440330186,0.00028752745529838
AKR1C3,RXRA,0.1964257334450419,0.1964257334450419,0.00011618532542351238,0.00031236710441731195
HSPA1A,NR3C1,0.19587296149331618,0.19587296149331618,0.00012155071020626045,0.0003257241253893254
CYP3A4,PTGER2,0.19567368956538178,0.19567368956538178,0.00012354132724038352,0.0003299800923033045
CA9,SELE,-0.19491924057393673,0.19491924057393673,0.00013135858828864857,0.00034972091687237607
PPARA,PTGS1,0.19350726037067076,0.19350726037067076,0.0001472512708606832,0.0003907638903099037
CXCR4,RXRA,0.19318192533759052,0.19318192533759052,0.00015116036777298848,0.0003994159425924378
PPARD,PTGS2,0.19315519786976015,0.19315519786976015,0.00015148580261737578,0.0003994159425924378
F3,RXRA,0.19279177183161916,0.19279177183161916,0.00015597659722096978,0.00040993849269613854
F3,NEAT1,0.19267368539635904,0.19267368539635904,0.00015746243251220208,0.00041252138869011406
ATG5,TIMP2,0.19196071606567697,0.19196071606567697,0.00016671909695010077,0.00043538108120726946
PPARG,SELE,-0.19185255694882636,0.19185255694882636,0.00016816711252350645,0.0004377683564103978
DUSP1,HPGD,0.19135279475467062,0.19135279475467062,0.00017501216659805265,0.00045414549560254174
DKK1,PGR,0.19119599467907855,0.19119599467907855,0.0001772130216402701,0.0004584059234858722
PTGER4,PTGS2,0.19111187770289495,0.19111187770289495,0.00017840434911890377,0.0004600363719418273
CYP1A2,RELA,-0.19088531171997403,0.19088531171997403,0.00018165056139689089,0.00046693874716442177
ESR1,RELA,0.1901956149801844,0.1901956149801844,0.00019187619264239846,0.000491682743646146
BECN1,CCL20,0.18993407387116515,0.18993407387116515,0.0001958928952018476,0.0005004117572134424
PPARA,PTGER2,0.18825212610368958,0.18825212610368958,0.0002236642320067403,0.0005695797212594008
CYP2C9,PTGER2,0.1873250269357204,0.1873250269357204,0.00024050455392567285,0.0006105688365914915
HPGD,SELE,0.18713246194948283,0.18713246194948283,0.0002441478482423197,0.0006179050480206856
CRP,TIMP1,0.18696330231650085,0.18696330231650085,0.0002473907994077499,0.0006241860169672458
IL1A,PPARG,0.18673751952864792,0.18673751952864792,0.0002517819988253733,0.0006333166841619819
ATG5,ESR1,0.18661215865234596,0.18661215865234596,0.0002542514430509963,0.0006375724259994404
ATG5,PTGS2,0.1860037761846867,0.1860037761846867,0.0002665603620860794,0.0006664009052151984
PGR,RELA,0.18570618686328383,0.18570618686328383,0.0002727818464422361,0.0006798818057222906
IGFBP1,PTGS2,0.18555371315772085,0.18555371315772085,0.0002760217731872373,0.0006858722848894987
RXRA,SELE,0.18440344541012124,0.18440344541012124,0.0003016466722881651,0.0007458144744121851
CYP2C9,HPGD,0.1843897850037339,0.1843897850037339,0.00030196390915225054,0.0007458144744121851
NR1I2,RXRA,0.1842303142118824,0.1842303142118824,0.00030569040796389255,0.0007527511547459216
NEAT1,STAT3,0.183647558621898,0.183647558621898,0.0003196760590380413,0.0007848334383568678
PPARG,PTGS2,-0.18337500110433308,0.18337500110433308,0.0003264199455834963,0.0007989980757566179
CXCR4,CYP2C9,0.1832815258892591,0.1832815258892591,0.000328763178481522,0.0008023387093894288
DUSP1,IGFBP1,0.18271185931707573,0.18271185931707573,0.0003433858815421948,0.0008355383467792277
AKR1C3,CXCR4,-0.1825192103566354,0.1825192103566354,0.00034846654945710755,0.0008453922205764148
HSPA1A,MMP9,0.18020921801133785,0.18020921801133785,0.00041509535083368446,0.001004065450394163
ATG5,MMP9,0.18010727704164045,0.18010727704164045,0.00041829248287209676,0.0010088230469268216
HPGD,RELA,0.17984593981159655,0.17984593981159655,0.00042659362195997323,0.0010258263050063872
CYP1A2,NR3C1,0.17901886774328218,0.17901886774328218,0.00045388539525586044,0.0010882632283912444
DKK1,NR3C1,0.17871605894348783,0.17871605894348783,0.00046427703568128375,0.0011099334380718737
BECN1,MMP9,0.17861967242334312,0.17861967242334312,0.0004676308908926117,0.0011147015422440162
PGR,RXRA,0.1781357292117381,0.1781357292117381,0.0004848130427191956,0.0011494838308524732
PGR,PPARD,0.17812982886863227,0.17812982886863227,0.00048502610423775086,0.0011494838308524732
CCL20,ESR1,-0.17718217432243122,0.17718217432243122,0.0005203974048093696,0.001229757556033669
NEAT1,PPARD,0.17610980207029217,0.17610980207029217,0.0005633045168618316,0.001327326735134201
F3,SELE,0.1760113883601113,0.1760113883601113,0.0005674023084797322,0.0013331515557403449
CA9,F3,0.17517925837530857,0.17517925837530857,0.000603172611629635,0.0014125673891059612
DUSP1,NEAT1,0.17514593355772354,0.17514593355772354,0.0006046477482636492,0.0014125673891059612
NR3C1,PPARG,-0.17485020228080592,0.17485020228080592,0.0006178857012157821,0.0014393928266958561
PTGS1,SQSTM1,0.17427428845561663,0.17427428845561663,0.0006444397100466593,0.0014969987598817582
AKR1C3,ESR1,-0.17276915035276347,0.17276915035276347,0.0007189108750609479,0.0016652737783897664
CYP3A4,RXRA,0.17243337586087049,0.17243337586087049,0.0007365759071646718,0.0017013866024648756
NR1I2,RELA,0.17212000776740483,0.17212000776740483,0.000753423579055359,0.0017354138618690853
PPARG,PTGES2,0.17132027163316993,0.17132027163316993,0.0007980486805755973,0.001830079916815548
AKR1C3,PTGS2,-0.17130391937315056,0.17130391937315056,0.000798986110024349,0.001830079916815548
MMP2,SQSTM1,0.170934327390155,0.170934327390155,0.0008204471786441399,0.0018740019122233836
NR1I2,PTGER2,-0.16909326096653807,0.16909326096653807,0.0009355107372943633,0.0021308855682816053
MMP9,SQSTM1,0.1686233157060687,0.1686233157060687,0.0009671776691793561,0.0021969132651719447
DKK1,SELE,0.16844960321660116,0.16844960321660116,0.0009791313502754593,0.002217921843165405
CA9,TIMP1,0.16838947705551877,0.16838947705551877,0.0009833004554778229,0.002221229679040812
CXCR4,PPARG,-0.1682504705961926,0.1682504705961926,0.0009930018190566427,0.0022369821198528765
CA9,IL1A,0.16786279373037016,0.16786279373037016,0.0010205263393789502,0.0022926893103855867
IL1A,PPARD,0.16698833706898578,0.16698833706898578,0.0010852132350991418,0.002431352056779498
HSPA1A,SELE,0.16657590010680695,0.16657590010680695,0.001117015421494409,0.0024919687857211724
IGFBP1,SELE,0.1665588684547225,0.1665588684547225,0.0011183469672504773,0.0024919687857211724
PPARG,SIRT1,0.16525426546798436,0.16525426546798436,0.0012247955566072528,0.002721767903571673
AKR1C3,NEAT1,-0.1650350030166916,0.1650350030166916,0.0012435753000102862,0.0027560317459687424
NEAT1,PTGS2,0.1640006422711317,0.1640006422711317,0.0013357914698697254,0.002946852232759662
DKK1,RXRA,0.16398899566138117,0.16398899566138117,0.0013368646714470662,0.002946852232759662
ATG5,PTGER2,0.1637330880016377,0.1637330880016377,0.0013606467183961252,0.0029912340726134658
PPARA,TIMP1,-0.16366095104755035,0.16366095104755035,0.001367420440597287,0.002998087597031485
CRP,NR3C1,0.161956219622848,0.161956219622848,0.0015367935189677614,0.0033604551614761714
CRP,PTGS1,0.16173461771720737,0.16173461771720737,0.0015601711371104794,0.003402500884123918
IGFBP1,TIMP1,0.16144035777161134,0.16144035777161134,0.0015917178768551398,0.003462091933743275
BECN1,CYP3A4,0.1605751412711893,0.1605751412711893,0.0016878939675069639,0.003661568924221456
CCL20,TIMP1,-0.16030724612885444,0.16030724612885444,0.0017187349795145773,0.0037186350480262623
DKK1,PTGS1,0.1601089630010146,0.1601089630010146,0.001741893500871308,0.0037586386400539932
MIR675,TIMP1,-0.16007072836556988,0.16007072836556988,0.001746391855927526,0.0037586386400539932
F3,NR1I2,-0.15987915621207316,0.15987915621207316,0.0017690911817182073,0.003797525573321806
IL1A,MMP2,0.1596571894451089,0.1596571894451089,0.0017957296251752308,0.0038446430617328706
ESR1,MIR675,0.15934814296887398,0.15934814296887398,0.0018334303425667398,0.003915137710689393
CA9,PTGER2,0.15915550864348305,0.15915550864348305,0.0018572949501404455,0.003955797036662767
DKK1,TIMP1,0.15906485109226884,0.15906485109226884,0.001868624180919674,0.0039696161356324675
CCL20,IGFBP1,0.15844513365085938,0.15844513365085938,0.0019477776416178178,0.004127074072678581
CYP2C9,CYP3A4,0.1581678917761404,0.1581678917761404,0.0019841712902196364,0.004193351695825005
CYP2C9,NEAT1,0.15753166868575963,0.15753166868575963,0.0020700504314768646,0.004363602451956373
CXCR4,IL1A,0.15746887875048113,0.15746887875048113,0.002078707537106452,0.004370615847249464
BECN1,PGR,0.15739494932483383,0.15739494932483383,0.0020889428837340745,0.004380903234429517
CYP2C9,STAT3,0.15731616352885144,0.15731616352885144,0.0020999012435290814,0.0043926505604434864
AKR1C3,HPGD,0.15718534936927095,0.15718534936927095,0.002118212295831941,0.00441967959944578
ATG5,PGR,0.15692382107374803,0.15692382107374803,0.0021552583465850247,0.004485563056344468
BECN1,MMP2,0.15610085773329468,0.15610085773329468,0.002275726347835373,0.004724292671455711
AKR1C3,F3,-0.15510596420448086,0.15510596420448086,0.0024295510663253223,0.005030888571683748
CCL20,CXCR4,-0.15464906858024433,0.15464906858024433,0.0025033206119133996,0.005170586654329944
CYP2C9,PTGER4,0.15348170144450513,0.15348170144450513,0.0027011627432365947,0.005565209671994994
DKK1,SQSTM1,0.15323540752181436,0.15323540752181436,0.0027446801064118856,0.005640695958039464
IL1A,SELE,0.15225703008176814,0.15225703008176814,0.0029239204693433055,0.005994036962153776
MIR675,NEAT1,0.1506486707159345,0.1506486707159345,0.003241815638124995,0.0066291491851932565
AKR1C3,PPARA,0.1501817789419109,0.1501817789419109,0.003339800462346908,0.006812528306279763
CCL20,NR3C1,-0.14918804143113373,0.14918804143113373,0.0035573515824807614,0.007238283616958372
HPGD,IL1A,0.14853087917033497,0.14853087917033497,0.0037081899665536208,0.007526524189539527
PPARG,TIMP1,-0.1483022337952409,0.1483022337952409,0.003762013828948981,0.007616916888242381
AKR1C3,CYP2C9,0.14796221580454436,0.14796221580454436,0.0038433636676208994,0.007762458639037285
CRP,SELE,0.14691946360038868,0.14691946360038868,0.004102866943487476,0.00826621841194037
F3,PPARA,0.14583661780090146,0.14583661780090146,0.004389014558676173,0.008821058671849171
ESR1,HSPA1A,0.14554876711050319,0.14554876711050319,0.004468052530326047,0.00895795372828205
BECN1,DUSP1,0.14482813647746962,0.14482813647746962,0.004671586517533201,0.009343173035066403
ATG5,PTGES2,0.14430913931180148,0.14430913931180148,0.004823310663175512,0.00960634367057298
IGFBP1,TIMP2,0.14429804491920123,0.14429804491920123,0.004826601941800083,0.00960634367057298
CRP,MIR675,0.14407340600629465,0.14407340600629465,0.004893680513205013,0.009716266394256927
CRP,DUSP1,0.1433710584192405,0.1433710584192405,0.005108858551568587,0.010118597943065168
CXCR4,HPGD,0.1433322345779609,0.1433322345779609,0.005120997739478102,0.010118597943065168
ESR1,IL1A,0.1432833418096992,0.1432833418096992,0.005136322151980024,0.010124481164960623
CYP2C9,PPARA,0.14198032165613228,0.14198032165613228,0.005560238671104018,0.010933802662602625
CCL20,MMP2,-0.1418128870988199,0.1418128870988199,0.00561693157639151,0.011018860987179519
CA9,NR3C1,-0.13961483230145402,0.13961483230145402,0.006410871750864159,0.012546336123409572
ESR1,PPARG,-0.13906263823096587,0.13906263823096587,0.0066255097493577025,0.012935519034460276
F3,PGR,0.1384449678510961,0.1384449678510961,0.006873205132877571,0.013387240401329235
HSPA1A,NEAT1,0.1380508281011202,0.1380508281011202,0.007035560600728211,0.013670994532220693
BECN1,NR3C1,0.1373038097745777,0.1373038097745777,0.007352713730420912,0.014253487609799404
PPARG,TIMP2,-0.1361963791816322,0.1361963791816322,0.007846406285433859,0.015174653665225859
AKR1C3,DKK1,0.13596876599835092,0.13596876599835092,0.007951466740623338,0.015328240037647736
CA9,ESR1,-0.13594349630955144,0.13594349630955144,0.007963207629314555,0.015328240037647736
AKR1C3,PTGER2,-0.13521582272183813,0.13521582272183813,0.008308004153559189,0.015954481044305704
PPARD,SELE,0.1347453886218392,0.1347453886218392,0.008537932361581773,0.016334970829294877
PTGS2,TIMP1,0.1347291311656577,0.1347291311656577,0.008545978641179881,0.016334970829294877
PTGER4,SQSTM1,0.13460852634756654,0.13460852634756654,0.008605880571663203,0.016411214113404248
MMP2,PPARG,-0.13330643278363605,0.13330643278363605,0.00927680664313564,0.017649608926615372
CYP1A2,SQSTM1,-0.13316690188822417,0.13316690188822417,0.009351390681999085,0.017750324905646413
PTGER4,SELE,0.1327014838645795,0.1327014838645795,0.00960404020185281,0.01818778975870509
DKK1,F3,0.13241592328607338,0.13241592328607338,0.009762038918337372,0.018444405329577522
CA9,CYP3A4,0.13143847369406278,0.13143847369406278,0.010320462167791391,0.019454664316296413
CRP,TIMP2,0.13113003925667593,0.13113003925667593,0.01050245703004043,0.019752327441819154
CYP2C9,PPARD,0.13037960808602383,0.13037960808602383,0.010957183126779466,0.0205603893912109
ESR1,RXRA,0.1301700111319182,0.1301700111319182,0.011087263479393972,0.02075697729018963
CRP,PGR,0.1299261338700881,0.1299261338700881,0.011240337293890275,0.020995618635512584
CA9,IGFBP1,-0.12955523392623725,0.12955523392623725,0.011476722997407296,0.021388438313349963
ATG5,DKK1,0.12828561801304356,0.12828561801304356,0.012319492290443075,0.022906992467490526
CYP2C9,DUSP1,0.12812873846261819,0.12812873846261819,0.012427329754379775,0.023055227146134425
ATG5,F3,0.12789083633727313,0.12789083633727313,0.012592450260583593,0.023308824410109584
IGFBP1,RELA,0.12716982823741788,0.12716982823741788,0.013104755593444043,0.02420247654645071
NR1I2,PTGER4,0.126956417034556,0.126956417034556,0.013259873069300225,0.024433923408598165
ATG5,CXCR4,0.12685573263746155,0.12685573263746155,0.013333614970884774,0.024493393969214735
IL1A,NR3C1,0.126830860895108,0.126830860895108,0.013351886712486568,0.024493393969214735
NR1I2,NR3C1,-0.12646420714935727,0.12646420714935727,0.01362381375588551,0.024936444821040443
CCL20,RELA,0.12518331000604296,0.12518331000604296,0.014612409333790292,0.026686360030530158
CCL20,PTGER2,-0.1249104399411812,0.1249104399411812,0.01483097058859822,0.027025324183667866
IL1A,MMP9,0.1245640092494616,0.1245640092494616,0.015112582040983615,0.027477421892697484
CYP3A4,PTGES2,-0.12423749153599373,0.12423749153599373,0.015382289201294834,0.027905922887304785
AKR1C3,HSPA1A,0.12410479196752988,0.12410479196752988,0.015493100823053453,0.028044906567116626
DKK1,ESR1,0.12371131096319823,0.12371131096319823,0.015825803516943137,0.02858405040505148
CYP2C9,SQSTM1,-0.12315974016792701,0.12315974016792701,0.016302705971617877,0.029380700871926724
ATG5,MIR675,-0.12206927237076072,0.12206927237076072,0.017282685406085754,0.03106527873385447
IGFBP1,PTGER4,-0.12203618252615558,0.12203618252615558,0.017313210221184747,0.03106527873385447
IGFBP1,IL1A,0.1219113295923943,0.1219113295923943,0.017428809398855112,0.031204418574369414
DKK1,PTGS2,0.1215307547617769,0.1215307547617769,0.017785346079842432,0.03177338515353114
CYP2C9,NR3C1,0.12132450123407768,0.12132450123407768,0.017981219109641226,0.03205347754327349
PTGES2,TIMP2,-0.12117596830692028,0.12117596830692028,0.018123439785102804,0.03223692109280759
DUSP1,PPARA,0.12060498722940013,0.12060498722940013,0.018679330610482627,0.03315379026102977
NR1I2,SELE,-0.1203377007648762,0.1203377007648762,0.018944619156524945,0.033552025288013945
MMP9,NR1I2,-0.12015304022450135,0.12015304022450135,0.019129810638679308,0.03380699293904533
F3,MMP9,0.118955662243398,0.118955662243398,0.020369313981252204,0.03592008056908991
F3,PTGES2,0.11875188264299104,0.11875188264299104,0.02058706903021355,0.03622617297162041
SIRT1,TIMP1,0.11789180866548428,0.11789180866548428,0.021528550224866775,0.03780173701154337
PPARD,PPARG,0.11773586160843197,0.11773586160843197,0.02170319860944257,0.03802697192252758
CA9,CYP2C9,0.11746143836181704,0.11746143836181704,0.022013514431139063,0.03848844740625593
IGFBP1,SQSTM1,0.11707720213761277,0.11707720213761277,0.02245446211746989,0.03914084991024544
CA9,NEAT1,-0.11705331784497992,0.11705331784497992,0.022482122326494637,0.03914084991024544
CA9,PGR,-0.11680603145630508,0.11680603145630508,0.02277024096404739,0.03955846947143826
AKR1C3,PTGES2,0.1161890897165561,0.1161890897165561,0.023503021098805692,0.04074519513957858
MIR675,PPARG,-0.11578073620246554,0.11578073620246554,0.02399918345337732,0.04151757475056836
DKK1,SIRT1,0.11570761922208349,0.11570761922208349,0.024088971371189503,0.041585171630263984
CRP,PTGES2,-0.11548402727744578,0.11548402727744578,0.024365345394682814,0.041973914335377956
AKR1C3,MIR675,-0.11538730099541203,0.11538730099541203,0.024485750909834552,0.04209290512801747
IGFBP1,MMP2,0.1151057829017221,0.1151057829017221,0.024839113205855773,0.042533745435894756
DKK1,NR1I2,0.11510038471565875,0.11510038471565875,0.02484593178511413,0.042533745435894756
CYP3A4,NEAT1,-0.11400017485004173,0.11400017485004173,0.026269763393223317,0.04487751246342317
CYP1A2,PGR,0.11341646891463986,0.11341646891463986,0.027053286165187266,0.04611994730863525
AKR1C3,BECN1,0.11293412320950251,0.11293412320950251,0.027715831631190874,0.04715141480825004
HSPA1A,PPARA,0.11286090405007322,0.11286090405007322,0.027817613333895774,0.04722658992504044
BECN1,TIMP1,0.11177834340604118,0.11177834340604118,0.029360345461947775,0.049742734047101604
PGR,SQSTM1,0.11173506558662016,0.11173506558662016,0.029423514295538106,0.04974697262338402
IL1A,PPARA,0.11155446194832466,0.11155446194832466,0.0296883840583552,0.05001567917669705
IGFBP1,STAT3,0.11154356267582112,0.11154356267582112,0.029704433852501787,0.05001567917669705
NEAT1,TIMP1,-0.11106793268641714,0.11106793268641714,0.030412100791873654,0.05110230051093524
BECN1,SELE,0.1109321017687512,0.1109321017687512,0.030616826158590286,0.05134109907984465
CYP1A2,DUSP1,0.11088317035263297,0.11088317035263297,0.03069086422065114,0.05136022175700803
ESR1,NR1I2,-0.11067874248100563,0.11067874248100563,0.031001842327301736,0.05177497089284608
CXCR4,HSPA1A,0.11044741012545153,0.11044741012545153,0.031356993101555104,0.05226165516925851
MMP9,PTGES2,-0.11000500614577868,0.11000500614577868,0.032045877775980044,0.053301459992502305
PPARG,RXRA,0.10981580823754071,0.10981580823754071,0.03234440609645985,0.05368909513987263
BECN1,IGFBP1,0.10967922352268546,0.10967922352268546,0.032561390203629706,0.05394008074136638
NR1I2,TIMP2,-0.10939613631958588,0.10939613631958588,0.033015070782721534,0.05458136701982189
PPARG,STAT3,0.10909521436657352,0.10909521436657352,0.03350323207334666,0.05527696237453574
PTGS2,RELA,0.10899355169572002,0.10899355169572002,0.03366953499719727,0.05543979658173044
MIR675,PTGS2,0.10890044805159495,0.10890044805159495,0.033822453174966814,0.05557998317329216
ATG5,CYP1A2,-0.10883112773542064,0.10883112773542064,0.033936692195887394,0.05565617520125532
CCL20,MIR675,-0.10876240052784128,0.10876240052784128,0.03405027798455393,0.05573099390685473
PTGES2,PTGS2,-0.10854119123422958,0.10854119123422958,0.034418071690502816,0.05622075455420778
AKR1C3,MMP2,-0.10801206636108168,0.10801206636108168,0.03531155919445822,0.0575655636967311
HSPA1A,STAT3,0.10782621267147294,0.10782621267147294,0.03563003806351545,0.0579695063731799
DKK1,PTGER2,0.10759037414870438,0.10759037414870438,0.03603768140838094,0.05851663119776707
CCL20,HSPA1A,-0.1066410613076059,0.1066410613076059,0.037718842671077356,0.06112539721399888
DKK1,PPARG,0.10651263354023682,0.10651263354023682,0.03795130312448691,0.061380805842365424
CRP,CYP3A4,0.10626342861444253,0.10626342861444253,0.03840583944696661,0.06199367784746578
DKK1,HPGD,0.10602466712723302,0.10602466712723302,0.03884564250337197,0.06249851967359434
AKR1C3,PPARD,0.10601095437573864,0.10601095437573864,0.03887103052869892,0.06249851967359434
PTGER2,SQSTM1,0.10537877110391541,0.10537877110391541,0.04005680433881537,0.06427902066111273
DKK1,MMP9,0.10522644433330536,0.10522644433330536,0.040347046377990865,0.064618316464751
PTGES2,STAT3,0.10500873022561828,0.10500873022561828,0.040764958970856136,0.06516036326725543
ATG5,CA9,-0.1040846352565922,0.1040846352565922,0.04257969936555915,0.06792870326801265
BECN1,PTGER2,0.10362692035290852,0.10362692035290852,0.04350346996360922,0.0692676609129312
BECN1,NEAT1,0.10344970948910043,0.10344970948910043,0.04386562100458891,0.06962561132721272
MMP9,PPARG,-0.10343387734832443,0.10343387734832443,0.04389809884898656,0.06962561132721272
NEAT1,PTGES2,-0.1033516055606998,0.1033516055606998,0.04406719586510329,0.06975888148529864
HSPA1A,SIRT1,0.10282249869437826,0.10282249869437826,0.045167830228062644,0.07136343118884657
BECN1,ESR1,0.10262467369954495,0.10262467369954495,0.045585226765374784,0.07188439605309101
MMP2,PTGES2,-0.10224435300071068,0.10224435300071068,0.046396773302273195,0.07291459556111847
CYP3A4,PGR,0.10223524103846822,0.10223524103846822,0.04641636449134615,0.07291459556111847
HPGD,TIMP1,0.10197597698463093,0.10197597698463093,0.04697670883894698,0.07365373087559564
PGR,PPARG,-0.1015801103330437,0.1015801103330437,0.04784321865355767,0.07486915896167422
NR1I2,PTGS1,-0.10140556269768582,0.10140556269768582,0.04822951345069471,0.07532990672298984
HSPA1A,PTGER4,0.10126419625918255,0.10126419625918255,0.04854428393483351,0.07565520932809787
PPARA,PTGS2,0.10122927202373914,0.10122927202373914,0.048622311360862897,0.07565520932809787
CYP1A2,NEAT1,0.10111538305721057,0.10111538305721057,0.04887749022519936,0.07590822345580205
IGFBP1,PTGS1,0.10063962315266597,0.10063962315266597,0.04995561463376677,0.0774359243850449
IGFBP1,MMP9,0.10056932949664532,0.10056932949664532,0.05011657920999072,0.07753885840036301
IGFBP1,PPARD,0.09934205510343237,0.09934205510343237,0.05299740084259445,0.08184156062321553
CYP3A4,DKK1,-0.09894613773025483,0.09894613773025483,0.05395565077937425,0.08316472488550167
CA9,PTGER4,0.09853949302665109,0.09853949302665109,0.05495481543074279,0.08454586989345045
CYP1A2,SELE,0.09774439780723286,0.09774439780723286,0.05695285032690107,0.08745568776790053
AKR1C3,IL1A,-0.09753919755622113,0.09753919755622113,0.05747816973148618,0.08809738164452087
NR1I2,SIRT1,0.09696709167796899,0.09696709167796899,0.0589640054311506,0.09020612771183488
CYP2C9,ESR1,0.0967589487929087,0.0967589487929087,0.059512399608880384,0.09087554502659574
CA9,HPGD,-0.09646194731591899,0.09646194731591899,0.06030220140522555,0.0919104184986709
BECN1,CYP1A2,-0.09593411657703851,0.09593411657703851,0.06172718778326411,0.09386780429067051
CXCR4,NEAT1,0.09590177947867089,0.09590177947867089,0.06181538331336839,0.09386780429067051
DKK1,IGFBP1,0.09470036544222157,0.09470036544222157,0.06516644260267608,0.0987735359227253
PTGS2,RXRA,0.09434591762240174,0.09434591762240174,0.06618312705291002,0.1001294542128897
CCL20,STAT3,0.09380140616209025,0.09380140616209025,0.06777031001142104,0.10234190462129882
CYP1A2,PTGS2,0.09317697061599835,0.09317697061599835,0.06962870928222079,0.10495503972687692
CCL20,SQSTM1,0.09291558149767741,0.09291558149767741,0.0704189122064267,0.1059203730067057
PPARA,TIMP2,0.09287986018290764,0.09287986018290764,0.07052746788007477,0.1059203730067057
MIR675,NR1I2,-0.09279546275761541,0.09279546275761541,0.0707844915329055,0.10611203483909051
CRP,STAT3,0.09268020191731118,0.09268020191731118,0.07113674193014508,0.10644548974948716
CXCR4,CYP1A2,0.09192277808824971,0.09192277808824971,0.07348727491006518,0.10976241425547076
CYP3A4,TIMP1,0.09139376194718477,0.09139376194718477,0.07516621517921347,0.11206599353991828
CA9,PTGS1,-0.09110766539520374,0.09110766539520374,0.07608711795356764,0.11323309749895728
HPGD,IGFBP1,0.09091580684252311,0.09091580684252311,0.07670980197598112,0.11395296670345022
CYP3A4,SQSTM1,0.09059106242933021,0.09059106242933021,0.07777319674807216,0.1153237275468701
CA9,CXCR4,0.09012988322858687,0.09012988322858687,0.07930387183368372,0.11738118213649935
AKR1C3,NR3C1,-0.08983416703572637,0.08983416703572637,0.08029814274831587,0.11863869739390814
AKR1C3,PTGS1,-0.08950828135475128,0.08950828135475128,0.08140550862031277,0.12005848393643251
PTGES2,SELE,-0.08903611081111999,0.08903611081111999,0.08303181843031851,0.1222371474198585
