,AKR1C3,ATG5,BECN1,CA9,CCL20,CRP,CXCR4,CYP1A2,CYP2C9,CYP3A4,DKK1,DUSP1,ESR1,F3,HPGD,HSPA1A,IGFBP1,IL1A,MIR675,MMP2,MMP9,NEAT1,NR1I2,NR3C1,PGR,PPARA,PPARD,PPARG,PTGER2,PTGER4,PTGES2,PTGS1,PTGS2,RELA,RXRA,SELE,SIRT1,SQSTM1,STAT3,TIMP1,TIMP2
DKK1,0.13596876599835092,0.12828561801304356,0.08686175447205709,-0.014401089804775136,-0.04508499504976927,0.062306972113030476,0.07736271289989177,0.01831589114974386,0.015665297803001323,-0.09894613773025483,1.0,0.2464124881489481,0.12371131096319823,0.13241592328607338,0.10602466712723302,0.20215890513646062,0.09470036544222157,0.06079366246430231,0.013870161200846257,0.22363413672048751,0.10522644433330536,0.06289909542483559,0.11510038471565875,0.17871605894348783,0.19119599467907855,-0.04746546184923793,0.1974763361863828,0.10651263354023682,0.10759037414870438,0.07476278079332668,0.0358585271697707,0.1601089630010146,0.1215307547617769,0.23098311185819903,0.16398899566138117,0.16844960321660116,0.11570761922208349,0.15323540752181436,0.040770299959648794,0.15906485109226884,0.23962049039350378
DUSP1,-0.04268589888842843,0.2537733301094321,0.14482813647746962,0.03697581743316799,0.053641747483649985,0.1433710584192405,0.5146692624719431,0.11088317035263297,0.12812873846261819,0.05154296952467069,0.2464124881489481,1.0,0.47941820297837107,0.3592154694281971,0.19135279475467062,0.24470259223864874,0.18271185931707573,0.30080264884366387,-0.02555005687018632,0.5672507238453751,0.41109323323038943,0.17514593355772354,-0.05348576818824142,0.545221256718322,0.4027053194905435,0.12060498722940013,0.3359884760047281,0.022618020059699918,0.40360514175233614,0.31438541837654943,-0.012140061152132054,0.4868122045650217,0.484286934001596,0.31967300136302806,0.26436167367684604,0.5308853875469058,0.2498626341686314,0.2001411588066021,0.4449058048818196,0.369981822167662,0.5435009215576311
ESR1,-0.17276915035276347,0.18661215865234596,0.10262467369954495,-0.13594349630955144,-0.17718217432243122,0.2027780548833996,0.6160398233755373,0.22410049796764303,0.0967589487929087,0.058914763985575144,0.12371131096319823,0.47941820297837107,1.0,0.30147516325606855,0.2098439938207453,0.14554876711050319,0.02973438797118097,0.1432833418096992,0.15934814296887398,0.5979168574264785,0.5468193958095441,0.2221077739410791,-0.11067874248100563,0.7517406697671226,0.6112183954417669,0.263608499408893,0.20925352455266444,-0.13906263823096587,0.472366717015473,0.35985215415240807,-0.31736838535729733,0.589225555191719,0.4146496812350528,0.1901956149801844,0.1301700111319182,0.5259938800057936,0.32850551479070106,0.03906936449559509,0.5046288206576017,0.21375035672154633,0.6198722247348648
F3,-0.15510596420448086,0.12789083633727313,0.021630986720753812,0.17517925837530857,0.0556071043466586,0.0010065941532091446,0.41624111929400825,0.004837403089548011,0.30515377269731936,0.043720253175401895,0.13241592328607338,0.3592154694281971,0.30147516325606855,1.0,0.28432477770301806,0.05728383602349113,0.02005494015294931,0.33318930154257237,-0.013132831361098891,0.2583576853023189,0.118955662243398,0.19267368539635904,-0.15987915621207316,0.2978103442686056,0.1384449678510961,0.14583661780090146,0.42627189052034503,0.05355352090126028,0.5560461842023651,0.4241607885611721,0.11875188264299104,0.34918569817646794,0.49306079959968896,0.21495138908832248,0.19279177183161916,0.1760113883601113,0.22492860589772234,-0.01941413048706546,0.4401395550698514,0.0741917553151274,0.23157773206136523
HPGD,0.15718534936927095,0.2363593932546236,0.22565343425855192,-0.09646194731591899,0.06890287860559226,0.06233016820300239,0.1433322345779609,0.059879661039777814,0.1843897850037339,0.3020694294326907,0.10602466712723302,0.19135279475467062,0.2098439938207453,0.28432477770301806,1.0,0.07428683701191353,0.09091580684252311,0.14853087917033497,-0.016199681653538973,0.2140401990585291,0.20001600219994875,-0.038770445983035466,0.07756482983264712,0.3578597702704848,0.20905253237073754,0.20754419062369314,0.22916595744339952,0.02121485433095775,0.1990654262091076,0.2147707359479171,-0.021996619998747507,0.2463025464527818,0.2311756823199612,0.17984593981159655,0.21045861873834001,0.18713246194948283,0.2448544756792058,0.07263189611230941,0.28206001166555694,0.10197597698463093,0.26613039125346827
HSPA1A,0.12410479196752988,0.04278740473432193,0.08844072640196317,0.0703153609300213,-0.1066410613076059,-0.005822181490182433,0.11044741012545153,-0.019020330282095235,0.008636700620611157,-0.02628974124082136,0.20215890513646062,0.24470259223864874,0.14554876711050319,0.05728383602349113,0.07428683701191353,1.0,0.007373018475721499,-0.0427393455311056,-0.05614322465197837,0.32693206405782266,0.18020921801133785,0.1380508281011202,0.021056903447990008,0.19587296149331618,0.2013744513241297,0.11286090405007322,0.2752287057127122,-0.016525439548502666,0.0797388992699454,0.10126419625918255,0.0794422434095434,0.2371498903465875,0.04768208959885101,0.2259592180797946,0.2670761647709456,0.16657590010680695,0.10282249869437826,0.2707498116580805,0.10782621267147294,0.29202368605749646,0.37005141003963743
IGFBP1,0.02506356894801166,0.08185371857526554,0.10967922352268546,-0.12955523392623725,0.15844513365085938,0.07428247849018683,0.0476470494606764,-0.031988691040334034,-0.06947103308519938,-0.0006797080011338011,0.09470036544222157,0.18271185931707573,0.02973438797118097,0.02005494015294931,0.09091580684252311,0.007373018475721499,1.0,0.1219113295923943,0.05758451337768232,0.1151057829017221,0.10056932949664532,0.006079378145183456,-0.003078798045964278,0.07086645268313185,0.041980853011998935,-0.02961662995803499,0.09934205510343237,-0.03651552311591826,-0.057199869689265936,-0.12203618252615558,-0.06843220170730496,0.10063962315266597,0.18555371315772085,0.12716982823741788,0.0035184808027738266,0.1665588684547225,0.0447628797013702,0.11707720213761277,0.11154356267582112,0.16144035777161134,0.14429804491920123
IL1A,-0.09753919755622113,0.22202766323260728,0.038833109459146586,0.16786279373037016,0.3348947130458724,0.0011810399494232191,0.15746887875048113,0.0467963626129587,0.08440553143949933,-0.008999051087698998,0.06079366246430231,0.30080264884366387,0.1432833418096992,0.33318930154257237,0.14853087917033497,-0.0427393455311056,0.1219113295923943,1.0,0.08693729715951602,0.1596571894451089,0.1245640092494616,0.06579630812820977,0.03721130452187994,0.126830860895108,-0.0010405351105278909,0.11155446194832466,0.16698833706898578,0.18673751952864792,0.2207064771052637,0.20936580445702288,-0.0431770046098834,0.20075577900099348,0.4152712395406532,0.020724492137113172,-0.0478653367548828,0.15225703008176814,0.07326458245964443,-0.07909602035634702,0.31248790631535206,-0.009961145296006012,0.08332345022966266
MIR675,-0.11538730099541203,-0.12206927237076072,-0.20303268630480256,-0.04631872018355278,-0.10876240052784128,0.14407340600629465,-0.05215326947336526,0.07023165859121111,-0.05576462597132653,-0.006190383998851416,0.013870161200846257,-0.02555005687018632,0.15934814296887398,-0.013132831361098891,-0.016199681653538973,-0.05614322465197837,0.05758451337768232,0.08693729715951602,1.0,0.012743106632925844,-0.021867364080915472,0.1506486707159345,-0.09279546275761541,0.08412943393762859,0.048244720146543414,-0.03369787614833104,-0.2589259789969716,-0.11578073620246554,-0.004446522429695179,-0.04429671524042656,-0.3692913494382057,0.024956824750530158,0.10890044805159495,-0.3145665248932107,-0.3266810368008093,0.03286437923094517,-0.07714160547284533,-0.26740439476926353,-0.07628490718622682,-0.16007072836556988,-0.017112769000966477
MMP2,-0.10801206636108168,0.2009549741420926,0.15610085773329468,0.03683783328393036,-0.1418128870988199,0.07451280870305872,0.5736799073671273,0.029331265774530168,-0.010719222687171324,-0.009976326451962106,0.22363413672048751,0.5672507238453751,0.5979168574264785,0.2583576853023189,0.2140401990585291,0.32693206405782266,0.1151057829017221,0.1596571894451089,0.012743106632925844,1.0,0.6601272807446942,0.006791416602151658,-0.08569617408755152,0.7439350378557201,0.6169733788270981,0.06019440176494647,0.32524084146241705,-0.13330643278363605,0.4322189157371448,0.2428855666173902,-0.10224435300071068,0.6419953556850426,0.4255407412205917,0.37070683743899857,0.23696955459373067,0.6647964330587454,0.258878010294118,0.170934327390155,0.4902615187504304,0.5321505907944719,0.9036546037634892
MMP9,-0.06644101536152486,0.18010727704164045,0.17861967242334312,0.007227295411665765,-0.06241798136233325,0.0616244712511954,0.5617924461292116,0.07375078151161168,-0.006014455940216906,0.07134230806065635,0.10522644433330536,0.41109323323038943,0.5468193958095441,0.118955662243398,0.20001600219994875,0.18020921801133785,0.10056932949664532,0.1245640092494616,-0.021867364080915472,0.6601272807446942,1.0,-0.02140699475982293,-0.12015304022450135,0.6218999417360673,0.4795746733824124,0.04632069242562541,0.28799979837293255,-0.10343387734832443,0.3160283352393517,0.20815793027986645,-0.11000500614577868,0.5620508655783913,0.3247425913169835,0.30434901719572083,0.2119999404519864,0.46257185976370563,0.21766007661493653,0.1686233157060687,0.42385833223940017,0.4582999652542936,0.6638454600005455
NEAT1,-0.1650350030166916,-0.08489673071804754,0.10344970948910043,-0.11705331784497992,0.02567995183176358,-0.006590269086922631,0.09590177947867089,0.10111538305721057,0.15753166868575963,-0.11400017485004173,0.06289909542483559,0.17514593355772354,0.2221077739410791,0.19267368539635904,-0.038770445983035466,0.1380508281011202,0.006079378145183456,0.06579630812820977,0.1506486707159345,0.006791416602151658,-0.02140699475982293,1.0,-0.010031315198330953,0.08843095886017639,0.06971060347706552,0.2554338923408054,0.17610980207029217,-0.05015890562965969,0.052688512001278325,0.04819134941681308,-0.1033516055606998,0.002438509998215471,0.1640006422711317,0.03620170832515807,0.034591684844433465,-0.011329948919596319,0.05233587496437118,-0.009599106083402306,0.183647558621898,-0.11106793268641714,-0.00046052073693412664
NR1I2,0.25049774022338733,0.21837320621543468,0.3648988640230055,-0.06289571892184562,0.2179755482246721,-0.037605018049460176,-0.2962665985605577,-0.053254965789453504,-0.01801165152169872,0.21729059702121403,0.11510038471565875,-0.05348576818824142,-0.11067874248100563,-0.15987915621207316,0.07756482983264712,0.021056903447990008,-0.003078798045964278,0.03721130452187994,-0.09279546275761541,-0.08569617408755152,-0.12015304022450135,-0.010031315198330953,1.0,-0.12646420714935727,0.03932613963826288,0.37300691526656216,0.05220464796013517,0.5190148413237443,-0.16909326096653807,0.126956417034556,0.017340405152619292,-0.10140556269768582,-0.22019140764964532,0.17212000776740483,0.1842303142118824,-0.1203377007648762,0.09696709167796899,0.26976385099837724,0.04864148526140317,-0.20664735733339043,-0.10939613631958588
NR3C1,-0.08983416703572637,0.24051862481640104,0.1373038097745777,-0.13961483230145402,-0.14918804143113373,0.161956219622848,0.6350822788134659,0.17901886774328218,0.12132450123407768,0.08489675500968326,0.17871605894348783,0.545221256718322,0.7517406697671226,0.2978103442686056,0.3578597702704848,0.19587296149331618,0.07086645268313185,0.126830860895108,0.08412943393762859,0.7439350378557201,0.6218999417360673,0.08843095886017639,-0.12646420714935727,1.0,0.7330794680900684,0.20685552488717301,0.22362745415020097,-0.17485020228080592,0.42743187487642126,0.33093682945372427,-0.2882377175146896,0.6532156847893292,0.5048114062884389,0.20911574675625993,0.20639198977839776,0.6325357046494998,0.36031468598209726,0.04616100566043156,0.5423740919223007,0.3051397951413328,0.7534393991550324
PGR,-0.052430426831782756,0.15692382107374803,0.15739494932483383,-0.11680603145630508,-0.19945825100811804,0.1299261338700881,0.42520329452280686,0.11341646891463986,0.00974384221765286,0.10223524103846822,0.19119599467907855,0.4027053194905435,0.6112183954417669,0.1384449678510961,0.20905253237073754,0.2013744513241297,0.041980853011998935,-0.0010405351105278909,0.048244720146543414,0.6169733788270981,0.4795746733824124,0.06971060347706552,0.03932613963826288,0.7330794680900684,1.0,0.22277311672174122,0.17812982886863227,-0.1015801103330437,0.30113730886302803,0.25022254573862973,-0.3033103595834078,0.4935074204386125,0.2746038087685282,0.18570618686328383,0.1781357292117381,0.49060183267669827,0.3254487878026716,0.11173506558662016,0.3638164114794656,0.27887675029744224,0.6843640510953841
PPARA,0.1501817789419109,0.2652770679872822,0.4472922972546988,-0.01700946672989888,0.00459466967915301,-0.03648770376035373,0.07561006121508451,0.005658441910500346,0.14198032165613228,0.3241515352788483,-0.04746546184923793,0.12060498722940013,0.263608499408893,0.14583661780090146,0.20754419062369314,0.11286090405007322,-0.02961662995803499,0.11155446194832466,-0.03369787614833104,0.06019440176494647,0.04632069242562541,0.2554338923408054,0.37300691526656216,0.20685552488717301,0.22277311672174122,1.0,0.29629514553412445,0.25612921523576326,0.18825212610368958,0.3951169018907622,0.06380842735347005,0.19350726037067076,0.10122927202373914,0.28399073865623403,0.48845738756402657,0.0714130353899956,0.350500820223541,0.2439061116640863,0.4358803418831133,-0.16366095104755035,0.09287986018290764
PPARD,0.10601095437573864,0.2388268828644332,0.35196463397036654,0.2179469761319407,0.013827644429596931,-0.0014639775661937926,0.361565792030927,-0.08814329290502544,0.13037960808602383,0.05962476057960588,0.1974763361863828,0.3359884760047281,0.20925352455266444,0.42627189052034503,0.22916595744339952,0.2752287057127122,0.09934205510343237,0.16698833706898578,-0.2589259789969716,0.32524084146241705,0.28799979837293255,0.17610980207029217,0.05220464796013517,0.22362745415020097,0.17812982886863227,0.29629514553412445,1.0,0.11773586160843197,0.3651446428671273,0.29622824058237834,0.35629912152435494,0.36347188833614796,0.19315519786976015,0.6371353081901525,0.576836358925845,0.1347453886218392,0.3261939542757428,0.36333328089039335,0.49496979779220407,0.33784139584469847,0.41002605237216333
PPARG,0.05623387984398354,0.34198750662444877,0.35992156141683335,0.06976600923105811,0.3248675102412626,-0.042684131956205865,-0.1682504705961926,-0.07085903055911189,0.04024603604295215,0.02955864610694068,0.10651263354023682,0.022618020059699918,-0.13906263823096587,0.05355352090126028,0.02121485433095775,-0.016525439548502666,-0.03651552311591826,0.18673751952864792,-0.11578073620246554,-0.13330643278363605,-0.10343387734832443,-0.05015890562965969,0.5190148413237443,-0.17485020228080592,-0.1015801103330437,0.25612921523576326,0.11773586160843197,1.0,0.02156282119425368,0.2985229578597083,0.17132027163316993,-0.07163692379180571,-0.18337500110433308,0.25581758979325386,0.10981580823754071,-0.19185255694882636,0.16525426546798436,0.26986412201751575,0.10909521436657352,-0.1483022337952409,-0.1361963791816322
PTGER2,-0.13521582272183813,0.1637330880016377,0.10362692035290852,0.15915550864348305,-0.1249104399411812,0.07808541685447108,0.6403693379271859,0.028952142994506023,0.1873250269357204,0.19567368956538178,0.10759037414870438,0.40360514175233614,0.472366717015473,0.5560461842023651,0.1990654262091076,0.0797388992699454,-0.057199869689265936,0.2207064771052637,-0.004446522429695179,0.4322189157371448,0.3160283352393517,0.052688512001278325,-0.16909326096653807,0.42743187487642126,0.30113730886302803,0.18825212610368958,0.3651446428671273,0.02156282119425368,1.0,0.5414685419101869,-0.006306288285023774,0.521776663035147,0.3816919429735436,0.27016270839015366,0.22376570319548666,0.2298529306495783,0.3181285172807899,0.10537877110391541,0.510908881202686,0.23191798989039275,0.4258463387732568
PTGER4,-0.07886104241211388,0.2580050493153947,0.3240995452155444,0.09853949302665109,0.019258077221461455,0.08172084404059818,0.32549045400337995,0.011863444598722638,0.15348170144450513,0.2079044391369728,0.07476278079332668,0.31438541837654943,0.35985215415240807,0.4241607885611721,0.2147707359479171,0.10126419625918255,-0.12203618252615558,0.20936580445702288,-0.04429671524042656,0.2428855666173902,0.20815793027986645,0.04819134941681308,0.126956417034556,0.33093682945372427,0.25022254573862973,0.3951169018907622,0.29622824058237834,0.2985229578597083,0.5414685419101869,1.0,0.032712790255676215,0.3956837435279956,0.19111187770289495,0.31782852914156284,0.26303956133877643,0.1327014838645795,0.3239410703556307,0.13460852634756654,0.4963228572381831,0.004916919063611777,0.2045559399227231
PTGES2,0.1161890897165561,0.14430913931180148,0.23876427377130063,0.22320344549957213,0.1979144604900658,-0.11548402727744578,-0.07528288390971744,-0.22560148835354718,0.009452680547394631,-0.12423749153599373,0.0358585271697707,-0.012140061152132054,-0.31736838535729733,0.11875188264299104,-0.021996619998747507,0.0794422434095434,-0.06843220170730496,-0.0431770046098834,-0.3692913494382057,-0.10224435300071068,-0.11000500614577868,-0.1033516055606998,0.017340405152619292,-0.2882377175146896,-0.3033103595834078,0.06380842735347005,0.35629912152435494,0.17132027163316993,-0.006306288285023774,0.032712790255676215,1.0,0.008507940800668794,-0.10854119123422958,0.46751832953483313,0.5359918649450176,-0.08903611081111999,-0.014017849859834288,0.38835750675078945,0.10500873022561828,0.07161492802961812,-0.12117596830692028
PTGS1,-0.08950828135475128,0.2960276631946824,0.24834407948022344,-0.09110766539520374,-0.027042539721415078,0.16173461771720737,0.5454767561833245,0.07219676863723436,0.013964852353917735,0.08851774852710392,0.1601089630010146,0.4868122045650217,0.589225555191719,0.34918569817646794,0.2463025464527818,0.2371498903465875,0.10063962315266597,0.20075577900099348,0.024956824750530158,0.6419953556850426,0.5620508655783913,0.002438509998215471,-0.10140556269768582,0.6532156847893292,0.4935074204386125,0.19350726037067076,0.36347188833614796,-0.07163692379180571,0.521776663035147,0.3956837435279956,0.008507940800668794,1.0,0.483733657826001,0.36909800923567715,0.34533696167432953,0.5611871131306395,0.3140586698926571,0.17427428845561663,0.6058887661182185,0.3403165366724987,0.6376117322895924
PTGS2,-0.17130391937315056,0.1860037761846867,-0.03728558269102935,-0.02478491751364791,-0.006148878376512796,0.03397761982795999,0.46971472818077775,0.09317697061599835,0.07195187064802562,0.019793678631762266,0.1215307547617769,0.484286934001596,0.4146496812350528,0.49306079959968896,0.2311756823199612,0.04768208959885101,0.18555371315772085,0.4152712395406532,0.10890044805159495,0.4255407412205917,0.3247425913169835,0.1640006422711317,-0.22019140764964532,0.5048114062884389,0.2746038087685282,0.10122927202373914,0.19315519786976015,-0.18337500110433308,0.3816919429735436,0.19111187770289495,-0.10854119123422958,0.483733657826001,1.0,0.10899355169572002,0.09434591762240174,0.4681305982661364,0.2088239121813587,-0.08645282090136562,0.43431372064663676,0.1347291311656577,0.35764377820248683
RELA,0.08812125480575668,0.37780957007990845,0.5491211867641138,0.06036079200500275,0.12518331000604296,-0.020428026330299887,0.2802300945137988,-0.19088531171997403,-0.02204887091709309,0.017408280113346917,0.23098311185819903,0.31967300136302806,0.1901956149801844,0.21495138908832248,0.17984593981159655,0.2259592180797946,0.12716982823741788,0.020724492137113172,-0.3145665248932107,0.37070683743899857,0.30434901719572083,0.03620170832515807,0.17212000776740483,0.20911574675625993,0.18570618686328383,0.28399073865623403,0.6371353081901525,0.25581758979325386,0.27016270839015366,0.31782852914156284,0.46751832953483313,0.36909800923567715,0.10899355169572002,1.0,0.6309504419257115,0.24725113076572097,0.4398401183638369,0.6097858351519527,0.5554977485207575,0.36327824742551174,0.4368635229423563
RXRA,0.1964257334450419,0.2540198751756462,0.44912992842885435,0.017563139486023463,-0.0056635457782280895,0.0013884263251740445,0.19318192533759052,-0.07587608303084163,0.0537795035700296,0.17243337586087049,0.16398899566138117,0.26436167367684604,0.1301700111319182,0.19279177183161916,0.21045861873834001,0.2670761647709456,0.0035184808027738266,-0.0478653367548828,-0.3266810368008093,0.23696955459373067,0.2119999404519864,0.034591684844433465,0.1842303142118824,0.20639198977839776,0.1781357292117381,0.48845738756402657,0.576836358925845,0.10981580823754071,0.22376570319548666,0.26303956133877643,0.5359918649450176,0.34533696167432953,0.09434591762240174,0.6309504419257115,1.0,0.18440344541012124,0.3036638218035417,0.5364498780898208,0.4667061016249784,0.2033926223548404,0.3162565515010002
