gene,n_independent_datasets,n_significant_datasets,direction,all_directions_same,median_log2FC,min_FDR,meta_log2FC,meta_SE,meta_p,strict_supported,direction_supported,label
FAU,2,1,up,True,0.3429032615077769,0.0036544462582974,0.3420455028074196,0.0526089210588584,7.943662518635067e-11,False,True,DINP
CBX1,2,1,down,True,-0.2388807918976638,0.0036668946754219,-0.2401896488537807,0.1185615628233671,0.0427786826745237,False,True,DINP
SCAMP3,2,1,up,True,0.3014752121737443,0.0036668946754219,0.2989022677973436,0.1520309077123542,0.0492913904816666,False,True,DINP
UBA1,2,1,up,True,0.2690980742822835,0.0036668946754219,0.2670096922749055,0.1183167215860692,0.0240245298197166,False,True,DINP
ADIPOR1,2,1,up,True,0.1883254405348027,0.0037174390092188,0.1948912065827192,0.1097783630037471,0.0758458418169614,False,True,DINP
GC,2,1,up,True,0.8041106626883561,0.0037174390092188,0.5319845361142878,0.4258063620644789,0.2115342047535573,False,True,DINP
SEC62,2,1,up,True,0.4056154724242504,0.0037174390092188,0.4580977581982298,0.2287227493558833,0.0451932036162311,False,True,DINP
LPIN2,2,1,up,True,0.5151616336219687,0.0037492848917807,0.501077427183863,0.4350705226398956,0.2494380360643918,False,True,DINP
OPLAH,2,1,up,True,0.4644648568889185,0.0037492848917807,0.4368607431510465,0.0774253830899159,1.677492821429692e-08,False,True,DINP
CPT2,2,1,up,True,0.3394184553471104,0.0037992093952279,0.3410265616135554,0.0503798959407908,1.295858138230898e-11,False,True,DINP
GNAS,2,1,up,True,0.2472662382055457,0.0039360123849502,0.242461717030326,0.1716121168820755,0.1577006254260008,False,True,DINP
TAX1BP1,2,1,up,True,0.2214795342791911,0.0039360123849502,0.2208239824939442,0.1159993928266737,0.0569538293520331,False,True,DINP
ALDOB,2,1,up,True,0.5321564711461033,0.0045619827795513,0.5214219378543272,0.0917060630489737,1.302049860577423e-08,False,True,DINP
RXRA,2,1,up,True,0.2358164382371539,0.0045619827795513,0.2297266089447945,0.1956400769486328,0.2403025823991095,False,True,DINP
THRA,2,1,down,True,-0.3124971523733204,0.0045619827795513,-0.3095855824665339,0.2609022475363841,0.2353869854886795,False,True,DINP
YTHDF2,2,1,down,True,-0.3224794524628378,0.0045619827795513,-0.3172862874076162,0.2686851023248646,0.2376482921479145,False,True,DINP
SLC25A20,2,1,up,True,0.2047156776056877,0.0047227124961021,0.1985028952769255,0.0798272511054983,0.0128950100343864,False,True,DINP
IFNAR2,2,1,up,True,0.33225679431039,0.0047692535289768,0.3342181429900139,0.0550268548513208,1.249744306905513e-09,False,True,DINP
RAPGEF1,2,1,up,True,0.2882884549022573,0.0047692535289768,0.2822829521835064,0.2116537865981086,0.1823017347349896,False,True,DINP
BCL2L13,2,1,up,True,0.2510691931104289,0.0048063648107057,0.2504408649882478,0.1066465279998957,0.0188579839532752,False,True,DINP
ECH1,2,1,up,True,0.3185454145773274,0.0048063648107057,0.3145904206611831,0.2099329644585055,0.1339961292820991,False,True,DINP
NTRK2,2,1,down,True,-0.7084113009201813,0.0048063648107057,-0.7805339331655838,0.4127008439183283,0.0585866275468074,False,True,DINP
ARL1,2,1,up,True,0.350118281451091,0.0049241489396856,0.3410144567664537,0.2535344385062699,0.1786116862868907,False,True,DINP
COX20,2,1,up,True,0.3497677312509242,0.0049241489396856,0.3685804628555235,0.1465730877706669,0.0119149572498896,False,True,DINP
CNOT6,2,1,down,True,-0.2473007177590864,0.0049769769507732,-0.2648774447185886,0.0458921035847832,7.845554004158086e-09,False,True,DINP
EIPR1,2,1,down,True,-0.3045866067248035,0.0049769769507732,-0.3010152645742405,0.1837943824894592,0.101467026495145,False,True,DINP
GID8,2,1,down,True,-0.2544262672469095,0.0049769769507732,-0.2491854078752584,0.20844985755987,0.2319224524601126,False,True,DINP
IBA57,2,1,down,True,-0.3973100611752167,0.0049769769507732,-0.388777025934819,0.3652229872012641,0.2871057800722948,False,True,DINP
KCNN2,2,1,up,True,0.3972754011284776,0.0049769769507732,0.5519470198143888,0.1014045153127271,5.2384139336267483e-08,False,True,DINP
PCYOX1,2,1,up,True,0.3296884558611346,0.0049996173970874,0.3617624280122752,0.0624140694969307,6.784732778033497e-09,False,True,DINP
PXMP4,2,1,up,True,0.2524564582183548,0.0051027892028921,0.2640009779338512,0.0907397651476254,0.00362088679128,False,True,DINP
RDH16,2,1,up,True,0.630719311279305,0.005148500997901,0.6177671156542925,0.0939367926117713,4.8193374749606917e-11,False,True,DINP
CSNK1G2,2,1,up,True,0.260870816487412,0.005159215664374,0.2755438541920205,0.0490289538680032,1.90931908551687e-08,False,True,DINP
SF3A2,2,1,down,True,-0.4517350171146612,0.0052091309867324,-0.4534027558073186,0.3322867898271247,0.1724126857355934,False,True,DINP
DECR1,2,1,up,True,0.2570448229974351,0.0052728929518026,0.3098427924741901,0.0654813499202364,2.2256875359256617e-06,False,True,DINP
PSMD6,2,1,up,True,0.3005735064570149,0.0056297408318348,0.2903882982158428,0.0528692492637442,3.961160290865048e-08,False,True,DINP
PSMA4,2,1,up,True,0.4958779041675414,0.0061849423559368,0.5242229836764276,0.251206380880761,0.0369042343465649,False,True,DINP
ACAA2,2,1,up,True,0.2714751445879519,0.0063799316565821,0.3217025846487839,0.0580597203487472,3.009364194335844e-08,False,True,DINP
ALDH3A2,2,1,up,True,0.2937521271252388,0.0064812547286318,0.2934416449322526,0.1384449538146812,0.0340436208043741,False,True,DINP
PTPA,2,1,up,True,0.2166811436732381,0.0066407262877597,0.2322792388933731,0.067859535118798,0.0006194734059403,False,True,DINP
HSBP1,2,1,up,True,0.2548534315568975,0.0066603521898805,0.2471692077645906,0.1547663146617577,0.1102550448194799,False,True,DINP
MBL2,2,1,down,True,-0.4011418979107647,0.0067312274653414,-0.3636401738314787,0.0700168076790913,2.0625211213930078e-07,False,True,DINP
GSTT2B,2,1,up,True,0.5085167041223237,0.0070102070107247,0.618580416183868,0.1173621356426685,1.35905658857485e-07,False,True,DINP
HTATSF1,2,1,up,True,0.2403191785562479,0.0071304799913249,0.2476001682929235,0.1852427933792638,0.1813450398138238,False,True,DINP
BLVRA,2,1,up,True,0.4713913991710572,0.0072541132826582,0.5271558036752464,0.0905910524053945,5.917544833652107e-09,False,True,DINP
ARPP19,2,1,up,True,0.2271805651600744,0.0074523869645639,0.2237643311184022,0.1799754942132991,0.2137556685493052,False,True,DINP
NCK1,2,1,down,True,-0.2919896083875706,0.0076270114564487,-0.289522415085953,0.1532018970083934,0.0587834297146333,False,True,DINP
GJB2,2,1,up,True,0.4759807967172436,0.0076802353466732,0.4195859157247808,0.141056019371756,0.0029336620416569,False,True,DINP
MGAT4B,2,1,down,True,-0.3330970760080642,0.0079101288724086,-0.3348517689130773,0.1346349359546375,0.0128785912263014,False,True,DINP
PDCD2,2,1,up,True,0.3230805388106206,0.0079101288724086,0.3202375902028582,0.2296927210004508,0.163257219822407,False,True,DINP
ATXN2,2,1,down,True,-0.3834090121164721,0.0079549199605115,-0.4080671081612034,0.1271002231873982,0.0013246132122026,False,True,DINP
CNBP,2,1,up,True,0.4620300260856278,0.0079549199605115,0.4925467466256491,0.2393270369187684,0.0395854389241138,False,True,DINP
EIF3M,2,1,up,True,0.4642558142080442,0.0079549199605115,0.4924342328915234,0.1549571987087523,0.0014835993562268,False,True,DINP
HNRNPK,2,1,down,True,-0.260172428084338,0.0079549199605115,-0.251703912560093,0.1993717498871919,0.2067741961631986,False,True,DINP
RPS25,2,1,up,True,0.4060029800035609,0.0079549199605115,0.3936393938197707,0.2997083626483733,0.1890454665363695,False,True,DINP
UBE2M,2,1,down,True,-0.2902764442114165,0.0079680542632168,-0.3017338196199851,0.1527193231677589,0.0481841251745088,False,True,DINP
DOT1L,2,1,down,True,-0.3628161558833838,0.0082038159925782,-0.3947217941064544,0.0751843728124172,1.520570787924099e-07,False,True,DINP
TMED5,2,1,up,True,0.3043577205920118,0.0082038159925782,0.3716813893463377,0.0751293119624778,7.528008205968483e-07,False,True,DINP
TMEM126A,2,1,up,True,0.373250846851064,0.0082038159925782,0.361469243374773,0.1970246481487438,0.0665590907796625,False,True,DINP
FAM133B,2,1,up,True,0.263713504719667,0.0084506848326794,0.2666221738483998,0.1719484115436067,0.120999012885274,False,True,DINP
FKBP3,2,1,up,True,0.3178878791607684,0.0084506848326794,0.3321716966495136,0.1555186668171438,0.0326878926248478,False,True,DINP
APOF,2,1,down,True,-0.3297864570829907,0.0086689574708241,-0.3071453503830295,0.0607856276464157,4.35089804122163e-07,False,True,DINP
ATXN7L2,2,1,down,True,-0.4091947188277037,0.0088160376390999,-0.3934992075359355,0.2771740466111741,0.1557000677483018,False,True,DINP
NIT1,2,1,up,True,0.2279205313585071,0.0088160376390999,0.2309847073444359,0.1199570709930491,0.0541591605168527,False,True,DINP
ACSL1,2,1,up,True,0.5028805202016229,0.0089306242432901,0.5465339144426653,0.2076772789156734,0.0084971344516988,False,True,DINP
TCP1,2,1,up,True,0.3292519034995931,0.0092335701149992,0.354626161085083,0.1481288737130651,0.016664019617787,False,True,DINP
DBT,2,1,up,True,0.3345835513916206,0.009354072916274,0.3407634316506397,0.2451017903198956,0.1644397637573974,False,True,DINP
KRCC1,2,1,up,True,0.2812060320962022,0.009354072916274,0.2705806396281345,0.1156071496218019,0.0192569989664329,False,True,DINP
ZNF76,2,1,down,True,-0.3252407336975109,0.009354072916274,-0.3128720775043262,0.2515807044420289,0.2136375756737497,False,True,DINP
PRKAG2,2,1,up,True,0.5408821805130657,0.009471918726845,0.5712840251753437,0.1007055513651807,1.4046939021263624e-08,False,True,DINP
HABP4,2,1,down,True,-0.1887740005628133,0.0095454115181617,-0.1862335500463819,0.0781474788237199,0.0171673551258753,False,True,DINP
RAB2A,2,1,up,True,0.1825546521243111,0.0097115476121535,0.2120291311726869,0.0810410416079507,0.0088883750147574,False,True,DINP
APOA4,2,1,down,True,-1.052888540698961,0.0098133615516818,-1.075032360745981,0.7386452218878758,0.1455555205433443,False,True,DINP
KIAA0040,2,1,up,True,0.4125316013515814,0.0099846607025433,0.4936381437038082,0.0961056525876145,2.800346800872039e-07,False,True,DINP
IRF2BP1,2,1,down,True,-0.2489032954754446,0.0099966150722608,-0.2525505507336172,0.1668880643912755,0.130205233092813,False,True,DINP
MDH1,2,1,up,True,0.3823479830364595,0.0099966150722608,0.3959787779755396,0.0784527936096589,4.4797813859707515e-07,False,True,DINP
MTA1,2,1,down,True,-0.2131216517483467,0.0099966150722608,-0.2065782382782324,0.1570823901034645,0.1884780357042587,False,True,DINP
NELFA,2,1,down,True,-0.2332826320797449,0.0099966150722608,-0.2305739589058901,0.1569945695583302,0.1419210315245237,False,True,DINP
TENT4B,2,1,down,True,-0.3126648197112003,0.0099966150722608,-0.3219598733188941,0.093654454346856,0.000586585793206,False,True,DINP
CRAT,2,1,up,True,0.2790952834602616,0.0101412621007977,0.2756101313388889,0.1579787316259133,0.0810540399430694,False,True,DINP
WDR45,2,1,up,True,0.5025366651775747,0.010447633785235,0.5239844403979685,0.2056749268235415,0.0108456185449629,False,True,DINP
ERAP1,2,1,up,True,0.2673497184175906,0.0106579669578679,0.2566733558876447,0.0729444338150964,0.0004335821830415,False,True,DINP
TXN,2,1,up,True,0.3338400855223726,0.0106579669578679,0.3234696834843888,0.1966521499196194,0.0999940407957484,False,True,DINP
LACTB2,2,1,up,True,0.2793007891974626,0.0110450623123788,0.2980103238616035,0.0594578129738803,5.383064680432202e-07,False,True,DINP
ELMOD3,2,1,up,True,0.4374491698550664,0.0110742999875879,0.5009447149842964,0.1539133185688972,0.0011350431763745,False,True,DINP
MTA2,2,1,down,True,-0.1941800414434416,0.0110984209713633,-0.1873241714474532,0.1488838823100638,0.2083231488139626,False,True,DINP
PACSIN2,2,1,up,True,0.2413444231784332,0.0110984209713633,0.2372841976861421,0.1493600225084966,0.1121342941852281,False,True,DINP
RCC2,2,1,down,True,-0.2715923016792894,0.0110984209713633,-0.2624557267464842,0.2275049269467798,0.2486533035902872,False,True,DINP
MMD,2,1,up,True,0.2015903408840493,0.0111594026110312,0.1985588296316669,0.1097845401781531,0.0705096137138243,False,True,DINP
ABCD3,2,1,up,True,0.228165639426602,0.0113006618062421,0.2202990974803671,0.1908005785304355,0.248252657311248,False,True,DINP
IDH3B,2,1,up,True,0.2708353151044118,0.0114012764723916,0.2680561971337203,0.1989382341221128,0.1778404049393495,False,True,DINP
NUDT12,2,1,up,True,0.6571039679998556,0.0114012764723916,0.7107689700815496,0.1391405017134687,3.251005878821329e-07,False,True,DINP
NUDT9,2,1,up,True,0.2815021859987388,0.0114379116191372,0.2755238484880837,0.1633791956717561,0.0917173996359402,False,True,DINP
TIMM44,2,1,down,True,-0.2981596954983478,0.0114379116191372,-0.2896738890822006,0.18966251465377,0.126683375506525,False,True,DINP
NDUFAF2,2,1,up,True,0.5802833560248915,0.0115743792505641,0.6492228369694921,0.201564417271662,0.0012777986839826,False,True,DINP
FMO1,2,1,up,True,0.5287641016121689,0.0115835833050859,0.52892678770523,0.1346217388538474,8.530517279064023e-05,False,True,DINP
HSPE1,2,1,up,True,0.5026117787764188,0.0117887010304208,0.5083668053418342,0.3642458874257382,0.162814101050608,False,True,DINP
LIN7C,2,1,up,True,0.2440258666281158,0.0118097300216145,0.2412240856568316,0.1073150120896414,0.0245881127726432,False,True,DINP
MOCS2,2,1,up,True,0.3403604936721707,0.0118097300216145,0.3363972215083479,0.0638207999306803,1.3570813122444548e-07,False,True,DINP
POLDIP3,2,1,down,True,-0.2829631084498107,0.0118097300216145,-0.2801454445407252,0.164921713259957,0.0893838048674193,False,True,DINP
TRAPPC14,2,1,down,True,-0.3487056481816346,0.0118097300216145,-0.3343585498144001,0.1192397488431085,0.0050459392097074,False,True,DINP
ATXN7L3,2,1,down,True,-0.3208526992808216,0.0120771226289669,-0.3114772642053715,0.2786783025545173,0.2636974033973628,False,True,DINP
PSMD12,2,1,up,True,0.3071385378337936,0.0122676201459125,0.3285741379552063,0.0619557522971266,1.1368558005270677e-07,False,True,DINP
RIC8A,2,1,up,True,0.3138541470511069,0.0125145437836443,0.3106065099994615,0.1168595822249064,0.0078618387357001,False,True,DINP
NR1D2,2,1,up,True,0.3002613776029659,0.0125400952487551,0.3378215483947075,0.1171873983500011,0.0039422470551205,False,True,DINP
HEATR3,2,1,up,True,0.4463501909840541,0.0125941685251008,0.4265337266925926,0.2166142118256632,0.048942307338242,False,True,DINP
LNX2,2,1,down,True,-0.3214203178784197,0.0125941685251008,-0.3358536063659875,0.1514064713078803,0.0265395010217179,False,True,DINP
CWC15,2,1,up,True,0.20823275123798,0.0126049682496399,0.2005049576826024,0.081835200983781,0.0142813967508469,False,True,DINP
ACOT12,2,1,up,True,0.7511376539693853,0.0127829494485505,0.3806886988512354,0.081554353282445,3.042733594056013e-06,False,True,DINP
PHYH,2,1,up,True,0.3871835775605494,0.0129283920548346,0.4029713183217632,0.1803088143168237,0.0254242244166605,False,True,DINP
HMOX2,2,1,up,True,0.3043826543434833,0.0131463338399098,0.3116432869408274,0.0529171045662989,3.878976891852654e-09,False,True,DINP
ATG3,2,1,up,True,0.3088025725222603,0.0132514374237274,0.2976934622033377,0.1672937583723979,0.0751634852048372,False,True,DINP
IGBP1C,2,1,up,True,0.3379091876148266,0.0132514374237274,0.347473920060217,0.0688099165554238,4.423535041546135e-07,False,True,DINP
MBD6,2,1,down,True,-0.2638542019499605,0.0132514374237274,-0.2496943657641694,0.1105409873025472,0.0238933607441356,False,True,DINP
SUMO3,2,1,down,True,-0.3837660182058227,0.0132514374237274,-0.3709791991866827,0.2542863488356848,0.1445917185452021,False,True,DINP
TOP3B,2,1,down,True,-0.3353730153508043,0.0132514374237274,-0.337162044517835,0.2555158205944396,0.1869903482177527,False,True,DINP
ULK1,2,1,down,True,-0.3071531704165986,0.0132514374237274,-0.2918096627448197,0.1990436883522653,0.1426323892361425,False,True,DINP
MFSD14B,2,1,up,True,0.1751453361054094,0.0132740248201986,0.170785373817964,0.0962767874009593,0.0760797260111924,False,True,DINP
RUFY3,2,1,up,True,0.3737152071238279,0.0133384766441437,0.3974218961892671,0.082818706905393,1.5970102736776605e-06,False,True,DINP
SLC25A10,2,1,up,True,0.3929785840033584,0.0137605503450246,0.3475823353961826,0.0709400197361342,9.60001751121208e-07,False,True,DINP
IGF1,2,1,up,True,0.2801254834975215,0.0140531023495075,0.3582594352805491,0.0790811364954997,5.890646758091453e-06,False,True,DINP
HACD3,2,1,up,True,0.2359906830591507,0.0142311381211863,0.2573941659419941,0.0532418753800459,1.3352709509281205e-06,False,True,DINP
KLHL20,2,1,down,True,-0.3668170358545097,0.0143397781558004,-0.4042689225026692,0.0850365108006331,1.993689501758428e-06,False,True,DINP
MXD4,2,1,down,True,-0.3246182256702075,0.0143397781558004,-0.3531855296028228,0.1172930389707613,0.0026027051535533,False,True,DINP
PPP3R1,2,1,down,True,-0.3648939565147879,0.0143397781558004,-0.357347755347832,0.278947394561456,0.200173340024,False,True,DINP
SELENOI,2,1,down,True,-0.2998522607266956,0.0143397781558004,-0.3226399004335726,0.0665192338625334,1.2325936616999455e-06,False,True,DINP
SNRNP70,2,1,down,True,-0.3281381746274014,0.0143397781558004,-0.311674567567214,0.1096729907682926,0.0044852103366525,False,True,DINP
SNRPA1,2,1,up,True,0.469973897414663,0.0143397781558004,0.526628938054551,0.1127438403636479,2.997051017333559e-06,False,True,DINP
TMEM41B,2,1,up,True,0.3107876868554615,0.0143397781558004,0.3113687522998193,0.135880005676133,0.0219346312172399,False,True,DINP
ANKRD40,2,1,up,True,0.251093019440717,0.0144379729886243,0.2434750666471943,0.2059828492517693,0.2371992692773311,False,True,DINP
RAB14,2,1,up,True,0.2526158763213617,0.0144379729886243,0.2445804645973993,0.150021877400058,0.1030383921999245,False,True,DINP
RCL1,2,1,up,True,0.3167100004745586,0.0144379729886243,0.3668923910476172,0.181614566128256,0.0433657038533912,False,True,DINP
UQCC1,2,1,up,True,0.2444898845185643,0.0144379729886243,0.2852269015561529,0.0551412222454252,2.307823351278695e-07,False,True,DINP
PHC3,2,1,down,True,-0.4922797527895526,0.0145473520544203,-0.5247630900897491,0.1056272554912807,6.762423434358156e-07,False,True,DINP
CHPT1,2,1,up,True,0.2073387800034094,0.0147145582125532,0.2543691696331173,0.1223733453273027,0.0376511738252344,False,True,DINP
LRP1,2,1,up,True,0.3592363269950582,0.0147145582125532,0.3456453388426493,0.2390412659488955,0.1481869781516075,False,True,DINP
PSMA3,2,1,up,True,0.3556291469755246,0.0148880589542599,0.406477395718986,0.0864073487040447,2.548640996733161e-06,False,True,DINP
RIDA,2,1,up,True,0.5047156832388531,0.0148880589542599,0.495904767839056,0.2751491464785373,0.0714962405268005,False,True,DINP
HMGN5,2,1,up,True,0.4810107670685335,0.0150213359427812,0.4761854162938964,0.1749318359667526,0.0064864621178564,False,True,DINP
NFATC1,2,1,down,True,-0.2862742152142925,0.0151041778087573,-0.3422670674718424,0.074359316413432,4.166868011021017e-06,False,True,DINP
ERGIC3,2,1,up,True,0.2757435097352383,0.0156762571418758,0.2801989097922883,0.054231556017128,2.382460941349461e-07,False,True,DINP
DCUN1D1,2,1,down,True,-0.2068331475035455,0.015843259306638,-0.2073798686342146,0.1196954268741131,0.0831733692705155,False,True,DINP
RBM34,2,1,up,True,0.2978868306193734,0.0161883341690017,0.2827915372174579,0.1932981139270478,0.1434724800340474,False,True,DINP
RPL19,2,1,up,True,0.4401692115006104,0.0161883341690017,0.4828626608635864,0.0988939391704019,1.0467939375723071e-06,False,True,DINP
ARID1A,2,1,down,True,-0.2267757406937824,0.0161949910005639,-0.2228783214660904,0.1081171073600823,0.0392598551925065,False,True,DINP
BLCAP,2,1,down,True,-0.3303895414621234,0.0162921009745514,-0.3178047542523473,0.1659820341928742,0.0555315782144871,False,True,DINP
DLD,2,1,up,True,0.187261448822821,0.0165436029121123,0.1794003608218794,0.1514510966670681,0.2361981214436948,False,True,DINP
MARK3,2,1,up,True,0.288014698834522,0.0166270665122385,0.2770703472250719,0.2707820141315409,0.306202486273751,False,True,DINP
ZC3H15,2,1,up,True,0.3180399307515715,0.0166270665122385,0.3067329290204567,0.1766509685688075,0.0824969460814585,False,True,DINP
NFATC3,2,1,down,True,-0.4392984580567867,0.0170464818376489,-0.4580365319247361,0.1639071384226153,0.0051981969492607,False,True,DINP
TSPAN4,2,1,up,True,0.498588497141982,0.0170464818376489,0.5033350054314979,0.0909915195928457,3.171973053164279e-08,False,True,DINP
COX17,2,1,up,True,0.6233119888591596,0.0170622754174272,0.7427345386942068,0.1523379397738467,1.0849381293385022e-06,False,True,DINP
GNL2,2,1,up,True,0.2730253278266472,0.0171765375517502,0.2726273279673822,0.188959280951508,0.1490814757096812,False,True,DINP
RBM8A,2,1,down,True,-0.2733134743916046,0.0174738630280298,-0.2702316322557926,0.1547431976150192,0.0807548109607754,False,True,DINP
TAOK2,2,1,down,True,-0.3039606486447133,0.0176841981852265,-0.2913033024393401,0.1484320606050416,0.049700082291729,False,True,DINP
ABHD17C,2,1,down,True,-0.2915130290784855,0.0177136139518286,-0.2830803650617627,0.1911784478138185,0.1386831351433171,False,True,DINP
ATF6B,2,1,down,True,-0.2748462977858894,0.0177136139518286,-0.2751456365834364,0.1897353615775957,0.1470153692002014,False,True,DINP
MPHOSPH8,2,1,up,True,0.2784738973769713,0.0177136139518286,0.3044655950396231,0.1696707191964023,0.0727413978151986,False,True,DINP
EIF3E,2,1,up,True,0.2334196033749154,0.01777486341607,0.244690654744363,0.0779595358302893,0.001697060706243,False,True,DINP
IDH3A,2,1,up,True,0.3205813298714632,0.01777486341607,0.3139265069034185,0.1685319198071552,0.0625027319241129,False,True,DINP
MAGED1,2,1,down,True,-0.1798667110169991,0.0183320859132338,-0.1782987319405229,0.1159976099173471,0.1242713438252118,False,True,DINP
C11ORF54,2,1,up,True,0.2339978927049344,0.0185755454815171,0.252039515499226,0.0927066493631635,0.0065543406238125,False,True,DINP
WDR77,2,1,down,True,-0.2042947755566819,0.0185755454815171,-0.2084154507939879,0.1346898001442106,0.1217731657739362,False,True,DINP
C11ORF98,2,1,up,True,0.5476326338358204,0.0186629656067806,0.592427422072147,0.1230196399388587,1.4667435853372302e-06,False,True,DINP
COPS4,2,1,up,True,0.3001828877092305,0.0186629656067806,0.3497015975864576,0.0790952865469026,9.81225870448382e-06,False,True,DINP
DNAJA3,2,1,up,True,0.2713024932211574,0.0186629656067806,0.2761948201796748,0.2220107571027298,0.2134772861564575,False,True,DINP
KCTD2,2,1,down,True,-0.2912538771371378,0.0186629656067806,-0.2779690320672373,0.1691601422404078,0.1003353409672085,False,True,DINP
LRP5,2,1,down,True,-0.3913604614763495,0.0186629656067806,-0.3808303042235037,0.2306044464683525,0.0986479689875269,False,True,DINP
RBM26,2,1,down,True,-0.207847073152346,0.0186629656067806,-0.2401067040470631,0.0516259582485821,3.305040043979596e-06,False,True,DINP
VPS13A,2,1,up,True,0.3083314423748033,0.0186629656067806,0.2939726650433691,0.1572600879878,0.0615754449202386,False,True,DINP
PERP,2,1,up,True,0.289503931112065,0.0190285719338128,0.3456511029944632,0.0753867331351042,4.5390194917620295e-06,False,True,DINP
RNF13,2,1,up,True,0.3299048259652881,0.0190285719338128,0.3439910946139061,0.1415780819665686,0.0151116699037975,False,True,DINP
RPL36A,2,1,up,True,0.5236773950419753,0.0190285719338128,0.6112807839566466,0.1271188782135702,1.5188968279221548e-06,False,True,DINP
SERPINA3,2,1,up,True,0.6574667571173349,0.0190828027655395,0.5634332394983362,0.3108876929808565,0.0699341553775404,False,True,DINP
PYROXD1,2,1,up,True,0.3510391249175448,0.019125165890847,0.3431903366733397,0.1353165617962855,0.0112061595404938,False,True,DINP
NRP2,2,1,up,True,0.3165023647508276,0.0191755485007004,0.3351970423407976,0.1673203873902568,0.0451424624175029,False,True,DINP
NDUFV2,2,1,up,True,0.3110719061522333,0.01939631660838,0.3309262186379861,0.0749979207276052,1.0219705644625653e-05,False,True,DINP
PIP5K1A,2,1,down,True,-0.2835894047070968,0.0194515235082466,-0.3277077384937563,0.2015189199526581,0.1039095741243978,False,True,DINP
