gene,n_independent_datasets,n_significant_datasets,direction,all_directions_same,median_log2FC,min_FDR,meta_log2FC,meta_SE,meta_p,strict_supported,direction_supported,label
SLC7A5,2,2,up,True,2.0706234850895973,1.157061126623416e-45,2.053635686857021,0.4746088437690888,1.5114930782772288e-05,True,True,CRC
TNXA,2,2,down,True,-2.5911884664010136,1.3642639890244248e-45,-2.5965742773127154,0.7466870080369408,0.0005061883835687,True,True,CRC
RUNDC3B,2,2,down,True,-2.7719128405936493,1.4123838956973514e-45,-2.770172005284781,0.0924682946556723,3.4537682284391904e-197,True,True,CRC
SPPL2A,2,2,down,True,-1.5691453948013887,2.1746947312149175e-45,-1.575483566510594,0.2954907188742238,9.7269111584456e-08,True,True,CRC
CPT1A,2,2,down,True,-1.1484417169544323,2.210534109632116e-45,-1.1532976307066003,0.3432735989941456,0.0007802606525193,True,True,CRC
CA1,2,2,down,True,-4.510078054898532,2.239493084104564e-45,-4.561530115368035,0.5788420922885453,3.262314293825825e-15,True,True,CRC
RELL1,2,2,down,True,-0.6269960252413984,2.6063289191817072e-45,-0.6215920509446914,0.0218398818076009,3.5288346294260685e-178,True,True,CRC
BMP3,2,2,down,True,-2.875028033649037,3.3858263864576324e-45,-2.837286366358871,0.6537859954287045,1.426264450918454e-05,True,True,CRC
ARMC10,2,2,up,True,0.9591713160369122,3.520668455415766e-45,0.9632886625219717,0.325664290021869,0.0030972327835988,True,True,CRC
TMEM41A,2,2,up,True,0.8691427461168488,6.123738333316894e-45,0.8776205696555361,0.2541092381318199,0.0005529239309084,True,True,CRC
C2ORF40,2,2,down,True,-2.9629044615005284,1.9673494054594658e-44,-2.986346477899,1.33452640025256,0.0252368724826566,True,True,CRC
TP53INP2,2,2,down,True,-1.705581965780627,2.1883761246733818e-44,-1.6672933881784415,0.330495946128707,4.539425538909608e-07,True,True,CRC
DKC1,2,2,up,True,1.4163231936568366,2.8689288401044053e-44,1.4277433082211295,0.3106230683720043,4.298834222367067e-06,True,True,CRC
DNAJC2,2,2,up,True,0.8603954398677098,3.101410493921539e-44,0.8725307888289792,0.4787089315704823,0.0683526330083803,True,True,CRC
RNF152,2,2,down,True,-1.336615867067894,3.191396810694655e-44,-1.3084081109666188,0.0472663393351134,1.1627895828551535e-168,True,True,CRC
C11ORF86,2,2,down,True,-3.1403132299771324,3.249912163570522e-44,-3.1728161763755534,0.725770552245229,1.2331004382092245e-05,True,True,CRC
C2ORF88,2,2,down,True,-3.809796581474665,3.325644677251306e-44,-3.848801119834756,0.5133835510614909,6.532928674043368e-14,True,True,CRC
HPGD,2,2,down,True,-3.265381995804355,3.743710268814136e-44,-3.2910595402874723,0.5944691884694914,3.0922561199552724e-08,True,True,CRC
NFE2L3,2,2,up,True,2.3285404424776277,4.693308674694064e-44,2.3361614319079056,0.3409764425608497,7.313756043023186e-12,True,True,CRC
FAM107A,2,2,down,True,-1.7825430870657502,5.790006616873415e-44,-1.7342318634142746,0.2675496470532469,9.057061436861788e-11,True,True,CRC
ZZEF1,2,2,down,True,-1.436211057972156,6.571792010053449e-44,-1.4973026287519575,0.0663257460723593,7.633811101447475e-113,True,True,CRC
CAD,2,2,up,True,0.9684269222598658,6.743422754533638e-44,0.978865884079919,0.5528153419796542,0.0766118791916017,True,True,CRC
ADNP,2,2,up,True,0.7625480836305627,7.517747814963832e-44,0.7654723278698514,0.3619829620933102,0.0344585972301429,True,True,CRC
GUCA2A,2,2,down,True,-5.78132109274073,7.517747814963832e-44,-5.961564404237012,0.2082576242826511,3.1981755590384655e-180,True,True,CRC
PDCD2L,2,2,up,True,1.5033340991606616,8.724026868680824e-44,1.5133009261806434,0.4464597663536349,0.0007000559610221,True,True,CRC
SLC17A4,2,2,down,True,-2.913034064449762,1.0686042019649965e-43,-2.8550594473486437,0.1013351006427304,1.2030777984799608e-174,True,True,CRC
CSE1L,2,2,up,True,1.6085046288410545,1.2026831351033278e-43,1.6268782606827048,0.2102201444388213,1.0025966434321361e-14,True,True,CRC
TSPAN7,2,2,down,True,-2.7833545801043824,1.5039225018153345e-43,-2.710375506163918,0.2286871371227147,2.1038356351412135e-32,True,True,CRC
PUS7,2,2,up,True,1.364657040431104,1.5209924919747442e-43,1.3794452156453385,0.3471316778630365,7.072353569717113e-05,True,True,CRC
SLC25A23,2,2,down,True,-1.121410013266835,3.9619077119583384e-43,-1.1524208245838,0.1096917466838692,8.10642982083798e-26,True,True,CRC
GCNT2,2,2,down,True,-2.403326498726755,4.394642269686647e-43,-2.3894327655720407,1.3335343272501368,0.073164292898053,True,True,CRC
CWH43,2,2,down,True,-4.519993779646128,4.5073738064929244e-43,-4.408301753146072,0.662525538900387,2.856520359804e-11,True,True,CRC
SCN9A,2,2,down,True,-1.8653336578687911,4.730250307271578e-43,-1.8327940436520491,0.2748082690557994,2.5692918936187668e-11,True,True,CRC
GMPS,2,2,up,True,0.8971602328582922,5.3262781075544956e-43,0.9007145652876584,0.3479726353329547,0.0096405083114009,True,True,CRC
MIER1,2,2,down,True,-0.8266951793025661,5.5914318111946334e-43,-0.8440267273588531,0.1011749608058964,7.289069534746441e-17,True,True,CRC
PDE9A,2,2,down,True,-2.558095003372966,5.5914318111946334e-43,-2.571716737731601,0.648807936468958,7.377947993927078e-05,True,True,CRC
GNA11,2,2,down,True,-1.4917321204489244,6.120954465860094e-43,-1.5079430416329875,0.1759123086558516,1.0158900257956928e-17,True,True,CRC
SLC25A34,2,2,down,True,-2.698163570749484,7.114588556803197e-43,-2.682225541706431,0.6968660290542114,0.000118609208045,True,True,CRC
MMP28,2,2,down,True,-2.523738819673868,7.405816728710479e-43,-2.625851433864975,0.1397032774181403,8.155576885674438e-79,True,True,CRC
TMEM161A,2,2,up,True,1.105682470929323,8.457609343893128e-43,1.1451247914499425,0.1061184524067908,3.796136756318616e-27,True,True,CRC
LIFR,2,2,down,True,-1.706733195183264,8.938379747553013e-43,-1.6410925340632727,0.1236285869282447,3.259685801958777e-40,True,True,CRC
NKRF,2,2,up,True,1.049890703209476,9.899390144062152e-43,1.0531375740855933,0.5319010876656397,0.047709143987457,True,True,CRC
PLCD1,2,2,down,True,-1.82478479704746,1.119460227610324e-42,-1.832384981130192,0.4979296523393517,0.0002332268624746,True,True,CRC
ACADS,2,2,down,True,-2.1769683505539352,1.301741826503605e-42,-2.194294608091157,0.2015899713583543,1.3598914667852316e-27,True,True,CRC
NOP58,2,2,up,True,1.0284457601356078,1.404066133723659e-42,1.0348664555645537,0.3023427037105008,0.000619737430698,True,True,CRC
CDK4,2,2,up,True,1.3260427213475063,1.678890603484635e-42,1.3372442256408374,0.3034460092207435,1.0487969604725797e-05,True,True,CRC
MACC1,2,2,up,True,1.7250316821842853,1.678890603484635e-42,1.7385397662816806,0.3688908083055281,2.442346653939899e-06,True,True,CRC
RILP,2,2,down,True,-1.4277054239964264,2.1223381254492124e-42,-1.4462018564853398,0.2156343798624614,1.990321884538956e-11,True,True,CRC
TGIF2,2,2,up,True,1.684099813461389,2.2532705699379192e-42,1.6909518028440655,0.5331265640504612,0.0015151592575998,True,True,CRC
WDR43,2,2,up,True,1.1324250447936897,2.697169218472531e-42,1.1443330003009344,0.2559389032128683,7.781180014956233e-06,True,True,CRC
SFRP1,2,2,down,True,-2.169620970794468,2.867057682338438e-42,-2.1735284132279453,0.683413522087826,0.001470718542144,True,True,CRC
S100A11,2,2,up,True,1.8524528820952744,5.832819432259665e-42,1.8707758609924925,0.0640790554101609,2.2568921662968977e-187,True,True,CRC
CBX3,2,2,up,True,1.049969881987125,5.930906754486717e-42,1.079721255387793,0.0673531767274386,7.794913692296512e-58,True,True,CRC
LPAR1,2,2,down,True,-1.243473486310142,6.371765158349222e-42,-1.2524176208136546,0.3022140881809365,3.410906895430542e-05,True,True,CRC
PHLPP2,2,2,down,True,-1.3948493686313257,6.371765158349222e-42,-1.3724741349514848,0.3209264275640023,1.8976886907690643e-05,True,True,CRC
C10ORF54,2,2,down,True,-0.7872863811128394,6.415615114957133e-42,-0.8131402409309758,0.192269215363448,2.3454940224178756e-05,True,True,CRC
CBFB,2,2,up,True,1.0194052425656133,8.372703754636974e-42,1.0588168456620592,0.0472313380388378,2.6464513465839386e-111,True,True,CRC
AHCYL2,2,2,down,True,-2.4460402812512605,9.657357465322281e-42,-2.4616286450541742,0.4558391768189957,6.656182170300167e-08,True,True,CRC
TEAD4,2,2,up,True,2.1242340009063634,1.0514968168035251e-41,2.157151855735026,0.15112868693922,3.1959921333009656e-46,True,True,CRC
WDR77,2,2,up,True,1.0550837092370495,1.0963294812722611e-41,1.059354116494976,0.4569000080279428,0.0204184269061515,True,True,CRC
PRPF4,2,2,up,True,1.0025911628991788,1.1274770446791275e-41,1.0145233239434237,0.1610394965090845,2.9794991476484705e-10,True,True,CRC
PTPN21,2,2,down,True,-0.8943953991653322,1.1274770446791275e-41,-0.8541049656679981,0.0326557090162214,8.681045156065217e-151,True,True,CRC
ACTL6A,2,2,up,True,0.7707265341387868,1.2931436084705027e-41,0.7770857399157675,0.2674825776469937,0.0036703886079702,True,True,CRC
OSBPL3,2,2,up,True,1.2618238813402618,1.3132399762719844e-41,1.278298344828537,0.199493716308817,1.4771929120149098e-10,True,True,CRC
LDHD,2,2,down,True,-2.9703152660466445,1.4205071717676068e-41,-3.059912841374151,0.3151785562193003,2.7737329555538945e-22,True,True,CRC
TRIB3,2,2,up,True,2.1997758254845468,1.551382857204605e-41,2.1043589922445465,0.1083281969872099,4.6729461703366255e-84,True,True,CRC
TNFRSF12A,2,2,up,True,2.458567632796617,1.9457348196801023e-41,2.484278692293647,0.0928405331705101,9.81805235738685e-158,True,True,CRC
LMBR1,2,2,up,True,0.8265018204544954,2.2361897577907972e-41,0.8316732358248702,0.214316612361639,0.0001042067082868,True,True,CRC
CCL14,2,2,down,True,-1.9737289098548656,2.3389377078116606e-41,-1.9867399307425984,0.5030446929592048,7.833743122692948e-05,True,True,CRC
SMPDL3A,2,2,down,True,-2.029744202546649,2.543701577274457e-41,-2.0344131851139284,0.7663272885760398,0.0079365419122699,True,True,CRC
ATP11A,2,2,up,True,1.3923143600763517,2.5746511209146585e-41,1.432569926189055,0.0537740843773828,2.3043905302038386e-156,True,True,CRC
PRDX6,2,2,down,True,-1.3316057076292198,2.8502388251562876e-41,-1.3523266469265052,0.1568514351110761,6.596503445553042e-18,True,True,CRC
C19ORF53,2,2,up,True,0.7177164579923465,3.2447187691719154e-41,0.7210907118567075,0.2394720158106116,0.0026024395907451,True,True,CRC
NOB1,2,2,up,True,1.2014864969222896,3.4205201977578647e-41,1.2190838265502577,0.1496312723801944,3.722843983236429e-16,True,True,CRC
SCNN1B,2,2,down,True,-4.046949872592211,3.727660494235992e-41,-4.019653976260816,0.1583723742415083,4.08532965284788e-142,True,True,CRC
EXOSC5,2,2,up,True,1.103247921165627,3.9096795418287046e-41,1.1169220180029131,0.3585894154339177,0.0018409106331642,True,True,CRC
PDE6A,2,2,down,True,-2.860792704237396,4.0997136930822205e-41,-2.7987109746997314,0.4422025056320558,2.467141942060129e-10,True,True,CRC
HSP90AB1,2,2,up,True,0.8597220818469014,4.731632416852522e-41,0.8660247606544937,0.2117341331692296,4.31090820970979e-05,True,True,CRC
GTPBP4,2,2,up,True,0.9619536000433396,4.843507915625757e-41,0.9639518770495088,0.3859378253739441,0.012500652503393,True,True,CRC
SOX4,2,2,up,True,1.1994442101445082,5.05410054746695e-41,1.1999801595619848,0.4177090903405682,0.0040689634094911,True,True,CRC
TMEM220,2,2,down,True,-1.7060864632742136,5.83278654093805e-41,-1.672525620646956,0.5329662209631296,0.0017002037784232,True,True,CRC
TEX11,2,2,down,True,-2.825638109833015,6.138234672396923e-41,-2.746204013906606,0.2126245378681335,3.668825200699865e-38,True,True,CRC
RPS21,2,2,up,True,0.4845214220505633,6.60114399658055e-41,0.5192719665274994,0.0735497053323433,1.6632273027324765e-12,True,True,CRC
TGIF1,2,2,up,True,0.9972877455724584,6.60114399658055e-41,1.0028880894640184,0.3804281777398557,0.0083838138331814,True,True,CRC
MT1M,2,2,down,True,-3.97782923721876,6.848720683866279e-41,-3.934916693813898,0.1528782497451797,4.29244123143229e-146,True,True,CRC
NIT1,2,2,down,True,-0.834512532625546,7.472887530947923e-41,-0.8737996991219835,0.034250265822498,1.443347297745269e-143,True,True,CRC
PYY,2,2,down,True,-4.292545119112034,7.507561907396135e-41,-4.20388204087078,0.5743923963950403,2.501365988897416e-13,True,True,CRC
KIAA1549,2,2,up,True,1.2045695888710934,7.571944717640927e-41,1.2311990003110929,0.0980434208689808,3.607053132348391e-36,True,True,CRC
CPNE1,2,2,up,True,1.4570585236475888,9.050573385951708e-41,1.4675761744061468,0.4349041122776969,0.0007395470545546,True,True,CRC
ZDHHC9,2,2,up,True,1.08808738476595,9.07395282104181e-41,1.091410733253077,0.5630936245333759,0.052593917026589,True,True,CRC
NAT10,2,2,up,True,0.8982436653358898,9.221530394725395e-41,0.9058264996489086,0.3285195137112461,0.0058281046745357,True,True,CRC
HPGDS,2,2,down,True,-1.9681465510790663,1.1421003386952874e-40,-1.9187256391069183,0.4545119668522596,2.426739686256178e-05,True,True,CRC
NPM1,2,2,up,True,0.8327111812228596,1.2334502807231223e-40,0.8580811472206448,0.0578190891488708,7.980665138551201e-50,True,True,CRC
NEBL,2,2,up,True,1.326903147337211,1.3571528034920023e-40,1.316395678901579,0.0492625897811715,2.612045157421476e-157,True,True,CRC
PKIB,2,2,down,True,-4.452739193288853,1.387442432980928e-40,-4.458640612382556,0.1693403424885765,8.821920401901538e-153,True,True,CRC
ETFDH,2,2,down,True,-1.5663702676070472,1.5225415470323835e-40,-1.5778665008659567,0.0578349758949094,6.895315197306846e-164,True,True,CRC
PAFAH1B3,2,2,up,True,1.4922869056279435,1.5225415470323835e-40,1.5096753936209817,0.2515434142883732,1.9532304450106343e-09,True,True,CRC
RUVBL1,2,2,up,True,1.4118395972796436,1.794997232932154e-40,1.4392695806132545,0.1718710180897553,5.563515639827378e-17,True,True,CRC
PLCE1,2,2,down,True,-1.95484334577817,1.9687646202412593e-40,-1.9645944996145044,0.4791028403098759,4.121346144524587e-05,True,True,CRC
FBLIM1,2,2,down,True,-0.9058640056021684,2.0612143276106843e-40,-0.9197428137946856,0.0356651302078856,1.1998489328873114e-146,True,True,CRC
STOX2,2,2,down,True,-1.4926910913195075,2.0612143276106843e-40,-1.5575069617101414,0.0619490265923712,1.7395480412460048e-139,True,True,CRC
CA4,2,2,down,True,-5.850982917829025,2.0814703511249468e-40,-6.08335407863822,0.275777945639813,7.849325633987931e-108,True,True,CRC
RLIM,2,2,up,True,0.6943235180257608,2.381836543102309e-40,0.7039251066264214,0.0981226251831884,7.287345967569584e-13,True,True,CRC
MS4A12,2,2,down,True,-6.818403402589631,2.909409236990045e-40,-6.651059889611108,0.2625124019979911,1.2764282446823428e-141,True,True,CRC
EIF4E3,2,2,down,True,-1.5358843385176262,3.6224431592720043e-40,-1.552696858689176,0.3046829697975611,3.467101533212034e-07,True,True,CRC
TRPM6,2,2,down,True,-3.504232206640129,3.896481055804316e-40,-3.373852963095696,0.1319959397056293,4.220621666272825e-144,True,True,CRC
DDX21,2,2,up,True,1.2255328680779891,4.2407699481939656e-40,1.2403560841344623,0.174779809831396,1.2779104736537797e-12,True,True,CRC
HSPH1,2,2,up,True,1.1334698039213524,4.408295457795866e-40,1.1470740735224922,0.4575787718578984,0.012181786853558,True,True,CRC
NR2C2AP,2,2,up,True,0.861391748267414,5.589172197062623e-40,0.869789980998269,0.312150059062749,0.0053289128564363,True,True,CRC
GPT,2,2,down,True,-1.4825560687078037,5.8278761966223745e-40,-1.4886818160518835,0.3347623788889884,8.708568526816882e-06,True,True,CRC
GRAMD1A,2,2,up,True,1.1295476192710598,6.319135829544742e-40,1.137145305918747,0.3862036746881627,0.0032356198537638,True,True,CRC
TMEM132A,2,2,up,True,0.6816827055964052,6.443096044479838e-40,0.7007264410601357,0.2274346599025711,0.0020630587532254,True,True,CRC
ENDOD1,2,2,down,True,-1.735666201070981,6.444306276670751e-40,-1.758405113501192,0.2382111704734952,1.5627256706855337e-13,True,True,CRC
CLCA4,2,2,down,True,-5.2997689150908185,7.236899113571397e-40,-5.194846706846072,1.490068242882433,0.0004897246648056,True,True,CRC
KLF4,2,2,down,True,-2.23253163891351,7.296680247463744e-40,-2.257815626705208,0.5814683987175263,0.0001031946711679,True,True,CRC
HOXD1,2,2,down,True,-1.3404489599738227,7.351935578123931e-40,-1.3598898477372354,0.3089941475826848,1.0774250992617509e-05,True,True,CRC
OGN,2,2,down,True,-3.1291733020548,7.351935578123931e-40,-3.164215126616568,0.4447168311285725,1.118127596185282e-12,True,True,CRC
EDN3,2,2,down,True,-3.254247116438472,7.46296509523267e-40,-3.087012690099657,0.1241082576432287,1.4386054807932779e-136,True,True,CRC
CLDN23,2,2,down,True,-2.941806070053264,8.096437334628142e-40,-3.005263886065765,0.2634519773394458,3.8467783019356e-30,True,True,CRC
GEMIN5,2,2,up,True,0.8187592184176551,8.634759983466776e-40,0.8340762307735109,0.2261415269492628,0.0002257635092792,True,True,CRC
TNXB,2,2,down,True,-1.304991205914963,9.463798675029584e-40,-1.3194426392731375,0.1708143820896009,1.1236063285648392e-14,True,True,CRC
ZNF146,2,2,up,True,0.6987373560854166,9.5183463762315e-40,0.7199301158258641,0.1661522402328027,1.471214485399826e-05,True,True,CRC
TGFBI,2,2,up,True,2.497781774479044,9.660366989488569e-40,2.4990337324249605,0.7150158539528879,0.0004739293143644,True,True,CRC
CCT6A,2,2,up,True,1.1172988229732406,9.670632172173506e-40,1.1569359945638549,0.0457044826756443,2.2742021363060777e-141,True,True,CRC
PPP2R3A,2,2,down,True,-1.618758179952812,9.831826219434359e-40,-1.596021140173408,0.2688922984667576,2.928789294307316e-09,True,True,CRC
ZG16,2,2,down,True,-5.352038137514594,1.1631648117176808e-39,-5.080126848456162,0.2058053902042223,1.5835958399069496e-134,True,True,CRC
WDR78,2,2,down,True,-1.7010103906856846,1.1879087821984423e-39,-1.6502865408532488,0.2160686343370385,2.20984389190228e-14,True,True,CRC
GBA2,2,2,down,True,-1.1367835830232655,1.3085900441345434e-39,-1.1565001772433572,0.1050110732814789,3.303393748182914e-28,True,True,CRC
PRMT3,2,2,up,True,1.126257491030719,1.3106561762953297e-39,1.1334126956258077,0.3206531628047536,0.0004082385484884,True,True,CRC
ADCY9,2,2,down,True,-0.6523777648068638,1.3274382230558454e-39,-0.6619018500853637,0.1886176473211465,0.0004494137642009,True,True,CRC
GARS,2,2,up,True,1.10008752044764,1.4436779064278728e-39,1.109366058287029,0.2416374650106307,4.410533671318651e-06,True,True,CRC
PPAT,2,2,up,True,1.1192617065061352,1.4799065321535157e-39,1.1235232358310363,0.3948663186469932,0.0044366050105858,True,True,CRC
TMEM72,2,2,down,True,-2.378157294966063,1.578099882718871e-39,-2.3500111356572595,0.9627821922106428,0.014652561612898,True,True,CRC
NUFIP1,2,2,up,True,1.099229969688734,1.6005020177730773e-39,1.110685615340249,0.2744366535219886,5.184557421545213e-05,True,True,CRC
NSUN5,2,2,up,True,0.6754867592905605,1.6304280113567646e-39,0.6937671032491055,0.1450365046023604,1.7235768986182751e-06,True,True,CRC
FABP2,2,2,down,True,-2.33721202548634,1.651025869362249e-39,-2.3636798503821344,0.5439903781502075,1.3922708514414522e-05,True,True,CRC
HHLA2,2,2,down,True,-2.743546661887375,1.759874094302104e-39,-2.7757644302556503,0.4193906262406951,3.62700608500672e-11,True,True,CRC
SMYD3,2,2,up,True,0.7033841156945502,2.165024860267783e-39,0.6855233106635231,0.0281456004610763,4.968770881831986e-131,True,True,CRC
CFD,2,2,down,True,-2.870925900183063,2.309108236376276e-39,-2.871583167726932,1.0995167605095888,0.0090099206680772,True,True,CRC
ZNF593,2,2,up,True,1.3295443797123043,2.310461272389167e-39,1.3793137503316175,0.0556358774938746,1.0988879845073608e-135,True,True,CRC
DARS,2,2,up,True,0.9503051042739904,2.4259935476995775e-39,0.9597459819920562,0.1862189991472321,2.551833724643917e-07,True,True,CRC
MIER3,2,2,down,True,-1.6902914730056593,2.4646261597825486e-39,-1.6752260048856975,0.0677353742351299,4.852459165342141e-135,True,True,CRC
PLCL2,2,2,down,True,-1.4411344365738366,2.475296013248908e-39,-1.4491681537128107,0.4128241359001939,0.0004474725821217,True,True,CRC
PPA1,2,2,up,True,0.9273112599808933,2.4947530618034348e-39,0.9349635668475692,0.1111358040704167,4.003288207793183e-17,True,True,CRC
NME2,2,2,up,True,0.5203708965358151,2.547882141153264e-39,0.5280849572746699,0.1667078656756795,0.0015363587442918,True,True,CRC
CSNK2A2,2,2,up,True,0.7869165418537825,2.992459119364226e-39,0.791374216325559,0.1735735060126742,5.132366255787375e-06,True,True,CRC
RNF43,2,2,up,True,1.2476559476918585,3.019812710139856e-39,1.3113790111178527,0.1794300970591961,2.699825152259733e-13,True,True,CRC
ACBD6,2,2,up,True,0.8565344311088081,3.270770617372186e-39,0.8656745912480934,0.2847724951486391,0.0023667138213762,True,True,CRC
SNTB1,2,2,up,True,1.450834273123042,3.3133254960918616e-39,1.4009459296353868,0.0573522954794017,8.831436594355384e-132,True,True,CRC
MAMDC2,2,2,down,True,-3.012194241426147,3.903828682912742e-39,-2.9869954729307047,0.922672147070872,0.0012065322842108,True,True,CRC
MRPL3,2,2,up,True,0.7703526236508296,4.040839238688254e-39,0.7732992038099651,0.3077669447695461,0.0119840743309678,True,True,CRC
MYC,2,2,up,True,1.9309963026467951,4.255422580471275e-39,1.957299327179076,0.1501126036421502,7.353500175735953e-39,True,True,CRC
SQRDL,2,2,down,True,-1.3982990842351315,4.4523779125265354e-39,-1.411446924105383,0.2610608586373842,6.423884514623893e-08,True,True,CRC
TGDS,2,2,up,True,0.9897622827000534,4.533597061638995e-39,0.9944777658803132,0.3028462462823289,0.0010242806033114,True,True,CRC
INHBA,2,2,up,True,3.852908342975517,5.7472663155277216e-39,3.836793532436339,1.3109516483860224,0.0034255282676367,True,True,CRC
HRCT1,2,2,down,True,-2.1045858612198463,6.760085823061274e-39,-2.1527661896605013,0.3914983429576681,3.8241167010159566e-08,True,True,CRC
MMP7,2,2,up,True,3.867496301325793,7.037417972435681e-39,3.800647433378329,0.1496970917645528,3.342815251309624e-142,True,True,CRC
TMCC3,2,2,down,True,-2.286385909782568,7.879494380617367e-39,-2.2975604418011537,0.5156532289182956,8.36468525690073e-06,True,True,CRC
CCT3,2,2,up,True,0.8703469686290566,8.332695495584607e-39,0.8823043102259746,0.1311588986608708,1.7321126553635553e-11,True,True,CRC
