source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dorothea_level
P17542	P27986	TAL1	PIK3R1	True	False	False	False	False	False	B
P17542	P48426	TAL1	PIP4K2A	True	False	False	False	False	False	B
P17542	Q9BZ72	TAL1	PITPNM2	True	False	False	False	False	False	B
P17542	O60733	TAL1	PLA2G6	True	False	False	False	False	False	B
P17542	P53816	TAL1	PLAAT3	True	False	False	False	False	False	C
P17542	Q9NQ66	TAL1	PLCB1	True	False	False	False	False	False	B
P17542	Q9UPR0	TAL1	PLCL2	True	False	False	False	False	False	B
P17542	Q6IQ23	TAL1	PLEKHA7	True	False	False	False	False	False	B
P17542	Q9NRY7	TAL1	PLSCR2	True	False	False	False	False	False	C
P17542	Q8TCU6	TAL1	PREX1	True	False	False	False	False	False	B
P17542	Q9UGJ0	TAL1	PRKAG2	True	False	False	False	False	False	B
P17542	P31323	TAL1	PRKAR2B	True	False	False	False	False	False	B
P17542	P05771	TAL1	PRKCB	True	False	False	False	False	False	B
P17542	Q02156	TAL1	PRKCE	True	False	False	False	False	False	B
P17542	P24723	TAL1	PRKCH	True	False	False	False	False	False	B
P17542	C0HM02	TAL1	PRKCH	True	False	False	False	False	False	B
P17542	P85299	TAL1	PRR5	True	False	False	False	False	False	C
P17542	Q6MZQ0	TAL1	PRR5L	True	False	False	False	False	False	B
P17542	Q8WUY3	TAL1	PRUNE2	True	False	False	False	False	False	B
P17542	Q05397	TAL1	PTK2	True	False	False	False	False	False	B
P17542	P23469	TAL1	PTPRE	True	False	False	False	False	False	B
P17542	P28827	TAL1	PTPRM	True	False	False	False	False	False	B
P17542	P61026	TAL1	RAB10	True	False	False	False	False	False	C
P17542	O00194	TAL1	RAB27B	True	False	False	False	False	False	B
P17542	O15315	TAL1	RAD51B	True	False	False	False	False	False	B
P17542	Q684P5	TAL1	RAP1GAP2	True	False	False	False	False	False	B
P17542	Q13905	TAL1	RAPGEF1	True	False	False	False	False	False	B
P17542	Q9Y4G8	TAL1	RAPGEF2	True	False	False	False	False	False	B
P17542	Q96H35	TAL1	RBM18	True	False	False	False	False	False	C
P17542	P29558	TAL1	RBMS1	True	False	False	False	False	False	B
P17542	Q6XE24	TAL1	RBMS3	True	False	False	False	False	False	B
P17542	Q6NUK4	TAL1	REEP3	True	False	False	False	False	False	C
P17542	Q9P2R6	TAL1	RERE	True	False	False	False	False	False	B
P17542	P49758	TAL1	RGS6	True	False	False	False	False	False	B
P17542	Q8TB24	TAL1	RIN3	True	False	False	False	False	False	B
P17542	Q8TC41	TAL1	RNF217	True	False	False	False	False	False	B
P17542	Q5VTB9	TAL1	RNF220	True	False	False	False	False	False	B
P17542	Q15349	TAL1	RPS6KA2	True	False	False	False	False	False	B
P17542	Q8N122	TAL1	RPTOR	True	False	False	False	False	False	B
P17542	Q92766	TAL1	RREB1	True	False	False	False	False	False	B
P17542	Q9NQC3	TAL1	RTN4	True	False	False	False	False	False	B
P17542	Q86VV8	TAL1	RTTN	True	False	False	False	False	False	B
P17542	Q15413	TAL1	RYR3	True	False	False	False	False	False	B
P17542	Q8WXG8	TAL1	S100Z	True	False	False	False	False	False	C
P17542	O94885	TAL1	SASH1	True	False	False	False	False	False	B
P17542	Q86WG5	TAL1	SBF2	True	False	False	False	False	False	B
P17542	Q92854	TAL1	SEMA4D	True	False	False	False	False	False	C
P17542	Q9UHD8	TAL1	SEPTIN9	True	False	False	False	False	False	B
P17542	Q86VE9	TAL1	SERINC5	True	False	False	False	False	False	B
P17542	Q9UQQ2	TAL1	SH2B3	True	False	False	False	False	False	C
P17542	O60239	TAL1	SH3BP5	True	False	False	False	False	False	B
P17542	Q96B97	TAL1	SH3KBP1	True	False	False	False	False	False	B
P17542	Q5TCZ1	TAL1	SH3PXD2A	True	False	False	False	False	False	C
P17542	Q8TEC5	TAL1	SH3RF2	True	False	False	False	False	False	C
P17542	Q8TE82	TAL1	SH3TC1	True	False	False	False	False	False	B
P17542	Q9UPX8	TAL1	SHANK2	True	False	False	False	False	False	C
P17542	Q9Y2K2	TAL1	SIK3	True	False	False	False	False	False	B
P17542	Q9H173	TAL1	SIL1	True	False	False	False	False	False	B
P17542	Q9P2F8	TAL1	SIPA1L2	True	False	False	False	False	False	B
P17542	Q9Y2P4	TAL1	SLC27A6	True	False	False	False	False	False	C
P17542	P57057	TAL1	SLC37A1	True	False	False	False	False	False	B
P17542	Q9NP59	TAL1	SLC40A1	True	False	False	False	False	False	C
P17542	P19634	TAL1	SLC9A1	True	False	False	False	False	False	B
P17542	Q5VYV7	TAL1	SLX4IP	True	False	False	False	False	False	B
P17542	P84022	TAL1	SMAD3	True	False	False	False	False	False	B
P17542	Q86US8	TAL1	SMG6	True	False	False	False	False	False	B
P17542	Q9NWM0	TAL1	SMOX	True	False	False	False	False	False	B
P17542	Q9H7B4	TAL1	SMYD3	True	False	False	False	False	False	B
P17542	O95863	TAL1	SNAI1	True	False	False	False	False	False	C
P17542	Q7KZF4	TAL1	SND1	True	False	False	False	False	False	B
P17542	Q9BX66	TAL1	SORBS1	True	False	False	False	False	False	B
P17542	O43609	TAL1	SPRY1	True	False	False	False	False	False	B
P17542	P11277	TAL1	SPTB	True	False	False	False	False	False	C
P17542	Q01082	TAL1	SPTBN1	True	False	False	False	False	False	B
P17542	P81877	TAL1	SSBP2	True	False	False	False	False	False	B
P17542	Q11201	TAL1	ST3GAL1	True	False	False	False	False	False	B
P17542	P15907	TAL1	ST6GAL1	True	False	False	False	False	False	C
P17542	Q9NRC1	TAL1	ST7	True	False	False	False	False	False	C
P17542	Q9Y3M8	TAL1	STARD13	True	False	False	False	False	False	B
P17542	P40763	TAL1	STAT3	True	False	False	False	False	False	B
P17542	Q13586	TAL1	STIM1	True	False	False	False	False	False	B
P17542	O94804	TAL1	STK10	True	False	False	False	False	False	B
P17542	Q9NY57	TAL1	STK32B	True	False	False	False	False	False	B
P17542	Q6UWL2	TAL1	SUSD1	True	False	False	False	False	False	B
P17542	O95425	TAL1	SVIL	True	False	False	False	False	False	B
P17542	O14994	TAL1	SYN3	True	False	False	False	False	False	B
P17542	Q8NF91	TAL1	SYNE1	True	False	False	False	False	False	B
P17542	O15056	TAL1	SYNJ2	True	False	False	False	False	False	B
P17542	Q9UMZ2	TAL1	SYNRG	True	False	False	False	False	False	C
P17542	O75410	TAL1	TACC1	True	False	False	False	False	False	B
P17542	Q9C0D5	TAL1	TANC1	True	False	False	False	False	False	B
P17542	Q9HCD6	TAL1	TANC2	True	False	False	False	False	False	C
P17542	Q9H2K8	TAL1	TAOK3	True	False	False	False	False	False	B
P17542	Q86TI0	TAL1	TBC1D1	True	False	False	False	False	False	B
P17542	Q9P2M4	TAL1	TBC1D14	True	False	False	False	False	False	B
P17542	Q92609	TAL1	TBC1D5	True	False	False	False	False	False	B
P17542	P24557	TAL1	TBXAS1	True	False	False	False	False	False	B
P17542	P15884	TAL1	TCF4	True	False	False	False	False	False	B
P17542	Q9NQB0	TAL1	TCF7L2	True	False	False	False	False	False	B
P17542	P28347	TAL1	TEAD1	True	False	False	False	False	False	B
P17542	P42680	TAL1	TEC	True	False	False	False	False	False	B
P17542	O43151	TAL1	TET3	True	False	False	False	False	False	B
P17542	Q8IWB9	TAL1	TEX2	True	False	False	False	False	False	B
P17542	P10646	TAL1	TFPI	True	False	False	False	False	False	B
P17542	P01266	TAL1	TG	True	False	False	False	False	False	B
P17542	P61812	TAL1	TGFB2	True	False	False	False	False	False	C
P17542	Q6YHU6	TAL1	THADA	True	False	False	False	False	False	B
P17542	Q8IVF5	TAL1	TIAM2	True	False	False	False	False	False	B
P17542	Q04727	TAL1	TLE4	True	False	False	False	False	False	B
P17542	Q9UKI8	TAL1	TLK1	True	False	False	False	False	False	B
P17542	Q969X1	TAL1	TMBIM1	True	False	False	False	False	False	C
P17542	A2VDJ0	TAL1	TMEM131L	True	False	False	False	False	False	B
P17542	Q8TC26	TAL1	TMEM163	True	False	False	False	False	False	B
P17542	Q5U3C3	TAL1	TMEM164	True	False	False	False	False	False	B
P17542	Q24JQ0	TAL1	TMEM241	True	False	False	False	False	False	B
P17542	P24821	TAL1	TNC	True	False	False	False	False	False	C
P17542	O95379	TAL1	TNFAIP8	True	False	False	False	False	False	B
P17542	P50591	TAL1	TNFSF10	True	False	False	False	False	False	C
P17542	Q9UKE5	TAL1	TNIK	True	False	False	False	False	False	B
P17542	Q9UPQ9	TAL1	TNRC6B	True	False	False	False	False	False	B
P17542	Q9HCJ0	TAL1	TNRC6C	True	False	False	False	False	False	B
P17542	Q68CZ2	TAL1	TNS3	True	False	False	False	False	False	B
P17542	Q96NM4	TAL1	TOX2	True	False	False	False	False	False	B
P17542	O94842	TAL1	TOX4	True	False	False	False	False	False	C
P17542	Q9ULQ1	TAL1	TPCN1	True	False	False	False	False	False	B
P17542	Q96Q05	TAL1	TRAPPC9	True	False	False	False	False	False	B
P17542	Q9C040	TAL1	TRIM2	True	False	False	False	False	False	B
P17542	O75962	TAL1	TRIO	True	False	False	False	False	False	B
P17542	Q9UHF7	TAL1	TRPS1	True	False	False	False	False	False	B
P17542	Q8NG11	TAL1	TSPAN14	True	False	False	False	False	False	C
P17542	Q96SJ8	TAL1	TSPAN18	True	False	False	False	False	False	C
P17542	P41732	TAL1	TSPAN7	True	False	False	False	False	False	C
P17542	P53804	TAL1	TTC3	True	False	False	False	False	False	C
P17542	Q9ULT0	TAL1	TTC7A	True	False	False	False	False	False	B
P17542	Q86TV6	TAL1	TTC7B	True	False	False	False	False	False	B
P17542	Q8TF42	TAL1	UBASH3B	True	False	False	False	False	False	B
P17542	Q969M7	TAL1	UBE2F	True	False	False	False	False	False	B
P17542	Q6ZT12	TAL1	UBR3	True	False	False	False	False	False	C
P17542	Q5T4S7	TAL1	UBR4	True	False	False	False	False	False	B
P17542	Q5DID0	TAL1	UMODL1	True	False	False	False	False	False	B
P17542	Q68CQ4	TAL1	UTP25	True	False	False	False	False	False	C
P17542	P46939	TAL1	UTRN	True	False	False	False	False	False	B
P17542	Q9P2Y5	TAL1	UVRAG	True	False	False	False	False	False	C
P17542	Q9UKW4	TAL1	VAV3	True	False	False	False	False	False	B
P17542	P18206	TAL1	VCL	True	False	False	False	False	False	B
P17542	Q14D04	TAL1	VEPH1	True	False	False	False	False	False	B
P17542	Q14135	TAL1	VGLL4	True	False	False	False	False	False	B
P17542	Q5THJ4	TAL1	VPS13D	True	False	False	False	False	False	B
P17542	Q9GZV5	TAL1	WWTR1	True	False	False	False	False	False	B
P17542	Q8NBI6	TAL1	XXYLT1	True	False	False	False	False	False	B
P17542	Q05516	TAL1	ZBTB16	True	False	False	False	False	False	B
P17542	Q9HC78	TAL1	ZBTB20	True	False	False	False	False	False	B
P17542	O60315	TAL1	ZEB2	True	False	False	False	False	False	B
P17542	Q8WW38	TAL1	ZFPM2	True	False	False	False	False	False	B
P17542	Q9ULJ6	TAL1	ZMIZ1	True	False	False	False	False	False	B
P17542	Q9ULU4	TAL1	ZMYND8	True	False	False	False	False	False	B
P17542	Q96K83	TAL1	ZNF521	True	False	False	False	False	False	B
P17542	Q9ULD9	TAL1	ZNF608	True	False	False	False	False	False	B
P17542	Q9NWK9	TAL1	ZNHIT6	True	False	False	False	False	False	C
P17542	Q8ND25	TAL1	ZNRF1	True	False	False	False	False	False	B
P17542	Q8TCW7	TAL1	ZPLD1	True	False	False	False	False	False	B
P20226	Q9ULW3	TBP	ABT1	True	False	False	False	False	False	C
P20226	P60709	TBP	ACTB	True	False	False	False	False	False	B
P20226	P07355	TBP	ANXA2	True	False	False	False	False	False	C
P20226	P35613	TBP	BSG	True	False	False	False	False	False	C
P20226	O15519	TBP	CFLAR	True	False	False	False	False	False	C
P20226	Q9NUQ9	TBP	CYRIB	True	False	False	False	False	False	C
P20226	P17661	TBP	DES	True	False	False	False	False	False	C
P20226	Q92813	TBP	DIO2	True	False	False	False	False	False	C
P20226	Q9NXW2	TBP	DNAJB12	True	False	False	False	False	False	C
P20226	Q9UKA1	TBP	FBXL5	True	False	False	False	False	False	C
P20226	O60381	TBP	HBP1	True	False	False	False	False	False	C
P20226	P15822	TBP	HIVEP1	True	False	False	False	False	False	C
P20226	Q5VY09	TBP	IER5	True	False	False	False	False	False	C
P20226	P22301	TBP	IL10	True	False	False	False	False	False	C
P20226	P35225	TBP	IL13	True	False	False	False	False	False	C
P20226	Q14643	TBP	ITPR1	True	False	False	False	False	False	C
P20226	Q9Y2K7	TBP	KDM2A	True	False	False	False	False	False	C
P20226	Q9P206	TBP	NHSL3	True	False	False	False	False	False	C
P20226	Q99612	TBP	KLF6	True	False	False	False	False	False	C
P20226	Q9UHB6	TBP	LIMA1	True	False	False	False	False	False	C
P20226	Q9Y383	TBP	LUC7L2	True	False	False	False	False	False	C
P20226	P02144	TBP	MB	True	False	False	False	False	False	C
P20226	Q9Y618	TBP	NCOR2	True	False	False	False	False	False	C
P20226	Q13492	TBP	PICALM	True	False	False	False	False	False	C
P20226	Q96T60	TBP	PNKP	True	False	False	False	False	False	C
P20226	Q8WWY3	TBP	PRPF31	True	False	False	False	False	False	C
P20226	Q5JSZ5	TBP	PRRC2B	True	False	False	False	False	False	C
P20226	B7ZAP0	TBP	RABGAP1L	True	False	False	False	False	False	C
P20226	Q5R372	TBP	RABGAP1L	True	False	False	False	False	False	C
P20226	Q01196	TBP	RUNX1	True	False	False	False	False	False	C
P20226	Q9UPU9	TBP	SAMD4A	True	False	False	False	False	False	C
P20226	Q9BRL7	TBP	SEC22C	True	False	False	False	False	False	C
P20226	P05121	TBP	SERPINE1	True	False	False	False	False	False	C
P20226	P53814	TBP	SMTN	True	False	False	False	False	False	C
P20226	P15907	TBP	ST6GAL1	True	False	False	False	False	False	C
P20226	Q15583	TBP	TGIF1	True	False	False	False	False	False	C
P20226	Q9BV44	TBP	THUMPD3	True	False	False	False	False	False	C
P20226	Q9Y6I4	TBP	USP3	True	False	False	False	False	False	C
P20226	Q70EL2	TBP	USP45	True	False	False	False	False	False	C
P20226	Q9ULU4	TBP	ZMYND8	True	False	False	False	False	False	C
Q9UL17	Q9UEY8	TBX21	ADD3	True	False	False	False	False	False	C
Q9UL17	Q7Z591	TBX21	AKNA	True	False	False	False	False	False	B
Q9UL17	Q12955	TBX21	ANK3	True	False	False	False	False	False	C
Q9UL17	P42331	TBX21	ARHGAP25	True	False	False	False	False	False	C
Q9UL17	Q8WXX7	TBX21	AUTS2	True	False	False	False	False	False	C
Q9UL17	Q9P219	TBX21	CCDC88C	True	False	False	False	False	False	C
Q9UL17	Q15762	TBX21	CD226	True	False	False	False	False	False	C
Q9UL17	P52757	TBX21	CHN2	True	False	False	False	False	False	C
Q9UL17	P33076	TBX21	CIITA	True	False	False	False	False	False	C
Q9UL17	Q96JQ2	TBX21	CLMN	True	False	False	False	False	False	C
Q9UL17	O95727	TBX21	CRTAM	True	False	False	False	False	False	C
Q9UL17	P61073	TBX21	CXCR4	True	False	False	False	False	False	C
Q9UL17	Q15438	TBX21	CYTH1	True	False	False	False	False	False	C
Q9UL17	O60759	TBX21	CYTIP	True	False	False	False	False	False	C
Q9UL17	A2RUS2	TBX21	DENND3	True	False	False	False	False	False	C
Q9UL17	Q96BY6	TBX21	DOCK10	True	False	False	False	False	False	C
Q9UL17	Q92608	TBX21	DOCK2	True	False	False	False	False	False	C
Q9UL17	Q9UH73	TBX21	EBF1	True	False	False	False	False	False	C
Q9UL17	O75460	TBX21	ERN1	True	False	False	False	False	False	C
Q9UL17	Q9UI08	TBX21	EVL	True	False	False	False	False	False	C
Q9UL17	P06241	TBX21	FYN	True	False	False	False	False	False	C
Q9UL17	Q86SR1	TBX21	GALNT10	True	False	False	False	False	False	C
Q9UL17	O60861	TBX21	GAS7	True	False	False	False	False	False	C
Q9UL17	Q99684	TBX21	GFI1	True	False	False	False	False	False	C
Q9UL17	Q3KR37	TBX21	GRAMD1B	True	False	False	False	False	False	C
Q9UL17	O75791	TBX21	GRAP2	True	False	False	False	False	False	C
Q9UL17	P15822	TBX21	HIVEP1	True	False	False	False	False	False	C
Q9UL17	Q9UKT9	TBX21	IKZF3	True	False	False	False	False	False	C
Q9UL17	Q13651	TBX21	IL10RA	True	False	False	False	False	False	C
Q9UL17	Q99665	TBX21	IL12RB2	True	False	False	False	False	False	B
Q9UL17	P14778	TBX21	IL1R1	True	False	False	False	False	False	C
Q9UL17	Q9HBE5	TBX21	IL21R	True	False	False	False	False	False	B
Q9UL17	Q92835	TBX21	INPP5D	True	False	False	False	False	False	C
Q9UL17	Q15306	TBX21	IRF4	True	False	False	False	False	False	C
Q9UL17	Q08881	TBX21	ITK	True	False	False	False	False	False	C
Q9UL17	Q8NHM5	TBX21	KDM2B	True	False	False	False	False	False	C
Q9UL17	Q5HYC2	TBX21	BRD10	True	False	False	False	False	False	C
Q9UL17	Q8WZ60	TBX21	KLHL6	True	False	False	False	False	False	C
Q9UL17	Q8IVT5	TBX21	KSR1	True	False	False	False	False	False	C
Q9UL17	Q96JA1	TBX21	LRIG1	True	False	False	False	False	False	C
Q9UL17	O43312	TBX21	MTSS1	True	False	False	False	False	False	C
Q9UL17	Q86WI3	TBX21	NLRC5	True	False	False	False	False	False	C
Q9UL17	P00439	TBX21	PAH	True	False	False	False	False	False	C
Q9UL17	Q460N3	TBX21	PARP15	True	False	False	False	False	False	C
Q9UL17	Q08499	TBX21	PDE4D	True	False	False	False	False	False	C
Q9UL17	Q9NZF1	TBX21	PLAC8	True	False	False	False	False	False	C
Q9UL17	Q15149	TBX21	PLEC	True	False	False	False	False	False	C
Q9UL17	Q04759	TBX21	PRKCQ	True	False	False	False	False	False	C
Q9UL17	P16471	TBX21	PRLR	True	False	False	False	False	False	C
Q9UL17	O43586	TBX21	PSTPIP1	True	False	False	False	False	False	C
Q9UL17	P51159	TBX21	RAB27A	True	False	False	False	False	False	C
Q9UL17	P15153	TBX21	RAC2	True	False	False	False	False	False	C
Q9UL17	O95267	TBX21	RASGRP1	True	False	False	False	False	False	C
Q9UL17	Q8WWW0	TBX21	RASSF5	True	False	False	False	False	False	C
Q9UL17	P49796	TBX21	RGS3	True	False	False	False	False	False	C
Q9UL17	Q15669	TBX21	RHOH	True	False	False	False	False	False	C
Q9UL17	Q92766	TBX21	RREB1	True	False	False	False	False	False	C
Q9UL17	Q92854	TBX21	SEMA4D	True	False	False	False	False	False	B
Q9UL17	Q9UHD8	TBX21	SEPTIN9	True	False	False	False	False	False	C
Q9UL17	O60239	TBX21	SH3BP5	True	False	False	False	False	False	C
Q9UL17	Q9NQ25	TBX21	SLAMF7	True	False	False	False	False	False	B
Q9UL17	Q9H7B4	TBX21	SMYD3	True	False	False	False	False	False	C
Q9UL17	O94768	TBX21	STK17B	True	False	False	False	False	False	C
Q9UL17	Q8WXH0	TBX21	SYNE2	True	False	False	False	False	False	C
Q9UL17	Q9P2M4	TBX21	TBC1D14	True	False	False	False	False	False	C
Q9UL17	P36402	TBX21	TCF7	True	False	False	False	False	False	C
Q9UL17	Q13009	TBX21	TIAM1	True	False	False	False	False	False	C
Q9UL17	Q7Z403	TBX21	TMC6	True	False	False	False	False	False	C
Q9UL17	Q92545	TBX21	TMEM131	True	False	False	False	False	False	C
Q9UL17	P28908	TBX21	TNFRSF8	True	False	False	False	False	False	C
Q99081	O14639	TCF12	ABLIM1	True	False	False	False	False	False	C
Q99081	Q12979	TCF12	ABR	True	False	False	False	False	False	C
Q99081	O95490	TCF12	ADGRL2	True	False	False	False	False	False	C
Q99081	P58335	TCF12	ANTXR2	True	False	False	False	False	False	C
Q99081	Q9P227	TCF12	ARHGAP23	True	False	False	False	False	False	C
Q99081	Q9NR81	TCF12	ARHGEF3	True	False	False	False	False	False	C
Q99081	Q8NFD5	TCF12	ARID1B	True	False	False	False	False	False	C
Q99081	Q6ZN30	TCF12	BNC2	True	False	False	False	False	False	C
Q99081	P20810	TCF12	CAST	True	False	False	False	False	False	C
Q99081	Q8WUD4	TCF12	CCDC12	True	False	False	False	False	False	C
Q99081	Q9UHN6	TCF12	CEMIP2	True	False	False	False	False	False	C
Q99081	Q3L8U1	TCF12	CHD9	True	False	False	False	False	False	C
Q99081	Q9UDT6	TCF12	CLIP2	True	False	False	False	False	False	C
Q99081	Q8TBE1	TCF12	CNIH3	True	False	False	False	False	False	C
Q99081	Q9NZV1	TCF12	CRIM1	True	False	False	False	False	False	C
Q99081	P35221	TCF12	CTNNA1	True	False	False	False	False	False	C
Q99081	Q9NWM3	TCF12	CUEDC1	True	False	False	False	False	False	C
Q99081	Q9Y4D1	TCF12	DAAM1	True	False	False	False	False	False	C
Q99081	Q9Y2E4	TCF12	DIP2C	True	False	False	False	False	False	C
Q99081	Q16555	TCF12	DPYSL2	True	False	False	False	False	False	C
Q99081	Q8IUD2	TCF12	ERC1	True	False	False	False	False	False	B
Q99081	Q53EP0	TCF12	FNDC3B	True	False	False	False	False	False	C
Q99081	Q9C0B1	TCF12	FTO	True	False	False	False	False	False	C
Q99081	O60861	TCF12	GAS7	True	False	False	False	False	False	C
Q99081	Q5T1R4	TCF12	HIVEP3	True	False	False	False	False	False	C
Q99081	Q13576	TCF12	IQGAP2	True	False	False	False	False	False	C
Q99081	Q14571	TCF12	ITPR2	True	False	False	False	False	False	C
Q99081	Q92833	TCF12	JARID2	True	False	False	False	False	False	C
Q99081	Q86VZ6	TCF12	JAZF1	True	False	False	False	False	False	C
Q99081	Q8NHM5	TCF12	KDM2B	True	False	False	False	False	False	C
Q99081	Q9Y2Y9	TCF12	KLF13	True	False	False	False	False	False	C
Q99081	Q9UPQ0	TCF12	LIMCH1	True	False	False	False	False	False	C
Q99081	P48059	TCF12	LIMS1	True	False	False	False	False	False	C
Q99081	Q93052	TCF12	LPP	True	False	False	False	False	False	C
Q99081	Q9Y2L9	TCF12	LRCH1	True	False	False	False	False	False	C
Q99081	Q14766	TCF12	LTBP1	True	False	False	False	False	False	C
Q99081	O94854	TCF12	MACF1	True	False	False	False	False	False	C
Q99081	Q9UPN3	TCF12	MACF1	True	False	False	False	False	False	C
Q99081	Q9NR56	TCF12	MBNL1	True	False	False	False	False	False	C
Q99081	Q96RN5	TCF12	MED15	True	False	False	False	False	False	C
Q99081	O00712	TCF12	NFIB	True	False	False	False	False	False	C
Q99081	O60462	TCF12	NRP2	True	False	False	False	False	False	C
Q99081	Q8WX93	TCF12	PALLD	True	False	False	False	False	False	C
Q99081	Q8TEW8	TCF12	PARD3B	True	False	False	False	False	False	C
Q99081	P11498	TCF12	PC	True	False	False	False	False	False	C
Q99081	Q08499	TCF12	PDE4D	True	False	False	False	False	False	C
Q99081	Q9NQ66	TCF12	PLCB1	True	False	False	False	False	False	C
Q99081	O75051	TCF12	PLXNA2	True	False	False	False	False	False	C
Q99081	Q08209	TCF12	PPP3CA	True	False	False	False	False	False	B
Q99081	Q7Z3G6	TCF12	PRICKLE2	True	False	False	False	False	False	C
Q99081	Q02156	TCF12	PRKCE	True	False	False	False	False	False	C
Q99081	Q5JSZ5	TCF12	PRRC2B	True	False	False	False	False	False	C
Q99081	Q05397	TCF12	PTK2	True	False	False	False	False	False	C
Q99081	Q15262	TCF12	PTPRK	True	False	False	False	False	False	C
Q99081	Q8WZA2	TCF12	RAPGEF4	True	False	False	False	False	False	C
Q99081	Q6XE24	TCF12	RBMS3	True	False	False	False	False	False	C
Q99081	Q06330	TCF12	RBPJ	True	False	False	False	False	False	C
Q99081	Q9Y2G9	TCF12	SBNO2	True	False	False	False	False	False	C
Q99081	Q14140	TCF12	SERTAD2	True	False	False	False	False	False	C
Q99081	Q7Z6J0	TCF12	SH3RF1	True	False	False	False	False	False	C
Q99081	P57057	TCF12	SLC37A1	True	False	False	False	False	False	C
Q99081	Q9NUQ6	TCF12	SPATS2L	True	False	False	False	False	False	C
Q99081	O95425	TCF12	SVIL	True	False	False	False	False	False	C
Q99081	Q86TI0	TCF12	TBC1D1	True	False	False	False	False	False	C
Q99081	P15884	TCF12	TCF4	True	False	False	False	False	False	C
Q99081	P28347	TCF12	TEAD1	True	False	False	False	False	False	C
Q99081	Q6YHU6	TCF12	THADA	True	False	False	False	False	False	C
Q99081	Q8IVF5	TCF12	TIAM2	True	False	False	False	False	False	C
Q99081	Q9UPQ9	TCF12	TNRC6B	True	False	False	False	False	False	C
Q99081	Q14135	TCF12	VGLL4	True	False	False	False	False	False	C
Q99081	O43516	TCF12	WIPF1	True	False	False	False	False	False	C
Q99081	Q8IX03	TCF12	WWC1	True	False	False	False	False	False	C
Q99081	Q9GZV5	TCF12	WWTR1	True	False	False	False	False	False	B
Q99081	Q8NAP3	TCF12	ZBTB38	True	False	False	False	False	False	C
Q99081	Q8IZN3	TCF12	ZDHHC14	True	False	False	False	False	False	C
Q99081	Q15911	TCF12	ZFHX3	True	False	False	False	False	False	C
Q99081	Q9ULD9	TCF12	ZNF608	True	False	False	False	False	False	C
P15923	O14514	TCF3	ADGRB1	True	False	False	False	False	False	C
P15923	Q6QNK2	TCF3	ADGRD1	True	False	False	False	False	False	C
P15923	O00468	TCF3	AGRN	True	False	False	False	False	False	C
P15923	Q5TGY3	TCF3	AHDC1	True	False	False	False	False	False	C
P15923	Q01432	TCF3	AMPD3	True	False	False	False	False	False	C
P15923	P39687	TCF3	ANP32A	True	False	False	False	False	False	B
P15923	Q96P48	TCF3	ARAP1	True	False	False	False	False	False	C
P15923	Q7Z5H3	TCF3	ARHGAP22	True	False	False	False	False	False	C
P15923	Q92888	TCF3	ARHGEF1	True	False	False	False	False	False	C
P15923	Q14155	TCF3	ARHGEF7	True	False	False	False	False	False	C
P15923	Q8NAA4	TCF3	ATG16L2	True	False	False	False	False	False	C
P15923	P98196	TCF3	ATP11A	True	False	False	False	False	False	C
P15923	Q93084	TCF3	ATP2A3	True	False	False	False	False	False	C
P15923	O43861	TCF3	ATP9B	True	False	False	False	False	False	C
P15923	O15169	TCF3	AXIN1	True	False	False	False	False	False	B
P15923	Q92994	TCF3	BRF1	True	False	False	False	False	False	C
P15923	Q9Y426	TCF3	C2CD2	True	False	False	False	False	False	C
P15923	Q9Y6J0	TCF3	CABIN1	True	False	False	False	False	False	C
P15923	Q7Z3S7	TCF3	CACNA2D4	True	False	False	False	False	False	C
P15923	Q86V15	TCF3	CASZ1	True	False	False	False	False	False	C
P15923	O75081	TCF3	CBFA2T3	True	False	False	False	False	False	C
P15923	Q8WUD4	TCF3	CCDC12	True	False	False	False	False	False	C
P15923	Q96F63	TCF3	CCDC97	True	False	False	False	False	False	C
P15923	Q9BSQ5	TCF3	CCM2	True	False	False	False	False	False	C
P15923	Q9BYE9	TCF3	CDHR2	True	False	False	False	False	False	C
P15923	P33076	TCF3	CIITA	True	False	False	False	False	False	B
P15923	Q9UDT6	TCF3	CLIP2	True	False	False	False	False	False	C
P15923	Q5IJ48	TCF3	CRB2	True	False	False	False	False	False	C
P15923	P41240	TCF3	CSK	True	False	False	False	False	False	C
P15923	Q13363	TCF3	CTBP1	True	False	False	False	False	False	C
P15923	Q7LFL8	TCF3	CXXC5	True	False	False	False	False	False	C
P15923	Q15438	TCF3	CYTH1	True	False	False	False	False	False	C
P15923	Q5VWQ8	TCF3	DAB2IP	True	False	False	False	False	False	C
P15923	Q13574	TCF3	DGKZ	True	False	False	False	False	False	C
P15923	Q9H9B1	TCF3	EHMT1	True	False	False	False	False	False	C
P15923	Q53HC9	TCF3	EIPR1	True	False	False	False	False	False	C
P15923	Q99607	TCF3	ELF4	True	False	False	False	False	False	C
P15923	P55199	TCF3	ELL	True	False	False	False	False	False	C
P15923	Q9UBC2	TCF3	EPS15L1	True	False	False	False	False	False	C
P15923	Q13451	TCF3	FKBP5	True	False	False	False	False	False	C
P15923	O14976	TCF3	GAK	True	False	False	False	False	False	C
