comparison,gene,tumor_n,normal_n,tumor_median,normal_median,median_delta_tumor_minus_normal,cliffs_delta_tumor_vs_normal,mann_whitney_U,p_value,BH_FDR_within_41_gene_family,DINP_evidence_profile,DINP_source_family_count,DINP_multi_family_support,pathway_anchor_class,original_biological_priority_rank
COAD_primary_tumor_vs_COAD_solid_tissue_normal,PPARA,288,41,3.0535,3.477,-0.42349999999999977,-0.40455623306233063,3515.5,2.7815575184415563e-05,5.702192912805191e-05,CTD,1,0,strong_cross-resource_pathway_anchor,6
COAD_primary_tumor_vs_COAD_solid_tissue_normal,PPARD,288,41,4.0875,4.851,-0.7634999999999996,-0.6882621951219512,1840.5,1.003265368264124e-12,3.739443645348099e-12,CTD,1,0,strong_cross-resource_pathway_anchor,9
COAD_primary_tumor_vs_COAD_solid_tissue_normal,PPARG,288,41,5.342499999999999,6.135,-0.7925000000000004,-0.4930555555555556,2993.0,3.263363737212749e-07,7.433217401429039e-07,CTD,1,0,strong_cross-resource_pathway_anchor,3
COAD_primary_tumor_vs_COAD_solid_tissue_normal,PTGER2,288,41,0.69245,2.414,-1.7215500000000001,-0.6408367208672087,2120.5,3.163745711911858e-11,9.977967245260475e-11,CTD,1,0,cross-resource_pathway_supported,24
COAD_primary_tumor_vs_COAD_solid_tissue_normal,PTGER4,288,41,2.779,4.419,-1.6399999999999997,-0.9251355013550135,442.0,9.311908362228188e-22,1.9089412142567784e-20,CTD,1,0,cross-resource_pathway_supported,23
COAD_primary_tumor_vs_COAD_solid_tissue_normal,PTGES2,288,41,6.4445,6.071,0.37349999999999994,0.5265921409214093,9013.0,4.896452919785818e-08,1.1809092335954033e-07,CTD,1,0,strong_cross-resource_pathway_anchor,12
COAD_primary_tumor_vs_COAD_solid_tissue_normal,PTGS1,288,41,1.866,3.98,-2.114,-0.8806741192411924,704.5,7.265735273315512e-20,6.357969829294745e-19,CTD,1,0,strong_cross-resource_pathway_anchor,11
COAD_primary_tumor_vs_COAD_solid_tissue_normal,PTGS2,288,41,1.1800000000000002,0.3231,0.8569000000000002,0.153539972899729,6810.5,0.11185050071526399,0.1348785449801713,CTD,1,0,strong_cross-resource_pathway_anchor,7
COAD_primary_tumor_vs_COAD_solid_tissue_normal,RELA,288,41,5.657500000000001,5.442,0.21550000000000047,0.32511856368563685,7823.5,0.0007582195163375383,0.0012952916737432947,CTD,1,0,strong_cross-resource_pathway_anchor,13
COAD_primary_tumor_vs_COAD_solid_tissue_normal,RXRA,288,41,4.239000000000001,5.215,-0.9759999999999991,-0.8368055555555556,963.5,4.3558637040894944e-18,2.9765068644611543e-17,CTD,1,0,strong_cross-resource_pathway_anchor,1
COAD_primary_tumor_vs_COAD_solid_tissue_normal,SELE,288,41,-0.3878,-2.053,1.6652,0.35848577235772355,8020.5,0.00020445040342424682,0.0003644550669736574,CompTox,1,0,cross-resource_pathway_supported,33
COAD_primary_tumor_vs_COAD_solid_tissue_normal,SIRT1,288,41,2.877,2.938,-0.06100000000000039,-0.08333333333333333,5412.0,0.3883987815164667,0.41906184321513507,CTD,1,0,cross-resource_pathway_supported,27
COAD_primary_tumor_vs_COAD_solid_tissue_normal,SQSTM1,288,41,8.119499999999999,7.994,0.12549999999999883,0.15641937669376693,6827.5,0.10528587500067413,0.13080972348568604,CTD,1,0,cross-resource_pathway_supported,17
COAD_primary_tumor_vs_COAD_solid_tissue_normal,STAT3,288,41,5.6240000000000006,5.82,-0.19599999999999973,-0.23865176151761516,4495.0,0.013445588713042215,0.01837563790782436,CTD,1,0,strong_cross-resource_pathway_anchor,14
COAD_primary_tumor_vs_COAD_solid_tissue_normal,TIMP1,288,41,8.68,6.28,2.3999999999999995,0.8799966124661247,11099.5,7.753621743042372e-20,6.357969829294745e-19,CTD,1,0,cross-resource_pathway_supported,22
COAD_primary_tumor_vs_COAD_solid_tissue_normal,TIMP2,288,41,5.9775,6.346,-0.36850000000000005,-0.28717818428184283,4208.5,0.0029345493280668,0.004627558555797646,CTD,1,0,single-resource_or_nonconcordant_pathway_context,35
