sample_id,AKR1C3,ATG5,BECN1,CA9,CCL20,CRP,CXCR4,CYP1A2,CYP2C9,CYP3A4,DKK1,DUSP1,ESR1,F3,HPGD,HSPA1A,IGFBP1,IL1A,MIR675,MMP2,MMP9,NEAT1,NR1I2,NR3C1,PGR,PPARA,PPARD,PPARG,PTGER2,PTGER4,PTGES2,PTGS1,PTGS2,RELA,RXRA,SELE,SIRT1,SQSTM1,STAT3,TIMP1,TIMP2
TCGA-D5-6531-01,4.574,3.74,5.628,9.677,3.297,-4.608,5.678,-9.966,-1.831,-0.9406,-2.466,3.369,-3.047,3.177,4.292,3.804,-5.574,-3.047,-9.966,6.225,3.26,5.491,4.261,0.7748,-2.315,3.081,3.512,2.618,-0.7834,2.669,6.842,1.753,-0.4325,6.286,4.575,-1.026,2.368,7.735,5.223,9.408,6.003
TCGA-DM-A1D9-01,6.335,4.434,5.186,3.819,5.379,-9.966,2.576,-9.966,-9.966,-4.293,1.317,5.712,-5.574,4.946,0.547,4.16,-9.966,-1.994,-9.966,5.377,1.008,7.372,4.252,-0.3201,-4.608,2.46,3.712,4.904,0.6239,1.938,6.705,0.2522,-1.51,5.463,3.98,-0.6416,2.768,8.341,4.18,8.427,4.801
TCGA-DM-A1DB-01,5.41,4.472,6.646,5.26,6.102,-9.966,3.308,-9.966,-1.392,-2.548,-9.966,4.758,-5.574,0.4552,3.199,4.168,-3.458,-3.816,-9.966,3.491,3.483,8.479,4.956,-0.5332,-6.506,3.321,3.94,5.425,-2.315,1.808,5.906,-1.117,-2.178,5.665,3.72,-0.4921,3.595,7.207,4.866,8.342,3.004
TCGA-A6-A5ZU-01,6.574,3.805,6.401,3.45,3.916,-9.966,4.812,-9.966,-2.466,-2.727,-1.595,4.242,-1.392,1.949,2.444,3.392,-9.966,-4.035,-9.966,5.943,5.809,8.014,3.76,1.541,-3.308,3.007,4.416,3.643,-0.6643,1.043,6.22,2.022,-2.466,5.728,4.127,-0.7108,1.848,7.881,5.44,9.053,6.045
TCGA-NH-A5IV-01,3.146,4.446,6.338,3.183,3.466,-9.966,5.426,-9.966,-1.51,-4.035,-1.214,5.799,-1.685,3.368,3.799,5.045,-4.035,-0.5973,-9.966,5.173,5.477,7.388,2.665,1.078,-4.293,3.363,4.219,5.449,0.5859,2.63,7.073,1.078,0.0854,5.637,5.269,0.6425,3.149,7.139,5.334,7.535,5.072
TCGA-A6-6651-01,3.685,4.141,5.695,-1.214,3.82,-5.012,5.899,-9.966,-0.6416,-4.293,0.044,5.9,-0.2671,3.608,3.332,5.991,-4.035,-2.727,-9.966,8.672,7.383,6.258,4.421,3.274,-0.5756,2.909,4.227,4.718,1.758,2.48,5.832,3.869,1.305,5.675,4.888,2.308,3.113,7.801,6.124,10.2,8.077
TCGA-CA-6715-01,7.186,4.745,6.954,6.314,8.475,-9.966,4.386,-9.966,-1.149,-2.245,-2.466,4.067,-4.293,2.894,0.8327,4.465,-4.035,1.215,-9.966,5.537,5.1,6.803,5.551,-0.5332,-5.574,3.842,3.699,6.505,-1.938,3.133,6.295,0.1519,-1.149,5.981,4.432,-1.431,3.091,8.335,6.198,8.652,4.631
TCGA-CM-6674-01,6.615,4.379,6.401,4.062,5.531,-9.966,5.664,-9.966,-2.727,0.099,-5.574,5.555,-4.035,4.042,2.892,4.392,-5.012,-1.994,-9.966,7.433,4.822,5.679,1.836,0.9191,-4.035,2.738,4.179,4.308,2.858,1.975,6.952,2.036,-0.7346,5.38,4.057,-0.4719,2.731,7.839,5.978,9.753,6.832
TCGA-D5-6932-01,6.564,4.003,5.708,4.719,4.316,-9.966,4.284,-9.966,-5.012,-4.035,-1.392,5.546,-4.035,2.84,1.561,6.835,-3.626,-0.4131,-9.966,6.56,5.138,5.936,4.639,0.9935,-4.035,2.949,3.984,4.31,-0.4131,2.379,6.517,2.141,1.66,5.172,4.233,-0.0277,2.573,8.457,5.359,9.271,6.005
TCGA-A6-2685-11,6.32,4.597,6.417,-1.47,5.617,-9.966,4.597,-9.966,-1.884,1.423,-2.635,7.042,-2.053,3.652,7.29,6.524,-5.012,-2.466,-9.966,5.024,2.549,6.798,5.036,3.106,-2.466,3.66,4.792,6.181,2.362,4.934,6.386,3.631,1.001,5.602,5.392,-1.392,2.828,8.374,6.185,6.229,5.895
TCGA-A6-6137-01,5.206,4.532,6.906,3.984,7.404,-9.966,4.752,-9.966,-2.178,-1.51,-1.938,6.052,-2.727,5.174,4.407,4.484,-3.171,0.537,-9.966,5.91,4.372,7.659,5.387,1.481,-2.826,3.763,4.31,6.622,2.138,4.421,6.331,2.759,3.721,5.982,5.036,-0.1345,3.351,8.29,6.906,8.162,5.355
TCGA-CK-5916-01,4.881,4.879,6.011,7.411,4.617,-9.966,7.784,-9.966,-9.966,-3.458,-9.966,4.513,-2.635,4.946,3.284,4.771,-5.574,-0.6873,-9.966,6.461,3.375,5.476,3.029,1.888,-3.171,3.711,3.953,4.841,2.651,4.547,6.893,1.926,-1.181,5.632,4.352,0.5069,3.432,7.699,6.282,9.201,6.574
TCGA-F4-6459-01,7.352,4.537,6.355,3.489,6.161,-9.966,4.857,-9.966,-3.816,-4.608,-1.595,6.32,-1.994,3.843,5.137,7.434,2.444,-0.9406,-9.966,6.667,5.096,5.595,4.373,2.436,-1.685,3.775,4.841,5.892,1.151,2.984,5.963,3.271,1.317,5.832,4.64,1.177,3.883,8.368,5.947,9.74,7.412
TCGA-CM-6165-01,6.027,4.835,6.777,4.583,3.623,-9.966,4.469,-9.966,-3.626,-0.6873,-0.6643,5.103,-2.178,4.545,4.643,5.72,-5.012,-2.315,-9.966,6.786,6.566,6.401,4.79,2.121,-2.466,4.242,4.07,5.169,0.7748,3.43,6.479,2.947,1.351,5.749,5.131,1.328,3.642,8.249,6.219,9.042,6.857
TCGA-A6-3810-01,4.588,4.098,4.991,-2.68,4.946,-2.727,3.256,-5.966,-1.91,-2.878,-3.626,4.0,-0.5228,3.366,3.025,2.964,-4.608,0.6097,-9.966,5.596,2.619,9.453,4.147,2.984,-1.662,3.206,1.105,3.137,-0.5649,0.7622,2.474,0.9971,3.114,2.555,1.623,0.0718,3.058,5.28,5.088,6.184,4.971
TCGA-A6-6780-01,3.563,4.831,5.81,6.044,4.704,-9.966,4.873,-9.966,0.5404,-1.901,-5.823,4.891,-1.47,2.922,1.985,5.284,-5.361,0.8408,-9.966,4.455,3.763,8.394,3.325,2.394,-3.687,3.176,2.833,5.264,0.02524,2.676,5.964,1.301,3.732,4.225,2.225,1.01,2.643,6.382,5.524,7.154,4.714
TCGA-CM-6677-01,4.771,4.401,5.642,3.636,5.731,-9.966,3.259,-9.966,-5.574,-3.047,-3.171,3.695,-3.816,4.64,3.009,7.154,-9.966,-1.732,-9.966,7.39,4.136,6.967,4.728,1.138,-4.293,2.48,3.93,5.127,0.3573,2.296,6.866,1.647,-0.5756,5.595,4.256,0.346,2.128,8.558,5.374,8.302,6.46
TCGA-G4-6322-01,0.9716,4.22,6.181,0.099,7.31,-9.966,5.806,-9.966,-5.012,-2.932,-3.308,7.037,-3.047,6.123,3.064,4.118,-5.574,0.5069,-9.966,5.68,5.039,9.426,0.7916,0.6699,-5.012,2.742,3.17,5.862,3.772,4.373,6.484,2.26,1.824,5.221,4.014,-2.053,1.546,8.026,5.998,8.304,4.898
TCGA-F4-6854-01,7.183,4.473,5.964,3.152,4.77,-9.966,3.381,-9.966,-0.2498,-3.171,-0.3752,4.793,-3.047,3.74,2.997,6.733,-0.5756,-1.884,-9.966,6.713,5.186,5.823,4.799,1.465,-2.826,3.959,4.657,5.109,-0.1993,3.025,6.737,2.053,1.915,5.934,5.122,1.221,3.123,8.994,5.723,8.491,6.259
TCGA-A6-A565-01,6.058,4.484,6.09,4.918,3.945,-9.966,7.242,-9.966,1.723,-1.994,0.4761,7.123,-1.214,6.331,5.614,6.139,-1.552,-1.552,-9.966,7.648,5.39,9.861,4.972,2.764,-3.458,3.716,5.043,5.793,2.757,4.487,5.959,2.561,0.8082,5.607,4.269,-0.5332,3.351,7.357,6.126,9.309,6.448
TCGA-A6-A56B-01,1.637,4.323,6.209,4.786,4.643,-9.966,3.52,-9.966,-9.966,-9.966,-2.053,6.262,-3.458,3.896,1.896,8.565,-2.053,-2.466,-9.966,7.491,5.114,8.547,4.671,0.8164,-3.626,2.915,4.643,4.232,-0.3022,2.173,6.063,1.832,3.109,5.453,4.333,-0.1504,2.412,8.335,5.197,7.596,6.563
TCGA-AY-A54L-01,6.786,4.766,6.189,6.461,7.057,-4.608,2.526,-9.966,-2.245,-2.826,1.656,7.419,-4.293,4.754,2.928,3.855,-2.932,1.202,-9.966,3.551,-0.6643,7.924,4.502,-1.214,-3.458,2.757,3.741,5.609,0.3907,3.181,6.625,-0.9971,1.345,5.384,3.408,-1.026,3.652,7.666,4.802,8.692,2.868
TCGA-A6-5665-01,2.051,3.918,5.573,4.827,7.488,-5.176,4.337,-9.966,-2.696,-2.97,-9.966,5.775,-0.9132,6.707,4.148,2.813,-5.361,1.125,-9.966,5.438,2.716,9.613,1.227,2.466,-3.047,3.29,3.854,4.762,1.856,2.105,6.006,0.7972,4.18,5.14,2.986,-1.443,2.806,6.459,5.804,7.648,5.509
TCGA-A6-2677-01,3.59,3.188,4.64,-0.452,2.73,-4.796,1.723,-7.381,-7.381,-3.047,-3.718,3.295,-1.355,2.54,2.801,0.8408,-5.265,-0.7226,2.698,2.705,1.196,7.474,3.108,1.145,-1.966,2.711,0.4071,4.017,-1.071,1.504,3.296,0.3288,0.1519,2.131,0.5714,-0.7834,2.121,5.081,4.161,4.368,3.461
TCGA-CM-6162-01,5.448,4.834,6.321,6.193,4.036,-5.574,6.267,-9.966,-0.8339,-1.283,3.428,7.671,-0.9971,8.238,4.009,5.246,-2.114,0.1124,-9.966,9.815,6.09,5.849,4.617,3.869,-0.8599,3.338,5.179,5.749,3.737,4.926,6.107,4.279,3.384,6.221,4.859,2.414,3.56,7.973,7.115,10.1,8.657
TCGA-D5-6541-01,6.753,4.489,6.786,4.168,3.866,-4.293,4.556,-9.966,-6.506,-4.035,-2.114,3.372,-2.053,2.87,1.82,7.587,-9.966,0.4016,-9.966,7.277,3.689,6.569,3.785,1.683,-2.932,3.874,3.649,6.056,0.9419,3.965,6.447,2.635,-2.727,5.491,3.677,-1.685,2.536,8.66,5.711,8.222,7.014
TCGA-CM-5348-01,7.324,4.644,6.39,-1.086,4.17,-6.506,5.168,-9.966,-9.966,0.5568,4.098,6.532,-2.114,5.544,5.752,6.673,1.39,-1.595,-9.966,7.574,7.944,8.047,1.288,3.721,-1.595,3.506,4.452,4.369,1.305,3.195,6.297,3.531,5.771,6.026,4.643,-0.6643,3.25,9.508,6.017,9.856,7.88
TCGA-4T-AA8H-01,4.84,3.778,6.244,3.987,5.248,-9.966,3.704,-9.966,0.4233,-2.548,-1.884,3.458,-5.012,4.851,2.951,3.26,-9.966,-2.114,-9.966,3.565,0.8805,7.797,4.66,0.1903,-6.506,3.262,4.383,6.121,-0.1828,3.676,6.163,1.145,-2.727,5.263,3.711,-5.012,2.814,7.213,5.328,7.864,3.437
TCGA-5M-AATA-01,4.493,4.168,6.119,0.0158,7.483,-9.966,4.277,-9.966,-3.308,-4.608,-2.388,6.53,-5.012,6.077,0.547,6.787,-2.635,-1.214,-9.966,5.975,3.236,7.864,4.259,1.412,-5.574,2.524,3.029,5.782,-0.013,1.19,6.783,2.87,3.148,5.303,4.238,1.27,2.26,8.174,5.591,8.3,5.232
TCGA-AY-A71X-01,6.109,4.131,5.985,8.062,3.741,-0.2671,4.399,-9.966,0.4016,-1.318,2.039,4.172,-5.012,6.458,2.559,6.302,-9.966,0.5069,-9.966,2.818,2.751,9.063,5.431,-1.781,-4.608,3.617,4.858,6.524,3.962,4.111,6.084,0.7493,-0.3752,5.236,3.936,-4.608,2.834,8.17,5.385,8.771,4.021
TCGA-NH-A50T-01,3.247,3.971,5.835,6.176,5.689,-9.966,2.004,-9.966,-4.293,-6.506,-2.727,3.578,-9.966,2.951,2.473,2.967,-9.966,-2.053,-9.966,4.842,1.71,8.03,4.883,-0.8863,-6.506,1.88,4.232,6.26,-2.466,1.496,7.199,0.2522,0.9038,4.851,4.013,-1.831,2.618,7.261,4.505,7.26,3.926
TCGA-AA-3520-11,7.454,4.666,6.293,0.03,3.763,-9.966,4.268,-9.966,-1.552,0.4016,-1.056,7.206,-2.315,4.075,7.176,7.251,-3.816,-2.932,-9.966,6.515,3.616,5.879,5.129,2.789,-2.932,3.676,5.286,6.904,2.551,4.642,6.071,3.921,-0.0277,5.306,5.305,-2.635,2.81,8.303,5.73,6.126,6.275
TCGA-DM-A28C-01,4.971,3.754,6.04,6.325,2.63,-9.966,1.762,-9.966,-9.966,-1.51,-5.574,3.469,-5.012,3.259,-1.47,5.576,-5.012,-3.816,-9.966,4.489,3.269,6.192,5.032,-0.9971,-5.574,4.169,3.383,6.016,-0.2159,3.253,6.384,0.1648,-1.831,5.303,4.425,-1.994,2.747,8.893,5.47,7.263,4.464
TCGA-AD-6965-01,6.831,5.178,6.239,5.4,4.291,-5.574,3.919,-9.966,-3.308,-3.308,3.138,4.413,-3.626,4.093,4.194,6.906,-5.012,-2.315,-9.966,6.805,4.908,6.567,5.336,1.105,-3.816,2.854,4.172,6.553,0.688,2.275,6.841,1.064,-2.548,5.637,4.392,-0.9971,3.392,7.983,5.471,7.885,5.881
TCGA-DM-A0XD-01,4.751,3.53,5.708,8.066,3.589,-9.966,2.457,-9.966,0.1648,-4.293,-4.035,3.452,-6.506,6.589,3.417,6.972,0.2881,-1.181,-9.966,6.84,1.351,7.684,4.272,-0.5756,-6.506,1.919,4.602,4.476,-2.178,0.3573,6.26,-0.394,-2.178,4.819,3.105,-2.932,1.679,7.03,4.618,9.43,5.699
TCGA-CA-6717-01,6.731,4.561,6.521,8.044,6.579,-5.012,5.895,-9.966,-2.114,1.34,-0.5756,6.964,-1.117,4.185,4.022,6.72,-2.826,0.537,-9.966,7.966,6.304,6.509,3.139,2.975,-1.552,3.788,4.06,5.572,1.496,2.922,6.359,3.452,1.227,6.124,4.315,2.151,3.425,8.337,6.001,9.32,7.349
TCGA-A6-6782-01,7.595,3.854,5.883,0.9038,6.625,-9.966,5.146,-5.574,-3.626,-2.932,-1.181,6.873,-1.938,3.834,3.022,4.429,-0.9971,-0.4131,-9.966,6.178,4.488,7.319,4.54,1.595,-1.938,3.041,3.247,5.92,0.1124,2.095,6.153,2.131,2.328,5.398,4.472,0.1519,2.302,8.661,5.213,9.271,6.205
TCGA-A6-2674-01,2.555,4.445,4.882,-0.1665,5.823,-4.608,4.309,-6.506,-3.816,-3.626,0.3057,5.671,0.6332,4.496,4.22,5.908,-1.685,3.261,2.66,6.948,5.461,10.17,1.692,3.559,-1.938,2.84,1.478,3.56,-0.005797,1.529,2.656,1.864,6.313,3.208,1.444,1.008,2.428,5.477,5.436,7.383,5.646
TCGA-G4-6626-01,5.14,4.479,6.579,5.905,8.399,-4.608,2.299,-9.966,-9.966,-5.574,1.745,5.676,-4.608,3.077,3.519,5.251,-4.608,-2.932,-9.966,4.734,1.945,7.752,4.405,-0.7346,-6.506,2.118,3.565,5.196,-1.595,3.475,6.694,0.9568,0.4016,5.697,3.605,-1.47,3.31,8.72,5.702,7.686,3.482
TCGA-CM-4744-01,7.101,4.123,4.748,8.376,6.319,-9.966,3.126,-9.966,-0.1345,-2.466,-1.831,4.031,-5.574,4.659,4.539,5.615,-9.966,-1.994,-9.966,3.082,0.7321,5.182,4.111,-0.6416,-6.506,1.956,3.251,5.712,-1.831,0.2277,6.504,-0.2845,-2.388,4.74,3.517,-3.047,2.193,7.539,4.465,8.452,3.803
TCGA-AZ-6605-01,6.433,4.54,6.353,1.183,6.333,-9.966,5.241,-9.966,-1.639,-2.315,-0.2498,5.44,-1.248,4.776,3.966,4.947,-1.884,-0.5125,-9.966,9.213,6.659,7.366,4.426,2.755,-2.114,2.59,4.081,5.109,2.081,2.945,6.115,2.379,0.7407,5.674,3.858,2.59,2.642,7.975,5.978,9.492,8.192
TCGA-A6-2680-11,8.574,4.57,6.19,3.205,2.674,-9.966,3.189,-9.966,4.928,9.653,-2.388,6.717,-2.826,4.358,7.099,5.756,-6.506,-5.012,-9.966,5.241,2.211,8.047,5.896,3.486,-1.639,4.157,4.253,5.095,1.252,4.37,5.592,3.571,0.4125,5.294,5.446,2.0,2.846,8.281,5.812,6.049,6.258
TCGA-AZ-6601-01,5.857,4.37,6.069,5.103,6.551,-3.458,5.148,-6.506,1.158,-2.466,-2.114,5.309,-2.114,5.851,4.134,5.694,-3.458,-1.884,-9.966,6.283,6.489,7.528,4.118,2.313,-2.826,3.604,4.652,5.183,0.2881,2.342,6.868,2.311,-0.6643,5.878,4.155,0.8246,3.045,7.856,5.716,9.489,6.225
TCGA-A6-2684-01,4.397,4.081,4.879,6.954,3.628,-6.125,3.655,-9.966,-2.114,-2.388,-0.7425,4.34,-0.09797,4.12,2.599,5.607,-7.027,0.06257,0.9789,6.442,4.28,8.198,2.453,2.643,-0.5973,3.598,3.276,4.892,0.7607,2.034,4.969,1.608,1.362,4.52,2.845,-0.1993,2.526,7.157,4.757,7.683,6.319
TCGA-AZ-4315-01,6.137,5.114,5.489,3.186,8.514,-9.966,3.125,-9.966,-1.884,-4.035,-1.47,5.162,-5.012,3.478,5.083,6.519,-2.388,2.662,-9.966,5.652,3.151,5.298,2.874,1.979,-5.012,3.045,3.199,5.525,0.3573,2.787,6.963,0.3573,-2.548,5.16,3.615,-2.727,2.971,8.586,5.361,8.147,4.879
TCGA-CM-4751-01,6.388,4.522,5.718,7.626,4.535,-9.966,4.658,-9.966,1.423,-2.727,3.379,5.42,-2.826,5.917,6.262,5.375,-5.574,-1.181,-9.966,7.205,3.272,7.614,3.53,1.896,-3.047,3.262,5.22,5.574,2.183,3.242,6.707,1.623,2.856,6.057,4.544,-0.013,2.852,8.266,5.835,8.715,6.66
TCGA-AA-3675-01,4.398,4.399,5.489,5.367,6.634,-5.574,3.041,-9.966,-9.966,-3.626,-1.552,5.602,-3.626,3.418,1.151,5.577,-0.0277,2.644,-9.966,6.528,3.0,5.799,4.785,0.434,-5.574,3.24,3.688,6.432,0.9268,2.778,6.476,1.112,1.971,5.347,3.569,0.5069,2.447,8.359,5.647,7.942,5.548
TCGA-G4-6317-01,7.232,4.278,6.218,2.452,6.51,-9.966,1.305,-9.966,-3.626,-3.816,-2.932,2.797,-9.966,1.84,2.401,5.238,-9.966,-4.608,-9.966,4.376,-0.6873,7.294,3.283,-1.831,-6.506,2.764,2.921,5.221,-2.178,0.7058,7.244,-2.315,-0.8599,5.095,5.031,-4.293,2.568,8.347,4.777,8.003,3.939
TCGA-DM-A28A-01,4.498,4.554,6.446,5.185,4.705,-9.966,3.321,-9.966,-2.826,-2.932,1.561,6.238,-5.012,3.511,0.9789,7.82,-2.053,-3.308,-9.966,7.404,3.617,7.524,5.716,0.4967,-3.816,3.043,4.34,6.147,0.7832,3.793,6.348,0.9642,-1.831,5.972,3.983,-0.3566,3.257,8.087,5.542,8.587,6.284
TCGA-AA-3660-01,5.629,4.424,6.025,5.907,5.5,-2.548,3.105,-9.966,-2.053,-1.884,0.2277,5.216,-3.458,3.381,3.694,3.823,-3.171,-2.178,-9.966,6.412,2.322,7.067,3.731,1.151,-4.035,3.119,3.693,4.815,0.7321,2.554,6.871,2.108,0.2642,5.692,4.782,0.1257,2.676,8.682,5.612,7.933,6.165
