sample_id,AKR1C3,ATG5,BECN1,CA9,CCL20,CRP,CXCR4,CYP1A2,CYP2C9,CYP3A4,DKK1,DUSP1,ESR1,F3,HPGD,HSPA1A,IGFBP1,IL1A,MIR675,MMP2,MMP9,NEAT1,NR1I2,NR3C1,PGR,PPARA,PPARD,PPARG,PTGER2,PTGER4,PTGES2,PTGS1,PTGS2,RELA,RXRA,SELE,SIRT1,SQSTM1,STAT3,TIMP1,TIMP2
TCGA-AZ-4684-01,4.794,4.485,5.713,-1.214,6.126,-9.966,4.772,-9.966,-4.608,-4.035,0.9789,6.323,-2.315,4.49,5.955,8.142,-3.047,1.501,-9.966,7.376,5.05,7.5,3.425,1.719,-5.012,2.947,3.853,5.23,0.7233,2.425,6.694,3.119,3.388,5.884,4.507,3.016,2.936,7.87,5.47,8.105,6.24
TCGA-AA-3517-11,7.0,4.371,6.053,-1.595,5.972,-9.966,5.974,-9.966,-1.056,-2.727,-4.293,6.147,-1.47,3.863,6.522,7.459,-9.966,-5.012,-9.966,6.413,4.41,6.528,4.792,3.076,-2.826,3.316,4.793,6.437,2.354,4.74,5.961,3.343,-2.053,5.472,5.367,-1.51,3.004,8.17,5.723,6.344,6.213
TCGA-G4-6302-01,6.43,4.225,5.969,4.143,3.287,-1.248,5.204,-9.966,-1.248,1.118,-3.626,7.916,-1.51,5.326,4.247,7.051,-0.7346,-1.685,-9.966,8.563,5.873,7.003,2.787,3.186,0.1903,2.82,5.101,3.999,1.688,2.874,6.088,4.356,3.136,5.897,4.671,1.872,3.133,8.116,6.552,10.64,8.373
TCGA-AU-6004-01,5.207,4.467,6.315,8.643,6.761,-9.966,4.805,-6.506,-0.7108,0.8488,-9.966,5.344,-2.315,4.725,3.105,4.884,-2.178,0.8726,-9.966,7.92,6.713,8.514,3.834,1.719,-5.012,3.682,4.531,4.929,1.183,2.836,6.924,2.964,2.842,5.759,4.984,-1.026,2.696,7.796,6.553,8.661,6.841
TCGA-G4-6310-01,6.259,4.524,6.603,1.787,4.914,-9.966,1.6,-9.966,-5.574,-0.9686,-1.831,5.735,-5.574,3.136,4.271,6.751,-2.388,-5.574,-9.966,5.361,3.643,6.294,4.392,1.651,-0.6643,2.797,3.658,4.014,-0.9132,1.938,6.027,4.283,1.145,5.763,3.993,-1.639,3.205,8.194,5.899,8.281,6.782
TCGA-CA-5255-01,6.01,3.809,6.003,8.942,5.448,-9.966,4.054,-9.966,0.1257,-1.283,2.412,5.536,-5.012,5.116,5.516,7.609,0.688,2.368,-9.966,3.947,1.551,8.075,4.859,-0.7834,-3.047,2.901,3.492,6.597,0.7407,1.085,6.131,-0.5973,1.373,4.962,3.744,-2.388,2.108,8.012,4.966,9.231,5.167
TCGA-NH-A6GA-01,6.966,4.025,5.929,5.9,5.618,-9.966,4.233,-9.966,1.105,1.804,4.934,4.675,-3.308,5.27,7.22,7.911,-5.012,-1.994,-9.966,6.405,2.607,8.406,4.658,2.561,-3.171,3.265,4.161,5.017,0.9862,-0.0725,6.761,1.903,1.77,5.994,4.951,-0.3752,3.758,8.391,5.474,8.393,6.561
TCGA-AA-3655-01,5.445,3.915,6.417,8.168,6.555,-5.574,3.511,-9.966,-0.8599,-1.994,1.118,5.63,-3.047,4.824,4.743,5.744,-9.966,0.0854,-9.966,7.189,4.494,6.094,4.726,1.105,-4.293,3.368,3.701,5.161,2.029,2.814,6.524,2.196,1.522,5.938,4.765,0.0158,3.139,7.947,5.791,9.114,6.383
TCGA-A6-2678-11,7.794,4.566,6.367,-0.9971,4.299,-9.966,5.452,-9.966,-0.6643,4.312,-2.114,6.981,-1.685,5.192,6.98,6.733,-3.458,-4.608,-9.966,7.087,1.465,7.197,5.166,3.335,-1.47,3.89,5.822,6.192,3.106,5.155,5.931,4.301,-0.0877,5.578,5.524,-3.626,3.247,8.269,5.879,6.086,7.043
TCGA-CM-5863-01,6.681,3.773,5.776,5.719,5.289,-5.574,4.151,-9.966,-2.388,6.325,2.384,6.322,-3.308,4.94,6.843,5.718,-3.816,-0.4131,-9.966,7.954,3.918,6.269,4.683,2.025,-4.293,3.17,4.656,5.236,3.757,3.5,6.045,2.272,1.736,5.503,4.188,-0.9132,2.85,8.03,5.692,10.66,7.165
TCGA-G4-6304-01,5.456,3.828,5.942,6.164,4.488,-9.966,2.384,-9.966,-9.966,-2.388,-1.51,2.488,-6.506,2.529,4.691,2.978,-5.012,-0.9971,-9.966,3.21,2.803,6.676,1.595,-1.392,-9.966,3.064,3.358,5.295,-2.315,0.9568,7.083,-1.181,-0.2845,4.87,4.157,-5.012,2.404,7.588,4.633,7.862,2.734
TCGA-CM-6678-01,6.792,3.595,5.823,4.104,5.207,-9.966,2.293,-9.966,-2.932,-2.388,-1.117,4.532,-5.012,3.313,2.69,6.187,-3.626,0.7916,-9.966,5.627,4.883,4.414,4.152,-0.2845,-4.293,2.359,3.293,4.888,1.571,1.876,5.975,1.145,-1.831,4.944,3.315,-1.994,2.712,8.052,4.926,9.559,5.388
TCGA-A6-5657-01,4.659,4.385,5.916,5.852,3.769,-6.506,6.157,-9.966,-1.595,-5.574,3.287,6.897,-1.685,5.633,2.368,6.395,-3.626,-0.3566,-9.966,7.812,4.225,6.437,4.292,2.239,-2.388,2.305,4.129,5.309,1.77,2.483,6.771,2.808,4.599,6.006,4.787,0.6145,2.989,8.514,5.627,8.918,7.05
TCGA-A6-2672-01,5.092,3.175,5.026,2.823,3.617,-9.966,4.864,-9.966,-0.8731,-3.626,-9.966,4.039,-0.1504,4.757,0.7146,3.046,-4.293,0.3516,-9.966,6.114,3.048,9.698,1.806,3.115,-3.626,4.137,2.888,3.471,-0.2413,2.972,3.99,0.5321,4.082,4.486,2.997,-1.639,1.699,4.925,5.749,6.592,5.288
TCGA-D5-6930-01,5.593,4.56,6.088,5.935,5.985,-4.293,6.432,-9.966,-1.318,-2.826,-0.3383,4.493,-3.171,5.38,2.803,4.602,-1.056,-0.2671,-9.966,7.67,6.72,7.211,2.356,1.864,-3.308,2.791,4.217,5.04,3.487,2.546,6.77,1.723,3.464,5.67,4.367,0.6608,3.265,8.163,5.718,9.502,6.756
TCGA-F4-6805-01,5.976,4.833,5.949,8.056,7.048,-3.171,5.236,-6.506,-4.293,-3.816,3.758,7.522,-2.178,4.373,3.454,7.492,-5.574,1.941,-9.966,8.452,4.332,6.312,3.868,2.509,-1.355,3.268,4.815,5.423,1.701,3.43,6.496,3.997,2.998,5.873,4.419,1.506,3.303,8.494,6.197,9.2,7.989
TCGA-DM-A28M-01,7.023,4.354,6.106,7.391,8.254,-4.608,2.115,-9.966,-1.026,-3.308,-4.293,5.844,-6.506,2.685,2.053,9.502,-3.047,1.057,-9.966,2.376,0.3115,7.547,3.821,-2.053,-9.966,3.088,3.618,5.414,1.491,2.491,6.948,1.299,-3.626,4.889,3.997,-3.171,2.457,8.405,5.481,8.491,3.565
TCGA-QL-A97D-01,5.97,4.482,5.66,2.692,7.969,-9.966,4.584,-9.966,-3.816,-4.035,-2.727,4.509,-3.047,5.434,2.635,7.659,-9.966,1.46,-9.966,4.616,2.199,9.534,5.56,0.9191,-5.012,3.551,3.82,4.759,0.6517,2.846,6.927,0.9935,2.275,5.658,4.978,-0.6416,3.018,7.738,5.246,6.241,3.704
TCGA-3L-AA1B-01,5.158,4.148,6.675,5.022,4.612,-9.966,4.512,-9.966,0.3573,-1.214,-0.9132,5.309,-2.114,4.903,2.483,6.078,-4.608,-0.394,-9.966,7.048,4.16,7.827,4.909,1.317,-2.727,3.353,3.705,5.688,0.9642,2.977,6.167,2.004,-0.7346,5.657,4.274,-1.056,2.947,8.741,5.381,8.996,6.53
TCGA-CM-5860-01,7.353,4.176,5.897,3.9,6.447,-9.966,5.437,-9.966,1.423,0.9862,-1.248,6.051,-3.816,4.04,4.741,8.075,-9.966,-1.026,-9.966,8.594,5.492,5.083,4.294,2.115,-2.548,2.404,3.189,5.39,0.8883,2.917,5.977,1.719,3.162,5.398,3.379,1.209,3.292,8.119,4.991,8.934,7.543
TCGA-A6-2684-11,7.847,4.444,6.102,-0.6416,5.192,-9.966,3.744,-9.966,-0.4719,0.058,-2.932,7.177,-3.171,3.754,7.01,7.03,-4.608,-3.458,-9.966,5.706,3.671,6.683,4.654,2.376,-3.816,3.133,5.432,6.608,2.496,4.152,6.3,2.757,0.2642,5.324,5.297,-2.932,2.401,8.422,5.271,5.746,5.477
TCGA-AA-3534-11,7.354,4.593,6.277,0.3796,4.883,-9.966,4.595,-9.966,0.0158,1.196,-2.388,5.411,-1.431,4.369,6.602,6.964,-5.574,-3.171,-9.966,6.397,4.642,7.266,4.849,2.554,-2.826,3.679,5.171,6.242,2.585,4.388,6.29,3.769,-0.8339,5.48,5.239,-2.932,2.764,7.963,5.82,6.069,6.422
TCGA-A6-2679-11,7.503,4.302,6.164,0.3346,5.128,-9.966,4.793,-9.966,-0.6873,-1.355,-3.816,7.446,-1.639,4.653,7.052,6.757,-9.966,-2.826,-9.966,6.348,5.14,6.549,4.595,2.621,-2.114,3.331,4.945,6.135,2.984,4.805,6.19,3.514,-0.6643,5.394,5.272,-2.548,2.506,8.167,6.085,6.459,6.346
TCGA-SS-A7HO-01,7.117,4.389,6.556,-1.431,6.001,-9.966,4.719,-9.966,0.2881,-5.012,3.464,5.718,-4.293,4.487,0.2642,4.932,-9.966,-4.293,-9.966,4.291,2.091,8.499,4.837,-0.1187,-6.506,3.926,3.977,5.186,-0.8863,0.5859,7.053,1.696,1.59,5.671,4.577,0.4233,3.231,7.964,5.429,7.664,3.688
TCGA-D5-6537-01,5.2,4.712,6.845,4.357,7.421,-9.966,2.687,-9.966,-3.458,-3.816,-2.635,4.98,-6.506,3.214,3.081,3.141,-3.626,1.317,-9.966,4.874,3.502,6.413,3.931,-0.6193,-6.506,1.938,4.234,5.728,-1.392,0.7999,6.778,1.19,1.516,5.444,3.152,-0.5543,2.578,7.838,6.466,8.723,4.851
TCGA-AA-3495-01,6.325,4.717,6.414,2.091,7.477,-9.966,3.41,-9.966,-1.938,-2.727,-3.308,4.687,-3.626,4.502,5.046,4.426,-3.308,0.0014,-9.966,5.599,3.501,6.547,3.847,0.6608,-4.035,2.868,3.657,5.747,0.4447,3.373,6.776,1.941,0.5859,5.564,3.928,-0.3201,2.618,8.171,5.899,7.794,5.083
TCGA-CA-5254-01,6.563,4.076,6.097,8.867,1.412,-9.966,4.77,-9.966,1.59,-6.506,-6.506,4.456,-3.458,5.955,-2.114,8.088,-5.012,-4.608,-9.966,6.518,4.727,8.413,4.777,0.4761,-3.308,2.899,3.511,6.595,4.12,3.507,5.875,0.537,1.164,5.692,3.38,-2.315,2.828,8.643,6.425,8.635,6.123
TCGA-AD-A5EK-01,6.401,4.1,6.452,5.391,7.37,-9.966,3.641,-9.966,-2.548,-1.732,-0.9971,5.508,-5.012,4.066,2.907,4.963,-2.727,-4.293,-9.966,6.362,3.045,7.598,4.534,1.824,-4.293,2.685,3.595,3.747,-0.2671,2.907,6.909,0.4967,3.609,5.449,4.259,-0.5756,2.546,7.995,4.804,7.937,5.012
TCGA-CK-6746-01,0.9862,4.203,5.245,-0.9686,4.348,-9.966,7.028,-9.966,-6.506,-3.308,-9.966,4.09,-2.826,6.071,2.59,4.692,-3.816,-6.506,-9.966,2.854,1.623,8.054,-0.8084,0.2154,-6.506,3.074,3.239,3.937,-0.1187,1.903,6.843,2.272,5.983,5.732,4.197,-0.8339,2.714,7.676,5.952,8.166,5.022
TCGA-CA-6718-01,2.376,4.866,6.04,4.833,5.599,-6.506,5.447,-9.966,0.099,-5.012,-5.012,5.476,-2.315,5.223,1.428,8.079,-4.293,-3.816,-9.966,6.167,4.997,8.203,-4.608,1.872,-2.548,2.362,4.351,4.247,1.177,3.456,7.589,1.766,-0.9132,5.887,4.995,2.039,3.417,7.741,6.129,9.19,6.312
TCGA-AY-5543-01,7.498,4.592,5.741,5.174,7.891,-9.966,4.129,-9.966,-3.816,-3.458,-2.635,7.18,-5.012,4.693,3.878,5.862,-3.458,2.731,-9.966,4.155,4.297,7.744,4.297,0.058,-5.574,2.322,3.571,6.652,-0.5125,2.499,6.333,1.34,1.808,5.378,3.207,-1.283,2.313,8.933,5.438,7.164,4.077
TCGA-CK-4952-01,6.019,2.941,5.286,7.287,5.082,-9.966,6.742,-9.966,-4.608,-2.315,-3.816,5.261,-2.727,6.269,2.997,2.734,-2.635,0.5568,-9.966,4.798,4.237,6.678,-1.086,-0.3022,-6.506,2.18,4.647,4.185,4.427,2.447,6.565,2.554,3.831,5.567,3.014,-2.932,3.211,7.762,5.562,8.198,4.823
TCGA-F4-6807-01,6.281,4.707,5.899,3.943,6.034,-3.308,5.886,-9.966,-4.293,-3.626,1.852,7.101,-1.214,4.298,1.82,6.051,-5.574,-0.3752,-9.966,8.273,5.382,6.835,4.451,2.63,-1.595,2.493,3.993,5.558,0.6239,3.565,6.738,2.905,1.164,5.94,4.365,2.154,3.143,8.103,6.495,9.16,7.429
TCGA-CK-5915-01,5.002,4.874,6.393,5.85,7.824,-5.574,3.217,-9.966,-4.293,-3.626,-1.47,6.212,-5.012,4.807,-0.9971,2.506,-4.293,-0.0574,-9.966,5.095,0.7233,6.626,5.794,0.1388,-6.506,3.952,4.237,7.385,0.4125,3.916,6.238,1.651,1.221,6.083,4.621,-2.466,3.924,8.111,6.179,7.311,4.175
TCGA-A6-6781-01,4.857,3.939,5.454,5.917,4.144,-7.85,6.153,-9.966,-3.568,-2.861,1.842,6.264,0.1562,6.273,2.635,6.745,-0.8001,3.301,3.584,9.09,6.146,9.597,2.787,3.324,-0.6567,3.032,4.158,3.832,1.645,1.843,5.021,3.029,6.04,4.484,3.615,1.41,3.013,6.831,5.743,9.319,7.671
TCGA-AZ-6605-11,5.289,4.283,5.784,0.1124,2.718,-9.966,2.915,-9.966,-3.171,-3.047,-1.884,5.798,-1.086,2.328,5.974,8.125,-5.574,-3.458,-9.966,7.601,-0.8339,5.591,1.015,3.987,1.351,2.958,4.268,3.573,0.9493,3.591,5.621,7.774,2.236,5.705,4.785,-2.548,3.428,8.037,5.928,7.609,8.483
TCGA-AU-3779-01,4.965,4.581,6.113,-0.0425,9.71,-6.506,4.678,-9.966,-4.035,-2.548,-2.727,5.528,-2.548,4.615,3.696,5.349,-1.392,-0.1828,-9.966,7.072,6.195,6.473,5.073,1.46,-2.635,2.248,3.858,5.246,1.164,3.365,5.272,3.391,1.614,5.433,3.603,-0.2845,3.098,8.482,5.5,8.873,6.246
TCGA-DM-A1D4-01,4.944,3.945,5.685,6.2,8.404,-9.966,1.812,-9.966,-2.315,-3.816,-5.574,4.265,-6.506,3.31,2.465,5.437,-9.966,1.6,-9.966,2.69,1.628,8.438,4.669,-1.431,-9.966,3.036,3.269,5.78,-0.3383,2.687,6.156,-1.248,-2.548,5.088,3.655,-3.626,2.78,8.011,4.478,7.378,3.299
TCGA-DM-A1D0-01,8.231,4.224,7.081,2.354,3.854,-3.308,1.46,-9.966,-2.245,-4.035,-1.938,3.346,-6.506,2.393,2.716,7.679,-9.966,-2.727,-9.966,2.649,5.994,6.509,5.132,-0.1504,-5.012,2.053,3.265,6.276,-2.932,2.227,6.359,-2.053,-2.932,4.687,4.275,-3.816,2.519,8.603,5.615,7.696,4.093
TCGA-A6-2671-11,7.12,4.361,6.257,-1.026,4.119,-9.966,3.586,-9.966,-1.51,2.183,-2.635,6.696,-1.884,3.942,6.937,6.969,-3.626,-5.574,-9.966,6.002,-0.1345,5.511,4.727,2.943,-0.9686,3.363,5.142,5.991,2.046,5.328,6.288,4.367,-0.1665,5.49,5.625,-2.053,2.74,8.413,5.609,6.364,6.636
TCGA-CM-6675-01,7.999,4.206,6.426,9.753,4.019,-9.966,5.94,-9.966,1.281,-1.831,4.215,5.26,-3.816,6.206,6.951,5.668,-4.293,0.7321,-9.966,7.205,0.9191,8.194,6.004,2.067,-4.035,4.188,5.041,7.188,3.477,2.431,6.516,0.8883,5.261,6.075,4.728,-4.293,3.618,8.553,6.242,8.925,6.79
TCGA-AY-6197-01,6.435,4.435,6.429,6.412,8.645,-9.966,3.692,-9.966,-0.5125,0.4016,0.3907,7.306,-3.308,5.668,4.85,6.758,-3.458,1.732,-9.966,5.25,5.025,10.83,5.367,2.121,-4.035,4.405,4.963,4.768,0.4761,2.148,6.802,2.521,5.076,5.936,5.263,-0.6873,2.59,7.761,6.632,7.46,4.939
TCGA-DM-A28K-01,6.295,3.343,5.452,7.915,1.688,-2.932,5.499,-9.966,-0.8863,-4.035,-0.6873,4.459,-3.458,5.93,0.7999,5.925,-9.966,-2.826,-9.966,4.074,4.218,7.809,0.434,-0.9132,-6.506,2.46,5.332,4.687,2.939,3.956,6.872,1.758,1.979,5.047,3.55,-5.012,1.888,7.179,4.733,6.108,4.013
TCGA-G4-6307-01,4.003,3.58,5.981,2.208,7.258,-9.966,2.621,-9.966,-3.047,-2.727,-0.0574,3.52,-5.012,3.644,3.052,7.163,-6.506,-5.574,-9.966,4.42,2.727,7.939,4.768,-1.117,-5.574,2.151,4.317,4.802,-1.938,2.787,6.983,-0.3566,-3.626,5.897,3.53,-4.608,2.26,7.622,5.171,7.985,3.696
TCGA-CM-5861-01,4.321,4.116,5.963,5.415,6.887,-9.966,7.088,-9.966,-9.966,-2.245,-9.966,3.113,-4.608,3.777,3.535,3.641,-1.149,-2.245,-9.966,5.026,3.507,6.257,-1.884,-0.4521,-5.574,2.071,3.81,3.149,2.384,1.281,6.32,3.139,4.436,5.166,3.213,-1.732,3.927,8.154,5.667,9.635,5.911
TCGA-CA-5796-01,8.351,5.078,6.272,6.062,7.556,-9.966,3.692,-9.966,-3.047,0.9343,-9.966,4.073,-3.171,6.245,6.226,6.016,-9.966,0.1776,-9.966,5.031,3.718,3.794,4.986,0.9419,-3.816,3.732,4.784,5.766,3.47,4.004,6.615,1.852,1.118,4.983,4.876,-3.171,3.113,8.033,6.177,7.715,5.378
TCGA-AZ-4323-01,4.586,4.035,5.79,1.614,2.646,-9.966,7.53,-9.966,-2.548,-9.966,1.491,5.48,-0.2671,3.805,3.849,7.138,-3.816,-3.047,-9.966,7.653,5.59,7.442,1.911,3.638,-1.831,1.876,3.959,3.418,1.844,2.269,5.72,3.281,1.264,5.547,4.201,0.4967,3.227,7.145,5.864,9.154,7.537
TCGA-DM-A1DA-01,5.251,4.048,5.21,5.294,4.675,-9.966,2.144,-9.966,-2.727,-4.035,-9.966,4.241,-6.506,3.517,1.915,8.612,-5.574,-3.308,-9.966,3.895,2.189,7.147,3.803,-1.639,-9.966,2.986,3.803,4.465,-1.552,1.512,7.172,-0.8339,-3.171,4.706,4.498,-4.608,2.725,7.058,4.168,8.555,3.862
TCGA-D5-6928-01,4.702,4.535,5.893,5.757,4.98,-9.966,7.11,-9.966,-0.2498,-3.816,-1.026,6.833,-0.4921,4.19,4.583,5.716,-1.685,-3.047,-9.966,8.66,6.918,8.6,2.803,3.388,-1.938,2.824,4.174,2.531,2.078,3.615,6.144,2.951,2.339,5.806,4.262,1.938,3.262,8.448,6.521,9.491,7.176
TCGA-AA-3685-01,6.715,5.052,4.709,4.153,5.548,-5.574,3.837,-9.966,-4.293,-1.732,0.1519,6.36,-1.552,3.309,4.416,4.293,-3.047,-0.8863,-9.966,5.649,3.951,4.871,3.831,0.9789,-6.506,2.098,2.609,5.692,0.5069,1.541,6.139,1.345,2.417,5.144,3.131,-0.5973,1.923,7.827,4.445,8.191,4.554
TCGA-A6-5664-01,5.207,4.217,5.92,6.506,7.984,-3.816,5.913,-9.966,-1.355,-4.035,1.434,7.242,-1.994,5.696,1.795,5.597,-1.51,2.592,-9.966,8.588,5.014,7.325,4.04,2.362,-1.938,3.016,4.386,5.563,2.46,2.838,6.374,3.138,4.269,5.685,4.416,2.723,3.498,7.879,6.124,9.039,7.133
TCGA-AZ-5407-01,5.445,4.595,5.848,6.205,6.147,-4.608,3.294,-9.966,-3.047,-3.458,-1.431,3.853,-4.293,4.362,3.118,3.527,-4.608,0.7916,-9.966,4.109,2.583,5.936,4.116,1.098,-4.035,2.69,3.657,5.565,2.576,3.448,6.181,0.7999,2.478,5.389,3.525,-2.932,2.83,7.385,5.475,7.087,4.239
TCGA-AA-3522-11,7.152,4.798,6.361,-0.2671,3.316,-6.506,3.91,-9.966,0.1124,-0.394,-2.178,6.513,-1.685,4.505,7.231,7.107,-6.506,-5.012,-9.966,6.509,3.013,6.888,4.835,2.816,-2.245,3.849,5.543,6.848,2.683,4.659,5.984,3.907,-0.4325,5.436,5.687,-3.308,3.318,8.244,5.741,5.769,6.351
TCGA-AA-3496-11,7.339,4.765,6.167,-0.2159,4.964,-9.966,4.011,-9.966,-1.732,-0.8863,-1.355,7.025,-1.431,4.424,7.433,7.522,-9.966,-4.035,-9.966,7.431,1.276,6.232,3.856,3.549,0.2762,2.924,4.432,5.427,2.221,4.209,6.01,6.259,1.903,5.628,4.79,-2.315,3.562,7.96,5.883,7.689,7.848
TCGA-AY-6196-01,6.712,3.855,6.05,4.335,3.365,-5.574,7.313,-5.012,-1.831,-1.994,-0.013,8.184,0.2029,5.359,3.088,6.48,-4.035,-2.178,-9.966,8.128,6.772,8.708,-2.635,4.031,-1.51,1.945,5.109,4.769,2.217,3.804,5.981,3.833,2.398,5.777,4.772,3.004,3.103,8.221,6.258,11.08,8.082
TCGA-D5-6920-01,6.315,4.58,6.484,5.386,7.83,-9.966,4.475,-9.966,-1.149,-1.685,-0.5332,7.785,-3.171,6.008,5.107,6.968,-3.626,2.759,-9.966,6.05,4.85,8.134,5.194,2.164,-4.035,3.984,4.627,5.752,1.766,4.792,6.869,3.157,4.702,5.86,4.832,1.138,2.928,8.301,6.555,8.052,5.607
TCGA-F4-6461-01,5.877,3.737,5.868,-1.392,3.593,-4.293,7.644,-9.966,-1.149,-1.026,2.008,5.184,-2.053,4.204,2.199,3.207,-9.966,-6.506,-9.966,6.856,4.934,7.025,1.923,1.926,-1.781,3.052,3.927,5.612,3.259,3.53,5.971,1.651,0.6332,5.557,4.014,-0.4521,2.635,8.256,5.615,9.18,6.562
TCGA-A6-5667-11,7.027,4.591,6.443,-0.1504,5.425,-9.966,5.445,-9.966,-2.178,3.453,-2.114,8.221,-1.781,5.034,6.5,6.919,-3.047,0.346,-9.966,5.759,3.213,8.015,5.298,3.194,-2.245,3.802,5.29,6.158,2.064,5.096,6.378,4.173,3.477,5.716,5.469,-1.781,3.139,8.036,5.918,6.175,6.256
TCGA-D5-6540-01,4.51,4.165,6.094,7.326,4.951,-9.966,4.24,-9.966,2.401,-5.012,-3.626,5.938,-4.608,7.297,6.122,6.648,-1.994,1.015,-9.966,7.201,6.423,8.883,-3.308,0.9115,-9.966,2.674,4.979,4.69,0.4657,3.059,6.833,4.032,6.613,6.01,4.223,0.517,3.716,7.141,5.994,9.67,6.418
TCGA-G4-6297-01,4.567,4.446,6.426,4.342,5.067,-9.966,5.326,-9.966,-1.181,-3.308,-1.283,5.928,-1.685,5.308,4.237,8.865,-3.626,-0.6643,-9.966,9.05,4.603,8.762,5.435,2.257,-3.047,3.2,4.973,4.971,2.478,3.676,5.595,2.067,1.092,6.018,4.135,0.2522,3.089,8.684,6.211,9.784,8.094
TCGA-A6-2686-01,2.131,4.028,5.87,2.496,2.718,-9.966,5.837,-9.966,-0.1187,4.25,-9.966,5.493,-2.053,4.359,3.514,6.779,-4.608,-0.6416,-9.966,6.338,5.158,6.213,4.496,1.795,-4.035,2.597,2.967,4.706,0.7407,2.345,6.076,1.907,2.945,5.271,4.336,-1.552,2.431,8.237,5.769,9.193,5.716
TCGA-DM-A28F-01,5.868,4.583,6.349,3.195,9.126,-9.966,3.138,-9.966,-9.966,-5.574,-3.171,4.414,-4.293,3.616,3.692,3.406,-1.994,1.753,-9.966,5.569,2.962,7.666,5.089,-0.6416,-4.608,3.331,4.344,6.024,-0.8863,0.8805,6.243,-0.0277,-1.552,6.017,4.486,-2.826,2.978,8.446,5.822,7.987,4.591
TCGA-CA-5256-01,2.025,4.688,5.258,1.145,8.822,-2.932,2.707,-9.966,-2.727,-3.458,-3.308,4.755,-5.574,3.532,3.125,3.555,-5.574,-1.685,-9.966,4.249,2.921,4.18,3.81,0.099,-6.506,1.872,1.561,6.573,-1.685,2.128,6.124,1.844,-1.026,4.157,2.658,-2.178,2.409,6.935,4.685,7.045,3.623
TCGA-A6-6142-01,6.351,4.402,6.489,0.4552,5.484,-9.966,4.702,-9.966,-9.966,-2.053,2.899,7.126,-3.626,3.855,3.515,7.675,0.4552,0.6332,-9.966,8.113,6.13,7.511,5.091,1.892,-2.548,3.091,5.373,4.8,0.6239,2.379,5.754,2.536,4.31,6.103,4.02,2.785,2.736,8.372,6.114,9.976,7.806
TCGA-AZ-6608-01,5.514,3.831,6.016,6.306,7.394,-9.966,1.719,-9.966,-6.506,-3.458,-0.9686,3.63,-6.506,3.069,1.209,4.93,-2.053,1.164,-9.966,2.251,1.903,7.457,4.622,-2.245,-9.966,2.334,4.264,7.15,-1.781,3.257,5.903,0.4016,-1.685,5.965,2.982,-4.035,2.862,8.348,4.529,7.784,2.842
TCGA-A6-6141-01,5.273,4.036,6.103,6.778,7.163,-9.966,4.754,-9.966,-1.47,-3.047,-4.608,3.759,-1.732,5.179,1.953,6.392,-5.574,-0.4921,-9.966,6.402,3.416,7.9,4.033,1.368,-4.608,3.281,4.456,5.926,3.101,3.266,6.604,2.23,-0.9971,5.529,4.298,-2.053,2.707,8.731,5.898,7.773,5.617
TCGA-G4-6306-01,7.944,3.953,6.042,7.042,5.68,-9.966,2.529,-9.966,2.29,3.904,-1.595,5.24,-6.506,3.133,4.391,6.737,-5.012,-2.114,-9.966,2.978,1.614,7.549,5.094,-0.4325,-6.506,3.312,4.31,4.964,-1.595,1.993,6.681,0.4447,1.986,5.171,4.206,-4.608,2.348,8.38,4.877,8.551,3.705
TCGA-AA-3525-11,7.425,4.509,6.162,0.2762,5.893,-4.608,5.081,-9.966,-0.2498,-3.308,-3.171,6.24,-1.781,4.159,7.556,6.249,-5.574,-1.884,-9.966,5.687,4.22,7.414,4.288,2.676,-3.171,3.449,4.501,6.186,2.516,4.116,6.275,3.22,-0.6643,5.419,5.023,-1.994,2.387,8.188,5.935,6.237,5.377
TCGA-D5-6922-01,4.274,4.84,6.467,3.993,4.424,-9.966,4.15,-9.966,-5.012,-2.548,-0.5543,4.682,-2.548,4.241,5.715,8.376,-5.574,-2.178,-9.966,7.606,5.67,6.966,5.456,1.993,-1.283,4.09,4.721,5.812,0.5271,3.134,6.932,3.146,0.7233,6.376,5.426,0.6517,3.59,8.249,6.253,9.06,7.255
TCGA-DM-A288-01,5.681,4.611,6.408,3.741,5.844,-9.966,3.186,-9.966,-3.308,-2.548,-2.114,4.478,-5.574,2.444,2.17,4.353,1.541,-1.086,-9.966,4.082,4.23,8.232,5.721,-0.2328,-3.047,4.199,4.731,5.802,-1.884,-0.2671,6.864,0.5666,-0.9132,4.795,4.898,-5.012,2.783,8.274,5.183,8.387,4.917
TCGA-AZ-6600-11,7.344,4.287,6.056,0.03,4.462,-9.966,4.201,-9.966,0.1388,-2.053,-3.047,6.812,-1.552,5.251,5.123,7.268,-3.458,-1.994,-9.966,6.635,2.144,7.258,3.829,2.774,-1.355,3.462,4.737,5.205,3.106,5.355,6.068,3.94,1.015,5.853,4.798,1.057,3.542,7.976,6.302,6.868,6.645
TCGA-DM-A1HB-01,5.076,4.037,5.68,10.41,7.653,-9.966,7.048,-9.966,-1.732,-3.308,-5.012,5.913,-9.966,5.118,3.131,4.209,1.057,2.749,-9.966,5.745,3.625,7.366,3.816,-0.4131,-6.506,2.568,4.542,5.103,3.913,2.536,6.437,1.196,2.836,5.095,3.351,-3.171,2.541,6.614,5.621,9.572,5.004
