dtxsid,source_class,assay_source,assay_name,assay_component,endpoint_name,organism,human_label,active_hit_call,hit_call_continuous,ac50_uM,bmd_uM,scaled_top,intended_target_family,intended_target_type,intended_target_subtype,biological_process_target,cell_or_tissue,gene_symbols,entrez_gene_ids,uniprot_accessions,flags
DTXSID4022521,ToxCast,ATG,ATG,ATG_PPARd_TRANS,ATG_PPARd_TRANS,human,1,0,8.5622166e-09,182.48172036200532,205.66305022826054,0.26573906502618627,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,PPARD,5467,Q03181,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_4H_Pselectin,BSK_4H_Pselectin,human,1,0,4.568645e-10,1.2450742268369153,,-0.3095190894041322,cell adhesion molecules,protein,protein-specified,regulation of gene expression,umbilical vein endothelium,SELP,6403,P16109,Average number of replicates per conc < 2
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERb_BLA_Agonist_viability,TOX21_ERb_BLA_Agonist_viability,human,1,0,-3.5e-15,0.00011607343178058311,,0.242326811837536,cell cycle,cellular,cellular,cell proliferation,HEK293T,,,,Gain AC50 < lowest conc & loss AC50 < mean conc | No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERb_BLA_Antagonist_viability,TOX21_ERb_BLA_Antagonist_viability,human,1,0,0,0.00013618189055301136,,-0.03931870129442385,cell cycle,cellular,cellular,cell proliferation,HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_DR4_LXR_CIS,ATG_DR4_LXR_CIS,human,1,0,3.7770071e-08,100,259.6771223446662,-0.2435651594075926,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,NR1H2;NR1H3,10062;7376,P55055;Q13133,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERa_BLA_Agonist_ch1,TOX21_ERa_BLA_Agonist_ch1,human,1,0,-1e-16,38.29310344827585,178.77348829161292,0.13055023001702387,channel 1,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_FXR_BLA_agonist_viability,TOX21_FXR_BLA_agonist_viability,human,1,0,6e-14,38.29310344827585,130.76135161264708,-0.17740806387623234,cell cycle,cellular,cellular,cell proliferation,HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_4H_uPAR,BSK_4H_uPAR,human,1,0,0.015904641646872126,20,51.14515965286973,0.8178385209451255,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium,PLAUR,5329,Q03405,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | Borderline"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERR_LUC_Agonist,TOX21_ERR_LUC_Agonist,human,1,0,0,46.05760368663595,,0.10095264892615415,nuclear receptor,protein,receptor,regulation of transcription factor activity,ERR-HEK293T,ESRRA,2101,P11474,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_MyoF_SRB,BSK_MyoF_SRB,human,1,0,0,20,400,-0.12492525710089507,cell morphology,protein,protein-unspecified,cell death,lung fibroblast,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,ATG,ATG,ATG_HIF1a_CIS,ATG_HIF1a_CIS,human,1,0,0.0010916701965946337,100,279.04828228079606,-0.2827100432618617,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,HIF1A,3091,Q16665,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ARE_BLA_Agonist_ch1,TOX21_ARE_BLA_Agonist_ch1,human,1,0,8.9e-15,46.05760368663595,101.9114396664549,-0.2525354990145233,channel 1,pathway,pathway-specified,regulation of transcription factor activity,HepG2,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PPARd_BLA_Antagonist_ch1,TOX21_PPARd_BLA_Antagonist_ch1,human,1,0,0,0.0988914397354814,,-0.08591947583337507,channel 1,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_CASM3C_Proliferation,BSK_CASM3C_Proliferation,human,1,0,0.0001079325499863,20,249.17531986188405,0.31689129112376746,cell cycle,cellular,cellular,cell proliferation,coronary artery smooth muscle cells,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_LPS_VCAM1,BSK_LPS_VCAM1,human,1,0,1.771036969e-07,20,400,-0.08078282666601111,cell adhesion molecules,protein,protein-specified,regulation of gene expression,umbilical vein endothelium and peripheral blood mononuclear cells,VCAM1,7412,P19320,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_SAg_CD40,BSK_SAg_CD40,human,1,0,0.0009749897755187,20,400,0.07525753410584923,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium and peripheral blood mononuclear cells,CD40,958,P25942,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,ATG,ATG,ATG_M_19_CIS,ATG_M_19_CIS,human,1,0,4.5827473403e-06,100,258.9111020786696,-0.2504025338580217,background measurement,protein,transcription factor,regulation of transcription factor activity,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_TGFb_CIS,ATG_TGFb_CIS,human,1,0,2.3685483521e-06,100,585.4547565405451,0.11950108229770223,growth factor,protein,transcription factor,regulation of transcription factor activity,HepG2,TGFB1,7040,P01137,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ESRE_BLA_Agonist_ch1,TOX21_ESRE_BLA_Agonist_ch1,human,1,0,6.32459e-11,61.65065593891938,74.01019556534266,-0.35343095292850496,channel 1,pathway,pathway-specified,regulation of transcription factor activity,HeLa,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_CASM3C_Thrombomodulin,BSK_CASM3C_Thrombomodulin,human,1,0,0,0.10318994999947007,,0.33076582648179254,gpcr,protein,protein-specified,regulation of gene expression,coronary artery smooth muscle cells,THBD,7056,P07204,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,ATG,ATG,ATG_PXR_TRANS,ATG_PXR_TRANS,human,1,1,0.999874703047828,1.8440384561325345,0.3586143345509146,1.5769828691787806,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,NR1I2,8856,O75469,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_3C_Proliferation,BSK_3C_Proliferation,human,1,0,5.05062621e-08,5.462838888253509,76.25398043704742,0.5832717803365534,cell cycle,cellular,cellular,cell proliferation,umbilical vein endothelium,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_hDFCGF_TIMP1,BSK_hDFCGF_TIMP1,human,1,0,4.387e-13,0.3405544494754458,,0.446600065185894,protease inhibitor,protein,protein-specified,regulation of gene expression,foreskin fibroblast,TIMP1,7076,P01033,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,ATG,ATG,ATG_ERE_CIS,ATG_ERE_CIS,human,1,0,0,0.9205813720848416,,-0.302839238680339,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,ESR1,2099,P03372,Average number of replicates per conc < 2 | No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_FXR_BLA_Antagonist_viability,TOX21_FXR_BLA_Antagonist_viability,human,1,0,0,0.5570791859975843,,-0.13643457122795974,cell cycle,cellular,cellular,cell proliferation,HEK293T,,,,
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERa_BLA_Antagonist_viability,TOX21_ERa_BLA_Antagonist_viability,human,1,0,1.63712428e-08,72.62579487983456,75.86342274553098,-0.37208141470425626,cell cycle,cellular,cellular,cell proliferation,HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_hDFCGF_SRB,BSK_hDFCGF_SRB,human,1,0,0,0.4976146484816236,,0.26345900635430514,cell morphology,protein,protein-unspecified,cell death,foreskin fibroblast,,,,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_BT_xIL2,BSK_BT_xIL2,human,1,0,5.54924827e-08,20,357.627118487497,0.2909531181339354,cytokine,protein,protein-specified,regulation of gene expression,B and peripheral blood mononuclear cells,IL2,3558,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AR_BLA_Agonist_ch1,TOX21_AR_BLA_Agonist_ch1,human,1,0,0,0.001570833325896216,,-0.16684296822920558,channel 1,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_Sp1_CIS,ATG_Sp1_CIS,human,1,0,1.5726399e-09,100,255.7749433053332,0.2500942094192764,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,SP1,6667,P08047,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_MyoF_CollagenIV,BSK_MyoF_CollagenIV,human,1,0,2.4236928e-09,20,400,0.0826336796241824,cell adhesion molecules,protein,protein-specified,regulation of gene expression,lung fibroblast,COL4A1,1282,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_SAg_CD69,BSK_SAg_CD69,human,1,0,7.1762526509e-06,20,319.4909525916709,-0.17347318258183672,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium and peripheral blood mononuclear cells,CD69,969,Q07108,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AhR_LUC_Agonist_viability,TOX21_AhR_LUC_Agonist_viability,human,1,0,0,0.012927435460554693,,0.11635813740901461,cell cycle,cellular,cellular,cell proliferation,HepG2,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ESRE_BLA_Agonist_ratio,TOX21_ESRE_BLA_Agonist_ratio,human,1,0,0,38.29310344827585,,0.0878858037153951,dna binding,pathway,pathway-specified,regulation of transcription factor activity,HeLa,ATF6,22926,P18850,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_RORg_TRANS,ATG_RORg_TRANS,human,1,0,1e-16,182.11891280754867,220.6490087687604,0.1795543644280415,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,RORC,6097,P51449,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_VDR_TRANS,ATG_VDR_TRANS,human,1,0,3.681861e-10,100,603.819667881942,0.10465231070627178,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,VDR,7421,P11473,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AP1_BLA_Agonist_viability,TOX21_AP1_BLA_Agonist_viability,human,1,0,2.088e-13,38.29310344827585,555.8124498590998,-0.04815939964807698,cell cycle,cellular,cellular,cell proliferation,ME-180,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PR_BLA_Antagonist_viability,TOX21_PR_BLA_Antagonist_viability,human,1,0,4.3761127437e-06,46.05760368663595,143.9931486334928,-0.23465786211005812,cell cycle,cellular,cellular,cell proliferation,PR-UAS-bla-HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_hDFCGF_MMP1,BSK_hDFCGF_MMP1,human,1,0,3.83377e-11,20,256.0518936248578,-0.2484925333332846,protease,protein,protein-specified,regulation of gene expression,foreskin fibroblast,MMP1,4312,P03956,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,ATG,ATG,ATG_p53_CIS,ATG_p53_CIS,human,1,0,5.928e-13,100,699.5627134174711,-0.08687014538922345,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,TP53,7157,P04637,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PPARd_BLA_Agonist_ratio,TOX21_PPARd_BLA_Agonist_ratio,human,1,0,5.66e-14,38.29310344827585,240.61652369601546,0.15555686295277063,nuclear receptor,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,PPARD,5467,Q03181,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_4H_Eotaxin3,BSK_4H_Eotaxin3,human,1,0,4.1935075476e-06,20,400,-0.06450524818098821,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium,CCL26,10344,Q9Y258,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PPARg_BLA_Antagonist_ch2,TOX21_PPARg_BLA_Antagonist_ch2,human,1,0,0,0.039899705300351494,,0.06482001170146474,channel 2,pathway,pathway-specified,regulation of transcription factor activity,HEK293,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_hDFCGF_MIG,BSK_hDFCGF_MIG,human,1,0,0,20,,-0.056028649112380514,cytokine,protein,protein-specified,regulation of gene expression,foreskin fibroblast,CXCL9,4283,Q07325,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_hDFCGF_VCAM1,BSK_hDFCGF_VCAM1,human,1,0,1e-16,0.016000004631327752,,0.17407981055350918,cell adhesion molecules,protein,protein-specified,regulation of gene expression,foreskin fibroblast,VCAM1,7412,P19320,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,ATG,ATG,ATG_AP_1_CIS,ATG_AP_1_CIS,human,1,0,1.39950744e-08,100,332.2807298964708,-0.2100954766483346,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,FOS;JUN,2353;3725,P01100;P05412,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AR_BLA_Antagonist_ratio,TOX21_AR_BLA_Antagonist_ratio,human,1,0,0.0013092683762965982,8.7273642275958,10.45736007371351,-0.7748477808601639,nuclear receptor,protein,receptor,regulation of transcription factor activity,HEK293T,AR,367,P10275,"Bmd > ac50, indication of high baseline variability | Inactive with multiple concs above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_MyoF_MMP1,BSK_MyoF_MMP1,human,1,0,2.01927163e-08,20,400,0.07301583302759493,protease,protein,protein-specified,regulation of gene expression,lung fibroblast,MMP1,4312,P03956,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,ATG,ATG,ATG_MRE_CIS,ATG_MRE_CIS,human,1,0,6.94588762e-08,100,1552.915035654651,-0.04197401061900788,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,MTF1,4520,Q14872,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_FXR_BLA_Antagonist_ch2,TOX21_FXR_BLA_Antagonist_ch2,human,1,0,3.208634053e-07,7.598322083222829,25.869695805535336,-0.5059989318557226,channel 2,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,"Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERb_BLA_Antagonist_ratio,TOX21_ERb_BLA_Antagonist_ratio,human,1,0,5.00099e-11,46.05760368663595,121.65952539533507,-0.3177131545185269,nuclear receptor,protein,receptor,regulation of transcription factor activity,HEK293T,ESR2,2100,Q92731,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_KF3CT_IP10,BSK_KF3CT_IP10,human,1,0,0.01243731799570972,20,400,-0.2023301961647675,cytokine,protein,protein-specified,regulation of gene expression,keratinocytes and foreskin fibroblasts,CXCL10,3627,P02778,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_LPS_MCP1,BSK_LPS_MCP1,human,1,0,1.326e-12,0.016000001598978006,,-0.37933833068429446,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium and peripheral blood mononuclear cells,CCL2,6347,P13500,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_SAg_MIG,BSK_SAg_MIG,human,1,0,2.75641e-11,20,400,-0.1535454330143705,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium and peripheral blood mononuclear cells,CXCL9,4283,Q07325,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PPARd_BLA_Agonist_ch2,TOX21_PPARd_BLA_Agonist_ch2,human,1,0,0,0.05745752485120641,,-0.044077794252165514,channel 2,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_FXR_BLA_Agonist_ch1,TOX21_FXR_BLA_Agonist_ch1,human,1,0,-1.02693991e-08,38.29310344827585,122.01654313064242,0.21333651348675559,channel 1,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_BT_Bcell_Proliferation,BSK_BT_Bcell_Proliferation,human,1,0,0,0.46926793985459037,,-0.18249590188427547,cell cycle,cellular,cellular,cell proliferation,B and peripheral blood mononuclear cells,,,,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_MyoF_IL8,BSK_MyoF_IL8,human,1,0,3.507895524e-07,20,400,0.011892181400090743,cytokine,protein,protein-specified,regulation of gene expression,lung fibroblast,CXCL8,3576,P10145,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,ATG,ATG,ATG_RARa_TRANS,ATG_RARa_TRANS,human,1,0,-3.3356013e-09,100,340.8403144736854,-0.1846490999141782,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,RARA,5914,P10276,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PR_BLA_Antagonist_ratio,TOX21_PR_BLA_Antagonist_ratio,human,1,0,-2.8277e-12,46.05760368663595,235.52939504223116,0.16017676934703937,nuclear receptor,protein,receptor,regulation of transcription factor activity,PR-UAS-bla-HEK293T,PGR,5241,P06401,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_LPS_IL8,BSK_LPS_IL8,human,1,0,0,0.3445961377817582,,-0.3392015333631357,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium and peripheral blood mononuclear cells,CXCL8,3576,P10145,Average number of replicates per conc < 2
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERa_BLA_Antagonist_ratio,TOX21_ERa_BLA_Antagonist_ratio,human,1,0,7.1467340193e-06,2.348914078480439,2.7626789571068593,-0.695978689968005,nuclear receptor,protein,receptor,regulation of transcription factor activity,HEK293T,ESR1,2099,P03372,"Bmd > ac50, indication of high baseline variability | Inactive with multiple concs above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_HNF6_CIS,ATG_HNF6_CIS,human,1,0,1.3379054659e-06,19.842514703829853,51.096889801707114,-0.4896300289465224,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,ONECUT1,3175,Q9UBC0,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_IR1_CIS,ATG_IR1_CIS,human,1,0,2.8926813449e-06,100,752.9797580481658,-0.08787241894739402,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,NR1H4,9971,Q96RI1,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_SREBP_CIS,ATG_SREBP_CIS,human,1,0,4.034e-13,16.096367324696004,,-0.29064555252926233,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,SREBF1,6720,P36956,Average number of replicates per conc < 2 | No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERa_LUC_VM7_Antagonist_0.1nM_E2_viability,TOX21_ERa_LUC_VM7_Antagonist_0.1nM_E2_viability,human,1,0,0,0.00011790949007643061,,-0.06194877359208837,cell cycle,cellular,cellular,cell proliferation,VM7,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_GR_BLA_Agonist_ch1,TOX21_GR_BLA_Agonist_ch1,human,1,0,3.61664e-11,38.29310344827585,182.45159366773507,-0.12955723311574296,channel 1,pathway,pathway-specified,regulation of transcription factor activity,HeLa,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide_viability,TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide_viability,human,1,0,0,46.05760368663595,,0.010651147464720134,cell cycle,cellular,cellular,cell proliferation,MDA-kb2,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_BE3C_HLADR,BSK_BE3C_HLADR,human,1,0,1.7086389e-09,20.000000000000004,322.8988199061608,-0.21629617185695624,cell adhesion molecules,protein,protein-specified,regulation of gene expression,bronchial epithelial cells,HLA-DRA,3122,P01903,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,ATG,ATG,ATG_CAR_TRANS,ATG_CAR_TRANS,human,1,0,3.978e-13,19.842514091179456,55.266916468057815,0.45717652811017107,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,NR1I3,9970,Q14994,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_CASM3C_VCAM1,BSK_CASM3C_VCAM1,human,1,0,4.1026811357e-06,20,199.5674545118684,-0.38854711515179274,cell adhesion molecules,protein,protein-specified,regulation of gene expression,coronary artery smooth muscle cells,VCAM1,7412,P19320,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,ATG,ATG,ATG_Ets_CIS,ATG_Ets_CIS,human,1,0,1.7705555618e-05,100,208.78921407606686,-0.3100838502698381,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,ETS1,2113,P14921,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_TCF_b_cat_CIS,ATG_TCF_b_cat_CIS,human,1,0,4.4811847e-08,100,634.6918021845811,-0.0947659644766467,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,LEF1;TCF7;TCF7L1;TCF7L2,51176;6932;6934;83439,P36402;Q9HCS4;Q9NQB0;Q9UJU2,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PPARg_BLA_Antagonist_ratio,TOX21_PPARg_BLA_Antagonist_ratio,human,1,0,1.8246e-12,66.70127573130074,87.35698291114736,-0.24783596283600448,nuclear receptor,pathway,pathway-specified,regulation of transcription factor activity,HEK293,PPARG,5468,P37231,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_RARb_TRANS,ATG_RARb_TRANS,human,1,0,-3.03263806649e-05,100,173.9628653518392,-0.35624178281674834,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,RARB,5915,P10826,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ACEA,ACEA,ACEA_ER_AUC_viability,ACEA_ER_AUC_viability,human,1,1,0.9796003341222662,40.89035401318555,434.209725027195,-1.474369882913518,cell cycle,cellular,cellular,cell proliferation,T47D,,,,"Bmd > ac50, indication of high baseline variability | Efficacy < 50% | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERb_BLA_Agonist_ch1,TOX21_ERb_BLA_Agonist_ch1,human,1,0,0,46.05760368663595,500.59156655133114,0.0616016057313179,channel 1,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_GR_BLA_Agonist_ch2,TOX21_GR_BLA_Agonist_ch2,human,1,0,0,0.042357839335492295,,-0.047883429483257446,channel 2,pathway,pathway-specified,regulation of transcription factor activity,HeLa,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_Myb_CIS,ATG_Myb_CIS,human,1,0,0.0001055143902174,100,2000,-0.005996103491990296,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,MYB,4602,P10242,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AR_BLA_Antagonist_ch2,TOX21_AR_BLA_Antagonist_ch2,human,1,0,0,0.004890299802960553,,0.04024157726731769,channel 2,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PPARg_BLA_Antagonist_ch1,TOX21_PPARg_BLA_Antagonist_ch1,human,1,0,0,0.0002612610702797136,,-0.14984808782163242,channel 1,pathway,pathway-specified,regulation of transcription factor activity,HEK293,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_3C_Thrombomodulin,BSK_3C_Thrombomodulin,human,1,0,1.043696095e-07,20,129.02574407340768,-0.19431282863681434,gpcr,protein,protein-specified,regulation of gene expression,umbilical vein endothelium,THBD,7056,P07204,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
