concept_label,disease_id,disease_name,target_id,gene_symbol,overall_score,datasource_scores_json
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000076242,MLH1,0.00819235344551089,"[{""id"": ""europepmc"", ""score"": 0.06737899673528801}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000176890,TYMS,0.0073915970936940375,"[{""id"": ""europepmc"", ""score"": 0.06079307976116211}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000132693,CRP,0.0073915970936940375,"[{""id"": ""europepmc"", ""score"": 0.06079307976116211}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000177084,POLE,0.006282857529639931,"[{""id"": ""europepmc"", ""score"": 0.051674117796987794}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000135480,KRT7,0.005504070646962668,"[{""id"": ""europepmc"", ""score"": 0.045268891365485356}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000118271,TTR,0.0044349582562164215,"[{""id"": ""europepmc"", ""score"": 0.03647584785669726}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000213281,NRAS,0.0044144260420672715,"[{""id"": ""europepmc"", ""score"": 0.03630697819069404}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000198400,NTRK1,0.0036957985468470188,"[{""id"": ""europepmc"", ""score"": 0.030396539880581056}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000078098,FAP,0.0036957985468470188,"[{""id"": ""europepmc"", ""score"": 0.030396539880581056}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000134184,GSTM1,0.0036957985468470188,"[{""id"": ""europepmc"", ""score"": 0.030396539880581056}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000107779,BMPR1A,0.0036957985468470188,"[{""id"": ""europepmc"", ""score"": 0.030396539880581056}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000260314,MRC1,0.0036957985468470188,"[{""id"": ""europepmc"", ""score"": 0.030396539880581056}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000140525,FANCI,0.0036957985468470188,"[{""id"": ""europepmc"", ""score"": 0.030396539880581056}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000134240,HMGCS2,0.0036957985468470188,"[{""id"": ""europepmc"", ""score"": 0.030396539880581056}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000164362,TERT,0.0036957985468470188,"[{""id"": ""europepmc"", ""score"": 0.030396539880581056}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000259384,GH1,0.0036957985468470188,"[{""id"": ""europepmc"", ""score"": 0.030396539880581056}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000183765,CHEK2,0.0036957985468470188,"[{""id"": ""europepmc"", ""score"": 0.030396539880581056}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000143549,TPM3,0.0036957985468470188,"[{""id"": ""europepmc"", ""score"": 0.030396539880581056}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000134160,TRPM1,0.0036957985468470188,"[{""id"": ""europepmc"", ""score"": 0.030396539880581056}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000168542,COL3A1,0.0036957985468470188,"[{""id"": ""europepmc"", ""score"": 0.030396539880581056}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000163631,ALB,0.0036957985468470188,"[{""id"": ""europepmc"", ""score"": 0.030396539880581056}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000166250,CLMP,0.0036957985468470188,"[{""id"": ""europepmc"", ""score"": 0.030396539880581056}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000215182,MUC5AC,0.0030182354799250647,"[{""id"": ""europepmc"", ""score"": 0.024823840902474525}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000171431,KRT20,0.0030182354799250647,"[{""id"": ""europepmc"", ""score"": 0.024823840902474525}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000146648,EGFR,0.0030182354799250647,"[{""id"": ""europepmc"", ""score"": 0.024823840902474525}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000086205,FOLH1,0.0029566388374776143,"[{""id"": ""europepmc"", ""score"": 0.024317231904464845}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000165556,CDX2,0.0025870589827929123,"[{""id"": ""europepmc"", ""score"": 0.021277577916406734}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000146904,EPHA1,0.0022174791281082107,"[{""id"": ""europepmc"", ""score"": 0.01823792392834863}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000122512,PMS2,0.0022174791281082107,"[{""id"": ""europepmc"", ""score"": 0.01823792392834863}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000232810,TNF,0.0022174791281082107,"[{""id"": ""europepmc"", ""score"": 0.01823792392834863}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000104368,PLAT,0.0022174791281082107,"[{""id"": ""europepmc"", ""score"": 0.01823792392834863}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000125482,TTF1,0.0022174791281082107,"[{""id"": ""europepmc"", ""score"": 0.01823792392834863}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000116062,MSH6,0.0022174791281082107,"[{""id"": ""europepmc"", ""score"": 0.01823792392834863}, {""id"": ""eva"", ""score"": 0}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000141510,TP53,0.0022174791281082107,"[{""id"": ""europepmc"", ""score"": 0.01823792392834863}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000254647,INS,0.0022174791281082107,"[{""id"": ""europepmc"", ""score"": 0.01823792392834863}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000082175,PGR,0.0022174791281082107,"[{""id"": ""europepmc"", ""score"": 0.01823792392834863}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000137941,TTLL7,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000121879,PIK3CA,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000205592,MUC19,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000165731,RET,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000137693,YAP1,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000165819,METTL3,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000185728,YTHDF3,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000157764,BRAF,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000091542,ALKBH5,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000131389,SLC6A6,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000104499,GML,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000119888,EPCAM,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000234912,SNHG20,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000171862,PTEN,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000105329,TGFB1,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000130303,BST2,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000164944,VIRMA,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_sigmoid_strict,MONDO_0001464,sigmoid colon cancer,ENSG00000138081,FBXO11,0.0,"[{""id"": ""eva"", ""score"": 0}]"
