dataset_id,donor_key,donor_id,group,compartment,n_cells,PPARA,PPARD,PPARG,NR1I2,NR1I3,NR1H2,NR1H3,RELA,STAT3,target_gene_total_counts,PPAR_nuclear_receptor_score,PPAR_nuclear_receptor_score_n_genes,RELA_STAT3_score,RELA_STAT3_score_n_genes,DINP_axis_9_gene_score,DINP_axis_9_gene_score_n_genes
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C145,C145,tumor,epithelial,613,71.0,25.0,50.0,0.0,1.0,274.0,32.0,152.0,239.0,844.0,-0.29861956062435524,7,0.8655806207288648,2,-0.03990840921252856,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C146,C146,tumor,epithelial,380,75.0,66.0,89.0,2.0,0.0,115.0,15.0,143.0,220.0,725.0,-0.12460263667121771,7,1.0843783813057406,2,0.14405981176810637,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C147,C147,tumor,epithelial,218,19.0,44.0,29.0,6.0,0.0,46.0,9.0,48.0,142.0,343.0,-0.10380662032779216,7,1.174582289547118,2,0.18027980408885458,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C149,C149,tumor,epithelial,303,108.0,59.0,152.0,40.0,0.0,88.0,39.0,56.0,139.0,681.0,0.15917210842498072,7,-0.5899950779625647,2,-0.007309488550029355,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C150,C150,tumor,epithelial,15,6.0,0.0,3.0,2.0,0.0,2.0,0.0,3.0,7.0,23.0,-1.4469422918164458,7,0.5980102918728404,2,-0.9925083843299378,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C151,C151,normal,epithelial,1950,457.0,456.0,824.0,181.0,4.0,562.0,218.0,313.0,837.0,3852.0,0.4530038198757464,7,-0.5039138810204508,2,0.2403554418988137,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C151,C151,tumor,epithelial,6,0.0,6.0,1.0,0.0,0.0,2.0,0.0,3.0,5.0,17.0,-2.0388630613021266,7,0.9021914761467756,2,-1.3852953863134814,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C152,C152,normal,epithelial,823,91.0,61.0,138.0,41.0,0.0,93.0,49.0,54.0,288.0,815.0,0.0670482200907282,7,0.032997740968364,2,0.05948144695242504,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C152,C152,tumor,epithelial,289,31.0,23.0,42.0,17.0,0.0,52.0,14.0,34.0,94.0,307.0,0.06985298584611947,7,0.41338775093849217,2,0.14619404475553563,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C153,C153,tumor,epithelial,122,15.0,10.0,21.0,7.0,0.0,23.0,3.0,19.0,51.0,149.0,-0.00014735906543842322,7,0.7593645683709037,2,0.1686330692537487,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C154,C154,tumor,epithelial,546,280.0,186.0,226.0,16.0,1.0,247.0,69.0,289.0,822.0,2136.0,0.17369127975283694,7,1.0174726556874525,2,0.36119825218275153,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C155,C155,normal,epithelial,1244,317.0,300.0,531.0,107.0,1.0,257.0,120.0,143.0,321.0,2097.0,0.45997639060553697,7,-1.2733709194988987,2,0.07478809947121798,9
