DRUG_NAME,drug_key,GDSC1_status,GDSC1_global_q,GDSC1_T,GDSC2_status,GDSC2_global_q,GDSC2_T,PRISM_status,CTRPv2_status,replication_level
AGI-5198,AGI5198,drug_absent_or_insufficient,,,tested,0.0006043235797284987,-0.1078710289236605,unavailable_local,unavailable_local,Level3_single_dataset
AGI-6780,AGI6780,tested,0.0002492038905651706,0.10438935175777281,tested,0.6041724988335666,-0.05290559889404563,unavailable_local,unavailable_local,Reject_opposite_direction
AGK2,AGK2,drug_absent_or_insufficient,,,tested,0.09650582703972026,-0.05353156800525222,unavailable_local,unavailable_local,Level3_single_dataset
AICA Ribonucleotide,AICARIBONUCLEOTIDE,tested,0.0002492038905651706,0.04620308567676989,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
AKT inhibitor VIII,AKTINHIBITORVIII,tested,0.0002492038905651706,0.0279844621949885,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
AMG-319,AMG319,drug_absent_or_insufficient,,,tested,0.0006043235797284987,-0.03101604278074866,unavailable_local,unavailable_local,Level3_single_dataset
AR-42,AR42,tested,0.0002492038905651706,0.01273792589582063,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
ARRY-520,ARRY520,tested,0.0002492038905651706,-0.04833367201788252,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
AS601245,AS601245,tested,0.0002492038905651706,-0.07198275862068966,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
AS605240,AS605240,tested,0.0002492038905651706,0.1037221431958274,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
AST-1306,AST1306,tested,0.0002492038905651706,-0.04516358463726884,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
AT-7519,AT7519,tested,0.0002492038905651706,0.025482625482625483,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
AT13148,AT13148,drug_absent_or_insufficient,,,tested,0.0006043235797284987,0.04689426268373637,unavailable_local,unavailable_local,Level3_single_dataset
AT7867,AT7867,tested,0.0002492038905651706,-0.06211474632527263,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
AZ20,AZ20,tested,0.0002492038905651706,0.21158405368931682,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
AZ6102,AZ6102,drug_absent_or_insufficient,,,tested,0.0006043235797284987,0.09163449163449164,unavailable_local,unavailable_local,Level3_single_dataset
AZ960,AZ960,drug_absent_or_insufficient,,,tested,0.02748081962554857,0.2196899377900662,unavailable_local,unavailable_local,Level3_single_dataset
AZD1208,AZD1208,tested,0.0731570608955132,0.018481234270707952,tested,0.059980527259034175,-0.15170697012802278,unavailable_local,unavailable_local,Reject_opposite_direction
AZD1332,AZD1332,tested,0.05796992416698179,0.05887679177152861,tested,0.06195630439129565,0.14524017945070578,unavailable_local,unavailable_local,Level1_cross_database_strict
AZD1480,AZD1480,tested,0.06223300794386577,0.05109968267863005,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
AZD2014,AZD2014,tested,0.042181037476715186,0.11543932596564177,tested,0.05334317751834249,0.18036163694058432,unavailable_local,unavailable_local,Level1_cross_database_strict
AZD3514,AZD3514,tested,0.07176452908176127,0.017945070576649527,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
AZD3759,AZD3759,drug_absent_or_insufficient,,,tested,0.08536070563665045,-0.09959787722945616,unavailable_local,unavailable_local,Level3_single_dataset
AZD4547,AZD4547,tested,0.07495626257011595,0.010504431557063133,tested,0.5985079134800656,-0.054352226720647774,unavailable_local,unavailable_local,Reject_opposite_direction
AZD4877,AZD4877,tested,0.0439870646560343,0.09647663858190172,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
AZD5153,AZD5153,drug_absent_or_insufficient,,,tested,0.06195630439129565,0.13473574789364262,unavailable_local,unavailable_local,Level3_single_dataset
AZD5363,AZD5363,drug_absent_or_insufficient,,,tested,0.0006043235797284987,-0.07124229492650544,unavailable_local,unavailable_local,Level3_single_dataset
AZD5438,AZD5438,tested,0.04091857684801068,0.11347795163584637,tested,0.09650582703972026,-0.021022540759382865,unavailable_local,unavailable_local,Reject_opposite_direction
AZD5582,AZD5582,tested,0.0002492038905651706,0.037230550388445124,tested,0.3846087925272088,0.08593117408906883,unavailable_local,unavailable_local,exploratory_same_direction_or_underpowered
AZD5991,AZD5991,drug_absent_or_insufficient,,,tested,0.061608917154622175,-0.13793084582558265,unavailable_local,unavailable_local,Level3_single_dataset
AZD6094,AZD6094,tested,0.02691036884198252,0.16223875697559909,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
AZD6482,AZD6482,tested,0.0002492038905651706,-0.08473757157967683,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
AZD6738,AZD6738,tested,0.03279055380259688,0.14769942006784112,tested,0.0006043235797284987,-0.036400773242878506,unavailable_local,unavailable_local,Reject_opposite_direction
AZD7762,AZD7762,tested,0.05999849210485772,0.05608928766823504,tested,0.9010122503801126,-0.013461538461538462,unavailable_local,unavailable_local,Reject_opposite_direction
AZD7969,AZD7969,tested,0.03964719423606445,0.11555421818579714,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
AZD8055,AZD8055,tested,0.0002492038905651706,0.03318196739249371,tested,0.2441066289111846,0.11132122049965439,unavailable_local,unavailable_local,exploratory_same_direction_or_underpowered
AZD8186,AZD8186,tested,0.05591439851564571,0.08109202319728637,tested,0.0006043235797284987,-0.005708137287084657,unavailable_local,unavailable_local,Reject_opposite_direction
AZD8835,AZD8835,tested,0.04398144761291644,0.10796859612649087,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
AZD8931,AZD8931,tested,0.07193993300105411,0.013732355837618997,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Acetalax,ACETALAX,drug_absent_or_insufficient,,,tested,0.09650582703972026,-0.02122770543823175,unavailable_local,unavailable_local,Level3_single_dataset
Afatinib,AFATINIB,tested,0.06572316110026402,-0.037640879746142906,tested,0.8792908085049658,-0.015668509923965637,unavailable_local,unavailable_local,exploratory_same_direction_or_underpowered
Afuresertib,AFURESERTIB,drug_absent_or_insufficient,,,tested,0.0006043235797284987,-0.1209103840682788,unavailable_local,unavailable_local,Level3_single_dataset
Alectinib,ALECTINIB,tested,0.0002492038905651706,0.11136338767917714,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Alisertib,ALISERTIB,tested,0.0002492038905651706,0.018702160807423984,tested,0.9609413910575818,0.004492939666238765,unavailable_local,unavailable_local,exploratory_same_direction_or_underpowered
Alpelisib,ALPELISIB,drug_absent_or_insufficient,,,tested,0.7853873240795856,0.026619433198380553,unavailable_local,unavailable_local,Level3_single_dataset
Amuvatinib,AMUVATINIB,tested,0.0002492038905651706,-0.06923728239517712,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Apitolisib,APITOLISIB,tested,0.0002492038905651706,-0.06421198526461684,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Ara-G,ARAG,tested,0.0002492038905651706,0.17912009754115019,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Avagacestat,AVAGACESTAT,tested,0.5876422313134971,0.04682778710378197,tested,0.0714953783436861,-0.13041361199255935,unavailable_local,unavailable_local,Reject_opposite_direction
Axitinib,AXITINIB,tested,0.0002492038905651706,0.04705109968267863,tested,0.08416418905999823,-0.10165225954699639,unavailable_local,unavailable_local,Reject_opposite_direction
BAM7,BAM7,tested,0.0002492038905651706,0.04864864864864865,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
BAY ACCi,BAYACCI,tested,0.0002492038905651706,0.1376784135404825,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
BAY AKT1,BAYAKT1,tested,0.0002492038905651706,-0.002957770199149508,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
BAY-61-3606,BAY613606,tested,0.0002492038905651706,-0.04978448275862069,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
BAY-HDAC11_1,BAYHDAC111,tested,0.0002492038905651706,0.028956675508399643,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
BAY-HDAC11_2,BAYHDAC112,tested,0.0002492038905651706,0.05212412108963832,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
BAY-HDAC11_4,BAYHDAC114,tested,0.0002492038905651706,0.05801860974274768,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
BAY-MPS-combo 2 (paclitaxel 1 uM),BAYMPSCOMBO2PACLITAXEL1UM,tested,0.0002492038905651706,0.17588932806324112,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
BAY-MPS-combo-1 (paclitaxel 5 uM),BAYMPSCOMBO1PACLITAXEL5UM,tested,0.0002492038905651706,0.14377470355731226,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
BAY-MPS1,BAYMPS1,tested,0.0002492038905651706,0.06102900930487139,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
BDF00022089a,BDF00022089A,drug_absent_or_insufficient,,,tested,0.09650582703972026,-0.02724860488018382,unavailable_local,unavailable_local,Level3_single_dataset
BDILV000379a,BDILV000379A,drug_absent_or_insufficient,,,tested,0.08966855277593129,0.0697423131633658,unavailable_local,unavailable_local,Level3_single_dataset
BDOCA000347a,BDOCA000347A,drug_absent_or_insufficient,,,tested,0.09509544631954113,-0.05178903599956232,unavailable_local,unavailable_local,Level3_single_dataset
BDP-00009066,BDP00009066,drug_absent_or_insufficient,,,tested,0.0006043235797284987,0.009536541889483052,unavailable_local,unavailable_local,Level3_single_dataset
BEN,BEN,drug_absent_or_insufficient,,,tested,0.045509265493840004,-0.19844621949885108,unavailable_local,unavailable_local,Level3_single_dataset
BI-2536,BI2536,drug_absent_or_insufficient,,,tested,0.0006043235797284987,-0.0784732100521574,unavailable_local,unavailable_local,Level3_single_dataset
BIBF-1120,BIBF1120,tested,0.0002492038905651706,-0.05143706459495933,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
BIBR-1532,BIBR1532,drug_absent_or_insufficient,,,tested,0.0006043235797284987,-0.16494779730073847,unavailable_local,unavailable_local,Level3_single_dataset
BIX02189,BIX02189,tested,0.0002492038905651706,0.10539993434730276,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
BMS-345541,BMS345541,tested,0.0002492038905651706,0.030346135609293487,tested,0.7772585017880145,0.02772291892959415,unavailable_local,unavailable_local,exploratory_same_direction_or_underpowered
BMS-536924,BMS536924,tested,0.07626994238614512,-0.001154393259656425,tested,0.0006043235797284987,-0.055412700149542256,unavailable_local,unavailable_local,exploratory_same_direction_or_underpowered
BMS-754807,BMS754807,tested,0.0002492038905651706,-0.10834260289210233,tested,0.3716179840954885,-0.08947368421052633,unavailable_local,unavailable_local,exploratory_same_direction_or_underpowered
BPD-00008900,BPD00008900,drug_absent_or_insufficient,,,tested,0.0006043235797284987,0.04885408708938121,unavailable_local,unavailable_local,Level3_single_dataset
BPTES,BPTES,tested,0.07157197843920311,0.02540485829959514,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
BX-912,BX912,tested,0.0002492038905651706,0.023944997629208153,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
BX795,BX795,tested,0.0002492038905651706,-0.04540066382171645,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Belinostat,BELINOSTAT,tested,0.0002492038905651706,0.05582876109191899,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Bexarotene,BEXAROTENE,tested,0.0002492038905651706,0.0641198553948832,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Bicalutamide,BICALUTAMIDE,tested,0.04718373731397066,0.09716325637378269,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Bleomycin,BLEOMYCIN,tested,0.0002492038905651706,-0.021878476084538377,tested,0.09735652869426115,-0.00346865083707189,unavailable_local,unavailable_local,exploratory_same_direction_or_underpowered
Bleomycin (10 uM),BLEOMYCIN10UM,tested,0.06571634391070504,-0.04015756647335595,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Bleomycin (50 uM),BLEOMYCIN50UM,tested,0.04711660407644498,-0.0889840245103403,tested,0.0006043235797284987,0.0012832159890983422,unavailable_local,unavailable_local,Reject_opposite_direction
Bortezomib,BORTEZOMIB,drug_absent_or_insufficient,,,tested,0.0006043235797284987,0.05074406390195863,unavailable_local,unavailable_local,Level3_single_dataset
Bosutinib,BOSUTINIB,tested,0.0002492038905651706,-0.13691322901849218,tested,0.09509544631954113,-0.07090491301017617,unavailable_local,unavailable_local,exploratory_same_direction_or_underpowered
"Brivanib, BMS-540215",BRIVANIBBMS540215,tested,0.0002492038905651706,0.09157639420797314,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Bromosporine,BROMOSPORINE,drug_absent_or_insufficient,,,tested,0.09650582703972026,0.038078564394353864,unavailable_local,unavailable_local,Level3_single_dataset
Bryostatin 1,BRYOSTATIN1,tested,0.0002492038905651706,-0.002669632925472748,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Buparlisib,BUPARLISIB,drug_absent_or_insufficient,,,tested,0.0006043235797284987,0.1175730386256702,unavailable_local,unavailable_local,Level3_single_dataset
C-75,C75,tested,0.0002492038905651706,0.011000474158368894,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
"CAP-232, TT-232, TLN-232",CAP232TT232TLN232,tested,0.0002492038905651706,0.09544130596762176,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CAY10566,CAY10566,tested,0.0002492038905651706,0.03219196640249272,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CAY10603,CAY10603,tested,0.0002492038905651706,0.08128168654484444,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CCT-018159,CCT018159,tested,0.0002492038905651706,-0.019166940219571806,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CCT007093,CCT007093,tested,0.0002492038905651706,0.2736842105263158,tested,0.0006043235797284987,-0.12066418645366013,unavailable_local,unavailable_local,Reject_opposite_direction
CCT245232,CCT245232,tested,0.0002492038905651706,0.04168946274209432,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CCT245467,CCT245467,tested,0.0002492038905651706,0.05999927052558629,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CD532,CD532,tested,0.0002492038905651706,-0.05796586059743954,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CDK9_5038,CDK95038,drug_absent_or_insufficient,,,tested,0.05334317751834249,0.166686727213043,unavailable_local,unavailable_local,Level3_single_dataset
CDK9_5576,CDK95576,drug_absent_or_insufficient,,,tested,0.08075960565462666,0.1067485501696028,unavailable_local,unavailable_local,Level3_single_dataset
CHIR-99021,CHIR99021,tested,0.0439870646560343,0.10126928547981182,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CI-1033,CI1033,tested,0.0002492038905651706,-0.07242769084874348,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CI-1040,CI1040,tested,0.0002492038905651706,-0.039714150240466026,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CP466722,CP466722,tested,0.0002492038905651706,-0.046467520151730675,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CP724714,CP724714,tested,0.0002492038905651706,0.0912754860123281,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CPI-613,CPI613,tested,0.0002492038905651706,-0.057786357786357795,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CPI-637,CPI637,drug_absent_or_insufficient,,,tested,0.0006043235797284987,-0.009739571504277386,unavailable_local,unavailable_local,Level3_single_dataset
CRT0105446,CRT0105446,tested,0.0002492038905651706,0.3798008534850639,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CRT0105950,CRT0105950,tested,0.0002492038905651706,0.05855855855855856,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CRT0160829,CRT0160829,tested,0.0002492038905651706,0.06874384505963452,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CT7033-2,CT70332,drug_absent_or_insufficient,,,tested,0.0006043235797284987,-0.02664471193882959,unavailable_local,unavailable_local,Level3_single_dataset
CUDC-101,CUDC101,tested,0.0002492038905651706,0.048546522230732754,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CX-5461,CX5461,tested,0.0002492038905651706,-0.023051391472444095,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
CZC24832,CZC24832,drug_absent_or_insufficient,,,tested,0.44128816158165746,0.07569862743161845,unavailable_local,unavailable_local,Level3_single_dataset
Cabozantinib,CABOZANTINIB,tested,0.0002492038905651706,0.08701717912244228,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Camptothecin,CAMPTOTHECIN,drug_absent_or_insufficient,,,tested,0.30653408488809153,0.10050607287449394,unavailable_local,unavailable_local,Level3_single_dataset
Capivasertib,CAPIVASERTIB,tested,0.0002492038905651706,0.004322135901083268,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Cediranib,CEDIRANIB,drug_absent_or_insufficient,,,tested,0.0006043235797284987,0.0954517270306744,unavailable_local,unavailable_local,Level3_single_dataset
Cetuximab,CETUXIMAB,tested,0.0002492038905651706,0.046753246753246755,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Cisplatin,CISPLATIN,tested,0.06089370361221873,0.04868147499726447,tested,0.0006043235797284987,0.04427284427284428,unavailable_local,unavailable_local,Level2_one_strict_other_same_direction
Crizotinib,CRIZOTINIB,drug_absent_or_insufficient,,,tested,0.5628588568000685,-0.06022267206477733,unavailable_local,unavailable_local,Level3_single_dataset
Cyclophosphamide,CYCLOPHOSPHAMIDE,drug_absent_or_insufficient,,,tested,0.0006043235797284987,-0.029990516832622098,unavailable_local,unavailable_local,Level3_single_dataset
Cytarabine,CYTARABINE,tested,0.0002492038905651706,0.11684278263225631,tested,0.0006043235797284987,0.11739241151005855,unavailable_local,unavailable_local,Level2_one_strict_other_same_direction
DMOG,DMOG,tested,0.0002492038905651706,-0.05098720800889878,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Dabrafenib,DABRAFENIB,tested,0.0002492038905651706,0.05737316263632052,tested,0.09509544631954113,0.03501477185687712,unavailable_local,unavailable_local,Level1_cross_database_strict
Dacarbazine,DACARBAZINE,drug_absent_or_insufficient,,,tested,0.07657988402319536,-0.10912025385709598,unavailable_local,unavailable_local,Level3_single_dataset
Dacinostat,DACINOSTAT,tested,0.0002492038905651706,-0.008453837597330361,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Dactinomycin,DACTINOMYCIN,drug_absent_or_insufficient,,,tested,0.6323015232344479,0.04893354399131035,unavailable_local,unavailable_local,Level3_single_dataset
Dactolisib,DACTOLISIB,tested,0.0002492038905651706,0.128615457562826,tested,0.0006043235797284987,0.13171572382098698,unavailable_local,unavailable_local,Level1_cross_database_strict
Daporinad,DAPORINAD,tested,0.0002492038905651706,0.11759406465288819,tested,0.0006043235797284987,0.09460474308300394,unavailable_local,unavailable_local,Level2_one_strict_other_same_direction
Dasatinib,DASATINIB,drug_absent_or_insufficient,,,tested,0.08158368326334732,0.11653900864427177,unavailable_local,unavailable_local,Level3_single_dataset
Dihydrorotenone,DIHYDROROTENONE,drug_absent_or_insufficient,,,tested,0.09650582703972026,0.012446657183499289,unavailable_local,unavailable_local,Level3_single_dataset
Dinaciclib,DINACICLIB,drug_absent_or_insufficient,,,tested,0.7693394654402452,-0.030663078897995466,unavailable_local,unavailable_local,Level3_single_dataset
Docetaxel,DOCETAXEL,tested,0.0002492038905651706,0.10049421891527154,tested,0.9346341258064177,0.00975362891280734,unavailable_local,unavailable_local,Level2_one_strict_other_same_direction
Doramapimod,DORAMAPIMOD,tested,0.0002492038905651706,0.24333442754495385,tested,0.11037012109773166,-0.004166210745158112,unavailable_local,unavailable_local,Reject_opposite_direction
Doxorubicin,DOXORUBICIN,tested,0.06399491805818901,-0.03943812233285918,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Dyrk1b_0191,DYRK1B0191,tested,0.05234628749925691,-0.07287449392712551,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
EHT-1864,EHT1864,tested,0.0002492038905651706,0.25468739416107833,tested,0.08075960565462666,-0.11377065324433747,unavailable_local,unavailable_local,Reject_opposite_direction
EPZ004777,EPZ004777,drug_absent_or_insufficient,,,tested,0.5142456487243323,-0.0667942134886936,unavailable_local,unavailable_local,Level3_single_dataset
EPZ5676,EPZ5676,drug_absent_or_insufficient,,,tested,0.39107222803226965,-0.08385010368322306,unavailable_local,unavailable_local,Level3_single_dataset
ERK_2440,ERK2440,drug_absent_or_insufficient,,,tested,0.06627245979375554,0.12581792318634424,unavailable_local,unavailable_local,Level3_single_dataset
ERK_6604,ERK6604,drug_absent_or_insufficient,,,tested,0.08137921287922867,0.0838166101323996,unavailable_local,unavailable_local,Level3_single_dataset
ETP-45835,ETP45835,tested,0.0002492038905651706,0.13083123609439395,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Eg5_9814,EG59814,drug_absent_or_insufficient,,,tested,0.0006043235797284987,0.05971659919028339,unavailable_local,unavailable_local,Level3_single_dataset
Elephantin,ELEPHANTIN,drug_absent_or_insufficient,,,tested,0.08075960565462666,0.0908605974395448,unavailable_local,unavailable_local,Level3_single_dataset
Elesclomol,ELESCLOMOL,tested,0.0002492038905651706,0.05293248714301346,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Embelin,EMBELIN,tested,0.0002492038905651706,0.08212597330367075,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Entinostat,ENTINOSTAT,drug_absent_or_insufficient,,,tested,0.9590615210291276,0.004428754813863926,unavailable_local,unavailable_local,Level3_single_dataset
Entospletinib,ENTOSPLETINIB,drug_absent_or_insufficient,,,tested,0.6604393407032879,0.04398884171027946,unavailable_local,unavailable_local,Level3_single_dataset
Enzastaurin,ENZASTAURIN,tested,0.0002492038905651706,0.10058540321698217,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
EphB4_9721,EPHB49721,tested,0.06156553705545536,0.05528777765619872,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Epirubicin,EPIRUBICIN,drug_absent_or_insufficient,,,tested,0.0006043235797284987,-0.001121566911040598,unavailable_local,unavailable_local,Level3_single_dataset
Epothilone B,EPOTHILONEB,tested,0.0002492038905651706,0.04347191323692992,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
Erlotinib,ERLOTINIB,drug_absent_or_insufficient,,,tested,0.0006043235797284987,-0.09613560929350401,unavailable_local,unavailable_local,Level3_single_dataset
Etoposide,ETOPOSIDE,tested,0.0002492038905651706,0.09012791991101225,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
FEN1_3940,FEN13940,tested,0.07416185474561529,0.012189517452675349,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
FGFR_0939,FGFR0939,tested,0.07626994238614512,0.0033920560236349734,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
FGFR_3831,FGFR3831,tested,0.05587815770179297,0.06671408250355619,drug_absent_or_insufficient,,,unavailable_local,unavailable_local,Level3_single_dataset
