rank,gene,n_backgrounds,n_positive_backgrounds,n_stable_backgrounds_rho_ge_0.10,n_resampling_supported_backgrounds,median_background_vulnerability_rho,meta_empirical_p_value_fisher,meta_empirical_q_value,leave_HCT116_out_median_vulnerability_rho,prior_analytical_meta_q_value,tier1_flag,tier2_flag,tier3_flag,strict_empirical_convergence_flag,primary_tier
99,PAK2,4,3,3,1,0.19924242424242422,0.0006886223021002221,0.11044417937639385,0.1252525252525252,0.3907414474704402,False,True,False,False,Tier2_discovery
100,TCF19,4,3,3,0,0.19888167388167383,0.029340113201969525,0.2992918737742943,0.2327561327561327,0.6731298172388411,False,True,False,False,Tier2_discovery
101,PDXP,4,3,3,0,0.19859307359307354,0.004498406539748862,0.15857206085378167,0.24004329004329,0.4650596504952403,False,True,False,False,Tier2_discovery
102,ENTPD2,4,3,2,2,0.19830447330447326,0.0002306810819321168,0.09959553957535099,0.0279942279942279,0.2331740694536369,False,True,False,True,Tier2_discovery
103,SPAG9,4,3,3,1,0.198015873015873,0.0019167242809617674,0.1281136850536555,0.1440836940836941,0.383654781657845,False,True,False,False,Tier2_discovery
104,MYO1C,4,4,3,0,0.1976190476190476,0.022196020673502327,0.273663203956198,0.2536075036075036,0.5842584696720617,False,True,False,False,Tier2_discovery
105,RORA,4,3,3,1,0.19729437229437224,0.018421974584751956,0.25674852190922937,0.2404040404040404,0.5347756678850399,False,True,False,False,Tier2_discovery
106,ZNF512,4,3,3,0,0.19715007215007208,0.0053682344652473055,0.1672906059029917,0.2312409812409812,0.496679863834481,False,True,False,False,Tier2_discovery
107,FAM171B,4,4,2,2,0.1961038961038961,0.0016165663920549341,0.12446557623318073,0.0772005772005772,0.496679863834481,False,True,False,False,Tier2_discovery
108,YPEL1,4,4,3,1,0.196031746031746,0.014753433159243344,0.24041664019585177,0.2129148629148629,0.5728393285798417,False,True,False,False,Tier2_discovery
109,ZNF606,4,3,2,1,0.1959595959595959,0.0006873950926331207,0.11044417937639385,0.0816738816738816,0.3722582759547725,False,True,False,False,Tier2_discovery
110,KLF10,4,4,3,0,0.19577922077922072,0.0635288523436358,0.39947583490408284,0.245093795093795,0.6531316660669401,False,True,False,False,Tier2_discovery
111,MRPL39,4,4,3,0,0.19516594516594515,0.11202714126917561,0.4929726108233685,0.2255411255411255,0.7427912428223443,False,True,False,False,Tier2_discovery
112,PFKFB4,4,3,3,0,0.19498556998556996,0.015867634593829564,0.24695931207932376,0.1514430014430014,0.632231159124121,False,True,False,False,Tier2_discovery
113,ANK2,4,3,3,0,0.1948412698412698,0.00834329103211762,0.19453263780701044,0.1254689754689754,0.6005188153053913,False,True,False,False,Tier2_discovery
114,IRAK2,4,3,3,1,0.1945526695526695,0.001365504131242769,0.12118559034146142,0.1927849927849927,0.3495812119398188,False,True,False,False,Tier2_discovery
115,LIN7C,4,3,3,1,0.19422799422799414,0.002432489111975036,0.13911115365841886,0.1865800865800865,0.5591284994988994,False,True,False,False,Tier2_discovery
116,BID,4,3,3,0,0.19397546897546897,0.012651380990200273,0.22824611498800781,0.2235209235209235,0.6008977572288304,False,True,False,False,Tier2_discovery
117,SNAP47,4,3,3,1,0.19397546897546894,0.00026416396977434106,0.10149950196975359,0.115079365079365,0.2919353970228516,False,True,False,False,Tier2_discovery
118,MYSM1,4,4,3,0,0.1939033189033189,0.050735012630647267,0.36853321699370917,0.1813131313131313,0.7662650594227219,False,True,False,False,Tier2_discovery
119,CTNNA1,4,3,2,1,0.19357864357864354,0.009332896329433151,0.2012248399166046,0.311038961038961,0.3883590270576523,False,True,False,False,Tier2_discovery
120,MAP1S,4,3,3,0,0.19354256854256854,0.009875590137274536,0.20373099429726427,0.1510822510822511,0.6995620983723579,False,True,False,False,Tier2_discovery
121,GLRA3,4,3,3,0,0.19296536796536795,0.006232961436883859,0.17679239421438803,0.1696248196248196,0.5591284994988994,False,True,False,False,Tier2_discovery
122,PPM1D,4,3,3,0,0.19278499278499275,0.04025729658931588,0.3393356089105389,0.2183982683982684,0.6921645177897446,False,True,False,False,Tier2_discovery
123,NEK1,4,3,3,0,0.1924603174603174,0.03006533851419409,0.30265142888155677,0.1824675324675324,0.7533476923205438,False,True,False,False,Tier2_discovery
124,NME3,4,3,3,0,0.19209956709956705,0.048734192613198626,0.3617032850459451,0.1901875901875901,0.7532180988094034,False,True,False,False,Tier2_discovery
125,CAPN1,4,3,3,0,0.1917388167388167,0.003670976901193041,0.15248518829507646,0.1195526695526695,0.5169389072386679,False,True,False,False,Tier2_discovery
126,PPP1R14D,4,4,4,1,0.19152236652236648,0.0013733008936379894,0.12118559034146142,0.2533189033189033,0.3148096401402589,False,True,False,False,Tier2_discovery
127,SLC44A4,4,4,3,0,0.1912337662337662,0.029947276949778084,0.3024063712989507,0.2753968253968254,0.6442862054610886,False,True,False,False,Tier2_discovery
128,CASP9,4,3,3,0,0.19105339105339103,0.0006343638992222166,0.11044417937639385,0.158008658008658,0.3701570606117131,False,True,False,False,Tier2_discovery
129,ELOA2,4,3,3,1,0.1909451659451659,0.0013604552631288356,0.12118559034146142,0.158008658008658,0.3662408504432664,False,True,False,False,Tier2_discovery
130,CD36,4,3,3,0,0.1908730158730158,0.000258678210133931,0.10149950196975359,0.1635642135642135,0.2694606985777902,False,True,False,False,Tier2_discovery
131,ZNF862,4,3,3,1,0.18979076479076473,0.08028140328732161,0.44075160255658546,0.2319624819624819,0.7670901299666953,False,True,False,False,Tier2_discovery
132,C2CD4D,4,3,3,0,0.1895382395382395,0.005671130376676036,0.17171831582707867,0.17005772005772,0.5336005133722159,False,True,False,False,Tier2_discovery
133,FBXL6,4,4,3,0,0.1895021645021645,0.01640367089197866,0.25078170050003623,0.1787878787878788,0.7288843991998545,False,True,False,False,Tier2_discovery
134,EVI5,4,3,3,1,0.189069264069264,0.0017401595638306723,0.12786359695509597,0.1511544011544011,0.3769684656715478,False,True,False,False,Tier2_discovery
135,PSG6,4,3,2,2,0.18888888888888883,0.0007316580039268809,0.11217971775964747,0.0469696969696969,0.369554951981034,False,True,False,False,Tier2_discovery
136,GPSM1,4,3,2,1,0.18755411255411247,0.0012113466785554866,0.12076144212215588,0.0725829725829725,0.496679863834481,False,True,False,False,Tier2_discovery
137,TP53BP2,4,3,3,1,0.1871572871572871,0.002207618093353323,0.1325798913468773,0.1313852813852813,0.4186839010945427,False,True,False,False,Tier2_discovery
138,IL15,4,3,2,1,0.18694083694083696,0.0001808192982605942,0.09959553957535099,0.0795093795093795,0.2318632186178979,False,True,False,False,Tier2_discovery
139,TMBIM4,4,3,3,1,0.1869408369408369,0.02707809916503469,0.2911961416330815,0.2132756132756132,0.51368752205928,False,True,False,False,Tier2_discovery
140,ASB4,4,3,3,0,0.1866522366522366,0.04196835850857938,0.3454710739601393,0.1814574314574314,0.7847041094772406,False,True,False,False,Tier2_discovery
141,COX8A,4,3,3,0,0.18650793650793646,0.09669367566967828,0.46713534958355063,0.2418470418470418,0.6197215668559315,False,True,False,False,Tier2_discovery
142,MAMLD1,4,3,3,1,0.1864357864357864,0.005241225254124306,0.16659037349423397,0.2209235209235209,0.4381967226836064,False,True,False,False,Tier2_discovery
143,LEFTY1,4,3,2,1,0.186038961038961,0.002651544100518362,0.14142851504223306,0.0594516594516594,0.51368752205928,False,True,False,False,Tier2_discovery
144,SELENOS,4,3,2,1,0.1858225108225108,0.000998545730557431,0.1165580943586753,0.0745310245310245,0.2331740694536369,False,True,False,False,Tier2_discovery
145,C6ORF118,4,3,3,0,0.18556998556998555,0.002016819098484219,0.13112622377603916,0.2274891774891775,0.3468621537410264,False,True,False,False,Tier2_discovery
146,PPP1R27,4,3,3,1,0.1853535353535353,0.002556509620822344,0.13970419239038004,0.1579365079365079,0.4220164736829825,False,True,False,False,Tier2_discovery
147,ANGPT1,4,4,3,0,0.18477633477633476,0.01605810549658277,0.24845607355157384,0.1462481962481962,0.6863798244385222,False,True,False,False,Tier2_discovery
148,RAB2B,4,3,3,0,0.18474025974025976,0.0038077793331978784,0.153333786554953,0.1556998556998557,0.5097114027700492,False,True,False,False,Tier2_discovery
149,DHRS4,4,3,3,0,0.1847041847041847,0.027942856704344363,0.2939528830683061,0.1821067821067821,0.7139093668498151,False,True,False,False,Tier2_discovery
150,TOR1B,4,3,3,0,0.18409090909090906,0.003334182195060047,0.14815125221376277,0.1475468975468975,0.496679863834481,False,True,False,False,Tier2_discovery
151,CRB1,4,3,3,1,0.18398268398268394,0.01719918080895528,0.2522076515121698,0.2434343434343434,0.5591284994988994,False,True,False,False,Tier2_discovery
152,ARHGAP23,4,3,3,1,0.18347763347763346,0.015006425488971036,0.24131124292664755,0.137012987012987,0.7109810435088605,False,True,False,False,Tier2_discovery
153,AP3B2,4,3,3,0,0.1832251082251082,0.0007828482456137432,0.11504497946525892,0.1223665223665223,0.3672393014376026,False,True,False,False,Tier2_discovery
154,LGALS2,4,3,2,1,0.18318903318903312,0.007059795592715214,0.18333956665164614,0.0825396825396825,0.5591284994988994,False,True,False,False,Tier2_discovery
155,PGM1,4,3,3,1,0.18308080808080807,0.0007502205184248407,0.11341243460089621,0.1414141414141414,0.3585558630218346,False,True,False,False,Tier2_discovery
156,VEPH1,4,3,3,0,0.183080808080808,0.026326642471365114,0.289971803671381,0.1914862914862914,0.6874182084461319,False,True,False,False,Tier2_discovery
157,PCDH18,4,3,3,0,0.1824314574314574,0.022309683011284026,0.27412224102405813,0.1945165945165945,0.5948174183199099,False,True,False,False,Tier2_discovery
158,USP45,4,4,3,0,0.1823232323232323,0.028562207115633773,0.2967734004696527,0.1612554112554112,0.7442754399172081,False,True,False,False,Tier2_discovery
159,YIF1A,4,4,4,1,0.18228715728715725,0.0011657966461179662,0.11890562251492398,0.1384559884559884,0.362747067320689,False,True,False,False,Tier2_discovery
160,HDAC6,4,3,3,0,0.18210678210678205,0.03382049655847164,0.3175923717046296,0.1766233766233766,0.7062728170623054,False,True,False,False,Tier2_discovery
161,FOXI2,4,3,3,0,0.18192640692640688,0.0027022622339710864,0.14165726168742898,0.1308080808080808,0.5381526305402907,False,True,False,False,Tier2_discovery
162,WWTR1,4,3,2,0,0.18167388167388165,0.005933875857005081,0.174265083488447,0.0958152958152958,0.6008977572288304,False,True,False,False,Tier2_discovery
163,C11ORF24,4,3,3,0,0.18131313131313131,0.025210601007083108,0.2875442884190685,0.2331168831168831,0.6238822887932646,False,True,False,False,Tier2_discovery
164,LIPH,4,3,3,0,0.1812409812409812,0.07340813781564183,0.4249423370162844,0.1670995670995671,0.8049744797969852,False,True,False,False,Tier2_discovery
165,NFU1,4,3,3,0,0.1811327561327561,0.004474857393461531,0.15810305537856517,0.2582251082251082,0.3774913233922292,False,True,False,False,Tier2_discovery
166,PCDHGB2,4,3,3,0,0.1811327561327561,0.022208765895438153,0.273663203956198,0.2544011544011544,0.5754274949435563,False,True,False,False,Tier2_discovery
167,CLDN2,4,4,3,0,0.18106060606060603,0.025195391343798466,0.2875442884190685,0.1901154401154401,0.6572642343841891,False,True,False,False,Tier2_discovery
168,SH3RF1,4,3,3,0,0.18098845598845598,0.0008371250768478181,0.11504497946525892,0.1795815295815296,0.4519413176088436,False,True,False,False,Tier2_discovery
169,SMARCA2,4,3,2,1,0.18062770562770558,9.722366750285392e-06,0.05881762068576367,0.0512265512265512,0.1593936942840152,False,True,False,False,Tier2_discovery
170,GALNT2,4,3,3,0,0.18051948051948052,0.003961472776890865,0.1553361286577585,0.2259018759018759,0.3923796616511206,False,True,False,False,Tier2_discovery
171,FAM234A,4,3,3,0,0.1805194805194805,0.02547248541551825,0.28819575802630654,0.1563492063492063,0.689688357627789,False,True,False,False,Tier2_discovery
172,F11R,4,4,4,1,0.1804473304473304,0.0038900416336828127,0.15495472537799593,0.2356421356421356,0.2904377911145447,False,True,False,False,Tier2_discovery
173,DRAM2,4,3,3,0,0.1803391053391053,0.020764245101566815,0.2687502065584042,0.1805194805194805,0.6403882672161538,False,True,False,False,Tier2_discovery
174,NPDC1,4,3,3,0,0.1803391053391053,0.033433133862235,0.316759502614322,0.1669552669552669,0.6941541064307214,False,True,False,False,Tier2_discovery
