database,DRUG_NAME,drug_key,n_trajectory_rows,n_trajectories_n20,n_trajectories_n30,max_crc_n,median_crc_n,any_trajectory_n20,any_trajectory_n30,three_trajectories_n20,three_trajectories_n30,all_four_trajectories_n20,primary_discovery_gate,SYNONYMS,TARGET,TARGET_PATHWAY,prism_name,prism_disease_area,prism_indication,prism_phase,prism_name_count_by_key,clinical_status,clinical_context,approved_nononcology_high_confidence,annotation_source
GDSC1,TL-1-85,TL185,6,6,6,38,37.0,True,True,True,True,True,TierA_strong_collateral,,"TAK1, MAP4K2","Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,TL-2-105,TL2105,6,6,6,38,37.0,True,True,True,True,True,TierA_strong_collateral,,not defined,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,TPCA-1,TPCA1,6,6,6,38,37.0,True,True,True,True,True,none,,IKK2,"Other, kinases",TPCA-1,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,TTK_3146,TTK3146,6,6,6,38,37.0,True,True,True,True,True,TierB_moderate_candidate,SN1080714093,TTK,Mitosis,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,TW 37,TW37,6,6,6,38,37.0,True,True,True,True,True,TierA_strong_collateral,"TW37, TW-37","BCL2, BCL-XL, MCL1",Apoptosis regulation,TW-37,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,TWS119,TWS119,6,6,6,38,37.0,True,True,True,True,True,none,,GSK3,WNT signaling,TWS-119,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Talazoparib,TALAZOPARIB,6,6,6,37,37.0,True,True,True,True,True,none,"BMN-673, BMN 973","PARP1, PARP2",Genome integrity,talazoparib,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Tamoxifen,TAMOXIFEN,6,6,6,39,38.0,True,True,True,True,True,none,"Nolvadex, Soltamox, Zynoplex, ICI-46474, Kessar",ESR1,Hormone-related,tamoxifen,oncology,breast cancer,Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Tanespimycin,TANESPIMYCIN,6,6,6,38,37.0,True,True,True,True,True,none,"17-AAG, BMS-722782",HSP90,Protein stability and degradation,tanespimycin,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Temozolomide,TEMOZOLOMIDE,6,6,6,38,37.0,True,True,True,True,True,none,"Temodar, Temodal, M-39831, SCH 52365",DNA alkylating agent,DNA replication,temozolomide,oncology,"glioblastoma, astrocytoma",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Temsirolimus,TEMSIROLIMUS,6,6,6,38,37.0,True,True,True,True,True,none,"CCI-779, Torisel",MTOR,PI3K/MTOR signaling,temsirolimus,oncology,renal cell carcinoma (RCC),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Tenovin-6,TENOVIN6,6,6,6,38,37.0,True,True,True,True,True,TierA_strong_collateral,,SIRT,Chromatin histone acetylation,tenovin-6,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Thapsigargin,THAPSIGARGIN,6,6,6,31,30.0,True,True,True,True,True,none,Octanoic acid,SERCA,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Tipifarnib,TIPIFARNIB,6,6,6,31,30.0,True,True,True,True,True,none,Zarnestra,Farnesyl-transferase (FNTA),Other,tipifarnib,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Tivozanib,TIVOZANIB,6,6,6,38,37.0,True,True,True,True,True,none,"AV-951, AV 951, KRN-951, KIL8951, ASP-4130","VEGFR1, VEGFR2, VEGFR3, PDGFR, KIT",RTK signaling,tivozanib,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Torin 2,TORIN2,6,6,6,36,35.0,True,True,True,True,True,none,,mTOR,PI3K/MTOR signaling,torin-2,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Tozasertib,TOZASERTIB,6,0,0,13,13.0,False,False,False,False,False,,"MK 0457,MK-0457,MK-045, VX-680 VX 680 VX-68","AURKA, AURKB, AURKC, others",Mitosis,tozasertib,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Trametinib,TRAMETINIB,6,6,6,38,37.0,True,True,True,True,True,none,"GSK1120212, Mekinist","MEK1, MEK2",ERK MAPK signaling,trametinib,oncology,melanoma,Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Tretinoin,TRETINOIN,6,6,6,37,36.0,True,True,True,True,True,none,"ATRA, Vesanoid, Renova, Atralin, Tretin-X, Avita",Retinoic acid,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Trichostatin A,TRICHOSTATINA,6,6,6,37,36.0,True,True,True,True,True,TierB_moderate_candidate,,HDAC,Chromatin histone acetylation,trichostatin-a,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Tubastatin A,TUBASTATINA,6,6,6,38,37.0,True,True,True,True,True,TierB_moderate_candidate,,"HDAC1, HDAC6, HDAC8",Chromatin histone acetylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,UNC0638,UNC0638,6,6,6,40,39.0,True,True,True,True,True,none,"UNC-0638, UNC 0683",G9a and GLP methyltransferases,Chromatin histone methylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,UNC0642,UNC0642,6,6,6,33,33.0,True,True,True,True,True,TierA_strong_collateral,,"G9A, GLP",Chromatin histone methylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,UNC1215,UNC1215,6,6,6,38,37.0,True,True,True,True,True,TierA_strong_collateral,UNC-1215,L3MBTL3,Chromatin other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,VNLG/124,VNLG124,6,6,6,38,37.0,True,True,True,True,True,TierA_strong_collateral,HDAC inhibitor XV,"HDAC,RAR",Chromatin histone acetylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,VX-11e,VX11E,6,6,6,38,37.0,True,True,True,True,True,none,"VX11e, VX11e",ERK2,ERK MAPK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,VX-702,VX702,6,6,6,38,37.0,True,True,True,True,True,TierA_strong_collateral,"VX702, VX 702",p38,JNK and p38 signaling,VX-702,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Veliparib,VELIPARIB,6,6,6,38,37.0,True,True,True,True,True,none,"ABT-888, ABT888, ABT 888","PARP1, PARP2",Genome integrity,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Venotoclax,VENOTOCLAX,6,6,6,37,36.0,True,True,True,True,True,TierA_strong_collateral,"ABT-199, Veneclexta, GDC-0199",BCL-2 selective,Apoptosis regulation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Vinblastine,VINBLASTINE,6,6,6,38,37.0,True,True,True,True,True,none,Velban,Microtubule destabiliser,Mitosis,vinblastine,"hematologic malignancy, infectious disease, oncology","Hodgkin's lymphoma, true histiocytic lymphoma (THL), mycosis, small lymphocytic lymphoma (SLL), testicular carcinoma, Kaposi sarcoma",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Vinorelbine,VINORELBINE,6,6,6,31,30.0,True,True,True,True,True,none,"vinorelbine tartrate, Navelbine, Exelbine",Microtubule destabiliser,Mitosis,vinorelbine,oncology,non-small cell lung cancer (NSCLC),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Vismodegib,VISMODEGIB,6,6,6,38,37.0,True,True,True,True,True,none,"GDC0449, Erivedge",SMO,Other,vismodegib,oncology,basal cell carcinoma (BCC),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Vorinostat,VORINOSTAT,6,6,6,38,37.0,True,True,True,True,True,none,"Zolinza, SAHA, suberanilohydroxamic acid, suberoylanilide hydroxamic acid, MK-0683","HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,vorinostat,hematologic malignancy,cutaneous T-cell lymphoma (CTCL),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Voxtalisib,VOXTALISIB,6,6,6,38,37.0,True,True,True,True,True,none,"XL-765, SAR245409","PI3K (class 1), DNAPK, MTOR",PI3K/MTOR signaling,voxtalisib,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,WH-4-023,WH4023,6,0,0,13,13.0,False,False,False,False,False,,KIN001-112,"SRC, LCK","Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,WHI-P97,WHIP97,6,6,6,38,37.0,True,True,True,True,True,none,"AC1L1GQE, KIN001-055",JAK3,"Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,WYE-125132,WYE125132,6,6,6,38,37.0,True,True,True,True,True,none,,mTOR,PI3K/MTOR signaling,WYE-125132,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,WZ-1-84,WZ184,6,0,0,13,13.0,False,False,False,False,False,,KIN001-123,BMX,"Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,WZ3105,WZ3105,6,6,6,38,37.0,True,True,True,True,True,none,,"SRC, ROCK2, NTRK2, FLT3, IRAK1, others",Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Wee1 Inhibitor,WEE1INHIBITOR,6,6,6,35,34.0,True,True,True,True,True,none,"681640, Wee1 Inhibitor","WEE1, CHEK1",Cell cycle,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Wnt-C59,WNTC59,6,6,6,37,36.0,True,True,True,True,True,TierA_strong_collateral,,PORCN,WNT signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,XAV939,XAV939,6,6,6,38,37.0,True,True,True,True,True,none,"NVP-XAV939, XAV-939, XAV 939","TNKS1, TNKS2",WNT signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,XMD11-50,XMD1150,6,0,0,16,15.0,False,False,False,False,False,,,"LRRK2, ERK5","Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,XMD11-85h,XMD1185H,6,6,6,31,30.0,True,True,True,True,True,TierB_moderate_candidate,,"LRRK2, ERK5","Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,XMD13-2,XMD132,6,6,6,38,37.0,True,True,True,True,True,none,,MRCKB,Cytoskeleton,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,XMD14-99,XMD1499,6,6,6,38,37.0,True,True,True,True,True,TierB_moderate_candidate,,"ALK, CDK7, LTK, others","Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,XMD15-27,XMD1527,6,6,6,38,37.0,True,True,True,True,True,TierA_strong_collateral,,CAMK2,"Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,XMD8-85,XMD885,6,0,0,13,13.0,False,False,False,False,False,,ERK5-IN-1,"ERK5, BET",Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,XMD8-92,XMD892,6,6,6,31,30.0,True,True,True,True,True,TierB_moderate_candidate,XMD 8-92,ERK5,ERK MAPK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,Y-39983,Y39983,6,6,6,38,37.0,True,True,True,True,True,none,,ROCK,Cytoskeleton,Y-39983,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,YK-4-279,YK4279,6,6,0,24,24.0,True,False,True,False,True,none,YK 4-279,RNA helicase A,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,YM201636,YM201636,6,6,6,38,37.0,True,True,True,True,True,TierB_moderate_candidate,"YM-201636, YM 201636",PIKFYVE,PI3K/MTOR signaling,YM-201636,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Z-LLNle-CHO,ZLLNLECHO,6,0,0,13,13.0,False,False,False,False,False,,"Z-L-Norleucine-CHO, Gamma-Secretase Inhibitor 1",gamma-secretase,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,ZG-10,ZG10,6,6,6,31,30.0,True,True,True,True,True,none,,JNK1,JNK and p38 signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,ZL049,ZL049,6,6,6,38,37.0,True,True,True,True,True,none,[(diphenyltetramethylcyclopentadienyl)iridium(III)(2-phenylpyridine)(chloride)],,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,ZL109,ZL109,6,6,6,39,38.0,True,True,True,True,True,none,,DNA damage,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,ZM447439,ZM447439,6,6,6,38,37.0,True,True,True,True,True,none,"ZM-447439, ZM 447439","AURKA, AURKB",Mitosis,ZM-447439,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,ZSTK474,ZSTK474,6,6,6,38,37.0,True,True,True,True,True,none,"KIN001-167, ZSTK-474, ZSTK 474",PI3K (class 1),PI3K/MTOR signaling,ZSTK-474,,,Phase 1/Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC1,Zibotentan,ZIBOTENTAN,6,6,6,38,37.0,True,True,True,True,True,TierA_strong_collateral,"ZD4054, ZD-4054",Endothelin-1 receptor (EDNRA),Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,"eEF2K Inhibitor, A-484954",EEF2KINHIBITORA484954,6,6,6,38,37.0,True,True,True,True,True,TierB_moderate_candidate,,eEF2K,"Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,kb NB 142-70,KBNB14270,6,6,6,38,37.0,True,True,True,True,True,none,,PKD,"Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,rTRAIL,RTRAIL,6,6,6,38,37.0,True,True,True,True,True,none,,TRAIL receptor agonist,Apoptosis regulation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC1,torin2,TORIN2,6,0,0,18,17.0,False,False,False,False,False,,,"MTOR, ATM, ATR, DNAPK",PI3K/MTOR signaling,torin-2,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,123138,123138,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,123829,123829,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,150412,150412,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,5-Fluorouracil,5FLUOROURACIL,6,6,6,40,39.0,True,True,True,True,True,none,5-FU,Antimetabolite (DNA & RNA),Other,5-fluorouracil,oncology,"colorectal cancer, breast cancer, pancreatic cancer, gastric adenocarcinoma",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,5-azacytidine,5AZACYTIDINE,6,6,6,36,35.0,True,True,True,True,True,none,,DNA methyltransferases,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,50869,50869,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,615590,615590,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,630600,630600,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,667880,667880,6,6,6,39,38.0,True,True,True,True,True,TierB_moderate_candidate,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,720427,720427,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,729189,729189,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,741909,741909,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,743380,743380,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,765771,765771,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,776928,776928,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,A-366,A366,6,6,6,36,35.0,True,True,True,True,True,none,,"EHMT1, EHMT2",Chromatin histone methylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,ABT737,ABT737,6,6,6,38,37.0,True,True,True,True,True,none,,"BCL2, BCL-XL,  BCL-W, BCL-B, BFL1",Apoptosis regulation,ABT-737,,,Phase 1/Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,AGI-5198,AGI5198,6,6,6,38,37.0,True,True,True,True,True,none,IDH-C35,IDH1 (R132H),Metabolism,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,AGI-6780,AGI6780,6,6,6,40,39.0,True,True,True,True,True,none,,IDH2(R140Q),Metabolism,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,AGK2,AGK2,6,6,6,39,38.0,True,True,True,True,True,none,,"BAZ2A, BAZ2B",Chromatin histone acetylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,AMG-319,AMG319,6,6,6,35,34.0,True,True,True,True,True,none,AMG319,PI3K (beta sparing),PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,AT13148,AT13148,6,6,6,37,36.0,True,True,True,True,True,none,,AKT1,PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,AZ6102,AZ6102,6,6,6,37,36.0,True,True,True,True,True,none,,"TNKS1, TNKS2",WNT signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,AZ960,AZ960,6,6,6,40,39.0,True,True,True,True,True,TierA_strong_collateral,"AZ 960, AZ-960","JAK2, JAK3","Other, kinases",AZ960,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,AZD1208,AZD1208,6,6,6,39,38.0,True,True,True,True,True,none,SN1028350371,"PIM1, PIM2, PIM3","Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,AZD1332,AZD1332,6,6,6,39,38.0,True,True,True,True,True,TierB_moderate_candidate,SN1061387896,"NTRK1, NTRK2, NTRK3",RTK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,AZD2014,AZD2014,6,6,6,39,38.0,True,True,True,True,True,TierA_strong_collateral,SN1103949359,"mTORC1, mTORC2",PI3K/MTOR signaling,AZD2014,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,AZD3759,AZD3759,6,6,6,39,38.0,True,True,True,True,True,none,,EGFR,EGFR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,AZD4547,AZD4547,6,6,6,40,39.0,True,True,True,True,True,none,AZ6,"FGRF1, FGFR2, FGFR3",RTK signaling,AZD4547,,,Phase 2/Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,AZD5153,AZD5153,6,6,6,39,38.0,True,True,True,True,True,TierB_moderate_candidate,"SN1045566955, AZD5153",BRD4,Chromatin other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,AZD5363,AZD5363,6,6,6,38,37.0,True,True,True,True,True,none,,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",AZD5363,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,AZD5438,AZD5438,6,6,6,39,38.0,True,True,True,True,True,none,SN1057898678,CDK2,Cell cycle,AZD5438,,,Phase 1,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,AZD5582,AZD5582,6,6,6,40,39.0,True,True,True,True,True,none,SN1021632995,IAP,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,AZD5991,AZD5991,6,6,6,39,38.0,True,True,True,True,True,none,"SN1049446612, AZD5991",MCL1,Apoptosis regulation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,AZD6482,AZD6482,6,0,0,5,5.0,False,False,False,False,False,,"AZD 6482, AZD-6482, AK-55409",PI3Kbeta,PI3K/MTOR signaling,AZD6482,,,Phase 1,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,AZD6738,AZD6738,6,6,6,38,37.0,True,True,True,True,True,none,SN1034081770,ATR,Genome integrity,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,AZD7762,AZD7762,6,6,6,40,39.0,True,True,True,True,True,none,"AZD-7762, AZD 7762","CHEK1, CHEK2",Cell cycle,AZD7762,,,Phase 1,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,AZD8055,AZD8055,6,6,6,40,39.0,True,True,True,True,True,TierB_moderate_candidate,AZD-8055,"MTORC1, MTORC2",PI3K/MTOR signaling,AZD8055,,,Phase 1,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,AZD8186,AZD8186,6,6,6,38,37.0,True,True,True,True,True,none,SN1028722848,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Acetalax,ACETALAX,6,6,6,39,38.0,True,True,True,True,True,none,Oxyphenisatin acetate,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Afatinib,AFATINIB,6,6,6,40,39.0,True,True,True,True,True,none,"BIBW2992, Tovok, Gilotrif","EGFR, ERBB2",EGFR signaling,afatinib,oncology,non-small cell lung cancer (NSCLC),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Afuresertib,AFURESERTIB,6,6,6,38,37.0,True,True,True,True,True,none,"GSK2110183, GSK2110183C","AKT1, AKT2, AKT3",PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Alisertib,ALISERTIB,6,6,6,40,39.0,True,True,True,True,True,none,MLN8237,AURKA,Mitosis,alisertib,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
