database,DRUG_NAME,drug_key,n_trajectory_rows,n_trajectories_n20,n_trajectories_n30,max_crc_n,median_crc_n,any_trajectory_n20,any_trajectory_n30,three_trajectories_n20,three_trajectories_n30,all_four_trajectories_n20,primary_discovery_gate,SYNONYMS,TARGET,TARGET_PATHWAY,prism_name,prism_disease_area,prism_indication,prism_phase,prism_name_count_by_key,clinical_status,clinical_context,approved_nononcology_high_confidence,annotation_source
GDSC2,JNK Inhibitor VIII,JNKINHIBITORVIII,6,6,6,39,38.0,True,True,True,True,True,none,,JNK,JNK and p38 signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,JQ1,JQ1,6,6,6,39,38.0,True,True,True,True,True,none,"JQ-1, (+)-JQ-1","BRD2, BRD3, BRD4, BRDT",Chromatin other,JQ1-(+),,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,KRAS (G12C) Inhibitor-12,KRASG12CINHIBITOR12,6,6,6,40,39.0,True,True,True,True,True,none,GTPL8020,KRAS (G12C),ERK MAPK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,KU-55933,KU55933,6,6,6,39,38.0,True,True,True,True,True,none,KU55933,ATM,Genome integrity,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,L-Oxonoreleagnine,LOXONORELEAGNINE,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,LCL161,LCL161,6,6,6,40,39.0,True,True,True,True,True,none,,"XIAP, cIAP1, cIAP2",Apoptosis regulation,LCL-161,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,LGK974,LGK974,6,6,6,40,39.0,True,True,True,True,True,none,,PORCN,WNT signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,LJI308,LJI308,6,6,6,37,36.0,True,True,True,True,True,none,,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,LMB_AB1,LMBAB1,6,6,6,39,38.0,True,True,True,True,True,none,,"ADRA1A, ADRB1",Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,LMB_AB2,LMBAB2,6,6,6,39,38.0,True,True,True,True,True,none,,GADD34,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,LMB_AB3,LMBAB3,6,6,6,39,38.0,True,True,True,True,True,none,,PPP1R15B,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,LMP744,LMP744,6,6,6,39,38.0,True,True,True,True,True,TierB_moderate_candidate,MJ-III-65,TOP1,DNA replication,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,LY2109761,LY2109761,6,6,6,40,39.0,True,True,True,True,True,none,5XE,TGFB1,Other,LY2109761,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Lapatinib,LAPATINIB,6,6,6,39,38.0,True,True,True,True,True,none,"Tykerb, Tyverb","EGFR, ERBB2",RTK signaling,lapatinib,oncology,breast cancer,Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Leflunomide,LEFLUNOMIDE,6,6,6,40,39.0,True,True,True,True,True,TierB_moderate_candidate,"Sulol, SU-101, HWA-486, Arava",Pyrimidine synthesis inhibitor,DNA replication,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Lenalidomide,LENALIDOMIDE,6,6,6,39,38.0,True,True,True,True,True,none,"CDC-501, CC-5013, Revlimid",CRBN,Protein stability and degradation,lenalidomide,hematologic malignancy,"multiple myeloma, mantle cell lymphoma (MCL), myelodysplastic diseases (MDS)",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Lestaurtinib,LESTAURTINIB,6,6,6,39,38.0,True,True,True,True,True,none,"CEP-701, SP-924, SPM-924, A-154475, KT-555","FLT3, JAK2, NTRK1, NTRK2, NTRK3","Other, kinases",lestaurtinib,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Linsitinib,LINSITINIB,6,6,6,40,39.0,True,True,True,True,True,none,"OSI-906, ASP-7487",IGF1R,IGF1R signaling,linsitinib,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Luminespib,LUMINESPIB,6,6,6,40,39.0,True,True,True,True,True,TierA_strong_collateral,"AUY922, VER-52296,NVP-AUY922,  AUY",HSP90,Protein stability and degradation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,MG-132,MG132,6,6,6,40,39.0,True,True,True,True,True,TierB_moderate_candidate,"LLL cpd, MG 132, MG132","Proteasome, CAPN1",Protein stability and degradation,MG-132,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,MIM1,MIM1,6,6,6,35,34.0,True,True,True,True,True,none,,MCL-1,Apoptosis regulation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,MIRA-1,MIRA1,6,6,6,39,38.0,True,True,True,True,True,none,"MIRA 1, MIRA1, NSC19630, NSC-19630, NSC 19630",TP53,p53 pathway,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,MK-1775,MK1775,6,6,6,40,39.0,True,True,True,True,True,none,"AZD1775, Adavosertib","WEE1, PLK1",Cell cycle,MK-1775,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,MK-2206,MK2206,6,6,6,40,39.0,True,True,True,True,True,none,"MK 2206, MK2206","AKT1, AKT2",PI3K/MTOR signaling,MK-2206,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,MK-8776,MK8776,6,6,6,35,34.0,True,True,True,True,True,none,SCH900776,"CHEK1, CHEK2, CDK2",Cell cycle,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,ML323,ML323,6,6,6,40,39.0,True,True,True,True,True,none,"GTPL7898, AOB2313,","USP1, UAF1",Protein stability and degradation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,MN-64,MN64,6,6,6,40,39.0,True,True,True,True,True,none,,"TNKS1, TNKS2",WNT signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Methotrexate,METHOTREXATE,6,6,6,39,38.0,True,True,True,True,True,none,"Abitrexate, Amethopterin, Rheumatrex, Trexall, Folex",Antimetabolite,DNA replication,methotrexate,"oncology, hematologic malignancy, dermatology, rheumatology","gestational choriocarcinoma, hydatidiform mole, acute lymphoblastic leukemia (ALL), psoriasis, rheumatoid arthritis",Launched,1.0,approved,approved_mixed_oncology_nononcology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Mirin,MIRIN,6,6,6,40,39.0,True,True,True,True,True,TierA_strong_collateral,,MRE11,Genome integrity,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Mitoxantrone,MITOXANTRONE,6,6,6,39,38.0,True,True,True,True,True,none,,TOP2,DNA replication,mitoxantrone,"neurology/psychiatry, oncology, hematologic malignancy","multiple sclerosis, prostate cancer, acute myeloid leukemia (AML)",Launched,1.0,approved,approved_mixed_oncology_nononcology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Motesanib,MOTESANIB,6,6,6,39,38.0,True,True,True,True,True,none,"AMG-706, AMG 706, AMG706","VEGFR, RET, KIT, PDGFR",RTK signaling,motesanib,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Mycophenolic acid,MYCOPHENOLICACID,6,6,6,34,33.0,True,True,True,True,True,TierA_strong_collateral,,,Unclassified,mycophenolic-acid,transplant,organ rejection,Launched,1.0,approved,approved_nononcology_high_confidence,True,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,N-acetyl cysteine,NACETYLCYSTEINE,6,6,6,36,35.0,True,True,True,True,True,none,NAC,Metabolism,Metabolism,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,N25720-51-A1,N2572051A1,6,6,6,35,34.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,N27922-53-1,N27922531,6,6,6,35,34.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,N29087-69-1,N29087691,6,6,6,35,34.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,N30652-18-1,N30652181,6,6,6,35,34.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,NU7441,NU7441,6,6,6,39,38.0,True,True,True,True,True,none,"KU-57788, NU-7432, NU-7741",DNAPK,Genome integrity,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,NVP-ADW742,NVPADW742,6,6,6,38,37.0,True,True,True,True,True,none,"NVP ADW742, NVPADW742",IGF1R,IGF1R signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Navitoclax,NAVITOCLAX,6,6,6,40,39.0,True,True,True,True,True,none,"ABT-263, ABT263, ABT 263","BCL2, BCL-XL, BCL-W",Apoptosis regulation,navitoclax,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Nelarabine,NELARABINE,6,6,6,39,38.0,True,True,True,True,True,none,"Atriance, Arranon",,DNA replication,nelarabine,hematologic malignancy,"acute lymphoblastic leukemia (ALL), acute lymphoblastic leukemia (ALL)",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Nilotinib,NILOTINIB,6,6,6,38,37.0,True,True,True,True,True,none,"Tasigna, AMN 107",ABL,ABL signaling,nilotinib,hematologic malignancy,chronic myeloid leukemia (CML),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Niraparib,NIRAPARIB,6,6,6,40,39.0,True,True,True,True,True,none,"MK-4827, MK4827","PARP1, PARP2",Genome integrity,niraparib,oncology,primary peritoneal cancer (PPC),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Nutlin-3a (-),NUTLIN3A,6,6,6,40,39.0,True,True,True,True,True,none,,MDM2,p53 pathway,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,OF-1,OF1,6,6,6,40,39.0,True,True,True,True,True,none,,"BRPF1B, BRPF2",Chromatin histone acetylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,OSI-027,OSI027,6,6,6,40,39.0,True,True,True,True,True,none,A-1065-5,"MTORC1, MTORC2",PI3K/MTOR signaling,OSI-027,,,Phase 1,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,OTX015,OTX015,6,6,6,40,39.0,True,True,True,True,True,none,"Birabresib, OTX-015, MK-8628","BRD2, BRD3, BRD4",Chromatin other,OTX015,,,Phase 1/Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Obatoclax Mesylate,OBATOCLAXMESYLATE,6,6,6,39,38.0,True,True,True,True,True,TierA_strong_collateral,"GX15-070MS, Obatoclax, GX15-070","BCL2, BCL-XL, BCL-W, MCL1",Apoptosis regulation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Olaparib,OLAPARIB,6,6,6,40,39.0,True,True,True,True,True,none,"AZD2281, KU0059436,  Lynparza","PARP1, PARP2",Genome integrity,olaparib,oncology,ovarian cancer,Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Osimertinib,OSIMERTINIB,6,6,6,38,37.0,True,True,True,True,True,none,"AZD9291, AZD 9291, AZD-9291, Tagrisso, Mereletinib",EGFR,EGFR signaling,osimertinib,oncology,non-small cell lung cancer (NSCLC),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Oxaliplatin,OXALIPLATIN,6,6,6,40,39.0,True,True,True,True,True,none,Eloxatin,DNA alkylating agent,DNA replication,oxaliplatin,oncology,colorectal cancer,Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,P22077,P22077,6,6,6,38,37.0,True,True,True,True,True,TierA_strong_collateral,"P 22077, P-22077","USP7, USP47",Protein stability and degradation,P22077,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,PAK_5339,PAK5339,6,6,6,39,38.0,True,True,True,True,True,TierB_moderate_candidate,"SN1046290829, PAK_5339","PAK1, PAK2",Cytoskeleton,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,PBD-288,PBD288,6,6,6,36,35.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,PCI-34051,PCI34051,6,6,6,40,39.0,True,True,True,True,True,none,AK298746,"HDAC8, HDAC6, HDAC1",Chromatin histone acetylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,PD0325901,PD0325901,6,6,6,40,39.0,True,True,True,True,True,none,"PD-0325901, PD 0325901","MEK1, MEK2",ERK MAPK signaling,PD-0325901,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,PD173074,PD173074,6,6,6,39,38.0,True,True,True,True,True,TierA_strong_collateral,"PD-173074, PD 173074","FGFR1, FGFR2, FGFR3",RTK signaling,PD-173074,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,PF-4708671,PF4708671,6,0,0,5,5.0,False,False,False,False,False,,"PF 4708671, PF4708671",S6K1,PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,PFI-1,PFI1,6,6,6,39,38.0,True,True,True,True,True,TierB_moderate_candidate,,BRD4,Chromatin other,PFI-1,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,PFI3,PFI3,6,6,6,40,39.0,True,True,True,True,True,none,"PFI-3, PFI 3, AOB2221","Polybromo 1, SMARCA4, SMARCA2",Chromatin other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,PLX-4720,PLX4720,6,6,6,40,39.0,True,True,True,True,True,none,"PLX4720, PLX 4720",BRAF,ERK MAPK signaling,PLX-4720,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,POMHEX,POMHEX,6,6,6,36,35.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,PRIMA-1MET,PRIMA1MET,6,6,6,40,39.0,True,True,True,True,True,TierA_strong_collateral,"Prima 1MET, APR-246",TP53 activation,p53 pathway,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,PRT062607,PRT062607,6,6,6,40,39.0,True,True,True,True,True,none,"P505-15, PRT-2607, BIIB-057",SYK,"Other, kinases",PRT062607,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Paclitaxel,PACLITAXEL,6,6,6,38,37.0,True,True,True,True,True,none,"BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane",Microtubule stabiliser,Mitosis,paclitaxel,oncology,"ovarian cancer, breast cancer, non-small cell lung cancer (NSCLC)",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Palbociclib,PALBOCICLIB,6,6,6,40,39.0,True,True,True,True,True,none,"PD0332991, PD-0332991, PF-00080665-73","CDK4, CDK6",Cell cycle,palbociclib,oncology,breast cancer,Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Pevonedistat,PEVONEDISTAT,6,6,6,38,37.0,True,True,True,True,True,none,"MLN4924, MLN 4924, MLN-4924",NAE,Other,pevonedistat,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Picolinici-acid,PICOLINICIACID,6,6,6,40,39.0,True,True,True,True,True,none,Picolinate,Inflammatory related,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Pictilisib,PICTILISIB,6,6,6,39,38.0,True,True,True,True,True,none,"GDC-0941, GDC0941, RG-7621",PI3K (class 1),PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Piperlongumine,PIPERLONGUMINE,6,0,0,5,5.0,False,False,False,False,False,,Piplartine,Induces reactive oxygen species,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Podophyllotoxin bromide,PODOPHYLLOTOXINBROMIDE,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Pyridostatin,PYRIDOSTATIN,6,6,6,35,34.0,True,True,True,True,True,none,,G-quadruplex stabiliser,DNA replication,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,RO-3306,RO3306,6,6,6,39,38.0,True,True,True,True,True,none,,CDK1,Cell cycle,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,RVX-208,RVX208,6,6,6,40,39.0,True,True,True,True,True,none,"1044870-39-4, Apabetalone",BRD4,Chromatin other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Rapamycin,RAPAMYCIN,6,6,6,37,36.0,True,True,True,True,True,none,"AY-22989, Sirolimus, WY-090217, Torisel, Rapamune",MTORC1,PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Refametinib,REFAMETINIB,6,6,6,39,38.0,True,True,True,True,True,TierB_moderate_candidate,"RDEA119, BAY-86-9766, BAY 869766","MEK1, MEK2",ERK MAPK signaling,refametinib,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Remodelin,REMODELIN,6,0,0,16,16.0,False,False,False,False,False,,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Ribociclib,RIBOCICLIB,6,6,6,39,38.0,True,True,True,True,True,none,"LEE011, NVP-LEE011, LEE011-BBA","CDK4, CDK6",Cell cycle,ribociclib,oncology,breast cancer,Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Romidepsin,ROMIDEPSIN,6,6,6,39,38.0,True,True,True,True,True,none,"Istodax, FK228, Depsipeptide","HDAC1, HDAC2, HDAC3, HDAC8",Chromatin histone acetylation,romidepsin,hematologic malignancy,cutaneous T-cell lymphoma (CTCL),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Rucaparib,RUCAPARIB,6,6,6,39,38.0,True,True,True,True,True,none,"PF-01367338, AG-014699, AG-14447, AG-14699","PARP1, PARP2",Genome integrity,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Ruxolitinib,RUXOLITINIB,6,6,6,40,39.0,True,True,True,True,True,none,"INCB-18424, Ruxolitinib Phosphate, Jakafi","JAK1, JAK2","Other, kinases",ruxolitinib,"hematologic malignancy, hematology","myelofibrosis, polycythemia vera",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,SB216763,SB216763,6,6,6,40,39.0,True,True,True,True,True,none,"SB-216763, SB 216763","GSK3A, GSK3B",WNT signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,SB505124,SB505124,6,6,6,39,38.0,True,True,True,True,True,none,"SB 505124, SB505124","TGFBR1, ACVR1B, ACVR1C",RTK signaling,SB-505124,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,SB590885,SB590885,6,6,6,39,38.0,True,True,True,True,True,none,SB-590885,BRAF,ERK MAPK signaling,SB-590885,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,SCH772984,SCH772984,6,6,6,40,39.0,True,True,True,True,True,none,CS-1421,"ERK1, ERK2",ERK MAPK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,SGC-CBP30,SGCCBP30,6,6,6,39,38.0,True,True,True,True,True,none,"8-(3-chloro-4-methoxy-phenethyl)-4-(3,5-dimethyl-isoxazol-4-yl)-9-(2-(morpholin-4-yl)-propyl)-7,9-diaza-bicyclo[4.3.0]nona-1(6),2,4,7-tetraene","EP300, CBP",Chromatin histone acetylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,SGC0946,SGC0946,6,6,6,39,38.0,True,True,True,True,True,none,,DOT1L,Chromatin histone methylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,SL0101,SL0101,6,0,0,5,5.0,False,False,False,False,False,,"SL-0101, SL 0101-1","RSK, AURKB, PIM1, PIM3","Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,SN-38,SN38,6,6,6,39,38.0,True,True,True,True,True,TierA_strong_collateral,SN1095903706,TOP1,DNA replication,SN-38,oncology,colorectal cancer,Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Sabutoclax,SABUTOCLAX,6,6,6,40,39.0,True,True,True,True,True,none,BI-97C1,"BCL2,  BCL-XL,  BFL1, MCL1",Apoptosis regulation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Sapitinib,SAPITINIB,6,6,6,40,39.0,True,True,True,True,True,none,AZD8931,"EGFR, ERBB2, ERBB3",EGFR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Savolitinib,SAVOLITINIB,6,6,6,38,37.0,True,True,True,True,True,none,"AZD6094, Volitinib, AZD-6094, AZD 6094",MET,RTK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Schweinfurthin A,SCHWEINFURTHINA,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Selumetinib,SELUMETINIB,6,6,6,40,39.0,True,True,True,True,True,none,"AZD6244, AZD-6244, ARRY-886","MEK1, MEK2",ERK MAPK signaling,selumetinib,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Sepantronium bromide,SEPANTRONIUMBROMIDE,6,6,6,38,37.0,True,True,True,True,True,TierA_strong_collateral,"YM155, YM-155, YM 155",BIRC5,Apoptosis regulation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Serdemetan,SERDEMETAN,6,6,6,39,38.0,True,True,True,True,True,none,JNJ-26854165,MDM2,p53 pathway,serdemetan,,,Phase 1,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Sinularin,SINULARIN,6,6,6,39,38.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Sorafenib,SORAFENIB,6,6,6,38,37.0,True,True,True,True,True,none,"Nexavar, 284461-73-0, BAY 43-9006","PDGFR, KIT, VEGFR, RAF",RTK signaling,sorafenib,oncology,"renal cell carcinoma (RCC), thyroid cancer, hepatocellular carcinoma (HCC)",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Staurosporine,STAUROSPORINE,6,6,6,40,39.0,True,True,True,True,True,none,,Broad spectrum kinase inhibitor,RTK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,TAF1_5496,TAF15496,6,6,6,39,38.0,True,True,True,True,True,none,"SN1050393042, TAF1_5496",TAF1,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
