drug_key,platforms_tested,n_platforms_tested,GDSC1_DRUG_NAME,GDSC1_status,GDSC2_DRUG_NAME,GDSC2_status,PRISM_DRUG_NAME,PRISM_status,PRISM_median_background_rho,PRISM_global_empirical_q_value,PRISM_n_backgrounds_available,PRISM_n_positive_backgrounds,PRISM_n_positive_nonHCT116_backgrounds,PRISM_leave_HCT116_out_median_rho,PRISM_n_models_direction_consistent_ge3of4,PRISM_signature_robust_flag,PRISM_strict_database_gate,CTRPv2_DRUG_NAME,CTRPv2_status,strict_platforms,n_strict_gdsc_platforms,n_strict_external_platforms,replication_level,external_replication_flag,GDSC2_median_background_rho,GDSC2_global_empirical_q_value,GDSC2_n_backgrounds_available,GDSC2_n_positive_backgrounds,GDSC2_n_positive_nonHCT116_backgrounds,GDSC2_leave_HCT116_out_median_rho,GDSC2_n_models_direction_consistent_ge3of4,GDSC2_signature_robust_flag,GDSC2_strict_database_gate,CTRPv2_median_background_rho,CTRPv2_global_empirical_q_value,CTRPv2_n_backgrounds_available,CTRPv2_n_positive_backgrounds,CTRPv2_n_positive_nonHCT116_backgrounds,CTRPv2_leave_HCT116_out_median_rho,CTRPv2_n_models_direction_consistent_ge3of4,CTRPv2_signature_robust_flag,CTRPv2_strict_database_gate,GDSC1_median_background_rho,GDSC1_global_empirical_q_value,GDSC1_n_backgrounds_available,GDSC1_n_positive_backgrounds,GDSC1_n_positive_nonHCT116_backgrounds,GDSC1_leave_HCT116_out_median_rho,GDSC1_n_models_direction_consistent_ge3of4,GDSC1_signature_robust_flag,GDSC1_strict_database_gate
PUROMYCIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,puromycin,tested,0.15476190476190474,0.16985361668924956,4.0,3.0,3.0,0.19658119658119655,6.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYR41,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,PYR-41,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,0.003285387234896915,0.00019996000799840029,4.0,2.0,2.0,0.062491890480482426,4.0,True,False,,,,,,,,,
PYRAZOLANTHRONE,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Pyrazolanthrone,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.08544903372489579,0.00019996000799840029,4.0,1.0,1.0,-0.08058608058608058,1.0,False,False,,,,,,,,,
PYRIDOSTATIN,GDSC2,1,,not_tested_or_name_unmatched,Pyridostatin,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,0.0037433155080213,0.0006043235797284,4.0,2.0,2.0,0.1587471352177234,0.0,False,False,,,,,,,,,,,,,,,,,,
PYRIMETHAMINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,pyrimethamine,tested,0.06144078144078144,0.6152393919289978,4.0,2.0,2.0,0.221001221001221,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYRITHIONEZINC,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,pyrithione-zinc,tested,0.14529914529914528,0.19996801335990416,4.0,4.0,3.0,0.0899145299145299,6.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYROXAMIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,pyroxamide,tested,-0.05025409373235461,0.0003439312137572485,4.0,2.0,1.0,-0.1643139469226426,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLXII47,GDSC1,1,QL-XII-47,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,0.1668855089907721,0.0002492038905651,4.0,3.0,3.0,0.206733048838312,3.0,True,False
QLXII61,GDSC1,1,QL-XII-61,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,-0.0558018609742747,0.0002492038905651,4.0,2.0,2.0,0.0071154898741105,0.0,False,False
QS11,GDSC1,1,QS11,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,0.0618464961067853,0.0002492038905651,4.0,2.0,2.0,0.207563959955506,0.0,True,False
QUINETHAZONE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,quinethazone,tested,0.5142857142857143,0.0003439312137572485,1.0,1.0,1.0,0.5142857142857143,0.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUINIDINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,quinidine,tested,0.021027667984189723,0.0003439312137572485,4.0,3.0,2.0,0.03217391304347826,3.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIZARTINIB,CTRPv2;GDSC1;PRISM,3,Quizartinib,tested,,not_tested_or_name_unmatched,quizartinib,tested,-0.2190005646527386,0.0003439312137572485,4.0,0.0,0.0,-0.21852060982495766,0.0,False,False,Quizartinib,tested,,0,0,Reject_opposite_direction,False,,,,,,,,,,-0.09619897598657087,0.00019996000799840029,4.0,0.0,0.0,-0.10437274518804422,0.0,False,False,0.0814914104387788,0.0002492038905651,4.0,2.0,2.0,0.1913229018492176,1.0,True,False
R306465,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,R306465,tested,-0.21404682274247488,0.0003439312137572485,4.0,0.0,0.0,-0.22461538461538463,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
R406,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,R406,tested,0.09434782608695651,0.0003439312137572485,4.0,3.0,2.0,0.07391304347826086,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACECADOTRIL,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,racecadotril,tested,-0.2863636363636364,0.0003439312137572485,4.0,1.0,1.0,-0.2922077922077922,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACLOPRIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,raclopride,tested,-0.04846153846153846,0.11538256551024424,4.0,2.0,2.0,0.024615384615384615,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADEZOLID,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,radezolid,tested,0.055815923207227516,0.0003439312137572485,4.0,2.0,2.0,0.2714285714285714,4.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAF265,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,RAF265,tested,-0.014268774703557311,0.0003439312137572485,4.0,2.0,2.0,0.015810276679841896,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RALTITREXED,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,raltitrexed,tested,-0.17351648351648352,0.12375382066443855,4.0,1.0,1.0,-0.12515262515262515,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAMATROBAN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,ramatroban,tested,-0.051948051948051965,0.0003439312137572485,4.0,1.0,1.0,-0.05590062111801244,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAMIFENAZONE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,ramifenazone,tested,-0.011278195488721804,0.0003439312137572485,2.0,1.0,1.0,-0.011278195488721804,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
REFAMETINIB,GDSC1;GDSC2,2,Refametinib,tested,Refametinib,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,0.1044479702374439,0.0807596056546266,4.0,3.0,2.0,0.0781376518218623,3.0,True,False,,,,,,,,,,0.0023416128679286,0.0761530620705127,4.0,2.0,2.0,0.0137651821862348,3.0,True,False
REGORAFENIB,CTRPv2;PRISM,2,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,regorafenib,tested,0.041852733409180914,0.7318454160668656,4.0,2.0,2.0,0.09502628815035338,3.0,True,False,Regorafenib,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,0.0007285953849343807,0.00019996000799840029,4.0,2.0,1.0,-0.014132287155295712,0.0,True,False,,,,,,,,,
REMOXIPRIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,remoxipride,tested,0.0443609022556391,0.0003439312137572485,4.0,3.0,2.0,0.003007518796992481,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
REPAGLINIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,repaglinide,tested,-0.003458498023715416,0.0003439312137572485,4.0,2.0,2.0,0.11363636363636365,2.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
REPLIGEN136,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Repligen 136,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.14311827586434328,0.00019996000799840029,4.0,1.0,1.0,-0.1868582813685744,2.0,False,False,,,,,,,,,
REPSOX,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,repsox,tested,0.006237458193979932,0.0003439312137572485,4.0,2.0,2.0,0.01769230769230769,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESATORVID,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,resatorvid,tested,0.06884615384615383,0.10596657426924401,4.0,2.0,2.0,0.16538461538461538,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESIQUIMOD,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,resiquimod,tested,-0.0776701794902446,0.5182244929192996,4.0,2.0,2.0,0.0555773284352417,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESMINOSTAT,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,resminostat,tested,0.058107365199090245,0.11283101945347981,4.0,2.0,1.0,-0.08040007842513248,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG108,CTRPv2;PRISM,2,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,RG108,tested,-0.0790513833992095,0.0003439312137572485,4.0,1.0,1.0,-0.007905138339920948,2.0,False,False,RG-108,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.028479061832078406,0.00019996000799840029,4.0,2.0,1.0,-0.06893517963586833,3.0,False,False,,,,,,,,,
RG2833,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,RG2833,tested,0.002470355731225289,0.0003439312137572485,4.0,2.0,2.0,0.04545454545454545,1.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGFP966,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,RGFP966,tested,0.11300395256916995,0.0003439312137572485,4.0,2.0,2.0,0.25296442687747034,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHEOCHRYSIDIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,rheochrysidin,tested,-0.011343873517786563,0.0003439312137572485,4.0,2.0,2.0,0.006956521739130434,3.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI1,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,RI-1,tested,-0.007786561264822136,0.0003439312137572485,4.0,2.0,1.0,-0.03557312252964427,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIBAVIRIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,ribavirin,tested,0.04384825700615175,0.0003439312137572485,4.0,2.0,2.0,0.09220779220779221,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIFAMPIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,rifampin,tested,0.04047008547008546,0.11538256551024424,4.0,2.0,2.0,0.1063247863247863,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIGOSERTIB,CTRPv2;PRISM,2,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,rigosertib,tested,0.10547225777297556,0.0888488968872892,4.0,2.0,2.0,0.23407296899415728,1.0,True,False,Rigosertib,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,0.03314176245210727,0.00019996000799840029,4.0,3.0,3.0,0.04876847290640393,3.0,False,False,,,,,,,,,
RITA,CTRPv2;PRISM,2,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,RITA,tested,0.10227106227106225,0.3964826400329283,4.0,3.0,2.0,0.16727716727716724,2.0,False,False,RITA,tested,,0,0,Reject_opposite_direction,False,,,,,,,,,,-0.0048334185114311985,0.00019996000799840029,4.0,2.0,1.0,-0.019641222340471748,2.0,False,False,,,,,,,,,
RITODRINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,ritodrine,tested,0.0034782608695652154,0.0003439312137572485,4.0,2.0,2.0,0.11130434782608695,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RKI1447,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,RKI-1447,tested,0.010434782608695651,0.0003439312137572485,4.0,3.0,3.0,0.014782608695652172,2.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO045595,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,Ro-04-5595,tested,0.06749163879598662,0.0003439312137572485,4.0,3.0,2.0,0.01652173913043478,2.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO105824,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,Ro-10-5824,tested,-0.010869565217391297,0.0003439312137572485,4.0,2.0,2.0,0.1600790513833992,0.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO1069920,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,Ro-106-9920,tested,-0.011806020066889626,0.0003439312137572485,4.0,2.0,2.0,0.04769230769230769,0.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO4987655,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,Ro-4987655,tested,0.09094017094017093,0.4535931256167988,4.0,3.0,2.0,0.08307692307692308,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO907501,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,Ro-90-7501,tested,0.1338932806324111,0.0003439312137572485,4.0,3.0,3.0,0.19071146245059292,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO9187,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,Ro-9187,tested,-0.01217391304347826,0.0003439312137572485,4.0,2.0,2.0,0.010434782608695651,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCILETINIB,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,rociletinib,tested,-0.07327666978519651,0.10213471324426704,4.0,2.0,1.0,-0.15721561353059613,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROQUINIMEX,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,roquinimex,tested,-0.08066064370412196,0.0003439312137572485,4.0,1.0,1.0,-0.09768492377188029,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS16566,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,RS-16566,tested,0.08988142292490119,0.0003439312137572485,4.0,3.0,3.0,0.10671936758893281,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS17053,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,RS-17053,tested,0.007411067193675889,0.0003439312137572485,4.0,2.0,1.0,-0.004940711462450594,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS504393,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,RS-504393,tested,-0.0158102766798419,0.0003439312137572485,4.0,2.0,2.0,0.032185206098249576,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS67506,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,RS-67506,tested,-0.07198996655518394,0.0003439312137572485,4.0,0.0,0.0,-0.06782608695652173,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTRAIL,GDSC1,1,rTRAIL,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,0.0317047817047817,0.0002492038905651,4.0,2.0,2.0,0.0775248933143669,3.0,True,False
RUBITECAN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,rubitecan,tested,0.020128205128205127,0.12375382066443855,4.0,2.0,2.0,0.08717948717948718,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUCAPARIB,GDSC1;GDSC2,2,Rucaparib,tested,Rucaparib,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,Reject_opposite_direction,False,-0.043284276179013,0.0965058270397202,4.0,1.0,1.0,-0.0240890688259109,0.0,False,False,,,,,,,,,,0.0396742896742896,0.0002492038905651,4.0,2.0,2.0,0.1453295400663821,3.0,True,False
RUCINOL,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,rucinol,tested,-0.0533596837944664,0.0003439312137572485,4.0,1.0,1.0,-0.09288537549407114,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUSKI43,GDSC1,1,RU-SKI 43,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,-0.012998712998713,0.0002492038905651,4.0,2.0,2.0,0.009009009009009,1.0,False,False
RUTIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,rutin,tested,0.04588932806324111,0.0003439312137572485,4.0,2.0,2.0,0.13438735177865613,1.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUXOLITINIB,CTRPv2;GDSC1;GDSC2;PRISM,4,Ruxolitinib,tested,Ruxolitinib,tested,ruxolitinib,tested,-0.08704650017859476,0.0003439312137572485,4.0,2.0,1.0,-0.2371835732332823,0.0,False,False,Ruxolitinib,tested,,0,0,Reject_opposite_direction,False,-0.0601214574898785,0.5628588568000685,4.0,2.0,2.0,0.0325910931174089,1.0,False,False,0.04218409598832078,0.00019996000799840029,4.0,2.0,1.0,-0.0506944777064531,0.0,True,False,0.1586606849764744,0.0002492038905651,4.0,3.0,3.0,0.294452347083926,3.0,True,False
RVX208,GDSC2,1,,not_tested_or_name_unmatched,RVX-208,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.0304655870445344,0.7670151009168245,4.0,1.0,1.0,-0.0004048582995951,1.0,False,False,,,,,,,,,,,,,,,,,,
RYUVIDINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,ryuvidine,tested,0.06064102564102563,0.10870190691320654,4.0,3.0,2.0,0.06666666666666665,5.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
S26948,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,S26948,tested,-0.09240542066629023,0.0003439312137572485,4.0,0.0,0.0,-0.07922077922077922,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
SABUTOCLAX,GDSC2,1,,not_tested_or_name_unmatched,Sabutoclax,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,0.0635504097955959,0.5362209609360179,4.0,2.0,2.0,0.2139676113360323,1.0,True,False,,,,,,,,,,,,,,,,,,
SALERMIDEPLX4032121MOLMOL,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Salermide:PLX-4032 (12:1 mol/mol),tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.07512205052825723,0.00019996000799840029,4.0,1.0,0.0,-0.09430906776274717,3.0,False,False,,,,,,,,,
SALIDROSIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,salidroside,tested,-0.048701298701298704,0.0003439312137572485,4.0,2.0,1.0,-0.13246753246753248,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALINOMYCIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,salinomycin,tested,-0.0784448160535117,0.0003439312137572485,4.0,1.0,0.0,-0.12384615384615384,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALVIANOLICACIDB,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,salvianolic-acid-B,tested,0.21052631578947367,0.0003439312137572485,2.0,2.0,2.0,0.21052631578947367,0.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALVINORINA,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,salvinorin-a,tested,0.09695652173913044,0.0003439312137572485,4.0,3.0,2.0,0.01217391304347826,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAPITINIB,GDSC2,1,,not_tested_or_name_unmatched,Sapitinib,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.0820850202429149,0.407559016830995,4.0,1.0,1.0,-0.0791497975708502,0.0,False,False,,,,,,,,,,,,,,,,,,
SAR131675,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,SAR131675,tested,-0.054644268774703554,0.0003439312137572485,4.0,0.0,0.0,-0.09189723320158102,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARACATINIB,CTRPv2;PRISM,2,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,saracatinib,tested,-0.10916971311752721,0.3535227187277553,4.0,1.0,1.0,-0.09995415770745884,0.0,False,False,Saracatinib,tested,,0,0,Reject_opposite_direction,False,,,,,,,,,,0.009572649572649573,0.00019996000799840029,4.0,3.0,3.0,0.011965811965811965,3.0,False,False,,,,,,,,,
SARAFLOXACIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,sarafloxacin,tested,-0.043950786056049226,0.0003439312137572485,4.0,2.0,1.0,-0.11948051948051949,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATRAPLATIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,satraplatin,tested,0.10968379446640317,0.0003439312137572485,4.0,4.0,3.0,0.18873517786561267,3.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
