database,signature_size,scoring_method,DRUG_NAME,drug_key,n_backgrounds_available,n_positive_backgrounds,n_positive_nonHCT116_backgrounds,median_background_rho,IQR_background_rho,min_background_rho,max_background_rho,leave_HCT116_out_median_rho,primary_discovery_gate,tested_status,rank_within_database_signature,global_empirical_p_value,global_empirical_q_value,global_null_permutations,global_null_unit
PRISM,500,weighted,naproxen,NAPROXEN,4,2,2,0.17477785372522214,0.5409090909090909,-0.17922077922077922,0.4526315789473684,0.4300751879699248,none,tested,80.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,nilotinib,NILOTINIB,4,3,3,0.20304347826086955,0.40391304347826085,-0.40086956521739125,0.4765217391304347,0.32608695652173914,TierA_strong_collateral,tested,46.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,niridazole,NIRIDAZOLE,4,1,0,-0.06027667984189723,0.10055335968379447,-0.2678260869565217,0.05731225296442688,-0.07312252964426878,none,tested,846.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,orantinib,ORANTINIB,4,2,2,-0.05185770750988143,0.29054347826086957,-0.3023715415019763,0.24604743083003952,0.050434782608695654,none,tested,807.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,oxazepam,OXAZEPAM,4,2,1,-0.06917293233082707,0.22834928229665072,-0.24661654135338343,0.05324675324675325,-0.17142857142857143,none,tested,885.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,oxyphencyclimine,OXYPHENCYCLIMINE,4,3,3,0.09946640316205532,0.25272727272727274,-0.33498023715415026,0.28260869565217395,0.1650197628458498,none,tested,220.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,palmatine-chloride,PALMATINECHLORIDE,4,1,1,-0.13391304347826086,0.1631688963210702,-0.21615384615384614,0.17565217391304347,-0.09043478260869564,none,tested,1111.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,papaverine,PAPAVERINE,4,2,1,-0.07368421052631578,0.33277511961722483,-0.37922077922077924,0.23909774436090225,-0.19248120300751878,none,tested,905.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,phenelzine,PHENELZINE,4,3,3,0.2127477785372522,0.2781442241968558,-0.12932330827067667,0.4285714285714286,0.3051948051948052,TierA_strong_collateral,tested,37.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,phenylbutazone,PHENYLBUTAZONE,4,3,2,0.10293916609706083,0.17658920027341082,-0.11127819548872178,0.4646616541353384,0.12467532467532469,TierB_moderate_candidate,tested,209.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,pterostilbene,PTEROSTILBENE,4,2,1,-0.08636363636363636,0.273838004101162,-0.31729323308270674,0.1819548872180451,-0.18571428571428572,none,tested,940.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,quinidine,QUINIDINE,4,4,3,0.032687747035573124,0.038853754940711464,0.005928853754940711,0.13217391304347825,0.027826086956521737,none,tested,440.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
