gene,n_trajectories,median_vulnerability_rho,mean_vulnerability_rho,n_positive,min_p_BH,n_bootstrap_supported,directional_convergence_fraction,strict_convergent_vulnerability,exploratory_convergent_signal,convergent_vulnerability
ACCSL,6,0.009125085440874914,0.015504670767828655,3,0.8168860575782003,0,0.5,False,False,False
ACD,6,-0.11015037593984964,-0.07842333105491,1,0.7264322986604708,0,0.16666666666666666,False,False,False
ACE,6,0.019719753930280248,0.011893369788106631,3,0.38580882193972704,0,0.5,False,False,False
ACE2,6,-0.052289815447710185,-0.04562542720437457,3,0.37731467387296314,0,0.5,False,False,False
ACER1,6,0.13564593301435407,0.0968215994531784,4,0.5253108789562142,0,0.6666666666666666,False,False,False
ACER2,6,-0.045352016404647984,0.019605832763727505,2,0.446351011068973,0,0.3333333333333333,False,False,False
ACER3,6,-0.04859876965140124,-0.027865117338801548,2,0.8140392940571446,0,0.3333333333333333,False,False,False
ACHE,6,-0.058509911141490095,-0.059922533606744134,1,0.7687035687209834,0,0.16666666666666666,False,False,False
ACIN1,6,-0.07136021872863978,-0.0925267714741399,1,0.8378278067749627,0,0.16666666666666666,False,False,False
ACKR1,6,-0.09473684210526316,-0.09880382775119617,2,0.26260725766802706,0,0.3333333333333333,False,False,False
ACKR2,6,0.02624743677375257,0.0346434267486899,3,0.5402968920658655,0,0.5,False,False,False
ACKR3,6,0.10608339029391661,0.04974937343358397,4,0.8130104833398558,0,0.6666666666666666,False,False,False
ACKR4,6,0.028298017771701985,0.003394850763271814,3,0.7859312974267492,0,0.5,False,False,False
ACLY,6,-0.022966507177033493,-0.054534062428799275,1,0.7735127249943771,0,0.16666666666666666,False,False,False
ACMSD,6,0.048735475051264535,0.03467760309865573,4,0.6738234569897023,0,0.6666666666666666,False,False,False
ACO1,6,0.04053315105946685,0.04508999772157667,6,0.8810562826597268,0,1.0,False,False,False
ACO2,6,0.001093643198906362,0.029642287537024376,3,0.20276809752956057,0,0.5,False,False,False
ACOD1,6,-0.04654818865345181,-0.0761904761904762,1,0.6753990815603,0,0.16666666666666666,False,False,False
ACOT1,6,0.029914529914529905,-0.007020757020757017,3,0.7025160001032014,0,0.5,False,False,False
ACOT11,6,0.021155160628844843,0.025449988607883344,4,0.8904372177388948,0,0.6666666666666666,False,False,False
ACOT12,6,0.03848257006151743,0.04823422191843244,4,0.7323045534554815,0,0.6666666666666666,False,False,False
ACOT13,6,0.018455228981544773,0.005969469127363858,3,0.6346349851423482,0,0.5,False,False,False
ACOT2,6,-0.02621326042378674,0.004761904761904759,3,0.5558816813961256,0,0.5,False,False,False
ACOT4,6,0.07012987012987014,0.12481203007518797,4,0.10893754237075641,1,0.6666666666666666,False,False,False
ACOT6,6,-0.043711551606288444,-0.06590339485076326,2,0.6086864694965768,0,0.3333333333333333,False,False,False
ACOT7,6,0.1148667122351333,0.04298245614035088,4,0.7710300266000321,0,0.6666666666666666,False,False,False
ACOT8,6,-0.03479152426520848,-0.0423444976076555,2,0.9011646187383254,0,0.3333333333333333,False,False,False
ACOT9,6,-0.014593301435406693,0.0026087947140578708,3,0.7063617712303268,0,0.5,False,False,False
ACOX1,6,0.04330143540669856,0.04350649350649349,3,0.6943808062761586,0,0.5,False,False,False
ACOX2,6,-0.03431305536568695,0.004408749145591251,3,0.5557826480598379,0,0.5,False,False,False
ACOX3,6,-0.022351332877648667,-0.038300296195033036,2,0.8443823332496417,0,0.3333333333333333,False,False,False
ACOXL,6,-0.022761449077238552,-0.024379129642287542,2,0.9276746280960784,0,0.3333333333333333,False,False,False
ACP1,6,-0.040567327409432676,-0.02531328320802005,2,0.9211891039487267,0,0.3333333333333333,False,False,False
ACP2,6,0.08557758031442242,0.08002961950330371,5,0.8302540294860468,0,0.8333333333333334,False,False,False
ACP3,6,-0.12552973342447027,-0.09063568010936433,2,0.5013442249425418,0,0.3333333333333333,False,False,False
ACP4,6,-0.037867395762132605,-0.02821827295511506,2,0.807817407599944,0,0.3333333333333333,False,False,False
ACP5,6,-0.05266575529733425,-0.041433128275233544,2,0.8880315063204443,0,0.3333333333333333,False,False,False
ACP6,6,-0.06469583048530418,-0.05504670767828663,3,0.5865966406968294,0,0.5,False,False,False
ACP7,6,-0.02464114832535885,-0.005798587377534744,3,0.6248187967281346,0,0.5,False,False,False
ACR,6,0.06606288448393711,0.03394850763271815,4,0.8140392940571446,0,0.6666666666666666,False,False,False
ACRBP,6,-0.03171565276828436,-0.029129642287537033,3,0.6695004468194037,0,0.5,False,False,False
ACRV1,6,-0.019822282980177717,-0.033880154932786524,2,0.5660981658818488,0,0.3333333333333333,False,False,False
ACSBG1,6,-0.07778537252221462,-0.045477329687856,2,0.8307961973301167,0,0.3333333333333333,False,False,False
ACSBG2,6,-0.06319207108680794,-0.06483253588516748,3,0.7694138275760362,0,0.5,False,False,False
ACSF2,6,0.040977443609022564,0.03757120072909547,3,0.8531806532270709,0,0.5,False,False,False
ACSF3,6,-0.050034176349965834,-0.033732057416267947,3,0.45138363216803484,0,0.5,False,False,False
ACSL1,6,0.02754613807245386,-0.011004784688995217,4,0.4866364508111647,0,0.6666666666666666,False,False,False
ACSL3,6,0.08820915926179083,0.06550467076782865,3,0.5877448326656985,0,0.5,False,False,False
ACSL4,6,0.10611756664388242,0.08845978582820686,4,0.7873871239545647,0,0.6666666666666666,False,False,False
ACSL5,6,0.012064251537935746,0.038038277511961725,3,0.8893507057477773,0,0.5,False,False,False
ACSL6,6,-0.0012987012987013009,-0.02157666894509,3,0.8358448586589989,0,0.5,False,False,False
ACSM1,6,0.011893369788106633,0.010355434039644569,3,0.9182534404713193,0,0.5,False,False,False
ACSM2A,6,0.042993848257006154,0.05283663704716337,3,0.3912543881033037,0,0.5,False,False,False
ACSM2B,6,0.00043169904409497367,-0.02462740261075136,3,0.8942839358573753,0,0.5,False,False,False
ACSM3,6,0.02699931647300069,0.006561859193438144,3,0.7441150841001387,0,0.5,False,False,False
ACSM4,6,0.08311688311688313,0.040510366826156316,4,0.23936364245037497,0,0.6666666666666666,False,False,False
ACSM5,6,-0.0018113465481886526,-0.034313055365686955,3,0.4460705009569849,0,0.5,False,False,False
ACSM6,6,0.031066302118933704,0.012451583504215089,3,0.7390102281029465,0,0.5,False,False,False
ACSS1,6,0.010287081339712918,0.005251765778081563,3,0.8742263927821482,0,0.5,False,False,False
ACSS2,6,0.038174982911825014,0.08362952836637048,4,0.19540830596565836,0,0.6666666666666666,False,False,False
ACSS3,6,0.07194121667805878,0.020243791296422883,4,0.31745779579236144,0,0.6666666666666666,False,False,False
ACTA1,6,-0.08427887901572113,-0.08300296195033037,1,0.7344490149766801,0,0.16666666666666666,False,False,False
ACTA2,6,-0.053110047846889955,-0.04830257461836407,3,0.3463009088681873,0,0.5,False,False,False
ACTB,6,-0.008885850991114136,-0.008646616541353402,3,0.28283744317973786,0,0.5,False,False,False
ACTBL2,6,0.06390977443609022,0.020152654363180676,4,0.7262635431490942,0,0.6666666666666666,False,False,False
ACTC1,6,-0.012474367737525631,-0.015424925951241739,2,0.5453036526009553,0,0.3333333333333333,False,False,False
ACTG1,6,0.004853041695146959,-0.0005354294827978981,3,0.9338452902037,0,0.5,False,False,False
ACTG2,6,-0.11565276828434723,-0.0703577124629756,2,0.48920628550332307,0,0.3333333333333333,False,False,False
ACTL10,6,-0.0520164046479836,-0.03755980861244019,2,0.8611721768281585,0,0.3333333333333333,False,False,False
ACTL6A,6,-0.046992481203007516,-0.07584871269081796,3,0.7220785703967009,1,0.5,False,False,False
ACTL6B,6,-0.11404647983595353,-0.06365914786967419,3,0.3078424192348013,0,0.5,False,False,False
ACTL7A,6,0.015311004784688997,0.010571884256094783,4,0.9367067800761872,0,0.6666666666666666,False,False,False
ACTL7B,6,-0.014080656185919345,-0.02308042834358624,2,0.7821478598498351,0,0.3333333333333333,False,False,False
ACTL8,6,0.01804511278195489,0.027249943039416722,4,0.8016895700642185,0,0.6666666666666666,False,False,False
ACTL9,6,-0.000854408749145592,-0.014467988152198677,3,0.9009813816996167,0,0.5,False,False,False
ACTMAP,6,0.04203691045796309,0.021713374344953296,3,0.5401035064829126,0,0.5,False,False,False
ACTN1,6,0.015003417634996583,0.008361813624971523,3,0.7433520066481241,0,0.5,False,False,False
ACTN2,6,0.02498291182501709,-0.017897015265436318,3,0.5564657772044835,0,0.5,False,False,False
ACTN4,6,-0.09029391660970609,-0.08368648894964685,2,0.2791962347813238,0,0.3333333333333333,False,False,False
ACTR10,6,0.043028024606971985,0.012519936204146735,4,0.835601906191381,0,0.6666666666666666,False,False,False
ACTR1A,6,0.1050580997949419,0.03309409888357257,4,0.5345698868567503,0,0.6666666666666666,False,False,False
ACTR1B,6,0.05905673274094327,0.06174527227158807,5,0.7741530893603757,0,0.8333333333333334,False,False,False
ACTR2,6,-0.006390977443609027,-0.004454317612212357,3,0.44639362596047116,0,0.5,False,False,False
ACTR3,6,0.011859193438140809,0.055491000227842334,4,0.3095232452344831,0,0.6666666666666666,False,False,False
ACTR3B,6,0.025153793574846206,0.012485759854180907,3,0.703794984268576,0,0.5,False,False,False
ACTR3C,6,-0.11008325624421833,-0.09055401377325521,2,0.33664526319106564,0,0.3333333333333333,False,False,False
ACTR5,6,-0.07952836637047164,-0.0729209387104124,2,0.9012820586049703,0,0.3333333333333333,False,False,False
ACTR6,6,-0.024572795625427208,-0.04294827979038505,3,0.4637925545636603,0,0.5,False,False,False
ACTR8,6,-0.11073137388926863,-0.07994987468671678,1,0.8077786741201733,0,0.16666666666666666,False,False,False
ACTRT1,6,0.034278879015721124,-0.013955342902711334,3,0.27179431532866316,0,0.5,False,False,False
ACTRT2,6,-0.03677375256322625,-0.0969583048530417,3,0.31507632678465614,0,0.5,False,False,False
ACTRT3,6,0.05632262474367738,0.054955570745044424,3,0.36625741048897215,0,0.5,False,False,False
ACVR1,6,-0.11015037593984961,-0.09358623832308043,1,0.4030168684510983,0,0.16666666666666666,False,False,False
ACVR1B,6,0.13171565276828437,0.1355320118478013,6,0.6535339396123502,0,1.0,False,False,False
ACVR1C,6,0.05997949419002051,0.0632490316700843,5,0.815531567396246,0,0.8333333333333334,False,False,False
ACVR2A,6,-0.03906356801093644,-0.0415014809751652,3,0.27527475701271037,0,0.5,False,False,False
ACVR2B,6,-0.005639097744360902,0.03781043517885623,3,0.4661790216757647,0,0.5,False,False,False
ACVRL1,6,-0.061995898838004104,-0.034016860332649806,2,0.5557826480598379,0,0.3333333333333333,False,False,False
ACY1,6,-0.09931647300068353,-0.06641604010025064,2,0.7577738853059922,0,0.3333333333333333,False,False,False
ACY3,6,-0.006766917293233083,0.032011847801321484,3,0.5145858675942694,0,0.5,False,False,False
ACYP1,6,-0.1358168147641832,-0.08171565276828434,2,0.46295251873166976,0,0.3333333333333333,False,False,False
ACYP2,6,-0.028605604921394395,-0.055388471177944855,2,0.8440273937454696,0,0.3333333333333333,False,False,False
ADA,6,-0.00909090909090909,-0.02374117110959216,3,0.8752067114601818,0,0.5,False,False,False
ADA2,6,-0.03116883116883117,0.015971747550694925,2,0.8127740908625317,0,0.3333333333333333,False,False,False
ADAD1,6,0.09545454545454546,0.025803144224196852,4,0.5799290447290579,0,0.6666666666666666,False,False,False
ADAD2,6,0.014012303485987698,-0.006242879927090449,3,0.5590389764068017,0,0.5,False,False,False
ADAL,6,-0.09730006835269993,-0.08671679197994987,2,0.4351800876144572,0,0.3333333333333333,False,False,False
ADAM10,6,-0.096514012303486,-0.073775347459558,2,0.6569919860807492,0,0.3333333333333333,False,False,False
ADAM11,6,0.18954203691045796,0.12844611528822056,5,0.5035550015964814,0,0.8333333333333334,False,False,False
ADAM12,6,0.04931647300068353,0.06668945089997722,3,0.49173730477936106,0,0.5,False,False,False
ADAM15,6,0.026418318523581685,-0.0014467988152198571,3,0.4268736366229745,0,0.5,False,False,False
ADAM17,6,-0.004066985645933011,0.0130211893369788,3,0.10854450962981586,2,0.5,False,False,False
ADAM18,6,0.011995898838004105,-0.04826839826839827,3,0.3679427743276327,0,0.5,False,False,False
ADAM19,6,-0.012269309637730687,-0.0021645021645021606,3,0.7388503800242552,0,0.5,False,False,False
ADAM2,6,0.010184552289815449,-0.014023695602642973,4,0.6101507401026925,0,0.6666666666666666,False,False,False
ADAM20,6,0.005331510594668489,-0.026372750056960586,3,0.704363066686007,0,0.5,False,False,False
ADAM21,6,-0.033151059466848945,-0.04512417407154249,2,0.7441555425091003,0,0.3333333333333333,False,False,False
ADAM22,6,0.12665755297334247,0.09010025062656642,4,0.43257204521384535,0,0.6666666666666666,False,False,False
ADAM23,6,-0.014524948735475052,-0.0075871496924128515,3,0.9147161276641362,0,0.5,False,False,False
ADAM28,6,0.033629528366370474,0.02910685805422648,4,0.6332102379014264,0,0.6666666666666666,False,False,False
ADAM29,6,0.13588516746411483,0.09668489405331511,4,0.37663859366735897,0,0.6666666666666666,False,False,False
ADAM30,6,-0.09972658920027343,-0.05903394850763274,2,0.4929923060579209,0,0.3333333333333333,False,False,False
ADAM32,6,-0.0725222146274778,-0.07679425837320575,1,0.7132866694064367,0,0.16666666666666666,False,False,False
