module,collection,full_direction,full_consistency,full_median_nes,full_n_fdr_qval_025,trajectory_loo_GSE77932|HCT116_consistency,trajectory_loo_GSE77932|HCT116_direction,trajectory_loo_GSE77932|DLD1_consistency,trajectory_loo_GSE77932|DLD1_direction,trajectory_loo_GSE42387|HCT116_consistency,trajectory_loo_GSE42387|HCT116_direction,trajectory_loo_GSE42387|HT29_consistency,trajectory_loo_GSE42387|HT29_direction,trajectory_loo_GSE42387|LoVo_consistency,trajectory_loo_GSE42387|LoVo_direction,trajectory_loo_GSE119603|HCT116_consistency,trajectory_loo_GSE119603|HCT116_direction,trajectory_loo_min_consistency,trajectory_loo_all_same_direction,dataset_loo_GSE119603_n,dataset_loo_GSE119603_consistency,dataset_loo_GSE119603_direction,dataset_loo_GSE42387_n,dataset_loo_GSE42387_consistency,dataset_loo_GSE42387_direction,dataset_loo_GSE77932_n,dataset_loo_GSE77932_consistency,dataset_loo_GSE77932_direction,dataset_loo_min_consistency,dataset_loo_all_same_direction,robust_positive_or_negative
REACTOME::REACTOME_COMPLEX_IV_ASSEMBLY,REACTOME,positive,0.6666666666666666,0.8894049465757405,3,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,negative,4,0.75,positive,0.6666666666666666,False,False
REACTOME::REACTOME_COMPLEX_I_BIOGENESIS,REACTOME,positive,0.6666666666666666,1.0789727994342846,1,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,negative,4,0.75,positive,0.6666666666666666,False,False
REACTOME::REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES,REACTOME,negative,0.6666666666666666,-0.9598976050592951,0,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,positive,4,0.75,negative,0.6666666666666666,False,False
REACTOME::REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,REACTOME,positive,0.5,-0.268141183196164,3,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_CONJUGATION_OF_BENZOATE_WITH_GLYCINE,REACTOME,positive,0.5,0.006682028735586598,0,0.6,positive,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,REACTOME,positive,0.5,-0.146171140603029,3,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER,REACTOME,positive,0.5,-0.15175425253381863,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII,REACTOME,positive,0.6666666666666666,0.9665125177252585,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS,REACTOME,positive,0.6666666666666666,0.9147856773759587,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2,REACTOME,negative,0.6666666666666666,-0.7281192184595686,0,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,REACTOME,positive,0.8333333333333334,0.9567123310128363,0,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,REACTOME,negative,0.8333333333333334,-0.8140114442681397,0,0.8,negative,1.0,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,0.6666666666666666,negative,4,1.0,negative,0.6666666666666666,False,False
REACTOME::REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,REACTOME,positive,0.6666666666666666,0.74710524178873,0,0.8,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,1.0,positive,0.6,False,False
REACTOME::REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,REACTOME,positive,0.8333333333333334,0.9280648714048307,0,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,REACTOME,positive,1.0,1.0229224212928698,0,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,True,5,1.0,positive,3,1.0,positive,4,1.0,positive,1.0,True,True
REACTOME::REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,REACTOME,positive,0.6666666666666666,0.9552422598554055,0,0.8,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,1.0,positive,0.6,False,False
REACTOME::REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,REACTOME,positive,0.6666666666666666,0.8454420649260419,0,0.8,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,1.0,positive,0.6,False,False
REACTOME::REACTOME_CO_INHIBITION_BY_BTLA,REACTOME,positive,0.5,-0.15727752859520222,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CO_INHIBITION_BY_CTLA4,REACTOME,negative,0.8333333333333334,-0.9448779565862948,0,1.0,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,0.6666666666666666,negative,4,1.0,negative,0.6666666666666666,False,False
REACTOME::REACTOME_CO_INHIBITION_BY_PD_1,REACTOME,positive,0.5,-0.04510658169124726,3,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_CO_STIMULATION_BY_CD28,REACTOME,negative,0.6666666666666666,-1.0443929388554891,1,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_CO_STIMULATION_BY_ICOS,REACTOME,negative,0.6666666666666666,-0.9623749794605252,1,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_CREATINE_METABOLISM,REACTOME,positive,1.0,0.9476354901836038,0,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,True,5,1.0,positive,3,1.0,positive,4,1.0,positive,1.0,True,True
REACTOME::REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,REACTOME,positive,0.8333333333333334,0.5929755641490337,0,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING,REACTOME,negative,0.8333333333333334,-0.8006181734705898,0,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
REACTOME::REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE,REACTOME,positive,0.6666666666666666,0.9038518915474383,0,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE,REACTOME,positive,0.5,-0.0026381291865947842,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CREB3_FACTORS_ACTIVATE_GENES,REACTOME,negative,0.6666666666666666,-0.8503530292602358,0,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_CREB_PHOSPHORYLATION,REACTOME,negative,0.8333333333333334,-1.08907493586753,0,0.8,negative,0.8,negative,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
REACTOME::REACTOME_CRISTAE_FORMATION,REACTOME,negative,0.6666666666666666,-1.0611616531859016,2,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CRMPS_IN_SEMA3A_SIGNALING,REACTOME,positive,0.5,-0.06576124327787175,0,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,1.0,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS,REACTOME,positive,0.5,-0.07904003717787794,0,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,REACTOME,positive,0.8333333333333334,1.0231504299414522,1,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,REACTOME,positive,0.6666666666666666,0.915345328048656,3,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CS_DS_DEGRADATION,REACTOME,negative,0.6666666666666666,-1.0189273744879144,0,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,positive,4,0.75,negative,0.6666666666666666,False,False
REACTOME::REACTOME_CS_GAG_BIOSYNTHESIS,REACTOME,positive,0.6666666666666666,0.6935972259002214,0,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION,REACTOME,positive,0.6666666666666666,1.0471196905734161,0,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,REACTOME,positive,0.5,0.43450967161598064,3,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,REACTOME,positive,0.5,-0.17190589727831923,0,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CYP2E1_REACTIONS,REACTOME,positive,0.6666666666666666,0.908270248774796,0,0.6,positive,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,REACTOME,positive,0.6666666666666666,0.900635515008542,0,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,REACTOME,positive,0.6666666666666666,1.0838209648278108,2,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CYTOPROTECTION_BY_HMOX1,REACTOME,negative,0.6666666666666666,-0.8968065341382532,0,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY,REACTOME,positive,0.8333333333333334,0.842298490672365,1,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,REACTOME,positive,0.5,0.19964958048897713,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,REACTOME,positive,0.5,-0.011066479621179681,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,REACTOME,positive,0.6666666666666666,0.9465470428973923,0,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,REACTOME,positive,0.8333333333333334,0.8594960613882298,0,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_DAG1_CORE_M2_GLYCOSYLATIONS,REACTOME,positive,0.6666666666666666,0.7031951618208554,0,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DAG1_CORE_M3_GLYCOSYLATIONS,REACTOME,positive,0.6666666666666666,0.9253872662828482,0,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_DAG1_GLYCOSYLATIONS,REACTOME,positive,0.5,0.36450871585583533,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DAG_AND_IP3_SIGNALING,REACTOME,positive,0.5,-0.008678867483410346,0,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,1.0,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DAP12_INTERACTIONS,REACTOME,negative,0.6666666666666666,-0.8836423108799898,0,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DAP12_SIGNALING,REACTOME,negative,0.6666666666666666,-0.9047724865216749,0,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DARPP_32_EVENTS,REACTOME,positive,0.6666666666666666,0.9545905787863269,0,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING,REACTOME,negative,0.6666666666666666,-0.9666091721576866,0,0.8,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,1.0,negative,0.6,False,False
REACTOME::REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,REACTOME,positive,0.5,-0.09111530510733407,0,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX,REACTOME,positive,0.5,0.050838984157017486,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,REACTOME,positive,0.8333333333333334,0.9110207928598918,0,1.0,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,0.6666666666666666,positive,4,1.0,positive,0.6666666666666666,False,False
REACTOME::REACTOME_DEADENYLATION_OF_MRNA,REACTOME,negative,0.6666666666666666,-0.7349524144884831,0,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEATH_RECEPTOR_SIGNALING,REACTOME,positive,0.6666666666666666,0.9591072303555346,0,0.8,positive,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,REACTOME,positive,0.8333333333333334,1.156550303778789,3,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_DECTIN_2_FAMILY,REACTOME,negative,0.6666666666666666,-0.9976261758283144,0,0.8,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,1.0,negative,0.6,False,False
REACTOME::REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D,REACTOME,negative,0.8333333333333334,-0.8511319461864257,0,0.8,negative,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
REACTOME::REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE,REACTOME,positive,0.8333333333333334,1.076724362256396,1,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS,REACTOME,negative,0.8333333333333334,-0.9149722734531449,0,1.0,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,0.6666666666666666,negative,4,1.0,negative,0.6666666666666666,False,False
REACTOME::REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE,REACTOME,positive,0.5,0.09531001523687227,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD,REACTOME,positive,0.5,-0.15739878093833243,0,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1,REACTOME,negative,0.6666666666666666,-0.8733959176447963,0,0.8,negative,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS,REACTOME,positive,0.6666666666666666,0.8006161950396038,0,0.6,positive,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_DEFECTIVE_CSF2RB_CAUSES_SMDP5,REACTOME,positive,0.5,-0.048392083148725784,0,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2,REACTOME,positive,0.8333333333333334,1.0683069936073863,0,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_DEFECTIVE_F9_ACTIVATION,REACTOME,positive,0.8333333333333334,0.9231879253538109,0,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_DEFECTIVE_FACTOR_IX_CAUSES_HEMOPHILIA_B,REACTOME,positive,0.6666666666666666,1.0322281465317533,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEFECTIVE_FACTOR_VIII_CAUSES_HEMOPHILIA_A,REACTOME,positive,0.6666666666666666,0.7471622105714576,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEFECTIVE_GALNT3_CAUSES_HFTC,REACTOME,negative,0.6666666666666666,-0.8757319916672599,0,0.8,negative,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS,REACTOME,positive,0.5,-0.08867501538159206,2,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEFECTIVE_LFNG_CAUSES_SCDO3,REACTOME,positive,0.6666666666666666,0.9383166476669835,0,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_DEFECTIVE_PYROPTOSIS,REACTOME,negative,0.6666666666666666,-1.245693707368543,3,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DEFECTIVE_RIPK1_MEDIATED_REGULATED_NECROSIS,REACTOME,positive,0.6666666666666666,1.0669547441919278,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15,REACTOME,negative,0.6666666666666666,-0.6882780287415672,0,0.8,negative,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM,REACTOME,negative,0.8333333333333334,-0.6060557332457273,0,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
REACTOME::REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM,REACTOME,positive,0.5,-0.19182459853731132,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,REACTOME,positive,0.5,-0.05512952362621654,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS,REACTOME,positive,0.6666666666666666,0.9418122049409601,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
