module,collection,full_direction,full_consistency,full_median_nes,full_n_fdr_qval_025,trajectory_loo_GSE77932|HCT116_consistency,trajectory_loo_GSE77932|HCT116_direction,trajectory_loo_GSE77932|DLD1_consistency,trajectory_loo_GSE77932|DLD1_direction,trajectory_loo_GSE42387|HCT116_consistency,trajectory_loo_GSE42387|HCT116_direction,trajectory_loo_GSE42387|HT29_consistency,trajectory_loo_GSE42387|HT29_direction,trajectory_loo_GSE42387|LoVo_consistency,trajectory_loo_GSE42387|LoVo_direction,trajectory_loo_GSE119603|HCT116_consistency,trajectory_loo_GSE119603|HCT116_direction,trajectory_loo_min_consistency,trajectory_loo_all_same_direction,dataset_loo_GSE119603_n,dataset_loo_GSE119603_consistency,dataset_loo_GSE119603_direction,dataset_loo_GSE42387_n,dataset_loo_GSE42387_consistency,dataset_loo_GSE42387_direction,dataset_loo_GSE77932_n,dataset_loo_GSE77932_consistency,dataset_loo_GSE77932_direction,dataset_loo_min_consistency,dataset_loo_all_same_direction,robust_positive_or_negative
REACTOME::REACTOME_DEFECTS_OF_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,REACTOME,positive,0.6666666666666666,0.9387003314958349,0,0.6,positive,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_DEFENSINS,REACTOME,negative,0.6666666666666666,-0.9500518880024258,1,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEGRADATION_OF_AXIN,REACTOME,positive,0.6666666666666666,0.9852863800963957,3,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,REACTOME,positive,0.6666666666666666,1.2097990474044371,2,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS,REACTOME,positive,0.6666666666666666,1.184868847483917,3,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE,REACTOME,positive,0.5,-0.3273941373914351,4,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEGRADATION_OF_DVL,REACTOME,positive,0.8333333333333334,1.012234317442133,2,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,REACTOME,positive,0.8333333333333334,1.049188395151231,2,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,REACTOME,negative,0.8333333333333334,-1.1108854345652728,0,1.0,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,0.6666666666666666,negative,4,1.0,negative,0.6666666666666666,False,False
REACTOME::REACTOME_DENGUE_VIRUS_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,REACTOME,positive,0.6666666666666666,1.1314170511516526,2,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_DENGUE_VIRUS_ATTACHMENT_AND_ENTRY,REACTOME,positive,0.6666666666666666,0.8590090382545268,0,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DENGUE_VIRUS_GENOME_TRANSLATION_AND_REPLICATION,REACTOME,negative,0.6666666666666666,-1.2228754982983523,1,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DENGUE_VIRUS_HOST_INTERACTIONS,REACTOME,positive,0.5,0.008510094659908318,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DENGUE_VIRUS_INFECTION,REACTOME,positive,0.6666666666666666,0.9642461289245803,0,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DENGUE_VIRUS_MODULATES_APOPTOSIS,REACTOME,positive,0.5,-0.07372085159829217,1,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEPOLYMERIZATION_OF_THE_NUCLEAR_LAMINA,REACTOME,positive,0.8333333333333334,0.8453668520401596,0,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,REACTOME,positive,0.5,-0.03034197224138807,2,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,REACTOME,positive,0.6666666666666666,0.8023717838416667,0,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEUBIQUITINATION,REACTOME,negative,0.6666666666666666,-1.0049023673302413,0,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DEVELOPMENTAL_CELL_LINEAGES,REACTOME,negative,0.6666666666666666,-1.0010538158950073,0,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS,REACTOME,negative,0.6666666666666666,-1.07200958185688,0,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,positive,4,0.75,negative,0.6666666666666666,False,False
REACTOME::REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_INTEGUMENTARY_SYSTEM,REACTOME,positive,0.5,0.04578957634029096,0,0.6,positive,0.6,positive,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_DEVELOPMENTAL_LINEAGES_OF_THE_MAMMARY_GLAND,REACTOME,negative,0.6666666666666666,-0.9009649534113271,0,0.6,negative,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_ALVEOLAR_CELLS,REACTOME,negative,0.6666666666666666,-0.9820475303352709,0,0.6,negative,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_LUMINAL_EPITHELIAL_CELLS,REACTOME,negative,0.8333333333333334,-0.8422035001604629,0,0.8,negative,1.0,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,0.6666666666666666,negative,4,1.0,negative,0.6666666666666666,False,False
REACTOME::REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_MYOEPITHELIAL_CELLS,REACTOME,positive,0.5,-0.03721945180122699,0,0.6,positive,0.6,positive,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_STEM_CELLS,REACTOME,positive,0.6666666666666666,0.9144545653213906,0,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_DEVELOPMENTAL_LINEAGE_OF_MULTIPOTENT_PANCREATIC_PROGENITOR_CELLS,REACTOME,positive,0.5,-0.4503672593789752,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_ACINAR_CELLS,REACTOME,negative,0.6666666666666666,-0.8597464558854964,0,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,positive,4,0.75,negative,0.6666666666666666,False,False
REACTOME::REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS,REACTOME,positive,0.5,-0.08195301763167961,0,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION,REACTOME,positive,0.5,-0.14690982281183712,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DIFFERENTIATION_OF_KERATINOCYTES_IN_INTERFOLLICULAR_EPIDERMIS_IN_MAMMALIAN_SKIN,REACTOME,positive,0.6666666666666666,1.0625121098075132,0,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_DIFFERENTIATION_OF_NAIVE_CD_T_CELLS_TO_T_HELPER_1_CELLS_TH1_CELLS,REACTOME,negative,0.8333333333333334,-0.8067584348108633,0,0.8,negative,0.8,negative,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
REACTOME::REACTOME_DIGESTION,REACTOME,positive,0.5,0.018277946962933944,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DIGESTION_AND_ABSORPTION,REACTOME,positive,0.5,-0.04640525295503933,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE,REACTOME,negative,0.8333333333333334,-1.0841586494046513,0,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
REACTOME::REACTOME_DIGESTION_OF_DIETARY_LIPID,REACTOME,positive,0.6666666666666666,0.8418812503022439,1,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE,REACTOME,positive,0.6666666666666666,1.1211208994678084,1,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,REACTOME,positive,0.5,-0.08951475137257459,0,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,REACTOME,positive,0.6666666666666666,1.375770784936396,2,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS,REACTOME,positive,0.5,0.08560768430343851,0,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS,REACTOME,positive,0.5,0.043439400795324046,0,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,1.0,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM,REACTOME,positive,0.5,-0.11429737528011319,0,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DISEASES_OF_BASE_EXCISION_REPAIR,REACTOME,positive,0.6666666666666666,0.8781475465373989,0,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DISEASES_OF_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,REACTOME,negative,0.6666666666666666,-0.9231996338602468,0,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,REACTOME,positive,0.5,0.10108631735089874,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DISEASES_OF_DNA_REPAIR,REACTOME,negative,0.6666666666666666,-0.9601441537835889,1,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DISEASES_OF_GLYCOSYLATION,REACTOME,positive,0.6666666666666666,1.0262356355875053,1,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DISEASES_OF_HEMOSTASIS,REACTOME,positive,0.6666666666666666,1.1343759230379449,1,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DISEASES_OF_IMMUNE_SYSTEM,REACTOME,positive,0.8333333333333334,0.7947352662501513,0,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_DISEASES_OF_METABOLISM,REACTOME,positive,0.5,-0.0040229812501260676,0,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR,REACTOME,positive,0.5,0.16317941497977584,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,REACTOME,positive,0.8333333333333334,0.944893179515666,0,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,REACTOME,positive,0.5,-0.021855348933948804,0,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,REACTOME,positive,0.6666666666666666,1.0584948489141899,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DISEASES_OF_THE_UREA_CYCLE,REACTOME,positive,0.6666666666666666,0.534152727359404,0,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DISINHIBITION_OF_SNARE_FORMATION,REACTOME,negative,0.6666666666666666,-0.7737135081920724,2,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DISORDERS_OF_DEVELOPMENTAL_BIOLOGY,REACTOME,negative,0.6666666666666666,-0.6740747669539051,0,0.6,negative,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,REACTOME,positive,0.5,-0.03994745301289204,1,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1,REACTOME,positive,0.8333333333333334,0.7002929020784678,0,0.8,positive,1.0,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,0.6666666666666666,positive,4,1.0,positive,0.6666666666666666,False,False
REACTOME::REACTOME_DISSOLUTION_OF_FIBRIN_CLOT,REACTOME,positive,0.6666666666666666,0.8262372734296903,0,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DNA_DAMAGE_BYPASS,REACTOME,positive,0.5,-0.06443404750020426,0,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,REACTOME,negative,1.0,-1.0297124195000806,0,1.0,negative,1.0,negative,1.0,negative,1.0,negative,1.0,negative,1.0,negative,1.0,True,5,1.0,negative,3,1.0,negative,4,1.0,negative,1.0,True,True
REACTOME::REACTOME_DNA_DAMAGE_REVERSAL,REACTOME,positive,0.6666666666666666,0.6575224894197256,0,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,negative,4,0.75,positive,0.6666666666666666,False,False
REACTOME::REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,REACTOME,positive,0.5,-0.22826934441015356,2,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,REACTOME,positive,0.5,0.031140368086937653,0,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,REACTOME,negative,0.6666666666666666,-0.925876010452609,0,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DNA_METHYLATION,REACTOME,positive,0.5,-0.22373274259799197,2,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DNA_REPAIR,REACTOME,positive,0.5,0.0046565534332170255,0,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DNA_REPLICATION,REACTOME,positive,0.5,-0.05047289086371026,0,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DNA_REPLICATION_INITIATION,REACTOME,positive,0.5,0.10954148566921595,0,0.6,positive,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_DNA_REPLICATION_PRE_INITIATION,REACTOME,positive,0.5,-0.041858610846677524,0,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DNA_STRAND_ELONGATION,REACTOME,negative,0.6666666666666666,-1.17595321066688,2,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE,REACTOME,positive,0.5,-0.028038433499438353,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DOPAMINE_RECEPTORS,REACTOME,positive,0.8333333333333334,0.9459761579884532,0,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,REACTOME,positive,0.5,0.07415058927972557,1,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING,REACTOME,positive,0.5,0.10547796200554072,0,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING,REACTOME,negative,0.8333333333333334,-1.1756057200217833,0,0.8,negative,0.8,negative,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
REACTOME::REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,REACTOME,negative,0.6666666666666666,-0.9929469360398873,0,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING,REACTOME,negative,0.6666666666666666,-0.7101073755649885,0,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,REACTOME,positive,0.8333333333333334,1.0044016672135274,1,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
