rank,gene,n_backgrounds,n_positive_backgrounds,n_stable_backgrounds_rho_ge_0.10,n_resampling_supported_backgrounds,median_background_vulnerability_rho,meta_p_value_fisher,leave_HCT116_out_median_vulnerability_rho,leave_HCT116_out_positive,meta_q_value,tier1_universal,tier2_strong,tier3_subtype,primary_tier
7089,GALNT13,4,2,1,1,0.019913419913419914,0.7551046449734292,0.04191919191919192,True,1.0,False,False,False,none
7090,PSCA,4,2,0,0,0.01991341991341991,0.7563076086356706,0.08145743145743145,True,1.0,False,False,False,none
7091,LPL,4,2,1,0,0.01987734487734488,0.024290626310482514,-0.05649350649350649,False,0.543415689090802,False,False,False,none
7092,MAPK4,4,3,0,0,0.01987734487734488,0.9575627338170745,0.017893217893217895,True,1.0,False,False,False,none
7093,SPATA5,4,4,1,0,0.019877344877344875,0.6475175842310169,0.011688311688311689,True,0.9937225023945909,False,False,False,none
7094,AQP3,4,2,1,0,0.019877344877344875,0.7516820479847844,-0.0417027417027417,False,1.0,False,False,False,none
7095,SLC1A4,4,3,1,0,0.019841269841269844,0.5189673897558571,0.03578643578643579,True,0.9597689707480188,False,False,False,none
7096,BMERB1,4,2,0,0,0.01984126984126984,0.7760911528159031,0.06096681096681097,True,1.0,False,False,False,none
7097,SMARCD2,4,2,1,0,0.01980519480519481,0.6019446222442553,-0.05966810966810967,False,0.9801380255683404,False,False,False,none
7098,BIRC6,4,3,0,0,0.01976911976911977,0.9953696433920484,0.014862914862914862,True,1.0,False,False,False,none
7099,KPNA6,4,3,1,0,0.01976911976911977,0.8629558944777795,0.033766233766233764,True,1.0,False,False,False,none
7100,UBXN2A,4,2,1,0,0.019769119769119766,0.6692456504554131,-0.03924963924963925,False,1.0,False,False,False,none
7101,CLBA1,4,2,2,0,0.019733044733044734,0.24038516600760368,0.1634920634920635,True,0.8519833141100788,False,False,False,none
7102,STMN1,4,2,1,0,0.019733044733044734,0.5576282136407064,-0.0113997113997114,False,0.9676075419659643,False,False,False,none
7103,DZANK1,4,2,0,0,0.019733044733044734,0.9558670509591711,0.04386724386724387,True,1.0,False,False,False,none
7104,FGD2,4,2,0,0,0.019733044733044734,0.8151984447738656,-0.01948051948051948,False,1.0,False,False,False,none
7105,PDE3A,4,3,1,0,0.01973304473304473,0.818266510414658,0.03405483405483405,True,1.0,False,False,False,none
7106,PFDN1,4,2,2,0,0.019696969696969706,0.12169217565752359,0.13600288600288601,True,0.7638579610899678,False,False,False,none
7107,PTPRB,4,4,1,0,0.0196969696969697,0.630977028278117,0.023665223665223667,True,0.9886840760876113,False,False,False,none
7108,ZNF425,4,2,2,0,0.019660894660894664,0.36065855447466566,0.12546897546897548,True,0.9030928305340207,False,False,False,none
7109,MEF2B,4,2,0,0,0.019624819624819625,0.9089889297316309,0.06594516594516595,True,1.0,False,False,False,none
7110,MFSD14B,4,2,0,0,0.01962481962481962,0.8693703497540368,0.052236652236652234,True,1.0,False,False,False,none
7111,ALKBH8,4,3,1,0,0.01958874458874459,0.45809431306896375,0.03152958152958153,True,0.9459076214146833,False,False,False,none
7112,DOCK11,4,2,2,0,0.019552669552669558,0.49272045380889806,-0.06479076479076479,False,0.9534830426969063,False,False,False,none
7113,CLEC5A,4,2,1,0,0.01951659451659452,0.31827664326547095,-0.03455988455988456,False,0.8902788828413631,False,False,False,none
7114,NOS1AP,4,2,1,0,0.01951659451659452,0.6649751499567191,0.08102453102453103,True,0.9993621233922241,False,False,False,none
7115,TNNC2,4,2,0,0,0.01951659451659452,0.7936792380027587,-0.013275613275613276,False,1.0,False,False,False,none
7116,ADNP,4,2,1,0,0.019516594516594515,0.2970094684443934,0.049494949494949494,True,0.8821466385102985,False,False,False,none
7117,STIP1,4,3,1,0,0.019516594516594515,0.3411341123172357,0.00836940836940837,True,0.8973499687679017,False,False,False,none
7118,ADCY8,4,2,1,0,0.019516594516594515,0.8288451420514111,-0.025036075036075037,False,1.0,False,False,False,none
7119,CAMK2D,4,2,1,0,0.019480519480519484,0.9119055765821997,0.04076479076479077,True,1.0,False,False,False,none
7120,RELT,4,2,2,0,0.01948051948051948,0.08508973675517759,0.1492063492063492,True,0.7170757862584356,False,False,False,none
7121,TMEM255A,4,2,0,0,0.01948051948051948,0.8716736427149345,-0.016305916305916306,False,1.0,False,False,False,none
7122,CST9,4,2,1,0,0.019444444444444445,0.5472401397771404,0.05562770562770563,True,0.9651637251741642,False,False,False,none
7123,YJU2,4,2,1,0,0.019444444444444445,0.8033591942220267,-0.024386724386724387,False,1.0,False,False,False,none
7124,PPP1R18,4,3,1,0,0.01940836940836941,0.3032662580294489,0.03448773448773449,True,0.8840453029152472,False,False,False,none
7125,SQLE,4,2,1,1,0.01937229437229437,0.02740913743443212,-0.06103896103896104,False,0.557952320442893,False,False,False,none
7126,TTLL2,4,2,0,0,0.01937229437229437,0.33481345473269297,0.09906204906204906,True,0.8963451126315933,False,False,False,none
7127,IL6ST,4,3,0,0,0.01937229437229437,0.9365943286251965,0.012626262626262626,True,1.0,False,False,False,none
7128,RNF122,4,3,0,0,0.01937229437229437,0.991637346185845,0.0010822510822510823,True,1.0,False,False,False,none
7129,ENPP3,4,2,2,0,0.01933621933621934,0.24888021279751474,0.11810966810966811,True,0.8575855446153452,False,False,False,none
7130,HHAT,4,2,1,0,0.01933621933621934,0.45663295335495924,0.07049062049062049,True,0.9456469935064346,False,False,False,none
7131,CYB5D2,4,3,1,0,0.01933621933621934,0.6009177115996092,0.015295815295815297,True,0.9798087610411258,False,False,False,none
7132,FAM174C,4,2,1,0,0.0193001443001443,0.3202336216660035,-0.036002886002886,False,0.8902788828413631,False,False,False,none
7133,CDKN2A,4,3,0,0,0.0193001443001443,0.7937204265951796,0.0006493506493506494,True,1.0,False,False,False,none
7134,FAHD2B,4,3,0,0,0.0193001443001443,0.9416281363970146,0.023304473304473303,True,1.0,False,False,False,none
7135,TP53AIP1,4,3,1,0,0.0193001443001443,0.8117241392983977,0.006132756132756133,True,1.0,False,False,False,none
7136,TEX55,4,2,1,0,0.019264069264069268,0.8760346892175098,0.07626262626262627,True,1.0,False,False,False,none
7137,ATXN2,4,4,1,0,0.019264069264069265,0.9332030421847809,0.015656565656565657,True,1.0,False,False,False,none
7138,TOLLIP,4,2,1,0,0.01926406926406926,0.48351947443063015,0.0549062049062049,True,0.9519659795238566,False,False,False,none
7139,MAK16,4,2,1,0,0.01926406926406926,0.6835064064113162,0.06082251082251082,True,1.0,False,False,False,none
7140,SELENOT,4,2,0,0,0.01922799422799423,0.4444611688150919,-0.04134199134199134,False,0.9426918608350338,False,False,False,none
7141,CYB561,4,3,0,0,0.019191919191919194,0.5525170087091041,0.003896103896103896,True,0.9674649837837849,False,False,False,none
7142,ANKH,4,2,2,0,0.01919191919191919,0.0609000493640246,0.19112554112554112,True,0.6771706066362645,False,False,False,none
7143,GIPC3,4,2,1,0,0.01919191919191919,0.1537342032513874,-0.012987012987012988,False,0.7932007612869654,False,False,False,none
7144,LILRB5,4,3,1,0,0.019155844155844155,0.9216954537551104,0.00974025974025974,True,1.0,False,False,False,none
7145,DSN1,4,3,1,0,0.01911976911976912,0.26849444300157055,0.018037518037518036,True,0.8676739204171573,False,False,False,none
7146,EIF4G3,4,2,2,0,0.01911976911976912,0.4373863135977698,0.10930735930735931,True,0.9408378601204009,False,False,False,none
7147,AZU1,4,4,1,0,0.01911976911976912,0.9041836835319219,0.01479076479076479,True,1.0,False,False,False,none
7148,CALCA,4,2,1,0,0.01911976911976912,0.6966099483924504,-0.03896103896103896,False,1.0,False,False,False,none
7149,MAP3K7,4,3,1,0,0.019083694083694085,0.3239082183894599,0.03080808080808081,True,0.890676095753871,False,False,False,none
7150,SIX1,4,3,0,0,0.019083694083694085,0.5139822560853604,0.00974025974025974,True,0.9579387738407475,False,False,False,none
7151,MIF,4,3,0,0,0.01904761904761905,0.9852552050377253,0.03484848484848485,True,1.0,False,False,False,none
7152,GNG12,4,3,1,0,0.019047619047619046,0.9462079699859101,0.03088023088023088,True,1.0,False,False,False,none
7153,CD300LF,4,2,0,0,0.019011544011544014,0.7252548332083648,0.0645021645021645,True,1.0,False,False,False,none
7154,PPARGC1A,4,2,1,1,0.019011544011544014,0.8121214712574285,-0.03621933621933622,False,1.0,False,False,False,none
7155,PRL,4,3,1,0,0.019011544011544014,0.9519160426067621,0.016305916305916306,True,1.0,False,False,False,none
7156,CCDC30,4,2,2,0,0.019011544011544007,0.15308252393085986,0.1401154401154401,True,0.7932007612869654,False,False,False,none
7157,DPM2,4,2,2,0,0.018975468975468972,0.1565417769539961,-0.09177489177489177,False,0.7936189686109959,False,False,False,none
7158,MINAR1,4,3,1,0,0.01893939393939394,0.6495607304745412,0.017243867243867245,True,0.99483877695914,False,False,False,none
7159,GJA4,4,3,1,0,0.01893939393939394,0.6519342231111248,0.01608946608946609,True,0.9950382297395763,False,False,False,none
7160,HPS3,4,2,1,0,0.018939393939393936,0.7485839699316389,0.048917748917748916,True,1.0,False,False,False,none
7161,TMEM239,4,3,1,0,0.018939393939393936,0.9369329015980308,0.01753246753246753,True,1.0,False,False,False,none
7162,H1-5,4,2,1,0,0.0189033189033189,0.6413446341281224,-0.02950937950937951,False,0.9912329709791008,False,False,False,none
7163,STYK1,4,2,2,0,0.018867243867243866,0.3617909499896948,-0.07655122655122655,False,0.9046245242217924,False,False,False,none
7164,GLYATL1,4,2,0,0,0.018867243867243866,0.6794515919998445,-0.010461760461760462,False,1.0,False,False,False,none
7165,RSC1A1,4,2,0,0,0.018867243867243866,0.8300899889072436,0.08181818181818182,True,1.0,False,False,False,none
7166,WDR20,4,2,1,0,0.01883116883116883,0.09217056763689586,-0.04090909090909091,False,0.7234808018371174,False,False,False,none
7167,PFKP,4,2,1,0,0.01883116883116883,0.2777076046379161,0.09978354978354978,True,0.8742846933481648,False,False,False,none
7168,ANHX,4,3,1,0,0.01883116883116883,0.5541105741974055,0.016594516594516596,True,0.9674649837837849,False,False,False,none
7169,PDGFRL,4,2,1,0,0.018795093795093795,0.4010635521055869,0.09047619047619047,True,0.9227912481863045,False,False,False,none
7170,B3GNTL1,4,2,1,0,0.018795093795093795,0.567896683423758,0.04357864357864358,True,0.9712216261479341,False,False,False,none
7171,DDX4,4,2,1,0,0.018795093795093795,0.6343966862251526,0.07063492063492063,True,0.9886840760876113,False,False,False,none
7172,C12ORF50,4,3,0,0,0.018795093795093795,0.9597868624450543,0.018975468975468975,True,1.0,False,False,False,none
7173,QRSL1,4,2,1,0,0.018795093795093795,0.7954269018152205,-0.009307359307359308,False,1.0,False,False,False,none
7174,ZNF749,4,2,0,0,0.01875901875901876,0.7079847202898746,0.0696969696969697,True,1.0,False,False,False,none
7175,SDSL,4,2,0,0,0.018759018759018756,0.9305246144382646,-0.006493506493506494,False,1.0,False,False,False,none
7176,SMIM3,4,3,1,1,0.018722943722943725,0.09282186286277426,0.03484848484848485,True,0.7234808018371174,False,False,False,none
7177,SAMD5,4,2,2,0,0.018722943722943725,0.0994601372587743,-0.06984126984126984,False,0.7299421345616006,False,False,False,none
7178,ACTBL2,4,2,1,0,0.018686868686868686,0.7190377623714601,0.08838383838383838,True,1.0,False,False,False,none
7179,TMEM161B,4,2,2,1,0.018650793650793654,0.018579465766148835,0.15901875901875903,True,0.5169389072386679,False,False,False,none
7180,HSPE1,4,2,1,0,0.018650793650793654,0.7838438150843887,-0.04357864357864358,False,1.0,False,False,False,none
7181,KCNV2,4,3,1,0,0.01865079365079365,0.3027488188964453,0.009307359307359308,True,0.8839786247949107,False,False,False,none
7182,ELF4,4,3,0,0,0.01865079365079365,0.5846645131375796,0.028643578643578645,True,0.9766296183132307,False,False,False,none
7183,CSRNP3,4,2,1,0,0.01865079365079365,0.6441584203004336,-0.04401154401154401,False,0.9925825522697921,False,False,False,none
7184,HCN4,4,2,1,1,0.01861471861471862,0.18061398074635604,-0.03051948051948052,False,0.8101960490715332,False,False,False,none
7185,MINDY4,4,2,1,0,0.01861471861471862,0.5976567733668305,-0.03831168831168831,False,0.9798087610411258,False,False,False,none
7186,ARSH,4,3,0,0,0.018614718614718615,0.48733360381504853,0.0027417027417027417,True,0.9530925810388222,False,False,False,none
7187,DCTN3,4,2,1,0,0.018614718614718615,0.5435285259885861,0.07380952380952381,True,0.9651418909760296,False,False,False,none
7188,TMEM245,4,2,1,0,0.01861471861471861,0.6775880866019874,0.07077922077922078,True,1.0,False,False,False,none
7189,ZCCHC24,4,2,1,0,0.01857864357864358,0.2958021762238374,-0.005411255411255411,False,0.8812931224884978,False,False,False,none
7190,PTPRM,4,2,0,0,0.01854256854256854,0.9486516644291692,-0.022582972582972583,False,1.0,False,False,False,none
7191,YY2,4,2,2,0,0.018506493506493513,0.12355391735635628,-0.093001443001443,False,0.7644095598132435,False,False,False,none
7192,H1-1,4,2,0,0,0.01850649350649351,0.9866438151124305,-0.010317460317460317,False,1.0,False,False,False,none
7193,CYP2E1,4,3,0,0,0.018506493506493506,0.8133004015675562,0.011616161616161616,True,1.0,False,False,False,none
7194,ENTREP1,4,2,0,0,0.018506493506493506,0.8706938192708236,-0.021933621933621934,False,1.0,False,False,False,none
7195,GLCCI1,4,3,1,0,0.01847041847041847,0.6248681394446335,0.03297258297258297,True,0.9870345002637175,False,False,False,none
7196,ACOT7,4,4,0,0,0.01847041847041847,0.9477792417323467,0.008585858585858586,True,1.0,False,False,False,none
7197,CDC42EP4,4,3,1,0,0.01847041847041847,0.740968511967472,0.008874458874458875,True,1.0,False,False,False,none
7198,MRPS31,4,3,1,0,0.01847041847041847,0.8142346859962876,0.002308802308802309,True,1.0,False,False,False,none
7199,COX17,4,3,1,0,0.018434343434343435,0.2608502512102904,0.011760461760461761,True,0.8670993173970346,False,False,False,none
7200,CDHR3,4,2,2,0,0.018434343434343435,0.31466780471764005,0.1062049062049062,True,0.8899480501047652,False,False,False,none
7201,VIT,4,2,1,0,0.018434343434343435,0.8205542242612685,-0.022366522366522368,False,1.0,False,False,False,none
7202,ODR4,4,2,1,0,0.0183982683982684,0.5261915259666358,0.05707070707070707,True,0.9609809417944866,False,False,False,none
7203,LPA,4,2,1,0,0.018362193362193364,0.1323722877219294,-0.04624819624819625,False,0.7715999059594008,False,False,False,none
7204,ADPRHL1,4,2,1,0,0.018362193362193364,0.8996825667313361,-0.0215007215007215,False,1.0,False,False,False,none
7205,CA5B,4,2,1,0,0.01832611832611833,0.5880623607301089,0.06976911976911977,True,0.9776066972718883,False,False,False,none
7206,B3GALNT2,4,2,0,0,0.018326118326118326,0.8183937578501606,-0.0025974025974025974,False,1.0,False,False,False,none
7207,TBL3,4,3,0,0,0.018326118326118326,0.985430635871245,0.025685425685425686,True,1.0,False,False,False,none
7208,TXNRD1,4,2,2,1,0.018326118326118322,0.010791465073160934,0.10043290043290043,True,0.4699059181439928,False,False,False,none
7209,IL23A,4,2,0,0,0.018326118326118322,0.8038879463942392,-0.03080808080808081,False,1.0,False,False,False,none
7210,NOLC1,4,2,1,0,0.01829004329004329,0.3984403343625348,0.04386724386724387,True,0.9213738220183068,False,False,False,none
7211,P2RY13,4,2,1,0,0.01829004329004329,0.5853236775178088,0.0367965367965368,True,0.9771996546085767,False,False,False,none
7212,LTBR,4,3,0,0,0.01829004329004329,0.9135554695021146,0.002236652236652237,True,1.0,False,False,False,none
7213,NEFH,4,2,0,0,0.01825396825396826,0.7721889888577123,-0.0549062049062049,False,1.0,False,False,False,none
7214,SP7,4,3,1,0,0.018253968253968255,0.3971040542919207,0.004978354978354979,True,0.9209655011580233,False,False,False,none
7215,TEX22,4,2,1,0,0.018253968253968255,0.5820880409956004,-0.011544011544011544,False,0.9753411308914547,False,False,False,none
7216,SSBP4,4,2,0,0,0.018253968253968255,0.8799004877906926,0.05461760461760462,True,1.0,False,False,False,none
7217,HAS2,4,2,2,0,0.01825396825396825,0.5565735154896382,0.10173160173160173,True,0.9674649837837849,False,False,False,none
7218,MAP10,4,2,1,0,0.01825396825396825,0.9240186865946058,0.051515151515151514,True,1.0,False,False,False,none
7219,PON2,4,2,2,0,0.018217893217893216,0.1243147804366272,0.11002886002886003,True,0.7653805541756523,False,False,False,none
7220,NRG2,4,2,2,0,0.018217893217893216,0.2556704145078609,-0.12626262626262627,False,0.8620346352410381,False,False,False,none
7221,SLC12A8,4,2,0,0,0.01818181818181818,0.4326877746572307,-0.04935064935064935,False,0.9388566024178507,False,False,False,none
7222,ABCD3,4,2,1,0,0.01818181818181818,0.5296510960485119,0.06818181818181818,True,0.9621069920179788,False,False,False,none
7223,C11ORF42,4,2,0,0,0.018145743145743146,0.9774871336773258,-0.00937950937950938,False,1.0,False,False,False,none
7224,NEUROD2,4,4,0,0,0.018145743145743146,0.9830008223183746,0.03383838383838384,True,1.0,False,False,False,none
7225,PCYOX1,4,3,1,0,0.01810966810966811,0.21090433617402776,0.020995670995670995,True,0.8329140625390994,False,False,False,none
7226,MRTFA,4,2,1,0,0.01810966810966811,0.508629376802946,-0.006060606060606061,False,0.9576979679812897,False,False,False,none
7227,ZNF622,4,3,0,0,0.01810966810966811,0.6396017676858149,0.021645021645021644,True,0.990488677069018,False,False,False,none
7228,SMG8,4,3,1,0,0.01810966810966811,0.7017475091712151,0.007647907647907648,True,1.0,False,False,False,none
7229,ADAMTS16,4,3,0,0,0.018073593073593075,0.7001040680901658,0.02481962481962482,True,1.0,False,False,False,none
7230,PHLDA2,4,2,2,0,0.01803751803751804,0.4604298769578582,0.1303030303030303,True,0.9461962201457489,False,False,False,none
7231,ABCA3,4,3,0,0,0.018001443001443,0.945765414539637,0.005483405483405483,True,1.0,False,False,False,none
7232,MYOF,4,2,2,0,0.01796536796536797,0.3457783351408666,-0.11414141414141414,False,0.8981957514088735,False,False,False,none
7233,FHIP2B,4,2,2,0,0.01796536796536797,0.5996640869362538,-0.06998556998556998,False,0.9798087610411258,False,False,False,none
7234,ADAMTSL4,4,3,0,0,0.017965367965367966,0.5755686475044965,0.022222222222222223,True,0.9733928926006539,False,False,False,none
7235,TMEM175,4,2,1,0,0.017965367965367966,0.946605056233882,-0.0029581529581529584,False,1.0,False,False,False,none
7236,C3ORF14,4,2,0,0,0.017965367965367962,0.7481977366186521,-0.026984126984126985,False,1.0,False,False,False,none
7237,CFD,4,2,1,0,0.01792929292929293,0.32687907100492464,0.03614718614718615,True,0.8920732030991159,False,False,False,none
7238,SNX12,4,2,0,0,0.01792929292929293,0.9342899588984389,-0.00101010101010101,False,1.0,False,False,False,none
7239,TRAT1,4,2,1,0,0.01792929292929293,0.8938262504360206,-0.027344877344877346,False,1.0,False,False,False,none
7240,TMEM202,4,3,0,0,0.017929292929292927,0.8323671978602167,0.001443001443001443,True,1.0,False,False,False,none
7241,ASPRV1,4,2,1,0,0.0178932178932179,0.8539199231305641,-0.03124098124098124,False,1.0,False,False,False,none
7242,PDGFD,4,2,0,0,0.017893217893217895,0.9885697475567307,-0.002380952380952381,False,1.0,False,False,False,none
7243,SRSF7,4,2,2,0,0.01789321789321789,0.5807590582903454,0.11103896103896103,True,0.974634286587576,False,False,False,none
7244,CLDN11,4,2,2,0,0.017857142857142863,0.20120852873290296,-0.09963924963924964,False,0.8306961186072773,False,False,False,none
7245,MED16,4,2,1,0,0.017857142857142856,0.44571121777379674,-0.023376623376623377,False,0.9426948807754887,False,False,False,none
7246,HVCN1,4,2,1,0,0.017857142857142856,0.643529225932278,0.0424963924963925,True,0.9925825522697921,False,False,False,none
7247,SPDYE4,4,2,2,0,0.01782106782106782,0.40119709702875767,-0.08405483405483405,False,0.9227912481863045,False,False,False,none
7248,CREBZF,4,2,1,0,0.01782106782106782,0.4653223932831235,-0.01774891774891775,False,0.9480961350416136,False,False,False,none
7249,NT5C2,4,2,2,0,0.01782106782106782,0.4888744212075714,0.1007936507936508,True,0.9530925810388222,False,False,False,none
7250,THOP1,4,2,1,0,0.01782106782106782,0.766731316956418,-0.00808080808080808,False,1.0,False,False,False,none
7251,NINJ2,4,2,2,0,0.017784992784992786,0.10793238369120062,-0.1230880230880231,False,0.7442754399172081,False,False,False,none
7252,DVL3,4,2,2,0,0.017784992784992786,0.586740781756415,0.10613275613275613,True,0.9773426589056098,False,False,False,none
7253,TTC30B,4,2,1,0,0.017784992784992786,0.661748205848735,0.03759018759018759,True,0.9985182554594979,False,False,False,none
7254,GABRR1,4,2,0,0,0.017784992784992786,0.9588146136026646,0.04386724386724387,True,1.0,False,False,False,none
7255,IGIP,4,2,1,0,0.017784992784992786,0.6844664506287849,-0.017893217893217895,False,1.0,False,False,False,none
7256,CSPG4,4,2,1,0,0.01774891774891775,0.2542551527170396,0.03787878787878788,True,0.8611032172867388,False,False,False,none
7257,SIX6,4,3,1,0,0.01774891774891775,0.545402156617353,0.0008658008658008658,True,0.9651637251741642,False,False,False,none
7258,CHRNB1,4,2,1,0,0.01774891774891775,0.7136584521799534,-0.0053391053391053395,False,1.0,False,False,False,none
7259,CTXN1,4,2,0,0,0.01774891774891775,0.8484664277672229,0.0595959595959596,True,1.0,False,False,False,none
7260,PLAAT5,4,2,1,0,0.01774891774891775,0.9203781860493588,-0.004112554112554113,False,1.0,False,False,False,none
7261,PREPL,4,2,1,0,0.01774891774891775,0.8922765056113089,-0.006637806637806638,False,1.0,False,False,False,none
7262,ANKS6,4,2,0,0,0.017748917748917747,0.445917612236983,-0.003896103896103896,False,0.9426948807754887,False,False,False,none
7263,ANTXR2,4,2,0,0,0.017748917748917747,0.7673668102246597,0.07943722943722943,True,1.0,False,False,False,none
7264,NAA35,4,3,0,0,0.017712842712842715,0.3876217080432013,0.03513708513708514,True,0.9154217137524663,False,False,False,none
7265,KCMF1,4,3,1,0,0.017712842712842715,0.829000494591442,0.03152958152958153,True,1.0,False,False,False,none
7266,OPALIN,4,3,0,0,0.01771284271284271,0.8985479918778706,0.026118326118326117,True,1.0,False,False,False,none
7267,SLC45A3,4,2,0,0,0.01767676767676768,0.8825155100524329,-0.032395382395382394,False,1.0,False,False,False,none
7268,CD8A,4,2,1,0,0.017676767676767676,0.37775148724235375,-0.023015873015873017,False,0.911228170292871,False,False,False,none
7269,CARHSP1,4,2,1,0,0.017676767676767676,0.6009683667470673,0.08463203463203463,True,0.9798087610411258,False,False,False,none
7270,ZNF829,4,3,1,0,0.017676767676767676,0.8492917959269299,0.0018037518037518038,True,1.0,False,False,False,none
7271,KRTAP22-1,4,2,1,0,0.01764069264069264,0.4483464925577587,0.07316017316017316,True,0.9426948807754887,False,False,False,none
7272,FGF14,4,2,1,0,0.01764069264069264,0.5367606639203373,-0.01875901875901876,False,0.9634563546088822,False,False,False,none
7273,APLF,4,3,1,0,0.01764069264069264,0.5502953862303194,0.015945165945165946,True,0.9662500814797815,False,False,False,none
7274,GHR,4,3,0,0,0.01764069264069264,0.9893326799854562,0.012554112554112554,True,1.0,False,False,False,none
7275,RACGAP1,4,2,0,0,0.01764069264069264,0.9056644756146871,0.048196248196248195,True,1.0,False,False,False,none
7276,ANXA9,4,2,0,0,0.01760461760461761,0.5898205988113252,0.06767676767676768,True,0.9780743778908101,False,False,False,none
7277,FBLN7,4,2,1,0,0.017604617604617605,0.8464544897792028,-0.04451659451659452,False,1.0,False,False,False,none
7278,PGRMC2,4,2,1,0,0.017604617604617602,0.03644099813865828,-0.03015873015873016,False,0.5864584019819151,False,False,False,none
7279,CRACR2B,4,2,1,0,0.017604617604617602,0.30797617269579086,-0.024891774891774892,False,0.8875635132653336,False,False,False,none
7280,AIDA,4,3,1,0,0.017568542568542567,0.6479837800225027,0.031385281385281384,True,0.9938265991646584,False,False,False,none
7281,ADORA1,4,2,0,0,0.017568542568542567,0.910093377665961,-0.018903318903318905,False,1.0,False,False,False,none
7282,LRTM2,4,3,0,0,0.017568542568542567,0.9665913199336671,0.024603174603174603,True,1.0,False,False,False,none
7283,FBXO2,4,2,1,0,0.01753246753246753,0.6399475803687711,0.0873015873015873,True,0.9905189324017915,False,False,False,none
7284,RAB6A,4,2,1,0,0.0174963924963925,0.4931594861988786,-0.05512265512265512,False,0.9535569282067162,False,False,False,none
7285,ARAP2,4,2,1,0,0.017496392496392496,0.9336812286941034,0.04054834054834055,True,1.0,False,False,False,none
7286,MS4A3,4,2,1,0,0.017496392496392496,0.7150957322584286,0.0955988455988456,True,1.0,False,False,False,none
7287,POC1A,4,2,2,0,0.01746031746031746,0.1956602835132481,0.11363636363636363,True,0.8250154513461139,False,False,False,none
7288,SOGA1,4,3,0,0,0.01746031746031746,0.8144517300198584,0.019985569985569985,True,1.0,False,False,False,none
7289,ZNF205,4,2,1,1,0.017424242424242425,0.1427146066848412,-0.04206349206349207,False,0.7845262268520198,False,False,False,none
7290,C9ORF64,4,3,1,0,0.017424242424242425,0.8321311101638428,0.015656565656565657,True,1.0,False,False,False,none
7291,HIBCH,4,4,0,0,0.017424242424242425,0.9988648899102421,0.021717171717171718,True,1.0,False,False,False,none
7292,ZNF648,4,2,1,0,0.017424242424242422,0.4758643736723095,-0.05822510822510823,False,0.9515739611447906,False,False,False,none
7293,C7ORF57,4,2,1,0,0.017352092352092355,0.3365367293999953,-0.06284271284271284,False,0.8963451126315933,False,False,False,none
7294,PAK4,4,2,0,0,0.017352092352092355,0.6850692838029642,0.03614718614718615,True,1.0,False,False,False,none
7295,TFAP2A,4,2,0,0,0.017352092352092348,0.7681828394551095,0.08008658008658008,True,1.0,False,False,False,none
7296,DPYSL4,4,2,1,0,0.01731601731601732,0.35367336174845415,-0.0443001443001443,False,0.9006491838732162,False,False,False,none
7297,PHF20L1,4,3,1,0,0.017316017316017316,0.6448257092817985,0.03080808080808081,True,0.9930294385674857,False,False,False,none
7298,RERE,4,2,2,0,0.017316017316017313,0.22340886675088933,0.16024531024531025,True,0.8437642615589794,False,False,False,none
7299,PPP2R5A,4,2,1,0,0.01727994227994228,0.4723936839325107,0.0836940836940837,True,0.9505174462479309,False,False,False,none
7300,CCDC50,4,2,1,0,0.01727994227994228,0.623239835069445,0.04350649350649351,True,0.9868142409156744,False,False,False,none
7301,SOCS4,4,3,1,0,0.01727994227994228,0.9091448926236176,0.02554112554112554,True,1.0,False,False,False,none
7302,MRPL52,4,2,1,0,0.017279942279942277,0.027771173506445996,0.03506493506493506,True,0.5591284994988994,False,False,False,none
7303,PLAC8L1,4,2,1,0,0.017279942279942277,0.8262053865363408,0.06363636363636363,True,1.0,False,False,False,none
7304,CD300C,4,2,0,0,0.017243867243867242,0.8739070438620339,-0.017243867243867245,False,1.0,False,False,False,none
7305,MRPL54,4,3,1,0,0.017243867243867242,0.862463764911187,0.01948051948051948,True,1.0,False,False,False,none
7306,PLEKHG6,4,2,1,0,0.017243867243867242,0.8486420842616245,-0.009451659451659452,False,1.0,False,False,False,none
7307,SLC47A2,4,3,1,0,0.01720779220779221,0.8685507412424316,0.0008658008658008658,True,1.0,False,False,False,none
7308,CFAP210,4,2,1,1,0.01717171717171717,0.24766459287971698,-0.01883116883116883,False,0.8560116353974176,False,False,False,none
7309,RICTOR,4,2,0,0,0.01717171717171717,0.8328173588924357,0.044444444444444446,True,1.0,False,False,False,none
7310,PIP5K1A,4,2,1,1,0.017135642135642136,0.5228692074798023,-0.03124098124098124,False,0.9608464458279274,False,False,False,none
7311,ANKRD10,4,2,2,0,0.01713564213564213,0.02336540849171457,-0.17272727272727273,False,0.5420938634190781,False,False,False,none
7312,DNMT3B,4,3,1,0,0.017063492063492065,0.8697856127099151,0.02712842712842713,True,1.0,False,False,False,none
7313,CD274,4,2,0,0,0.01702741702741703,0.9447023570428118,-0.007070707070707071,False,1.0,False,False,False,none
7314,PIGG,4,2,2,0,0.016991341991341995,0.16359532390678463,-0.11378066378066377,False,0.798323125420879,False,False,False,none
7315,SNORC,4,2,1,0,0.01699134199134199,0.3041443378849157,-0.032034632034632034,False,0.8853115567568656,False,False,False,none
