dataset,DRUG_NAME,n_overlap,n_OXA_R_like,n_OXA_S_like,spearman_r,spearman_p,pearson_r,pearson_p,median_LN_IC50_R,median_LN_IC50_S,delta_R_minus_S,mannwhitney_p,collateral_sensitivity_direction,spearman_p_BH,pearson_p_BH,mannwhitney_p_BH
GDSC2,Sinularin,45,23,22,0.4777338603425559,0.0009042848987998904,0.5237222986401081,0.00022252492655925514,4.012189,3.6325605000000003,0.3796284999999999,0.11455371140183743,no,0.0027950624144723883,0.0006651294508144769,0.1606113891819576
GDSC2,Sorafenib,44,22,22,0.5575757575757575,8.428606623144959e-05,0.5854924144290259,2.982406886317259e-05,3.419949,2.262697,1.1572519999999997,0.0010587485169372762,no,0.0005210411367035066,0.00017635101588658577,0.00871098700974333
GDSC2,Staurosporine,46,23,23,0.2620413197656491,0.07853932815821543,0.32332811290170954,0.028392950284995087,-2.118576,-2.807464,0.688888,0.05884500921534248,no,0.08975923218081763,0.034172046360702056,0.10260155452931508
GDSC2,TAF1_5496,45,23,22,0.1401844532279315,0.35837294487235477,0.17778485493101906,0.24264833690878473,3.972117,3.6121445000000003,0.3599724999999996,0.6911085175231233,no,0.3720513015468721,0.25190972381370014,0.7108071510525167
GDSC2,THR-101,42,20,22,0.2961672473867596,0.05685415303993091,0.48082249875983074,0.0012678726419023388,5.705059,5.332183,0.37287600000000065,0.04804520934162243,no,0.06782600713535618,0.0024989953521553344,0.09334497814943786
GDSC2,THR-102,42,20,22,0.3468924722469816,0.024406373970380937,0.4748433101415876,0.0014858781552327762,5.5377089999999995,5.2055644999999995,0.33214450000000006,0.05402953396459061,no,0.034396547771728576,0.002826285721841365,0.0999730152269976
GDSC2,THR-103,42,20,22,0.3734705453366826,0.014842615402159597,0.4660085011605944,0.0018688058013827708,4.962885,4.4605555,0.5023295000000001,0.05724762307429714,no,0.02333636641264399,0.0033887678531740913,0.10260155452931508
GDSC2,TW 37,25,12,13,0.23307692307692307,0.2621810889919957,0.13584736665130054,0.5173247974712011,1.496616,0.312035,1.1845809999999999,0.16543653405847458,no,0.276407969790011,0.530989980800629,0.21027447319581816
GDSC2,Talazoparib,44,22,22,0.5052854122621564,0.00046816931315388216,0.5376862812887899,0.00016727626200351676,3.8841775,2.9144725,0.9697049999999998,0.011625674762533005,no,0.0018997488886896886,0.000541656467439959,0.03676957599312764
GDSC2,Tamoxifen,44,22,22,0.3430584918957012,0.022622272664255406,0.4349483317763228,0.0031726939550560176,3.8287855,3.63248,0.1963054999999998,0.18477233730537856,no,0.032556921506230005,0.005198631058886969,0.231604035700751
GDSC2,Tanespimycin,45,22,23,0.6284584980237153,3.793317675744758e-06,0.6047209913926758,1.0844808146675488e-05,0.4662085,-1.729823,2.1960315,3.770688623145436e-05,no,5.430433725276706e-05,8.193855044154812e-05,0.002980903675785583
GDSC2,Taselisib,46,23,23,0.5246376811594202,0.00018195626138137986,0.5595749033993914,5.277811600928035e-05,2.22826,1.069836,1.1584240000000001,0.028026299141492385,no,0.0009531746226000862,0.00025030851496133353,0.06725033494939306
GDSC2,Telomerase Inhibitor IX,44,22,22,0.30894996476391823,0.04129399210735996,0.34846959958047896,0.020442391899431596,1.524936,0.6543785,0.8705575000000001,0.02654370762772396,no,0.05152277914312803,0.02550610365433667,0.06623750894257723
GDSC2,Temozolomide,45,22,23,0.46126482213438735,0.0014272040462073759,0.5206389802148522,0.00024600847413291753,7.147019,6.759927,0.387092,0.07105753213392585,no,0.003732687505465445,0.000702294941479152,0.11736700033582427
GDSC2,Temsirolimus,44,22,22,0.33347427766032417,0.026960827975942712,0.35446882135666824,0.018234695590615375,2.0951715,1.7945354999999998,0.30063600000000035,0.21783222923727252,no,0.03666672604728209,0.022856392629711435,0.2621697626218501
GDSC2,Teniposide,45,23,22,0.5901185770750987,1.986466816041347e-05,0.5371707376529936,0.00014202480472396274,2.501477,1.052593,1.448884,0.00022452797354923052,no,0.000207814989985864,0.0004711066693282667,0.0035924475767876883
GDSC2,Topotecan,45,23,22,0.49657444005270085,0.0005213678730986611,0.5129682220995238,0.0003144566110895712,1.653498,0.28306149999999997,1.3704364999999998,0.0011208990637537372,no,0.0019852762070015836,0.0008304096914210036,0.00871098700974333
GDSC2,Trametinib,46,23,23,0.2761023743447425,0.06325876632467331,0.2789924657564323,0.06043362238500549,-1.551134,-2.938916,1.3877819999999998,0.03308827607125272,no,0.07481036713178757,0.06682091580781095,0.07587820870046663
GDSC2,ULK1_4989,45,23,22,0.21409749670619233,0.15788210607247244,0.23596872998840465,0.11863921643640458,3.598674,2.749864,0.8488099999999998,0.03989125366228944,no,0.17177573140685,0.12654849753216488,0.08476891403236506
GDSC2,UMI-77,41,20,21,-0.10452961672473869,0.5154321021720487,0.05029566349735137,0.7548219576816045,3.1556534999999997,3.645164,-0.4895105000000002,0.5749587238880454,yes,0.531051256783323,0.763240046428983,0.5991907007568902
GDSC2,UNC0379,42,20,22,0.5551413985900656,0.000135774299129943,0.648772666378882,3.371518505532054e-06,4.1180005,2.929615,1.1883854999999999,0.0017159266612347417,no,0.0007536859053743775,3.1622518396714434e-05,0.010854233764089527
GDSC2,UNC0638,42,20,22,0.20768171136860872,0.186916485546336,0.32810714619345765,0.033894529610436264,4.5332965000000005,4.3886994999999995,0.14459700000000097,0.8699688801390326,no,0.20016253570316297,0.03991044179237517,0.8829534902903614
GDSC2,Ulixertinib,44,22,22,0.5037350246652572,0.0004905588433992568,0.4790789718793082,0.001001814189178508,2.234205,0.8171415,1.4170635000000003,0.0004114474665101556,no,0.0019337971797767804,0.0021170800713984387,0.004508506724547734
GDSC2,Uprosertib,46,23,23,0.37613320999074923,0.009988564903881822,0.43264203193471873,0.0026740393846306156,3.379942,2.0302495,1.3496924999999997,0.055963636360105214,no,0.017657884532372627,0.004603409573541313,0.10148072726632412
GDSC2,VE-822,46,23,23,0.3697193956213382,0.011443339540649093,0.45804801001938794,0.0013695649999387258,4.462761,3.462253,1.0005080000000004,0.11880435762873483,no,0.019332846925817104,0.002660869142738096,0.16487135344395853
GDSC2,VE821,43,21,22,0.520990637269707,0.0003410297935780592,0.6139927569468784,1.1927268254921261e-05,4.396372,3.1446745,1.2516975000000006,0.019046991875026217,no,0.0015722051500547812,8.537413066680482e-05,0.04981520951929934
GDSC2,VSP34_8731,45,23,22,0.42397891963109346,0.0037033123839870117,0.40857669683325615,0.005328968106411306,2.635575,2.059195,0.5763799999999999,0.0037917410915228583,no,0.008324801392103034,0.007964172115076237,0.01690743568679045
GDSC2,VTP-A,40,19,21,0.33170731707317075,0.03652925106426791,0.41988708147156456,0.006990023724490331,2.943301,2.746919,0.19638199999999983,0.46461604639985066,no,0.04686771834660788,0.00980044563433696,0.49559044949317405
GDSC2,VTP-B,40,19,21,0.2536585365853659,0.1142534342866883,0.45283104123819334,0.0033458131277558987,3.322807,2.928764,0.3940429999999999,0.48131875747982,no,0.12736448412286563,0.005449468088320985,0.507436829591128
GDSC2,VX-11e,43,21,22,0.39731199033524617,0.008335805233810086,0.38122933421951205,0.01165965898766052,2.035481,1.0407125000000002,0.9947684999999997,0.009004816498473338,no,0.01531985826754286,0.01547037680313981,0.03222776431032563
GDSC2,Veliparib,45,22,23,0.2878787878787879,0.05515917245594005,0.3916738731867085,0.007797238598142221,5.4937465,5.511857,-0.018110499999999696,0.3123002091359538,yes,0.06609381016747001,0.010876148198434278,0.35247160533186483
GDSC2,Venetoclax,44,22,22,0.41677237491190977,0.004888744667263422,0.48052182014808303,0.0009622152142790861,3.376856,2.627394,0.7494620000000003,0.3661565601940604,no,0.010073776890118567,0.002077163002253265,0.40659410150621667
GDSC2,Vinblastine,41,20,21,0.5862369337979095,5.63663414621582e-05,0.6764312123849183,1.2063601498773146e-06,-1.5003715,-4.194574,2.6942025000000003,0.00334378498054686,no,0.00040346433888702714,1.4266520033331722e-05,0.01624124133408475
GDSC2,Vinorelbine,45,22,23,0.600395256916996,1.3014829584878236e-05,0.6480927964709241,1.4855458950339713e-06,-2.2808555,-4.318908,2.0380525000000005,0.001537787254576534,no,0.00015416900429405375,1.6162739337969606e-05,0.010725080339610699
GDSC2,Vismodegib,45,22,23,0.5297760210803688,0.00018222456020295765,0.6033259020455816,1.1505264290495788e-05,5.8030815,5.03453,0.7685515,0.0032779019882595447,no,0.0009531746226000862,8.457924018959066e-05,0.016210715287392655
GDSC2,Vorinostat,44,22,22,0.2913319238900634,0.055022999341354496,0.4772629895098445,0.001053715847269431,1.4378765,1.2669625,0.170914,0.23587212434203342,no,0.06609381016747001,0.0021712932610400398,0.28016252323595237
GDSC2,WEHI-539,45,22,23,-0.2733860342555995,0.06919990467402817,-0.2302438980518246,0.1281130491263012,3.3010979999999996,4.487396,-1.1862980000000007,0.07468340219027989,yes,0.08009520881419431,0.13612011469669502,0.12164003230991693
GDSC2,WIKI4,44,22,22,0.054686398872445384,0.7244111165440946,-0.06595646123887533,0.6705638138971091,4.054622,3.9733470000000004,0.08127499999999976,1.0,no,0.7324900509293448,0.6831211886891898,1.0
GDSC2,WZ4003,46,23,23,0.32950971322849215,0.02533869821806786,0.4683144463001959,0.0010297267879956326,4.992632,4.316267,0.6763650000000005,0.050552735668282875,no,0.034985410737636835,0.002154505279498554,0.09548850070675655
GDSC2,Wee1 Inhibitor,44,22,22,0.46821705426356586,0.0013496592626868493,0.5724091782563606,4.910374048791013e-05,3.278045,2.0329545,1.2450904999999999,0.01417138825401233,no,0.003634725935156663,0.00023850388236984921,0.04189801744664515
GDSC2,Wnt-C59,46,23,23,0.345790934320074,0.018580104602474758,0.4069204170393206,0.005008393364656819,5.094375,4.476832,0.6175430000000004,0.05320074300024041,no,0.027921483159520078,0.007568238862148083,0.09911371298674924
GDSC2,XAV939,46,23,23,0.075177304964539,0.6195072418771213,0.0183091625088963,0.9038721437566568,5.054875,5.101282,-0.04640700000000031,0.8777798418617795,yes,0.6287536186215559,0.9072074653203345,0.887569208127896
GDSC2,YK-4-279,44,22,22,0.5718111346018322,5.021041144694699e-05,0.6711114109150343,6.176421841925133e-07,3.0547845000000002,1.2682609999999999,1.7865235000000004,0.005410729359599601,no,0.0003829607875172536,8.471514595641697e-06,0.020728427969170304
GDSC2,ZM447439,45,22,23,0.3368906455862977,0.023639555972822968,0.29054194781946313,0.05284768569078744,2.8513025,2.149727,0.7015755000000001,0.07845901765972875,no,0.033489370961499204,0.05891217421268108,0.12335753065575851
GDSC2,Zoledronate,45,23,22,0.461528326745718,0.0014170719124028037,0.5595468010947066,6.44191498967777e-05,4.335237,4.0094484999999995,0.3257885000000007,0.09972894132924302,no,0.003732687505465445,0.0002695693657219005,0.1458401722664199
GDSC2,alpha-lipoic acid,42,20,22,0.25630013775220817,0.1013415458088993,0.41117649725431205,0.006828203943443512,8.009245,7.9844375,0.02480749999999965,0.472909698996303,no,0.11437718033203573,0.009623168251899664,0.5021581786038966
GDSC2,ascorbate (vitamin C),42,20,22,0.33295519001701646,0.03119531518195616,0.5199064702256636,0.0004174133017805272,10.831815500000001,10.621762,0.21005350000000078,0.08914203765019907,no,0.04139085721703452,0.0010416185145348937,0.1347035235603008
GDSC2,glutathione,42,20,22,0.3854630905113038,0.011703551413669296,0.49311410744500844,0.0009066930965143169,9.531409,9.235524,0.2958850000000002,0.08914203765019907,no,0.0195298526657549,0.0019729641780151536,0.1347035235603008
