database,DRUG_NAME,drug_key,n_models_available,n_models_positive_median_rho,n_models_direction_consistent_ge3of4,n_models_top50,n_models_top100,n_models_top200,median_model_rho,median_model_rank,signature_robust_flag,model_combinations
CTRPv2,AZD6482,AZD6482,6,6,6,3,6,6,0.13236263736263737,50.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,AZD7762,AZD7762,6,2,2,0,1,2,-0.047861142688728896,272.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,AZD8055,AZD8055,6,5,4,0,1,6,0.06020799124247399,135.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Afatinib,AFATINIB,6,0,0,0,0,0,-0.21053418803418805,397.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Alisertib,ALISERTIB,6,6,5,0,3,6,0.07158679375020988,110.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Alisertib:navitoclax (2:1 mol/mol),ALISERTIBNAVITOCLAX21MOLMOL,6,1,1,0,0,0,-0.08002136752136751,320.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Apicidin,APICIDIN,6,3,2,0,0,1,-0.0022167487684729044,243.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Austocystin D,AUSTOCYSTIND,6,0,0,0,0,0,-0.19417265081763693,398.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Axitinib,AXITINIB,6,3,3,0,0,3,0.0056521739130434775,201.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Azacitidine,AZACITIDINE,6,3,3,0,1,2,-0.007153525858376135,214.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,B02,B02,6,5,4,0,2,4,0.04125494071146245,186.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BAM7,BAM7,6,0,0,0,0,0,-0.23117009160038332,396.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BI 2536,BI2536,6,0,0,0,0,0,-0.0873015873015873,341.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BIBR1532,BIBR1532,6,1,1,0,0,2,-0.03403846153846153,279.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BIX-01294,BIX01294,6,2,2,0,0,2,-0.030335175500853042,244.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BMS-195614,BMS195614,6,0,0,0,0,0,-0.07513390111251317,329.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BMS-270394,BMS270394,6,1,0,0,0,0,-0.227984791017615,401.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BMS-345541,BMS345541,6,0,0,0,0,0,-0.0726869952451652,316.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BMS-536924,BMS536924,6,6,2,0,5,6,0.09630036630036629,86.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BMS-754807,BMS754807,6,5,4,0,2,5,0.04937231844907039,166.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-A02303741,BRDA02303741,6,6,5,1,2,6,0.06855138875713024,122.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-A02303741:carboplatin (1:1 mol/mol),BRDA02303741CARBOPLATIN11MOLMOL,6,6,4,2,6,6,0.11257743153519018,69.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-A02303741:navitoclax (2:1 mol/mol),BRDA02303741NAVITOCLAX21MOLMOL,6,0,0,0,0,0,-0.14115788945600896,381.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-A71883111,BRDA71883111,6,3,3,0,0,3,-0.009171022816651775,237.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K02492147,BRDK02492147,6,3,2,1,1,2,0.001542643888182026,226.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K03536150,BRDK03536150,6,3,0,0,0,0,-0.0703016951104645,310.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K04800985,BRDK04800985,6,5,3,2,3,6,0.08490102693580448,91.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K09587429,BRDK09587429,6,4,3,2,2,3,0.04610040614657608,169.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K11533227,BRDK11533227,6,3,3,1,2,3,0.017196307966547572,209.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K14844214,BRDK14844214,6,0,0,0,0,0,-0.06051953495912662,298.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K16147474,BRDK16147474,6,5,4,1,2,5,0.0737696668299754,133.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K17060750,BRDK17060750,6,4,3,1,2,4,0.059948532764003054,149.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K19103580,BRDK19103580,6,4,4,2,2,4,0.06528625408268418,137.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K24690302,BRDK24690302,6,4,3,0,0,3,0.025282059431113932,182.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K26531177,BRDK26531177,6,4,2,0,0,5,0.03973320158102767,182.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K27188169,BRDK27188169,6,6,4,1,3,6,0.10495626212271068,92.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K28456706,BRDK28456706,6,4,3,0,1,4,0.08184345012642047,115.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K29313308,BRDK29313308,6,4,3,1,2,3,0.026539446521704237,171.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K33199242,BRDK33199242,6,2,0,0,0,1,-0.04789390410881769,252.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K34222889,BRDK34222889,6,4,1,0,1,2,0.005010315355142941,217.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K35604418,BRDK35604418,6,4,2,0,0,4,0.028127038460529212,196.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K37390332,BRDK37390332,6,0,0,0,0,0,-0.06392809504636426,314.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K41597374,BRDK41597374,6,5,5,3,4,5,0.14692154710393224,49.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K45681478,BRDK45681478,6,6,5,2,4,6,0.09674028378037142,72.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K50799972,BRDK50799972,6,3,2,0,2,3,0.018567554302294825,180.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K51490254,BRDK51490254,6,6,6,3,6,6,0.1558381642803528,41.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K52037352,BRDK52037352,6,4,2,0,1,4,0.04253082426525852,182.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K55116708,BRDK55116708,6,5,3,2,3,4,0.08149646305150031,94.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K61166597,BRDK61166597,6,4,2,1,3,5,0.08272806050123924,107.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K63431240,BRDK63431240,6,0,0,0,0,1,-0.06368446754929964,312.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K64610608,BRDK64610608,6,6,5,1,4,5,0.10191028300971391,81.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K66453893,BRDK66453893,6,4,0,0,0,2,0.010362965400167356,234.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K66532283,BRDK66532283,6,3,2,0,2,3,0.029003842965843435,172.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K71781559,BRDK71781559,6,4,1,0,2,3,0.010411273338522656,183.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K71935468,BRDK71935468,6,1,1,0,0,1,-0.059789410061997644,312.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K80183349,BRDK80183349,6,0,0,0,0,0,-0.10270730339984982,345.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K85133207,BRDK85133207,6,2,0,0,0,3,-0.026837606837606838,238.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K94991378,BRDK94991378,6,2,0,0,2,2,-0.06253459473192098,320.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD-K97651142,BRDK97651142,6,1,0,0,0,1,-0.09352258852258852,340.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD1835,BRD1835,6,6,6,2,6,6,0.12146191415694761,63.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD2698,BRD2698,6,2,2,0,0,3,-0.011554412645229937,201.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD6340,BRD6340,6,0,0,0,0,0,-0.04693486590038314,283.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD8899,BRD8899,6,1,0,0,0,0,-0.04252600994949875,283.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD8958,BRD8958,6,5,4,1,1,5,0.06615903546500868,139.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD9647,BRD9647,6,2,0,0,0,1,-0.04074608026081196,267.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,BRD9876,BRD9876,6,4,0,0,0,2,0.008971363069156444,226.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Barasertib,BARASERTIB,6,0,0,0,0,0,-0.09302775989033582,357.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Bendamustine,BENDAMUSTINE,6,5,4,0,0,5,0.05457008734165188,126.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Betulinic Acid,BETULINICACID,6,6,3,0,2,6,0.05007592198131207,109.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Bexarotene,BEXAROTENE,6,6,6,0,4,6,0.09112681991932134,90.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Birinapant,BIRINAPANT,6,3,0,0,0,1,-0.00030715803042142414,244.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Bleomycin A2,BLEOMYCINA2,6,0,0,0,0,0,-0.09950738916256156,354.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Bortezomib,BORTEZOMIB,6,5,3,3,4,6,0.10300876128347766,71.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Bosutinib,BOSUTINIB,6,0,0,0,0,0,-0.053440170940170936,292.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Brefeldin A,BREFELDINA,6,0,0,0,0,0,-0.2114102564102564,399.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Brivanib,BRIVANIB,6,6,2,2,2,6,0.08381422924901184,120.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,C6-ceramide,C6CERAMIDE,6,6,4,2,4,6,0.10841209741365249,71.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,CAY10594,CAY10594,6,6,5,3,6,6,0.13040944362352586,55.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,CAY10603,CAY10603,6,4,3,1,2,4,0.0489102564102564,173.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,CAY10618,CAY10618,6,4,4,2,2,4,0.053081045655349025,164.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,CD-1530,CD1530,6,3,3,0,1,3,0.0039866189645937355,216.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,CD-437,CD437,6,0,0,0,0,0,-0.1212148962148962,367.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,CHIR-99021,CHIR99021,6,6,4,0,1,5,0.06127689279435043,126.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,CHM-1,CHM1,6,0,0,0,0,0,-0.09456521739130433,344.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,CI-976,CI976,6,0,0,0,0,0,-0.09171931947159383,345.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,CID-5951923,CID5951923,6,5,4,0,1,5,0.05349130485397064,141.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,CR-1-31B,CR131B,6,1,0,0,0,1,-0.036630036630036625,277.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Cabozantinib,CABOZANTINIB,6,6,6,3,4,6,0.14478987715873043,47.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Carboplatin,CARBOPLATIN,6,0,0,0,0,0,-0.09760964161392388,358.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Carboplatin:etoposide (40:17 mol/mol),CARBOPLATINETOPOSIDE4017MOLMOL,6,2,1,1,1,2,-0.004577723129396133,231.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Ceranib-2,CERANIB2,6,1,0,0,0,1,-0.05720811755294514,290.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Cerulenin,CERULENIN,6,5,5,4,4,5,0.13501487214558122,45.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Ch-55,CH55,6,0,0,0,0,0,-0.0736918287379089,317.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Chlorambucil,CHLORAMBUCIL,6,5,4,2,3,4,0.05961538461538461,130.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Ciclopirox,CICLOPIROX,6,6,5,1,4,6,0.09311662670339954,89.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Clofarabine,CLOFARABINE,6,3,2,0,0,3,-0.0024767378215654065,207.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Compound 1B,COMPOUND1B,6,6,4,1,3,6,0.09210135614943496,112.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Compound 23 citrate,COMPOUND23CITRATE,6,6,4,1,2,4,0.040192307692307694,124.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Compound 7d-cis,COMPOUND7DCIS,6,0,0,0,0,0,-0.14022721576606423,381.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Crizotinib,CRIZOTINIB,6,2,2,1,1,3,-0.003995621237000546,209.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Crizotinib:PLX-4032 (2:1 mol/mol),CRIZOTINIBPLX403221MOLMOL,6,2,0,0,0,1,-0.008500864181358793,235.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Cucurbitacin I,CUCURBITACINI,6,1,0,0,0,1,-0.12430213464696221,367.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Curcumin,CURCUMIN,6,4,3,0,1,4,0.03337606837606837,189.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Cytarabine,CYTARABINE,6,6,4,1,3,5,0.07509578544061302,108.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Cytochalasin B,CYTOCHALASINB,6,0,0,0,0,0,-0.06335512355910802,303.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,DBeQ,DBEQ,6,0,0,0,0,0,-0.09394191879578731,342.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Dacarbazine,DACARBAZINE,6,1,0,0,0,1,-0.01786005532858615,265.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Dasatinib,DASATINIB,6,5,0,0,1,5,0.03461959496442254,157.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Decitabine,DECITABINE,6,0,0,0,0,0,-0.11226117865093135,359.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Decitabine:carboplatin (1:1 mol/mol),DECITABINECARBOPLATIN11MOLMOL,6,6,5,0,3,6,0.1050628426824711,94.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Decitabine:navitoclax (2:1 mol/mol),DECITABINENAVITOCLAX21MOLMOL,6,1,1,0,0,1,-0.13822465193939942,374.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Dexamethasone,DEXAMETHASONE,6,0,0,0,0,0,-0.09735413533832173,348.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Docetaxel:tanespimycin (2:1 mol/mol),DOCETAXELTANESPIMYCIN21MOLMOL,6,0,0,0,0,0,-0.08422276956759714,342.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Doramapimod,DORAMAPIMOD,6,3,0,0,0,2,-0.022210810743786627,262.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Doxorubicin,DOXORUBICIN,6,3,3,0,0,3,0.013014460511679643,222.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Doxorubicin:navitoclax (2:1 mol/mol),DOXORUBICINNAVITOCLAX21MOLMOL,6,4,2,0,0,3,0.031876452881930396,195.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Elocalcitol,ELOCALCITOL,6,3,1,2,2,2,0.006520102996757085,229.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Entinostat,ENTINOSTAT,6,5,5,3,3,5,0.10640078312492104,95.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Erastin,ERASTIN,6,6,5,0,3,4,0.0649474804258044,123.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Erismodegib,ERISMODEGIB,6,6,5,4,5,6,0.18925658445659388,22.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Erlotinib,ERLOTINIB,6,0,0,0,0,0,-0.10741652983032293,359.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Erlotinib:PLX-4032 (2:1 mol/mol),ERLOTINIBPLX403221MOLMOL,6,0,0,0,0,0,-0.03508224687695613,283.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Etomoxir,ETOMOXIR,6,6,6,0,4,6,0.08518986320774294,73.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Etoposide,ETOPOSIDE,6,3,2,0,1,3,0.012575930823541137,203.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,FQI-2,FQI2,6,6,2,1,2,6,0.07844932844932845,109.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Fedratinib,FEDRATINIB,6,5,2,0,3,3,0.04878215654077722,143.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Fingolimod hydrochloride,FINGOLIMODHYDROCHLORIDE,6,6,3,3,4,5,0.13545787545787547,51.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Foretinib,FORETINIB,6,5,2,0,0,2,0.011116600790513834,230.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Fumonisin B1,FUMONISINB1,6,5,3,0,0,5,0.037730514915681926,173.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,GANT-61,GANT61,6,1,1,0,0,1,-0.019194320693118015,245.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,GDC-0879,GDC0879,6,3,1,0,0,2,-0.0201391050841535,261.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,GMX-1778,GMX1778,6,0,0,0,0,0,-0.08476907172298963,346.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,GSK-3 inhibitor IX,GSK3INHIBITORIX,6,1,1,0,0,0,-0.08527777777777777,334.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,GSK319347A,GSK319347A,6,3,3,0,0,3,0.024660330934709918,189.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,GSK4112,GSK4112,6,6,4,4,5,5,0.19462467785552579,22.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,GSK461364,GSK461364,6,2,0,0,0,1,-0.07230006835269992,325.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,GW-405833,GW405833,6,5,4,2,3,5,0.11454405874798579,81.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
