module,collection,n_trajectories,n_positive,n_negative,consistency_fraction,direction,median_nes,mean_nes,min_abs_nes,n_fdr_qval_025,universal_consistent_5of6,universal_consistent_4of6
CORUM::1086::DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1,CORUM,6,2,4,0.6666666666666666,negative,-0.6449141882572289,-0.33131170583363784,0.6198382991150578,0,False,True
CORUM::2174::COP9 signalosome complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6461253839181971,-0.5351470500779584,0.6406864235730545,1,False,True
COESSENTIALITY::1253::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6471343268490568,-0.09271782069373317,0.6281566539451595,1,False,True
COESSENTIALITY::685::biological process:antimicrobial humoral response,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6474768894324816,-0.2512242064450342,0.597428227958667,0,False,True
REACTOME::REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS,REACTOME,6,2,4,0.6666666666666666,negative,-0.6481791798603322,-0.3026143944024892,0.5096809408064132,0,False,True
COESSENTIALITY::1144::molecular function:protein binding,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6491811035415334,-0.24704250188791824,0.6262300088729331,0,False,True
COESSENTIALITY::1780::biological process:positive regulation of canonical Wnt signaling pathway,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6503391880584711,-0.18618759576595076,0.5933079565779233,0,False,True
COESSENTIALITY::693::biological process:ERK1 and ERK2 cascade,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6511573994274082,-0.17372858525794457,0.6029151341062282,0,False,True
CORUM::643::CtBP core complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6511818673408079,-0.31310812576940317,0.529820984322704,1,False,True
REACTOME::REACTOME_P38MAPK_EVENTS,REACTOME,6,2,4,0.6666666666666666,negative,-0.6515214594617295,-0.23829739574745093,0.5389483489801109,0,False,True
CORUM::2179::CNS-P53 complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6534637527808862,-0.5054853726358615,0.6336619975602177,1,False,True
CORUM::6801::VEGFR2-S1PR3-ERK1/2-PKC-alpha complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6568089113341566,-0.3156718792144111,0.5716273306620743,0,False,True
COESSENTIALITY::271::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6576306284288691,-0.2210056385761752,0.5218980838660578,0,False,True
CORUM::649::HDAC1-associated core complex cII,CORUM,6,2,4,0.6666666666666666,negative,-0.658645358444492,-0.2843260621786842,0.5669752751470206,0,False,True
REACTOME::REACTOME_MRNA_CAPPING,REACTOME,6,2,4,0.6666666666666666,negative,-0.6590780599212964,-0.2587133410047144,0.6417455480650975,0,False,True
COESSENTIALITY::1188::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.659558828156928,-0.15601266134822897,0.570478394037087,0,False,True
COESSENTIALITY::1550::cellular component:proteasome core complex,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6603422221913484,-0.15475364040669423,0.5982306718367149,0,False,True
REACTOME::REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX_IN_CANCER,REACTOME,6,2,4,0.6666666666666666,negative,-0.6604878609474617,-0.2918036550671463,0.5953481399565622,0,False,True
CORUM::2851::ING2 complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6614152905401982,-0.12254558879665443,0.5452993693245206,0,False,True
COESSENTIALITY::1271::biological process:cellular response to vascular endothelial growth factor stimulus,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6615494390873615,-0.2852876985556169,0.5864257528468088,0,False,True
REACTOME::REACTOME_FLT3_SIGNALING_BY_CBL_MUTANTS,REACTOME,6,2,4,0.6666666666666666,negative,-0.6619096607457786,-0.20906806617925242,0.47292274214005414,0,False,True
REACTOME::REACTOME_SERINE_METABOLISM,REACTOME,6,2,4,0.6666666666666666,negative,-0.6623595561619584,-0.3181102352691132,0.5554067960651778,0,False,True
COESSENTIALITY::1375::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6623664779088951,-0.20538339432205524,0.5893362900291261,0,False,True
COESSENTIALITY::909::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6627891666610904,-0.20967250138320667,0.6548825318672744,0,False,True
COESSENTIALITY::610::cellular component:mitotic spindle pole,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6645552578250402,-0.21046297247309131,0.61627912747988,0,False,True
REACTOME::REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG,REACTOME,6,2,4,0.6666666666666666,negative,-0.6653026240572153,-0.22900125662096793,0.649234822066342,0,False,True
REACTOME::REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION,REACTOME,6,2,4,0.6666666666666666,negative,-0.6653079411903281,-0.3043268827983619,0.5479573792611736,0,False,True
COESSENTIALITY::353::cellular component:U2-type catalytic step 2 spliceosome,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6654022021923636,-0.32832571917488396,0.649827452200662,0,False,True
REACTOME::REACTOME_REGULATION_OF_IFNA_IFNB_SIGNALING,REACTOME,6,2,4,0.6666666666666666,negative,-0.6663660194955762,-0.2846628481601788,0.6055230954344915,0,False,True
COESSENTIALITY::662::biological process:bile acid and bile salt transport,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6673245731284951,-0.15204844658198288,0.6076852981881056,2,False,True
COESSENTIALITY::1348::biological process:cellular response to vascular endothelial growth factor stimulus,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6687708313917269,-0.3172173423091096,0.5289821234797953,0,False,True
CORUM::283::Sin3 complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6693021153943772,-0.3012314571825263,0.5664108361311587,0,False,True
CORUM::54::SIN3 complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6693021153943772,-0.3012314571825263,0.5664108361311587,0,False,True
CORUM::732::SIN3 complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6693021153943772,-0.3012314571825263,0.5664108361311587,0,False,True
REACTOME::REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER,REACTOME,6,2,4,0.6666666666666666,negative,-0.6695613057271553,-0.2882053010167187,0.4240122825640463,0,False,True
REACTOME::REACTOME_MATURATION_OF_SARS_COV_1_NUCLEOPROTEIN,REACTOME,6,2,4,0.6666666666666666,negative,-0.6704479402409154,-0.33015986233886946,0.6016971115377249,1,False,True
CORUM::301::SMCC complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6707360628654601,-0.34115385723611746,0.5072894199071254,2,False,True
CORUM::620::CoREST-HDAC complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6713793663670905,-0.21910635700373293,0.6147870219934488,0,False,True
COESSENTIALITY::365::biological process:positive regulation of cardiac muscle cell proliferation,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6723175744569894,-0.3267671711314004,0.5598332507255245,0,False,True
REACTOME::REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,REACTOME,6,2,4,0.6666666666666666,negative,-0.6729908841973491,-0.16807397460700702,0.5663070327181418,0,False,True
COESSENTIALITY::386::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.673235774831566,-0.41314410220422254,0.5638507346354754,0,False,True
REACTOME::REACTOME_GLUTATHIONE_CONJUGATION,REACTOME,6,2,4,0.6666666666666666,negative,-0.6733406542388761,-0.20440247071532483,0.6356615873900585,0,False,True
COESSENTIALITY::548::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6736400372486142,-0.24058789356196839,0.6041071987125425,0,False,True
REACTOME::REACTOME_DISORDERS_OF_DEVELOPMENTAL_BIOLOGY,REACTOME,6,2,4,0.6666666666666666,negative,-0.6740747669539051,-0.23266880662607847,0.6360344982066267,0,False,True
REACTOME::REACTOME_SIALIC_ACID_METABOLISM,REACTOME,6,2,4,0.6666666666666666,negative,-0.6750880859608102,-0.39982280284153804,0.5638330012425548,0,False,True
COESSENTIALITY::965::biological process:artery morphogenesis,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6753141486299258,-0.32758248870364814,0.4475184077924858,0,False,True
REACTOME::REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE,REACTOME,6,2,4,0.6666666666666666,negative,-0.6760863481910617,-0.3437735510863191,0.5609376537382154,0,False,True
CORUM::1098::DNA synthesome complex (13 subunits),CORUM,6,2,4,0.6666666666666666,negative,-0.6761203423291786,-0.2683254496307928,0.5492308132280647,1,False,True
REACTOME::REACTOME_AMINO_ACID_CONJUGATION,REACTOME,6,2,4,0.6666666666666666,negative,-0.6767313822841133,-0.11882165332217463,0.6672479870163281,1,False,True
REACTOME::REACTOME_PHASE_0_RAPID_DEPOLARISATION,REACTOME,6,2,4,0.6666666666666666,negative,-0.6801429274294564,-0.18557752479956868,0.6120658725922987,0,False,True
COESSENTIALITY::570::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6807655882339758,-0.18470594341842597,0.6757308055550627,0,False,True
REACTOME::REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION,REACTOME,6,2,4,0.6666666666666666,negative,-0.6812251977566122,-0.31789260474324704,0.5145319671700418,1,False,True
COESSENTIALITY::130::biological process:response to organic substance,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6842482264283917,-0.17680539007527926,0.6730503577996451,0,False,True
CORUM::105::Polycomb repressive complex 2 (PRC 2),CORUM,6,2,4,0.6666666666666666,negative,-0.6842975334081363,-0.37343683779330616,0.6511129579856092,1,False,True
CORUM::995::Polycomb repressive complex 3 (PRC3),CORUM,6,2,4,0.6666666666666666,negative,-0.6842975334081363,-0.37343683779330616,0.6511129579856092,1,False,True
CORUM::996::Polycomb repressive complex 2 (PRC2),CORUM,6,2,4,0.6666666666666666,negative,-0.6842975334081363,-0.37343683779330616,0.6511129579856092,1,False,True
REACTOME::REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE,REACTOME,6,2,4,0.6666666666666666,negative,-0.6845592965114347,-0.21884971970247516,0.674884924228739,0,False,True
COESSENTIALITY::534::biological process:sensory perception of smell,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6850282672335968,-0.3707139373217276,0.6536583329987956,0,False,True
REACTOME::REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB,REACTOME,6,2,4,0.6666666666666666,negative,-0.6850286090184792,-0.29516135570031854,0.6234152977921757,0,False,True
CORUM::2797::PCNA-CHL12-RFC2-5 complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6873606389551876,-0.22559839393749662,0.5561512340755261,0,False,True
REACTOME::REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15,REACTOME,6,2,4,0.6666666666666666,negative,-0.6882780287415672,-0.414753548931771,0.6386960674284503,0,False,True
COESSENTIALITY::1728::biological process:female pregnancy,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6889929610248975,-0.3539524728594456,0.5775098221209389,0,False,True
REACTOME::REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,REACTOME,6,2,4,0.6666666666666666,negative,-0.6892877195658642,-0.2225565167495952,0.590939302891396,0,False,True
COESSENTIALITY::1457::cellular component:integral component of endoplasmic reticulum membrane,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.690334549219904,-0.00552834011597401,0.5617739442453571,1,False,True
COESSENTIALITY::448::biological process:cholesterol efflux,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6909441810136618,-0.3105634699325674,0.6537067655475471,0,False,True
COESSENTIALITY::1822::biological process:lipid homeostasis,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6910594230472493,-0.35209429264722886,0.5790737857220405,0,False,True
REACTOME::REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS,REACTOME,6,2,4,0.6666666666666666,negative,-0.6911626707551157,-0.2875036904779301,0.6710085212039226,0,False,True
COESSENTIALITY::691::biological process:response to immobilization stress,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6916316546219856,-0.28201207977118703,0.6845109226617387,0,False,True
CORUM::287::ARC-L complex,CORUM,6,2,4,0.6666666666666666,negative,-0.692246773837234,-0.4122912182281732,0.6002558968693327,3,False,True
CORUM::6482::CUL4B-DDB1-DTL-CSN complex,CORUM,6,2,4,0.6666666666666666,negative,-0.6925309380388345,-0.28477978799382025,0.6226361939826804,0,False,True
COESSENTIALITY::1125::biological process:JNK cascade,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6937092839316987,-0.05682064513783793,0.6695074042565438,1,False,True
REACTOME::REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION,REACTOME,6,2,4,0.6666666666666666,negative,-0.6952183042165798,-0.2184026189808559,0.6574339252357659,0,False,True
COESSENTIALITY::917::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.69543574537177,-0.5118137727704548,0.5113467940424581,1,False,True
COESSENTIALITY::1663::molecular function:Wnt-protein binding,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6957092461898131,-0.1436531293873966,0.6696151351242872,0,False,True
COESSENTIALITY::1091::biological process:negative regulation of smoothened signaling pathway,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.6982128597418532,-0.32220741195637387,0.6082238750716347,0,False,True
REACTOME::REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY,REACTOME,6,2,4,0.6666666666666666,negative,-0.6999955211368827,-0.1784968517379993,0.602768687970284,0,False,True
CORUM::6129::CBP80/20- dependent translation complex,CORUM,6,2,4,0.6666666666666666,negative,-0.7010933951954494,-0.3701606324923315,0.5783863808133203,0,False,True
REACTOME::REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM,REACTOME,6,2,4,0.6666666666666666,negative,-0.7017652111476742,-0.3088863721424566,0.6514974330767649,0,False,True
CURATED::epithelial_state,CURATED,6,2,4,0.6666666666666666,negative,-0.7024890001505749,-0.16634536142178707,0.6716721280930683,3,False,True
COESSENTIALITY::1786::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.7029176416128707,-0.32093075572015195,0.5248649356020397,0,False,True
COESSENTIALITY::1287::biological process:defense response to bacterium,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.7031221017582674,-0.38520847955887555,0.6226906782985336,0,False,True
COESSENTIALITY::1652::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.7033051459838282,-0.29388408306612157,0.6128947906102922,0,False,True
"CORUM::846::RICH1/AMOT polarity complex, Flag-Rich1 precipitated",CORUM,6,2,4,0.6666666666666666,negative,-0.7037224095665161,-0.27468026137169005,0.5500755026956571,1,False,True
COESSENTIALITY::1379::molecular function:TBP-class protein binding,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.7045780663737629,-0.3965617032548155,0.7044046993343586,1,False,True
CORUM::1230::WINAC complex,CORUM,6,2,4,0.6666666666666666,negative,-0.7053905217763691,-0.07105090033489157,0.68413177488842,1,False,True
CORUM::475::STAGA complex,CORUM,6,2,4,0.6666666666666666,negative,-0.7055429913598835,-0.3943901575520468,0.5249603323693984,0,False,True
COESSENTIALITY::1331::biological process:oligodendrocyte differentiation,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.7056758742713285,-0.20946963081165934,0.6114110321813243,0,False,True
COESSENTIALITY::815::biological process:potassium ion transport,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.7079111874019361,-0.33335145284551376,0.5584436196223722,0,False,True
COESSENTIALITY::1639::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.7079160856418032,-0.21738325250760634,0.6144006698035299,1,False,True
COESSENTIALITY::348::,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.7087553509009895,-0.29805495922837577,0.6068536301371694,0,False,True
REACTOME::REACTOME_CARGO_CONCENTRATION_IN_THE_ER,REACTOME,6,2,4,0.6666666666666666,negative,-0.7089371092060991,-0.2756376308928176,0.5123548451964618,0,False,True
CORUM::548::DRIP complex,CORUM,6,2,4,0.6666666666666666,negative,-0.7093270262572147,-0.25390600248190864,0.6504146165118218,1,False,True
CORUM::549::DRIP complex,CORUM,6,2,4,0.6666666666666666,negative,-0.7093270262572147,-0.25390600248190864,0.6504146165118218,1,False,True
REACTOME::REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING,REACTOME,6,2,4,0.6666666666666666,negative,-0.7101073755649885,-0.22483761470500926,0.6867197560067397,0,False,True
CORUM::5260::TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex,CORUM,6,2,4,0.6666666666666666,negative,-0.7102431091294562,-0.3532505047278957,0.6202561998084575,0,False,True
COESSENTIALITY::826::cellular component:histone deacetylase complex,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.7108295840734189,-0.2592659182833345,0.6202957922496344,1,False,True
REACTOME::REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES,REACTOME,6,2,4,0.6666666666666666,negative,-0.7110277556408697,-0.4595076268140222,0.3625378812053897,0,False,True
REACTOME::REACTOME_CELLULAR_HEXOSE_TRANSPORT,REACTOME,6,2,4,0.6666666666666666,negative,-0.7112336004498176,-0.21259369652079732,0.5866790502590398,0,False,True
REACTOME::REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS,REACTOME,6,2,4,0.6666666666666666,negative,-0.7113536839293084,-0.16674395495577723,0.6646037919274517,0,False,True
REACTOME::REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING,REACTOME,6,2,4,0.6666666666666666,negative,-0.7113585330826458,-0.13788500794878827,0.6650410347233235,0,False,True
COESSENTIALITY::1185::biological process:dopaminergic neuron differentiation,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.7113813239393654,-0.24186559099394764,0.6512681094284862,0,False,True
REACTOME::REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE,REACTOME,6,2,4,0.6666666666666666,negative,-0.712472588166984,-0.18585466452052735,0.6989873753469825,0,False,True
REACTOME::REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS,REACTOME,6,2,4,0.6666666666666666,negative,-0.7128118259945939,-0.20145279893388798,0.5754637870604751,0,False,True
REACTOME::REACTOME_RRNA_MODIFICATION_IN_THE_MITOCHONDRION,REACTOME,6,2,4,0.6666666666666666,negative,-0.7130491079608478,-0.5018005502698469,0.6927217706648072,2,False,True
REACTOME::REACTOME_SIGNALING_BY_NTRK2_TRKB,REACTOME,6,2,4,0.6666666666666666,negative,-0.7138479757066822,-0.22023128717048265,0.6899534824902465,0,False,True
COESSENTIALITY::139::biological process:ventricular septum morphogenesis,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.7147205475559497,-0.48954563920560984,0.5737734012917588,1,False,True
REACTOME::REACTOME_SENSORY_PERCEPTION_OF_TASTE,REACTOME,6,2,4,0.6666666666666666,negative,-0.7155336179862706,-0.2667662838049736,0.6666870733718679,0,False,True
REACTOME::REACTOME_JOSEPHIN_DOMAIN_DUBS,REACTOME,6,2,4,0.6666666666666666,negative,-0.7162765972416373,-0.11881698552732885,0.6689728825343514,1,False,True
REACTOME::REACTOME_CD22_MEDIATED_BCR_REGULATION,REACTOME,6,2,4,0.6666666666666666,negative,-0.7165052415028066,-0.24518115878334334,0.48893388457634124,0,False,True
CORUM::1745::SMN complex,CORUM,6,2,4,0.6666666666666666,negative,-0.7166926077726314,-0.3804685684588536,0.649960128585487,0,False,True
COESSENTIALITY::1814::molecular function:odorant binding,COESSENTIALITY,6,2,4,0.6666666666666666,negative,-0.7169551003458394,-0.3684353759548579,0.6908357421325866,0,False,True
