query,library,term,query_n_mappable,term_n_in_universe,overlap_n,overlap_genes,p_value,library_bh_fdr,global_bh_fdr
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSLESION_SYNTHESIS_BY_POLK,86,17,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,86,39,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,86,70,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,86,267,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSPORT_AND_METABOLISM_OF_PAPS,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE,86,19,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_FATTY_ACIDS,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS,86,43,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,86,83,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE,86,12,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS,86,9,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_RCBL_WITHIN_THE_BODY,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA,86,36,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,86,32,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,86,72,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH,86,9,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRIGLYCERIDE_BIOSYNTHESIS,86,13,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRIGLYCERIDE_CATABOLISM,86,23,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRIGLYCERIDE_METABOLISM,86,36,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA,86,17,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRNA_AMINOACYLATION,86,42,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRNA_MODIFICATION_IN_THE_MITOCHONDRION,86,11,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,86,43,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRNA_PROCESSING,86,109,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRNA_PROCESSING_IN_THE_MITOCHONDRION,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS,86,55,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRP_CHANNELS,86,28,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRYPTOPHAN_CATABOLISM,86,14,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY,86,11,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TYROSINE_CATABOLISM,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_UBIQUINOL_BIOSYNTHESIS,86,12,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D,86,39,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_UBIQUITIN_MEDIATED_DEGRADATION_OF_PHOSPHORYLATED_CDC25A,86,51,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_UCH_PROTEINASES,86,87,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION,86,21,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_UNWINDING_OF_DNA,86,12,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS,86,29,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS,86,11,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_UPTAKE_OF_DIETARY_COBALAMINS_INTO_ENTEROCYTES,86,10,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VASOPRESSIN_LIKE_RECEPTORS,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS,86,43,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION,86,19,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY,86,27,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G,86,41,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,86,44,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VITAMINS,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VITAMIN_B1_THIAMIN_METABOLISM,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,86,20,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VITAMIN_C_ASCORBATE_METABOLISM,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM,86,12,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION,86,16,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VLDL_ASSEMBLY,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VLDL_CLEARANCE,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS,86,43,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM,86,21,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2,86,13,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4,86,15,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING,86,25,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION,86,15,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY,86,10,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ZINC_TRANSPORTERS,86,15,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ZYGOTIC_GENOME_ACTIVATION_ZGA,86,13,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_ZYMOSTENOL_BIOSYNTHESIS_VIA_LATHOSTEROL_KANDUTSCH_RUSSELL_PATHWAY,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_Z_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_ZYGOTICALLY_EXPRESSED_FACTORS,86,12,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_ANDROGEN_RESPONSE,32,101,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_APICAL_SURFACE,32,44,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_DNA_REPAIR,32,150,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_E2F_TARGETS,32,200,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_ESTROGEN_RESPONSE_EARLY,32,200,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_ESTROGEN_RESPONSE_LATE,32,200,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_G2M_CHECKPOINT,32,198,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_HEDGEHOG_SIGNALING,32,36,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_IL2_STAT5_SIGNALING,32,198,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_INTERFERON_ALPHA_RESPONSE,32,97,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_KRAS_SIGNALING_DN,32,199,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_MITOTIC_SPINDLE,32,198,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_MYC_TARGETS_V1,32,200,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_MYC_TARGETS_V2,32,58,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_NOTCH_SIGNALING,32,32,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,32,199,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_PANCREAS_BETA_CELLS,32,40,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_PROTEIN_SECRETION,32,96,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,32,49,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_TGF_BETA_SIGNALING,32,54,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Hallmark_2026.1,HALLMARK_WNT_BETA_CATENIN_SIGNALING,32,42,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_2_LTR_CIRCLE_FORMATION,32,7,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ABACAVIR_ADME,32,9,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT,32,5,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,32,89,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,32,18,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ABC_TRANSPORTER_DISORDERS,32,65,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,32,20,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,32,17,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,32,23,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS,32,14,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS,32,5,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE,32,17,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,32,10,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING,32,5,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,32,31,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5,32,6,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3,32,11,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN,32,7,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K,32,7,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS,32,9,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K,32,6,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_RAS,32,8,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3,32,64,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,32,23,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,32,27,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,32,64,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,32,36,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,32,15,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,32,30,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_C3_AND_C5,32,8,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE,32,6,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE,32,18,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING,32,30,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7,32,7,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,32,92,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA,32,5,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION,32,10,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA,32,9,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_RAC1,32,13,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS,32,7,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS,32,5,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_SMO,32,17,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS,32,10,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,32,60,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE,32,11,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,32,32,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS,32,12,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACTIVATION_OF_TRKA_RECEPTORS,32,6,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACYL_CHAIN_REMODELING_OF_CL,32,6,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG,32,7,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACYL_CHAIN_REMODELLING_OF_PC,32,24,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,32,26,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACYL_CHAIN_REMODELLING_OF_PG,32,15,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACYL_CHAIN_REMODELLING_OF_PI,32,16,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,32,19,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY,32,10,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY,32,13,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,32,42,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1,32,25,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12,32,21,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION,32,28,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ADRENOCEPTORS,32,9,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING,32,13,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION,32,18,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_AGGREPHAGY,32,42,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL,32,14,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS,32,10,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ALK_MUTANTS_BIND_TKIS,32,12,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ALPHA_DEFENSINS,32,9,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM,32,13,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ALPHA_OXIDATION_OF_PHYTANATE,32,6,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY,32,11,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION,32,5,0,,1.0,1.0,1.0
DINP_parent_no_cotreatment_genes,Reactome_2026.1,REACTOME_AMINE_LIGAND_BINDING_RECEPTORS,32,40,0,,1.0,1.0,1.0
