soma_joinid,citation,collection_id,collection_name,collection_doi,collection_doi_label,dataset_id,dataset_version_id,dataset_title,dataset_h5ad_path,dataset_total_cell_count
1368,Publication: https://doi.org/10.1038/s41586-023-06884-x Dataset Version: https://datasets.cellxgene.cziscience.com/1201b573-417d-4a9d-86f7-c43cc2bc36e3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/72d37bc9-76cc-442d-9131-da0e273862db,72d37bc9-76cc-442d-9131-da0e273862db,Cellular development and evolution of the mammalian cerebellum,10.1038/s41586-023-06884-x,Sepp et al. (2023) Nature,bab7432a-5cfe-45ea-928c-422d03c45cdd,1201b573-417d-4a9d-86f7-c43cc2bc36e3,snRNA-seq data for human cerebella from 9-12 developmental stages,bab7432a-5cfe-45ea-928c-422d03c45cdd.h5ad,180956
1369,Publication: https://doi.org/10.1016/j.cell.2021.04.028 Dataset Version: https://datasets.cellxgene.cziscience.com/a0215936-cfde-4162-9b34-b3fbcbc7d9e3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/dfc09a93-bce0-4c77-893d-e153d1b7f9fa,dfc09a93-bce0-4c77-893d-e153d1b7f9fa,Charting human development using a multi-endodermal organ atlas and organoid models,10.1016/j.cell.2021.04.028,Yu et al. (2021) Cell,9968be68-ab65-4a38-9e1a-c9b6abece194,a0215936-cfde-4162-9b34-b3fbcbc7d9e3,Developing Human Atlas,9968be68-ab65-4a38-9e1a-c9b6abece194.h5ad,155232
1370,Publication: https://doi.org/10.1038/s41588-021-00911-1 Dataset Version: https://datasets.cellxgene.cziscience.com/0e3974a1-9488-4987-9767-21d4e389fac7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/dea97145-f712-431c-a223-6b5f565f362a,dea97145-f712-431c-a223-6b5f565f362a,A single-cell and spatially resolved atlas of human breast cancers,10.1038/s41588-021-00911-1,Wu et al. (2021) Nat Genet,9fddb063-056d-4202-8b8a-4b0ee531d3ce,0e3974a1-9488-4987-9767-21d4e389fac7,A single-cell and spatially-resolved atlas of human breast cancers,9fddb063-056d-4202-8b8a-4b0ee531d3ce.h5ad,100064
1371,Publication: https://doi.org/10.1165/rcmb.2021-0555OC Dataset Version: https://datasets.cellxgene.cziscience.com/8304cd86-be18-4162-9195-eec356c7b336.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/dc4cd1f7-667a-4c29-ae77-9401b9700d7f,dc4cd1f7-667a-4c29-ae77-9401b9700d7f,Anomalous Epithelial Variations and Ectopic Inflammatory Response in Chronic Obstructive Pulmonary Disease,10.1165/rcmb.2021-0555OC,Watanabe et al. (2022) Am J Respir Cell Mol Biol,8fbed309-d3d4-441b-b3ff-e2dcbcec2d35,8304cd86-be18-4162-9195-eec356c7b336,Anomalous Epithelial Variations and Ectopic Inflammatory Response in Chronic Obstructive Pulmonary Disease,8fbed309-d3d4-441b-b3ff-e2dcbcec2d35.h5ad,57918
1372,Publication: https://doi.org/10.1038/s42255-022-00531-x Dataset Version: https://datasets.cellxgene.cziscience.com/111d6e7d-d3d2-48fd-907a-4d3f8c77ee93.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/51544e44-293b-4c2b-8c26-560678423380,51544e44-293b-4c2b-8c26-560678423380,Multiomics single-cell analysis of human pancreatic islets reveals novel cellular states in health and type 1 diabetes,10.1038/s42255-022-00531-x,Fasolino et al. (2022) Nat Metab,37b21763-7f0f-41ae-9001-60bad6e2841d,111d6e7d-d3d2-48fd-907a-4d3f8c77ee93,Multiomics single-cell analysis of human pancreatic islets reveals novel cellular states in health and type 1 diabetes,37b21763-7f0f-41ae-9001-60bad6e2841d.h5ad,69645
1373,Publication: https://doi.org/10.1161/CIRCULATIONAHA.120.051921 Dataset Version: https://datasets.cellxgene.cziscience.com/d61a74ab-e1ef-4ced-9131-698bf7d94be2.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/68e7e5b7-4dc9-4609-832e-7656aa6182ba,68e7e5b7-4dc9-4609-832e-7656aa6182ba,Sex-Specific Control of Human Heart Maturation by the Progesterone Receptor,10.1161/CIRCULATIONAHA.120.051921,Sim et al. (2021) Circulation,99e317c0-1fab-4f73-b511-859e752fd1c3,d61a74ab-e1ef-4ced-9131-698bf7d94be2,Sex-Specific Control of Human Heart Maturation by the Progesterone Receptor.,99e317c0-1fab-4f73-b511-859e752fd1c3.h5ad,51176
1374,Publication: https://doi.org/10.1038/s41586-024-07571-1 Dataset Version: https://datasets.cellxgene.cziscience.com/7322356c-5e52-43e0-a010-85f033bd8320.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/f11cb29c-b546-4738-9bd8-66ea621a7bd5,f11cb29c-b546-4738-9bd8-66ea621a7bd5,Single-cell integration reveals metaplasia in inflammatory gut diseases,10.1038/s41586-024-07571-1,Oliver et al. (2024) Nature,763d1d88-b38d-4ab0-b00f-72df816b4b08,7322356c-5e52-43e0-a010-85f033bd8320,Extended - Large Intestine (adult/pediatric),763d1d88-b38d-4ab0-b00f-72df816b4b08.h5ad,96675
1375,Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/be0d32e2-a47e-470f-a942-46a70e422c38.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Siletti et al. (2023) Science,f7d003d4-40d5-4de8-858c-a9a8b48fcc67,be0d32e2-a47e-470f-a942-46a70e422c38,Supercluster: Astrocyte,f7d003d4-40d5-4de8-858c-a9a8b48fcc67.h5ad,155025
1376,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/ac31afa6-12e1-4dc5-b85e-dd6f7afb83e4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,eec3e37d-ed41-4881-bc6e-aaf39a2c6eb0,ac31afa6-12e1-4dc5-b85e-dd6f7afb83e4,Lamp5 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),eec3e37d-ed41-4881-bc6e-aaf39a2c6eb0.h5ad,42921
1377,Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/a13eb499-f3ae-4c9b-b9ce-89fbddd17d53.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,c1241244-b22d-483d-875b-75699efb9f3c,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,10.1038/s41588-022-01243-4,Madissoon et al. (2023) Nat Genet,b2c9f2c0-3c3c-4f2c-816d-3e5a10f573bd,a13eb499-f3ae-4c9b-b9ce-89fbddd17d53,WSA_LngSP10193345,b2c9f2c0-3c3c-4f2c-816d-3e5a10f573bd.h5ad,4992
1378,Publication: https://doi.org/10.1038/s41467-024-45165-7 Dataset Version: https://datasets.cellxgene.cziscience.com/53bca080-a77c-4727-8f61-4e7245e22fa1.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/cec4ef8e-1e70-49a2-ae43-1e6bf1fd5978,cec4ef8e-1e70-49a2-ae43-1e6bf1fd5978,Transcriptional responses of the human dorsal striatum in opioid use disorder implicates cell type-specifc programs,10.1038/s41467-024-45165-7,Phan et al. (2024) Nat Commun,c893ddc3-f25b-45e2-8c9e-155918b4261c,53bca080-a77c-4727-8f61-4e7245e22fa1,Transcriptional responses of the human dorsal striatum in opioid use disorder implicates cell type-specifc programs,c893ddc3-f25b-45e2-8c9e-155918b4261c.h5ad,98848
1379,Publication: https://doi.org/10.1093/nar/gkae1186 Dataset Version: https://datasets.cellxgene.cziscience.com/785f4685-86fb-4451-b51f-a3d4fd98f42a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/398e34a9-8736-4b27-a9a7-31a47a67f446,398e34a9-8736-4b27-a9a7-31a47a67f446,Comparative Analysis of Commercial Single-Cell RNA Sequencing Technologies,10.1093/nar/gkae1186,De Simone et al. (2025) Nucleic Acids Research,17e9d436-a264-4c94-a42d-48c8daf6fdd9,785f4685-86fb-4451-b51f-a3d4fd98f42a,10X_5-rep1,17e9d436-a264-4c94-a42d-48c8daf6fdd9.h5ad,7750
1380,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/3ad4bd7e-3585-44a0-83d2-627deb734447.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,79d485a8-b8b1-49f2-85aa-c44e5206aa53,3ad4bd7e-3585-44a0-83d2-627deb734447,L6 IT Car3 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),79d485a8-b8b1-49f2-85aa-c44e5206aa53.h5ad,26129
1381,Publication: https://doi.org/10.1126/science.abl4896 Dataset Version: https://datasets.cellxgene.cziscience.com/42f6f928-f6ef-41f5-9fed-4054027552d7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,10.1126/science.abl4896,The Tabula Sapiens Consortium* et al. (2022) Science,6ec405bb-4727-4c6d-ab4e-01fe489af7ea,42f6f928-f6ef-41f5-9fed-4054027552d7,Tabula Sapiens - Uterus,6ec405bb-4727-4c6d-ab4e-01fe489af7ea.h5ad,22029
1382,Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/2e8c7b01-ec1e-4920-bc10-b62c6328292d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82,45d5d2c3-bc28-4814-aed6-0bb6f0e11c82,"A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup",10.1038/s41586-024-07069-w,Qiu et al. (2024) Nature,a83d919c-87ac-4fe8-a655-71180168ec68,2e8c7b01-ec1e-4920-bc10-b62c6328292d,Major cell cluster: Primitive erythroid,a83d919c-87ac-4fe8-a655-71180168ec68.h5ad,108613
1383,Publication: https://doi.org/10.1016/j.devcel.2020.11.010 Dataset Version: https://datasets.cellxgene.cziscience.com/fda4e033-5b51-40bf-b67e-d24c9742bfbc.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/17481d16-ee44-49e5-bcf0-28c0780d8c4a,17481d16-ee44-49e5-bcf0-28c0780d8c4a,Single-Cell Sequencing of Developing Human Gut Reveals Transcriptional Links to Childhood Crohn’s Disease,10.1016/j.devcel.2020.11.010,Elmentaite et al. (2020) Developmental Cell,b46237d1-19c6-4af2-9335-9854634bad16,fda4e033-5b51-40bf-b67e-d24c9742bfbc,Fetal Human Gut (6-11 PCW),b46237d1-19c6-4af2-9335-9854634bad16.h5ad,62849
1384,Publication: https://doi.org/10.1084/jem.20232192 Dataset Version: https://datasets.cellxgene.cziscience.com/d88c576a-1927-40ff-9225-e95c63fdb39f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2a9a17c9-1f61-4877-b384-b8cd5ffa4085,2a9a17c9-1f61-4877-b384-b8cd5ffa4085,A molecular cell atlas of COVID-19 initiation in human lung,10.1084/jem.20232192,Wu et al. (2024) Journal of Experimental Medicine,2ac76f1b-43ef-4271-8686-2f165570989f,d88c576a-1927-40ff-9225-e95c63fdb39f,All annotated cells from infection 1,2ac76f1b-43ef-4271-8686-2f165570989f.h5ad,48226
1385,Publication: https://doi.org/10.1126/science.abl4896 Dataset Version: https://datasets.cellxgene.cziscience.com/39efc1e9-57c5-47c0-8a79-d833a5f94287.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,10.1126/science.abl4896,The Tabula Sapiens Consortium* et al. (2022) Science,d77ec7d6-ef2e-49d6-9e79-05b7f8881484,39efc1e9-57c5-47c0-8a79-d833a5f94287,Tabula Sapiens - Prostate,d77ec7d6-ef2e-49d6-9e79-05b7f8881484.h5ad,21030
1386,Publication: https://doi.org/10.1038/s41593-024-01774-5 Dataset Version: https://datasets.cellxgene.cziscience.com/606a8fa1-bf44-4bbc-be59-e84304a6d140.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Gabitto et al. (2024) Nat Neurosci,a190b2e9-3796-4785-9a2f-013e2a9a43e6,606a8fa1-bf44-4bbc-be59-e84304a6d140,Lamp5 Lhx6 - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),a190b2e9-3796-4785-9a2f-013e2a9a43e6.h5ad,22891
1387,Publication: https://doi.org/10.1002/path.5751 Dataset Version: https://datasets.cellxgene.cziscience.com/e456f3bb-b275-4425-9a96-9ba06ca78b20.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4b54248f-2165-477c-a027-dd55082e8818,4b54248f-2165-477c-a027-dd55082e8818,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,10.1002/path.5751,Joseph et al. (2021) The Journal of Pathology,2a262b59-7936-4ecd-b656-248247a0559f,e456f3bb-b275-4425-9a96-9ba06ca78b20,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Mouse Cells,2a262b59-7936-4ecd-b656-248247a0559f.h5ad,62415
1388,Publication: https://doi.org/10.1093/nar/gkae1186 Dataset Version: https://datasets.cellxgene.cziscience.com/6c034aed-7f39-4cf2-8037-891258d61e90.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/398e34a9-8736-4b27-a9a7-31a47a67f446,398e34a9-8736-4b27-a9a7-31a47a67f446,Comparative Analysis of Commercial Single-Cell RNA Sequencing Technologies,10.1093/nar/gkae1186,De Simone et al. (2025) Nucleic Acids Research,a82c43bb-a703-446d-aa24-049bf013121f,6c034aed-7f39-4cf2-8037-891258d61e90,10X_5-rep2,a82c43bb-a703-446d-aa24-049bf013121f.h5ad,7750
1389,Publication: https://doi.org/10.1038/s41593-022-01061-1 Dataset Version: https://datasets.cellxgene.cziscience.com/0f32a263-e4d7-4e50-84c3-ff42bfd6de05.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b0f0b447-ac37-45b0-b1bf-5c0b7d871120,b0f0b447-ac37-45b0-b1bf-5c0b7d871120,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,10.1038/s41593-022-01061-1,Kamath et al. (2022) Nat Neurosci,92161459-9103-4379-ae34-73a38eee1d1d,0f32a263-e4d7-4e50-84c3-ff42bfd6de05,Human Nurr-Positive Nuclei 10x scRNA-seq,92161459-9103-4379-ae34-73a38eee1d1d.h5ad,80576
1390,Publication: https://doi.org/10.1016/j.celrep.2019.12.082 Dataset Version: https://datasets.cellxgene.cziscience.com/9fee53bf-67f8-452d-9a9b-5efd878916e7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/939769a8-d8d2-4d01-abfc-55699893fd49,939769a8-d8d2-4d01-abfc-55699893fd49,Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration,10.1016/j.celrep.2019.12.082,Orozco et al. (2020) Cell Reports,e6dad530-418b-47f9-af6e-472e56a7b314,9fee53bf-67f8-452d-9a9b-5efd878916e7,All cell types of human eye,e6dad530-418b-47f9-af6e-472e56a7b314.h5ad,100055
1391,Publication: https://doi.org/10.1126/science.adf2359 Dataset Version: https://datasets.cellxgene.cziscience.com/bd4d19f0-66a2-4f62-be1e-611e0c8374af.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/35928d1c-36fc-4f93-9a8d-0b921ab41745,35928d1c-36fc-4f93-9a8d-0b921ab41745,HVS: Human variation study,10.1126/science.adf2359,Johansen et al. (2023) Science,31285bcd-9a28-48ce-8cc0-543af80261d3,bd4d19f0-66a2-4f62-be1e-611e0c8374af,OPC - neocortex: Human variation study (HVS),31285bcd-9a28-48ce-8cc0-543af80261d3.h5ad,11244
1392,Dataset Version: https://datasets.cellxgene.cziscience.com/92be36cf-b54c-4747-b85c-b1062cc4e4a0.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/05e3d0fc-c9dd-4f14-9163-2b242b3bb5c2,05e3d0fc-c9dd-4f14-9163-2b242b3bb5c2,Single cell atlas of the human optic nerve,,,62527b1a-826c-423d-b123-e495846979a9,92be36cf-b54c-4747-b85c-b1062cc4e4a0,snRNA-seq of human optic nerve and optic nerve head - fibroblasts,62527b1a-826c-423d-b123-e495846979a9.h5ad,118925
1393,Publication: https://doi.org/10.1016/j.celrep.2025.115938 Dataset Version: https://datasets.cellxgene.cziscience.com/94d06801-4f48-460e-a487-6eb217266ffc.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/69f13fde-a4e8-4a32-8b5d-c657ae2f5e9a,69f13fde-a4e8-4a32-8b5d-c657ae2f5e9a,LNCS: Atlas of healthy human lymph nodes with and without ex vivo adjuvant stimulation,10.1016/j.celrep.2025.115938,Fergusson et al. (2025) Cell Reports,edbfa04a-f1dd-496a-8237-df11d70621ca,94d06801-4f48-460e-a487-6eb217266ffc,Human lymph nodes with partial T and B cell depletion,edbfa04a-f1dd-496a-8237-df11d70621ca.h5ad,77525
1394,Publication: https://doi.org/10.1038/s41586-022-04918-4 Dataset Version: https://datasets.cellxgene.cziscience.com/a92c5178-2639-45cb-a444-d6157abd999b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/661a402a-2a5a-4c71-9b05-b346c57bc451,661a402a-2a5a-4c71-9b05-b346c57bc451,Single-cell roadmap of human gonadal development,10.1038/s41586-022-04918-4,Garcia-Alonso et al. (2022) Nature,be46dfdc-0f99-4731-8957-64ca37364985,a92c5178-2639-45cb-a444-d6157abd999b,Mouse Somatic Cell Lineage,be46dfdc-0f99-4731-8957-64ca37364985.h5ad,50933
1395,Publication: https://doi.org/10.1038/s41467-025-57487-1 Dataset Version: https://datasets.cellxgene.cziscience.com/14cbea1e-1293-467b-9b43-6ead847811fb.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ef9f0fae-c12c-4f1a-bb67-63346c2ae0f1,ef9f0fae-c12c-4f1a-bb67-63346c2ae0f1,Single Nuclei Atlas of Innervated and Denervated Mouse Muscle,10.1038/s41467-025-57487-1,Ham et al. (2025) Nat Commun,a48343a2-7570-49d0-8849-9db6c21dffcb,14cbea1e-1293-467b-9b43-6ead847811fb,"Sciatic nerve cut, BoTX injected and MuSK knockout muscles",a48343a2-7570-49d0-8849-9db6c21dffcb.h5ad,102688
1396,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/8b29a0b2-dd34-4811-a718-1b4124f5ff75.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,3dc61ca1-ce40-46b6-8337-f27260fd9a03,8b29a0b2-dd34-4811-a718-1b4124f5ff75,All cells,3dc61ca1-ce40-46b6-8337-f27260fd9a03.h5ad,71752
1397,Publication: https://doi.org/10.1016/j.immuni.2023.01.002 Dataset Version: https://datasets.cellxgene.cziscience.com/b7c3c27c-97c2-4983-97df-1d537d138a43.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/5c868b6f-62c5-4532-9d7f-a346ad4b50a7,5c868b6f-62c5-4532-9d7f-a346ad4b50a7,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,10.1016/j.immuni.2023.01.002,Kong et al. (2023) Immunity,fe4b89d5-461e-440c-a5a8-621b37b122c0,b7c3c27c-97c2-4983-97df-1d537d138a43,TI epithelial,fe4b89d5-461e-440c-a5a8-621b37b122c0.h5ad,154136
1398,Publication: https://doi.org/10.1126/science.abo1984 Dataset Version: https://datasets.cellxgene.cziscience.com/bab99329-f745-4789-91b8-b7c19fa38fe7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,Reichart et al. (2022) Science,9434b020-de42-43eb-bcc4-542b2be69015,bab99329-f745-4789-91b8-b7c19fa38fe7,DCM/ACM heart cell atlas: Macrophages,9434b020-de42-43eb-bcc4-542b2be69015.h5ad,59217
