soma_joinid,citation,collection_id,collection_name,collection_doi,collection_doi_label,dataset_id,dataset_version_id,dataset_title,dataset_h5ad_path,dataset_total_cell_count
133,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/14886ac8-7b9e-4346-8990-bbd4214186c4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,9a32e8f2-a570-4eef-ae25-a3919f98049b,14886ac8-7b9e-4346-8990-bbd4214186c4,Spatial transcriptomics in mouse: Puck_191204_23,9a32e8f2-a570-4eef-ae25-a3919f98049b.h5ad,37742
134,Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/2e8e4853-f057-4a9e-a370-b036d114b9aa.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055,d74b6979-efba-47cd-990a-9d80ccf29055,Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning,10.1038/s41588-023-01435-6,Sampath Kumar et al. (2023) Nat Genet,482216eb-9b13-4b47-a7bc-52c99e5d8c13,2e8e4853-f057-4a9e-a370-b036d114b9aa,E8.5_rep2: Puck_220815_08,482216eb-9b13-4b47-a7bc-52c99e5d8c13.h5ad,3332
135,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/1061151b-35b4-4463-8515-5bb40e05cec2.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,a5939d1c-3f1d-4931-abf2-735d82fda26c,1061151b-35b4-4463-8515-5bb40e05cec2,Spatial transcriptomics in mouse: Puck_200104_02,a5939d1c-3f1d-4931-abf2-735d82fda26c.h5ad,27044
136,Publication: https://doi.org/10.1016/j.immuni.2022.09.002 Dataset Version: https://datasets.cellxgene.cziscience.com/e407a87b-5fad-4cef-83f8-85ee38e45dc9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/02b01703-bf1b-48de-b99a-23bef8cccc81,02b01703-bf1b-48de-b99a-23bef8cccc81,Spatially mapping T cell receptors and transcriptomes,10.1016/j.immuni.2022.09.002,Liu et al. (2022) Immunity,6d243918-f3f6-4a9e-b72e-39d96de73095,e407a87b-5fad-4cef-83f8-85ee38e45dc9,"Renal cell carcinoma, post aPD1, lung metastasis Puck_200727_08",6d243918-f3f6-4a9e-b72e-39d96de73095.h5ad,18851
137,Publication: https://doi.org/10.1038/s41593-020-00764-7 Dataset Version: https://datasets.cellxgene.cziscience.com/aa6ec15e-8e26-4d3b-a2da-4633f714f104.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/180bff9c-c8a5-4539-b13b-ddbc00d643e6,180bff9c-c8a5-4539-b13b-ddbc00d643e6,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,10.1038/s41593-020-00764-7,Leng et al. (2021) Nat Neurosci,75a881cf-5d88-46e2-bf9b-97e5cbc1bd56,aa6ec15e-8e26-4d3b-a2da-4633f714f104,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: EC inhibitory neurons,75a881cf-5d88-46e2-bf9b-97e5cbc1bd56.h5ad,5331
138,Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/aaedb0cc-fd81-4d02-bbb6-b9c6d3773320.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055,d74b6979-efba-47cd-990a-9d80ccf29055,Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning,10.1038/s41588-023-01435-6,Sampath Kumar et al. (2023) Nat Genet,cb716935-d9d3-4bab-8155-d32d229c1a95,aaedb0cc-fd81-4d02-bbb6-b9c6d3773320,E9.0: Puck_220718_19,cb716935-d9d3-4bab-8155-d32d229c1a95.h5ad,5094
139,Publication: https://doi.org/10.1016/j.immuni.2022.09.002 Dataset Version: https://datasets.cellxgene.cziscience.com/1a36c097-e536-4ca9-b3d0-44bb733f7a12.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/02b01703-bf1b-48de-b99a-23bef8cccc81,02b01703-bf1b-48de-b99a-23bef8cccc81,Spatially mapping T cell receptors and transcriptomes,10.1016/j.immuni.2022.09.002,Liu et al. (2022) Immunity,50c4a6d6-940b-4c6a-a376-aea2ae2d3168,1a36c097-e536-4ca9-b3d0-44bb733f7a12,"Cutaneous melanoma, lymph node metastasis Puck_220215_11",50c4a6d6-940b-4c6a-a376-aea2ae2d3168.h5ad,21003
140,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/a8268ee9-5943-4300-b0c2-09b487f57369.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,0a1b0fc9-2167-4cd3-85c6-379f0fdab8be,a8268ee9-5943-4300-b0c2-09b487f57369,Spatial transcriptomics in mouse: Puck_200104_14,0a1b0fc9-2167-4cd3-85c6-379f0fdab8be.h5ad,22157
141,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/b91a8981-401b-43f1-94ad-b102e0ff5ecc.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,cb97280b-1c7c-4c55-a921-481062abd9f7,b91a8981-401b-43f1-94ad-b102e0ff5ecc,Spatial transcriptomics in the healthy human kidney: Puck_200205_18,cb97280b-1c7c-4c55-a921-481062abd9f7.h5ad,13782
142,Publication: https://doi.org/10.1016/j.immuni.2021.03.005 Dataset Version: https://datasets.cellxgene.cziscience.com/455d61c0-3709-4084-8b2f-cde2f1484970.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/29f92179-ca10-4309-a32b-d383d80347c1,29f92179-ca10-4309-a32b-d383d80347c1,Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19,10.1016/j.immuni.2021.03.005,Szabo et al. (2021) Immunity,a65bcc2d-4243-44c1-a262-ab7dcddfcf86,455d61c0-3709-4084-8b2f-cde2f1484970,74 years old female - Airway Wash (7 days post-intubation),a65bcc2d-4243-44c1-a262-ab7dcddfcf86.h5ad,810
143,Publication: https://doi.org/10.1038/s41591-024-03215-z Dataset Version: https://datasets.cellxgene.cziscience.com/756634ee-9498-45e6-943f-9eee3caea7f8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a96133de-e951-4e2d-ace6-59db8b3bfb1d,a96133de-e951-4e2d-ace6-59db8b3bfb1d,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,10.1038/s41591-024-03215-z,Klughammer et al. (2024) Nat Med,aa6f371d-dacd-47e7-a774-e2f4495604a2,756634ee-9498-45e6-943f-9eee3caea7f8,HTAPP-895-SMP-7359 Slide-seq,aa6f371d-dacd-47e7-a774-e2f4495604a2.h5ad,6210
144,Publication: https://doi.org/10.1038/s41588-021-00911-1 Dataset Version: https://datasets.cellxgene.cziscience.com/05439c6f-523e-42b3-aea9-2ed6bbd22b4b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/dea97145-f712-431c-a223-6b5f565f362a,dea97145-f712-431c-a223-6b5f565f362a,A single-cell and spatially resolved atlas of human breast cancers,10.1038/s41588-021-00911-1,Wu et al. (2021) Nat Genet,0c86f0de-ddcb-454c-b00b-37feb69e7da1,05439c6f-523e-42b3-aea9-2ed6bbd22b4b,A single-cell and spatially-resolved atlas of human breast cancers - Plasmablasts,0c86f0de-ddcb-454c-b00b-37feb69e7da1.h5ad,3524
145,Publication: https://doi.org/10.1038/s41698-023-00488-4 Dataset Version: https://datasets.cellxgene.cziscience.com/4724a315-bac7-4729-bf8d-89bd0867fd73.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/68cba939-4e72-4405-80ef-512a05044fba,68cba939-4e72-4405-80ef-512a05044fba,Profiling the heterogeneity of colorectal cancer consensus molecular subtypes using spatial transcriptomics,10.1038/s41698-023-00488-4,Valdeolivas et al. (2024) npj Precis. Onc.,2916b663-5fe0-4a53-a2da-f6875214e3e6,4724a315-bac7-4729-bf8d-89bd0867fd73,S4_Col_Sig A120838 Rep1,2916b663-5fe0-4a53-a2da-f6875214e3e6.h5ad,4992
146,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/d7592463-dc66-4087-91a0-f8aee5b8c05f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,43b460b5-9863-414e-88ea-50bc1f5b60e0,d7592463-dc66-4087-91a0-f8aee5b8c05f,Spatial transcriptomics in mouse: Puck_191204_14,43b460b5-9863-414e-88ea-50bc1f5b60e0.h5ad,26260
147,Publication: https://doi.org/10.1038/s41591-024-03215-z Dataset Version: https://datasets.cellxgene.cziscience.com/389f6b6b-cf3d-45fa-bba6-cd38ac9fc039.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a96133de-e951-4e2d-ace6-59db8b3bfb1d,a96133de-e951-4e2d-ace6-59db8b3bfb1d,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,10.1038/s41591-024-03215-z,Klughammer et al. (2024) Nat Med,e2824739-ea79-4efd-9434-3bec079b55d3,389f6b6b-cf3d-45fa-bba6-cd38ac9fc039,HTAPP-364-SMP-1321 Slide-seq,e2824739-ea79-4efd-9434-3bec079b55d3.h5ad,2958
148,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/a53d7711-791c-42b2-ad82-71a68aca4224.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,2e14e403-84fd-4326-ad6b-98523040c3d6,a53d7711-791c-42b2-ad82-71a68aca4224,Spatial transcriptomics in mouse: Puck_191204_07,2e14e403-84fd-4326-ad6b-98523040c3d6.h5ad,32706
149,Publication: https://doi.org/10.1038/s41586-024-08560-0 Dataset Version: https://datasets.cellxgene.cziscience.com/91cf9a95-0b9a-4ece-b8eb-7b9e3409a0d3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1cbfb478-2c7f-4d15-b522-9f74e9fe52a8,1cbfb478-2c7f-4d15-b522-9f74e9fe52a8,Progressive plasticity during colorectal cancer metastasis,10.1038/s41586-024-08560-0,Moorman et al. (2025) Nature,743473de-0563-4809-b69c-872c8d0685e6,91cf9a95-0b9a-4ece-b8eb-7b9e3409a0d3,progressive_plasticity_during_crc_metastasis_kg182_tumor,743473de-0563-4809-b69c-872c8d0685e6.h5ad,935
150,Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/843fe784-fe7f-4197-9a74-99a5163f384c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055,d74b6979-efba-47cd-990a-9d80ccf29055,Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning,10.1038/s41588-023-01435-6,Sampath Kumar et al. (2023) Nat Genet,f10b80d2-836c-48b4-8839-96aabb8262c1,843fe784-fe7f-4197-9a74-99a5163f384c,E9.0: Puck_220718_38,f10b80d2-836c-48b4-8839-96aabb8262c1.h5ad,5779
151,Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/86fd015b-2885-4938-90e0-aaa053dc5c48.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055,d74b6979-efba-47cd-990a-9d80ccf29055,Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning,10.1038/s41588-023-01435-6,Sampath Kumar et al. (2023) Nat Genet,6dfbbfae-683b-419f-b11f-db9f1d426bf9,86fd015b-2885-4938-90e0-aaa053dc5c48,E9.0: Puck_220718_11,6dfbbfae-683b-419f-b11f-db9f1d426bf9.h5ad,4667
152,Publication: https://doi.org/10.1038/s41698-023-00488-4 Dataset Version: https://datasets.cellxgene.cziscience.com/f75e0729-c080-4f12-b4cb-86534fef58f3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/68cba939-4e72-4405-80ef-512a05044fba,68cba939-4e72-4405-80ef-512a05044fba,Profiling the heterogeneity of colorectal cancer consensus molecular subtypes using spatial transcriptomics,10.1038/s41698-023-00488-4,Valdeolivas et al. (2024) npj Precis. Onc.,7fe57023-bbcf-4254-9aa4-bd2abf7d83ad,f75e0729-c080-4f12-b4cb-86534fef58f3,S2_Col_R A595688 Rep2,7fe57023-bbcf-4254-9aa4-bd2abf7d83ad.h5ad,4992
153,Publication: https://doi.org/10.1016/j.labinv.2023.100258 Dataset Version: https://datasets.cellxgene.cziscience.com/be70a189-aad6-49b8-9ec3-61875e7aa4af.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/bfd55632-15e2-4dde-a1b9-02ade511fc4d,bfd55632-15e2-4dde-a1b9-02ade511fc4d,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,10.1016/j.labinv.2023.100258,Coutant et al. (2023) Laboratory Investigation,5d2c013d-0221-401b-9a30-ecfd880f07a3,be70a189-aad6-49b8-9ec3-61875e7aa4af,GSM6592052_M5,5d2c013d-0221-401b-9a30-ecfd880f07a3.h5ad,4992
154,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/8ac12b09-d4aa-4dd5-b4e2-79f92ced4d4b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,4ea886a2-077b-43c7-9f49-b82c81351798,8ac12b09-d4aa-4dd5-b4e2-79f92ced4d4b,Spatial transcriptomics in mouse: Puck_191223_04,4ea886a2-077b-43c7-9f49-b82c81351798.h5ad,18568
155,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/16d3cd81-7b1b-46f2-8a34-4c5b9cca3560.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,99c400af-2a21-4937-9b84-cc1e52f7ba09,16d3cd81-7b1b-46f2-8a34-4c5b9cca3560,Spatial transcriptomics in the healthy human kidney: Puck_200121_01,99c400af-2a21-4937-9b84-cc1e52f7ba09.h5ad,21054
156,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/96714287-10e2-4b6b-ade1-bb617fe3b729.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,b18c3fe3-ac84-4728-8a3d-cff8eafaf9d1,96714287-10e2-4b6b-ade1-bb617fe3b729,Spatial transcriptomics in mouse: Puck_191204_16,b18c3fe3-ac84-4728-8a3d-cff8eafaf9d1.h5ad,35896
157,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/78d9cba6-3bbb-4bab-8e82-4f3230c77e8a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,6a7c4462-334e-45a4-8aa4-28d3733bbbac,78d9cba6-3bbb-4bab-8e82-4f3230c77e8a,Spatial transcriptomics in the healthy human kidney: Puck_200121_03,6a7c4462-334e-45a4-8aa4-28d3733bbbac.h5ad,18730
158,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/3ddb8f63-85bd-440a-9912-aca8c5e4a6db.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,230eeeee-5640-49ef-99a2-9d2fd001ea06,3ddb8f63-85bd-440a-9912-aca8c5e4a6db,Spatial transcriptomics in mouse: Puck_200210_01,230eeeee-5640-49ef-99a2-9d2fd001ea06.h5ad,22430
159,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/0441b8d1-365a-4aa9-9ee1-780ce72d067d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,2214c7a9-371f-4520-a2d0-88524b80b577,0441b8d1-365a-4aa9-9ee1-780ce72d067d,Spatial transcriptomics in mouse: Puck_191204_05,2214c7a9-371f-4520-a2d0-88524b80b577.h5ad,27639
160,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/00a090cb-66ba-420d-8a91-cd2b0c6eb221.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,7387a9b8-3d90-476e-92a9-04e87217ebc3,00a090cb-66ba-420d-8a91-cd2b0c6eb221,Spatial transcriptomics in mouse: Puck_191204_12,7387a9b8-3d90-476e-92a9-04e87217ebc3.h5ad,29986
161,Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/5189115c-adeb-4080-a880-c5f81dd481b3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055,d74b6979-efba-47cd-990a-9d80ccf29055,Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning,10.1038/s41588-023-01435-6,Sampath Kumar et al. (2023) Nat Genet,5ad4b556-a217-48b6-b913-51006b070710,5189115c-adeb-4080-a880-c5f81dd481b3,E9.0: Puck_220718_27,5ad4b556-a217-48b6-b913-51006b070710.h5ad,5258
162,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/b454c85c-9e5b-404d-be27-46e428313b27.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,5132612b-bbca-478d-bfc0-47bd70102372,b454c85c-9e5b-404d-be27-46e428313b27,Spatial transcriptomics in mouse: Puck_200104_01,5132612b-bbca-478d-bfc0-47bd70102372.h5ad,33006
163,Publication: https://doi.org/10.1016/j.immuni.2022.09.002 Dataset Version: https://datasets.cellxgene.cziscience.com/d935023a-817a-413f-9320-1758bdd2a958.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/02b01703-bf1b-48de-b99a-23bef8cccc81,02b01703-bf1b-48de-b99a-23bef8cccc81,Spatially mapping T cell receptors and transcriptomes,10.1016/j.immuni.2022.09.002,Liu et al. (2022) Immunity,fb5b437f-69b8-47ee-82ed-b5e784193d64,d935023a-817a-413f-9320-1758bdd2a958,Normal Lymph Node Puck_201014_06,fb5b437f-69b8-47ee-82ed-b5e784193d64.h5ad,26027
164,Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/6a20d1d1-b26b-4151-95b8-0d2b4aa987bf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055,d74b6979-efba-47cd-990a-9d80ccf29055,Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning,10.1038/s41588-023-01435-6,Sampath Kumar et al. (2023) Nat Genet,5e708434-f8a5-462e-b82f-007ba023d274,6a20d1d1-b26b-4151-95b8-0d2b4aa987bf,E9.0: Puck_220718_18,5e708434-f8a5-462e-b82f-007ba023d274.h5ad,5535
165,Publication: https://doi.org/10.1038/s41586-021-03465-8 Dataset Version: https://datasets.cellxgene.cziscience.com/a310c5fd-6e89-45b4-b065-058f12e9e376.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/367d95c0-0eb0-4dae-8276-9407239421ee,367d95c0-0eb0-4dae-8276-9407239421ee,"Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse",10.1038/s41586-021-03465-8,Bakken et al. (2021) Nature,787138a6-a421-444e-8ae5-537c1842e70c,a310c5fd-6e89-45b4-b065-058f12e9e376,Evolution of cellular diversity in primary motor cortex of marmoset - non-neurons,787138a6-a421-444e-8ae5-537c1842e70c.h5ad,4289
166,Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/874b34b7-7c7c-4e87-b791-72fad8c912d5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055,d74b6979-efba-47cd-990a-9d80ccf29055,Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning,10.1038/s41588-023-01435-6,Sampath Kumar et al. (2023) Nat Genet,90b5dc35-2750-4759-8936-fce33ba774e6,874b34b7-7c7c-4e87-b791-72fad8c912d5,E8.5_rep2: Puck_220815_11,90b5dc35-2750-4759-8936-fce33ba774e6.h5ad,3760
167,Publication: https://doi.org/10.1038/s41586-020-2496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/8f884f96-193f-429d-a6c5-13d68c192ba5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,The Tabula Muris Consortium et al. (2020) Nature,0380ddce-c31b-422a-88fe-34a1945bd949,8f884f96-193f-429d-a6c5-13d68c192ba5,Aorta — A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,0380ddce-c31b-422a-88fe-34a1945bd949.h5ad,906
168,Publication: https://doi.org/10.1038/s41586-020-2797-4 Dataset Version: https://datasets.cellxgene.cziscience.com/3898e2b6-e6ff-4430-8eec-9d2551a4a185.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72,b52eb423-5d0d-4645-b217-e1c6d38b2e72,Cells of the adult human heart,10.1038/s41586-020-2797-4,Litviňuková et al. (2020) Nature,1009f384-b12d-448e-ba9f-1b7d2ecfbb4e,3898e2b6-e6ff-4430-8eec-9d2551a4a185,Neuronal — Cells of the adult human heart,1009f384-b12d-448e-ba9f-1b7d2ecfbb4e.h5ad,3961
169,Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/94d28eb0-fb41-4cf5-ba40-86372438c09e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,8e880741-bf9a-4c8e-9227-934204631d2a,High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways,10.1016/j.isci.2022.104097,Marshall et al. (2022) iScience,60d25f3a-092a-4ea3-8e16-bd49c2846bbc,94d28eb0-fb41-4cf5-ba40-86372438c09e,Spatial transcriptomics in mouse: Puck_200210_02,60d25f3a-092a-4ea3-8e16-bd49c2846bbc.h5ad,11005
