redundancy_cluster,representative,module,collection,n_genes,full_direction,full_consistency,full_median_nes,full_n_fdr_qval_025
RC008,COESSENTIALITY::281::molecular function:SH2 domain binding,COESSENTIALITY::281::molecular function:SH2 domain binding,COESSENTIALITY,53,positive,0.6666666666666666,1.3449170833633652,3
RC009,COESSENTIALITY::1151::cellular component:dendrite membrane,COESSENTIALITY::1151::cellular component:dendrite membrane,COESSENTIALITY,7,negative,0.6666666666666666,-0.8000817207665412,2
RC010,COESSENTIALITY::1153::biological process:tRNA processing,COESSENTIALITY::1153::biological process:tRNA processing,COESSENTIALITY,24,negative,0.6666666666666666,-1.1687626653947956,5
RC010,COESSENTIALITY::1153::biological process:tRNA processing,COESSENTIALITY::1534::biological process:transcription initiation from RNA polymerase I promoter,COESSENTIALITY,20,negative,0.6666666666666666,-0.799345700359905,2
RC011,COESSENTIALITY::1155::biological process:focal adhesion assembly,COESSENTIALITY::1155::biological process:focal adhesion assembly,COESSENTIALITY,6,negative,0.6666666666666666,-0.9199752790225735,2
RC012,COESSENTIALITY::1160::cellular component:transcription factor TFIID complex,COESSENTIALITY::1160::cellular component:transcription factor TFIID complex,COESSENTIALITY,15,positive,0.6666666666666666,0.9527528198584012,2
RC012,COESSENTIALITY::1160::cellular component:transcription factor TFIID complex,CORUM::3010::TFIID subcomplex,CORUM,5,negative,0.6666666666666666,-0.7635068538720231,2
RC013,COESSENTIALITY::1162::,COESSENTIALITY::1162::,COESSENTIALITY,38,positive,0.6666666666666666,1.4034727319966724,3
RC013,COESSENTIALITY::1162::,COESSENTIALITY::164::biological process:O-glycan processing,COESSENTIALITY,57,positive,0.8333333333333334,1.080415487397364,2
RC013,COESSENTIALITY::1162::,COESSENTIALITY::487::biological process:O-glycan processing,COESSENTIALITY,49,positive,0.6666666666666666,1.260399349873921,2
RC014,COESSENTIALITY::1178::cellular component:Flemming body,COESSENTIALITY::1178::cellular component:Flemming body,COESSENTIALITY,11,positive,0.6666666666666666,1.1703673687668859,2
RC015,COESSENTIALITY::1180::,COESSENTIALITY::1180::,COESSENTIALITY,19,positive,0.6666666666666666,1.2891513549321951,2
RC016,COESSENTIALITY::1187::biological process:negative regulation of cell differentiation,COESSENTIALITY::1187::biological process:negative regulation of cell differentiation,COESSENTIALITY,26,positive,0.6666666666666666,1.0196020862725255,2
RC017,COESSENTIALITY::1192::biological process:mitotic cell cycle checkpoint,COESSENTIALITY::1192::biological process:mitotic cell cycle checkpoint,COESSENTIALITY,13,negative,0.6666666666666666,-1.0505580956520237,2
RC018,"COESSENTIALITY::1207::biological process:negative regulation of gene expression, epigenetic","COESSENTIALITY::1207::biological process:negative regulation of gene expression, epigenetic",COESSENTIALITY,19,negative,0.8333333333333334,-1.3371785958839721,3
RC018,"COESSENTIALITY::1207::biological process:negative regulation of gene expression, epigenetic","COESSENTIALITY::1471::biological process:negative regulation of gene expression, epigenetic",COESSENTIALITY,17,negative,0.6666666666666666,-1.3298936707249038,2
RC018,"COESSENTIALITY::1207::biological process:negative regulation of gene expression, epigenetic",COESSENTIALITY::1710::molecular function:histone-lysine N-methyltransferase activity,COESSENTIALITY,21,negative,0.8333333333333334,-0.9943923095551521,2
RC018,"COESSENTIALITY::1207::biological process:negative regulation of gene expression, epigenetic","COESSENTIALITY::337::biological process:negative regulation of gene expression, epigenetic",COESSENTIALITY,24,negative,0.8333333333333334,-1.1185697750264922,2
RC018,"COESSENTIALITY::1207::biological process:negative regulation of gene expression, epigenetic","COESSENTIALITY::558::biological process:negative regulation of gene expression, epigenetic",COESSENTIALITY,24,negative,0.6666666666666666,-1.003756875717434,2
RC019,COESSENTIALITY::1247::molecular function:aminopeptidase activity,COESSENTIALITY::1247::molecular function:aminopeptidase activity,COESSENTIALITY,43,positive,0.6666666666666666,0.7606833637277722,4
RC019,COESSENTIALITY::1247::molecular function:aminopeptidase activity,COESSENTIALITY::1472::,COESSENTIALITY,51,positive,0.6666666666666666,0.8370420128832412,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,COESSENTIALITY::1255::biological process:DNA replication initiation,COESSENTIALITY,13,negative,1.0,-0.9508599136716278,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,COESSENTIALITY::1263::biological process:positive regulation of TOR signaling,COESSENTIALITY,25,negative,0.6666666666666666,-1.018671883073381,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,COESSENTIALITY::215::biological process:negative regulation of TOR signaling,COESSENTIALITY,16,negative,0.6666666666666666,-0.8395176487488277,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,COESSENTIALITY::428::cellular component:mediator complex,COESSENTIALITY,28,negative,0.6666666666666666,-1.0169187758585587,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,CORUM::1038::ORC 1-5 complex (origin recognition 1-5 complex),CORUM,5,negative,0.8333333333333334,-1.4419985756844005,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,CORUM::193::PA700-20S-PA28 complex,CORUM,36,positive,0.8333333333333334,1.1023772312143658,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,CORUM::229::NAT complex,CORUM,7,negative,0.6666666666666666,-0.8580590679610889,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,CORUM::268::9-1-1-RAD17-RFC complex,CORUM,8,negative,0.6666666666666666,-1.18064970199418,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,CORUM::274::9-1-1-RAD17-RFC complex,CORUM,8,negative,0.6666666666666666,-1.18064970199418,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,CORUM::2857::NuA4/Tip60 HAT complex,CORUM,14,negative,0.6666666666666666,-1.5028083417663693,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,CORUM::32::PA700 complex,CORUM,20,positive,0.6666666666666666,1.3579797253761834,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,CORUM::441::TFTC-type histone acetyl transferase complex,CORUM,11,negative,0.8333333333333334,-1.2092046664085534,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,CORUM::528::NuA4/Tip60 HAT complex,CORUM,15,negative,0.6666666666666666,-1.5221982142024515,4
RC020,CORUM::798::NuA4/Tip60-HAT complex A,CORUM::529::NuA4/Tip60 HAT complex,CORUM,16,negative,0.6666666666666666,-1.401169699904113,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,CORUM::535::TRAP complex,CORUM,16,negative,0.6666666666666666,-0.9845119710547818,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,"CORUM::5975::Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)",CORUM,5,positive,0.6666666666666666,0.8558827884317792,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,CORUM::6217::GATOR complex,CORUM,8,positive,0.6666666666666666,0.9105356825738011,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,CORUM::66::TRAP complex,CORUM,8,negative,0.6666666666666666,-1.047544311564082,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,CORUM::6753::SOG complex,CORUM,8,positive,0.6666666666666666,0.9943861632818162,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,CORUM::798::NuA4/Tip60-HAT complex A,CORUM,15,negative,0.6666666666666666,-1.5339203647893533,4
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_ABC_TRANSPORTER_DISORDERS,REACTOME,65,positive,0.6666666666666666,0.9428413068013888,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,REACTOME,37,negative,1.0,-1.244709200144126,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,REACTOME,54,positive,0.8333333333333334,1.1256293398886812,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_AMINO_ACIDS_REGULATE_MTORC1,REACTOME,55,negative,0.6666666666666666,-1.2099490509878872,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_AMPK_INDUCED_ERAD_AND_LYSOSOME_MEDIATED_DEGRADATION_OF_PD_L1_CD274,REACTOME,55,positive,0.6666666666666666,1.0137993765427802,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_AMYLOID_FIBER_FORMATION,REACTOME,110,negative,0.6666666666666666,-1.0244793439542623,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,REACTOME,61,positive,0.8333333333333334,1.0631408511966312,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,REACTOME,75,positive,0.8333333333333334,1.1572075186022466,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION,REACTOME,68,negative,0.6666666666666666,-1.0827736001675483,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,REACTOME,42,positive,0.6666666666666666,0.9973265756130039,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_CIRCADIAN_CLOCK,REACTOME,111,positive,0.6666666666666666,1.1473295814303555,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,REACTOME,42,positive,0.6666666666666666,0.915345328048656,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,REACTOME,49,positive,0.8333333333333334,1.156550303778789,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_DEFECTIVE_PYROPTOSIS,REACTOME,72,negative,0.6666666666666666,-1.245693707368543,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_DEGRADATION_OF_AXIN,REACTOME,42,positive,0.6666666666666666,0.9852863800963957,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,REACTOME,72,positive,0.6666666666666666,1.2097990474044371,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS,REACTOME,48,positive,0.6666666666666666,1.184868847483917,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_DEGRADATION_OF_DVL,REACTOME,44,positive,0.8333333333333334,1.012234317442133,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,REACTOME,47,positive,0.8333333333333334,1.049188395151231,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_DISINHIBITION_OF_SNARE_FORMATION,REACTOME,5,negative,0.6666666666666666,-0.7737135081920724,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_DOWNSTREAM_TCR_SIGNALING,REACTOME,89,positive,0.6666666666666666,1.0938944040067957,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,REACTOME,166,negative,0.6666666666666666,-1.0461123410913427,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,REACTOME,75,negative,0.6666666666666666,-1.259423205140624,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS,REACTOME,42,positive,0.6666666666666666,1.051622743920522,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_FORMATION_OF_DEFINITIVE_ENDODERM,REACTOME,17,negative,1.0,-1.0800613006126762,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_FORMATION_OF_PARAXIAL_MESODERM,REACTOME,59,positive,0.8333333333333334,1.055467119617338,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_FORMATION_OF_THE_ANTERIOR_NEURAL_PLATE,REACTOME,11,positive,0.6666666666666666,1.2679335003315955,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX,REACTOME,93,negative,0.6666666666666666,-1.0014756075967188,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_FORMATION_OF_THE_POSTERIOR_NEURAL_PLATE,REACTOME,10,positive,0.6666666666666666,1.2780745888761347,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_FRS_MEDIATED_FGFR3_SIGNALING,REACTOME,20,positive,0.6666666666666666,1.0556032476922537,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,REACTOME,67,positive,0.8333333333333334,1.0122289425306261,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_GASTRULATION,REACTOME,119,positive,0.6666666666666666,1.1517590091568202,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_GSK3B_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274,REACTOME,44,positive,0.6666666666666666,1.054098238709963,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_HATS_ACETYLATE_HISTONES,REACTOME,142,negative,0.6666666666666666,-1.2495240321636998,4
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,REACTOME,52,positive,0.6666666666666666,1.0061025280756,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_HH_MUTANTS_ABROGATE_LIGAND_SECRETION,REACTOME,46,positive,0.6666666666666666,1.1058608029490156,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_INSULIN_RECEPTOR_RECYCLING,REACTOME,30,negative,0.6666666666666666,-0.9705823224837047,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_MAPK1_MAPK3_SIGNALING,REACTOME,271,positive,0.6666666666666666,1.4153902796127915,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_MAPK6_MAPK4_SIGNALING,REACTOME,80,positive,0.6666666666666666,1.138200541909844,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME,314,positive,0.6666666666666666,1.3765485539901272,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_MEIOTIC_RECOMBINATION,REACTOME,88,negative,0.6666666666666666,-1.1322130441667717,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_METABOLISM_OF_POLYAMINES,REACTOME,46,positive,0.8333333333333334,1.0729598829039653,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,REACTOME,44,positive,0.6666666666666666,0.9668227485490901,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS,REACTOME,15,positive,0.6666666666666666,0.9499852079600544,4
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_NUCLEAR_SIGNALING_BY_ERBB4,REACTOME,32,negative,0.6666666666666666,-0.9887948293209035,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE,REACTOME,53,positive,0.8333333333333334,0.9978580226121838,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_PCP_CE_PATHWAY,REACTOME,79,positive,0.6666666666666666,0.9105136073836053,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_PROTEASOME_ASSEMBLY,REACTOME,52,positive,0.8333333333333334,1.0776160051890682,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_RAS_SIGNALING_DOWNSTREAM_OF_NF1_LOSS_OF_FUNCTION_VARIANTS,REACTOME,7,positive,0.6666666666666666,1.1114940582856085,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS,REACTOME,107,negative,0.6666666666666666,-1.2580887757247958,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_LYSOSOME_BIOGENESIS_AND_AUTOPHAGY,REACTOME,17,negative,0.6666666666666666,-1.2771786527455768,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC,REACTOME,38,positive,0.8333333333333334,1.1854303968323479,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY,REACTOME,56,positive,0.8333333333333334,1.0276747207878714,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_REGULATION_OF_RAS_BY_GAPS,REACTOME,55,positive,0.8333333333333334,1.1991204643443343,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,REACTOME,59,positive,0.6666666666666666,1.0520610881951458,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,REACTOME,45,positive,0.6666666666666666,0.9749418701545058,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1,REACTOME,42,positive,0.6666666666666666,1.0873328362796346,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,REACTOME,111,negative,0.6666666666666666,-0.8829177315973111,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_SHC_MEDIATED_CASCADE_FGFR1,REACTOME,21,positive,0.8333333333333334,1.16715673162635,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_SHC_MEDIATED_CASCADE_FGFR3,REACTOME,18,positive,0.6666666666666666,1.065281959856121,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_SHC_MEDIATED_CASCADE_FGFR4,REACTOME,20,positive,0.6666666666666666,1.186971745337627,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_SIGNALING_BY_ERBB4,REACTOME,58,negative,0.6666666666666666,-1.1521692202094886,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME,82,negative,0.6666666666666666,-0.900910353328215,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_SOMITOGENESIS,REACTOME,45,positive,0.8333333333333334,0.9864952908912016,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_STABILIZATION_OF_P53,REACTOME,44,positive,0.8333333333333334,0.9546185528683104,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,REACTOME,222,positive,0.6666666666666666,1.0734579431500608,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_TGFBR3_PTM_REGULATION,REACTOME,11,positive,0.6666666666666666,0.7887292320505765,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2,REACTOME,106,positive,0.6666666666666666,1.0253336709134073,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS,REACTOME,89,negative,0.6666666666666666,-1.161361137020489,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,REACTOME,31,negative,0.6666666666666666,-1.0330611807540995,2
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D,REACTOME,39,positive,0.6666666666666666,0.996593412626394,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_UBIQUITIN_MEDIATED_DEGRADATION_OF_PHOSPHORYLATED_CDC25A,REACTOME,51,positive,0.8333333333333334,1.0990709907109086,3
RC020,CORUM::798::NuA4/Tip60-HAT complex A,REACTOME::REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G,REACTOME,41,positive,0.6666666666666666,1.1338907836166787,2
RC021,COESSENTIALITY::1272::biological process:positive regulation of DNA replication,COESSENTIALITY::1272::biological process:positive regulation of DNA replication,COESSENTIALITY,13,negative,0.6666666666666666,-1.0573320984205585,2
RC022,COESSENTIALITY::1281::cellular component:nucleoplasm,COESSENTIALITY::1281::cellular component:nucleoplasm,COESSENTIALITY,15,negative,0.8333333333333334,-0.872954271810449,2
RC022,COESSENTIALITY::1281::cellular component:nucleoplasm,COESSENTIALITY::1631::cellular component:nucleoplasm,COESSENTIALITY,17,negative,0.6666666666666666,-1.0790922338480062,2
RC023,"COESSENTIALITY::1329::molecular function:4 iron, 4 sulfur cluster binding","COESSENTIALITY::1329::molecular function:4 iron, 4 sulfur cluster binding",COESSENTIALITY,18,positive,0.6666666666666666,1.2611634209513507,2
RC024,COESSENTIALITY::132::biological process:DNA recombination,COESSENTIALITY::132::biological process:DNA recombination,COESSENTIALITY,18,negative,1.0,-1.1529063263551507,2
RC024,COESSENTIALITY::132::biological process:DNA recombination,CORUM::302::INO80 chromatin remodeling complex,CORUM,13,negative,0.8333333333333334,-1.1452298893380406,2
RC025,COESSENTIALITY::1382::,COESSENTIALITY::1382::,COESSENTIALITY,9,positive,0.6666666666666666,1.0726246403293151,2
RC026,COESSENTIALITY::1384::molecular function:protein kinase C binding,COESSENTIALITY::1384::molecular function:protein kinase C binding,COESSENTIALITY,11,negative,0.8333333333333334,-1.382641096822949,2
RC027,COESSENTIALITY::138::biological process:regulation of canonical Wnt signaling pathway,COESSENTIALITY::138::biological process:regulation of canonical Wnt signaling pathway,COESSENTIALITY,88,positive,0.8333333333333334,1.3423056381323863,4
RC028,COESSENTIALITY::1395::,COESSENTIALITY::1395::,COESSENTIALITY,7,positive,0.6666666666666666,0.8709363991669294,2
RC029,COESSENTIALITY::13::cellular component:cell junction,COESSENTIALITY::13::cellular component:cell junction,COESSENTIALITY,56,positive,0.6666666666666666,1.233178302016361,4
RC030,COESSENTIALITY::1400::biological process:endocytic recycling,COESSENTIALITY::1400::biological process:endocytic recycling,COESSENTIALITY,7,positive,1.0,1.1288673434405945,2
RC031,COESSENTIALITY::1407::,COESSENTIALITY::1407::,COESSENTIALITY,78,positive,0.6666666666666666,1.4497339273902021,4
RC031,COESSENTIALITY::1407::,COESSENTIALITY::34::,COESSENTIALITY,128,positive,0.6666666666666666,1.2441152358666796,3
RC031,COESSENTIALITY::1407::,COESSENTIALITY::509::,COESSENTIALITY,76,positive,0.6666666666666666,1.2773000452552217,3
RC032,COESSENTIALITY::1413::,COESSENTIALITY::1413::,COESSENTIALITY,8,positive,0.6666666666666666,0.8679278866973121,2
RC033,COESSENTIALITY::1436::cellular component:centriolar satellite,COESSENTIALITY::1436::cellular component:centriolar satellite,COESSENTIALITY,14,negative,0.6666666666666666,-0.923407918288719,3
RC034,COESSENTIALITY::973::,COESSENTIALITY::144::molecular function:pyridoxal phosphate binding,COESSENTIALITY,18,positive,0.6666666666666666,1.0466242442566314,2
RC034,COESSENTIALITY::973::,COESSENTIALITY::178::biological process:response to amino acid,COESSENTIALITY,17,positive,0.6666666666666666,1.2503410560624455,2
RC034,COESSENTIALITY::973::,COESSENTIALITY::289::biological process:response to amino acid,COESSENTIALITY,19,positive,0.6666666666666666,1.3002385650798414,2
RC034,COESSENTIALITY::973::,COESSENTIALITY::973::,COESSENTIALITY,14,positive,0.6666666666666666,1.39780668121286,3
