ChemicalID,ChemicalName,phase1_scope,gene_cards_k,phase1_unfiltered_rank,phase1_bh_fdr,phase1_degree_matched_bh_fdr,phase1_n_ctd_human_genes,phase1_crc_overlap,molecular_level,molecular_M2_definition_met,entity_E_tag,entity_E_reason,entity_manual_review_required,canonical_name,synonyms,entity_type,parent_compound,metabolite_of,exposure_family,exposure_axis,candidate_to_axis_relationship,all_candidate_biomarkers,mapping_confidence,mapping_source,searched_domain_count,searched_domains,mapping_status,selection_reason,all_biomarker_summary,above_lod_pct,min_cycle_above_lod_pct,median_cycle_above_lod_pct,max_cycle_above_lod_pct,n_measured,n_above_lod,D_tag,n_cycles_available,cycle_list,first_cycle,last_cycle,biological_matrix,nhanes_lab_component,analyte_available_n,crc_outcome_available_n,exposure_plus_outcome_n,complete_covariate_n,available_crc_cases,available_controls,survey_weight_available,strata_psu_available,creatinine_available_if_urine,core_covariates_available,T_tag,T_reason,selected_primary_biomarker,chemical_class,CasRN,PubChemCID,DTXSID,X_tag,B_tag,human_biomarker,nhanes_variable,biomarker_type,nhanes_cycles,n_cycles,C_tag,E_tag,N_tag,M_tag,eligible_permissive,eligible_moderate,eligible_strict,audit_status,audit_evidence,what_was_checked,databases_checked,possible_proxy,reason_unresolved,manual_review_required,manual_review_reason,priority_tier,final_disposition,PRIORITIZATION_OUTCOME_BLINDED
D014501,Uranium,GeneCards_Disorders,1000,135,1.0,1.0,245,6,M1,False,1,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,uranium,Uranium;7440-61-1,elemental species or metal compound,,,heavy_metals,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUUR,moderate,CDC NHANES metals blood/urine panels and codebooks,119,Metals - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUUR"", ""n_cycles_available"": 8, ""total_measured"": 21527, ""total_above_lod"": 18486, ""pooled_above_lod_pct"": 85.87355414131092, ""min_cycle_above_lod_pct"": 70.19945248337896, ""median_cycle_above_lod_pct"": 87.39161696908175, ""max_cycle_above_lod_pct"": 100.0}]",85.87355414131092,70.19945248337896,87.39161696908175,100.0,21527.0,18486.0,1.0,8,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,2001-2002,2015-2016,urine,Metals - Urine,21527,17382,1715,1531,10,1409,True,True,True,True,0,insufficient complete-case events/sample or survey infrastructure,URXUUR,heavy_metals,7440-61-1,CID:23989,DTXSID1042522,1,1,URXUUR,URXUUR,urinary biomarker,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,8,2,1,pending_manual_review,M1,False,False,False,resolved_mapped,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES metals blood/urine panels and codebooks; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,elemental urinary biomarker for parent metal/species,,False,,not_human_testable,retain_with_resolved_audit_no_primary_screen,True
C000611646,bisphenol F,GeneCards_Disorders,1000,138,1.0,1.0,3290,80,M1,False,1,specific_entity_identifier:PubChemCID,False,bisphenol f,bisphenol F,bisphenol or bisphenol-related compound,,,bisphenols,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33,Environmental Phenols;Environmental Phenols & Parabens,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",92.3374912837995,89.71474487746083,92.85714285714286,93.62519201228879,12907.0,11918.0,2.0,5,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,2003-2004,2011-2012,urine,Environmental Phenols;Environmental Phenols & Parabens,12907,17382,6912,6261,45,5706,True,True,True,True,1,survey model feasible but event/sample margin is limited,URXBPH,bisphenols,,CID:12111,,1,1,URXBPH,URXBPH,urinary biomarker,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,2,1,pending_manual_review,M1,True,True,False,resolved_mapped,CDC NHANES catalog domains checked: Environmental Phenols;Environmental Phenols & Parabens; CDC NHANES environmental phenols panel and codebook; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 33 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,direct urinary analyte,,False,,Tier_A_moderate,enter_systematic_human_screen,True
C000655605,fluorene-9-bisphenol,GeneCards_Disorders,1000,141,1.0,1.0,238,5,M1,False,1,specific_entity_identifier:PubChemCID,False,fluorene 9 bisphenol,fluorene-9-bisphenol,bisphenol or bisphenol-related compound,,,bisphenols,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33,Environmental Phenols;Environmental Phenols & Parabens,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",92.3374912837995,89.71474487746083,92.85714285714286,93.62519201228879,12907.0,11918.0,2.0,5,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,2003-2004,2011-2012,urine,Environmental Phenols;Environmental Phenols & Parabens,12907,17382,6912,6261,45,5706,True,True,True,True,1,survey model feasible but event/sample margin is limited,URXBPH,bisphenols,,CID:76716,,1,1,URXBPH,URXBPH,urinary biomarker,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,2,1,pending_manual_review,M1,True,True,False,resolved_mapped,CDC NHANES catalog domains checked: Environmental Phenols;Environmental Phenols & Parabens; CDC NHANES environmental phenols panel and codebook; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 33 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,direct urinary analyte,,False,,Tier_A_moderate,enter_systematic_human_screen,True
C583074,bisphenol AF,GeneCards_Disorders,1000,142,1.0,1.0,2117,45,M1,False,1,specific_entity_identifier:PubChemCID,False,bisphenol af,bisphenol AF;BPA,bisphenol or bisphenol-related compound,,,bisphenols,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33,Environmental Phenols;Environmental Phenols & Parabens,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",92.3374912837995,89.71474487746083,92.85714285714286,93.62519201228879,12907.0,11918.0,2.0,5,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,2003-2004,2011-2012,urine,Environmental Phenols;Environmental Phenols & Parabens,12907,17382,6912,6261,45,5706,True,True,True,True,1,survey model feasible but event/sample margin is limited,URXBPH,bisphenols;pfas_perfluoro,,CID:73864,,1,1,URXBPH,URXBPH,urinary biomarker,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,2,1,pending_manual_review,M1,True,True,False,resolved_mapped,CDC NHANES catalog domains checked: Environmental Phenols;Environmental Phenols & Parabens; CDC NHANES environmental phenols panel and codebook; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 33 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,direct urinary analyte,,False,,Tier_A_moderate,enter_systematic_human_screen,True
D001564,Benzo(a)pyrene,GeneCards_Disorders,1000,144,1.0,0.0121242393969666,16538,390,M1,False,1,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,benzo a pyrene,Benzo(a)pyrene;50-32-8,CTD entity,,,pahs,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",88.63977955911824,60.21621621621622,99.3638170974155,100.0,23952.0,21231.0,1.0,9,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,2001-2002,2017-2018,urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",23952,17382,9896,8980,70,8195,True,True,True,True,2,predefined primary survey model feasible,URXP10,pahs,50-32-8,CID:2336,DTXSID2020139,1,1,URXP10,URXP10,urinary biomarker,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,2,1,pending_manual_review,M1,True,True,False,resolved_mapped,CDC NHANES catalog domains checked: Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine; CDC NHANES urinary OH-PAH panel; parent-specificity is limited; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 68 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,parent PAH to validated urinary OH-PAH proxy,,False,,Tier_A_moderate,enter_systematic_human_screen,True
C492482,bisphenol B,GeneCards_Disorders,1000,147,1.0,1.0,1706,29,M1,False,1,specific_entity_identifier:PubChemCID,False,bisphenol b,bisphenol B,bisphenol or bisphenol-related compound,,,bisphenols,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33,Environmental Phenols;Environmental Phenols & Parabens,mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",92.3374912837995,89.71474487746083,92.85714285714286,93.62519201228879,12907.0,11918.0,2.0,5,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,2003-2004,2011-2012,urine,Environmental Phenols;Environmental Phenols & Parabens,12907,17382,6912,6261,45,5706,True,True,True,True,1,survey model feasible but event/sample margin is limited,URXBPH,bisphenols,,CID:66166,,1,1,URXBPH,URXBPH,urinary biomarker,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,2,1,pending_manual_review,M1,True,True,False,resolved_mapped,CDC NHANES catalog domains checked: Environmental Phenols;Environmental Phenols & Parabens; CDC NHANES environmental phenols panel and codebook; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 33 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,direct urinary analyte,,False,,Tier_A_moderate,enter_systematic_human_screen,True
C027561,butylbenzyl phthalate,GeneCards_Disorders,1000,1,4.423392441701079e-10,0.0121242393969666,214,28,M2,True,1,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,butylbenzyl phthalate,butylbenzyl phthalate;85-68-7;phthalate;plasticizer,phthalate parent or monoester metabolite,BBzP,BBzP,phthalates,phthalate exposure axis,parent-to-validated-urinary-metabolite axis,URXMZP,moderate,CDC NHANES phthalate/plasticizer metabolite panel and codebook,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXMZP"", ""n_cycles_available"": 10, ""total_measured"": 26740, ""total_above_lod"": 26365, ""pooled_above_lod_pct"": 98.59760658189978, ""min_cycle_above_lod_pct"": 96.19840695148443, ""median_cycle_above_lod_pct"": 98.54766968822268, ""max_cycle_above_lod_pct"": 100.0}]",98.59760658189978,96.19840695148443,98.54766968822268,100.0,26740.0,26365.0,2.0,10,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,1999-2000,2017-2018,urine,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",26740,17382,16745,15007,104,13675,True,True,True,True,2,predefined primary survey model feasible,URXMZP,phthalates,85-68-7,CID:2347,DTXSID3020205,1,1,URXMZP,URXMZP,urinary biomarker,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,2,1,pending_manual_review,M2,True,True,True,resolved_mapped,"CDC NHANES catalog domains checked: Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates; CDC NHANES phthalate/plasticizer metabolite panel and codebook; local XPT registry variables checked for candidate aliases.",CTD identifiers/name; CDC NHANES laboratory catalog; 161 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,parent-to-validated-urinary-metabolite axis,,False,,Tier_A_strict,enter_systematic_human_screen,True
C103325,mono-benzyl phthalate,GeneCards_Disorders,1000,2,8.992397867382714e-10,0.0121242393969666,87,18,M2,True,1,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,mono benzyl phthalate,mono-benzyl phthalate;2528-16-7;phthalate;plasticizer,phthalate parent or monoester metabolite,BBzP,BBzP,phthalates,phthalate exposure axis,direct urinary metabolite,URXMZP,high,CDC NHANES phthalate/plasticizer metabolite panel and codebook,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXMZP"", ""n_cycles_available"": 10, ""total_measured"": 26740, ""total_above_lod"": 26365, ""pooled_above_lod_pct"": 98.59760658189978, ""min_cycle_above_lod_pct"": 96.19840695148443, ""median_cycle_above_lod_pct"": 98.54766968822268, ""max_cycle_above_lod_pct"": 100.0}]",98.59760658189978,96.19840695148443,98.54766968822268,100.0,26740.0,26365.0,2.0,10,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,1999-2000,2017-2018,urine,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",26740,17382,16745,15007,104,13675,True,True,True,True,2,predefined primary survey model feasible,URXMZP,phthalates,2528-16-7,CID:31736,DTXSID9043938,1,1,URXMZP,URXMZP,urinary biomarker,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,2,1,pending_manual_review,M2,True,True,True,resolved_mapped,"CDC NHANES catalog domains checked: Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates; CDC NHANES phthalate/plasticizer metabolite panel and codebook; local XPT registry variables checked for candidate aliases.",CTD identifiers/name; CDC NHANES laboratory catalog; 161 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,direct urinary metabolite,,False,,Tier_A_strict,enter_systematic_human_screen,True
C028007,nickel monoxide,GeneCards_Disorders,1000,3,1.1907844678021702e-06,0.0121242393969666,45,11,M2,True,1,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,nickel monoxide,nickel monoxide;1313-99-1,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0,,,,,,0,0,0,0,0,0,False,False,False,False,0,no analyte mapping,,heavy_metals,1313-99-1,CID:179931,DTXSID7025710,0,0,,,,,0,0,1,pending_manual_review,M2,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,Tier_C_molecular_only,retain_with_resolved_audit_no_primary_screen,True
D003300,Copper,GeneCards_Disorders,1000,4,1.1575374364339752e-05,0.0121242393969666,3542,138,M2,True,1,"specific_entity_identifier:CasRN,DTXSID,InChIKey",False,copper,Copper;7440-50-8,elemental species or metal compound,,,heavy_metals,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0,,,,,,0,0,0,0,0,0,False,False,False,False,0,no analyte mapping,,heavy_metals,7440-50-8,,DTXSID2023985,0,0,,,,,0,0,1,pending_manual_review,M2,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: Metals - Urine; CDC NHANES Metals - Urine and blood metal panels searched; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 119 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,metal family searched; no mapped elemental analyte,CDC NHANES Metals - Urine and blood metal panels searched,False,,Tier_C_molecular_only,retain_with_resolved_audit_no_primary_screen,True
C028577,monobutyl phthalate,GeneCards_Disorders,1000,5,1.1617801554235037e-05,0.0121242393969666,84,13,M2,True,1,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,monobutyl phthalate,monobutyl phthalate;131-70-4;phthalate;plasticizer,phthalate parent or monoester metabolite,,,phthalates,phthalate exposure axis,direct urinary metabolite,URXMBP,high,CDC NHANES phthalate/plasticizer metabolite panel and codebook,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXMBP"", ""n_cycles_available"": 10, ""total_measured"": 26740, ""total_above_lod"": 26468, ""pooled_above_lod_pct"": 98.98279730740464, ""min_cycle_above_lod_pct"": 94.41542788268382, ""median_cycle_above_lod_pct"": 99.42572004764412, ""max_cycle_above_lod_pct"": 100.0}]",98.98279730740464,94.41542788268382,99.42572004764412,100.0,26740.0,26468.0,2.0,10,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,1999-2000,2017-2018,urine,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",26740,17382,16745,15007,104,13675,True,True,True,True,2,predefined primary survey model feasible,URXMBP,phthalates,131-70-4,CID:8575,DTXSID4040002,1,1,URXMBP,URXMBP,urinary biomarker,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,2,1,pending_manual_review,M2,True,True,True,resolved_mapped,"CDC NHANES catalog domains checked: Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates; CDC NHANES phthalate/plasticizer metabolite panel and codebook; local XPT registry variables checked for candidate aliases.",CTD identifiers/name; CDC NHANES laboratory catalog; 161 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,direct urinary metabolite,,False,,Tier_A_strict,enter_systematic_human_screen,True
C016599,mono-(2-ethylhexyl)phthalate,GeneCards_Disorders,1000,7,5.676652460130243e-05,0.0355644355644355,1118,56,M2,True,1,"specific_entity_identifier:CasRN,PubChemCID,DTXSID,InChIKey",False,mono 2 ethylhexyl phthalate,mono-(2-ethylhexyl)phthalate;4376-20-9;phthalate;plasticizer,phthalate parent or monoester metabolite,DEHP,DEHP,phthalates,DEHP-related exposure axis,direct urinary metabolite,URXMHP,high,CDC NHANES phthalate/plasticizer metabolite panel and codebook,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",mapped,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXMHP"", ""n_cycles_available"": 10, ""total_measured"": 26740, ""total_above_lod"": 19769, ""pooled_above_lod_pct"": 73.93044128646223, ""min_cycle_above_lod_pct"": 56.22737146994931, ""median_cycle_above_lod_pct"": 69.44751368729982, ""max_cycle_above_lod_pct"": 100.0}]",73.93044128646223,56.22737146994931,69.44751368729982,100.0,26740.0,19769.0,1.0,10,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,1999-2000,2017-2018,urine,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",26740,17382,16745,15007,104,13675,True,True,True,True,2,predefined primary survey model feasible,URXMHP,phthalates,4376-20-9,CID:20393,DTXSID2025680,1,1,URXMHP,URXMHP,urinary biomarker,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,2,1,pending_manual_review,M2,True,True,False,resolved_mapped,"CDC NHANES catalog domains checked: Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates; CDC NHANES phthalate/plasticizer metabolite panel and codebook; local XPT registry variables checked for candidate aliases.",CTD identifiers/name; CDC NHANES laboratory catalog; 161 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,direct urinary metabolite,,False,,Tier_A_moderate,enter_systematic_human_screen,True
C000611729,"ammonium 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)-propanoate",GeneCards_Disorders,1000,8,9.705421139708032e-05,0.0121242393969666,175,17,M2,True,1,specific_ctd_entity_id:C000611729,False,ammonium 2 3 3 3 tetrafluoro 2 heptafluoropropoxy propanoate,"ammonium 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)-propanoate",CTD entity,,,pfas_perfluoro,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,0,,resolved_no_candidate_specific_analyte,no analyte rows,,,,,,,,,0,,,,,,0,0,0,0,0,0,False,False,False,False,0,no analyte mapping,,pfas_perfluoro,,,,0,0,,,,,0,0,1,pending_manual_review,M2,False,False,False,resolved_no_supported_candidate_specific_analyte,CDC NHANES catalog domains checked: none matched; CDC NHANES PFAS panels searched; no specific analyte name match; local XPT registry variables checked for candidate aliases.,CTD identifiers/name; CDC NHANES laboratory catalog; 0 relevant laboratory domains; downloaded XPT value/LOD/weight columns.,CTD Phase 1 export; CDC NHANES continuous laboratory catalog; CDC NHANES environmental XPT files,PFAS class searched; no candidate-specific NHANES variable,CDC NHANES PFAS panels searched; no specific analyte name match,False,,Tier_C_molecular_only,retain_with_resolved_audit_no_primary_screen,True
