gene,bulk_stable_right_high,bulk_stable_left_high,bulk_pooled_hedges_g,bulk_meta_fdr,sc_stable_right_high,sc_stable_left_high,sc_pooled_hedges_g,sc_meta_fdr,stable_right_high_bulk_and_sc,stable_left_high_bulk_and_sc
UBL7,False,False,0.17673517229376257,0.05529910083496274,False,False,-0.056836821219773466,0.9904013548684305,False,False
UBL7-AS1,False,False,-0.01798564829615517,0.9751405943383903,False,False,-0.0987029785039563,0.9813135592354097,False,False
UBLCP1,False,False,0.1601555070892622,0.10517310649086774,False,False,-0.3322435603229174,0.9137458562821626,False,False
UBN1,False,False,-0.03466356631920831,0.7927092210498625,False,False,0.09729870694105888,0.9835296015975331,False,False
UBN2,False,False,-0.14356940114259137,0.21690389926182646,False,False,0.3942077441612741,0.9137458562821626,False,False
UBOX5,False,False,-0.17406491541036279,0.10281099291337786,False,False,-0.3785144739587419,0.9137458562821626,False,False
UBOX5-AS1,False,False,-0.2782164139914654,0.3877842563762377,False,False,-0.5180027102044181,0.9137458562821626,False,False
UBP1,False,False,-0.22025873332832513,0.08513308971134391,False,False,-0.29177149838559197,0.9137458562821626,False,False
UBQLN1,False,False,0.2114782625558687,0.0954428733911332,False,False,0.26693909769778834,0.9137458562821626,False,False
UBQLN2,False,False,-0.029265656888993363,0.9024132980846217,False,False,0.1376300321231096,0.9625291207834854,False,False
UBQLN3,False,False,0.014202553466989476,0.9278851380930296,False,False,-0.47887323943661975,0.9137458562821626,False,False
UBQLN4,False,False,-0.13211443115333377,0.12969953093804543,False,False,0.021136675327527464,0.9949233037347092,False,False
UBQLNL,False,False,0.13643061444762672,0.21302882840091408,False,False,0.34684830778752,0.9137458562821626,False,False
UBR1,False,False,0.08440886868890833,0.8692350112987358,False,False,0.3324372159062007,0.9137458562821626,False,False
UBR2,False,False,0.07235899571027223,0.5240906418389352,False,False,0.08037014206240391,0.9827815583930448,False,False
UBR3,False,False,-0.03566532892023528,0.8113846581243864,False,False,-0.0014995720795365414,0.9993768951725324,False,False
UBR4,False,False,0.1990500149738742,0.07283068694278134,False,False,0.5034819773664853,0.9137458562821626,False,False
UBR5,False,False,-0.26781384716950163,0.018527024509992367,False,False,-0.19354708351649014,0.9396594487257989,False,False
UBR5-AS1,False,False,-0.2509032152786563,0.26782585235243467,False,False,-0.6905841279122619,0.9137458562821626,False,False
UBR7,False,False,0.2599453317532922,0.12749212225748321,False,False,0.4643104319760519,0.9137458562821626,False,False
UBTD1,False,False,0.00645331860588637,0.9698035699413067,False,False,-0.07866080637234289,0.9827815583930448,False,False
UBTD2,False,False,-0.030381089364225976,0.8445162078129084,False,False,0.20466668011247427,0.9322906679338038,False,False
UBTF,False,True,-0.17786042432724283,0.025060649147942766,False,False,0.09539560106765121,0.9827815583930448,False,False
UBTFL1,False,False,0.03253306144754058,0.9029067625614188,,,,,False,False
UBTFL3,False,False,0.10649300540730353,0.8008390838579464,,,,,False,False
UBXN1,False,False,-0.08416353348593886,0.4108368218887901,False,False,-0.4112025668995242,0.9137458562821626,False,False
UBXN10,False,False,0.08462518631287262,0.4767900411511705,False,False,0.001489177720979272,0.9993768951725324,False,False
UBXN10-AS1,False,False,0.10136641583755908,0.4635542903317865,False,False,0.31135649168665014,0.9137458562821626,False,False
UBXN11,False,False,0.163904713399943,0.4195576262423124,False,False,0.2039580357449248,0.9527680655228825,False,False
UBXN2A,False,False,-0.1554750901876966,0.4832570022156525,False,False,-0.2010948260564168,0.9370316537922547,False,False
UBXN2B,False,False,0.016570916302250334,0.9140310158948372,False,False,0.1457587844509566,0.9663892855896146,False,False
UBXN4,False,False,-0.14209146599249978,0.3311919205734609,False,False,-0.09806452810866272,0.9813135592354097,False,False
UBXN6,False,False,0.12105434952288541,0.5385571787960967,False,False,0.14191590689731662,0.9673343131694914,False,False
UBXN7,False,False,-0.22432562095724637,0.037737187764529695,False,False,-0.2529708224605158,0.9137458562821626,False,False
UBXN7-AS1,False,False,0.08301356697644438,0.574570230734996,False,False,0.14253702479347855,0.9827815583930448,False,False
UBXN8,True,False,0.34150474381595375,1.0555697458146201e-06,False,False,0.4080346241320857,0.9137458562821626,False,False
UCA1,False,True,-0.2952610990885829,0.006252149283459406,False,False,-0.7948340739270303,0.9137458562821626,False,False
UCHL1,False,False,0.12910648047689258,0.6697479600547924,False,False,0.3195260475055519,0.9137458562821626,False,False
UCHL3,False,False,-0.30656128502905844,0.031133251688735493,False,False,-0.6649848142740624,0.9137458562821626,False,False
UCHL5,False,False,0.07394223574616425,0.8121899346733675,False,False,-0.398538734334504,0.9137458562821626,False,False
UCK1,False,False,-0.043795129178959634,0.7619871374949178,False,False,0.07079019895780604,0.9827815583930448,False,False
UCK2,False,False,-0.07854735459637363,0.7238024658852172,False,False,-0.43345338011461365,0.9137458562821626,False,False
UCKL1,False,True,-0.46722063756123433,7.935895088817156e-10,False,False,-0.5895060102452132,0.9137458562821626,False,False
UCKL1-AS1,False,False,-0.13810684529371411,0.7290690726735714,False,False,-0.23892969620671947,0.9170055273050526,False,False
UCKL1AS,False,False,-0.4838833433106696,0.003049444495818898,,,,,False,False
UCMA,False,False,0.01512570728613762,0.9319926763267107,,,,,False,False
UCN,False,False,0.18811227512776682,0.07468679588486053,False,False,-0.012578544595175892,0.9977080637096485,False,False
UCN2,False,False,0.019904769544900492,0.9380812367287421,False,False,-0.019391177771492383,0.9963185939292692,False,False
UCN3,False,False,-0.05064961549303488,0.7166924099446529,False,False,0.22046718981271346,0.925542804190049,False,False
UCP1,False,False,-0.07083558753254456,0.7523081714404052,False,False,-0.16684074813415622,0.9566084561240837,False,False
UCP2,True,False,0.30016668764030613,2.3919019068018512e-05,False,False,-0.1849181039047522,0.945103734289691,False,False
UCP3,False,False,0.0019948805936745462,0.9942051438929486,False,False,0.35875830783620544,0.9137458562821626,False,False
UEVLD,False,True,-0.2557458650647844,0.0004645860669954686,False,False,-0.3404621266469448,0.9137458562821626,False,False
UFC1,False,False,-0.12366067486777246,0.16608473626597514,False,False,-0.3421545583627431,0.9137458562821626,False,False
UFD1,,,,,False,False,-0.29962464546779455,0.9515556803766757,False,False
UFD1L,False,False,0.1081179755858407,0.5084993991437248,False,False,0.5112010035161697,0.9137458562821626,False,False
UFL1,False,False,-0.05113192493973874,0.7533244051347122,False,False,0.36842428656021303,0.9137458562821626,False,False
UFL1-AS1,,,,,False,False,0.25023241637066435,0.9316899329029952,False,False
UFM1,False,False,-0.1528339098972502,0.06665500759656308,False,False,-0.5138077164426081,0.9137458562821626,False,False
UFSP1,False,False,-0.16770980112214345,0.07350730548674499,False,False,-0.25698633871157883,0.9137458562821626,False,False
UFSP2,False,False,0.17198925138642715,0.11584203887727025,False,False,-0.035364958143270044,0.9916302407956032,False,False
UG0898H09,False,False,-0.17115254635395485,0.1360699642457358,False,False,-0.04725671069362409,0.9908791587059947,False,False
UGCG,False,False,0.02449483366782587,0.9335132589115814,False,False,0.2971736745354948,0.9137458562821626,False,False
UGDH,True,False,0.3649968316349526,0.006662370332506824,False,False,0.7041739917915699,0.9137458562821626,False,False
UGDH-AS1,,,,,False,False,0.2950994430934844,0.9137458562821626,False,False
UGGT1,False,False,0.09699771374936401,0.5008771596812178,False,False,-0.06518060825535404,0.9835296015975331,False,False
UGGT2,False,False,-0.1730364887105903,0.16300921199148324,False,False,-0.2903278113080808,0.9137458562821626,False,False
UGP2,False,False,0.06433774397297827,0.5666564754621615,False,False,-0.4539097388662684,0.9137458562821626,False,False
UGT1A1,False,False,0.20961402611145452,0.21292358371888584,False,False,0.5559176809790227,0.9137458562821626,False,False
UGT1A10,False,False,-0.03030475204288807,0.928723320122443,False,False,0.35799588775142305,0.9527680655228825,False,False
UGT1A3,False,False,0.08444314431840771,0.4403568977575859,False,False,0.2804764524583465,0.9410668080166242,False,False
UGT1A4,False,False,0.17737419491912138,0.4239533031089975,False,False,0.07729165783149997,0.9906081709152595,False,False
UGT1A5,False,False,0.095276849406095,0.7225390990575077,,,,,False,False
UGT1A6,False,False,0.06565677916491858,0.6113322204190795,False,False,-0.2693105231276967,0.9137458562821626,False,False
UGT1A7,False,False,-0.13717859988545283,0.7653457200479299,False,False,-0.4894516000406211,0.9137458562821626,False,False
UGT1A8,False,False,-0.037841720203547466,0.8840300547573647,False,False,-0.09324475409038072,0.9827815583930448,False,False
UGT1A9,False,False,0.2355227855725708,0.23997809144901364,False,False,0.3481228502691429,0.9137458562821626,False,False
UGT2A1,False,False,0.06963634177802891,0.7619871374949178,,,,,False,False
UGT2A2,False,False,0.05283495439946047,0.8932813956014914,,,,,False,False
UGT2A3,False,False,-0.11968677226894107,0.711454990021768,False,False,-0.452615157742991,0.9137458562821626,False,False
UGT2B10,False,False,-0.20938315237803898,0.31633054178206155,False,False,-0.02247255229428756,0.9961616202826531,False,False
UGT2B11,False,False,-0.19271470966038654,0.3709703874674326,False,False,-0.045624099829764814,0.9922021060588289,False,False
UGT2B15,False,False,0.12703026946300655,0.20248598399763568,False,False,0.20068210108120127,0.9361263065996653,False,False
UGT2B17,False,False,0.19103566680692252,0.05520210015466708,False,False,0.08041457192921184,0.9827815583930448,False,False
UGT2B28,False,False,-0.0648768813858469,0.6666852023078524,,,,,False,False
UGT2B29P,False,False,-0.063773336146899,0.8920801873254622,,,,,False,False
UGT2B4,False,False,0.04263605689713615,0.7513290369009139,False,False,-0.20757408438816535,0.9396594487257989,False,False
UGT2B7,False,False,0.10898290613509859,0.5916082271785267,False,False,0.04465399490974848,0.9929538036225469,False,False
UGT3A1,False,False,-0.022183810878154575,0.9352832472468169,,,,,False,False
UGT3A2,False,False,-0.030129709705010232,0.9311955158184524,False,False,0.20925451965937797,0.9527680655228825,False,False
UGT8,True,False,0.35010199783144796,1.807048293633411e-06,False,False,0.37083241558683,0.9137458562821626,False,False
UHMK1,False,False,0.1198454944936658,0.2536233699460119,False,False,0.06521499018872152,0.9835296015975331,False,False
UHRF1,False,False,0.11993798128762184,0.2529260827928837,False,False,0.4251325313797929,0.9137458562821626,False,False
UHRF1BP1,False,False,0.03881960015063385,0.7925965774963594,False,False,-0.017226881656930978,0.9962884304931757,False,False
UHRF1BP1L,False,False,-0.03593393725560665,0.7844727145348264,False,False,-0.1825959581061734,0.9475969758431183,False,False
UHRF2,False,False,0.041834669214309714,0.7748316330930349,False,False,-0.07738228301037152,0.9827815583930448,False,False
UIMC1,False,False,0.0014473483065408253,0.9973740080511369,False,False,0.2809492264467825,0.9137458562821626,False,False
ULBP1,False,False,0.04559582926065325,0.8616062643011176,False,False,0.5077296383719256,0.9137458562821626,False,False
ULBP2,False,False,0.3800047688607454,0.14291717314287597,False,False,0.8132188388834904,0.9137458562821626,False,False
ULBP3,False,False,0.16814376891561386,0.3736611961734624,False,False,0.26241916717829866,0.9170055273050526,False,False
ULK1,False,False,-0.029413284169483533,0.8834974391331941,False,False,0.21211628514170422,0.9269661484726971,False,False
ULK2,False,False,0.06396235440698791,0.7688904671977925,False,False,0.05743555020784452,0.9904013548684305,False,False
ULK3,True,False,0.1986317333354142,0.025647804409498588,False,False,0.010662176617942038,0.998050282710613,False,False
ULK4,False,False,0.05773913319982277,0.6187360795009702,False,False,0.02655870761493816,0.9937081477354954,False,False
UMAD1,False,False,-0.020327253916764952,0.9201370573799553,False,False,-0.20790678175255767,0.9326953981653844,False,False
UMOD,False,False,0.00328447015785008,0.9848285140396204,,,,,False,False
UMODL1,False,False,-0.23613416717795943,0.38643589714799126,False,False,-0.503202405192364,0.9137458562821626,False,False
UMODL1-AS1,False,False,-0.017542032487108738,0.9326844054537091,,,,,False,False
UMPS,False,False,-0.04934554089614346,0.7919951392081359,False,False,-0.01622596354689412,0.9963770609974748,False,False
UNC119,False,False,-0.04440594040653269,0.8572152694605535,False,False,-0.09473147015023692,0.9814846441109136,False,False
UNC119B,False,False,0.24073755914750775,0.00114567355427121,False,False,0.15794991134124564,0.9527680655228825,False,False
UNC13A,False,False,-0.025703445207644015,0.9072723282477212,False,False,0.2220190955825043,0.9251481495823377,False,False
UNC13B,False,False,0.15789083029724202,0.060648553285052774,False,False,0.26621062600111867,0.9137458562821626,False,False
UNC13C,False,False,-0.020383823097418687,0.9587579039509777,False,False,0.3434121157570989,0.9305674306208584,False,False
UNC13D,False,False,-0.017263113143678243,0.9527918735279634,False,False,0.05301479912697775,0.988493535639004,False,False
UNC45A,False,False,-0.00757782390925962,0.9825151946737403,False,False,-0.2749623594042371,0.9137458562821626,False,False
UNC45B,False,False,-0.10003092279935188,0.47718912466101643,False,False,-0.25783214972997953,0.9410668080166242,False,False
UNC50,False,False,-0.17690723805816472,0.4960132680947274,False,False,-0.3683133873373652,0.9137458562821626,False,False
UNC5A,True,False,0.29095045953113535,0.04882269105402905,False,False,0.6434052159441415,0.9137458562821626,False,False
UNC5B,False,False,0.22333589423229588,0.05057142825524948,False,False,0.18904979942964115,0.9417239576118295,False,False
UNC5B-AS1,False,False,0.3064850861509478,0.2578272623966392,False,False,0.3680060619883422,0.9137458562821626,False,False
UNC5C,False,False,0.021044535192343707,0.8853363027646275,False,False,0.036348264736665185,0.9939052210870685,False,False
UNC5CL,False,True,-0.23697284464776974,0.005449549697853331,False,False,0.31246518428701314,0.9137458562821626,False,False
UNC5D,False,False,-0.06228234107461173,0.6360369704934045,False,False,0.5491465593319533,0.9137458562821626,False,False
UNC79,False,False,-0.0037784067740091465,0.9864569635037083,False,False,-0.030548163414315717,0.9927303062635221,False,False
UNC80,False,False,0.054536741998841634,0.6899665190410944,False,False,0.6421269146176912,0.9137458562821626,False,False
UNC93A,False,False,-0.1441956244733888,0.08861879193446467,False,False,0.13027208917637764,0.9663892855896146,False,False
UNC93B1,False,False,0.13677762319142242,0.11251307852131336,False,False,-0.2045375592695531,0.9331716058000363,False,False
UNCX,False,False,0.005285306472721047,0.9861686411977326,,,,,False,False
UNG,False,False,-0.005872188890566054,0.9709192793222345,False,False,0.3381962595046719,0.9137458562821626,False,False
UNGP2,False,False,0.05485476467650651,0.8594290403010216,,,,,False,False
UNK,False,False,-0.14141867831345384,0.15405618129405405,False,False,-0.4778519322560761,0.9137458562821626,False,False
UNKL,False,False,-0.2701546565004339,0.02052656737235283,False,False,0.39572795176226083,0.9170055273050526,False,False
UNQ6494,False,False,0.09638417680160671,0.8208074871505109,False,False,0.11176311412801694,0.9827815583930448,False,False
UOX,False,False,-0.15453541135984064,0.7900666267924832,,,,,False,False
UPB1,False,False,-0.12680752459964179,0.18256158719140964,False,False,0.09946862004109802,0.9827815583930448,False,False
UPF0639,False,False,0.23646276655539078,0.23739761564812517,,,,,False,False
UPF1,False,False,0.00376852555390224,0.9895365395312385,False,False,0.19423110082458808,0.9395459893517154,False,False
UPF2,False,False,0.009052614453378424,0.9587579039509777,False,False,0.027443029711306122,0.9931114878114161,False,False
UPF3A,False,True,-0.3781651410084382,4.557263678190161e-08,False,False,-0.6146783658120228,0.9137458562821626,False,False
UPF3B,False,False,-0.07306535930321112,0.4974545809690101,False,False,-0.10740648060196106,0.977165851646733,False,False
UPK1A,False,False,0.07899742801646051,0.44934334152985544,False,False,0.15433424161422096,0.969130453382715,False,False
UPK1A-AS1,False,False,0.17377339947437542,0.6441116260894261,False,False,0.3512233696684271,0.9137458562821626,False,False
UPK1B,False,False,-0.01960710330898983,0.8948879341078253,False,False,0.2500908778580404,0.9170055273050526,False,False
UPK2,False,False,-0.13624749262164376,0.22188896480526957,False,False,0.005197799435484839,0.998863575080958,False,False
UPK3A,False,False,-0.10676194746823331,0.6783454782054642,False,False,-0.14494628869537754,0.9573257595173135,False,False
UPK3B,False,False,-0.0016880958367386832,0.9945611979830804,False,False,0.21523581118503166,0.9265227649607777,False,False
UPK3BL,False,False,-0.12479608348499988,0.20169163492903588,False,False,0.10067381896641321,0.9827815583930448,False,False
UPP1,True,False,0.3416889687760021,0.01962827206368819,False,False,0.31084003665869014,0.9137458562821626,False,False
UPP2,False,False,-0.01669176524222851,0.9243068023912836,False,False,0.4736244505053595,0.9137458562821626,False,False
UPRT,False,False,-0.21351138864123287,0.06137830093047114,False,False,-0.3756127714584215,0.9137458562821626,False,False
UQCC,False,False,-0.6783049114594738,1.246179432006002e-05,,,,,False,False
UQCC1,False,False,-0.15448594678352826,0.8449532962844557,False,False,-0.4244023397615118,0.9137458562821626,False,False
UQCC2,False,False,-0.11738452889416008,0.7971506689261924,False,False,-0.40730930552484007,0.9137458562821626,False,False
UQCC3,False,False,0.06263516055014767,0.6969313152905783,False,False,0.3892733578329338,0.9137458562821626,False,False
UQCR10,True,False,0.20381393463332595,0.007945680209691667,False,False,0.06821136197578802,0.9835296015975331,False,False
UQCR11,False,False,-0.06397696994014763,0.5693731587377326,False,False,0.09188013144108069,0.9827815583930448,False,False
UQCRB,False,False,-0.013961544356648365,0.929481462086417,False,False,-0.3581534936652904,0.9137458562821626,False,False
UQCRC1,False,False,0.11674204727240885,0.19901598337528884,False,False,-0.05599925096324483,0.9869468478510994,False,False
UQCRC2,False,False,-0.044049380390552166,0.7245313759027648,False,False,-0.5366633622283904,0.9137458562821626,False,False
UQCRFS1,False,False,0.17737275378407236,0.04033584531111626,False,False,-0.356635038017519,0.9137458562821626,False,False
UQCRH,False,False,0.2260257513733165,0.24326405020413638,False,False,-0.03244343050789762,0.9924937198206071,False,False
UQCRHL,True,False,0.26698201468189187,0.0005391527331901737,False,False,0.03347287004859186,0.9922021060588289,False,False
UQCRQ,False,False,0.08591775686562148,0.39750088784880216,False,False,0.5297205396064889,0.9137458562821626,False,False
URAD,False,False,0.17270050588101196,0.6469395331356138,False,False,0.1689035646475934,0.9527680655228825,False,False
URAHP,False,False,0.08842282503576018,0.8395487395760428,,,,,False,False
URB1,False,False,-0.11810613426119651,0.1924735666077161,False,False,-0.2537951288488128,0.9137458562821626,False,False
URB1-AS1,False,False,-0.0792144443180794,0.5979494375815312,False,False,-0.23975552261423247,0.9170055273050526,False,False
URB2,False,True,-0.20692723576345817,0.006826802959806744,False,False,0.05030667859776444,0.9922021060588289,False,False
URGCP,False,False,-0.09453965383977521,0.394632405459155,False,False,-0.24843000302486512,0.9302621170666905,False,False
URGCP-MRPS24,False,False,-0.10865569149398839,0.4778618476019229,False,False,-0.27766355164116746,0.9170055273050526,False,False
URI1,False,True,-0.2839689460599307,0.0006150269667124933,False,False,-0.40256365114303355,0.9137458562821626,False,False
URM1,False,False,-0.057262952861872024,0.622946232594367,False,False,-0.17768089909280801,0.9503280402085866,False,False
UROC1,False,False,0.02364686740129305,0.8850770025851536,False,False,-0.05437572515176014,0.9910817969661794,False,False
UROD,True,False,0.23647226374444194,0.0014453592084717139,False,False,0.31817744605267617,0.9137458562821626,False,False
UROS,False,False,0.09427288506731472,0.47811230568019325,False,False,-0.04915877440297796,0.9901318462587884,False,False
USB1,True,False,0.26232677061154364,0.0018634740024901656,False,False,0.11727755203938035,0.9744521554177438,False,False
USE1,False,False,-0.14122643647631977,0.09736165130066414,False,False,-0.5828061215338365,0.9137458562821626,False,False
USF1,False,False,0.08490794335506832,0.9106320691836379,False,False,0.2786637854917179,0.9137458562821626,False,False
USF2,False,False,0.05011303241000391,0.6790291083925927,False,False,0.19790363578934358,0.9370316537922547,False,False
USF3,False,False,-0.04285430156830069,0.8063863802553596,False,False,-0.0829964056378888,0.9827815583930448,False,False
USH1C,False,True,-0.16584670110373903,0.04093233112764494,False,False,-0.19237095057178497,0.9663892855896146,False,False
USH1G,False,False,0.16684874947203984,0.33026114641418824,False,False,0.5095552418430113,0.9137458562821626,False,False
USH2A,False,False,0.01148037202172367,0.962167340757101,False,False,0.47925366047863166,0.9137458562821626,False,False
USHBP1,False,False,0.0861278980497349,0.4661019970267376,False,False,0.0011270924497835955,0.9993930638854345,False,False
USMG5,False,False,0.11639707071248848,0.6733963291791515,False,False,0.24667739737037175,0.937680656579118,False,False
USO1,False,False,0.12246950671858291,0.17155577994342955,False,False,0.025591293958446115,0.9939052210870685,False,False
USP1,False,False,0.012977485604203113,0.9352055138213354,False,False,0.10628907885592137,0.9780101171787124,False,False
USP10,False,False,-0.1578690326929225,0.49390180974316,False,False,-0.18954872104980833,0.9424515217901215,False,False
USP11,False,True,-0.2629002595565048,0.0002948929696384275,False,False,-0.5149311386521205,0.9137458562821626,False,False
USP12,False,True,-0.46640431412148536,5.092588447933119e-12,False,False,-0.6752040315070211,0.9137458562821626,False,False
USP12-AS1,,,,,False,False,0.6531972647421808,0.9170055273050526,False,False
USP12-AS2,,,,,False,False,0.007344878701470293,0.998863575080958,False,False
USP13,False,False,0.12298131496382075,0.16926262823023275,False,False,0.6037952538274771,0.9137458562821626,False,False
USP14,False,False,0.27388668307256153,0.031002347451295455,False,False,0.6504294164418134,0.9137458562821626,False,False
USP15,False,False,-0.026785959355907916,0.9731730024353612,False,False,0.030253605272863433,0.9949233037347092,False,False
USP16,False,False,-0.07582696877876638,0.7315232430672479,False,False,0.0933560488686239,0.9827815583930448,False,False
USP17,False,False,0.15744680674420228,0.4961631437301734,,,,,False,False
USP17L1,False,False,0.23922600316311257,0.4806299326078268,,,,,False,False
USP17L10,False,False,0.13125029604475644,0.745015246869498,,,,,False,False
USP17L2,False,False,-0.0824749973915408,0.7695322441018413,False,False,-0.5203333546433438,0.9137458562821626,False,False
USP17L4,False,False,0.18308595464871977,0.6202303841797279,,,,,False,False
USP17L6P,False,False,0.19232236886831602,0.37239467907365337,,,,,False,False
USP17L7,False,False,0.10764987834422254,0.7986878289417975,False,False,-0.6387819418065535,0.9137458562821626,False,False
USP17L8,,,,,False,False,0.425318592282547,0.9137458562821626,False,False
USP18,True,False,0.39686624030262097,0.009049174520988457,False,False,0.6114653290693616,0.9137458562821626,False,False
USP19,False,False,-0.1368778786232863,0.11210031046726406,False,False,0.08821541342819413,0.9827815583930448,False,False
USP2,False,False,-0.09339565976404886,0.34380932930076563,False,False,-0.04142378142947964,0.9904013548684305,False,False
USP2-AS1,False,False,-0.14074730939162905,0.7953744425691475,False,False,-0.45984318965937354,0.9137458562821626,False,False
USP20,False,False,0.022353921185602213,0.87735147869131,False,False,0.019219484530387413,0.9977080637096485,False,False
USP21,False,False,-0.11729539240878693,0.5684538892889999,False,False,-0.18232753063323356,0.9461075913210907,False,False
USP22,False,False,-0.025371933601657685,0.8570817288397127,False,False,-0.18484677158516463,0.9450011351896835,False,False
USP24,False,False,-0.08317275980670512,0.5445307997101739,False,False,-0.014019989037115316,0.9974384813226164,False,False
USP25,False,False,-0.05252378911749623,0.6611863908615003,False,False,-0.07387482302302094,0.9827815583930448,False,False
USP26,False,False,-0.07244908624144412,0.7818236477668444,False,False,-0.2891444566545052,0.9527680655228825,False,False
USP27X,False,True,-0.3541912020727724,0.01685290728145337,False,False,-0.21083972834735523,0.9317999713414885,False,False
USP27X-AS1,False,False,-0.37194347952602397,8.166851306979377e-05,False,False,0.06899784797166023,0.9887985632039104,False,False
USP28,False,False,0.16344129021272,0.5866256521691556,False,False,-0.23535248825313532,0.9170055273050526,False,False
USP29,False,False,-0.05543343039561849,0.6375275540058335,False,False,0.3258558167732606,0.9201404821695633,False,False
USP3,False,False,0.1406895751572869,0.5130842972058676,False,False,0.04128094482364173,0.9904013548684305,False,False
USP3-AS1,False,False,0.09187165324678839,0.5424382944933398,False,False,-0.060170452124623096,0.9846399210056143,False,False
USP30,False,True,-0.370024071680871,0.00012148634901672612,False,False,-0.3381556893103707,0.9137458562821626,False,False
USP30-AS1,False,False,0.2701657109225013,0.0072588365613385115,False,False,-0.0013256879544202228,0.9993768951725324,False,False
USP31,False,False,-0.09732847016176958,0.634674732048491,False,False,-0.04965895543901613,0.9929538036225469,False,False
USP32,False,False,0.05662315402111065,0.628254917463067,False,False,-0.4135566703671204,0.9137458562821626,False,False
USP32P1,False,False,-0.11514904047850291,0.7826897037184031,,,,,False,False
USP32P2,False,False,0.049419263404401365,0.7271880744726205,,,,,False,False
USP33,True,False,0.17683828935525833,0.02631729880595212,False,False,0.42022768655880743,0.9137458562821626,False,False
USP34,False,False,0.04209917437484374,0.7390607119804974,False,False,0.24487429591304413,0.9170055273050526,False,False
USP35,False,False,-0.1693820614479613,0.12672602625809082,False,False,-0.07331683191262924,0.9827815583930448,False,False
USP36,False,False,-0.18272370365686283,0.18346438134837387,False,False,-0.07759541695991697,0.9827815583930448,False,False
USP37,False,False,-0.01644721767486696,0.9745582846842735,False,False,0.3593761130923516,0.9137458562821626,False,False
USP38,False,False,0.11546191558190563,0.6485400466157831,False,False,-0.02449291013194231,0.9939052210870685,False,False
USP39,False,False,-0.09952500565747548,0.3016567469130733,False,False,-0.2601188812097723,0.9137458562821626,False,False
USP4,False,True,-0.3036368821688186,0.00035685341678826603,False,False,-0.009747581780993038,0.9984786527741006,False,False
USP40,False,False,-0.1601271918833884,0.4124241688624527,False,False,0.06227214692493418,0.983751383588566,False,False
USP41,False,False,0.03869932074795546,0.9391962158377629,False,False,0.3235592000995002,0.9137458562821626,False,False
USP42,False,False,-0.10909699769988493,0.7452299613259854,False,False,0.36011279952898767,0.9283359257792582,False,False
USP43,False,False,0.17684522931930288,0.05524579982234858,False,False,0.12080187312637035,0.9719179796406422,False,False
USP44,False,False,0.022411455682105005,0.8925790589118133,False,False,0.3524256324579128,0.9137458562821626,False,False
USP45,False,False,0.08514143880918738,0.760019754564066,False,False,0.08818777590181047,0.9827815583930448,False,False
USP46,False,False,0.12644116948918965,0.1535849331661476,False,False,0.4285714698509425,0.9137458562821626,False,False
USP46-AS1,False,False,0.14468198923191378,0.2345728366000303,False,False,-0.15430443016885106,0.9527680655228825,False,False
USP47,False,False,0.0677909440316506,0.5616344758319042,False,False,-0.07055462476622817,0.9827815583930448,False,False
USP48,False,False,0.1680234592279053,0.3517080181066802,False,False,0.2404464634313732,0.9170055273050526,False,False
USP49,False,False,-0.0615257768599963,0.5886575704990874,False,False,0.37803473707800134,0.9137458562821626,False,False
USP5,False,False,0.031238332845051852,0.8150632996961139,False,False,-0.26707773860048883,0.9137458562821626,False,False
USP50,False,False,0.17155239612239911,0.7743540018836178,False,False,-0.03564176544523407,0.9922021060588289,False,False
USP51,False,True,-0.21295447042818227,0.01483680042510845,False,False,-0.30768028109170276,0.9137458562821626,False,False
USP53,False,False,-0.08985808309540386,0.3688665023941074,False,False,-0.010390623037084627,0.9986265399221166,False,False
USP54,False,False,-0.13086140519553746,0.6940534833209978,False,False,-0.03681666529111123,0.9911187884679559,False,False
USP6,False,False,0.05852298744611496,0.8049897430366472,False,False,-0.17397193392646623,0.9526171488804764,False,False
USP6NL,False,False,-0.1688831615569629,0.522022435373206,False,False,-0.2368123654184979,0.9170055273050526,False,False
USP7,False,True,-0.5589615054173309,1.0057462855919149e-16,False,False,-0.5303816114160761,0.9137458562821626,False,False
USP8,False,False,0.05396031656877333,0.8888456456905816,False,False,0.12002426466310302,0.9726799096012372,False,False
USP9X,False,False,-0.0872286927440556,0.721489741207099,False,False,0.31760198979767085,0.9137458562821626,False,False
USP9Y,False,False,0.10787266965607752,0.4276742238870134,False,False,-0.09254755863109886,0.9827815583930448,False,False
USPL1,False,True,-0.3731067404573356,2.0369427899972854e-05,False,False,-0.1870425954859385,0.9663892855896146,False,False
UST,False,False,0.08458367555360477,0.7264998485236452,False,False,-0.02167491067149019,0.9946616311072306,False,False
UST-AS1,False,False,0.012437428469662719,0.9533939157075518,,,,,False,False
UTAT33,False,False,0.10049954910223266,0.8124142628999458,False,False,0.49589515490644004,0.9137458562821626,False,False
UTF1,False,False,-0.176603680054096,0.05182937320479255,False,False,-0.11251692583870015,0.9827815583930448,False,False
UTP11,False,False,0.3185991596011902,0.00029256428046438185,False,False,-0.9647451867177421,0.9137458562821626,False,False
UTP11L,False,False,0.06209656954126952,0.815508764573738,False,False,0.5100347924283603,0.9137458562821626,False,False
