r3_rank,gene,median_background_vulnerability_rho,n_positive_backgrounds,n_resampling_supported_backgrounds,tier1_flag,tier2_flag,tier3_flag,observed_global_T_median_vulnerability_rho,global_empirical_p_value,n_permutations,permutation_unit,self_line_exclusion,global_empirical_q_value,cross_method_stable_flag,n_models_top500,n_models_direction_ge3of4,median_rank_percentile,leave_HCT116_out_median_vulnerability_rho,leave_HCT116_out_n_positive_backgrounds,adjusted_partial_rho_median,adjusted_partial_rho_min,adjusted_positive_fraction,adjusted_audit_n,final_shortlist_flag,previous_19_reclassified_as_internal_stability
582,OR10Z1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9617741148403188,,0,,,,,False,False
583,OR11A1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9618283359540204,,0,,,,,False,False
584,OR11H4,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9618825570677222,,0,,,,,False,False
585,OR11H6,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.961936778181424,,0,,,,,False,False
586,OR11L1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9619909992951255,,0,,,,,False,False
587,OR12D3,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9620452204088272,,0,,,,,False,False
588,OR13A1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9620994415225288,,0,,,,,False,False
589,OR13C2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9621536626362306,,0,,,,,False,False
590,OR13C3,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9622078837499324,,0,,,,,False,False
591,OR13C4,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.962262104863634,,0,,,,,False,False
592,OR13C5,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9623163259773356,,0,,,,,False,False
593,OR13C8,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9623705470910372,,0,,,,,False,False
594,OR13C9,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9624247682047388,,0,,,,,False,False
595,OR13D1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9624789893184406,,0,,,,,False,False
596,OR13F1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9625332104321422,,0,,,,,False,False
597,OR13G1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.962587431545844,,0,,,,,False,False
598,OR13H1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9626416526595456,,0,,,,,False,False
599,OR13J1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9626958737732472,,0,,,,,False,False
600,OR14A16,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.962750094886949,,0,,,,,False,False
601,OR14A2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9628043160006506,,0,,,,,False,False
602,OR14C36,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9628585371143524,,0,,,,,False,False
603,OR14I1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.962912758228054,,0,,,,,False,False
604,OR14J1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9629669793417556,,0,,,,,False,False
605,OR14K1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9630212004554574,,0,,,,,False,False
606,OR1A1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.963075421569159,,0,,,,,False,False
607,OR1A2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9631296426828608,,0,,,,,False,False
608,OR1C1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9631838637965624,,0,,,,,False,False
609,OR1D2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.963238084910264,,0,,,,,False,False
610,OR1D5,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9632923060239658,,0,,,,,False,False
611,OR1E1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9633465271376674,,0,,,,,False,False
612,OR1E2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9634007482513692,,0,,,,,False,False
613,OR1F1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9634549693650708,,0,,,,,False,False
614,OR1G1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9635091904787724,,0,,,,,False,False
615,OR1I1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9635634115924742,,0,,,,,False,False
616,OR1J1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9636176327061756,,0,,,,,False,False
617,OR1J2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9636718538198774,,0,,,,,False,False
618,OR1J4,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9637260749335792,,0,,,,,False,False
619,OR1K1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9637802960472808,,0,,,,,False,False
620,OR1L1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9638345171609825,,0,,,,,False,False
621,OR1L3,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.963888738274684,,0,,,,,False,False
622,OR1L4,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9639429593883858,,0,,,,,False,False
623,OR1L6,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9639971805020876,,0,,,,,False,False
624,OR1L8,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9640514016157892,,0,,,,,False,False
625,OR1M1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9641056227294909,,0,,,,,False,False
626,OR1N1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9641598438431924,,0,,,,,False,False
627,OR1N2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9642140649568942,,0,,,,,False,False
628,OR1Q1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.964268286070596,,0,,,,,False,False
629,OR2A12,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9643225071842976,,0,,,,,False,False
630,OR2A14,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9643767282979993,,0,,,,,False,False
631,OR2A2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9644309494117008,,0,,,,,False,False
632,OR2A25,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9644851705254026,,0,,,,,False,False
633,OR2A5,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9645393916391044,,0,,,,,False,False
634,OR2AE1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.964593612752806,,0,,,,,False,False
635,OR2AG1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9646478338665077,,0,,,,,False,False
636,OR2AG2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9647020549802092,,0,,,,,False,False
637,OR2AJ1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.964756276093911,,0,,,,,False,False
638,OR2AP1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9648104972076128,,0,,,,,False,False
639,OR2AT4,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9648647183213144,,0,,,,,False,False
640,OR2B11,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.964918939435016,,0,,,,,False,False
641,OR2B2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9649731605487176,,0,,,,,False,False
642,OR2B3,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9650273816624192,,0,,,,,False,False
643,OR2B6,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.965081602776121,,0,,,,,False,False
644,OR2C1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9651358238898228,,0,,,,,False,False
645,OR2C3,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9651900450035245,,0,,,,,False,False
646,OR2D2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.965244266117226,,0,,,,,False,False
647,OR2D3,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9652984872309276,,0,,,,,False,False
648,OR2F2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9653527083446294,,0,,,,,False,False
649,OR2G2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9654069294583312,,0,,,,,False,False
650,OR2G3,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9654611505720327,,0,,,,,False,False
651,OR2G6,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9655153716857344,,0,,,,,False,False
652,OR2H1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.965569592799436,,0,,,,,False,False
653,OR2H2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9656238139131378,,0,,,,,False,False
654,OR2J1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9656780350268396,,0,,,,,False,False
655,OR2J2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9657322561405411,,0,,,,,False,False
656,OR2J3,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9657864772542428,,0,,,,,False,False
657,OR2K2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9658406983679444,,0,,,,,False,False
658,OR2L13,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9658949194816462,,0,,,,,False,False
659,OR2L2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.965949140595348,,0,,,,,False,False
660,OR2L3,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9660033617090495,,0,,,,,False,False
661,OR2L5,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9660575828227512,,0,,,,,False,False
662,OR2M2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9661118039364528,,0,,,,,False,False
663,OR2M3,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9661660250501544,,0,,,,,False,False
664,OR2M4,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9662202461638562,,0,,,,,False,False
665,OR2M5,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9662744672775578,,0,,,,,False,False
666,OR2M7,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9663286883912596,,0,,,,,False,False
667,OR2S2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9663829095049612,,0,,,,,False,False
668,OR2T10,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9664371306186628,,0,,,,,False,False
669,OR2T12,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9664913517323646,,0,,,,,False,False
670,OR2T2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9665455728460662,,0,,,,,False,False
671,OR2T27,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.966599793959768,,0,,,,,False,False
672,OR2T29,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9666540150734696,,0,,,,,False,False
673,OR2T35,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9667082361871712,,0,,,,,False,False
674,OR2T4,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.966762457300873,,0,,,,,False,False
675,OR2T5,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9668166784145746,,0,,,,,False,False
676,OR2T6,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9668708995282764,,0,,,,,False,False
677,OR2T8,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.966925120641978,,0,,,,,False,False
678,OR2V1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9669793417556796,,0,,,,,False,False
679,OR2V2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9670335628693814,,0,,,,,False,False
680,OR2W1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.967087783983083,,0,,,,,False,False
681,OR2W3,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9671420050967848,,0,,,,,False,False
682,OR2Y1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9671962262104864,,0,,,,,False,False
683,OR2Z1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.967250447324188,,0,,,,,False,False
684,OR3A1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9673046684378898,,0,,,,,False,False
685,OR4A16,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9673588895515914,,0,,,,,False,False
686,OR4A47,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9674131106652932,,0,,,,,False,False
687,OR4A5,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9674673317789948,,0,,,,,False,False
688,OR4B1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9675215528926964,,0,,,,,False,False
689,OR4C11,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.967575774006398,,0,,,,,False,False
690,OR4C12,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9676299951200996,,0,,,,,False,False
691,OR4C13,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9676842162338014,,0,,,,,False,False
692,OR4C15,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9677384373475032,,0,,,,,False,False
693,OR4C3,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9677926584612048,,0,,,,,False,False
694,OR4C46,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9678468795749064,,0,,,,,False,False
695,OR4C5,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.967901100688608,,0,,,,,False,False
696,OR4C6,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9679553218023098,,0,,,,,False,False
697,OR4D1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9680095429160116,,0,,,,,False,False
698,OR4D10,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9680637640297132,,0,,,,,False,False
699,OR4D11,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9681179851434148,,0,,,,,False,False
700,OR4D2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9681722062571164,,0,,,,,False,False
701,OR4D5,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9682264273708182,,0,,,,,False,False
702,OR4D6,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.96828064848452,,0,,,,,False,False
703,OR4D9,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9683348695982216,,0,,,,,False,False
704,OR4E1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9683890907119233,,0,,,,,False,False
705,OR4E2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9684433118256248,,0,,,,,False,False
706,OR4F15,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9684975329393266,,0,,,,,False,False
707,OR4F6,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9685517540530284,,0,,,,,False,False
708,OR4K1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.96860597516673,,0,,,,,False,False
709,OR4K13,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9686601962804317,,0,,,,,False,False
