unit_index,state,state_score,n_genes_present,donor_key,donor_id,group,PPAR_group
170,EMT,0.04006604242832943,199,16023185-de21-4c0d-a9c8-73abdd52d142::C136,C136,normal,PPAR-high
173,EMT,-0.20950733163156993,199,16023185-de21-4c0d-a9c8-73abdd52d142::C136,C136,tumor,PPAR-high
176,EMT,-0.247905945648106,199,16023185-de21-4c0d-a9c8-73abdd52d142::C137,C137,normal,PPAR-high
181,EMT,-0.04158271587838121,199,16023185-de21-4c0d-a9c8-73abdd52d142::C138,C138,normal,PPAR-high
184,EMT,-0.38697481619347895,199,16023185-de21-4c0d-a9c8-73abdd52d142::C138,C138,tumor,PPAR-high
187,EMT,-0.19332339454483996,199,16023185-de21-4c0d-a9c8-73abdd52d142::C139,C139,normal,PPAR-high
190,EMT,0.3659419572498894,199,16023185-de21-4c0d-a9c8-73abdd52d142::C139,C139,tumor,PPAR-high
193,EMT,-0.2438177583921074,199,16023185-de21-4c0d-a9c8-73abdd52d142::C140,C140,normal,PPAR-high
196,EMT,0.27208469382341766,199,16023185-de21-4c0d-a9c8-73abdd52d142::C140,C140,tumor,PPAR-high
199,EMT,0.11443175373520763,199,16023185-de21-4c0d-a9c8-73abdd52d142::C142,C142,normal,PPAR-high
202,EMT,-0.01874029046360337,199,16023185-de21-4c0d-a9c8-73abdd52d142::C142,C142,tumor,PPAR-high
205,EMT,-0.10337494278456014,199,16023185-de21-4c0d-a9c8-73abdd52d142::C143,C143,normal,PPAR-high
208,EMT,0.23683609730787059,199,16023185-de21-4c0d-a9c8-73abdd52d142::C143,C143,tumor,PPAR-high
211,EMT,-0.0003783487621759102,199,16023185-de21-4c0d-a9c8-73abdd52d142::C151,C151,normal,PPAR-high
214,EMT,-0.6945804287195548,199,16023185-de21-4c0d-a9c8-73abdd52d142::C151,C151,tumor,PPAR-high
216,EMT,-0.13781735869875286,199,16023185-de21-4c0d-a9c8-73abdd52d142::C152,C152,normal,PPAR-high
219,EMT,-0.0850900971497403,199,16023185-de21-4c0d-a9c8-73abdd52d142::C152,C152,tumor,PPAR-high
222,EMT,0.1976548811965919,199,16023185-de21-4c0d-a9c8-73abdd52d142::C155,C155,normal,PPAR-high
225,EMT,0.840235963675558,199,16023185-de21-4c0d-a9c8-73abdd52d142::C155,C155,tumor,PPAR-high
228,EMT,0.45718458710812376,199,16023185-de21-4c0d-a9c8-73abdd52d142::C157,C157,normal,PPAR-high
231,EMT,1.074541813627878,199,16023185-de21-4c0d-a9c8-73abdd52d142::C157,C157,tumor,PPAR-high
234,EMT,-0.014368635330187278,199,16023185-de21-4c0d-a9c8-73abdd52d142::C162,C162,normal,PPAR-high
237,EMT,0.5416774948575377,199,16023185-de21-4c0d-a9c8-73abdd52d142::C162,C162,tumor,PPAR-high
240,EMT,0.03770251834418904,199,16023185-de21-4c0d-a9c8-73abdd52d142::C165,C165,normal,PPAR-high
243,EMT,0.05443444313575886,199,16023185-de21-4c0d-a9c8-73abdd52d142::C165,C165,tumor,PPAR-high
246,EMT,-0.2371975640181711,199,16023185-de21-4c0d-a9c8-73abdd52d142::C170,C170,normal,PPAR-high
249,EMT,-0.33204683084946496,199,16023185-de21-4c0d-a9c8-73abdd52d142::C170,C170,tumor,PPAR-high
0,E2F_targets,0.01776916437859507,200,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,normal,PPAR-high
1,E2F_targets,-0.13143926979226225,200,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,normal,PPAR-low
4,E2F_targets,0.009269588319316867,200,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,tumor,PPAR-high
5,E2F_targets,0.536903570696904,200,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,tumor,PPAR-low
8,E2F_targets,0.10549484203889856,200,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,normal,PPAR-high
9,E2F_targets,-0.012045623596330175,200,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,normal,PPAR-low
12,E2F_targets,0.5863864507346794,200,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,tumor,PPAR-high
13,E2F_targets,0.4066753719997965,200,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,tumor,PPAR-low
16,E2F_targets,0.13180533381735587,200,16023185-de21-4c0d-a9c8-73abdd52d142::C109,C109,normal,PPAR-high
17,E2F_targets,0.08994498318083051,200,16023185-de21-4c0d-a9c8-73abdd52d142::C109,C109,normal,PPAR-low
20,E2F_targets,0.02279282069974012,200,16023185-de21-4c0d-a9c8-73abdd52d142::C109,C109,tumor,PPAR-high
21,E2F_targets,-0.003900335574074911,200,16023185-de21-4c0d-a9c8-73abdd52d142::C109,C109,tumor,PPAR-low
24,E2F_targets,-0.0756682794448747,200,16023185-de21-4c0d-a9c8-73abdd52d142::C110,C110,normal,PPAR-high
25,E2F_targets,-0.02828366258436744,200,16023185-de21-4c0d-a9c8-73abdd52d142::C110,C110,normal,PPAR-low
28,E2F_targets,-0.047165331011132426,200,16023185-de21-4c0d-a9c8-73abdd52d142::C110,C110,tumor,PPAR-high
29,E2F_targets,0.1469107125088879,200,16023185-de21-4c0d-a9c8-73abdd52d142::C110,C110,tumor,PPAR-low
32,E2F_targets,-0.14365664051622398,200,16023185-de21-4c0d-a9c8-73abdd52d142::C111,C111,normal,PPAR-high
33,E2F_targets,-0.13444008635931903,200,16023185-de21-4c0d-a9c8-73abdd52d142::C111,C111,normal,PPAR-low
36,E2F_targets,-0.3515565842023911,200,16023185-de21-4c0d-a9c8-73abdd52d142::C111,C111,tumor,PPAR-high
37,E2F_targets,0.10363638403099733,200,16023185-de21-4c0d-a9c8-73abdd52d142::C111,C111,tumor,PPAR-low
40,E2F_targets,0.02406656331509229,200,16023185-de21-4c0d-a9c8-73abdd52d142::C112,C112,normal,PPAR-high
41,E2F_targets,-0.07833025664857657,200,16023185-de21-4c0d-a9c8-73abdd52d142::C112,C112,normal,PPAR-low
44,E2F_targets,-0.47519854637645165,200,16023185-de21-4c0d-a9c8-73abdd52d142::C112,C112,tumor,PPAR-high
45,E2F_targets,-0.4939128507238433,200,16023185-de21-4c0d-a9c8-73abdd52d142::C112,C112,tumor,PPAR-low
48,E2F_targets,-0.0801215152105504,200,16023185-de21-4c0d-a9c8-73abdd52d142::C113,C113,normal,PPAR-high
49,E2F_targets,0.018635028147548437,200,16023185-de21-4c0d-a9c8-73abdd52d142::C113,C113,normal,PPAR-low
52,E2F_targets,-0.00593987516366227,200,16023185-de21-4c0d-a9c8-73abdd52d142::C113,C113,tumor,PPAR-high
53,E2F_targets,0.3578879894676021,200,16023185-de21-4c0d-a9c8-73abdd52d142::C113,C113,tumor,PPAR-low
56,E2F_targets,0.012488659474061511,200,16023185-de21-4c0d-a9c8-73abdd52d142::C114,C114,normal,PPAR-high
57,E2F_targets,0.05013406690279815,200,16023185-de21-4c0d-a9c8-73abdd52d142::C114,C114,normal,PPAR-low
60,E2F_targets,0.15919292067127674,200,16023185-de21-4c0d-a9c8-73abdd52d142::C114,C114,tumor,PPAR-high
61,E2F_targets,0.9488186760618715,200,16023185-de21-4c0d-a9c8-73abdd52d142::C114,C114,tumor,PPAR-low
64,E2F_targets,-0.26077009991559885,200,16023185-de21-4c0d-a9c8-73abdd52d142::C115,C115,normal,PPAR-high
65,E2F_targets,-0.3694449030112875,200,16023185-de21-4c0d-a9c8-73abdd52d142::C115,C115,normal,PPAR-low
68,E2F_targets,0.18455779982616774,200,16023185-de21-4c0d-a9c8-73abdd52d142::C115,C115,tumor,PPAR-high
69,E2F_targets,0.8018825112650925,200,16023185-de21-4c0d-a9c8-73abdd52d142::C115,C115,tumor,PPAR-low
72,E2F_targets,-0.13504315483735987,200,16023185-de21-4c0d-a9c8-73abdd52d142::C116,C116,normal,PPAR-high
73,E2F_targets,-0.05088505289615077,200,16023185-de21-4c0d-a9c8-73abdd52d142::C116,C116,normal,PPAR-low
76,E2F_targets,0.016656671375305774,200,16023185-de21-4c0d-a9c8-73abdd52d142::C116,C116,tumor,PPAR-high
77,E2F_targets,0.3340506974972301,200,16023185-de21-4c0d-a9c8-73abdd52d142::C116,C116,tumor,PPAR-low
80,E2F_targets,-1.0908552561230815,200,16023185-de21-4c0d-a9c8-73abdd52d142::C119,C119,normal,PPAR-high
81,E2F_targets,-1.4583301118513345,200,16023185-de21-4c0d-a9c8-73abdd52d142::C119,C119,normal,PPAR-low
83,E2F_targets,-0.4205417757564352,200,16023185-de21-4c0d-a9c8-73abdd52d142::C119,C119,tumor,PPAR-high
84,E2F_targets,0.42088094191743636,200,16023185-de21-4c0d-a9c8-73abdd52d142::C119,C119,tumor,PPAR-low
87,E2F_targets,-0.008635001831958047,200,16023185-de21-4c0d-a9c8-73abdd52d142::C122,C122,normal,PPAR-high
88,E2F_targets,0.23443300361547734,200,16023185-de21-4c0d-a9c8-73abdd52d142::C122,C122,normal,PPAR-low
91,E2F_targets,0.16686302671878706,200,16023185-de21-4c0d-a9c8-73abdd52d142::C122,C122,tumor,PPAR-high
92,E2F_targets,0.4008559605223196,200,16023185-de21-4c0d-a9c8-73abdd52d142::C122,C122,tumor,PPAR-low
95,E2F_targets,0.09326074237528208,200,16023185-de21-4c0d-a9c8-73abdd52d142::C123,C123,normal,PPAR-high
96,E2F_targets,0.16683053277173607,200,16023185-de21-4c0d-a9c8-73abdd52d142::C123,C123,normal,PPAR-low
99,E2F_targets,0.06271189104165961,200,16023185-de21-4c0d-a9c8-73abdd52d142::C123,C123,tumor,PPAR-high
100,E2F_targets,0.6495594933288519,200,16023185-de21-4c0d-a9c8-73abdd52d142::C123,C123,tumor,PPAR-low
103,E2F_targets,0.05572815579046614,200,16023185-de21-4c0d-a9c8-73abdd52d142::C124,C124,normal,PPAR-high
104,E2F_targets,0.3416928854669086,200,16023185-de21-4c0d-a9c8-73abdd52d142::C124,C124,normal,PPAR-low
107,E2F_targets,0.3877155615547327,200,16023185-de21-4c0d-a9c8-73abdd52d142::C124,C124,tumor,PPAR-high
108,E2F_targets,0.2144814096364034,200,16023185-de21-4c0d-a9c8-73abdd52d142::C124,C124,tumor,PPAR-low
111,E2F_targets,0.12079322842415176,200,16023185-de21-4c0d-a9c8-73abdd52d142::C125,C125,normal,PPAR-high
112,E2F_targets,0.13457740768027085,200,16023185-de21-4c0d-a9c8-73abdd52d142::C125,C125,normal,PPAR-low
115,E2F_targets,0.005043675927101673,200,16023185-de21-4c0d-a9c8-73abdd52d142::C125,C125,tumor,PPAR-high
116,E2F_targets,0.2352412262759066,200,16023185-de21-4c0d-a9c8-73abdd52d142::C125,C125,tumor,PPAR-low
119,E2F_targets,0.18616435472688916,200,16023185-de21-4c0d-a9c8-73abdd52d142::C126,C126,normal,PPAR-high
120,E2F_targets,0.15153381352290365,200,16023185-de21-4c0d-a9c8-73abdd52d142::C126,C126,normal,PPAR-low
123,E2F_targets,0.39851861615344325,200,16023185-de21-4c0d-a9c8-73abdd52d142::C126,C126,tumor,PPAR-high
124,E2F_targets,0.3858859423801171,200,16023185-de21-4c0d-a9c8-73abdd52d142::C126,C126,tumor,PPAR-low
127,E2F_targets,-0.18088813643253845,200,16023185-de21-4c0d-a9c8-73abdd52d142::C129,C129,normal,PPAR-high
128,E2F_targets,-0.12238065676838283,200,16023185-de21-4c0d-a9c8-73abdd52d142::C129,C129,normal,PPAR-low
131,E2F_targets,0.10637388511116358,200,16023185-de21-4c0d-a9c8-73abdd52d142::C129,C129,tumor,PPAR-high
132,E2F_targets,0.2966402216124985,200,16023185-de21-4c0d-a9c8-73abdd52d142::C129,C129,tumor,PPAR-low
135,E2F_targets,0.1582774258808712,200,16023185-de21-4c0d-a9c8-73abdd52d142::C130,C130,normal,PPAR-high
136,E2F_targets,0.2742894866983576,200,16023185-de21-4c0d-a9c8-73abdd52d142::C130,C130,normal,PPAR-low
139,E2F_targets,0.1708266604131372,200,16023185-de21-4c0d-a9c8-73abdd52d142::C130,C130,tumor,PPAR-high
140,E2F_targets,0.8087073292068329,200,16023185-de21-4c0d-a9c8-73abdd52d142::C130,C130,tumor,PPAR-low
143,E2F_targets,-0.9302032796538507,200,16023185-de21-4c0d-a9c8-73abdd52d142::C132,C132,normal,PPAR-high
144,E2F_targets,0.3305638855298255,200,16023185-de21-4c0d-a9c8-73abdd52d142::C132,C132,normal,PPAR-low
147,E2F_targets,-0.055550429214893206,200,16023185-de21-4c0d-a9c8-73abdd52d142::C132,C132,tumor,PPAR-high
148,E2F_targets,-1.50676661747369,200,16023185-de21-4c0d-a9c8-73abdd52d142::C132,C132,tumor,PPAR-low
151,E2F_targets,-0.2611304206284966,200,16023185-de21-4c0d-a9c8-73abdd52d142::C133,C133,normal,PPAR-high
152,E2F_targets,-0.2568348810642423,200,16023185-de21-4c0d-a9c8-73abdd52d142::C133,C133,normal,PPAR-low
155,E2F_targets,0.4721000863944985,200,16023185-de21-4c0d-a9c8-73abdd52d142::C133,C133,tumor,PPAR-high
158,E2F_targets,0.052676222898919066,200,16023185-de21-4c0d-a9c8-73abdd52d142::C134,C134,normal,PPAR-high
161,E2F_targets,-0.7386816198117663,200,16023185-de21-4c0d-a9c8-73abdd52d142::C134,C134,tumor,PPAR-high
164,E2F_targets,-0.013632307916669879,200,16023185-de21-4c0d-a9c8-73abdd52d142::C135,C135,normal,PPAR-high
167,E2F_targets,-1.2752761908317805,200,16023185-de21-4c0d-a9c8-73abdd52d142::C135,C135,tumor,PPAR-high
170,E2F_targets,0.00811891675544505,200,16023185-de21-4c0d-a9c8-73abdd52d142::C136,C136,normal,PPAR-high
173,E2F_targets,-0.8809806253664226,200,16023185-de21-4c0d-a9c8-73abdd52d142::C136,C136,tumor,PPAR-high
176,E2F_targets,-0.05655437066288874,200,16023185-de21-4c0d-a9c8-73abdd52d142::C137,C137,normal,PPAR-high
181,E2F_targets,-0.012140153873860169,200,16023185-de21-4c0d-a9c8-73abdd52d142::C138,C138,normal,PPAR-high
184,E2F_targets,0.13669318449278486,200,16023185-de21-4c0d-a9c8-73abdd52d142::C138,C138,tumor,PPAR-high
187,E2F_targets,0.0854950809344568,200,16023185-de21-4c0d-a9c8-73abdd52d142::C139,C139,normal,PPAR-high
190,E2F_targets,0.12673580709505686,200,16023185-de21-4c0d-a9c8-73abdd52d142::C139,C139,tumor,PPAR-high
193,E2F_targets,-0.23542602804206084,200,16023185-de21-4c0d-a9c8-73abdd52d142::C140,C140,normal,PPAR-high
196,E2F_targets,0.0751269649422401,200,16023185-de21-4c0d-a9c8-73abdd52d142::C140,C140,tumor,PPAR-high
199,E2F_targets,0.07784733324500923,200,16023185-de21-4c0d-a9c8-73abdd52d142::C142,C142,normal,PPAR-high
202,E2F_targets,-0.05193177435285313,200,16023185-de21-4c0d-a9c8-73abdd52d142::C142,C142,tumor,PPAR-high
205,E2F_targets,0.1138983879742354,200,16023185-de21-4c0d-a9c8-73abdd52d142::C143,C143,normal,PPAR-high
208,E2F_targets,-0.27069146759562956,200,16023185-de21-4c0d-a9c8-73abdd52d142::C143,C143,tumor,PPAR-high
211,E2F_targets,0.031053011635828378,200,16023185-de21-4c0d-a9c8-73abdd52d142::C151,C151,normal,PPAR-high
214,E2F_targets,-1.4105195334591445,200,16023185-de21-4c0d-a9c8-73abdd52d142::C151,C151,tumor,PPAR-high
216,E2F_targets,-0.1740510729197976,200,16023185-de21-4c0d-a9c8-73abdd52d142::C152,C152,normal,PPAR-high
219,E2F_targets,-0.3854807607315246,200,16023185-de21-4c0d-a9c8-73abdd52d142::C152,C152,tumor,PPAR-high
222,E2F_targets,0.1331786051857913,200,16023185-de21-4c0d-a9c8-73abdd52d142::C155,C155,normal,PPAR-high
225,E2F_targets,0.35333393886021935,200,16023185-de21-4c0d-a9c8-73abdd52d142::C155,C155,tumor,PPAR-high
228,E2F_targets,-0.05668829443374202,200,16023185-de21-4c0d-a9c8-73abdd52d142::C157,C157,normal,PPAR-high
231,E2F_targets,0.49507449395527614,200,16023185-de21-4c0d-a9c8-73abdd52d142::C157,C157,tumor,PPAR-high
234,E2F_targets,0.030444985215731152,200,16023185-de21-4c0d-a9c8-73abdd52d142::C162,C162,normal,PPAR-high
237,E2F_targets,0.5620752163997337,200,16023185-de21-4c0d-a9c8-73abdd52d142::C162,C162,tumor,PPAR-high
240,E2F_targets,0.030865579552674407,200,16023185-de21-4c0d-a9c8-73abdd52d142::C165,C165,normal,PPAR-high
243,E2F_targets,0.25100043869994426,200,16023185-de21-4c0d-a9c8-73abdd52d142::C165,C165,tumor,PPAR-high
246,E2F_targets,-0.14169608107489107,200,16023185-de21-4c0d-a9c8-73abdd52d142::C170,C170,normal,PPAR-high
249,E2F_targets,-0.18646090919503722,200,16023185-de21-4c0d-a9c8-73abdd52d142::C170,C170,tumor,PPAR-high
0,G2M_checkpoint,0.05540082065865444,199,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,normal,PPAR-high
1,G2M_checkpoint,-0.08662713699098143,199,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,normal,PPAR-low
4,G2M_checkpoint,-0.1299968761885258,199,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,tumor,PPAR-high
5,G2M_checkpoint,0.4777464610915604,199,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,tumor,PPAR-low
8,G2M_checkpoint,0.05784341771201806,199,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,normal,PPAR-high
9,G2M_checkpoint,-0.03154858095611452,199,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,normal,PPAR-low
12,G2M_checkpoint,0.43352442083633425,199,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,tumor,PPAR-high
13,G2M_checkpoint,0.3457580143422176,199,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,tumor,PPAR-low
16,G2M_checkpoint,0.09330851554289131,199,16023185-de21-4c0d-a9c8-73abdd52d142::C109,C109,normal,PPAR-high
