ChemicalName,ChemicalID,GeneSymbol,GeneID,GeneForms,Interaction,InteractionActions,PubMedIDs,is_co_treatment,is_single_chemical,evidence_context
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in increased expression of STAR mRNA],affects^cotreatment|decreases^reaction|increases^expression,37552060,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of AKR1C1 mRNA]],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGER2 mRNA]],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGER3 mRNA]],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGFR mRNA]],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGS1 mRNA]],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in decreased expression of PTGES2 mRNA]],affects^cotreatment|affects^reaction|decreases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of PTGES mRNA]],affects^cotreatment|affects^reaction|increases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of PTGS2 mRNA]],affects^cotreatment|affects^reaction|increases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of SLCO2A1 mRNA]],affects^cotreatment|affects^reaction|increases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of PTGER1 mRNA]],affects^cotreatment|affects^reaction|decreases^expression|decreases^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,8-Bromo Cyclic Adenosine Monophosphate inhibits the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of AKR1C3 mRNA]],affects^cotreatment|decreases^expression|decreases^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,8-Bromo Cyclic Adenosine Monophosphate inhibits the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of HPGD mRNA]],affects^cotreatment|decreases^expression|decreases^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of AKR1C1 mRNA],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGER2 mRNA],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGER3 mRNA],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGFR mRNA],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGS1 mRNA],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in decreased expression of PLA2G4A mRNA],affects^cotreatment|affects^reaction|decreases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in decreased expression of PTGES2 mRNA],affects^cotreatment|affects^reaction|decreases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in decreased expression of PTGES3 mRNA],affects^cotreatment|affects^reaction|decreases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased abundance of Dinoprost],affects^cotreatment|affects^reaction|increases^abundance,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased abundance of Dinoprostone],affects^cotreatment|affects^reaction|increases^abundance,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of PTGES mRNA],affects^cotreatment|affects^reaction|increases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of PTGS2 mRNA],affects^cotreatment|affects^reaction|increases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of SLCO2A1 mRNA],affects^cotreatment|affects^reaction|increases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate co-treated with CGA protein] results in decreased expression of ABCC4 mRNA,affects^cotreatment|decreases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of AKR1C3 mRNA],affects^cotreatment|decreases^expression|decreases^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of HPGD mRNA],affects^cotreatment|decreases^expression|decreases^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of PTGER1 mRNA],affects^cotreatment|decreases^expression|decreases^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of PTGER4 mRNA],affects^cotreatment|decreases^expression|decreases^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CGA,1081,protein,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in increased expression of ABCC4 mRNA],affects^cotreatment|decreases^reaction|increases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,CPS1,1373,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of CPS1 mRNA,affects^cotreatment|decreases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,CRP,1401,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of CRP mRNA,affects^cotreatment|decreases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,CXCL13,10563,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of CXCL13 mRNA,affects^cotreatment|decreases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,CXCR4,7852,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of CXCR4 mRNA],affects^cotreatment|affects^reaction|increases^expression,37552060,True,False,co-treatment
diisononyl phthalate,C012125,CYP11A1,1583,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of CYP11A1 mRNA],affects^cotreatment|affects^reaction|increases^expression,37552060,True,False,co-treatment
diisononyl phthalate,C012125,CYP2A6,1548,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of CYP2A6 mRNA,affects^cotreatment|increases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,DDIT4,54541,protein,ATF4 protein promotes the reaction [diisononyl phthalate results in increased expression of DDIT4 protein],increases^expression|increases^reaction,37976928,False,False,indirect/other
diisononyl phthalate,C012125,DDIT4,54541,protein,DDIT4 protein promotes the reaction [diisononyl phthalate results in increased expression of ATG5 protein],increases^expression|increases^reaction,37976928,False,False,indirect/other
diisononyl phthalate,C012125,DDIT4,54541,protein,DDIT4 protein promotes the reaction [diisononyl phthalate results in increased expression of BECN1 protein],increases^expression|increases^reaction,37976928,False,False,indirect/other
diisononyl phthalate,C012125,DDIT4,54541,protein,DDIT4 protein promotes the reaction [diisononyl phthalate results in increased expression of MAP1LC3B protein],increases^expression|increases^reaction,37976928,False,False,indirect/other
diisononyl phthalate,C012125,DDIT4,54541,protein,DDIT4 protein promotes the reaction [diisononyl phthalate results in increased expression of SQSTM1 protein],increases^expression|increases^reaction,37976928,False,False,indirect/other
diisononyl phthalate,C012125,DDIT4,54541,mRNA,diisononyl phthalate results in increased expression of DDIT4 mRNA,increases^expression,37976928,False,True,single-chemical statement
diisononyl phthalate,C012125,DDIT4,54541,protein,diisononyl phthalate results in increased expression of DDIT4 protein,increases^expression,37976928,False,True,single-chemical statement
diisononyl phthalate,C012125,DKK1,22943,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of DKK1 mRNA,affects^cotreatment|decreases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,DPT,1805,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of DPT mRNA,affects^cotreatment|decreases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,DUSP1,1843,mRNA,[diisononyl phthalate co-treated with Diethylhexyl Phthalate] promotes the reaction [Dexamethasone results in increased expression of DUSP1 mRNA],affects^cotreatment|increases^expression|increases^reaction,32998617,True,False,co-treatment
diisononyl phthalate,C012125,DUSP1,1843,mRNA,diisononyl phthalate promotes the reaction [Dexamethasone results in increased expression of DUSP1 mRNA],increases^expression|increases^reaction,32998617,False,True,single-chemical statement
diisononyl phthalate,C012125,ESR1,2099,protein,diisononyl phthalate inhibits the reaction [Estradiol results in increased activity of ESR1 protein],decreases^reaction|increases^activity,28571686,False,True,single-chemical statement
diisononyl phthalate,C012125,FLG,2312,gene,[FLG gene polymorphism affects the susceptibility to diisononyl phthalate] which affects the abundance of monoisononylphthalate,affects^abundance|affects^response to substance,24380925,False,False,indirect/other
diisononyl phthalate,C012125,GSTA2,2939,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of GSTA2 mRNA,affects^cotreatment|increases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,HPGD,3248,mRNA,8-Bromo Cyclic Adenosine Monophosphate inhibits the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of HPGD mRNA]],affects^cotreatment|decreases^expression|decreases^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,HPGD,3248,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of HPGD mRNA],affects^cotreatment|decreases^expression|decreases^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,HSD3B2,3284,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of HSD3B2 mRNA],affects^cotreatment|affects^reaction|increases^expression,37552060,True,False,co-treatment
