cohort,Patient,Sample,Class,Side,cell_type,cell_type_source,n_cells,total_library_umi,total_umi,detected_cells,mean_cpm_per_cell,mean_log1p_cpm,gene_symbol,pseudobulk_cpm,log1p_pseudobulk_cpm,detection_rate,passes_min_cells
GSE132465,SMC21,SMC21-T,Tumor,Left,B cells,GEO curated,67,426907,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC21,SMC21-T,Tumor,Left,Epithelial cells,GEO curated,1727,34523224,1,1,0.018788370667422862,0.0020324131603889433,CD36,0.028966008504883553,0.02855442278334285,0.0005790387955993051,True
GSE132465,SMC21,SMC21-T,Tumor,Left,Myeloids,GEO curated,62,506347,21,12,37.17056598437374,0.9873197732103524,CD36,41.473534947377985,3.7488811748472486,0.1935483870967742,True
GSE132465,SMC21,SMC21-T,Tumor,Left,Stromal cells,GEO curated,4,24339,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC21,SMC21-T,Tumor,Left,T cells,GEO curated,488,1608258,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC22,SMC22-T,Tumor,Left,B cells,GEO curated,23,152000,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC22,SMC22-T,Tumor,Left,Epithelial cells,GEO curated,1902,45030035,1,1,0.024666308018548078,0.0020344033866574363,CD36,0.022207400016455683,0.021964406629747413,0.0005257623554153522,True
GSE132465,SMC22,SMC22-T,Tumor,Left,Myeloids,GEO curated,86,489899,14,8,31.16092019539367,0.49308126947097297,CD36,28.577318998405794,3.3870078175565324,0.09302325581395349,True
GSE132465,SMC22,SMC22-T,Tumor,Left,Stromal cells,GEO curated,16,139049,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC22,SMC22-T,Tumor,Left,T cells,GEO curated,336,963590,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC23,SMC23-T,Tumor,Right,B cells,GEO curated,118,1512058,1,1,0.3284337585236771,0.03120966301067911,CD36,0.661350292118424,0.5076307007013927,0.00847457627118644,True
GSE132465,SMC23,SMC23-T,Tumor,Right,Epithelial cells,GEO curated,639,6660762,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC23,SMC23-T,Tumor,Right,Myeloids,GEO curated,242,1886877,88,53,45.07031677214149,1.1244767198359362,CD36,46.63791015524594,3.8636288760867328,0.2190082644628099,True
GSE132465,SMC23,SMC23-T,Tumor,Right,Stromal cells,GEO curated,33,391552,4,3,11.513206786277296,0.425628913495493,CD36,10.215756783262504,2.4173196452552705,0.09090909090909091,False
GSE132465,SMC23,SMC23-T,Tumor,Right,T cells,GEO curated,607,1916548,1,1,0.5752257185719676,0.009651393635007588,CD36,0.5217714348923168,0.419875073978462,0.0016474464579901153,True
GSE132465,SMC24,SMC24-T,Tumor,Right,B cells,GEO curated,161,1219195,1,1,2.553939195815626,0.03740043703324395,CD36,0.8202133374890809,0.5989537126197579,0.006211180124223602,True
GSE132465,SMC24,SMC24-T,Tumor,Right,Epithelial cells,GEO curated,317,5969189,2,2,0.40421624676063495,0.025258740478434804,CD36,0.33505389090544796,0.28897165875689507,0.006309148264984227,True
GSE132465,SMC24,SMC24-T,Tumor,Right,Myeloids,GEO curated,379,2426232,87,54,38.41811896664565,0.7613748143343413,CD36,35.858071280899765,3.6070746253409007,0.1424802110817942,True
GSE132465,SMC24,SMC24-T,Tumor,Right,Stromal cells,GEO curated,55,842647,12,2,9.771265615878384,0.2034804698404863,CD36,14.240838690459944,2.7239785809266963,0.03636363636363636,True
GSE132465,SMC24,SMC24-T,Tumor,Right,T cells,GEO curated,668,2032399,1,1,0.6112723511735206,0.009003774711225558,CD36,0.49202937021716703,0.40013718671996895,0.0014970059880239522,True
GSE132465,SMC25,SMC25-T,Tumor,Left,B cells,GEO curated,257,1677009,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC25,SMC25-T,Tumor,Left,Epithelial cells,GEO curated,416,10083173,3,3,1.1424822668073646,0.029175787180374963,CD36,0.29752539205664724,0.26045890585227227,0.007211538461538462,True
GSE132465,SMC25,SMC25-T,Tumor,Left,Myeloids,GEO curated,76,480862,58,33,135.7330084345426,2.356116298400219,CD36,120.61672579659029,4.800874507742582,0.4342105263157895,True
GSE132465,SMC25,SMC25-T,Tumor,Left,Stromal cells,GEO curated,27,190601,3,2,23.978613650108382,0.4282042346486477,CD36,15.739686570374761,2.817782341491466,0.07407407407407407,False
GSE132465,SMC25,SMC25-T,Tumor,Left,T cells,GEO curated,856,2045354,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE188711,JCA,JCA,Tumor,Left,B_Plasma,Marker-inferred from 10X UMI,843,8171637,7,4,0.9298059434892963,0.024619630174645826,CD36,0.8566215068045729,0.6187584418897636,0.004744958481613286,True
GSE188711,JCA,JCA,Tumor,Left,Endothelial,Marker-inferred from 10X UMI,62,489334,61,10,187.56215495100514,1.077813819304554,CD36,124.65923070949495,4.833573724956181,0.16129032258064516,True
GSE188711,JCA,JCA,Tumor,Left,Epithelial,Marker-inferred from 10X UMI,2223,33223638,4,4,0.28841624000856425,0.007932658833436745,CD36,0.12039620706197196,0.11368237905532635,0.001799370220422852,True
GSE188711,JCA,JCA,Tumor,Left,Fibroblast,Marker-inferred from 10X UMI,167,1483108,34,7,18.28087096418287,0.2382962795701945,CD36,22.92483082823368,3.1749168663937968,0.041916167664670656,True
GSE188711,JCA,JCA,Tumor,Left,Mast,Marker-inferred from 10X UMI,43,163847,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE188711,JCA,JCA,Tumor,Left,Myeloid,Marker-inferred from 10X UMI,386,2847016,173,81,45.115279175582835,1.0577627867825359,CD36,60.76537680153536,4.123342961537405,0.20984455958549222,True
GSE188711,JCA,JCA,Tumor,Left,Neutrophil,Marker-inferred from 10X UMI,246,404867,19,7,11.966929726079842,0.16280589736615544,CD36,46.92899149597275,3.869720571764541,0.028455284552845527,True
GSE188711,JCA,JCA,Tumor,Left,T_NK,Marker-inferred from 10X UMI,1005,3935276,2,2,0.5525289651187504,0.011182487645965196,CD36,0.5082235655135752,0.41093251159046235,0.001990049751243781,True
GSE188711,JCA,JCA,Tumor,Left,Unclassified,Marker-inferred from 10X UMI,21,21156,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,B_Plasma,Marker-inferred from 10X UMI,1329,9387302,13,11,1.733917369272603,0.04250931799342142,CD36,1.3848494487553507,0.8691359981362946,0.008276899924755455,True
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,Endothelial,Marker-inferred from 10X UMI,237,1363064,21,9,40.088271827774896,0.2158488841135004,CD36,15.40646660758409,2.7976755624527243,0.0379746835443038,True
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,Epithelial,Marker-inferred from 10X UMI,459,8085764,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,Fibroblast,Marker-inferred from 10X UMI,696,4619265,54,18,18.104325519218737,0.15487761469741865,CD36,11.690171488321194,2.54082779529308,0.02586206896551724,True
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,Mast,Marker-inferred from 10X UMI,103,464267,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,Myeloid,Marker-inferred from 10X UMI,1321,8426403,172,106,21.96338794884018,0.42588045251658474,CD36,20.412031088472744,3.0639529644482923,0.08024224072672217,True
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,Neutrophil,Marker-inferred from 10X UMI,162,333915,16,12,34.70132480736981,0.44259255693810673,CD36,47.91638590659299,3.8901124304650487,0.07407407407407407,True
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,T_NK,Marker-inferred from 10X UMI,2167,7306819,4,2,0.29555719819267273,0.005320641662651305,CD36,0.5474338422780145,0.4365979733076694,0.0009229349330872173,True
GSE188711,LS-CRC3,LS-CRC3,Tumor,Left,Unclassified,Marker-inferred from 10X UMI,28,45120,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,B_Plasma,Marker-inferred from 10X UMI,1373,19531385,13,10,1.1546934209857234,0.034797087424170765,CD36,0.6655953994045993,0.5101826567497523,0.007283321194464676,True
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,Endothelial,Marker-inferred from 10X UMI,91,894597,89,12,97.83945215916313,0.8133428730555499,CD36,99.48613733334675,4.610019781003325,0.13186813186813187,True
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,Epithelial,Marker-inferred from 10X UMI,437,7956128,2,2,0.16095513695453328,0.014561344836487824,CD36,0.25137856002316705,0.2242457916426196,0.004576659038901602,True
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,Fibroblast,Marker-inferred from 10X UMI,195,1820946,50,10,33.930456696783274,0.3276902144978822,CD36,27.458255214597248,3.348438284197604,0.05128205128205128,True
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,Mast,Marker-inferred from 10X UMI,157,708420,1,1,0.73321362398899,0.030283930629455245,CD36,1.4115919934502132,0.8802871076119334,0.006369426751592357,True
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,Myeloid,Marker-inferred from 10X UMI,644,5158257,471,156,65.72365689666265,1.2672884676462206,CD36,91.30991340679613,4.52515153993203,0.2422360248447205,True
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,Neutrophil,Marker-inferred from 10X UMI,374,624089,16,10,3.9853572006738607,0.13145249147745022,CD36,25.63736902909681,3.2823150806260433,0.026737967914438502,True
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,T_NK,Marker-inferred from 10X UMI,2937,14289283,3,3,0.20374378221867379,0.005413747336380889,CD36,0.20994755300178464,0.19057701404261998,0.0010214504596527069,True
GSE188711,RS-CRC1,RS-CRC1,Tumor,Right,Unclassified,Marker-inferred from 10X UMI,38,40452,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE188711,R_CRC3,R_CRC3,Tumor,Right,B_Plasma,Marker-inferred from 10X UMI,2130,14241551,5,3,0.3500170519676522,0.007551314953856978,CD36,0.35108535580148537,0.30090823670213374,0.0014084507042253522,True
GSE188711,R_CRC3,R_CRC3,Tumor,Right,Endothelial,Marker-inferred from 10X UMI,86,447562,30,9,91.0455634739956,0.6046108471573733,CD36,67.02981933229363,4.219946128647043,0.10465116279069768,True
GSE188711,R_CRC3,R_CRC3,Tumor,Right,Epithelial,Marker-inferred from 10X UMI,470,9022703,1,1,0.16245396460777928,0.009251880975531509,CD36,0.11083153241329123,0.10510886316795656,0.002127659574468085,True
GSE188711,R_CRC3,R_CRC3,Tumor,Right,Fibroblast,Marker-inferred from 10X UMI,75,386462,17,4,28.68605137222364,0.3345024683769146,CD36,43.98880096878865,3.806413591437447,0.05333333333333334,True
GSE188711,R_CRC3,R_CRC3,Tumor,Right,Mast,Marker-inferred from 10X UMI,61,245373,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE188711,R_CRC3,R_CRC3,Tumor,Right,Myeloid,Marker-inferred from 10X UMI,241,1307268,74,36,47.97510262239911,0.7798216472770679,CD36,56.60660247171965,4.053637187377892,0.14937759336099585,True
GSE188711,R_CRC3,R_CRC3,Tumor,Right,Neutrophil,Marker-inferred from 10X UMI,116,113204,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE188711,R_CRC3,R_CRC3,Tumor,Right,T_NK,Marker-inferred from 10X UMI,1286,3841663,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE188711,R_CRC3,R_CRC3,Tumor,Right,Unclassified,Marker-inferred from 10X UMI,31,31638,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE188711,R_CRC4,R_CRC4,Tumor,Right,B_Plasma,Marker-inferred from 10X UMI,1070,6243611,2,2,1.8679272889085876,0.011030625110423374,CD36,0.3203274515340562,0.2778797751781494,0.001869158878504673,True
GSE188711,R_CRC4,R_CRC4,Tumor,Right,Endothelial,Marker-inferred from 10X UMI,137,576985,357,43,639.4436482121096,2.3093850013939776,CD36,618.7335892614193,6.429289690954252,0.31386861313868614,True
GSE188711,R_CRC4,R_CRC4,Tumor,Right,Epithelial,Marker-inferred from 10X UMI,2468,25974252,36,18,2.311746095438339,0.03638143820157801,CD36,1.3859879391329537,0.8696132688150666,0.007293354943273906,True
GSE188711,R_CRC4,R_CRC4,Tumor,Right,Fibroblast,Marker-inferred from 10X UMI,415,1531285,169,49,137.41448030357907,0.8010348405895337,CD36,110.36482431421976,4.712811517434923,0.1180722891566265,True
GSE188711,R_CRC4,R_CRC4,Tumor,Right,Mast,Marker-inferred from 10X UMI,280,795425,1,1,2.6692291266282298,0.023635415796256245,CD36,1.2571895527548167,0.8141204786929648,0.0035714285714285713,True
GSE188711,R_CRC4,R_CRC4,Tumor,Right,Myeloid,Marker-inferred from 10X UMI,590,2833569,290,119,96.04197497979455,1.1761834304951846,CD36,102.34442852812126,4.6380673758998165,0.2016949152542373,True
GSE188711,R_CRC4,R_CRC4,Tumor,Right,Neutrophil,Marker-inferred from 10X UMI,45,92196,5,3,29.12071280224749,0.4012556710375744,CD36,54.2322877348258,4.011547705014778,0.06666666666666667,False
GSE188711,R_CRC4,R_CRC4,Tumor,Right,T_NK,Marker-inferred from 10X UMI,1389,2979801,9,8,1.7999088748375094,0.032278827761976374,CD36,3.0203359217612182,1.3913654617669364,0.005759539236861051,True
GSE188711,R_CRC4,R_CRC4,Tumor,Right,Unclassified,Marker-inferred from 10X UMI,77,266967,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE188711,WGC,WGC,Tumor,Left,B_Plasma,Marker-inferred from 10X UMI,1406,16181665,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE188711,WGC,WGC,Tumor,Left,Endothelial,Marker-inferred from 10X UMI,53,383451,18,3,41.81692262990745,0.36760072401068644,CD36,46.94211255153853,3.8699942946089383,0.05660377358490566,True
GSE188711,WGC,WGC,Tumor,Left,Epithelial,Marker-inferred from 10X UMI,906,11856735,1,1,0.6593505133703098,0.0070576290367975305,CD36,0.084340250498978,0.0809717379902567,0.0011037527593818985,True
GSE188711,WGC,WGC,Tumor,Left,Fibroblast,Marker-inferred from 10X UMI,169,1185653,18,5,13.593365017846201,0.17709616274734552,CD36,15.181507574307155,2.783869082463304,0.029585798816568046,True
GSE188711,WGC,WGC,Tumor,Left,Mast,Marker-inferred from 10X UMI,47,134610,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE188711,WGC,WGC,Tumor,Left,Myeloid,Marker-inferred from 10X UMI,354,2229173,86,49,35.514903788805704,0.7208976463540046,CD36,38.579329643773725,3.6783070032895493,0.1384180790960452,True
GSE188711,WGC,WGC,Tumor,Left,Neutrophil,Marker-inferred from 10X UMI,259,359662,9,3,10.597539218687116,0.07663550439587548,CD36,25.023494280741364,3.258999756179486,0.011583011583011582,True
GSE188711,WGC,WGC,Tumor,Left,T_NK,Marker-inferred from 10X UMI,1541,5744610,2,2,0.4023327207891069,0.0074290360274145715,CD36,0.3481524420282665,0.29873509365426065,0.0012978585334198572,True
GSE188711,WGC,WGC,Tumor,Left,Unclassified,Marker-inferred from 10X UMI,36,56023,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac1,T_cac1,Tumor,Right,B_Plasma,Marker-inferred from raw UMI,131,798665,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac1,T_cac1,Tumor,Right,Endothelial,Marker-inferred from raw UMI,31,104559,4,2,60.66646175194782,0.4222226688810849,CD36,38.25591292954217,3.6701020807685887,0.06451612903225806,False
GSE200997,cac1,T_cac1,Tumor,Right,Epithelial,Marker-inferred from raw UMI,1278,5835572,3,3,0.6019277378654009,0.012600446380044162,CD36,0.5140884218376536,0.41481355610885856,0.002347417840375587,True
GSE200997,cac1,T_cac1,Tumor,Right,Fibroblast,Marker-inferred from raw UMI,99,411958,6,2,15.640613466635235,0.12808542634444772,CD36,14.564591536030372,2.7449985610841097,0.020202020202020204,True
GSE200997,cac1,T_cac1,Tumor,Right,Mast,Marker-inferred from raw UMI,1,1517,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac1,T_cac1,Tumor,Right,Myeloid,Marker-inferred from raw UMI,78,238870,31,11,103.60564781454474,0.8962149843036159,CD36,129.7777033532884,4.8734989608326424,0.14102564102564102,True
GSE200997,cac1,T_cac1,Tumor,Right,Neutrophil,Marker-inferred from raw UMI,2,1117,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac1,T_cac1,Tumor,Right,T_NK,Marker-inferred from raw UMI,70,93950,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac1,T_cac1,Tumor,Right,Unclassified,Marker-inferred from raw UMI,6,4813,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac10,B_cac10,Normal,Left,B_Plasma,Marker-inferred from raw UMI,1312,3929709,1,1,0.34317655198163866,0.004658548987267698,CD36,0.25447176877473626,0.22671458260518826,0.0007621951219512195,True
GSE200997,cac10,B_cac10,Normal,Left,Endothelial,Marker-inferred from raw UMI,5,11983,2,1,179.2114695340502,1.359823958551588,CD36,166.90311274305265,5.12338710317938,0.2,False
GSE200997,cac10,B_cac10,Normal,Left,Epithelial,Marker-inferred from raw UMI,364,674973,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac10,B_cac10,Normal,Left,Fibroblast,Marker-inferred from raw UMI,15,41628,1,1,59.95203836930455,0.4535137643559807,CD36,24.022292687614105,3.2197671350378148,0.06666666666666667,False
GSE200997,cac10,B_cac10,Normal,Left,Mast,Marker-inferred from raw UMI,5,8692,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac10,B_cac10,Normal,Left,Myeloid,Marker-inferred from raw UMI,12,27021,1,1,14.535728821443108,0.4306027461626624,CD36,37.008252840383406,3.6378033161563113,0.08333333333333333,False
GSE200997,cac10,B_cac10,Normal,Left,T_NK,Marker-inferred from raw UMI,1047,2333069,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac10,B_cac10,Normal,Left,Unclassified,Marker-inferred from raw UMI,83,53014,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac10,T_cac10,Tumor,Left,B_Plasma,Marker-inferred from raw UMI,286,1313702,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac10,T_cac10,Tumor,Left,Epithelial,Marker-inferred from raw UMI,56,196300,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac10,T_cac10,Tumor,Left,Fibroblast,Marker-inferred from raw UMI,1,5108,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac10,T_cac10,Tumor,Left,Mast,Marker-inferred from raw UMI,2,1366,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac10,T_cac10,Tumor,Left,Myeloid,Marker-inferred from raw UMI,7,19644,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac10,T_cac10,Tumor,Left,T_NK,Marker-inferred from raw UMI,341,940715,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac10,T_cac10,Tumor,Left,Unclassified,Marker-inferred from raw UMI,8,5982,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac11,B_cac11,Normal,Right,B_Plasma,Marker-inferred from raw UMI,1653,8450160,1,1,0.1758606620802206,0.0034335861490206363,CD36,0.11834095449080254,0.11184629647818925,0.0006049606775559589,True
GSE200997,cac11,B_cac11,Normal,Right,Endothelial,Marker-inferred from raw UMI,15,36942,3,2,77.69871601398897,0.8409328536714736,CD36,81.20838070488874,4.40925725191238,0.13333333333333333,False
GSE200997,cac11,B_cac11,Normal,Right,Epithelial,Marker-inferred from raw UMI,458,618116,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac11,B_cac11,Normal,Right,Fibroblast,Marker-inferred from raw UMI,26,123849,10,2,145.00106259210773,0.5703169549589523,CD36,80.74348601926539,4.403586124881081,0.07692307692307693,False
GSE200997,cac11,B_cac11,Normal,Right,Mast,Marker-inferred from raw UMI,4,5681,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac11,B_cac11,Normal,Right,Myeloid,Marker-inferred from raw UMI,20,82119,1,1,51.706308169596696,0.34711392976338357,CD36,12.177449798463206,2.578507020099536,0.05,False
GSE200997,cac11,B_cac11,Normal,Right,Neutrophil,Marker-inferred from raw UMI,2,17878,2,1,122.6241569589209,2.753170216497306,CD36,111.86933661483387,4.726230836523435,0.5,False
GSE200997,cac11,B_cac11,Normal,Right,T_NK,Marker-inferred from raw UMI,2456,9952084,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac11,B_cac11,Normal,Right,Unclassified,Marker-inferred from raw UMI,11,7819,1,1,128.76641771825908,0.6596910064882062,CD36,127.89359253101419,4.858987199873419,0.09090909090909091,False
GSE200997,cac11,T_cac11,Tumor,Right,B_Plasma,Marker-inferred from raw UMI,551,4004059,2,1,0.41625734694217353,0.00987229354693004,CD36,0.4994931393368579,0.40512714389593174,0.0018148820326678765,True
GSE200997,cac11,T_cac11,Tumor,Right,Epithelial,Marker-inferred from raw UMI,833,3624130,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac11,T_cac11,Tumor,Right,Fibroblast,Marker-inferred from raw UMI,8,49620,1,1,11.266336187471834,0.5640368280739103,CD36,20.15316404675534,3.0517894946226765,0.125,False
GSE200997,cac11,T_cac11,Tumor,Right,Mast,Marker-inferred from raw UMI,6,18554,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac11,T_cac11,Tumor,Right,Myeloid,Marker-inferred from raw UMI,40,208021,6,6,42.28950921042359,0.7991445598493582,CD36,28.8432417880887,3.3959584084457854,0.15,False
GSE200997,cac11,T_cac11,Tumor,Right,Neutrophil,Marker-inferred from raw UMI,3,7872,1,1,77.26781023025808,1.8167314841309727,CD36,127.03252032520325,4.85228429669121,0.3333333333333333,False
GSE200997,cac11,T_cac11,Tumor,Right,T_NK,Marker-inferred from raw UMI,1408,6144560,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac11,T_cac11,Tumor,Right,Unclassified,Marker-inferred from raw UMI,17,14706,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac12,T_cac12,Tumor,Right,B_Plasma,Marker-inferred from raw UMI,1199,6789661,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac12,T_cac12,Tumor,Right,Endothelial,Marker-inferred from raw UMI,4,7819,2,1,167.000668002672,1.6264470135392888,CD36,255.78718506202839,5.548247668164208,0.25,False
GSE200997,cac12,T_cac12,Tumor,Right,Epithelial,Marker-inferred from raw UMI,348,1267640,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac12,T_cac12,Tumor,Right,Fibroblast,Marker-inferred from raw UMI,2,14048,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac12,T_cac12,Tumor,Right,Mast,Marker-inferred from raw UMI,2,4110,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac12,T_cac12,Tumor,Right,Myeloid,Marker-inferred from raw UMI,38,107998,13,7,119.23525759337095,1.143681062323536,CD36,120.37259949258319,4.798865148805884,0.18421052631578946,False
GSE200997,cac12,T_cac12,Tumor,Right,Neutrophil,Marker-inferred from raw UMI,1,557,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac12,T_cac12,Tumor,Right,T_NK,Marker-inferred from raw UMI,2439,5578411,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac12,T_cac12,Tumor,Right,Unclassified,Marker-inferred from raw UMI,20,15875,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac13,T_cac13,Tumor,Right,B_Plasma,Marker-inferred from raw UMI,1128,5345136,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac13,T_cac13,Tumor,Right,Endothelial,Marker-inferred from raw UMI,8,8031,1,1,75.52870090634441,0.8007009877687208,CD36,124.51749470800648,4.832445148920349,0.125,False
GSE200997,cac13,T_cac13,Tumor,Right,Epithelial,Marker-inferred from raw UMI,28,145977,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac13,T_cac13,Tumor,Right,Fibroblast,Marker-inferred from raw UMI,4,8252,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac13,T_cac13,Tumor,Right,Mast,Marker-inferred from raw UMI,18,22748,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac13,T_cac13,Tumor,Right,Myeloid,Marker-inferred from raw UMI,11,28561,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac13,T_cac13,Tumor,Right,Neutrophil,Marker-inferred from raw UMI,1,1168,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac13,T_cac13,Tumor,Right,T_NK,Marker-inferred from raw UMI,1445,1875399,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac13,T_cac13,Tumor,Right,Unclassified,Marker-inferred from raw UMI,17,12157,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac14,B_cac14,Normal,Left,B_Plasma,Marker-inferred from raw UMI,1493,6849127,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac14,B_cac14,Normal,Left,Endothelial,Marker-inferred from raw UMI,14,29149,2,1,214.5002145002145,0.5719786437536882,CD36,68.61298843871145,4.242951165428596,0.07142857142857142,False
GSE200997,cac14,B_cac14,Normal,Left,Epithelial,Marker-inferred from raw UMI,174,375509,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE200997,cac14,B_cac14,Normal,Left,Fibroblast,Marker-inferred from raw UMI,57,162408,47,10,450.7759057765177,1.3388610998385393,CD36,289.3946111029013,5.671240725970271,0.17543859649122806,True
GSE200997,cac14,B_cac14,Normal,Left,Mast,Marker-inferred from raw UMI,12,32147,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac14,B_cac14,Normal,Left,Myeloid,Marker-inferred from raw UMI,21,94755,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac14,B_cac14,Normal,Left,Neutrophil,Marker-inferred from raw UMI,6,3974,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac14,B_cac14,Normal,Left,T_NK,Marker-inferred from raw UMI,2956,10120586,1,1,0.07206966195869198,0.0018153427601791897,CD36,0.09880850772870267,0.09422641795445887,0.00033829499323410016,True
GSE200997,cac14,B_cac14,Normal,Left,Unclassified,Marker-inferred from raw UMI,35,36906,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE200997,cac14,T_cac14,Tumor,Left,B_Plasma,Marker-inferred from raw UMI,826,3350841,1,1,0.6953783762358612,0.007693747099772795,CD36,0.2984325427556843,0.261157800640818,0.0012106537530266344,True
GSE200997,cac14,T_cac14,Tumor,Left,Endothelial,Marker-inferred from raw UMI,22,84826,5,2,43.28112945254917,0.5358846987507707,CD36,58.94419163935586,4.0934139900300055,0.09090909090909091,False
GSE200997,cac14,T_cac14,Tumor,Left,Epithelial,Marker-inferred from raw UMI,1038,2576174,1,1,0.1834331943643453,0.005062027532649028,CD36,0.3881725380350861,0.3279881613008498,0.0009633911368015414,True
