test_id,biomarker,matrix,exposure_axis,male_enhanced_outcome_id,male_enhanced_outcome_name,male_enhanced_male_beta,male_enhanced_female_beta,male_enhanced_interaction_beta,male_enhanced_interaction_p,male_enhanced_fixed406_q,male_enhanced_pooled_n,male_enhanced_cases,female_enhanced_outcome_id,female_enhanced_outcome_name,female_enhanced_male_beta,female_enhanced_female_beta,female_enhanced_interaction_beta,female_enhanced_interaction_p,female_enhanced_fixed406_q,female_enhanced_pooled_n,female_enhanced_cases,male_endpoint_sign_rule,female_endpoint_sign_rule,male_interaction_direction_supported,female_interaction_direction_supported,strict_directional_pair,male_endpoint_fixed406_q_lt_0_05,female_endpoint_fixed406_q_lt_0_05,both_endpoints_fixed406_q_lt_0_05,at_least_one_endpoint_fixed406_q_lt_0_05
NHANES_LBXPFDE,LBXPFDE,serum_or_blood,PFAS exposure axis,myocardial_infarction,Myocardial infarction,0.081505411768862,-0.0354856896699706,-0.1665340673103753,0.0892260908156241,0.4312594389421832,11937,566,any_cancer_history,Any cancer history,-0.0612989263044024,0.0629596948213681,0.1031661533034596,0.2013877059920767,0.601201534064582,11948,1125,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,liver_disease,Liver disease,0.0954739801133374,-0.1153951713686721,-0.117128423156152,0.3552281338072761,0.7396031914141237,11940,448,emphysema,Emphysema,-0.0577227219519707,0.0280946296119263,0.0019169847850758,0.9899085775652596,0.9912108849139134,11941,235,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,myocardial_infarction,Myocardial infarction,0.1859232044978858,-0.1044617348543583,-0.3353845470127669,0.0004648404675788,0.0209694699818886,11937,566,any_cancer_history,Any cancer history,-0.1110186389050536,0.0404749346586444,0.0765491581582167,0.2459874152031764,0.6310195602564094,11948,1125,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,True,False,False,True
NHANES_LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,myocardial_infarction,Myocardial infarction,0.1859232044978858,-0.1044617348543583,-0.3353845470127669,0.0004648404675788,0.0209694699818886,11937,566,emphysema,Emphysema,-0.0577227219519707,0.0280946296119263,0.0019169847850758,0.9899085775652596,0.9912108849139134,11941,235,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,True,False,False,True
NHANES_LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,obesity,Obesity,0.0179850662206895,-0.1080894193359137,-0.1123998469104497,0.0382554041466267,0.2892197661621588,11803,4429,any_cancer_history,Any cancer history,-0.1110186389050536,0.0404749346586444,0.0765491581582167,0.2459874152031764,0.6310195602564094,11948,1125,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,obesity,Obesity,0.0179850662206895,-0.1080894193359137,-0.1123998469104497,0.0382554041466267,0.2892197661621588,11803,4429,emphysema,Emphysema,-0.0577227219519707,0.0280946296119263,0.0019169847850758,0.9899085775652596,0.9912108849139134,11941,235,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,stroke,Stroke,0.1257718498390209,-0.1417420403844581,-0.2219221386886599,0.0378695955634232,0.2892197661621588,11936,468,any_cancer_history,Any cancer history,-0.1110186389050536,0.0404749346586444,0.0765491581582167,0.2459874152031764,0.6310195602564094,11948,1125,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,stroke,Stroke,0.1257718498390209,-0.1417420403844581,-0.2219221386886599,0.0378695955634232,0.2892197661621588,11936,468,emphysema,Emphysema,-0.0577227219519707,0.0280946296119263,0.0019169847850758,0.9899085775652596,0.9912108849139134,11941,235,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXBPH,URXBPH,urine,bisphenol exposure axis,liver_disease,Liver disease,0.0400901308544764,-0.1274474301821552,-0.1861468731876972,0.074157274675702,0.3979861861784668,7740,269,T2D,Type 2 diabetes,-0.004562646880845,0.0812925392731359,0.0956202319472342,0.095989611580202,0.4531602593204885,7294,1021,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXBPH,URXBPH,urine,bisphenol exposure axis,liver_disease,Liver disease,0.0400901308544764,-0.1274474301821552,-0.1861468731876972,0.074157274675702,0.3979861861784668,7740,269,any_cancer_history,Any cancer history,-0.02269214015963,0.0207182757562195,0.0549386263064333,0.3680554272088257,0.7509070524963981,7739,678,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXBPH,URXBPH,urine,bisphenol exposure axis,liver_disease,Liver disease,0.0400901308544764,-0.1274474301821552,-0.1861468731876972,0.074157274675702,0.3979861861784668,7740,269,emphysema,Emphysema,-0.001534324042134,0.1053633693484461,0.0614444758939559,0.6695385259125552,0.9341327887302316,7742,157,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXCOP,URXCOP,urine,DINP-related exposure axis,emphysema,Emphysema,0.0002784841994671,-0.118011769897571,-0.1362699511302492,0.159181410004028,0.571926127979074,10975,203,T2D,Type 2 diabetes,-0.0102502897782424,0.1523371119612364,0.134691973799623,0.0005762428945575,0.0223700772825267,10340,1650,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,True,False,True
NHANES_URXCOP,URXCOP,urine,DINP-related exposure axis,emphysema,Emphysema,0.0002784841994671,-0.118011769897571,-0.1362699511302492,0.159181410004028,0.571926127979074,10975,203,asthma,Asthma,-0.0021423876022801,0.0373421175359571,0.0424978307243924,0.2381265674486196,0.6291707918507088,10978,1563,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXCOP,URXCOP,urine,DINP-related exposure axis,emphysema,Emphysema,0.0002784841994671,-0.118011769897571,-0.1362699511302492,0.159181410004028,0.571926127979074,10975,203,chronic_bronchitis,Chronic bronchitis,-0.0348236799552772,0.1027456498087655,0.0805346259987106,0.1482161890891394,0.5571830812054686,10968,629,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXCOP,URXCOP,urine,DINP-related exposure axis,emphysema,Emphysema,0.0002784841994671,-0.118011769897571,-0.1362699511302492,0.159181410004028,0.571926127979074,10975,203,congestive_heart_failure,Congestive heart failure,-0.0075022998394254,0.0698822489282035,0.0909217778851299,0.3027499869484673,0.7146307831458006,10958,339,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXCOP,URXCOP,urine,DINP-related exposure axis,emphysema,Emphysema,0.0002784841994671,-0.118011769897571,-0.1362699511302492,0.159181410004028,0.571926127979074,10975,203,coronary_heart_disease,Coronary heart disease,-0.0027235302120828,0.0461264904931082,0.0162588352533626,0.7887918533267084,0.9573168049977776,10950,456,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXCOP,URXCOP,urine,DINP-related exposure axis,emphysema,Emphysema,0.0002784841994671,-0.118011769897571,-0.1362699511302492,0.159181410004028,0.571926127979074,10975,203,hypertension,Hypertension,-0.0113582948898892,0.0687101887738382,0.0501676735644961,0.113947345287691,0.4869749703873952,10974,3924,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXCOP,URXCOP,urine,DINP-related exposure axis,emphysema,Emphysema,0.0002784841994671,-0.118011769897571,-0.1362699511302492,0.159181410004028,0.571926127979074,10975,203,stroke,Stroke,-0.0460145997236887,0.0606967998534561,0.0660606457167766,0.2715907928759574,0.6602746222014293,10972,414,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXMBP,URXMBP,urine,phthalate exposure axis,any_cancer_history,Any cancer history,0.0288705613655733,-0.0027731478831769,0.0135237814728452,0.7557534481229304,0.9573168049977776,15221,1355,congestive_heart_failure,Congestive heart failure,-0.0709631216678628,0.0373462087784943,0.1053409516918608,0.1746089097850454,0.5907601447727372,15191,448,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,False,True,False,False,False,False,False
NHANES_URXMBP,URXMBP,urine,phthalate exposure axis,any_cancer_history,Any cancer history,0.0288705613655733,-0.0027731478831769,0.0135237814728452,0.7557534481229304,0.9573168049977776,15221,1355,coronary_heart_disease,Coronary heart disease,-0.013608846997747,0.1122615400314986,0.1251101324517418,0.0473717719409404,0.3170808358969391,15176,629,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,False,True,False,False,False,False,False
NHANES_URXMBP,URXMBP,urine,phthalate exposure axis,any_cancer_history,Any cancer history,0.0288705613655733,-0.0027731478831769,0.0135237814728452,0.7557534481229304,0.9573168049977776,15221,1355,hypertension,Hypertension,-0.0190912488439452,0.0672862670592631,0.1019805254929532,0.0018320088206107,0.0531282557977126,15185,5175,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,False,True,False,False,False,False,False
NHANES_URXMBP,URXMBP,urine,phthalate exposure axis,liver_disease,Liver disease,0.0510061652717087,-0.0064426554051581,-0.0399615009329974,0.5873785181457112,0.8959247999000405,15216,538,congestive_heart_failure,Congestive heart failure,-0.0709631216678628,0.0373462087784943,0.1053409516918608,0.1746089097850454,0.5907601447727372,15191,448,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXMBP,URXMBP,urine,phthalate exposure axis,liver_disease,Liver disease,0.0510061652717087,-0.0064426554051581,-0.0399615009329974,0.5873785181457112,0.8959247999000405,15216,538,coronary_heart_disease,Coronary heart disease,-0.013608846997747,0.1122615400314986,0.1251101324517418,0.0473717719409404,0.3170808358969391,15176,629,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXMBP,URXMBP,urine,phthalate exposure axis,liver_disease,Liver disease,0.0510061652717087,-0.0064426554051581,-0.0399615009329974,0.5873785181457112,0.8959247999000405,15216,538,hypertension,Hypertension,-0.0190912488439452,0.0672862670592631,0.1019805254929532,0.0018320088206107,0.0531282557977126,15185,5175,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXMBP,URXMBP,urine,phthalate exposure axis,thyroid_disease,Thyroid disease,0.0506827261505022,-0.0058755149562256,-0.0563932290847952,0.2692246724481529,0.6602746222014293,12398,1218,congestive_heart_failure,Congestive heart failure,-0.0709631216678628,0.0373462087784943,0.1053409516918608,0.1746089097850454,0.5907601447727372,15191,448,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXMBP,URXMBP,urine,phthalate exposure axis,thyroid_disease,Thyroid disease,0.0506827261505022,-0.0058755149562256,-0.0563932290847952,0.2692246724481529,0.6602746222014293,12398,1218,coronary_heart_disease,Coronary heart disease,-0.013608846997747,0.1122615400314986,0.1251101324517418,0.0473717719409404,0.3170808358969391,15176,629,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXMBP,URXMBP,urine,phthalate exposure axis,thyroid_disease,Thyroid disease,0.0506827261505022,-0.0058755149562256,-0.0563932290847952,0.2692246724481529,0.6602746222014293,12398,1218,hypertension,Hypertension,-0.0190912488439452,0.0672862670592631,0.1019805254929532,0.0018320088206107,0.0531282557977126,15185,5175,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXMHP,URXMHP,urine,DEHP-related exposure axis,arthritis,Arthritis,0.0014974335996984,-0.016628869799472,-0.0334202198118409,0.3524152323936835,0.7396031914141237,15205,3956,asthma,Asthma,-0.0150016609276535,0.0229377618797591,0.0157567403650218,0.6422923081884917,0.9178088620459304,15225,2020,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXMHP,URXMHP,urine,DEHP-related exposure axis,arthritis,Arthritis,0.0014974335996984,-0.016628869799472,-0.0334202198118409,0.3524152323936835,0.7396031914141237,15205,3956,emphysema,Emphysema,-0.1218359506279069,0.0256077728082609,0.1200924468705831,0.1897251380124145,0.6007087062030234,15223,297,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXMHP,URXMHP,urine,DEHP-related exposure axis,arthritis,Arthritis,0.0014974335996984,-0.016628869799472,-0.0334202198118409,0.3524152323936835,0.7396031914141237,15205,3956,hypertension,Hypertension,-0.0488769495428265,0.013002594486047,0.0655082230594182,0.0361421166786202,0.2892197661621588,15185,5175,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXMHP,URXMHP,urine,DEHP-related exposure axis,arthritis,Arthritis,0.0014974335996984,-0.016628869799472,-0.0334202198118409,0.3524152323936835,0.7396031914141237,15205,3956,thyroid_disease,Thyroid disease,-0.0123634489741637,0.0176059125667142,0.0157019195055679,0.800569588048474,0.9573168049977776,12398,1218,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXMHP,URXMHP,urine,DEHP-related exposure axis,chronic_bronchitis,Chronic bronchitis,0.0096969310566403,-0.000605607273622,-0.0365471537866865,0.5351361905542321,0.8647580788163564,15215,880,asthma,Asthma,-0.0150016609276535,0.0229377618797591,0.0157567403650218,0.6422923081884917,0.9178088620459304,15225,2020,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXMHP,URXMHP,urine,DEHP-related exposure axis,chronic_bronchitis,Chronic bronchitis,0.0096969310566403,-0.000605607273622,-0.0365471537866865,0.5351361905542321,0.8647580788163564,15215,880,emphysema,Emphysema,-0.1218359506279069,0.0256077728082609,0.1200924468705831,0.1897251380124145,0.6007087062030234,15223,297,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXMHP,URXMHP,urine,DEHP-related exposure axis,chronic_bronchitis,Chronic bronchitis,0.0096969310566403,-0.000605607273622,-0.0365471537866865,0.5351361905542321,0.8647580788163564,15215,880,hypertension,Hypertension,-0.0488769495428265,0.013002594486047,0.0655082230594182,0.0361421166786202,0.2892197661621588,15185,5175,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXMHP,URXMHP,urine,DEHP-related exposure axis,chronic_bronchitis,Chronic bronchitis,0.0096969310566403,-0.000605607273622,-0.0365471537866865,0.5351361905542321,0.8647580788163564,15215,880,thyroid_disease,Thyroid disease,-0.0123634489741637,0.0176059125667142,0.0157019195055679,0.800569588048474,0.9573168049977776,12398,1218,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXP02,URXP02,urine,PAH exposure axis,thyroid_disease,Thyroid disease,0.1224017348781144,-0.0275158970346648,-0.1041226074874012,0.0228303785085382,0.2439245703806979,10859,1036,any_cancer_history,Any cancer history,-0.0144171126216502,0.0494245369943539,0.1171886603635305,0.0287240013325756,0.2759070580412123,12395,1101,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXP02,URXP02,urine,PAH exposure axis,thyroid_disease,Thyroid disease,0.1224017348781144,-0.0275158970346648,-0.1041226074874012,0.0228303785085382,0.2439245703806979,10859,1036,asthma,Asthma,-0.0401687621344954,0.0205313979722877,0.0822276061252442,0.0463442991675398,0.3170808358969391,12398,1666,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXP02,URXP02,urine,PAH exposure axis,thyroid_disease,Thyroid disease,0.1224017348781144,-0.0275158970346648,-0.1041226074874012,0.0228303785085382,0.2439245703806979,10859,1036,coronary_heart_disease,Coronary heart disease,-0.0728131996819727,0.0786297178885088,0.1282157008339658,0.1072842721996067,0.4869749703873952,12353,525,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXP02,URXP02,urine,PAH exposure axis,thyroid_disease,Thyroid disease,0.1224017348781144,-0.0275158970346648,-0.1041226074874012,0.0228303785085382,0.2439245703806979,10859,1036,hypertension,Hypertension,-0.0041299259069194,0.1045174098998425,0.0722526278030308,0.0195787448847989,0.2148370384656316,12370,4148,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXP04,URXP04,urine,PAH exposure axis,thyroid_disease,Thyroid disease,0.0144378029131745,-0.0432079475947185,-0.0162716445335299,0.715850606431475,0.9573168049977776,12372,1217,asthma,Asthma,-0.0041887113818766,0.0369399225771802,0.0480182444803663,0.2217595102459159,0.6187106316484282,13910,1904,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXP04,URXP04,urine,PAH exposure axis,thyroid_disease,Thyroid disease,0.0144378029131745,-0.0432079475947185,-0.0162716445335299,0.715850606431475,0.9573168049977776,12372,1217,coronary_heart_disease,Coronary heart disease,-0.0225045195206552,0.1368885546478662,0.1315107847416378,0.0740593040596074,0.3979861861784668,13859,592,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXP04,URXP04,urine,PAH exposure axis,thyroid_disease,Thyroid disease,0.0144378029131745,-0.0432079475947185,-0.0162716445335299,0.715850606431475,0.9573168049977776,12372,1217,stroke,Stroke,-0.0223424471961569,0.0683134619914613,0.143848918406235,0.0292722243503407,0.2759070580412123,13903,497,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXP10,URXP10,urine,PAH exposure axis,liver_disease,Liver disease,0.0645470192550426,-0.0184470940907955,-0.0097207419517917,0.9042171444794074,0.9680362298637768,13868,527,T2D,Type 2 diabetes,-0.0287850519006076,0.0311044689987881,0.0726834845120029,0.1124698902191082,0.4869749703873952,13064,1933,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXP10,URXP10,urine,PAH exposure axis,liver_disease,Liver disease,0.0645470192550426,-0.0184470940907955,-0.0097207419517917,0.9042171444794074,0.9680362298637768,13868,527,any_cancer_history,Any cancer history,-0.0236239366111869,0.0115462486301717,0.0956092877900624,0.0954063468061239,0.4531602593204885,13878,1262,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXP10,URXP10,urine,PAH exposure axis,liver_disease,Liver disease,0.0645470192550426,-0.0184470940907955,-0.0097207419517917,0.9042171444794074,0.9680362298637768,13868,527,congestive_heart_failure,Congestive heart failure,-0.050956797880546,0.002491136341509,-0.006292889492539,0.9449609988763604,0.9712763684653224,13851,395,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,False,False,False,False,False,False
NHANES_URXP10,URXP10,urine,PAH exposure axis,liver_disease,Liver disease,0.0645470192550426,-0.0184470940907955,-0.0097207419517917,0.9042171444794074,0.9680362298637768,13868,527,coronary_heart_disease,Coronary heart disease,-0.091376954231452,0.1877711003501325,0.2215730541468608,0.0038279507343944,0.0869521479075525,13832,591,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXP10,URXP10,urine,PAH exposure axis,liver_disease,Liver disease,0.0645470192550426,-0.0184470940907955,-0.0097207419517917,0.9042171444794074,0.9680362298637768,13868,527,hypertension,Hypertension,-0.006943637960545,0.0597067894008392,0.0124514286600045,0.6882918967453361,0.940897340332008,13851,4763,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXP10,URXP10,urine,PAH exposure axis,liver_disease,Liver disease,0.0645470192550426,-0.0184470940907955,-0.0097207419517917,0.9042171444794074,0.9680362298637768,13868,527,stroke,Stroke,-0.1317525644394723,0.0366655793566707,0.1729534105817782,0.0237459363892132,0.2472012865133476,13874,496,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUCD,URXUCD,urine,metal exposure axis,thyroid_disease,Thyroid disease,0.0085150876332355,-0.0369336166265739,-0.0075984151925441,0.904066393944678,0.9680362298637768,12734,1311,arthritis,Arthritis,-0.0561683657617917,0.0287098651689918,0.1406879211550801,0.0002759157284372,0.0147905710618275,12723,3423,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,True,False,True
NHANES_URXUCD,URXUCD,urine,metal exposure axis,thyroid_disease,Thyroid disease,0.0085150876332355,-0.0369336166265739,-0.0075984151925441,0.904066393944678,0.9680362298637768,12734,1311,chronic_bronchitis,Chronic bronchitis,-0.0295688739461552,0.0958223367889774,0.0903897667605687,0.2804114224314555,0.6736511095098873,12725,727,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUCS,URXUCS,urine,metal exposure axis,any_cancer_history,Any cancer history,0.1537193953359966,-0.0212903755721192,-0.1704157940794869,0.0290080200355647,0.2759070580412123,15406,1441,T2D,Type 2 diabetes,-0.0066027106646084,0.0153251324741994,0.0146495035334489,0.8218200307700106,0.9573168049977776,14556,2174,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUCS,URXUCS,urine,metal exposure axis,any_cancer_history,Any cancer history,0.1537193953359966,-0.0212903755721192,-0.1704157940794869,0.0290080200355647,0.2759070580412123,15406,1441,asthma,Asthma,-0.0282293879256773,0.0307789748850948,0.0514451731355945,0.3718930796398333,0.752839472534479,15398,2078,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
