test_id,biomarker,exposure_axis,ranking_method,destination_sex,outcome_id,outcome_name,organ_system_id,organ_system_name,sex_beta,sex_se,sex_z,beta_interaction,p_interaction,bh_q_interaction_fixed406,interaction_direction_supports_destination,primary_interaction_sign,creatinine_beta,creatinine_direction_agrees,loco_successful_n,loco_min_beta,loco_max_beta,loco_sign_reversals,winsor_beta,tail_delete_beta,lod_beta,cycle_heterogeneity_p,cycle_heterogeneity_status
NHANES_URXUCO,URXUCO,metal exposure axis,effect,male,obesity,Obesity,metabolic,Metabolic,0.162970450544268,0.0400929062956352,4.0648200792071325,-0.0076145473697541,0.8687603501914806,0.9661358669209712,True,-1.0,-0.0076145473697542,True,10,-0.0213698379388055,0.0256556305817563,2,-0.0174979410647973,-0.0290360392765662,-0.005767578258905,0.6550962715829565,ok
NHANES_URXUCO,URXUCO,metal exposure axis,effect,female,congestive_heart_failure,Congestive heart failure,cardiovascular,Cardiovascular,0.2610947391180798,0.0675253906759276,3.86661575008345,0.1935611190384017,0.0313457945060621,0.2828087237658048,True,1.0,0.1935611190384019,True,10,0.0986112984711959,0.2343373736189448,0,0.1993268265687743,0.1614360232678676,0.1956239144172171,0.1648089043263158,ok
NHANES_URXUCO,URXUCO,metal exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.162970450544268,0.0400929062956352,4.0648200792071325,-0.0076145473697541,0.8687603501914806,0.9661358669209712,True,-1.0,-0.0076145473697542,True,10,-0.0213698379388055,0.0256556305817563,2,-0.0174979410647973,-0.0290360392765662,-0.005767578258905,0.6550962715829565,ok
NHANES_URXUCO,URXUCO,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1353837524647038,0.0243978103427169,5.549012413940574,-0.0076145473697541,0.8687603501914806,0.9661358669209712,False,-1.0,-0.0076145473697542,True,10,-0.0213698379388055,0.0256556305817563,2,-0.0174979410647973,-0.0290360392765662,-0.005767578258905,0.6550962715829565,ok
NHANES_URXUCS,URXUCS,metal exposure axis,effect,male,any_cancer_history,Any cancer history,cancer,Cancer,0.1537193953359966,0.0685855617356902,2.2412792349560196,-0.1704157940794869,0.0290080200355647,0.2759070580412123,True,-1.0,-0.1704157940794869,True,10,-0.2053944239849111,-0.1454332893692427,0,-0.1575975982571257,-0.1447971301193909,-0.1703488481422302,0.8759204846601854,ok
NHANES_URXUCS,URXUCS,metal exposure axis,effect,female,obesity,Obesity,metabolic,Metabolic,0.1895988483448815,0.0283389449044831,6.690398989232932,0.0581824576049001,0.1923451522324951,0.6007087062030234,True,1.0,0.0581824576049001,True,10,0.0192120615693053,0.0826966117060501,0,0.0617636031084614,0.0755628578900732,0.0555970453298893,0.1283918503421131,ok
NHANES_URXUCS,URXUCS,metal exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.1375644141090563,0.0358532070506515,3.836878913362272,0.0581824576049001,0.1923451522324951,0.6007087062030234,False,1.0,0.0581824576049001,True,10,0.0192120615693053,0.0826966117060501,0,0.0617636031084614,0.0755628578900732,0.0555970453298893,0.1283918503421131,ok
NHANES_URXUCS,URXUCS,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1895988483448815,0.0283389449044831,6.690398989232932,0.0581824576049001,0.1923451522324951,0.6007087062030234,True,1.0,0.0581824576049001,True,10,0.0192120615693053,0.0826966117060501,0,0.0617636031084614,0.0755628578900732,0.0555970453298893,0.1283918503421131,ok
NHANES_URXUMO,URXUMO,metal exposure axis,effect,male,obesity,Obesity,metabolic,Metabolic,0.137671533241822,0.0294402002576534,4.676311031750958,0.0557053889171324,0.1187283730479502,0.4919225107746001,False,1.0,0.0557053889171323,True,10,0.0412784350198221,0.0722030234989916,0,0.0509074633987796,0.0539872267953676,0.0549820575680877,0.2313237512427697,ok
NHANES_URXUMO,URXUMO,metal exposure axis,effect,female,obesity,Obesity,metabolic,Metabolic,0.1707940763246132,0.0259038412896242,6.5933880004516885,0.0557053889171324,0.1187283730479502,0.4919225107746001,True,1.0,0.0557053889171323,True,10,0.0412784350198221,0.0722030234989916,0,0.0509074633987796,0.0539872267953676,0.0549820575680877,0.2313237512427697,ok
NHANES_URXUMO,URXUMO,metal exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.137671533241822,0.0294402002576534,4.676311031750958,0.0557053889171324,0.1187283730479502,0.4919225107746001,False,1.0,0.0557053889171323,True,10,0.0412784350198221,0.0722030234989916,0,0.0509074633987796,0.0539872267953676,0.0549820575680877,0.2313237512427697,ok
NHANES_URXUMO,URXUMO,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1707940763246132,0.0259038412896242,6.5933880004516885,0.0557053889171324,0.1187283730479502,0.4919225107746001,True,1.0,0.0557053889171323,True,10,0.0412784350198221,0.0722030234989916,0,0.0509074633987796,0.0539872267953676,0.0549820575680877,0.2313237512427697,ok
NHANES_URXUPB,URXUPB,metal exposure axis,effect,male,congestive_heart_failure,Congestive heart failure,cardiovascular,Cardiovascular,-0.2544517221837505,0.0649974535820293,-3.914795244441732,0.1727249736572143,0.0491739435892768,0.3220100176975228,False,1.0,0.1727249736572142,True,10,0.1298998927270147,0.2144832776308199,0,0.1740460173814962,0.1746902377272149,0.1744191978977076,0.8579384173314742,ok
NHANES_URXUPB,URXUPB,metal exposure axis,effect,female,T2D,Type 2 diabetes,metabolic,Metabolic,-0.11704200270394,0.0320069312653443,-3.6567705205362175,0.0621919648419222,0.2518420175995528,0.6350798704684375,True,1.0,0.0621919648419222,True,10,0.0417777089891289,0.0843466680663477,0,0.061265907808365,0.05604043435695,0.0485668148875487,0.8548204474390112,ok
NHANES_URXUPB,URXUPB,metal exposure axis,z,male,congestive_heart_failure,Congestive heart failure,cardiovascular,Cardiovascular,-0.2544517221837505,0.0649974535820293,-3.914795244441732,0.1727249736572143,0.0491739435892768,0.3220100176975228,False,1.0,0.1727249736572142,True,10,0.1298998927270147,0.2144832776308199,0,0.1740460173814962,0.1746902377272149,0.1744191978977076,0.8579384173314742,ok
NHANES_URXUPB,URXUPB,metal exposure axis,z,female,T2D,Type 2 diabetes,metabolic,Metabolic,-0.11704200270394,0.0320069312653443,-3.6567705205362175,0.0621919648419222,0.2518420175995528,0.6350798704684375,True,1.0,0.0621919648419222,True,10,0.0417777089891289,0.0843466680663477,0,0.061265907808365,0.05604043435695,0.0485668148875487,0.8548204474390112,ok
NHANES_URXUSB,URXUSB,metal exposure axis,effect,male,chronic_bronchitis,Chronic bronchitis,respiratory,Respiratory,-0.1216531317307585,0.0760678777111891,-1.599270748589113,0.1557252999595503,0.0412225849909722,0.2988637411845489,False,1.0,0.1557252999595502,True,10,0.0872464351963787,0.1891472228451663,0,0.1634059167888556,0.1864201215378004,0.1510037008643585,0.1837399445023693,ok
NHANES_URXUSB,URXUSB,metal exposure axis,effect,female,obesity,Obesity,metabolic,Metabolic,0.2141363418029231,0.0312110061974934,6.86092401020127,0.1585830911138825,7.331687433179791e-05,0.0059533301957419,True,1.0,0.1585830911138824,True,10,0.1424595291284473,0.1749069704142277,0,0.1581724820588129,0.1615400596391638,0.1789102423196922,0.981543909228164,ok
NHANES_URXUSB,URXUSB,metal exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.114468940381374,0.0313168306299965,3.655189177149079,0.1585830911138825,7.331687433179791e-05,0.0059533301957419,False,1.0,0.1585830911138824,True,10,0.1424595291284473,0.1749069704142277,0,0.1581724820588129,0.1615400596391638,0.1789102423196922,0.981543909228164,ok
NHANES_URXUSB,URXUSB,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.2141363418029231,0.0312110061974934,6.86092401020127,0.1585830911138825,7.331687433179791e-05,0.0059533301957419,True,1.0,0.1585830911138824,True,10,0.1424595291284473,0.1749069704142277,0,0.1581724820588129,0.1615400596391638,0.1789102423196922,0.981543909228164,ok
NHANES_URXUSN,URXUSN,metal exposure axis,effect,male,congestive_heart_failure,Congestive heart failure,cardiovascular,Cardiovascular,0.1537270762559185,0.0765105277385743,2.009227759886617,0.1384139936788156,0.2326396536816703,0.6255079430116435,False,1.0,0.1384139936788157,True,4,-0.0254628178128477,0.2465996060568682,1,0.1343268666276836,0.1268707181355239,0.118504342964773,0.1227482527162349,ok
NHANES_URXUSN,URXUSN,metal exposure axis,effect,female,congestive_heart_failure,Congestive heart failure,cardiovascular,Cardiovascular,0.2738554890330828,0.0952087549113207,2.87636876764282,0.1384139936788156,0.2326396536816703,0.6255079430116435,True,1.0,0.1384139936788157,True,4,-0.0254628178128477,0.2465996060568682,1,0.1343268666276836,0.1268707181355239,0.118504342964773,0.1227482527162349,ok
NHANES_URXUSN,URXUSN,metal exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.1203506014255499,0.0375527654365802,3.2048399106265615,0.0920380334655824,0.0723966619375634,0.3979861861784668,False,1.0,0.0920380334655824,True,4,0.0659982394897274,0.1029126159001252,0,0.0907401633748209,0.0831698096693721,0.0665707519738599,0.3141844133783637,ok
NHANES_URXUSN,URXUSN,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1703871904682548,0.0361894700690723,4.708197996352219,0.0920380334655824,0.0723966619375634,0.3979861861784668,True,1.0,0.0920380334655824,True,4,0.0659982394897274,0.1029126159001252,0,0.0907401633748209,0.0831698096693721,0.0665707519738599,0.3141844133783637,ok
NHANES_URXUSR,URXUSR,metal exposure axis,effect,male,coronary_heart_disease,Coronary heart disease,cardiovascular,Cardiovascular,-0.19596713576161,0.1477887008235715,-1.3259953884807023,0.2786444804062006,0.1808037030225762,0.6007087062030234,False,1.0,0.2786444804062009,True,3,0.1449749199238881,0.3619308496166892,0,0.297098870424643,0.3565348954903102,0.2722664694656801,0.7985981117826547,ok
NHANES_URXUSR,URXUSR,metal exposure axis,effect,female,liver_disease,Liver disease,hepatic,Hepatic,-0.1499548657663027,0.0806459453609108,-1.859422257315196,0.0164926088556757,0.8961937891759353,0.9680362298637768,True,1.0,0.0164926088556754,True,3,-0.0572198169260272,0.173307240782684,2,0.0108618695334922,0.0223893319449467,0.0145641101921606,0.8192240813902079,ok
NHANES_URXUSR,URXUSR,metal exposure axis,z,male,arthritis,Arthritis,musculoskeletal_immune,Musculoskeletal/immune-related,0.1386709152106098,0.0531387339649893,2.609601412445652,-0.1318991758278468,0.0577601129329659,0.3618276537435296,True,-1.0,-0.1318991758278471,True,3,-0.1693426725896188,-0.0848204085562353,0,-0.1366153413986673,-0.1517176313312249,-0.12866897538972,0.4477106651070898,ok
NHANES_URXUSR,URXUSR,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.0916156404619742,0.0411726597466581,2.225157204458001,0.006695329382241,0.9111401816451148,0.9680362298637768,True,1.0,0.0066953293822413,True,3,-0.0743662000722688,0.0777695343137964,1,0.0046649930939214,0.021350770653161,0.0058070535625868,0.8138614306738898,ok
NHANES_URXUTL,URXUTL,metal exposure axis,effect,male,stroke,Stroke,cardiovascular,Cardiovascular,-0.2042098087373213,0.0716365520948033,-2.8506370388551296,0.1129961404915463,0.2180711181433149,0.6150251593353802,False,1.0,0.1129961404915458,True,10,0.0740640333470626,0.1492657987324747,0,0.111991864949981,0.1007616399772166,0.104973105983407,0.855966371290357,ok
NHANES_URXUTL,URXUTL,metal exposure axis,effect,female,obesity,Obesity,metabolic,Metabolic,0.2152165076685332,0.0293953608809435,7.321444650405851,0.0603211557362314,0.1498360351276126,0.5581048647872542,True,1.0,0.0603211557362314,True,10,0.0465794881235587,0.0786349631696489,0,0.0569079175211911,0.0460705469220312,0.0475626894998413,0.5903841726482437,ok
NHANES_URXUTL,URXUTL,metal exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.1571301713828115,0.0346581224137509,4.533718517898384,0.0603211557362314,0.1498360351276126,0.5581048647872542,False,1.0,0.0603211557362314,True,10,0.0465794881235587,0.0786349631696489,0,0.0569079175211911,0.0460705469220312,0.0475626894998413,0.5903841726482437,ok
NHANES_URXUTL,URXUTL,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.2152165076685332,0.0293953608809435,7.321444650405851,0.0603211557362314,0.1498360351276126,0.5581048647872542,True,1.0,0.0603211557362314,True,10,0.0465794881235587,0.0786349631696489,0,0.0569079175211911,0.0460705469220312,0.0475626894998413,0.5903841726482437,ok
NHANES_URXUTU,URXUTU,metal exposure axis,effect,male,any_cancer_history,Any cancer history,cancer,Cancer,0.1263995773561088,0.0507115739931311,2.492519308772188,-0.056973358616441,0.2929509627900566,0.6970932506001462,True,-1.0,-0.056973358616441,True,10,-0.0858921486934169,-0.0413629519973674,0,-0.0579999975649693,-0.0421567454813057,-0.0612425481903621,0.4937926119409157,ok
NHANES_URXUTU,URXUTU,metal exposure axis,effect,female,congestive_heart_failure,Congestive heart failure,cardiovascular,Cardiovascular,0.2924800188288173,0.0640680815813691,4.565144009460555,0.2241649657496955,0.0051191195553085,0.1039181269727626,True,1.0,0.2241649657496955,True,10,0.1710755443733324,0.2668398969469615,0,0.2314798280538864,0.2067656830787166,0.2383794298209463,0.4974398335652514,ok
NHANES_URXUTU,URXUTU,metal exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.1133975791427084,0.0273903351766478,4.1400581048525416,0.0577414917273138,0.0756340464257479,0.3979861861784668,False,1.0,0.0577414917273139,True,10,0.0405706940860284,0.0705656918302012,0,0.0610879560430619,0.0698507955822358,0.0762269404761034,0.1462836634433935,ok
NHANES_URXUTU,URXUTU,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1446041612336857,0.0237166338241179,6.097162114407439,0.0577414917273138,0.0756340464257479,0.3979861861784668,True,1.0,0.0577414917273139,True,10,0.0405706940860284,0.0705656918302012,0,0.0610879560430619,0.0698507955822358,0.0762269404761034,0.1462836634433935,ok
NHANES_URXUUR,URXUUR,metal exposure axis,effect,male,T2D,Type 2 diabetes,metabolic,Metabolic,0.1433315511361187,0.0378753466830918,3.784296744143185,-0.0100042153580002,0.8437467125568022,0.9595550848685204,True,-1.0,-0.0100042153579999,True,8,-0.0297942771913501,0.0089396052984279,1,0.0003531477666995,0.0345554741859001,0.0071543827809964,0.5628320505872648,ok
NHANES_URXUUR,URXUUR,metal exposure axis,effect,female,T2D,Type 2 diabetes,metabolic,Metabolic,0.1242278057329703,0.0352809078758771,3.521105697450308,-0.0100042153580002,0.8437467125568022,0.9595550848685204,False,-1.0,-0.0100042153579999,True,8,-0.0297942771913501,0.0089396052984279,1,0.0003531477666995,0.0345554741859001,0.0071543827809964,0.5628320505872648,ok
NHANES_URXUUR,URXUUR,metal exposure axis,z,male,T2D,Type 2 diabetes,metabolic,Metabolic,0.1433315511361187,0.0378753466830918,3.784296744143185,-0.0100042153580002,0.8437467125568022,0.9595550848685204,True,-1.0,-0.0100042153579999,True,8,-0.0297942771913501,0.0089396052984279,1,0.0003531477666995,0.0345554741859001,0.0071543827809964,0.5628320505872648,ok
NHANES_URXUUR,URXUUR,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1085061276281572,0.0301009887849884,3.6047363228901657,0.0491254631610345,0.1899941267134941,0.6007087062030234,True,1.0,0.0491254631610344,True,8,0.0321572118912614,0.0622149386720002,0,0.0606074891132415,0.0860069156543516,0.023101537690642,0.345537487101456,ok
