disease_id,test_id,variable,cycle,data_file,weight_variable,weight_multiplier,local_xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUSB,URXUSB,2007-2008,UHM_E.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_UHM_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUSB,URXUSB,2009-2010,UHM_F.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_UHM_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUSB,URXUSB,2011-2012,UHM_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUSB,URXUSB,2013-2014,UM_H.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUSB,URXUSB,2015-2016,UM_I.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUSB,URXUSB,2017-2018,UM_J.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_UM_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUSN,URXUSN,2011-2012,UHM_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUSN,URXUSN,2013-2014,UM_H.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUSN,URXUSN,2015-2016,UM_I.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUSN,URXUSN,2017-2018,UM_J.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_UM_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUSR,URXUSR,2011-2012,UHM_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUSR,URXUSR,2013-2014,UM_H.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUSR,URXUSR,2015-2016,UM_I.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTL,URXUTL,1999-2000,LAB06HM.xpt,WTSHM2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\1999-2000_LAB06HM.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTL,URXUTL,2001-2002,L06HM_B.xpt,WTSHM2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L06HM_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTL,URXUTL,2003-2004,L06HM_C.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L06HM_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTL,URXUTL,2005-2006,UHM_D.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_UHM_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTL,URXUTL,2007-2008,UHM_E.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_UHM_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTL,URXUTL,2009-2010,UHM_F.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_UHM_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTL,URXUTL,2011-2012,UHM_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTL,URXUTL,2013-2014,UM_H.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTL,URXUTL,2015-2016,UM_I.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTL,URXUTL,2017-2018,UM_J.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_UM_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTU,URXUTU,1999-2000,LAB06HM.xpt,WTSHM2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\1999-2000_LAB06HM.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTU,URXUTU,2001-2002,L06HM_B.xpt,WTSHM2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L06HM_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTU,URXUTU,2003-2004,L06HM_C.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L06HM_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTU,URXUTU,2005-2006,UHM_D.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_UHM_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTU,URXUTU,2007-2008,UHM_E.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_UHM_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTU,URXUTU,2009-2010,UHM_F.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_UHM_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTU,URXUTU,2011-2012,UHM_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTU,URXUTU,2013-2014,UM_H.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTU,URXUTU,2015-2016,UM_I.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUTU,URXUTU,2017-2018,UM_J.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_UM_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUUR,URXUUR,2001-2002,L06HM_B.xpt,WTSHM2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L06HM_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUUR,URXUUR,2003-2004,L06HM_C.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L06HM_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUUR,URXUUR,2005-2006,UHM_D.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_UHM_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUUR,URXUUR,2007-2008,UHM_E.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_UHM_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUUR,URXUUR,2009-2010,UHM_F.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_UHM_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUUR,URXUUR,2011-2012,UHM_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUUR,URXUUR,2013-2014,UM_H.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXUUR,URXUUR,2015-2016,UM_I.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt
