disease_id,test_id,variable,cycle,data_file,weight_variable,weight_multiplier,local_xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXECP,URXECP,2007-2008,PHTHTE_E.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_PHTHTE_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXECP,URXECP,2009-2010,PHTHTE_F.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_PHTHTE_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXECP,URXECP,2011-2012,PHTHTE_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_PHTHTE_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXECP,URXECP,2013-2014,PHTHTE_H.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PHTHTE_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXECP,URXECP,2015-2016,PHTHTE_I.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PHTHTE_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXECP,URXECP,2017-2018,PHTHTE_J.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_PHTHTE_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMBP,URXMBP,1999-2000,PHPYPA.xpt,WTSPH4YR,2.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\1999-2000_PHPYPA.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMBP,URXMBP,2001-2002,PHPYPA_B.xpt,WTSPH2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_PHPYPA_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMBP,URXMBP,2003-2004,L24PH_C.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L24PH_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMBP,URXMBP,2005-2006,PHTHTE_D.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_PHTHTE_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMBP,URXMBP,2007-2008,PHTHTE_E.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_PHTHTE_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMBP,URXMBP,2009-2010,PHTHTE_F.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_PHTHTE_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMBP,URXMBP,2011-2012,PHTHTE_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_PHTHTE_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMBP,URXMBP,2013-2014,PHTHTE_H.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PHTHTE_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMBP,URXMBP,2015-2016,PHTHTE_I.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PHTHTE_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMBP,URXMBP,2017-2018,PHTHTE_J.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_PHTHTE_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMEP,URXMEP,1999-2000,PHPYPA.xpt,WTSPH4YR,2.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\1999-2000_PHPYPA.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMEP,URXMEP,2001-2002,PHPYPA_B.xpt,WTSPH2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_PHPYPA_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMEP,URXMEP,2003-2004,L24PH_C.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L24PH_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMEP,URXMEP,2005-2006,PHTHTE_D.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_PHTHTE_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMEP,URXMEP,2007-2008,PHTHTE_E.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_PHTHTE_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMEP,URXMEP,2009-2010,PHTHTE_F.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_PHTHTE_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMEP,URXMEP,2011-2012,PHTHTE_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_PHTHTE_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMEP,URXMEP,2013-2014,PHTHTE_H.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PHTHTE_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMEP,URXMEP,2015-2016,PHTHTE_I.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PHTHTE_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMEP,URXMEP,2017-2018,PHTHTE_J.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_PHTHTE_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHH,URXMHH,2001-2002,PHPYPA_B.xpt,WTSPH2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_PHPYPA_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHH,URXMHH,2003-2004,L24PH_C.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L24PH_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHH,URXMHH,2005-2006,PHTHTE_D.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_PHTHTE_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHH,URXMHH,2007-2008,PHTHTE_E.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_PHTHTE_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHH,URXMHH,2009-2010,PHTHTE_F.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_PHTHTE_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHH,URXMHH,2011-2012,PHTHTE_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_PHTHTE_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHH,URXMHH,2013-2014,PHTHTE_H.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PHTHTE_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHH,URXMHH,2015-2016,PHTHTE_I.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PHTHTE_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHH,URXMHH,2017-2018,PHTHTE_J.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_PHTHTE_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHP,URXMHP,1999-2000,PHPYPA.xpt,WTSPH4YR,2.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\1999-2000_PHPYPA.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHP,URXMHP,2001-2002,PHPYPA_B.xpt,WTSPH2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_PHPYPA_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHP,URXMHP,2003-2004,L24PH_C.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L24PH_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHP,URXMHP,2005-2006,PHTHTE_D.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_PHTHTE_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHP,URXMHP,2007-2008,PHTHTE_E.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_PHTHTE_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHP,URXMHP,2009-2010,PHTHTE_F.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_PHTHTE_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHP,URXMHP,2011-2012,PHTHTE_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_PHTHTE_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHP,URXMHP,2013-2014,PHTHTE_H.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PHTHTE_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHP,URXMHP,2015-2016,PHTHTE_I.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PHTHTE_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMHP,URXMHP,2017-2018,PHTHTE_J.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_PHTHTE_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMIB,URXMIB,2001-2002,PHPYPA_B.xpt,WTSPH2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_PHPYPA_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMIB,URXMIB,2003-2004,L24PH_C.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L24PH_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMIB,URXMIB,2005-2006,PHTHTE_D.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_PHTHTE_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMIB,URXMIB,2007-2008,PHTHTE_E.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_PHTHTE_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMIB,URXMIB,2009-2010,PHTHTE_F.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_PHTHTE_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMIB,URXMIB,2011-2012,PHTHTE_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_PHTHTE_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMIB,URXMIB,2013-2014,PHTHTE_H.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PHTHTE_H.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMIB,URXMIB,2015-2016,PHTHTE_I.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PHTHTE_I.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMIB,URXMIB,2017-2018,PHTHTE_J.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_PHTHTE_J.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMOH,URXMOH,2001-2002,PHPYPA_B.xpt,WTSPH2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_PHPYPA_B.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMOH,URXMOH,2003-2004,L24PH_C.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L24PH_C.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMOH,URXMOH,2005-2006,PHTHTE_D.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_PHTHTE_D.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMOH,URXMOH,2007-2008,PHTHTE_E.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_PHTHTE_E.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMOH,URXMOH,2009-2010,PHTHTE_F.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_PHTHTE_F.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMOH,URXMOH,2011-2012,PHTHTE_G.xpt,WTSA2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_PHTHTE_G.xpt
NHANES_CORONARY_HEART_DISEASE,NHANES_URXMOH,URXMOH,2013-2014,PHTHTE_H.xpt,WTSB2YR,1.0,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PHTHTE_H.xpt
